dataset,model_tier,stage,setting,split_count,encoding_block_references,position_policy,requested_distance,oracle_mode,seed_count,example_count,loss_mean,loss_std,loss_median,token_accuracy_mean,token_accuracy_std,token_accuracy_median,rcb_mean,rcb_std,rcb_median,retrieval_key_rmse_vs_exact_mean,retrieval_key_rmse_vs_exact_std,retrieval_key_rmse_vs_exact_median,memory_attention_mass_mean,memory_attention_mass_std,memory_attention_mass_median,memory_last_query_attention_mass_mean,memory_last_query_attention_mass_std,memory_last_query_attention_mass_median,memory_attention_entropy_mean,memory_attention_entropy_std,memory_attention_entropy_median,memory_attention_max_weight_mean,memory_attention_max_weight_std,memory_attention_max_weight_median,retrieval_logit_rmse_vs_exact_mean,retrieval_logit_rmse_vs_exact_std,retrieval_logit_rmse_vs_exact_median,retrieval_attention_l1_vs_exact_mean,retrieval_attention_l1_vs_exact_std,retrieval_attention_l1_vs_exact_median,retrieval_top_token_agreement_vs_exact_mean,retrieval_top_token_agreement_vs_exact_std,retrieval_top_token_agreement_vs_exact_median,recall_at_k_mean,recall_at_k_std,recall_at_k_median,routing_mrr_mean,routing_mrr_std,routing_mrr_median,retrieved_physical_kv_tokens_mean,retrieved_physical_kv_tokens_std,retrieved_physical_kv_tokens_median,original_logical_distance_mean,original_logical_distance_std,original_logical_distance_median,effective_distance_mean,effective_distance_std,effective_distance_median,maximum_native_operation_mean,maximum_native_operation_std,maximum_native_operation_median,native_limit_violations_mean,native_limit_violations_std,native_limit_violations_median
hotpotqa,small,confirmation,split5_block4,5,4,clipped_64,64,native_all,5,120,0.0026867775168890754,0.00025122905003034874,0.0026264209882356226,1.0,0.0,1.0,0.9999743717519041,1.927590272664353e-05,0.9999775756530233,0.14862494602178533,0.0044654009783804465,0.15000669409831366,0.9661041063567003,0.001717277688647844,0.9652656217416128,0.9469967812299729,0.004054824276144078,0.9474328917761644,4.422756081819534,0.08219757732766991,4.395396267374356,0.6778742412726084,0.30820496838581396,0.6232085637748241,1.059321359048287,0.14135072420545186,0.9821860666076342,0.24429145701821348,0.007358752781340482,0.24191713938489556,0.8627604166666666,0.004480377743251388,0.8645833333333334,1.0,0.0,1.0,0.7690972222222221,0.03630091677412534,0.7638888888888888,102.83333333333333,0.0,102.83333333333333,8.0,0.0,8.0,8.0,0.0,8.0,110.83333333333333,0.0,110.83333333333333,0.0,0.0,0.0
hotpotqa,small,confirmation,split5_block4,5,4,clipped_64,64,native_evidence_adjacent,5,120,0.0026299049185278516,0.00019780702624872326,0.002626631835786005,1.0,0.0,1.0,0.9999975245257218,5.901043104166633e-06,0.9999981677756019,0.29724989204357066,0.008930801956760893,0.3000133881966273,0.935570701211691,0.0035631060734448586,0.9337174209455649,0.9036033121248087,0.006578461906713097,0.9036936598519484,3.814851573109627,0.07275650056990378,3.788814529776573,0.6948423728346824,0.2927157346064554,0.6581644713878632,2.0942722775042055,0.28738746581093966,1.9467786078651745,0.4879100573423784,0.015721902776281542,0.48411554129173356,0.7229166666666667,0.01124324642964735,0.7265625,1.0,0.0,1.0,0.8666666666666666,0.025853486762480945,0.8541666666666666,52.333333333333336,0.0,52.333333333333336,58.5,0.0,58.5,58.5,0.0,58.5,102.83333333333333,0.0,102.83333333333333,0.0,0.0,0.0
hotpotqa,small,confirmation,split5_block4,5,4,clipped_64,64,native_evidence_irrelevant,5,120,0.0026167041428076725,0.0002142303319573484,0.0025916845964578292,1.0,0.0,1.0,1.0000023868195735,1.0101056126448036e-05,0.9999992615527802,0.29724989204357066,0.008930801956760893,0.3000133881966273,0.9338795823355517,0.0033962865945085983,0.9322547974685828,0.899520319700241,0.007955073798735677,0.9002065944174925,3.765810948610306,0.075552643866916,3.7421358625094094,0.7059423665205637,0.28383557280425553,0.6724911828835806,2.1015958691636722,0.28199445389847433,1.9509745215376217,0.4887287989433389,0.015199096198914686,0.4855549791827798,0.725,0.012170126505779078,0.7291666666666666,1.0,0.0,1.0,0.88125,0.028412878535387195,0.8854166666666666,51.166666666666664,0.0,51.166666666666664,8.0,0.0,8.0,8.0,0.0,8.0,102.83333333333333,0.0,102.83333333333333,0.0,0.0,0.0
hotpotqa,small,confirmation,split5_block4,5,4,clipped_64,64,native_oracle,5,120,0.002948708440332363,0.0002444581352620989,0.002913848807414373,1.0,0.0,1.0,0.9998476902705725,8.233313384634443e-05,0.9998522562223485,0.5944997840871413,0.017861603913521786,0.6000267763932546,0.865829693277677,0.007384467762124251,0.8627264089882374,0.8096820518374443,0.012761184064842989,0.8075497597455978,3.1188983500003813,0.06406377473807293,3.097860505183538,0.7514144179721673,0.25253724077502127,0.7734784334897995,4.108393573760987,0.5841608719720357,3.835900147755941,0.975994730804814,0.0338718559249213,0.9685475459943215,0.4395833333333333,0.025430324199445204,0.4479166666666667,1.0,0.0,1.0,1.0,0.0,1.0,23.583333333333332,0.0,23.583333333333332,87.25,0.0,87.25,64.0,0.0,64.0,102.83333333333333,0.0,102.83333333333333,0.0,0.0,0.0
hotpotqa,small,confirmation,split5_block4,5,4,clipped_64,64,valid,5,120,0.002612711062344412,0.00020089218241493959,0.00261058066583549,1.0,0.0,1.0,1.0000043381527002,4.391341898811994e-06,1.0000044331301656,0.22759633560975395,0.021640835948361983,0.2262171022593975,0.9370955708126226,0.003950889298423813,0.9359023459255695,0.9066473344961802,0.008028292512462428,0.9071399495005608,3.8095711708068847,0.06714116031994158,3.7780678321917853,0.7010179522136848,0.2902152237427065,0.6608387529850006,1.7751368423302971,0.21816358646071204,1.7102670433620613,0.36237761301260135,0.029268735309948713,0.3580868085846305,0.7989583333333333,0.012478279740323896,0.7994791666666666,1.0,0.0,1.0,0.7670138888888889,0.036539262030767475,0.7586805555555555,52.06666666666666,0.6368869601428507,52.145833333333336,13.35,3.2060706306768867,12.416666666666666,13.35,3.2060706306768867,12.416666666666666,102.83333333333333,0.0,102.83333333333333,0.0,0.0,0.0
hotpotqa,small,confirmation,split5_block4,5,4,exact,,native_all,5,60,0.002623431683362772,0.00020034161514978906,0.002621134219225496,1.0,0.0,1.0,0.9999999999999926,4.077843433402703e-12,1.0,0.0,0.0,0.0,0.9672893514235815,0.0016210825498587536,0.9663850950698057,0.9495541386306285,0.00358480185649964,0.9497390786806742,4.379062192638715,0.09478826164223565,4.35088029007117,0.6840756284693877,0.29241726641790955,0.6088170831402143,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.7690972222222221,0.03630091677412534,0.7638888888888888,102.83333333333333,0.0,102.83333333333333,8.0,0.0,8.0,8.0,0.0,8.0,110.83333333333333,0.0,110.83333333333333,0.0,0.0,0.0
hotpotqa,small,confirmation,split5_block4,5,4,exact,,native_evidence_adjacent,5,60,0.0026590532273985446,0.00020307913331363481,0.0026606453272203603,1.0,0.0,1.0,0.9999880936686936,1.5080675490368626e-05,0.9999904849035083,0.0,0.0,0.0,0.9382750170926253,0.0029669990526565494,0.9382810679574808,0.9092851330836614,0.004576217250113945,0.9090031820038954,3.785710291067759,0.08075721720236652,3.7564967423677444,0.7087571013718843,0.274996657608651,0.6716120975712935,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.86875,0.02517301244498868,0.8645833333333334,52.333333333333336,0.0,52.333333333333336,58.5,0.0,58.5,58.5,0.0,58.5,102.83333333333333,0.0,102.83333333333333,0.0,0.0,0.0
hotpotqa,small,confirmation,split5_block4,5,4,exact,,native_evidence_irrelevant,5,60,0.00264355296191449,0.0002144207171408362,0.0026258708870348832,1.0,0.0,1.0,0.9999935625393631,2.8090388133459855e-05,0.9999984213807654,0.0,0.0,0.0,0.9373434953391552,0.0031666272120184566,0.9364246018230915,0.9072858716050785,0.00675097255762658,0.9071331632634004,3.728801407416662,0.08571125487071538,3.7061512023210526,0.7166363269090652,0.2677331036864117,0.675408847630024,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.88125,0.028412878535387195,0.8854166666666666,51.166666666666664,0.0,51.166666666666664,8.0,0.0,8.0,8.0,0.0,8.0,102.83333333333333,0.0,102.83333333333333,0.0,0.0,0.0
hotpotqa,small,confirmation,split5_block4,5,4,exact,,native_oracle,5,60,0.0030245675356127323,0.000313066860991643,0.0030113114432121315,1.0,0.0,1.0,0.9998266526427455,7.611858780572421e-05,0.9998190272886492,0.0,0.0,0.0,0.8734796546399594,0.006685563986262887,0.8759034971396128,0.8277547491093475,0.007087939329291867,0.8264524328211943,3.1060882409413653,0.06779019654429433,3.078871503472328,0.7659471444785595,0.23895459690113352,0.7980247164765993,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,23.583333333333332,0.0,23.583333333333332,87.25,0.0,87.25,87.25,0.0,87.25,102.83333333333333,0.0,102.83333333333333,0.0,0.0,0.0
hotpotqa,small,confirmation,split5_block4,5,4,exact,,valid,5,60,0.002629145273628334,0.00019792535895518166,0.0026391471619717777,1.0,0.0,1.0,1.0000004401494507,1.4312803103028959e-05,1.0000043287236657,0.0,0.0,0.0,0.9397382614513239,0.003384166880097757,0.9388911128044128,0.9118581821521123,0.006408405399731772,0.9125888260702292,3.7803691436847053,0.07561871581725427,3.745926395058632,0.7079814158380031,0.2737734672249296,0.6495451194544634,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.7670138888888889,0.036539262030767475,0.7586805555555555,52.06666666666666,0.6368869601428507,52.145833333333336,13.35,3.2060706306768867,12.416666666666666,13.35,3.2060706306768867,12.416666666666666,102.83333333333333,0.0,102.83333333333333,0.0,0.0,0.0
hotpotqa,small,confirmation,split5_block4,5,4,fixed_64,64,native_all,5,60,0.002912675911405434,0.0003449705477105155,0.002801777775554607,1.0,0.0,1.0,0.9998799051199555,4.9070083011075704e-05,0.9998904657459962,0.5584670945381125,0.015076560289107243,0.5629745249946912,0.9677774091561636,0.001704322203721803,0.9671548654635748,0.9511403627693653,0.003312198451708503,0.9516982585191727,4.442758453885714,0.07969420918759788,4.415766020615895,0.6641950419793525,0.31562555540636705,0.6077012022336324,4.00538073234881,0.3571447081206722,3.9323117788881063,1.0353440739117408,0.03545357667727326,1.0282079935229074,0.39895833333333336,0.023008221469907948,0.4075520833333333,1.0,0.0,1.0,0.7690972222222221,0.03630091677412534,0.7638888888888888,102.83333333333333,0.0,102.83333333333333,8.0,0.0,8.0,64.0,0.0,64.0,110.83333333333333,0.0,110.83333333333333,0.0,0.0,0.0
hotpotqa,small,confirmation,split5_block4,5,4,fixed_64,64,native_evidence_adjacent,5,60,0.0026424071014237898,0.00020395883897978654,0.002630724338814616,1.0,0.0,1.0,0.9999937025921882,7.87637368073627e-06,0.9999968038468242,0.47214821844051286,0.014647969175049248,0.4744445711063842,0.9362316536406675,0.003528151494951315,0.9344299224515756,0.9050999939441681,0.006496058746007596,0.9051389433443546,3.8154506822427114,0.07280495478731058,3.790080333749453,0.6952835397173961,0.2923058025719238,0.6566020225485166,2.9893445319806533,0.32399937160288095,2.826508918466667,0.820489656664237,0.024099295921738515,0.8276111517722408,0.5109375,0.00862132570689941,0.5130208333333334,1.0,0.0,1.0,0.8666666666666666,0.025853486762480945,0.8541666666666666,52.333333333333336,0.0,52.333333333333336,58.5,0.0,58.5,64.0,0.0,64.0,102.83333333333333,0.0,102.83333333333333,0.0,0.0,0.0
