dataset,model_tier,stage,setting,split_count,encoding_block_references,position_policy,requested_distance,oracle_mode,seed_count,example_count,loss_mean,loss_std,loss_median,token_accuracy_mean,rcb_mean,retrieval_key_rmse_vs_exact_mean,retrieval_logit_rmse_vs_exact_mean,retrieval_attention_l1_vs_exact_mean,retrieval_top_token_agreement_vs_exact_mean,memory_attention_mass_mean,memory_last_query_attention_mass_mean,original_logical_distance_mean,effective_distance_mean,maximum_native_operation_mean,native_limit_violations_mean
hotpotqa,tiny,confirmation,split5_block4,5,4,log_compressed,64,valid,5,60,0.06381664710740248,0.008422892374215908,0.06026701473941406,1.0,0.9974335842831472,0.17796272374689578,0.47190000588695213,0.17454424885412057,0.8822916666666666,0.9250995929042498,0.8929128179947534,30.01666666666667,30.01666666666667,102.83333333333333,0.0
hotpotqa,tiny,encoding_context,split5_block1,5,1,exact,,native_all,5,60,0.060696552259226634,0.007775253903391764,0.059436569921672344,1.0,1.0000384186043765,0.0,0.0,0.0,1.0,0.9602005794644356,0.938748628894488,8.0,8.0,110.83333333333333,0.0
hotpotqa,tiny,encoding_context,split5_block1,5,1,exact,,native_oracle,5,60,0.06548172570765018,0.011384144843989332,0.061650532918671765,1.0,0.9955844014074995,0.0,0.0,0.0,1.0,0.8553623671332995,0.8096175397435825,87.25,87.25,34.916666666666664,0.0
hotpotqa,tiny,encoding_context,split5_block1,5,1,fixed_64,64,native_all,5,60,0.06255227867513895,0.00918525942767675,0.06044633127748966,1.0,0.9982653663283584,0.5274547635267178,2.204865606812139,0.8202168510761112,0.4697916666666667,0.959900920589765,0.9381025816003481,8.0,64.0,110.83333333333333,0.0
hotpotqa,tiny,encoding_context,split5_block1,5,1,fixed_64,64,native_oracle,5,60,0.06572809120019277,0.014934608309441424,0.06129941747834285,1.0,0.9947781735614665,0.6014257428546746,2.666200751066208,0.7556254165867964,0.5083333333333333,0.8516412566105525,0.7974045932292938,87.25,64.0,34.916666666666664,0.0
hotpotqa,tiny,encoding_context,split5_block1,5,1,local,,native_all,5,60,0.5209578021119039,0.2737792391748763,0.604279867062966,0.75,0.6933279185201471,0.5927844734241565,2.936241675292452,0.9861408194837471,0.36354166666666665,0.9576654091477395,0.9270757128794989,8.0,1.0,110.83333333333333,0.0
hotpotqa,tiny,encoding_context,split5_block1,5,1,local,,native_oracle,5,60,0.13471464396764837,0.07759362909412197,0.0979090699305137,0.9666666666666666,0.9483604881040474,0.7634097973505656,4.883364008863767,1.1199068536361056,0.32916666666666666,0.8429254000385603,0.7590697184205055,87.25,1.0,34.916666666666664,0.0
hotpotqa,tiny,encoding_context,split5_block2,5,2,exact,,native_all,5,60,0.0607004417727391,0.007854284724466198,0.05945600879689058,1.0,1.0000341179575778,0.0,0.0,0.0,1.0,0.9601825013756752,0.9386801183223724,8.0,8.0,110.83333333333333,0.0
hotpotqa,tiny,encoding_context,split5_block2,5,2,exact,,native_oracle,5,60,0.06548172570765018,0.011384144843989332,0.061650532918671765,1.0,0.9955844014074995,0.0,0.0,0.0,1.0,0.8553623671332995,0.8096175397435825,87.25,87.25,56.25,0.0
hotpotqa,tiny,encoding_context,split5_block2,5,2,fixed_64,64,native_all,5,60,0.0620836328715086,0.008747899107903169,0.060243988099197544,1.0,0.9987411630804642,0.527085420396179,2.201041962703069,0.8219636901592215,0.45625,0.9598941047986349,0.9381002147992452,8.0,64.0,110.83333333333333,0.0
hotpotqa,tiny,encoding_context,split5_block2,5,2,fixed_64,64,native_oracle,5,60,0.06572809120019277,0.014934608309441424,0.06129941747834285,1.0,0.9947781735614665,0.6014257428546746,2.666200751066208,0.7556254165867964,0.5083333333333333,0.8516412566105525,0.7974045932292938,87.25,64.0,56.25,0.0
hotpotqa,tiny,encoding_context,split5_block2,5,2,local,,native_all,5,60,0.511146083039542,0.2715860687034943,0.5775889903306961,0.75,0.7015223952284421,0.5930236053342621,2.9404521990567445,0.9867587846393386,0.36458333333333337,0.957648329436779,0.9269849504033724,8.0,1.0,110.83333333333333,0.0
hotpotqa,tiny,encoding_context,split5_block2,5,2,local,,native_oracle,5,60,0.13471464396764837,0.07759362909412197,0.0979090699305137,0.9666666666666666,0.9483604881040474,0.7634097973505656,4.883364008863767,1.1199068536361056,0.32916666666666666,0.8429254000385603,0.7590697184205055,87.25,1.0,56.25,0.0
hotpotqa,tiny,encoding_context,split5_block4,5,4,exact,,native_all,5,60,0.06071957312524319,0.007959691924272315,0.05945797357708216,1.0,0.9999999876110026,0.0,0.0,0.0,1.0,0.9601519813140234,0.9385319128632545,8.0,8.0,110.83333333333333,0.0
hotpotqa,tiny,encoding_context,split5_block4,5,4,exact,,native_oracle,5,60,0.06548172570765018,0.011384144843989332,0.061650532918671765,1.0,0.9955844014074995,0.0,0.0,0.0,1.0,0.8553623671332995,0.8096175397435825,87.25,87.25,102.83333333333333,0.0
hotpotqa,tiny,encoding_context,split5_block4,5,4,fixed_64,64,native_all,5,60,0.06170945496608813,0.00850703418979429,0.06002748105674982,1.0,0.999094653570706,0.5270905083976686,2.203671711683273,0.8213908815135559,0.4598958333333333,0.9598629926641783,0.9379504367709159,8.0,64.0,110.83333333333333,0.0
hotpotqa,tiny,encoding_context,split5_block4,5,4,fixed_64,64,native_oracle,5,60,0.06572809120019277,0.014934608309441424,0.06129941747834285,1.0,0.9947781735614665,0.6014257428546746,2.666200751066208,0.7556254165867964,0.5083333333333333,0.8516412566105525,0.7974045932292938,87.25,64.0,102.83333333333333,0.0
hotpotqa,tiny,encoding_context,split5_block4,5,4,local,,native_all,5,60,0.5020904970665774,0.26405105146361874,0.5283207831283411,0.7666666666666666,0.7093098324158513,0.592893525523444,2.939232365290324,0.9886008617468178,0.3619791666666667,0.9576046213507652,0.9267570729056993,8.0,1.0,110.83333333333333,0.0
hotpotqa,tiny,encoding_context,split5_block4,5,4,local,,native_oracle,5,60,0.13471464396764837,0.07759362909412197,0.0979090699305137,0.9666666666666666,0.9483604881040474,0.7634097973505656,4.883364008863767,1.1199068536361056,0.32916666666666666,0.8429254000385603,0.7590697184205055,87.25,1.0,102.83333333333333,0.0
hotpotqa,tiny,routing_chunk,native_slice_split16,16,128,exact,,native_oracle,5,60,0.07754002107928196,0.024103883263290268,0.06871221369753282,1.0,0.9838703368598477,0.0,0.0,0.0,1.0,0.6421604933838049,0.6097576184819142,104.5,104.5,102.83333333333333,0.0
hotpotqa,tiny,routing_chunk,native_slice_split16,16,128,fixed_64,64,native_oracle,5,60,0.07890941811104615,0.03363246791106423,0.06562690064311028,1.0,0.9810229392471681,0.7165492360790571,4.307554150621097,0.6623905394847195,0.5854166666666667,0.6251289320488771,0.552634897083044,104.5,64.0,102.83333333333333,0.0
hotpotqa,tiny,routing_chunk,native_slice_split16,16,128,local,,native_oracle,5,60,0.19218437330176433,0.16532147001289968,0.12907380859057108,0.9333333333333333,0.9063343391959036,0.8640235503514608,6.998243309060733,1.0341659131149452,0.3791666666666667,0.6064876762529214,0.4763050143917401,104.5,1.0,102.83333333333333,0.0
hotpotqa,tiny,routing_chunk,native_slice_split2,2,128,exact,,native_oracle,5,60,0.06071957312524319,0.007959691924272315,0.05945797357708216,1.0,0.9999999876110026,0.0,0.0,0.0,1.0,0.9601519813140234,0.9385319128632545,8.0,8.0,110.83333333333333,0.0
hotpotqa,tiny,routing_chunk,native_slice_split2,2,128,fixed_64,64,native_oracle,5,60,0.06354894780864319,0.007148509811180688,0.06021738238632679,1.0,0.9975817337396933,0.48381140902638436,2.5610377619663875,0.8782746630410353,0.4104166666666666,0.9602690195043883,0.9394279604156812,8.0,64.0,110.83333333333333,0.0
