dataset,model_tier,stage,setting,split_count,encoding_block_references,position_policy,requested_distance,oracle_mode,seed_count,example_count,loss_mean,loss_std,loss_median,token_accuracy_mean,rcb_mean,retrieval_key_rmse_vs_exact_mean,retrieval_logit_rmse_vs_exact_mean,retrieval_attention_l1_vs_exact_mean,retrieval_top_token_agreement_vs_exact_mean,memory_attention_mass_mean,memory_last_query_attention_mass_mean,original_logical_distance_mean,effective_distance_mean,maximum_native_operation_mean,native_limit_violations_mean
hotpotqa,tiny,routing_chunk,native_slice_split2,2,128,local,,native_oracle,5,60,0.060845994825164486,0.008482227720000098,0.05940466560423374,1.0,0.9998082129839633,0.4354763959844908,1.2624910011887551,0.566393576686581,0.5833333333333333,0.95998734186093,0.9380821550885836,8.0,1.0,110.83333333333333,0.0
hotpotqa,tiny,routing_chunk,native_slice_split5,5,128,exact,,native_oracle,5,60,0.06548172570765018,0.011384144843989332,0.061650532918671765,1.0,0.9955844014074995,0.0,0.0,0.0,1.0,0.8553623671332995,0.8096175397435825,87.25,87.25,102.83333333333333,0.0
hotpotqa,tiny,routing_chunk,native_slice_split5,5,128,fixed_64,64,native_oracle,5,60,0.06572809120019277,0.014934608309441424,0.06129941747834285,1.0,0.9947781735614665,0.6014257428546746,2.666200751066208,0.7556254165867964,0.5083333333333333,0.8516412566105525,0.7974045932292938,87.25,64.0,102.83333333333333,0.0
hotpotqa,tiny,routing_chunk,native_slice_split5,5,128,local,,native_oracle,5,60,0.13471464396764837,0.07759362909412197,0.0979090699305137,0.9666666666666666,0.9483604881040474,0.7634097973505656,4.883364008863767,1.1199068536361056,0.32916666666666666,0.8429254000385603,0.7590697184205055,87.25,1.0,102.83333333333333,0.0
qasper,small,confirmation,split5_block4,5,4,clipped_64,64,native_all,5,60,0.002513910224661231,0.00019016289371876884,0.0025113932982397578,1.0,1.000025453020809,0.18285607456540068,1.1269563103094697,0.3405273056589067,0.8028645833333334,0.9684054024517537,0.9543588521579901,8.0,8.0,115.83333333333333,0.0
qasper,small,confirmation,split5_block4,5,4,clipped_64,64,native_evidence_adjacent,5,60,0.00241185588723359,0.00011948631777012312,0.00243993066639329,1.0,1.0001140528821764,0.36571214913080136,2.2287933596720295,0.6810362811510762,0.6046875,0.9377862595021724,0.9127418073515097,61.916666666666664,60.583333333333336,107.83333333333333,0.0
qasper,small,confirmation,split5_block4,5,4,clipped_64,64,native_evidence_irrelevant,5,60,0.0023615608903734633,9.81628916182743e-05,0.0023910875897854567,1.0,1.0001397847285811,0.2983100500578682,1.9132171151538688,0.5369599776963393,0.6953125,0.9372201959292094,0.9110244443019232,8.0,8.0,107.83333333333333,0.0
qasper,small,confirmation,split5_block4,5,4,clipped_64,64,native_oracle,5,60,0.0026635525922756643,0.0002254276602041379,0.0026723070574613907,1.0,0.9999683318341704,0.5966201001157364,3.741023726761341,1.0714272925009332,0.3916666666666667,0.8724130069216093,0.8264682941138745,90.41666666666667,64.0,107.83333333333333,0.0
qasper,small,confirmation,split5_block4,5,4,clipped_64,64,valid,5,60,0.0024288785779693475,0.00010387713750885628,0.00247332378057763,1.0,1.000101322138008,0.2841048550481598,1.8745802989850442,0.5189375615989168,0.7020833333333333,0.9396983347833157,0.9162457836170992,16.96666666666667,16.783333333333335,107.83333333333333,0.0
qasper,small,confirmation,split5_block4,5,4,exact,,native_all,5,60,0.0025540210811110836,0.00019415948801800232,0.0025340872816741467,1.0,0.9999999959794301,0.0,0.0,0.0,1.0,0.9691164170702299,0.9557602802912394,8.0,8.0,115.83333333333333,0.0
qasper,small,confirmation,split5_block4,5,4,exact,,native_evidence_adjacent,5,60,0.0024595054681412877,0.00014076487639448756,0.0024908562966932855,1.0,1.000087013933509,0.0,0.0,0.0,1.0,0.9397999803225199,0.9165083987017472,61.916666666666664,61.916666666666664,107.83333333333333,0.0
qasper,small,confirmation,split5_block4,5,4,exact,,native_evidence_irrelevant,5,60,0.002394064422696829,0.00010429167732538348,0.0024370885997389755,1.0,1.000123383569608,0.0,0.0,0.0,1.0,0.9392900506655375,0.9149804040789604,8.0,8.0,107.83333333333333,0.0
qasper,small,confirmation,split5_block4,5,4,exact,,native_oracle,5,60,0.0026626005962801474,0.0002803447241961671,0.002647249998214344,1.0,0.9999779403056808,0.0,0.0,0.0,1.0,0.8780044570565224,0.8378532774746418,90.41666666666667,90.41666666666667,107.83333333333333,0.0
qasper,small,confirmation,split5_block4,5,4,exact,,valid,5,60,0.002479586825938895,0.00010965455002178013,0.0025171325736058256,1.0,1.000071504636766,0.0,0.0,0.0,1.0,0.9416469921668371,0.9196769550442696,16.96666666666667,16.96666666666667,107.83333333333333,0.0
qasper,small,confirmation,split5_block4,5,4,fixed_64,64,native_all,5,60,0.0029319462967881313,0.0006716328348101599,0.002688842185307294,1.0,0.9996982719570182,0.5336122294111798,3.7412732511137925,1.0771851533247778,0.37265625,0.9694104788204034,0.9566528911391894,8.0,64.0,115.83333333333333,0.0
qasper,small,confirmation,split5_block4,5,4,fixed_64,64,native_evidence_adjacent,5,60,0.0024135142836409313,0.00011897616847505003,0.0024424775619991124,1.0,1.000112730797396,0.46959030264988544,2.770071455587943,0.8963713380352905,0.4713541666666667,0.9381391654411951,0.9137343416611353,61.916666666666664,64.0,107.83333333333333,0.0
qasper,small,confirmation,split5_block4,5,4,fixed_64,64,native_evidence_irrelevant,5,60,0.0026348091603722425,0.0003279147322251153,0.0025448004598729312,1.0,0.9999290695400098,0.5981250525141756,4.452546432365973,1.1806750593086084,0.3223958333333333,0.9394182786345482,0.9162026651203632,8.0,64.0,107.83333333333333,0.0
qasper,small,confirmation,split5_block4,5,4,fixed_64,64,native_oracle,5,60,0.0026635525922756643,0.0002254276602041379,0.0026723070574613907,1.0,0.9999683318341704,0.5966201001157364,3.741023726761341,1.0714272925009332,0.3916666666666667,0.8724130069216093,0.8264682941138745,90.41666666666667,64.0,107.83333333333333,0.0
qasper,small,confirmation,split5_block4,5,4,fixed_64,64,valid,5,60,0.0024425062738979856,0.00010265719661342143,0.002488372614607215,1.0,1.000090366133382,0.49773227081944543,2.975525112822652,0.9761423016898334,0.4317708333333333,0.9399847182134786,0.9165963480869929,16.96666666666667,64.0,107.83333333333333,0.0
qasper,small,confirmation,split5_block4,5,4,log_compressed,64,native_all,5,60,0.002577390488780414,0.00019189487461896272,0.002557356706044326,1.0,0.999984435095563,0.13608292089775204,0.6608970407396555,0.255273843354856,0.8432291666666666,0.9691702080269655,0.9557624836762747,8.0,8.0,115.83333333333333,0.0
qasper,small,confirmation,split5_block4,5,4,log_compressed,64,native_evidence_adjacent,5,60,0.0024723286856897174,0.00014073157816939464,0.0024979566611970463,1.0,1.000079201099633,0.27216584179550407,1.3113911422590414,0.5108705178368836,0.6875,0.9399916027983031,0.9165943456192812,61.916666666666664,62.416666666666664,107.83333333333333,0.0
qasper,small,confirmation,split5_block4,5,4,log_compressed,64,native_evidence_irrelevant,5,60,0.0024021992033037044,0.00010590648001234038,0.0024473246885463595,1.0,1.0001179725757707,0.23203715085983276,1.1328372108439604,0.42566037128369016,0.7458333333333333,0.9393770424028238,0.9148668137689432,8.0,8.0,107.83333333333333,0.0
qasper,small,confirmation,split5_block4,5,4,log_compressed,64,native_oracle,5,60,0.002673368639079854,0.00030013155310257565,0.0026179603689039745,1.0,0.9999747575948824,0.4640743017196655,2.230790919562181,0.8530622150748968,0.478125,0.8784624996284643,0.8379217445850372,90.41666666666667,95.16666666666667,107.83333333333333,0.0
qasper,small,confirmation,split5_block4,5,4,log_compressed,64,valid,5,60,0.0024928528078210855,0.00011104172786491875,0.002543216474199047,1.0,1.0000626828159462,0.21086744451895356,1.0511532968531052,0.38089312493490673,0.7661458333333333,0.9418349467217922,0.9197758115828037,16.96666666666667,17.033333333333335,107.83333333333333,0.0
qasper,small,encoding_context,split5_block1,5,1,exact,,native_all,5,60,0.09357442579542596,0.07036626974846026,0.06134551293992748,0.9833333333333334,0.9433147403681712,0.0,0.0,0.0,1.0,0.9703443239132563,0.9584115567306677,8.0,8.0,115.83333333333333,0.0
qasper,small,encoding_context,split5_block1,5,1,exact,,native_oracle,5,60,0.0026626005962801474,0.0002803447241961671,0.002647249998214344,1.0,0.9999779403056808,0.0,0.0,0.0,1.0,0.8780044575532278,0.8378532752394676,90.41666666666667,90.41666666666667,36.0,0.0
qasper,small,encoding_context,split5_block1,5,1,fixed_64,64,native_all,5,60,0.2274265602347441,0.18943715035131672,0.21145524852909148,0.8833333333333334,0.8536586404322908,0.534579275501892,3.8944217664500074,1.0564819719487182,0.3807291666666667,0.9709792181849479,0.9594548208018144,8.0,64.0,115.83333333333333,0.0
qasper,small,encoding_context,split5_block1,5,1,fixed_64,64,native_oracle,5,60,0.0026635525922756643,0.0002254276602041379,0.0026723070574613907,1.0,0.9999683318341704,0.596620099619031,3.7410237163305284,1.071427291010817,0.3916666666666667,0.8724130059281985,0.8264682911336422,90.41666666666667,64.0,36.0,0.0
qasper,small,encoding_context,split5_block1,5,1,local,,native_all,5,60,0.16732704958412797,0.12836390529543729,0.16377202407844985,0.9333333333333333,0.9105818702530648,0.6173174699768424,4.38520312892894,1.1937377098323472,0.3067708333333333,0.9677168714503447,0.9523572397728761,8.0,1.0,115.83333333333333,0.0
qasper,small,encoding_context,split5_block1,5,1,local,,native_oracle,5,60,0.0027474071093214055,0.00028612823209032815,0.0027062180646074316,1.0,0.9999335097035604,0.7393554682532947,6.085329268376032,1.2712354524681966,0.2833333333333333,0.8703667054573694,0.8142299185196558,90.41666666666667,1.0,36.0,0.0
qasper,small,encoding_context,split5_block2,5,2,exact,,native_all,5,60,0.00418696377115945,0.000961637722305652,0.004145127856948723,1.0,0.9991284843407726,0.0,0.0,0.0,1.0,0.969684232523044,0.9571863239010175,8.0,8.0,115.83333333333333,0.0
qasper,small,encoding_context,split5_block2,5,2,exact,,native_oracle,5,60,0.0026626005962801474,0.0002803447241961671,0.002647249998214344,1.0,0.9999779403056808,0.0,0.0,0.0,1.0,0.8780044570565224,0.8378532774746418,90.41666666666667,90.41666666666667,58.833333333333336,0.0
qasper,small,encoding_context,split5_block2,5,2,fixed_64,64,native_all,5,60,0.03714269916138922,0.037130280356459974,0.01790770385802413,0.9833333333333334,0.9755582700922958,0.5358808785521736,3.884734209316472,1.0735316418499377,0.3713541666666667,0.9704623545209566,0.9586530812084675,8.0,64.0,115.83333333333333,0.0
qasper,small,encoding_context,split5_block2,5,2,fixed_64,64,native_oracle,5,60,0.0026635525922756643,0.0002254276602041379,0.0026723070574613907,1.0,0.9999683318341704,0.5966201001157364,3.741023726761341,1.0714272925009332,0.3916666666666667,0.8724130069216093,0.8264682941138745,90.41666666666667,64.0,58.833333333333336,0.0
qasper,small,encoding_context,split5_block2,5,2,local,,native_all,5,60,0.027597659442108124,0.02729206658168735,0.023944999343560387,0.9833333333333334,0.9875873961002087,0.6145759008203944,4.298770459865531,1.193725419929251,0.30755208333333334,0.9674505280951659,0.9515568395455679,8.0,1.0,115.83333333333333,0.0
qasper,small,encoding_context,split5_block2,5,2,local,,native_oracle,5,60,0.0027474071093214055,0.00028612823209032815,0.0027062180646074316,1.0,0.9999335097035604,0.7393554677565893,6.085329267382622,1.2712354566901922,0.2833333333333333,0.8703667057057223,0.8142299187680087,90.41666666666667,1.0,58.833333333333336,0.0
qasper,small,encoding_context,split5_block4,5,4,exact,,native_all,5,60,0.0025540210811110836,0.00019415948801800232,0.0025340872816741467,1.0,0.9999999959794301,0.0,0.0,0.0,1.0,0.9691164170702299,0.9557602802912394,8.0,8.0,115.83333333333333,0.0
qasper,small,encoding_context,split5_block4,5,4,exact,,native_oracle,5,60,0.0026626005962801474,0.0002803447241961671,0.002647249998214344,1.0,0.9999779403056808,0.0,0.0,0.0,1.0,0.8780044570565224,0.8378532774746418,90.41666666666667,90.41666666666667,107.83333333333333,0.0
qasper,small,encoding_context,split5_block4,5,4,fixed_64,64,native_all,5,60,0.0029319462967881313,0.0006716328348101599,0.002688842185307294,1.0,0.9996982719570182,0.5336122294111798,3.7412732511137925,1.0771851533247778,0.37265625,0.9694104788204034,0.9566528911391894,8.0,64.0,115.83333333333333,0.0
qasper,small,encoding_context,split5_block4,5,4,fixed_64,64,native_oracle,5,60,0.0026635525922756643,0.0002254276602041379,0.0026723070574613907,1.0,0.9999683318341704,0.5966201001157364,3.741023726761341,1.0714272925009332,0.3916666666666667,0.8724130069216093,0.8264682941138745,90.41666666666667,64.0,107.83333333333333,0.0
qasper,small,encoding_context,split5_block4,5,4,local,,native_all,5,60,0.0027699707444602,0.00022108664358105022,0.002742347656749189,1.0,0.999847767472963,0.6158246026063958,4.292326293513179,1.2012484124395997,0.3078125,0.966956694672505,0.9498902825017771,8.0,1.0,115.83333333333333,0.0
qasper,small,encoding_context,split5_block4,5,4,local,,native_oracle,5,60,0.0027474071093214055,0.00028612823209032815,0.0027062180646074316,1.0,0.9999335097035604,0.7393554677565893,6.085329267382622,1.2712354566901922,0.2833333333333333,0.8703667057057223,0.8142299187680087,90.41666666666667,1.0,107.83333333333333,0.0
qasper,small,routing_chunk,native_slice_split16,16,128,exact,,native_oracle,5,60,0.0036205008548373975,0.0005355444413140262,0.003835165116470307,1.0,0.9994167872485316,0.0,0.0,0.0,1.0,0.6275362864136695,0.5568137761205435,110.5,110.5,107.83333333333333,0.0
qasper,small,routing_chunk,native_slice_split16,16,128,fixed_64,64,native_oracle,5,60,0.0035029935534112155,0.00043817516849572677,0.003604013783236345,1.0,0.9994852213602478,0.7037386539081733,4.519998691479365,0.8504089407622815,0.51875,0.6120082132518292,0.5197070317963759,110.5,64.0,107.83333333333333,0.0
qasper,small,routing_chunk,native_slice_split16,16,128,local,,native_oracle,5,60,0.00439680302903677,0.0008335965033538083,0.004440226436903079,1.0,0.9990213107511632,0.7631685256958007,6.367122657597065,0.9412166289674738,0.4833333333333334,0.6128510004530351,0.5001693530629079,110.5,1.0,107.83333333333333,0.0
qasper,small,routing_chunk,native_slice_split2,2,128,exact,,native_oracle,5,60,0.0025540210811110836,0.00019415948801800232,0.0025340872816741467,1.0,0.9999999959794301,0.0,0.0,0.0,1.0,0.9691164170702299,0.9557602802912394,8.0,8.0,115.83333333333333,0.0
qasper,small,routing_chunk,native_slice_split2,2,128,fixed_64,64,native_oracle,5,60,0.004100543799965332,0.001286937621566843,0.0034808989924689135,1.0,0.9989576763523704,0.5994848541915416,4.8985503107309345,1.3888038257757824,0.19375,0.9707421546181043,0.9578658563395341,8.0,64.0,115.83333333333333,0.0
qasper,small,routing_chunk,native_slice_split2,2,128,local,,native_oracle,5,60,0.0024871404573787005,0.0001481246196149914,0.0024926845411149165,1.0,1.0000506239505178,0.46555041410028936,2.335471478601297,1.0053001637881,0.3947916666666667,0.9688009344041347,0.9550782904028893,8.0,1.0,115.83333333333333,0.0
qasper,small,routing_chunk,native_slice_split5,5,128,exact,,native_oracle,5,60,0.0026626005962801474,0.0002803447241961671,0.002647249998214344,1.0,0.9999779403056808,0.0,0.0,0.0,1.0,0.8780044570565224,0.8378532774746418,90.41666666666667,90.41666666666667,107.83333333333333,0.0
qasper,small,routing_chunk,native_slice_split5,5,128,fixed_64,64,native_oracle,5,60,0.0026635525922756643,0.0002254276602041379,0.0026723070574613907,1.0,0.9999683318341704,0.5966201001157364,3.741023726761341,1.0714272925009332,0.3916666666666667,0.8724130069216093,0.8264682941138745,90.41666666666667,64.0,107.83333333333333,0.0
qasper,small,routing_chunk,native_slice_split5,5,128,local,,native_oracle,5,60,0.0027474071093214055,0.00028612823209032815,0.0027062180646074316,1.0,0.9999335097035604,0.7393554677565893,6.085329267382622,1.2712354566901922,0.2833333333333333,0.8703667057057223,0.8142299187680087,90.41666666666667,1.0,107.83333333333333,0.0
qasper,tiny,confirmation,split5_block4,5,4,clipped_64,64,native_all,5,60,0.037933490021775165,0.00455727026870603,0.037788903961579,1.0,1.0001102599802054,0.1982693200310071,0.8993184195210537,0.27523070273333966,0.8354166666666666,0.961196288963159,0.9355230982104936,8.0,8.0,115.83333333333333,0.0
qasper,tiny,confirmation,split5_block4,5,4,clipped_64,64,native_evidence_adjacent,5,60,0.03715081897874674,0.004650067653660221,0.03775231664379438,1.0,1.0005086149765863,0.3965386400620142,1.7909063192705315,0.5500832444400051,0.66875,0.9271928995847702,0.8925850028793019,61.916666666666664,60.583333333333336,107.83333333333333,0.0
qasper,tiny,confirmation,split5_block4,5,4,clipped_64,64,native_evidence_irrelevant,5,60,0.036957318025330706,0.004702277379137671,0.037504177850981556,1.0,1.0006553481494094,0.31774474220971266,1.5221280242005983,0.43317352311217594,0.7395833333333333,0.9263030077020327,0.8900450115402541,8.0,8.0,107.83333333333333,0.0
qasper,tiny,confirmation,split5_block4,5,4,clipped_64,64,native_oracle,5,60,0.03793075879414877,0.0044829066624233966,0.038910528644919395,1.0,0.9999174444416775,0.6354894844194253,3.0286804884672165,0.8654626842951985,0.4833333333333334,0.860313672820727,0.8134812330206236,90.41666666666667,64.0,107.83333333333333,0.0
qasper,tiny,confirmation,split5_block4,5,4,clipped_64,64,valid,5,60,0.07701955533896883,0.047174995396483496,0.04285970609635115,0.9666666666666666,0.9623412533982855,0.3076605288932721,1.4509904660284518,0.417499563071154,0.7572916666666667,0.9270651410023371,0.8931493620077768,19.133333333333333,19.066666666666666,107.83333333333333,0.0
qasper,tiny,confirmation,split5_block4,5,4,exact,,native_all,5,60,0.03797914106398821,0.004793295391990434,0.038371458339194454,1.0,0.9999999936742097,0.0,0.0,0.0,1.0,0.9614613935351372,0.9364193638165792,8.0,8.0,115.83333333333333,0.0
qasper,tiny,confirmation,split5_block4,5,4,exact,,native_evidence_adjacent,5,60,0.03735061079884569,0.0046518417804975835,0.03810015879571438,1.0,1.0003505693495789,0.0,0.0,0.0,1.0,0.9278786843021711,0.8943075910210609,61.916666666666664,61.916666666666664,107.83333333333333,0.0
qasper,tiny,confirmation,split5_block4,5,4,exact,,native_evidence_irrelevant,5,60,0.03726247797409694,0.004587863999470367,0.0376798864454031,1.0,1.0004735220829335,0.0,0.0,0.0,1.0,0.9269531731804213,0.8919044360518456,8.0,8.0,107.83333333333333,0.0
qasper,tiny,confirmation,split5_block4,5,4,exact,,native_oracle,5,60,0.037681000555555025,0.004351069894989082,0.03840632798771063,1.0,1.0001121167369549,0.0,0.0,0.0,1.0,0.8620065142711004,0.8172554771105448,90.41666666666667,90.41666666666667,107.83333333333333,0.0
qasper,tiny,confirmation,split5_block4,5,4,exact,,valid,5,60,0.07751204787443082,0.04808746542287392,0.042957896987597145,0.9666666666666666,0.9623291227224129,0.0,0.0,0.0,1.0,0.9277332449952761,0.8948919971783955,19.133333333333333,19.133333333333333,107.83333333333333,0.0
qasper,tiny,confirmation,split5_block4,5,4,fixed_64,64,native_all,5,60,0.038803726279487215,0.004543095725967762,0.03834615275263786,1.0,0.9995837536145646,0.5275121249568959,2.5032218939935165,0.9215603379725508,0.4385416666666667,0.961480836570263,0.9370777353644371,8.0,64.0,115.83333333333333,0.0
qasper,tiny,confirmation,split5_block4,5,4,fixed_64,64,native_evidence_adjacent,5,60,0.03715774475907286,0.00461434473191301,0.037703048127392925,1.0,1.0005120281073272,0.4963554381703337,2.1640112249801557,0.7166635004525839,0.5625,0.9272867913047472,0.8932827427983284,61.916666666666664,64.0,107.83333333333333,0.0
qasper,tiny,confirmation,split5_block4,5,4,fixed_64,64,native_evidence_irrelevant,5,60,0.037323237769305705,0.004741865723273752,0.0377691083898147,1.0,1.000433039445905,0.5542646038035552,2.8533514668544138,0.9533415520893564,0.415625,0.9268295630812645,0.8923656130830446,8.0,64.0,107.83333333333333,0.0
qasper,tiny,confirmation,split5_block4,5,4,fixed_64,64,native_oracle,5,60,0.03793075879414877,0.0044829066624233966,0.038910528644919395,1.0,0.9999174444416775,0.6354894844194253,3.0286804884672165,0.8654626842951985,0.4833333333333334,0.860313672820727,0.8134812330206236,90.41666666666667,64.0,107.83333333333333,0.0
qasper,tiny,confirmation,split5_block4,5,4,fixed_64,64,valid,5,60,0.07799616288393736,0.04748012116388244,0.04285688294718663,0.9666666666666666,0.9609589055232824,0.5312745839978258,2.5213415106137593,0.8556587072370652,0.47916666666666663,0.9272935455044111,0.894348136583964,19.133333333333333,64.0,107.83333333333333,0.0
qasper,tiny,confirmation,split5_block4,5,4,log_compressed,64,native_all,5,60,0.039281613690157736,0.005587352341634728,0.039207045609752335,1.0,0.9992236809198989,0.1315268819220364,0.4581748754406969,0.16947425030287683,0.8854166666666666,0.9613441358009975,0.9358581721782684,8.0,8.0,115.83333333333333,0.0
qasper,tiny,confirmation,split5_block4,5,4,log_compressed,64,native_evidence_adjacent,5,60,0.03799765889222423,0.004943989691212949,0.03855286817997694,1.0,0.9999576974487765,0.2630537638440728,0.9140201428284248,0.33891787662387285,0.7708333333333333,0.9276695355772973,0.8934310734272003,61.916666666666664,62.416666666666664,107.83333333333333,0.0
qasper,tiny,confirmation,split5_block4,5,4,log_compressed,64,native_evidence_irrelevant,5,60,0.03766925986856222,0.0047902689151356325,0.037742204032838345,1.0,1.0002629001783832,0.21581124973793825,0.7558852158486843,0.26907236259915707,0.8166666666666667,0.926706725358963,0.8909469038248062,8.0,8.0,107.83333333333333,0.0
qasper,tiny,confirmation,split5_block4,5,4,log_compressed,64,native_oracle,5,60,0.037572312013556555,0.004411067832206798,0.0382175383468469,1.0,1.0001974281026995,0.4316224994758765,1.5091137344638508,0.5387142593935399,0.6395833333333334,0.8614404052495956,0.8150855377316475,90.41666666666667,95.16666666666667,107.83333333333333,0.0
qasper,tiny,confirmation,split5_block4,5,4,log_compressed,64,valid,5,60,0.07789951159308353,0.04731841956646107,0.04357051818321148,0.9666666666666666,0.9620753139584555,0.20553361289203168,0.7319487858563661,0.25990510599319044,0.8260416666666666,0.9275251756111782,0.8939835061629614,19.133333333333333,19.166666666666664,107.83333333333333,0.0
qasper,tiny,encoding_context,split5_block1,5,1,exact,,native_all,5,60,0.0387594573199749,0.00485660395397632,0.03938480497648319,1.0,0.9994483553202296,0.0,0.0,0.0,1.0,0.9614620740214983,0.9364632035295168,8.0,8.0,115.83333333333333,0.0
qasper,tiny,encoding_context,split5_block1,5,1,exact,,native_oracle,5,60,0.037681000555555025,0.004351069894989082,0.03840632798771063,1.0,1.0001121167369549,0.0,0.0,0.0,1.0,0.8620065142711004,0.8172554771105448,90.41666666666667,90.41666666666667,36.0,0.0
qasper,tiny,encoding_context,split5_block1,5,1,fixed_64,64,native_all,5,60,0.04214344890788198,0.006384832070584549,0.043010158774753414,1.0,0.9977174552440145,0.5275175505628188,2.5054732389127214,0.9148273547372809,0.4453125,0.9615029528737068,0.9372378955284754,8.0,64.0,115.83333333333333,0.0
qasper,tiny,encoding_context,split5_block1,5,1,fixed_64,64,native_oracle,5,60,0.037930756869415445,0.004482906241761424,0.03891051902125279,1.0,0.999917446877328,0.6354894844194253,3.028680482506752,0.8654626878963123,0.4833333333333334,0.8603136713306109,0.8134812360008559,90.41666666666667,64.0,36.0,0.0
qasper,tiny,encoding_context,split5_block1,5,1,local,,native_all,5,60,0.5240013400092721,0.7014250522721763,0.20486895398547253,0.85,0.741539067495503,0.6023158763845762,3.1144848644733427,1.0603562273705998,0.3567708333333333,0.9592275823156038,0.9227394565939904,8.0,1.0,115.83333333333333,0.0
qasper,tiny,encoding_context,split5_block1,5,1,local,,native_oracle,5,60,0.3359503125150999,0.5724058530459406,0.05235113203525543,0.9,0.8588883430521449,0.7702889581521353,4.688748082518577,1.1462162805100282,0.3520833333333333,0.85386161506176,0.7805530538161596,90.41666666666667,1.0,36.0,0.0
qasper,tiny,encoding_context,split5_block2,5,2,exact,,native_all,5,60,0.03831041818484664,0.004844862360063395,0.03851640162368616,1.0,0.9998119160487988,0.0,0.0,0.0,1.0,0.9614498789111773,0.9364215453465781,8.0,8.0,115.83333333333333,0.0
qasper,tiny,encoding_context,split5_block2,5,2,exact,,native_oracle,5,60,0.037681000555555025,0.004351069894989082,0.03840632798771063,1.0,1.0001121167369549,0.0,0.0,0.0,1.0,0.8620065142711004,0.8172554771105448,90.41666666666667,90.41666666666667,58.833333333333336,0.0
qasper,tiny,encoding_context,split5_block2,5,2,fixed_64,64,native_all,5,60,0.040945204875121516,0.005279059177453475,0.04296423805256685,1.0,0.9984389742989201,0.5274805975146591,2.5016527346645794,0.9163581075960489,0.4463541666666667,0.9614820336302122,0.9371501440803209,8.0,64.0,115.83333333333333,0.0
qasper,tiny,encoding_context,split5_block2,5,2,fixed_64,64,native_oracle,5,60,0.03793075879414877,0.0044829066624233966,0.038910528644919395,1.0,0.9999174444416775,0.6354894844194253,3.0286804884672165,0.8654626842951985,0.4833333333333334,0.860313672820727,0.8134812330206236,90.41666666666667,64.0,58.833333333333336,0.0
qasper,tiny,encoding_context,split5_block2,5,2,local,,native_all,5,60,0.5091069399689634,0.6977513830183125,0.20616250423093638,0.8833333333333334,0.7489398724384042,0.6025036652882894,3.1140017670889693,1.0633876310040553,0.35625,0.959215641518434,0.9227238093813261,8.0,1.0,115.83333333333333,0.0
qasper,tiny,encoding_context,split5_block2,5,2,local,,native_oracle,5,60,0.3359503125150999,0.5724058530459406,0.05235113203525543,0.9,0.8588883430521449,0.7702889576554298,4.68874808649222,1.146216281503439,0.3520833333333333,0.8538616140683493,0.7805530567963919,90.41666666666667,1.0,58.833333333333336,0.0
qasper,tiny,encoding_context,split5_block4,5,4,exact,,native_all,5,60,0.03797914106398821,0.004793295391990434,0.038371458339194454,1.0,0.9999999936742097,0.0,0.0,0.0,1.0,0.9614613935351372,0.9364193638165792,8.0,8.0,115.83333333333333,0.0
qasper,tiny,encoding_context,split5_block4,5,4,exact,,native_oracle,5,60,0.037681000555555025,0.004351069894989082,0.03840632798771063,1.0,1.0001121167369549,0.0,0.0,0.0,1.0,0.8620065142711004,0.8172554771105448,90.41666666666667,90.41666666666667,107.83333333333333,0.0
qasper,tiny,encoding_context,split5_block4,5,4,fixed_64,64,native_all,5,60,0.038803726279487215,0.004543095725967762,0.03834615275263786,1.0,0.9995837536145646,0.5275121249568959,2.5032218939935165,0.9215603379725508,0.4385416666666667,0.961480836570263,0.9370777353644371,8.0,64.0,115.83333333333333,0.0
qasper,tiny,encoding_context,split5_block4,5,4,fixed_64,64,native_oracle,5,60,0.03793075879414877,0.0044829066624233966,0.038910528644919395,1.0,0.9999174444416775,0.6354894844194253,3.0286804884672165,0.8654626842951985,0.4833333333333334,0.860313672820727,0.8134812330206236,90.41666666666667,64.0,107.83333333333333,0.0
qasper,tiny,encoding_context,split5_block4,5,4,local,,native_all,5,60,0.4876499499815206,0.6877172998104611,0.18527094709376493,0.8833333333333334,0.7628079338662916,0.6024692131206393,3.1143078421552977,1.0674510236208639,0.3505208333333333,0.9592284480730692,0.9227156211932501,8.0,1.0,115.83333333333333,0.0
qasper,tiny,encoding_context,split5_block4,5,4,local,,native_oracle,5,60,0.3359503125150999,0.5724058530459406,0.05235113203525543,0.9,0.8588883430521449,0.7702889576554298,4.68874808649222,1.146216281503439,0.3520833333333333,0.8538616140683493,0.7805530567963919,90.41666666666667,1.0,107.83333333333333,0.0
qasper,tiny,routing_chunk,native_slice_split16,16,128,exact,,native_oracle,5,60,0.042623082362115386,0.0038747379521113243,0.043866933633883796,1.0,0.9966371431748978,0.0,0.0,0.0,1.0,0.6153434390823047,0.5702374100685119,110.5,110.5,107.83333333333333,0.0
qasper,tiny,routing_chunk,native_slice_split16,16,128,fixed_64,64,native_oracle,5,60,0.05182871191451947,0.024649725420349617,0.04067950944105784,1.0,0.9930027703899384,0.6595584250986576,3.7423544049263002,0.669852932927582,0.6104166666666667,0.6046217704812686,0.533282482624054,110.5,64.0,107.83333333333333,0.0
