aggregate_materialization_seconds,aggregate_materialized_kv_tokens,aggregate_memory_attention_seconds,aggregate_routing_seconds,aggregate_transfer_seconds,aggregate_transferred_kv_bytes,answer_contained,chunks_budget_rejected,condition,dataset,em,evidence_attention_mass,evidence_guaranteed,examples,f1,first_pra_layer,generation_seconds,gold_first_token_probability,gold_first_token_rank,gold_logprob_delta_vs_none,gold_mean_logprob_delta_vs_none,kind,last_pra_layer,memory_attention_mass,native_limit_violations,peak_gpu_memory_bytes,pra_layer_count,pra_layer_fraction,pra_layers,process_rss_bytes,resident_reference_detail_kv_bytes,resident_routing_index_bytes,route_once_query_encoding_seconds,route_once_routing_seconds,routing_all_evidence_recall,routing_any_evidence_recall,routing_target_coverage,schedule,teacher_forced_seconds,ttft_seconds
0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,no_memory,combined,0.0,,0.0,8,0.09027777777777778,,0.742497862502205,0.0008289865675084373,448.875,0.0,0.0,none,,,0.0,1224419136.0,0,0.0,[],2552701952.0,322732032.0,5060608.0,0.0,0.0,,,,none,0.14797032499700435,0.14824355001110234
0.003916537498298567,704.5,0.001323559995740652,0.0,0.002059725004073698,2885632.0,0.0,0.0,oracle_early_4,combined,0.0,0.3872830686159432,1.0,8,0.0,0,0.4993557875022816,1.2203761010640482e-08,101891.75,-22.647366046905518,-10.572854116559029,oracle,3,0.522250602953136,0.0,1225191744.0,4,0.14285714285714285,"[0, 1, 2, 3]",2558855168.0,322732032.0,5060608.0,0.0,0.0,,,,early_4,0.1664984624949284,0.1515195750107523
0.003834825005469611,704.5,0.001119159994646907,0.0,0.002015175010456005,2885632.0,0.25,0.0,oracle_middle_4,combined,0.0,0.3686722449492663,1.0,8,0.09027777777777778,12,0.8462673375033773,0.0010343539797017984,478.125,-0.5054087042808533,-0.5561935752630234,oracle,15,0.5152660487219691,0.0,1225191744.0,4,0.14285714285714285,"[12, 13, 14, 15]",2558896640.0,322732032.0,5060608.0,0.0,0.0,,,,middle_4,0.17248456249944866,0.1523871625031461
0.004307412516936893,704.5,0.001323140000924468,0.0,0.0022542999977304135,2885632.0,0.0,0.0,oracle_even_4,combined,0.0,0.5146133292291779,1.0,8,0.0,0,0.4991868874967622,3.9572523582651065e-09,103804.25,-18.937821626663208,-10.398027017712593,oracle,27,0.7219607504084706,0.0,1225191744.0,4,0.14285714285714285,"[0, 9, 18, 27]",2558909952.0,322732032.0,5060608.0,0.0,0.0,,,,even_4,0.16468013749545207,0.1515020375009044
0.003864287482429063,704.5,0.001130843997001648,0.0,0.0020519125064311083,2885632.0,0.25,0.0,oracle_last_4,combined,0.0,0.41933344467543066,1.0,8,0.09027777777777778,24,0.8422629124979721,0.001086453482795957,123.625,1.2002835273742676,0.4214005023241043,oracle,27,0.6026244377717376,0.0,1225191744.0,4,0.14285714285714285,"[24, 25, 26, 27]",2558942720.0,322732032.0,5060608.0,0.0,0.0,,,,last_4,0.16478192499198485,0.1590845749960863
0.007171999997808598,1232.875,0.001976252002641559,0.0,0.0037879625051573385,5049856.0,0.0,0.0,oracle_every_4,combined,0.0,0.6006605357012761,1.0,8,0.0,0,0.9689772999990964,4.35009532018249e-06,19822.25,-13.260905027389526,-6.090104773640633,oracle,24,0.8511493104909148,0.0,1225771200.0,7,0.25,"[0, 4, 8, 12, 16, 20, 24]",2558973440.0,322732032.0,5060608.0,0.0,0.0,,,,every_4,0.17771232499944745,0.17106362500271644
0.006964962518395623,1232.875,0.0019838080015033483,0.0,0.0036748375023307744,5049856.0,0.25,0.0,oracle_last_quarter,combined,0.0,0.41135508390808745,1.0,8,0.09027777777777778,21,0.8782049375004135,0.0039501276502078575,97.25,3.1585076451301575,1.128210410475731,oracle,27,0.5920290042247092,0.0,1225771200.0,7,0.25,"[21, 22, 23, 24, 25, 26, 27]",2559019520.0,322732032.0,5060608.0,0.0,0.0,,,,last_quarter,0.17696124999929452,0.16504996249932447
0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,direct_text_oracle,combined,0.0,,1.0,8,0.0625,,0.8967786249995697,0.02928204133732764,170.0,6.440493047237396,1.4215936735272408,direct,,,0.0,1315055488.0,0,0.0,[],2559036416.0,322732032.0,5060608.0,0.0,0.0,,,,direct,0.3783588249971217,0.30555406250277883
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_memory,hotpotqa,0.0,,0.0,4,0.05555555555555556,,0.7327403250092175,0.0005082033571773368,886.75,0.0,0.0,none,,,0.0,1225937152.0,0,0.0,[],2161088512.0,148205568.0,2336768.0,0.0,0.0,,,,none,0.152556574998016,0.16375877500831848
0.0032553249911870807,449.0,0.0009712560065090656,0.0,0.0016280000127153471,1839104.0,0.0,0.0,oracle_early_4,hotpotqa,0.0,0.29041662998497486,1.0,4,0.0,0,0.67088282500481,2.075826611731141e-09,124043.75,-34.34041130542755,-10.191387444734573,oracle,3,0.5023240856826305,0.0,1226553600.0,4,0.14285714285714285,"[0, 1, 2, 3]",2173319168.0,148205568.0,2336768.0,0.0,0.0,,,,early_4,0.17378287499013823,0.15502410000772215
0.0030485500101349317,449.0,0.0008346239924430848,0.0,0.0015536000064457767,1839104.0,0.0,0.0,oracle_middle_4,hotpotqa,0.0,0.22829453414306045,1.0,4,0.05555555555555556,12,0.82457190000423,0.001569258441883918,939.75,-0.19809186458587646,-0.2996616065502167,oracle,15,0.49904267862439156,0.0,1226553600.0,4,0.14285714285714285,"[12, 13, 14, 15]",2173466624.0,148205568.0,2336768.0,0.0,0.0,,,,middle_4,0.1837914249917958,0.1547046500054421
0.003245450025133323,449.0,0.0009633280001580715,0.0,0.001610375002201181,1839104.0,0.0,0.0,oracle_even_4,hotpotqa,0.0,0.31008816842222586,1.0,4,0.0,0,0.6687839000005624,4.858928630974146e-09,104452.25,-24.135964512825012,-7.056375294923782,oracle,27,0.7040659356862307,0.0,1226553600.0,4,0.14285714285714285,"[0, 9, 18, 27]",2173468672.0,148205568.0,2336768.0,0.0,0.0,,,,even_4,0.1672833249976975,0.15417135000461712
0.0033775499832700007,449.0,0.0008403919972479343,0.0,0.0016829000087454915,1839104.0,0.0,0.0,oracle_last_4,hotpotqa,0.0,0.22365228971466422,1.0,4,0.05555555555555556,24,0.8152497249902808,0.0012996061730007336,236.75,2.5612703561782837,1.0035043060779572,oracle,27,0.5692775044590235,0.0,1226553600.0,4,0.14285714285714285,"[24, 25, 26, 27]",2173501440.0,148205568.0,2336768.0,0.0,0.0,,,,last_4,0.1683886249884381,0.15323939999507274
0.005784049993962981,785.75,0.0014596160054206847,0.0,0.0028056500232196413,3218432.0,0.0,0.0,oracle_every_4,hotpotqa,0.0,0.3631069177125547,1.0,4,0.0,0,0.9593177500064485,9.67687075803525e-07,22844.75,-19.945715069770813,-5.6041145622730255,oracle,24,0.8341225204723222,0.0,1227015936.0,7,0.25,"[0, 4, 8, 12, 16, 20, 24]",2173593600.0,148205568.0,2336768.0,0.0,0.0,,,,every_4,0.18126782499894034,0.17882117500994354
0.005390449994592927,785.75,0.0014895359985530377,0.0,0.0026722000184236094,3218432.0,0.0,0.0,oracle_last_quarter,hotpotqa,0.0,0.21818307753918426,1.0,4,0.05555555555555556,21,0.8709546750033041,0.006828985341786442,178.75,6.344321370124817,2.2837269008159637,oracle,27,0.5605003972138678,0.0,1227015936.0,7,0.25,"[21, 22, 23, 24, 25, 26, 27]",2173689856.0,148205568.0,2336768.0,0.0,0.0,,,,last_quarter,0.17866932499600807,0.1683368750018417
0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,direct_text_oracle,hotpotqa,0.0,,1.0,4,0.125,,0.7618208999920171,0.05834263959952156,318.5,14.672470092773438,4.6346713453531265,direct,,,0.0,1261914368.0,0,0.0,[],2173709312.0,148205568.0,2336768.0,0.0,0.0,,,,direct,0.2566332999995211,0.19653127499623224
0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,no_memory,qasper,0.0,,0.0,4,0.125,,0.7522553999951924,0.0011497697778395377,11.0,0.0,0.0,none,,,0.0,1222901120.0,0,0.0,[],2944315392.0,497258496.0,7784448.0,0.0,0.0,,,,none,0.1433840749959927,0.1327283250138862
0.004577750005410053,960.0,0.0016758639849722386,0.0,0.002491449995432049,3932160.0,0.0,0.0,oracle_early_4,qasper,0.0,0.4841495072469115,1.0,4,0.0,0,0.3278287499997532,2.2331695409549823e-08,79739.75,-10.954320788383484,-10.954320788383484,oracle,3,0.5421771202236414,0.0,1223829888.0,4,0.14285714285714285,"[0, 1, 2, 3]",2944391168.0,497258496.0,7784448.0,0.0,0.0,,,,early_4,0.15921404999971855,0.14801505001378246
0.00462110000080429,960.0,0.001403695996850729,0.0,0.0024767500144662336,3932160.0,0.5,0.0,oracle_middle_4,qasper,0.0,0.5090499557554722,1.0,4,0.125,12,0.8679627750025247,0.0004994495175196789,16.5,-0.8127255439758301,-0.8127255439758301,oracle,15,0.5314894188195467,0.0,1223829888.0,4,0.14285714285714285,"[12, 13, 14, 15]",2944326656.0,497258496.0,7784448.0,0.0,0.0,,,,middle_4,0.16117770000710152,0.1500696750008501
