dataset,detail_kv_bytes,detail_tokens_across_layers,example_id,process_rss_bytes,publication_seconds,routing_index_bytes,source_tokens
hotpotqa,139575296,34076,5adc3aff5542996e685252eb,1717706752,4.0759963000018615,2236416,1217
hotpotqa,145768448,35588,5ab56db7554299494045efc6,2180837376,3.7208610999805387,2293760,1271
hotpotqa,175357952,42812,5ab2b863554299295394685a,2128400384,4.495485399995232,2752512,1529
hotpotqa,132120576,32256,5a710a915542994082a3e504,2129137664,3.2003796999924816,2064384,1152
qasper,645693440,157640,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,2616471552,16.07973120000679,10092544,5630
qasper,408862720,99820,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,2913161216,10.630902600008994,6422528,3565
qasper,590528512,144172,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,2916954112,14.626477400015574,9232384,5149
qasper,343949312,83972,1808.10245:da9c0637623885afaf023a319beee87898948fe9,2917285888,8.459685399982845,5390336,2999
