aggregate_materialization_seconds,aggregate_materialized_kv_tokens,aggregate_memory_attention_seconds,aggregate_routing_seconds,aggregate_transfer_seconds,aggregate_transferred_kv_bytes,answer_contained,chunks_budget_rejected,condition,dataset,em,evidence_attention_mass,evidence_guaranteed,examples,f1,first_pra_layer,generation_seconds,gold_first_token_probability,gold_first_token_rank,gold_logprob_delta_vs_none,gold_mean_logprob_delta_vs_none,kind,last_pra_layer,memory_attention_mass,native_limit_violations,peak_gpu_memory_bytes,pra_layer_count,pra_layer_fraction,pra_layers,process_rss_bytes,resident_reference_detail_kv_bytes,resident_routing_index_bytes,route_once_query_encoding_seconds,route_once_routing_seconds,routing_all_evidence_recall,routing_any_evidence_recall,routing_target_coverage,schedule,teacher_forced_seconds,ttft_seconds
0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,no_memory,combined,0.0,,0.0,8,0.09027777777777778,,0.7350649999934831,0.0008289865675084373,448.875,0.0,0.0,none,,,0.0,1224419136.0,0,0.0,[],2472219648.0,322732032.0,5060608.0,0.0,0.0,,,,none,0.14918044999649283,0.14980766249937005
0.0010162124926864635,176.125,0.00028479200042784214,0.0,0.0005137625012139324,721408.0,0.25,0.0,oracle_last_1,combined,0.0,0.44894271111115813,1.0,8,0.09027777777777778,27,0.7592302500052028,0.0007925787763188568,355.75,0.005920767784118652,-0.009768426418304443,oracle,27,0.6292463019490242,0.0,1224612288.0,1,0.03571428571428571,[27],2478417920.0,322732032.0,5060608.0,0.0,0.0,,,,last_1,0.15546152500610333,0.1400493125038338
0.002038287497271085,352.25,0.0005685439892113208,0.0,0.0010598374901746865,1442816.0,0.25,0.0,oracle_last_2,combined,0.0,0.43786162277683616,1.0,8,0.09027777777777778,26,0.7874940124966088,0.0007012232812466657,246.75,0.14573276042938232,0.04433140158653259,oracle,27,0.6192958801984787,0.0,1224805440.0,2,0.07142857142857142,"[26, 27]",2478511616.0,322732032.0,5060608.0,0.0,0.0,,,,last_2,0.15669090000301367,0.14358803749928484
0.003995712493633619,704.5,0.0011389599926769733,0.0,0.0021326375062926672,2885632.0,0.25,0.0,oracle_last_4,combined,0.0,0.41933344467543066,1.0,8,0.09027777777777778,24,0.8287606375015457,0.001086453482795957,123.625,1.2002835273742676,0.4214005023241043,oracle,27,0.6026244377717376,0.0,1225191744.0,4,0.14285714285714285,"[24, 25, 26, 27]",2477362688.0,322732032.0,5060608.0,0.0,0.0,,,,last_4,0.16316697499132715,0.15196197499608388
0.007665599994652439,1409.0,0.0022672439943999052,0.0,0.004112600010557799,5771264.0,0.25,0.0,oracle_last_8,combined,0.0,0.4107001406955533,1.0,8,0.09027777777777778,20,0.8882498749990191,0.00415764781054373,121.0,3.4582613706588745,1.3287704139947891,oracle,27,0.5883973590098321,0.0,1225964352.0,8,0.2857142857142857,"[20, 21, 22, 23, 24, 25, 26, 27]",2467016704.0,322732032.0,5060608.0,0.0,0.0,,,,last_8,0.17985715000031632,0.16596573750211974
0.007035287489998154,1232.875,0.001974755998700857,0.0,0.0037481875078810845,5049856.0,0.25,0.0,oracle_last_quarter,combined,0.0,0.41135508390808745,1.0,8,0.09027777777777778,21,0.889104750003753,0.0039501276502078575,97.25,3.1585076451301575,1.128210410475731,oracle,27,0.5920290042247092,0.0,1225771200.0,7,0.25,"[21, 22, 23, 24, 25, 26, 27]",2467060736.0,322732032.0,5060608.0,0.0,0.0,,,,last_quarter,0.17548942500798148,0.16986352499952773
0.013414637513051275,2465.75,0.00394816000573337,0.0,0.0071736249956302345,10099712.0,0.125,0.0,oracle_last_half,combined,0.0,0.3926466948552323,1.0,8,0.07777777777777778,14,1.0468479125047452,0.029116942239603816,81.375,5.281672030687332,1.8565806075930595,oracle,27,0.5612599322838443,0.0,1227123264.0,14,0.5,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2467098624.0,322732032.0,5060608.0,0.0,0.0,,,,last_half,0.20283877499969094,0.19051950000721263
0.02694743749452755,4931.5,0.00794023597240448,0.0,0.01428567497714539,20199424.0,0.0,0.0,oracle_all,combined,0.0,0.4814446208599423,1.0,8,0.0,0,1.4353465500025777,2.567350967087184e-06,20363.5,-6.215765118598938,-4.129276409745216,oracle,27,0.6932138535859329,0.0,1229827392.0,28,1.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2467088384.0,322732032.0,5060608.0,0.0,0.0,,,,all,0.26954120000300463,0.24701859999913722
0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,direct_text_oracle,combined,0.0,,1.0,8,0.0625,,0.9103514375019586,0.02928204133732764,170.0,6.440493047237396,1.4215936735272408,direct,,,0.0,1315055488.0,0,0.0,[],2467127808.0,322732032.0,5060608.0,0.0,0.0,,,,direct,0.3776328374951845,0.3058450000025914
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_memory,hotpotqa,0.0,,0.0,4,0.05555555555555556,,0.7367453999977442,0.0005082033571773368,886.75,0.0,0.0,none,,,0.0,1225937152.0,0,0.0,[],2103469056.0,148205568.0,2336768.0,0.0,0.0,,,,none,0.15362502499920083,0.16717809999681776
