aggregate_materialization_seconds,aggregate_materialized_kv_tokens,aggregate_memory_attention_seconds,aggregate_routing_seconds,aggregate_transfer_seconds,aggregate_transferred_kv_bytes,answer_contained,chunks_budget_rejected,condition,dataset,em,evidence_attention_mass,evidence_guaranteed,examples,f1,first_pra_layer,generation_seconds,gold_first_token_probability,gold_first_token_rank,gold_logprob_delta_vs_none,gold_mean_logprob_delta_vs_none,kind,last_pra_layer,memory_attention_mass,native_limit_violations,peak_gpu_memory_bytes,pra_layer_count,pra_layer_fraction,pra_layers,process_rss_bytes,resident_reference_detail_kv_bytes,resident_routing_index_bytes,route_layer_routing_index_bytes,route_once_query_encoding_seconds,route_once_routing_seconds,routing_all_evidence_recall,routing_any_evidence_recall,routing_auc_0_30,routing_candidate_chunks,routing_f80,routing_f90,routing_kv_fraction_at_10pct,routing_kv_fraction_at_20pct,routing_kv_fraction_at_30pct,routing_kv_fraction_at_5pct,routing_r_at_10pct,routing_r_at_20pct,routing_r_at_30pct,routing_r_at_5pct,routing_selected_parent_chunks,routing_selected_parent_fraction,routing_target_coverage,schedule,teacher_forced_seconds,ttft_seconds
0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,no_memory,combined,0.0,,0.0,8,0.09027777777777778,,0.7844189624956925,0.0008289865675084373,448.875,0.0,0.0,none,,,0.0,1224601792.0,0,0.0,[],2571623936.0,322732032.0,5060608.0,180736.0,0.0,0.0,,,,,,,,,,,,,,,,,,none,0.14960427500409423,0.14244733750092564
0.005975899988698075,768.0,0.0015741480030119419,0.0,0.002918112510087667,3145728.0,0.25,0.0,zero_shot_last_8,combined,0.0,0.01263187188305892,0.0,8,0.09027777777777778,20,0.9121512250021624,0.0014029248430901253,204.125,0.2307102084159851,0.14976681768894196,routed,27,0.13967431863420643,0.0,1225498816.0,8,0.2857142857142857,"[20, 21, 22, 23, 24, 25, 26, 27]",2571811328.0,322732032.0,5060608.0,180736.0,0.1499755750010081,0.03724657500424655,0.0,0.5,0.3077533577533577,88.25,1.0,1.0,0.10550202466152478,0.2077269969146117,0.30714745027109647,0.054447481741155435,0.22378663003663002,0.4141483516483516,0.5732600732600732,0.0921474358974359,3.0,0.04901700163465889,0.22916666666666666,last_8,0.1806859499993152,0.16954523750246153
0.01009842501298408,1344.0,0.00271077199652791,0.0,0.004946162476699101,5505024.0,0.25,0.0,zero_shot_last_half,combined,0.0,0.015646436160230745,0.0,8,0.09027777777777778,14,1.024865849998605,0.0015264006656819373,170.125,0.9056152105331421,0.5682040899991989,routed,27,0.1430301386197763,0.0,1226171584.0,14,0.5,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2571726848.0,322732032.0,5060608.0,180736.0,0.1499755750010081,0.03724657500424655,0.0,0.5,0.3077533577533577,88.25,1.0,1.0,0.10550202466152478,0.2077269969146117,0.30714745027109647,0.054447481741155435,0.22378663003663002,0.4141483516483516,0.5732600732600732,0.0921474358974359,3.0,0.04901700163465889,0.22916666666666666,last_half,0.20180658750177827,0.1885156124990317
0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,direct_text_oracle,combined,0.0,,1.0,8,0.0625,,0.9321841374949145,0.02928204133732764,170.0,6.440493047237396,1.4215936735272408,direct,,,0.0,1315238144.0,0,0.0,[],2571800576.0,322732032.0,5060608.0,180736.0,0.0,0.0,,,,,,,,,,,,,,,,,,direct,0.37866297499931534,0.30678447499667527
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_memory,hotpotqa,0.0,,0.0,4,0.05555555555555556,,0.791460049993475,0.0005082033571773368,886.75,0.0,0.0,none,,,0.0,1226022144.0,0,0.0,[],2222653440.0,148205568.0,2336768.0,83456.0,0.0,0.0,,,,,,,,,,,,,,,,,,none,0.15463982500659768,0.1507180749977124
0.00604009998642141,768.0,0.0016103680059313774,0.0,0.0029591750135296024,3145728.0,0.0,0.0,zero_shot_last_8,hotpotqa,0.0,0.02526374376611784,0.0,4,0.05555555555555556,20,0.9057887000017217,0.00020350277804648265,393.0,0.5529862642288208,0.3910994827747345,routed,27,0.0889172213501297,0.0,1227072768.0,8,0.2857142857142857,"[20, 21, 22, 23, 24, 25, 26, 27]",2222954496.0,148205568.0,2336768.0,83456.0,0.15341445000376552,0.06511477499589091,0.0,1.0,0.3569444444444444,40.75,1.0,1.0,0.10540985919375055,0.2108197183875011,0.3092851331368072,0.055321018543899474,0.2708333333333333,0.4583333333333333,0.5833333333333334,0.14583333333333331,3.0,0.07443910256410256,0.4583333333333333,last_8,0.18325122499663848,0.17099874999985332
0.010232075015665032,1344.0,0.0027690399996936317,0.0,0.005033099994761869,5505024.0,0.0,0.0,zero_shot_last_half,hotpotqa,0.0,0.03129287232046149,0.0,4,0.05555555555555556,14,1.0203038250037935,0.0003975957343979042,324.25,1.415408968925476,0.7405867278575897,routed,27,0.11162925471684762,0.0,1227860736.0,14,0.5,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2222955520.0,148205568.0,2336768.0,83456.0,0.15341445000376552,0.06511477499589091,0.0,1.0,0.3569444444444444,40.75,1.0,1.0,0.10540985919375055,0.2108197183875011,0.3092851331368072,0.055321018543899474,0.2708333333333333,0.4583333333333333,0.5833333333333334,0.14583333333333331,3.0,0.07443910256410256,0.4583333333333333,last_half,0.20351790000131587,0.1910312000036356
0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,direct_text_oracle,hotpotqa,0.0,,1.0,4,0.125,,0.7844205499932286,0.05834263959952156,318.5,14.672470092773438,4.6346713453531265,direct,,,0.0,1261999360.0,0,0.0,[],2223037440.0,148205568.0,2336768.0,83456.0,0.0,0.0,,,,,,,,,,,,,,,,,,direct,0.2576937999911024,0.1977182500049821
0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,no_memory,qasper,0.0,,0.0,4,0.125,,0.7773778749979101,0.0011497697778395377,11.0,0.0,0.0,none,,,0.0,1223181440.0,0,0.0,[],2920594432.0,497258496.0,7784448.0,278016.0,0.0,0.0,,,,,,,,,,,,,,,,,,none,0.1445687250015908,0.1341766000041389
0.005911699990974739,768.0,0.0015379280000925063,0.0,0.0028770500066457316,3145728.0,0.5,0.0,zero_shot_last_8,qasper,0.0,0.0,0.0,4,0.125,20,0.918513750002603,0.002602346908133768,15.25,-0.09156584739685059,-0.09156584739685059,routed,27,0.19043141591828316,0.0,1223924864.0,8,0.2857142857142857,"[20, 21, 22, 23, 24, 25, 26, 27]",2920668160.0,497258496.0,7784448.0,278016.0,0.1465366999982507,0.009378375012602191,0.0,0.0,0.2585622710622711,135.75,1.0,1.0,0.105594190129299,0.2046342754417223,0.30500976740538577,0.053573944938411396,0.17673992673992672,0.36996336996337,0.5631868131868132,0.038461538461538464,3.0,0.02359490070521523,0.0,last_8,0.1781206750019919,0.16809172500506975
