aggregate_materialization_seconds,aggregate_materialized_kv_tokens,aggregate_memory_attention_seconds,aggregate_routing_seconds,aggregate_transfer_seconds,aggregate_transferred_kv_bytes,answer_contained,chunks_budget_rejected,condition,dataset,em,evidence_attention_mass,evidence_guaranteed,examples,f1,first_pra_layer,generation_seconds,gold_first_token_probability,gold_first_token_rank,gold_logprob_delta_vs_none,gold_mean_logprob_delta_vs_none,kind,last_pra_layer,memory_attention_mass,native_limit_violations,peak_gpu_memory_bytes,pra_layer_count,pra_layer_fraction,pra_layers,process_rss_bytes,resident_reference_detail_kv_bytes,resident_routing_index_bytes,route_layer_routing_index_bytes,route_once_query_encoding_seconds,route_once_routing_seconds,routing_all_evidence_recall,routing_any_evidence_recall,routing_auc_0_30,routing_candidate_chunks,routing_f80,routing_f90,routing_kv_fraction_at_10pct,routing_kv_fraction_at_20pct,routing_kv_fraction_at_30pct,routing_kv_fraction_at_5pct,routing_r_at_10pct,routing_r_at_20pct,routing_r_at_30pct,routing_r_at_5pct,routing_selected_parent_chunks,routing_selected_parent_fraction,routing_target_coverage,schedule,teacher_forced_seconds,ttft_seconds
0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,no_memory,combined,0.0,,0.0,8,0.09027777777777778,,0.7587636374883004,0.0008289865675084373,448.875,0.0,0.0,none,,,0.0,1221719360.0,0,0.0,[],2630821376.0,322732032.0,1265152.0,45184.0,0.0,0.0,,,,,,,,,,,,,,,,,,none,0.14830581250134856,0.14136998749381746
0.005985137497191317,768.0,0.001564015991985798,0.0,0.0028747750002366956,3145728.0,0.25,0.0,learned_last_8,combined,0.0,0.11485581385932164,0.0,8,0.09027777777777778,20,0.907495724997716,0.0028946658733056685,248.375,0.604939341545105,0.22652007639408112,routed,27,0.421063624904491,0.0,1222616384.0,8,0.2857142857142857,"[20, 21, 22, 23, 24, 25, 26, 27]",2631007232.0,322732032.0,1265152.0,45184.0,0.14877118749791407,0.02061292499274714,0.375,0.625,0.4448660714285715,88.25,0.5019907628603281,1.0,0.10550202466152478,0.20719913243080718,0.306619585787292,0.054447481741155435,0.40315934065934067,0.5214056776556777,0.6388507326007326,0.26407967032967034,3.0,0.04901700163465889,0.4791666666666667,last_8,0.18045733750113868,0.16652193749905564
0.010207349983829772,1344.0,0.0027412959951907396,0.0,0.004877899980783695,5505024.0,0.0,0.0,learned_last_half,combined,0.0,0.10932488361140713,0.0,8,0.02777777777777778,14,1.0752347124980588,0.013360964922400687,236.875,1.1925575137138367,0.37413454055786133,routed,27,0.395295634366838,0.0,1223289152.0,14,0.5,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2630919168.0,322732032.0,1265152.0,45184.0,0.14877118749791407,0.02061292499274714,0.375,0.625,0.4448660714285715,88.25,0.5019907628603281,1.0,0.10550202466152478,0.20719913243080718,0.306619585787292,0.054447481741155435,0.40315934065934067,0.5214056776556777,0.6388507326007326,0.26407967032967034,3.0,0.04901700163465889,0.4791666666666667,last_half,0.202467399998568,0.18896359999780543
0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,direct_text_oracle,combined,0.0,,1.0,8,0.0625,,0.9108028250011557,0.02928204133732764,170.0,6.440493047237396,1.4215936735272408,direct,,,0.0,1312355712.0,0,0.0,[],2631030784.0,322732032.0,1265152.0,45184.0,0.0,0.0,,,,,,,,,,,,,,,,,,direct,0.37792542499664705,0.30568858750120853
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_memory,hotpotqa,0.0,,0.0,4,0.05555555555555556,,0.7420729499863228,0.0005082033571773368,886.75,0.0,0.0,none,,,0.0,1225255552.0,0,0.0,[],2244086784.0,148205568.0,584192.0,20864.0,0.0,0.0,,,,,,,,,,,,,,,,,,none,0.15319075000297744,0.14955972499592463
0.005934399981924798,768.0,0.001607711996883154,0.0,0.0028140499925939366,3145728.0,0.0,0.0,learned_last_8,hotpotqa,0.0,0.021462194752530195,0.0,4,0.05555555555555556,20,0.9086604499971145,0.00401986413494515,480.0,1.2153502702713013,0.45851173996925354,routed,27,0.4700644379481673,0.0,1226306176.0,8,0.2857142857142857,"[20, 21, 22, 23, 24, 25, 26, 27]",2244322304.0,148205568.0,584192.0,20864.0,0.15253389999998035,0.03197077500226442,0.25,0.75,0.42465277777777777,40.75,0.5032051282051282,0.5032051282051282,0.10540985919375055,0.209675179473178,0.30814059422248413,0.055321018543899474,0.375,0.5208333333333334,0.6458333333333334,0.1875,3.0,0.07443910256410256,0.4583333333333333,last_8,0.18544269999983953,0.1698104000024614
0.010185999984969385,1344.0,0.0027926320023834708,0.0,0.0048066749586723745,5505024.0,0.0,0.0,learned_last_half,hotpotqa,0.0,0.029475848473209356,0.0,4,0.05555555555555556,14,1.0324079250058276,0.0256657394793125,455.75,2.5540571212768555,0.9172111749649048,routed,27,0.44584608131221365,0.0,1227094144.0,14,0.5,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2244358144.0,148205568.0,584192.0,20864.0,0.15253389999998035,0.03197077500226442,0.25,0.75,0.42465277777777777,40.75,0.5032051282051282,0.5032051282051282,0.10540985919375055,0.209675179473178,0.30814059422248413,0.055321018543899474,0.375,0.5208333333333334,0.6458333333333334,0.1875,3.0,0.07443910256410256,0.4583333333333333,last_half,0.20540052500291495,0.19243412499781698
0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,direct_text_oracle,hotpotqa,0.0,,1.0,4,0.125,,0.7824793500039959,0.05834263959952156,318.5,14.672470092773438,4.6346713453531265,direct,,,0.0,1261232768.0,0,0.0,[],2244503552.0,148205568.0,584192.0,20864.0,0.0,0.0,,,,,,,,,,,,,,,,,,direct,0.25582754999777535,0.19752440000593197
0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,no_memory,qasper,0.0,,0.0,4,0.125,,0.7754543249902781,0.0011497697778395377,11.0,0.0,0.0,none,,,0.0,1218183168.0,0,0.0,[],3017555968.0,497258496.0,1946112.0,69504.0,0.0,0.0,,,,,,,,,,,,,,,,,,none,0.14342087499971967,0.1331802499917103
0.006035875012457836,768.0,0.0015203199870884418,0.0,0.0029355000078794546,3145728.0,0.5,0.0,learned_last_8,qasper,0.0,0.2082494329661131,0.0,4,0.125,20,0.9063309999983176,0.0017694676116661867,16.75,-0.005471587181091309,-0.005471587181091309,routed,27,0.3720628118608147,0.0,1218926592.0,8,0.2857142857142857,"[20, 21, 22, 23, 24, 25, 26, 27]",3017692160.0,497258496.0,1946112.0,69504.0,0.1450084749958478,0.00925507498322986,0.5,0.5,0.4650793650793651,135.75,1.0,1.0,0.105594190129299,0.20472308538843634,0.3050985773520998,0.053573944938411396,0.43131868131868134,0.521978021978022,0.6318681318681318,0.34065934065934067,3.0,0.02359490070521523,0.5,last_8,0.17547197500243783,0.16323347499564989
