dataset,detail_kv_bytes,detail_tokens_across_layers,example_id,process_rss_bytes,publication_seconds,routing_index_bytes,source_tokens
hotpotqa,139575296,34076,5adc3aff5542996e685252eb,1814237184,4.567474799987394,559104,1217
hotpotqa,145768448,35588,5ab56db7554299494045efc6,2262585344,4.1152437000127975,573440,1271
hotpotqa,175357952,42812,5ab2b863554299295394685a,2303926272,5.246324799983995,688128,1529
hotpotqa,132120576,32256,5a710a915542994082a3e504,2304819200,3.5649071999941953,516096,1152
qasper,645693440,157640,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,2793766912,17.925041399983456,2523136,5630
qasper,408862720,99820,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,3089772544,11.6870360999892,1605632,3565
qasper,590528512,144172,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,3092692992,16.179464999993797,2308096,5149
qasper,343949312,83972,1808.10245:da9c0637623885afaf023a319beee87898948fe9,3093151744,9.380053800006863,1347584,2999
