split,dataset,example_id,query_tokens,query_terms,rare_token_count,query_rare_fraction,query_idf_mean,query_idf_max,named_entity_count,numeric_marker,url_marker,id_marker,question_markers,exact_top_score,exact_score_gap,bm25_top_score,bm25_score_gap,approx_top_score,approx_score_gap,gist_top_score,semantic_score_gap,hybrid_score_gap,channel_disagreement,mean_selected_jaccard,query_region_layout,facet_disagreement,address_exposed,address_count,address_candidate_count,address_successor_rank,useful_address,iterative_gain,oracle_root_method,oracle_successor_method,combined_root_method,combined_successor_method
test,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,7,6,1,0.16666666666666666,1.5766035070593847,3.884994333040227,0,0,0,0,1,0.375,0.125,1.0,0.3696894061616808,0.2825431034482759,0.051124184529356936,0.9342846572399139,0.005353003740310669,0.08505825102329256,3,0.19999999999999998,0,3,0.0,0.0,0.0,3.0,0.0,-0.25,hybrid,native_semantic,hybrid,native_semantic
test,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,9,8,0,0.0,1.158919477955709,2.137261112568662,1,0,0,0,1,0.5,0.125,1.0,0.030221077152206233,0.36602564102564106,0.05253879892037788,0.9364370107650757,0.002829939126968384,0.08728838264942174,3,0.6,0,3,1.0,1.0,2.0,11.0,0.0,0.0,exact,exact_new_address,semantic,exact_new_address
test,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,11,10,2,0.2,2.2584273442484895,3.4657359027997265,0,0,0,0,1,0.625,0.125,1.0,0.20740686387832508,0.42598684210526316,0.059961201079622106,0.9243817031383514,0.011584103107452393,0.08402476906776424,3,0.4,0,3,0.0,0.0,0.0,12.0,0.0,0.0,exact,exact_new_address,exact,exact_new_address
test,qasper,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,11,9,2,0.2222222222222222,1.7860669115764567,4.225372824628505,0,0,0,0,1,0.5,0.0,1.0,0.0504039632165435,0.37364864864864866,0.007623007623007605,0.9320864379405975,0.002393573522567749,0.000112348794937156,5,0.09999999999999999,0,5,0.0,0.0,0.0,25.0,0.0,0.0,exact,exact_new_address,hybrid,exact_new_address
validation,2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,19,15,0,0.0,0.8703657980174467,1.8382794848629478,6,0,0,0,1,0.625,0.125,1.0,0.09143851817430293,0.43125,0.0892287234042553,0.940037876367569,0.0034452974796295166,0.10744485259056091,3,0.5333333333333333,0,3,0.0,0.0,0.0,0.0,0.0,0.0,bm25,,,
validation,2wikimultihopqa,002e925e0bde11eba7f7acde48001122,16,9,1,0.1111111111111111,1.6653608130890356,3.1780538303479458,3,0,0,0,1,0.375,0.0,1.0,0.39364360204686244,0.34243421052631584,0.06086369770580302,0.938197523355484,0.005054116249084473,0.003922927379608199,2,0.3333333333333333,0,2,1.0,1.0,1.0,8.0,0.0,-0.2,bm25,approximate_new_address,exact,approximate_new_address
validation,2wikimultihopqa,003f41f80bde11eba7f7acde48001122,14,10,3,0.3,1.1698584905837692,2.772588722239781,2,0,0,0,1,0.375,0.0,1.0,0.17616499872003466,0.29097222222222224,0.0033033033033033066,0.9476174712181091,0.0031950771808624268,0.0009585231542585948,3,0.26666666666666666,0,3,0.0,0.0,0.0,8.0,0.0,-0.3333333333333333,semantic,bm25_state,approx,bm25_state
validation,2wikimultihopqa,004430780bde11eba7f7acde48001122,15,13,1,0.07692307692307693,1.7254165951572524,2.921624301400269,3,0,0,0,1,0.75,0.125,1.0,0.14431524460409417,0.5025000000000001,0.07260135135135137,0.95210200548172,0.0001234114170074463,0.09364746212959274,2,0.3333333333333333,0,2,0.0,0.0,0.0,4.0,0.0,0.0,bm25,exact_new_address,exact,exact_new_address
validation,2wikimultihopqa,0051fad20bde11eba7f7acde48001122,14,11,2,0.18181818181818182,1.1473924410197405,2.772588722239781,4,0,0,0,1,0.75,0.125,1.0,0.23729466578309444,0.5158783783783785,0.04682350032959792,0.9394645094871521,0.004015803337097168,0.07276113629341108,3,0.13333333333333333,0,3,0.0,0.0,0.0,9.0,0.0,0.25,hybrid,exact_new_address,approx,native_semantic
validation,2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,25,18,4,0.2222222222222222,0.46105587364949996,2.2335922215070942,7,0,0,0,1,1.0,0.25,1.0,0.3491569761285659,0.6455555555555555,0.14422576832151301,0.9391412138938904,0.016960740089416504,0.175404566526413,2,0.2333333333333333,0,2,0.0,0.0,0.0,0.0,0.0,0.0,semantic,,,
validation,2wikimultihopqa,0069c0220bde11eba7f7acde48001122,15,13,3,0.23076923076923078,1.7600244523281883,3.884994333040227,6,0,0,0,1,0.75,0.125,1.0,0.1005624702026815,0.5067307692307692,0.09133442776735456,0.932830810546875,0.008148431777954102,0.09572643339633935,3,0.6,0,3,0.0,0.0,0.0,30.0,0.0,0.0,semantic,bm25_state,exact,native_semantic
validation,2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,13,9,0,0.0,0.6091022528270107,1.3256697393034558,3,0,0,0,1,0.375,0.0,1.0,0.09795008206274436,0.32589285714285715,0.06008403361344533,0.9424587190151215,0.003392845392227173,0.0022600114345550093,4,0.19999999999999998,0,4,1.0,1.0,2.0,2.0,1.0,0.0,semantic,native_semantic,bm25,native_semantic
validation,2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,15,13,4,0.3076923076923077,1.5721096426994055,2.8903717578961645,3,0,0,0,1,0.375,0.0,1.0,0.1204452787280067,0.2555921052631579,0.002226720647773295,0.9330000877380371,0.004253983497619629,0.0028929948806761807,3,0.4,0,3,1.0,1.0,2.0,2.0,1.0,0.0,bm25,native_semantic,bm25,native_semantic
validation,2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,20,17,4,0.23529411764705882,1.2293600417904618,2.8134107167600364,7,0,0,0,1,0.625,0.125,1.0,0.5489770146550795,0.4247282608695652,0.09972826086956521,0.9135813117027283,0.0002757608890533447,0.08718548417091376,2,0.4,0,2,1.0,5.0,1.0,2.0,1.0,0.0,bm25,exact_new_address,semantic,approximate_new_address
validation,2wikimultihopqa,00c2089e089911ebbd77ac1f6bf848b6,14,12,6,0.5,1.9549885544977057,2.6855773452501515,4,0,0,0,1,0.5,0.125,1.0,0.4148149410298251,0.34391891891891896,0.08350225225225227,0.9343946874141693,0.016905754804611206,0.0932947784662248,1,0.4666666666666667,0,1,0.0,0.0,0.0,0.0,0.0,0.0,exact,,,
validation,2wikimultihopqa,00ce250d095f11ebbdafac1f6bf848b6,14,12,4,0.3333333333333333,1.4374764549734056,2.517696472610991,5,0,0,0,1,0.375,0.0,1.0,0.2543391296765246,0.32589285714285715,0.01964285714285713,0.9420247077941895,0.0002620220184326172,0.0003122895956040317,4,0.16666666666666666,0,4,0.0,0.0,0.0,0.0,0.0,0.0,hybrid,,,
validation,2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,22,17,7,0.4117647058823529,2.275289415409535,3.332204510175204,9,0,0,0,1,1.0,0.25,1.0,0.2981399142583737,0.6372340425531915,0.12862293144208037,0.9267398715019226,0.02209031581878662,0.1872373461723329,1,0.7333333333333333,0,1,0.0,0.0,0.0,6.0,0.0,0.2222222222222222,bm25,approximate_new_address,semantic,native_semantic
validation,2wikimultihopqa,00de046a0bb011ebab90acde48001122,14,12,4,0.3333333333333333,1.8494290812905838,3.4446824936018943,4,0,0,0,1,0.375,0.0,1.0,0.31216505705665665,0.3471283783783784,0.0474259974259974,0.942429929971695,0.000603407621383667,0.00018102228641503348,3,0.13333333333333333,0,3,0.0,0.0,0.0,28.0,0.0,0.0,semantic,exact_new_address,exact,native_semantic
validation,2wikimultihopqa,00efceca0bb011ebab90acde48001122,13,10,2,0.2,1.1879988989174712,2.8903717578961645,4,0,0,0,1,0.75,0.125,1.0,0.3059655535448558,0.5208333333333334,0.03147522522522522,0.9442491233348846,0.0012930333614349365,0.09020557999610879,2,0.5333333333333333,0,2,0.0,0.0,0.0,18.0,0.0,0.0,bm25,native_semantic,approx,bm25_state
validation,2wikimultihopqa,0105fd120bb011ebab90acde48001122,20,16,3,0.1875,1.4601873805343697,3.654977902438255,6,1,0,0,1,1.0,0.0,1.0,0.2102290674770224,0.7602564102564102,0.05641025641025632,0.9543614089488983,0.0012762844562530518,0.005203118920326211,3,0.23333333333333334,0,3,0.0,0.0,0.0,18.0,0.0,0.0,exact,bm25_state,approx,bm25_state
validation,2wikimultihopqa,010bdf4408df11ebbd9fac1f6bf848b6,22,18,6,0.3333333333333333,1.9087948779019086,3.1780538303479458,8,0,0,0,1,0.75,0.25,1.0,0.3396395191190976,0.5013297872340425,0.15676456984273818,0.922971785068512,0.007342606782913208,0.1637626707553863,2,0.3333333333333333,0,2,0.0,0.0,0.0,1.0,0.0,0.0,semantic,approximate_new_address,hybrid,exact_new_address
validation,2wikimultihopqa,010d6cab08c711ebbd91ac1f6bf848b6,22,19,7,0.3684210526315789,1.4680826318942013,2.8134107167600364,8,0,0,0,1,0.625,0.0,1.0,0.5942971146535514,0.44507978723404257,0.041607565011820336,0.9223344027996063,0.01600542664527893,0.00792814493179328,1,0.5333333333333333,0,1,0.0,0.0,0.0,4.0,0.0,0.0,bm25,native_semantic,hybrid,native_semantic
validation,2wikimultihopqa,0120a36108d611ebbd98ac1f6bf848b6,17,15,5,0.3333333333333333,1.389025693506406,2.538973871058276,5,0,0,0,1,0.875,0.5,1.0,0.45170957124710165,0.5862499999999999,0.31517441860465106,0.9050911962985992,0.0012765228748321533,0.3436626821756362,2,0.26666666666666666,0,2,0.0,0.0,0.0,0.0,0.0,0.0,hybrid,,,
validation,2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,15,14,7,0.5,2.073156207392487,3.028522096376982,4,0,0,0,1,0.5,0.0,1.0,0.04085842443159582,0.3591463414634146,0.0241463414634146,0.9322600364685059,0.006028503179550171,0.0036762356758117676,2,0.5,0,2,0.0,0.0,0.0,0.0,0.0,0.0,bm25,,,
validation,2wikimultihopqa,01a204d20bb011ebab90acde48001122,12,10,2,0.2,1.5257963288593102,3.6018680771243066,3,0,0,0,1,0.625,0.0,1.0,0.013246395880663231,0.4698214285714286,0.010193050193050168,0.9353163838386536,0.00147932767868042,0.0033124119043350664,4,0.19999999999999998,0,4,0.0,0.0,0.0,7.0,0.0,0.2,semantic,native_semantic,exact,exact_new_address
validation,2wikimultihopqa,024207d40bb011ebab90acde48001122,25,23,4,0.17391304347826086,1.7221468884522644,3.378724525810097,5,0,0,0,1,1.0,0.0,1.0,0.4456421088772098,0.8096153846153846,0.038782051282051255,0.9476266503334045,0.005219936370849609,0.003359922766685397,3,0.16666666666666666,0,3,1.0,2.0,2.0,9.0,0.0,0.0,bm25,bm25_state,exact,bm25_state
validation,2wikimultihopqa,0290cd840baf11ebab90acde48001122,17,15,1,0.06666666666666667,1.8453676621568773,3.7534179752515073,5,0,0,0,1,1.0,0.0,1.0,0.1590040186726398,0.6975,0.017267441860465027,0.9410749077796936,0.0017326176166534424,0.0060487836599349976,3,0.6,0,3,0.0,0.0,0.0,38.0,0.0,0.0,semantic,native_semantic,semantic,native_semantic
validation,2wikimultihopqa,06326df2088611ebbd6dac1f6bf848b6,21,16,6,0.375,1.6761122443306937,2.9267394020670396,5,0,0,0,1,0.5,0.0,1.0,0.06399761302206375,0.38597560975609757,0.0631978319783198,0.9411625862121582,0.006691098213195801,0.0045053958892822266,2,0.4,0,2,1.0,3.0,1.0,7.0,0.0,0.0,semantic,approximate_new_address,semantic,approximate_new_address
validation,hotpotqa,5a7415cf55429979e28828a6,34,30,7,0.23333333333333334,1.5948282060504992,3.721669276936927,8,1,0,0,1,0.625,0.0,1.0,0.10504203513054822,0.4255122950819672,0.0023268112109994243,0.9498922228813171,0.006957739591598511,0.0034397453069686668,4,0.3333333333333333,0,4,0.0,0.0,0.0,7.0,0.0,0.0,semantic,approximate_new_address,semantic,approximate_new_address
validation,hotpotqa,5a8a1a975542992e4fca8505,18,16,0,0.0,1.3595510661401917,1.9588135538912212,3,0,0,0,1,0.625,0.0,1.0,0.11380915536532277,0.4768055555555556,0.055130023640661996,0.9455567300319672,0.0033902227878570557,0.0014445483684539795,3,0.43333333333333335,0,3,0.0,0.0,0.0,5.0,0.0,0.0,hybrid,native_semantic,exact,native_semantic
validation,hotpotqa,5a8cefc155429941ae14df55,20,13,2,0.15384615384615385,1.463519933234664,3.7054087560651467,2,0,0,0,1,0.75,0.25,1.0,0.1279071438728797,0.5048913043478261,0.13322463768115944,0.9420285820960999,0.011012136936187744,0.17183264195919024,3,0.13333333333333333,0,3,0.0,0.0,0.0,13.0,0.0,0.0,semantic,approximate_new_address,bm25,approximate_new_address
validation,hotpotqa,5abcd77755429965836004ce,28,25,4,0.16,1.4023184510317488,3.2108436531709366,4,1,0,0,1,0.75,0.25,1.0,0.2919920314602181,0.5339285714285715,0.11854395604395612,0.9355262815952301,0.011745065450668335,0.19329233467578877,1,0.3333333333333333,0,1,0.0,0.0,0.0,12.0,0.0,-0.25,semantic,bm25_state,bm25,hybrid_state
validation,hotpotqa,5ac4f8705542995c82c4ad8d,24,17,7,0.4117647058823529,2.102498400466687,3.784189633918261,4,1,0,0,1,0.5,0.0,1.0,0.38573519788550437,0.41630434782608694,0.012386190879902725,0.954942524433136,0.015382468700408936,0.009138080477714583,3,0.39999999999999997,0,3,0.0,0.0,0.0,3.0,0.0,0.2,exact,approximate_new_address,exact,approximate_new_address
validation,hotpotqa,5adf5cd25542992d7e9f9320,26,20,2,0.1,1.1833419716342708,3.4231762883809305,3,1,0,0,1,0.75,0.125,1.0,0.20643357958862396,0.5067307692307692,0.08019775036284466,0.9582442343235016,0.002195030450820923,0.09215604662895194,3,0.19999999999999998,0,3,1.0,3.0,2.0,2.0,1.0,-0.14285714285714285,approx,approximate_new_address,bm25,approximate_new_address
validation,hotpotqa,5ae0d5335542990adbacf674,13,11,3,0.2727272727272727,1.8690860320609222,2.9338568698359038,4,0,0,0,1,0.75,0.0,1.0,0.007863795348134528,0.5349358974358975,0.03646028767979992,0.9422290325164795,0.010221332311630249,0.0036482334136962447,3,0.16666666666666666,0,3,0.0,0.0,0.0,13.0,0.0,0.25,semantic,native_semantic,bm25,native_semantic
validation,hotpotqa,5ae4be5c5542995ad6573e3a,8,8,0,0.0,1.202551847349537,2.531426665422893,2,0,0,0,0,0.625,0.0,1.0,0.18310400201043786,0.43839285714285714,0.008494208494208455,0.9543854594230652,0.004533857107162476,0.0024759560823439664,4,0.3333333333333333,0,4,1.0,1.0,2.0,9.0,0.0,0.0,hybrid,native_semantic,semantic,hybrid_state
validation,musique,2hop__10017_18974,17,14,1,0.07142857142857142,1.682232989626261,3.091042453358316,1,0,0,0,1,0.375,0.0,1.0,0.09515833127491813,0.33986111111111117,0.017622739018087863,0.957475334405899,0.006804794073104858,0.0020414382219313687,4,0.16666666666666666,0,4,0.0,0.0,0.0,29.0,0.0,0.0,approx,native_semantic,bm25,native_semantic
validation,musique,2hop__10122_18974,20,19,7,0.3684210526315789,2.455842319793987,3.6888794541139363,2,0,0,0,1,0.75,0.375,1.0,0.30782274864113257,0.5437500000000001,0.2793478260869566,0.9293476343154907,0.003771543502807617,0.2607311010360718,2,0.3,0,2,0.0,0.0,0.0,27.0,0.0,0.0,hybrid,bm25_state,bm25,native_semantic
validation,musique,2hop__10515_21567,33,25,4,0.16,2.034723193810788,4.295015257684252,2,1,0,0,1,0.75,0.125,1.0,0.32841555893416297,0.46800847457627126,0.00031779661016956284,0.9463323354721069,0.003839045763015747,0.08899021744728075,3,0.13333333333333333,0,3,0.0,0.0,0.0,10.0,0.0,0.0,semantic,approximate_new_address,hybrid,native_semantic
validation,musique,2hop__10620_79092,21,17,4,0.23529411764705882,2.2988098560254695,4.071871706370042,4,0,0,0,1,0.875,0.125,1.0,0.02262382628323456,0.5472383720930233,0.0034883720930232176,0.9436812102794647,0.00579485297203064,0.08125909864902503,3,0.23333333333333334,0,3,0.0,0.0,0.0,4.0,0.0,0.0,hybrid,approximate_new_address,exact,native_semantic
validation,musique,2hop__106864_80460,18,14,3,0.21428571428571427,1.2760353600286245,3.9252682321781664,1,1,0,0,1,0.875,0.125,1.0,0.3041878143311255,0.5547256097560975,0.0461144986449864,0.9347244799137115,0.0066821277141571045,0.076139771938324,3,0.3,0,3,0.0,0.0,0.0,15.0,0.0,0.0,bm25,native_semantic,semantic,bm25_state
validation,musique,2hop__107185_64006,28,24,6,0.25,2.343756256230968,4.4923746918427465,1,0,0,0,1,0.625,0.0,1.0,0.3370210000921694,0.4580357142857143,0.05892857142857144,0.9344837367534637,0.01404687762260437,1.5467405318769778e-06,3,0.4,0,3,1.0,2.0,2.0,43.0,0.0,-0.14285714285714285,bm25,bm25_state,semantic,bm25_state
validation,musique,3hop1__102461_24918_24991,28,23,11,0.4782608695652174,2.36796776880381,4.071871706370042,5,0,0,0,1,0.5,0.25,1.0,0.05832881781957011,0.3096153846153846,0.07019230769230766,0.9388566017150879,0.004405021667480469,0.14857796132564538,2,0.2333333333333333,0,2,0.0,0.0,0.0,11.0,0.0,0.0,exact,hybrid_state,bm25,native_semantic
validation,musique,3hop1__103180_214799_259594,25,15,5,0.3333333333333333,2.0726663909774783,3.9252682321781664,2,0,0,0,1,0.5,0.125,1.0,0.00041166260707026225,0.3730769230769231,0.03828918722786645,0.9281265139579773,0.008974641561508179,0.08908242285251622,3,0.13333333333333333,0,3,1.0,9.0,1.0,8.0,0.0,-0.1,approx,native_semantic,bm25,native_semantic
validation,musique,3hop1__103440_443779_52195,26,20,6,0.3,2.253931415573118,4.1588830833596715,4,0,0,0,1,0.625,0.25,1.0,0.19080737969366413,0.42653301886792455,0.1355607966457023,0.9340237975120544,0.0019025802612304688,0.16964796483516698,3,0.43333333333333335,0,3,0.0,0.0,0.0,10.0,0.0,0.0,exact,approximate_new_address,semantic,bm25_state
validation,musique,3hop2__101905_30152_20999,24,21,11,0.5238095238095238,2.550065974742541,4.02535169073515,4,0,0,0,1,0.5,0.125,1.0,0.19903024431342242,0.3096153846153846,0.030865384615384572,0.940991222858429,0.003872811794281006,0.08184971213340764,2,0.3333333333333333,0,2,1.0,2.0,3.0,28.0,0.0,0.0,bm25,approximate_new_address,semantic,native_semantic
validation,musique,3hop2__103871_20335_9331,42,33,4,0.12121212121212122,2.152444019818611,4.248495242049359,7,1,0,0,1,1.0,0.25,1.0,0.05753393115019323,0.6666666666666667,0.15729166666666672,0.9485439658164978,0.008664458990097046,0.17764784097671527,3,0.3,0,3,0.0,0.0,0.0,2.0,0.0,0.03571428571428571,semantic,bm25_state,bm25,native_semantic
validation,musique,3hop2__103889_30152_20999,26,23,9,0.391304347826087,2.554572766243664,4.169245870395218,5,0,0,0,1,0.625,0.125,1.0,0.49054553550848057,0.3870192307692308,0.08201923076923079,0.9314830005168915,0.0017351806163787842,0.08260991275310514,2,0.4,0,2,1.0,3.0,2.0,18.0,0.0,0.07142857142857142,hybrid,bm25_state,semantic,native_semantic
validation,musique,4hop1__105002_17130_70784_61381,24,20,4,0.2,1.7904926322025547,4.060443010546419,3,0,0,0,1,0.375,0.0,1.0,0.020162809961495554,0.31682692307692306,0.005484330484330446,0.9467055797576904,0.0007641315460205078,0.0015649616718291792,4,0.06666666666666667,0,4,1.0,7.0,1.0,5.0,0.0,0.0,bm25,hybrid_state,exact,bm25_state
validation,musique,4hop1__105401_17130_70784_79935,25,20,8,0.4,2.3579062240602218,4.105394398408686,5,0,0,0,1,0.5,0.125,1.0,0.4393687284729747,0.33478773584905663,0.017960812772133572,0.9439388513565063,0.0055487751960754395,0.07755149006843576,3,0.16666666666666666,0,3,1.0,2.0,2.0,7.0,0.0,0.0,hybrid,hybrid_state,bm25,native_semantic
validation,musique,4hop1__105773_457883_650651_7262,41,28,11,0.39285714285714285,2.5056552172248,3.9765615265657175,4,0,0,0,1,0.625,0.0,1.0,0.07348003153989069,0.3961753731343284,0.019273199221284898,0.9456457495689392,0.007100969552993774,0.00046489834785468087,4,0.16666666666666666,1,4,1.0,1.0,1.0,3.0,1.0,0.0,semantic,bm25_state,semantic,bm25_state
validation,musique,4hop2__103790_14670_8987_8529,52,31,11,0.3548387096774194,2.341124295377337,4.048882188145344,7,0,0,0,1,0.875,0.25,1.0,0.361723002764195,0.5595034246575342,0.17130898021308977,0.9498538672924042,0.009654432535171509,0.1977246224880218,2,0.5333333333333333,0,2,0.0,0.0,0.0,4.0,0.0,-0.06666666666666668,bm25,approximate_new_address,exact,approximate_new_address
validation,musique,4hop2__105527_14670_8987_8974,44,32,15,0.46875,2.2058326682872123,3.8140425970679424,6,1,0,0,1,0.625,0.0,1.0,0.3717871790556998,0.4247282608695652,0.03188405797101451,0.94864222407341,0.0038691461086273193,0.009591078758239724,2,0.39999999999999997,0,2,1.0,5.0,2.0,16.0,0.0,0.0,approx,native_semantic,hybrid,native_semantic
validation,musique,4hop2__161324_14670_8987_8974,42,29,5,0.1724137931034483,2.1989990803734916,4.189654742026425,5,0,0,0,1,0.625,0.125,1.0,0.329336566134215,0.43839285714285714,0.1017986542443064,0.9460943043231964,0.0011515915393829346,0.09440948665142068,1,0.5333333333333333,0,1,1.0,2.0,2.0,7.0,0.0,0.0,semantic,approximate_new_address,approx,native_semantic
validation,qasper,1603.01514:111afb77cfbf4c98e0458606378fa63a0e965e36,14,12,4,0.3333333333333333,2.881077997730904,4.718498871295094,0,0,0,0,1,0.375,0.0,1.0,0.15211094519999957,0.299702380952381,0.0,0.9475640952587128,0.002573639154434204,0.0034830719232559204,4,0.5,0,4,0.0,0.0,0.0,8.0,0.0,0.0,exact,native_semantic,hybrid,native_semantic
validation,qasper,1802.08636:f03112b868b658c954db62fc64430bebbaa7d9e0,10,9,4,0.4444444444444444,2.606028482948127,4.406719247264253,1,0,0,0,1,0.25,0.0,1.0,0.04039013599212948,0.20416666666666666,0.007051282051282026,0.9028517007827759,0.0008243322372436523,0.0002472996711730957,4,0.13333333333333333,0,4,1.0,1.0,4.0,17.0,0.0,0.0,exact,exact_new_address,approx,exact_new_address
validation,qasper,1804.07789:cb6a8c642575d3577d1840ca2f4cd2cc2c3397c5,6,5,3,0.6,3.1059999203852007,4.852030263919617,0,0,0,0,1,0.25,0.25,1.0,0.07193438772489125,0.17535714285714288,0.09933116589015252,0.9212068319320679,0.0020450949668884277,0.11576139983793571,3,0.26666666666666666,0,3,1.0,1.0,4.0,5.0,0.0,0.0,exact,native_semantic,semantic,exact_new_address
validation,qasper,1809.00540:a99fdd34422f4231442c220c97eafc26c76508dd,6,5,2,0.4,2.7592713372912225,4.01096295328305,0,0,0,0,1,0.0,0.0,1.0,0.046856592731464586,0.07266066534555476,0.0011433048272350699,0.9170510470867157,0.00017622113227844238,0.0010556491203552176,5,0.09999999999999999,0,5,1.0,1.0,3.0,9.0,0.0,-0.33333333333333337,exact,exact_new_address,bm25,exact_new_address
validation,qasper,1809.03449:52f9cd05d8312ae3c7a43689804bac63f7cac34b,19,16,2,0.125,1.7196047384895865,4.804021044733257,0,0,0,0,1,0.5,0.0,1.0,0.08550545526818265,0.4122340425531915,0.019842738205365418,0.9443104863166809,0.005501449108123779,0.0007805228233337402,3,0.26666666666666666,0,3,1.0,4.0,1.0,7.0,0.0,0.0,hybrid,exact_new_address,semantic,hybrid_state
validation,qasper,1810.08699:1f085b9bb7bfd0d6c8cba1a9d73f08fcf2da7590,11,10,5,0.5,2.124392008525273,4.484884020113589,0,0,0,0,1,0.0,0.0,1.0,0.22312961234612505,0.13988875502430476,0.004610052445951501,0.9212705194950104,0.005700558423995972,0.012602102684966643,4,0.16666666666666666,0,4,1.0,1.0,2.0,5.0,0.0,0.0,exact,bm25_state,exact,bm25_state
validation,qasper,1907.09369:fd2c6c26fd0ab3c10aae4f2550c5391576a77491,9,8,2,0.25,2.423688050308106,4.248495242049359,1,0,0,0,1,0.0,0.0,1.0,0.013066484495606101,0.15327147486309126,0.007072292173642886,0.9235994219779968,0.00010877847671508789,0.013253031027134488,4,0.19999999999999998,0,4,0.0,0.0,0.0,0.0,0.0,0.0,exact,exact_new_address,hybrid,exact_new_address
validation,qasper,1909.03405:7b4fb6da74e6bd1baea556788a02969134cf0800,10,9,2,0.2222222222222222,1.5548176496162818,4.7930319231576615,0,0,0,0,1,0.25,0.25,1.0,0.015178660263136301,0.17039473684210527,0.01832349296738195,0.9294033348560333,0.0015253126621246338,0.07356858934480331,3,0.23333333333333334,0,3,1.0,2.0,3.0,2.0,1.0,-0.1111111111111111,exact,native_semantic,exact,native_semantic
