partition,dataset,fraction,variant,representation,query_window_size,query_stride,query_facet_reduction,head_mode,rows,identities,seeds,oracle_root_present,oracle_root_rank,mrr,recall_at_1,recall_at_2,recall_at_4,recall_at_8,oracle_margin,score_entropy,false_positive_parent_count,oracle_recall,oracle_precision,oracle_jaccard,complete_oracle,query_facet_count,active_head_count,search_comparisons,candidate_parent_comparisons,deduplicated_candidates,final_parent_budget,active_final_kv_tokens,active_final_kv_fraction,scoring_wall_time,selection_wall_time,wall_time,root_recall_gain_per_extra_comparison
test,hotpotqa,0.2,E_global_native_mean,layer27_pre_rope_native_qk,,,max,mean,7,7,0,0.2857142857142857,2.857142857142857,0.5047619047619047,0.2857142857142857,0.42857142857142855,0.8571428571428571,1.0,-0.05949272428240095,1.7552485125405448,0.8571428571428571,0.33333333333333337,0.42857142857142855,0.23809523809523808,0.0,1.0,16.0,93.71428571428571,5.857142857142857,5.857142857142857,1.5714285714285714,402.2857142857143,0.27641619841585013,0.0013153428361485048,0.0031061285907136543,0.004421871429907956,-0.000650406504065041
test,hotpotqa,0.2,F_multi_span_native_mean,layer27_pre_rope_native_qk,4,2,max,mean,7,7,0,0.42857142857142855,2.7142857142857144,0.5952380952380952,0.42857142857142855,0.5714285714285714,0.8571428571428571,1.0,-0.08160393578665597,1.755114197731018,0.8571428571428571,0.33333333333333337,0.5,0.2619047619047619,0.0,11.142857142857142,16.0,1081.142857142857,67.57142857142857,5.857142857142857,1.5714285714285714,377.85714285714283,0.2613711617880797,0.0013240857016561286,0.002728028588795236,0.0040524999993587175,7.971303308090871e-05
test,hotpotqa,0.3,A_global_semantic,learned_semantic_128d,,,max,not_applicable,35,7,5,0.6285714285714286,2.6,0.5033333333333333,0.22857142857142856,0.4857142857142857,0.9714285714285714,1.0,-0.029292474793536322,1.7511168003082276,1.2571428571428571,0.4714285714285714,0.4523809523809524,0.3333333333333333,0.11428571428571428,1.0,1.0,5.857142857142857,5.857142857142857,5.857142857142857,2.2857142857142856,574.4,0.40331701710462214,0.0012264514242165854,0.0034913771503072765,0.00471830571935113,
test,hotpotqa,0.3,B_multi_span_semantic,learned_semantic_128d,4,2,max,not_applicable,35,7,5,0.7142857142857143,2.2285714285714286,0.6257142857142857,0.42857142857142855,0.5714285714285714,0.9428571428571428,1.0,-0.009385636102940355,1.7536497558866229,1.2285714285714286,0.4857142857142857,0.4809523809523809,0.35952380952380947,0.14285714285714285,11.142857142857142,1.0,67.57142857142857,67.57142857142857,5.857142857142857,2.2857142857142856,573.9142857142857,0.4031600825347375,0.0014817314305608825,0.003315540002326348,0.0047977342885652825,
test,hotpotqa,0.3,C_global_split_head,layer27_pre_rope_native_qk,,,max,per_head_top1,7,7,0,0.5714285714285714,3.0,0.5846938775510203,0.42857142857142855,0.5714285714285714,0.7142857142857143,1.0,-0.10549170630318778,1.7516496351787023,1.4285714285714286,0.38095238095238093,0.40476190476190477,0.2738095238095238,0.0,1.0,16.0,93.71428571428571,5.857142857142857,4.428571428571429,2.2857142857142856,577.5714285714286,0.4074915651788878,0.0011920999885270639,0.015134885724234794,0.016327428573276848,
test,hotpotqa,0.3,D_multi_span_split_head,layer27_pre_rope_native_qk,4,2,max,per_head_top1,7,7,0,0.42857142857142855,3.5714285714285716,0.37857142857142856,0.14285714285714285,0.2857142857142857,0.7142857142857143,1.0,-0.14587409155709402,1.7507628543036324,1.4285714285714286,0.38095238095238093,0.40476190476190477,0.2738095238095238,0.0,11.142857142857142,16.0,1081.142857142857,67.57142857142857,4.571428571428571,2.2857142857142856,537.5714285714286,0.3810112421337383,0.0014154571524289037,0.015234399994369596,0.016650314293136553,
test,hotpotqa,0.3,E_global_native_mean,layer27_pre_rope_native_qk,,,max,mean,7,7,0,0.42857142857142855,2.857142857142857,0.5047619047619047,0.2857142857142857,0.42857142857142855,0.8571428571428571,1.0,-0.05949272428240095,1.7552485125405448,1.2857142857142858,0.4523809523809524,0.4523809523809524,0.3095238095238095,0.0,1.0,16.0,93.71428571428571,5.857142857142857,5.857142857142857,2.2857142857142856,578.5714285714286,0.4065201563658292,0.0013153428361485048,0.0031654428790456484,0.0044812142898860785,
test,hotpotqa,0.3,F_multi_span_native_mean,layer27_pre_rope_native_qk,4,2,max,mean,7,7,0,0.5714285714285714,2.7142857142857144,0.5952380952380952,0.42857142857142855,0.5714285714285714,0.8571428571428571,1.0,-0.08160393578665597,1.755114197731018,1.0,0.5952380952380952,0.5714285714285714,0.41666666666666663,0.14285714285714285,11.142857142857142,16.0,1081.142857142857,67.57142857142857,5.857142857142857,2.2857142857142856,535.8571428571429,0.37560210386504295,0.0013240857016561286,0.0034030428671810243,0.004727571421036763,
test,hotpotqa,0.4,A_global_semantic,learned_semantic_128d,,,max,not_applicable,35,7,5,0.6857142857142857,2.6,0.5033333333333333,0.22857142857142856,0.4857142857142857,0.9714285714285714,1.0,-0.029292474793536322,1.7511168003082276,1.4,0.5428571428571428,0.4857142857142857,0.37142857142857144,0.17142857142857143,1.0,1.0,5.857142857142857,5.857142857142857,5.857142857142857,2.5714285714285716,642.1428571428571,0.4483974105886553,0.0012264514242165854,0.0034461885640796807,0.004673134274448135,
test,hotpotqa,0.4,B_multi_span_semantic,learned_semantic_128d,4,2,max,not_applicable,35,7,5,0.8,2.2285714285714286,0.6257142857142857,0.42857142857142855,0.5714285714285714,0.9428571428571428,1.0,-0.009385636102940355,1.7536497558866229,1.3142857142857143,0.5857142857142857,0.5142857142857142,0.40714285714285714,0.2571428571428571,11.142857142857142,1.0,67.57142857142857,67.57142857142857,5.857142857142857,2.5714285714285716,647.0571428571428,0.45190646379881133,0.0014817314305608825,0.0032779171331120387,0.004760117135343275,
test,hotpotqa,0.4,C_global_split_head,layer27_pre_rope_native_qk,,,max,per_head_top1,7,7,0,0.5714285714285714,3.0,0.5846938775510203,0.42857142857142855,0.5714285714285714,0.7142857142857143,1.0,-0.10549170630318778,1.7516496351787023,1.5714285714285714,0.4523809523809524,0.4047619047619047,0.3095238095238095,0.14285714285714285,1.0,16.0,93.71428571428571,5.857142857142857,4.428571428571429,2.5714285714285716,650.7142857142857,0.45623794644296156,0.0011920999885270639,0.01622964285447129,0.017422185695197965,
test,hotpotqa,0.4,D_multi_span_split_head,layer27_pre_rope_native_qk,4,2,max,per_head_top1,7,7,0,0.42857142857142855,3.5714285714285716,0.37857142857142856,0.14285714285714285,0.2857142857142857,0.7142857142857143,1.0,-0.14587409155709402,1.7507628543036324,1.5714285714285714,0.4523809523809524,0.42857142857142855,0.29761904761904756,0.0,11.142857142857142,16.0,1081.142857142857,67.57142857142857,4.571428571428571,2.5714285714285716,610.7142857142857,0.4297576233978121,0.0014154571524289037,0.015031571416849536,0.016447500001439557,
test,hotpotqa,0.4,E_global_native_mean,layer27_pre_rope_native_qk,,,max,mean,7,7,0,0.5714285714285714,2.857142857142857,0.5047619047619047,0.2857142857142857,0.42857142857142855,0.8571428571428571,1.0,-0.05949272428240095,1.7552485125405448,1.4285714285714286,0.5238095238095238,0.4523809523809524,0.34523809523809523,0.14285714285714285,1.0,16.0,93.71428571428571,5.857142857142857,5.857142857142857,2.5714285714285716,650.7142857142857,0.45461251539314695,0.0013153428361485048,0.003444685717113316,0.004760442842130682,
test,hotpotqa,0.4,F_multi_span_native_mean,layer27_pre_rope_native_qk,4,2,max,mean,7,7,0,0.5714285714285714,2.7142857142857144,0.5952380952380952,0.42857142857142855,0.5714285714285714,0.8571428571428571,1.0,-0.08160393578665597,1.755114197731018,1.2857142857142858,0.5952380952380952,0.5238095238095238,0.39285714285714285,0.14285714285714285,11.142857142857142,16.0,1081.142857142857,67.57142857142857,5.857142857142857,2.5714285714285716,609.0,0.4243484851291167,0.0013240857016561286,0.0031603571343501763,0.004484914259852043,
test,qasper,0.1,A_global_semantic,learned_semantic_128d,,,max,not_applicable,30,6,5,0.8666666666666667,1.6,0.8111111111111111,0.7,0.8,0.9666666666666667,1.0,0.05996531119259695,2.7193737824757895,1.3,0.8333333333333334,0.4666666666666667,0.45555555555555555,0.8,1.0,1.0,16.333333333333332,16.333333333333332,16.333333333333332,2.1666666666666665,549.5333333333333,0.13623159562193854,0.0013725599953128647,0.007383249993047987,0.00875624999171123,
test,qasper,0.1,B_multi_span_semantic,learned_semantic_128d,4,2,max,not_applicable,30,6,5,0.8666666666666667,1.5,0.8277777777777777,0.7,0.9,0.9666666666666667,1.0,0.03699552680676182,2.7258280833562214,1.3,0.8,0.45,0.4277777777777778,0.7333333333333333,5.0,1.0,82.0,82.0,16.333333333333332,2.1666666666666665,549.5333333333333,0.13623159562193854,0.001628830002543206,0.007446959995043774,0.009076209996904557,
test,qasper,0.1,C_global_split_head,layer27_pre_rope_native_qk,,,max,per_head_top1,6,6,0,0.16666666666666666,4.666666666666667,0.2916666666666667,0.0,0.3333333333333333,0.5,0.8333333333333334,-0.13688294092814127,2.7222503423690796,2.0,0.08333333333333333,0.08333333333333333,0.05555555555555555,0.0,1.0,16.0,261.3333333333333,16.333333333333332,8.0,2.1666666666666665,528.3333333333334,0.13151056826980026,0.0015380166587419808,0.03932883333375988,0.04086728332913481,
test,qasper,0.1,D_multi_span_split_head,layer27_pre_rope_native_qk,4,2,max,per_head_top1,6,6,0,0.0,5.5,0.23214285714285712,0.0,0.16666666666666666,0.3333333333333333,0.8333333333333334,-0.13461907704671225,2.7241238753000894,2.1666666666666665,0.0,0.0,0.0,0.0,5.0,16.0,1312.0,82.0,7.333333333333333,2.1666666666666665,553.1666666666666,0.13677744702554434,0.001553283315539981,0.04240148333095325,0.04395521664991975,
test,qasper,0.1,E_global_native_mean,layer27_pre_rope_native_qk,,,max,mean,6,6,0,0.3333333333333333,5.833333333333333,0.31376262626262624,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.8333333333333334,-0.08587503433227539,2.730157216389974,1.8333333333333333,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.3333333333333333,1.0,16.0,261.3333333333333,16.333333333333332,16.333333333333332,2.1666666666666665,528.3333333333334,0.13151056826980026,0.0015750833263155073,0.007079983333824202,0.008655449996391932,
test,qasper,0.1,F_multi_span_native_mean,layer27_pre_rope_native_qk,4,2,max,mean,6,6,0,0.3333333333333333,5.333333333333333,0.34154040404040403,0.16666666666666666,0.16666666666666666,0.5,0.8333333333333334,-0.06816188494364421,2.7302467425664267,1.8333333333333333,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.3333333333333333,5.0,16.0,1312.0,82.0,16.333333333333332,2.1666666666666665,528.3333333333334,0.13151056826980026,0.001803883322281763,0.006792166668067996,0.008596416659808407,
test,qasper,0.2,A_global_semantic,learned_semantic_128d,,,max,not_applicable,30,6,5,0.9666666666666667,1.6,0.8111111111111111,0.7,0.8,0.9666666666666667,1.0,0.05996531119259695,2.7193737824757895,2.7,0.8833333333333333,0.2961111111111111,0.28777777777777774,0.8,1.0,1.0,16.333333333333332,16.333333333333332,16.333333333333332,3.6666666666666665,921.4333333333333,0.22889942918754916,0.0013725599953128647,0.007355496675396959,0.008728496672119945,
test,qasper,0.2,B_multi_span_semantic,learned_semantic_128d,4,2,max,not_applicable,30,6,5,0.9666666666666667,1.5,0.8277777777777777,0.7,0.9,0.9666666666666667,1.0,0.03699552680676182,2.7258280833562214,2.7,0.8833333333333333,0.2961111111111111,0.28777777777777774,0.8,5.0,1.0,82.0,82.0,16.333333333333332,3.6666666666666665,915.4333333333333,0.22744540475683023,0.001628830002543206,0.007284953332661341,0.008914223330793902,0.0
test,qasper,0.2,C_global_split_head,layer27_pre_rope_native_qk,,,max,per_head_top1,6,6,0,0.6666666666666666,4.666666666666667,0.2916666666666667,0.0,0.3333333333333333,0.5,0.8333333333333334,-0.13688294092814127,2.7222503423690796,3.0,0.5833333333333334,0.19166666666666665,0.18333333333333335,0.5,1.0,16.0,261.3333333333333,16.333333333333332,8.0,3.6666666666666665,912.3333333333334,0.2262434587181199,0.0015380166587419808,0.038033999978021406,0.039572399973015614,-0.0012244897959183677
test,qasper,0.2,D_multi_span_split_head,layer27_pre_rope_native_qk,4,2,max,per_head_top1,6,6,0,0.6666666666666666,5.5,0.23214285714285712,0.0,0.16666666666666666,0.3333333333333333,0.8333333333333334,-0.13461907704671225,2.7241238753000894,3.0,0.5833333333333334,0.19166666666666665,0.18333333333333335,0.5,5.0,16.0,1312.0,82.0,7.333333333333333,3.6666666666666665,937.1666666666666,0.231510337473864,0.001553283315539981,0.04045228335113885,0.04200598332681693,-0.0002315410342166195
test,qasper,0.2,E_global_native_mean,layer27_pre_rope_native_qk,,,max,mean,6,6,0,0.3333333333333333,5.833333333333333,0.31376262626262624,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.8333333333333334,-0.08587503433227539,2.730157216389974,3.3333333333333335,0.3333333333333333,0.11666666666666665,0.11666666666666665,0.3333333333333333,1.0,16.0,261.3333333333333,16.333333333333332,16.333333333333332,3.6666666666666665,912.3333333333334,0.2262434587181199,0.0015750833263155073,0.006497466665071745,0.00807301666160735,-0.0025850340136054422
test,qasper,0.2,F_multi_span_native_mean,layer27_pre_rope_native_qk,4,2,max,mean,6,6,0,0.5,5.333333333333333,0.34154040404040403,0.16666666666666666,0.16666666666666666,0.5,0.8333333333333334,-0.06816188494364421,2.7302467425664267,3.1666666666666665,0.4166666666666667,0.15833333333333333,0.15,0.3333333333333333,5.0,16.0,1312.0,82.0,16.333333333333332,3.6666666666666665,912.3333333333334,0.2262434587181199,0.001803883322281763,0.006581183319212869,0.008385483311334005,-0.0003601749421147414
test,qasper,0.3,A_global_semantic,learned_semantic_128d,,,max,not_applicable,30,6,5,1.0,1.6,0.8111111111111111,0.7,0.8,0.9666666666666667,1.0,0.05996531119259695,2.7193737824757895,4.466666666666667,0.9333333333333333,0.208531746031746,0.20535714285714285,0.8666666666666667,1.0,1.0,16.333333333333332,16.333333333333332,16.333333333333332,5.5,1385.8,0.34167138514775536,0.0013725599953128647,0.007508126675384119,0.00888116333517246,
test,qasper,0.3,B_multi_span_semantic,learned_semantic_128d,4,2,max,not_applicable,30,6,5,1.0,1.5,0.8277777777777777,0.7,0.9,0.9666666666666667,1.0,0.03699552680676182,2.7258280833562214,4.5,0.9166666666666666,0.20297619047619048,0.1990079365079365,0.8333333333333334,5.0,1.0,82.0,82.0,16.333333333333332,5.5,1379.7666666666667,0.3403177090963062,0.001628830002543206,0.007059673340215037,0.008688926667673513,
test,qasper,0.3,C_global_split_head,layer27_pre_rope_native_qk,,,max,per_head_top1,6,6,0,1.0,4.666666666666667,0.2916666666666667,0.0,0.3333333333333333,0.5,0.8333333333333334,-0.13688294092814127,2.7222503423690796,4.5,0.9166666666666666,0.20297619047619045,0.1990079365079365,0.8333333333333334,1.0,16.0,261.3333333333333,16.333333333333332,8.0,5.5,1356.6666666666667,0.3353036535700799,0.0015380166587419808,0.0380483166857933,0.03958671667108623,
test,qasper,0.3,D_multi_span_split_head,layer27_pre_rope_native_qk,4,2,max,per_head_top1,6,6,0,0.8333333333333334,5.5,0.23214285714285712,0.0,0.16666666666666666,0.3333333333333333,0.8333333333333334,-0.13461907704671225,2.7241238753000894,4.666666666666667,0.75,0.16964285714285712,0.16567460317460317,0.6666666666666666,5.0,16.0,1312.0,82.0,7.333333333333333,5.5,1338.5,0.33121958387197553,0.001553283315539981,0.04201219999231398,0.04356593330157921,
test,qasper,0.3,E_global_native_mean,layer27_pre_rope_native_qk,,,max,mean,6,6,0,0.5,5.833333333333333,0.31376262626262624,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.8333333333333334,-0.08587503433227539,2.730157216389974,5.0,0.4166666666666667,0.10416666666666667,0.10019841269841269,0.3333333333333333,1.0,16.0,261.3333333333333,16.333333333333332,16.333333333333332,5.5,1343.8333333333333,0.332721085373477,0.0015750833263155073,0.0066344333269322915,0.008209899979798744,
test,qasper,0.3,F_multi_span_native_mean,layer27_pre_rope_native_qk,4,2,max,mean,6,6,0,0.5,5.333333333333333,0.34154040404040403,0.16666666666666666,0.16666666666666666,0.5,0.8333333333333334,-0.06816188494364421,2.7302467425664267,5.0,0.4166666666666667,0.10416666666666667,0.10019841269841269,0.3333333333333333,5.0,16.0,1312.0,82.0,16.333333333333332,5.5,1343.8333333333333,0.332721085373477,0.001803883322281763,0.007497016670337568,0.009301333329252278,
test,qasper,0.4,A_global_semantic,learned_semantic_128d,,,max,not_applicable,30,6,5,1.0,1.6,0.8111111111111111,0.7,0.8,0.9666666666666667,1.0,0.05996531119259695,2.7193737824757895,5.966666666666667,0.9333333333333333,0.16296296296296298,0.1611111111111111,0.8666666666666667,1.0,1.0,16.333333333333332,16.333333333333332,16.333333333333332,7.0,1760.9,0.43469817277334744,0.0013725599953128647,0.007082593338175987,0.008455583327061807,
test,qasper,0.4,B_multi_span_semantic,learned_semantic_128d,4,2,max,not_applicable,30,6,5,1.0,1.5,0.8277777777777777,0.7,0.9,0.9666666666666667,1.0,0.03699552680676182,2.7258280833562214,5.933333333333334,0.95,0.16712962962962966,0.16574074074074074,0.9,5.0,1.0,82.0,82.0,16.333333333333332,7.0,1753.4666666666667,0.4327312685134007,0.001628830002543206,0.007288223326516648,0.008917479995094861,
test,qasper,0.4,C_global_split_head,layer27_pre_rope_native_qk,,,max,per_head_top1,6,6,0,1.0,4.666666666666667,0.2916666666666667,0.0,0.3333333333333333,0.5,0.8333333333333334,-0.13688294092814127,2.7222503423690796,6.0,0.9166666666666666,0.1587962962962963,0.15648148148148147,0.8333333333333334,1.0,16.0,261.3333333333333,16.333333333333332,8.0,7.0,1702.8333333333333,0.42268883896240156,0.0015380166587419808,0.04491976667001533,0.046458183331803106,
test,qasper,0.4,D_multi_span_split_head,layer27_pre_rope_native_qk,4,2,max,per_head_top1,6,6,0,0.8333333333333334,5.5,0.23214285714285712,0.0,0.16666666666666666,0.3333333333333333,0.8333333333333334,-0.13461907704671225,2.7241238753000894,6.166666666666667,0.75,0.1310185185185185,0.1287037037037037,0.6666666666666666,5.0,16.0,1312.0,82.0,7.333333333333333,7.0,1722.5,0.42595247432029515,0.001553283315539981,0.042885150003712624,0.04443879998871125,
test,qasper,0.4,E_global_native_mean,layer27_pre_rope_native_qk,,,max,mean,6,6,0,0.5,5.833333333333333,0.31376262626262624,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.8333333333333334,-0.08587503433227539,2.730157216389974,6.5,0.4166666666666667,0.07916666666666666,0.07685185185185185,0.3333333333333333,1.0,16.0,261.3333333333333,16.333333333333332,16.333333333333332,7.0,1722.5,0.42595247432029515,0.0015750833263155073,0.00632121666179349,0.00789674999153552,
test,qasper,0.4,F_multi_span_native_mean,layer27_pre_rope_native_qk,4,2,max,mean,6,6,0,0.5,5.333333333333333,0.34154040404040403,0.16666666666666666,0.16666666666666666,0.5,0.8333333333333334,-0.06816188494364421,2.7302467425664267,6.5,0.4166666666666667,0.07916666666666666,0.07685185185185185,0.3333333333333333,5.0,16.0,1312.0,82.0,16.333333333333332,7.0,1722.5,0.42595247432029515,0.001803883322281763,0.006911850000809257,0.008716133326136818,
validation,hotpotqa,0.1,A_global_semantic,learned_semantic_128d,,,max,not_applicable,45,9,5,0.022222222222222223,4.111111111111111,0.3107010582010582,0.022222222222222223,0.2,0.7555555555555555,0.9555555555555556,-0.2062396386017402,1.8513813098271688,0.7333333333333333,0.17037037037037037,0.34444444444444444,0.15925925925925924,0.0,1.0,1.0,7.0,7.0,7.0,1.1111111111111112,244.24444444444444,0.15398772579820297,0.002666088896027456,0.008743437780584727,0.011409984453995195,
validation,hotpotqa,0.1,B_multi_span_semantic,learned_semantic_128d,4,2,max,not_applicable,45,9,5,0.1111111111111111,3.933333333333333,0.3607936507936508,0.1111111111111111,0.26666666666666666,0.6444444444444445,0.9777777777777777,-0.15758960723049112,1.8553306023279825,0.7111111111111111,0.17777777777777778,0.35555555555555557,0.16296296296296295,0.0,10.555555555555555,1.0,70.44444444444444,70.44444444444444,7.0,1.1111111111111112,250.8,0.15886241849572172,0.0016628533355995184,0.003910917778395944,0.005574246670585125,
validation,hotpotqa,0.1,C_global_split_head,layer27_pre_rope_native_qk,,,max,per_head_top1,9,9,0,0.0,5.222222222222222,0.2820767195767196,0.0,0.2222222222222222,0.6666666666666666,0.8888888888888888,-0.30237478680080837,1.8505460818608601,0.8888888888888888,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.0,1.0,16.0,112.0,7.0,4.888888888888889,1.1111111111111112,277.44444444444446,0.17568675379602483,0.001271155565821876,0.018271511103699192,0.019543100006154016,
validation,hotpotqa,0.1,D_multi_span_split_head,layer27_pre_rope_native_qk,4,2,max,per_head_top1,9,9,0,0.1111111111111111,4.888888888888889,0.34589947089947093,0.1111111111111111,0.2222222222222222,0.6666666666666666,0.8888888888888888,-0.24503331714206272,1.8414883348676894,0.7777777777777778,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,10.555555555555555,16.0,1127.111111111111,70.44444444444444,5.111111111111111,1.1111111111111112,246.55555555555554,0.15577894845090798,0.001528733332330982,0.018093177783561662,0.019622388897308458,
validation,hotpotqa,0.1,E_global_native_mean,layer27_pre_rope_native_qk,,,max,mean,9,9,0,0.0,4.333333333333333,0.27685185185185185,0.0,0.2222222222222222,0.6666666666666666,1.0,-0.15312862396240234,1.8565459781222873,0.6666666666666666,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.0,1.0,16.0,112.0,7.0,7.0,1.1111111111111112,261.44444444444446,0.16051984266528485,0.011493788889816238,0.004710411129053682,0.016204755572188232,
validation,hotpotqa,0.1,F_multi_span_native_mean,layer27_pre_rope_native_qk,4,2,max,mean,9,9,0,0.1111111111111111,4.555555555555555,0.30462962962962964,0.1111111111111111,0.1111111111111111,0.5555555555555556,1.0,-0.12717729144626194,1.8585106796688504,0.5555555555555556,0.2592592592592593,0.5,0.24074074074074073,0.0,10.555555555555555,16.0,1127.111111111111,70.44444444444444,7.0,1.1111111111111112,232.0,0.15108343799653495,0.021586155557694536,0.003746533333065195,0.025333088893805526,
