example_id,dataset,partition,seed,fraction,budget,variant,representation,query_window_size,query_stride,query_facet_reduction,query_facet_count,head_mode,active_head_count,oracle_root_parent,oracle_root_rank,oracle_root_present,mrr,recall_at_1,recall_at_2,recall_at_4,recall_at_8,winning_query_facet,winning_query_span_kind,winning_query_span,winning_query_span_text,winning_head,oracle_score,best_distractor_parent,best_distractor_score,oracle_margin,score_entropy,false_positive_parent_count,selected_parent_ids,nominated_parent_ids,oracle_recall,oracle_precision,oracle_jaccard,complete_oracle,search_comparisons,raw_span_head_comparisons,candidate_parent_comparisons,deduplicated_candidates,final_parent_budget,active_final_kv_tokens,active_final_kv_fraction,scoring_wall_time,selection_wall_time,wall_time,full_query_forward_count,independent_window_forward_count,method,first_oracle_group_present,chain_complete,total_routing_comparisons,propagation_activation,estimated_full_routing_seconds,final_ids,first_oracle_group_locked,frozen_scorer_seconds,lock_policy,locked_root_count,locked_root_ids,mean_transition_k,native_qk_comparisons,oracle_root_locked,oracle_root_state,policy_role,propagated_ids,propagation_budget,propagation_hops,root_comparisons,root_confidence,root_scores,root_topB_ids,second_oracle_recovered_given_first_locked,semantic_comparisons,stage,transition_comparisons,transition_confidence,transition_geometry,transition_k,transition_policy,transition_score_traces,unique_parents_selected,query_facet_comparisons,query_facet_scoring_seconds
2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,qasper,test,11,0.2,2,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,0.5,0.5,1.0,,,,,,512,0.22426631625054752,,,0.0003466999623924494,,,current_best_monotonic_iterative,1.0,1.0,9,0.0,0.0003466999623924494,"[0, 2]",1.0,0.0,zscore_1,2,"[0, 2]",0.0,0,1.0,locked,exploration,[],0,0,9,"{""agreement"": {""0"": 1.0, ""2"": 1.0}, ""locked_fraction"": 1.0, ""top1_top2_drop"": 0.14333339035511017, ""top1_topB_spread_z"": 0.7176430225372314}","[0.1446916162967682, -0.18757720291614532, 0.0013582296669483185, -0.32093366980552673, -0.33950650691986084, -0.36282992362976074, -0.2919309437274933, -0.5503947138786316, -0.38639649748802185]","[0, 2]",,0,transition_selection,0,[],native_rank,[],fixed_k1,"[{""native_candidate_parents"": [8, 2], ""native_top4"": [8, 2], ""native_top4_raw_scores"": [12.349517822265625, 12.335697174072266], ""semantic_top4"": [8, 2, 1, 3], ""semantic_top4_scores"": [0.3095248341560364, 0.271405965089798, 0.1629941314458847, 0.03624935448169708], ""source_local"": 0, ""source_parent"": 0}, {""native_candidate_parents"": [8, 0], ""native_top4"": [0, 8], ""native_top4_raw_scores"": [12.747520446777344, 12.741323471069336], ""semantic_top4"": [8, 0, 1, 4], ""semantic_top4_scores"": [0.2630932331085205, 0.26085805892944336, 0.17466260492801666, 0.00290837325155735], ""source_local"": 19, ""source_parent"": 2}]",2,,
2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,qasper,test,23,0.2,2,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,0.5,0.5,1.0,,,,,,512,0.22426631625054752,,,0.0006033999961800873,,,current_best_monotonic_iterative,1.0,1.0,9,0.0,0.0006033999961800873,"[0, 2]",1.0,0.0,zscore_1,2,"[0, 2]",0.0,0,1.0,locked,exploration,[],0,0,9,"{""agreement"": {""0"": 1.0, ""2"": 1.0}, ""locked_fraction"": 1.0, ""top1_top2_drop"": 0.11283193528652191, ""top1_topB_spread_z"": 0.7487009763717651}","[0.016501646488904953, -0.21131865680217743, -0.09633028507232666, -0.35022854804992676, -0.41547346115112305, -0.3946899175643921, -0.34653913974761963, -0.4490279257297516, -0.37930020689964294]","[0, 2]",,0,transition_selection,0,[],native_rank,[],fixed_k1,"[{""native_candidate_parents"": [8, 2], ""native_top4"": [8, 2], ""native_top4_raw_scores"": [12.349517822265625, 12.335697174072266], ""semantic_top4"": [8, 2, 1, 6], ""semantic_top4_scores"": [0.2872295081615448, 0.2785319685935974, 0.2717326581478119, 0.13542720675468445], ""source_local"": 0, ""source_parent"": 0}, {""native_candidate_parents"": [0, 8], ""native_top4"": [0, 8], ""native_top4_raw_scores"": [12.747520446777344, 12.741323471069336], ""semantic_top4"": [0, 8, 1, 6], ""semantic_top4_scores"": [0.37579330801963806, 0.3454585671424866, 0.3430919051170349, 0.29044049978256226], ""source_local"": 19, ""source_parent"": 2}]",2,,
2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,qasper,test,37,0.2,2,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,0.5,0.5,1.0,,,,,,512,0.22426631625054752,,,0.0006830000202171504,,,current_best_monotonic_iterative,1.0,1.0,262225,1.0,0.023864899994805455,"[0, 1]",1.0,0.023181899974588305,zscore_1,1,[0],1.0,262144,1.0,locked,exploration,[1],1,1,9,"{""agreement"": {""0"": 1.0, ""2"": 1.0}, ""locked_fraction"": 0.5, ""top1_top2_drop"": 0.25874942541122437, ""top1_topB_spread_z"": 1.9474807977676392}","[-0.20904988050460815, -0.47737225890159607, -0.4677993059158325, -0.6970893740653992, -0.5912157893180847, -0.5879150032997131, -0.5227051377296448, -0.5160292983055115, -0.6493834257125854]","[0, 2]",,72,transition_selection,262216,"[{""concentration"": 0.8807970285415649, ""normalized_entropy"": 0.5270653840924877, ""same_top1"": false, ""top1_rank_distance"": 1, ""top1_top4_spread"": 2.0, ""top4_overlap"": 0.5}]",native_rank,[1],fixed_k1,"[{""native_candidate_parents"": [2, 1], ""native_top4"": [1, 2], ""native_top4_raw_scores"": [12.427789688110352, 12.335697174072266], ""semantic_top4"": [2, 1, 8, 7], ""semantic_top4_scores"": [0.006237871944904327, -0.004412922542542219, -0.010818006470799446, -0.14089493453502655], ""source_local"": 0, ""source_parent"": 0}]",2,,
2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,qasper,test,53,0.2,2,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,0.5,0.5,1.0,,,,,,512,0.22426631625054752,,,0.000347200024407357,,,current_best_monotonic_iterative,1.0,1.0,9,0.0,0.000347200024407357,"[0, 2]",1.0,0.0,zscore_1,2,"[0, 2]",0.0,0,1.0,locked,exploration,[],0,0,9,"{""agreement"": {""0"": 1.0, ""2"": 1.0}, ""locked_fraction"": 1.0, ""top1_top2_drop"": 0.10656701028347015, ""top1_topB_spread_z"": 0.6981059312820435}","[0.11108153313398361, -0.11081050336360931, 0.004514520056545734, -0.3034011423587799, -0.3273138701915741, -0.2804720103740692, -0.2578732967376709, -0.3417911231517792, -0.2797618806362152]","[0, 2]",,0,transition_selection,0,[],native_rank,[],fixed_k1,"[{""native_candidate_parents"": [2, 8], ""native_top4"": [8, 2], ""native_top4_raw_scores"": [12.349517822265625, 12.335697174072266], ""semantic_top4"": [2, 8, 1, 3], ""semantic_top4_scores"": [0.3415931463241577, 0.2897029221057892, 0.25679880380630493, 0.1658410131931305], ""source_local"": 0, ""source_parent"": 0}, {""native_candidate_parents"": [8, 1], ""native_top4"": [8, 1], ""native_top4_raw_scores"": [12.741323471069336, 12.68365478515625], ""semantic_top4"": [8, 1, 0, 7], ""semantic_top4_scores"": [0.3442932069301605, 0.3263934850692749, 0.31844574213027954, 0.1533605456352234], ""source_local"": 19, ""source_parent"": 2}]",2,,
2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,qasper,test,71,0.2,2,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,0.5,0.5,1.0,,,,,,512,0.22426631625054752,,,0.0006817000103183091,,,current_best_monotonic_iterative,1.0,1.0,262225,1.0,0.023911100055556744,"[0, 1]",1.0,0.023229400045238435,zscore_1,1,[0],1.0,262144,1.0,locked,exploration,[1],1,1,9,"{""agreement"": {""0"": 1.0, ""2"": 1.0}, ""locked_fraction"": 0.5, ""top1_top2_drop"": 0.2429768294095993, ""top1_topB_spread_z"": 1.458093523979187}","[-0.01591794192790985, -0.3152628540992737, -0.25889477133750916, -0.62667316198349, -0.4790582060813904, -0.4970913231372833, -0.36747753620147705, -0.401011198759079, -0.49705788493156433]","[0, 2]",,72,transition_selection,262216,"[{""concentration"": 0.8807970285415649, ""normalized_entropy"": 0.5270653840924877, ""same_top1"": true, ""top1_rank_distance"": 0, ""top1_top4_spread"": 2.0, ""top4_overlap"": 0.5}]",native_rank,[1],fixed_k1,"[{""native_candidate_parents"": [1, 2], ""native_top4"": [1, 2], ""native_top4_raw_scores"": [12.427789688110352, 12.335697174072266], ""semantic_top4"": [1, 2, 8, 4], ""semantic_top4_scores"": [0.17395028471946716, 0.1472291648387909, 0.12632708251476288, 0.02738274820148945], ""source_local"": 0, ""source_parent"": 0}]",2,,
2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,qasper,test,11,0.2,5,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,0.2,0.2,1.0,,,,,,1280,0.24859195960380656,,,0.00046010001096874475,,,current_best_monotonic_iterative,1.0,1.0,21,0.0,0.00046010001096874475,"[7, 9, 0, 13, 8]",1.0,0.0,zscore_1,5,"[7, 9, 0, 13, 8]",0.0,0,1.0,locked,exploration,[],0,0,21,"{""agreement"": {""0"": 1.0, ""13"": 0.8, ""7"": 0.8, ""8"": 0.2, ""9"": 0.2}, ""locked_fraction"": 1.0, ""top1_top2_drop"": 0.12079212069511414, ""top1_topB_spread_z"": 0.9539997577667236}","[-0.026393206790089607, -0.1802191287279129, -0.37082815170288086, -0.35136502981185913, -0.16023090481758118, -0.5021566152572632, -0.43416860699653625, 0.11789180338382721, -0.06516120582818985, -0.002900313585996628, -0.30606234073638916, -0.1842142939567566, -0.2859131991863251, -0.046845950186252594, -0.17749936878681183, -0.3459644019603729, -0.5812816619873047, -0.3571467697620392, -0.45979270339012146, -0.23880714178085327, -0.613873302936554]","[7, 9, 0, 13, 8]",,0,transition_selection,0,[],native_rank,[],fixed_k1,"[{""native_candidate_parents"": [0, 13, 9, 4, 3], ""native_top4"": [13, 4, 0, 3], ""native_top4_raw_scores"": [13.348714828491211, 13.161540985107422, 13.132984161376953, 13.106689453125], ""semantic_top4"": [0, 13, 9, 4], ""semantic_top4_scores"": [0.3121801018714905, 0.3090018033981323, 0.2701849937438965, 0.2571876347064972], ""source_local"": 59, ""source_parent"": 7}, {""native_candidate_parents"": [7, 0, 4, 13, 3], ""native_top4"": [7, 13, 4, 3], ""native_top4_raw_scores"": [13.27507209777832, 13.017977714538574, 12.80229377746582, 12.746807098388672], ""semantic_top4"": [7, 0, 4, 13], ""semantic_top4_scores"": [0.3818565607070923, 0.375689297914505, 0.33916351199150085, 0.30735111236572266], ""source_local"": 72, ""source_parent"": 9}, {""native_candidate_parents"": [1, 4, 17, 9, 7], ""native_top4"": [17, 4, 1, 9], ""native_top4_raw_scores"": [12.451700210571289, 12.3871431350708, 12.380022048950195, 12.334054946899414], ""semantic_top4"": [1, 4, 17, 9], ""semantic_top4_scores"": [0.32384634017944336, 0.2786732017993927, 0.23669348657131195, 0.21036067605018616], ""source_local"": 0, ""source_parent"": 0}, {""native_candidate_parents"": [1, 0, 4, 7, 17], ""native_top4"": [1, 0, 7, 17], ""native_top4_raw_scores"": [12.677522659301758, 12.58225154876709, 12.581440925598145, 12.580144882202148], ""semantic_top4"": [1, 0, 4, 7], ""semantic_top4_scores"": [0.2611178755760193, 0.2598087787628174, 0.21815530955791473, 0.16594702005386353], ""source_local"": 107, ""source_parent"": 13}, {""native_candidate_parents"": [0, 7, 4, 1, 13], ""native_top4"": [13, 1, 7, 0], ""native_top4_raw_scores"": [12.690155029296875, 12.66572380065918, 12.600910186767578, 12.585652351379395], ""semantic_top4"": [0, 7, 4, 1], ""semantic_top4_scores"": [0.3051625192165375, 0.27501654624938965, 0.261058509349823, 0.2442297339439392], ""source_local"": 67, ""source_parent"": 8}]",5,,
2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,qasper,test,23,0.2,5,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,0.2,0.2,1.0,,,,,,1280,0.24859195960380656,,,0.0018849000334739685,,,current_best_monotonic_iterative,1.0,1.0,1966584,1.0,0.13193570007570088,"[0, 7, 4, 17, 13]",1.0,0.1300508000422269,zscore_1,3,"[0, 7, 4]",1.0,1966080,1.0,locked,exploration,"[17, 13]",2,1,21,"{""agreement"": {""0"": 1.0, ""13"": 0.8, ""19"": 0.6, ""4"": 0.4, ""7"": 0.8}, ""locked_fraction"": 0.6, ""top1_top2_drop"": 0.004424301907420158, ""top1_topB_spread_z"": 0.9570901393890381}","[-0.007349824532866478, -0.16428688168525696, -0.32419270277023315, -0.29194962978363037, -0.05549441650509834, -0.31893372535705566, -0.3390178382396698, -0.011774126440286636, -0.18717333674430847, -0.17291131615638733, -0.22293567657470703, -0.1995217502117157, -0.36897045373916626, -0.13943886756896973, -0.21620358526706696, -0.2642548084259033, -0.46107420325279236, -0.23432514071464539, -0.27763161063194275, -0.13534705340862274, -0.6003974080085754]","[0, 7, 4, 19, 13]",,483,transition_selection,1966563,"[{""concentration"": 0.7498136162757874, ""normalized_entropy"": 0.5963355243111046, ""same_top1"": false, ""top1_rank_distance"": 2, ""top1_top4_spread"": 2.526887893676758, ""top4_overlap"": 1.0}, {""concentration"": 0.7680411338806152, ""normalized_entropy"": 0.573714560251794, ""same_top1"": false, ""top1_rank_distance"": 1, ""top1_top4_spread"": 2.4294016361236572, ""top4_overlap"": 1.0}, {""concentration"": 0.4318109452724457, ""normalized_entropy"": 0.7983999616059662, ""same_top1"": true, ""top1_rank_distance"": 0, ""top1_top4_spread"": 2.4259097576141357, ""top4_overlap"": 1.0}]",native_rank,"[1, 1, 1]",fixed_k1,"[{""native_candidate_parents"": [1, 13, 4, 17, 15], ""native_top4"": [17, 15, 4, 13], ""native_top4_raw_scores"": [12.451700210571289, 12.399199485778809, 12.3871431350708, 12.385417938232422], ""semantic_top4"": [1, 13, 4, 17], ""semantic_top4_scores"": [0.19392196834087372, 0.1371535062789917, 0.12863269448280334, 0.12497264891862869], ""source_local"": 0, ""source_parent"": 0}, {""native_candidate_parents"": [0, 9, 13, 3, 14], ""native_top4"": [13, 0, 3, 14], ""native_top4_raw_scores"": [13.348714828491211, 13.132984161376953, 13.106689453125, 13.095720291137695], ""semantic_top4"": [0, 9, 13, 3], ""semantic_top4_scores"": [0.2338099181652069, 0.20051684975624084, 0.16211383044719696, 0.1021939367055893], ""source_local"": 59, ""source_parent"": 7}, {""native_candidate_parents"": [0, 1, 13, 18, 17], ""native_top4"": [1, 13, 0, 17], ""native_top4_raw_scores"": [13.024224281311035, 13.017385482788086, 12.97681999206543, 12.851810455322266], ""semantic_top4"": [0, 1, 13, 18], ""semantic_top4_scores"": [0.1502407342195511, 0.10798505693674088, 0.0864519327878952, 0.03890752047300339], ""source_local"": 35, ""source_parent"": 4}]",5,,
2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,qasper,test,37,0.2,5,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,0.2,0.2,1.0,,,,,,1280,0.24859195960380656,,,0.002318900020327419,,,current_best_monotonic_iterative,1.0,1.0,1311063,1.0,0.09737950004637241,"[0, 1, 17, 19, 15]",1.0,0.095060600026045,zscore_1,2,"[0, 1]",1.0,1310720,1.0,locked,exploration,[17],3,1,21,"{""agreement"": {""0"": 1.0, ""1"": 0.6, ""15"": 0.2, ""17"": 0.2, ""19"": 0.6}, ""locked_fraction"": 0.4, ""top1_top2_drop"": 0.12320518493652344, ""top1_topB_spread_z"": 2.324629783630371}","[-0.29681384563446045, -0.4200190305709839, -0.6475945115089417, -0.6054751873016357, -0.5933024883270264, -0.61644047498703, -0.7389264106750488, -0.662074625492096, -0.6665430068969727, -0.69734787940979, -0.574302077293396, -0.5567651391029358, -0.7147940397262573, -0.6227225065231323, -0.6535326242446899, -0.5393811464309692, -0.6061250567436218, -0.5256404280662537, -0.5962035655975342, -0.5244306325912476, -0.7751185894012451]","[0, 1, 19, 17, 15]",,322,transition_selection,1311042,"[{""concentration"": 0.7165106534957886, ""normalized_entropy"": 0.6370775693655633, ""same_top1"": false, ""top1_rank_distance"": 3, ""top1_top4_spread"": 2.7291791439056396, ""top4_overlap"": 1.0}, {""concentration"": 0.7057609558105469, ""normalized_entropy"": 0.6430909857486441, ""same_top1"": false, ""top1_rank_distance"": 2, ""top1_top4_spread"": 2.5011794567108154, ""top4_overlap"": 1.0}]",native_rank,"[1, 1]",fixed_k1,"[{""native_candidate_parents"": [1, 4, 15, 19, 17], ""native_top4"": [17, 15, 4, 1], ""native_top4_raw_scores"": [12.451700210571289, 12.399199485778809, 12.3871431350708, 12.380022048950195], ""semantic_top4"": [1, 4, 15, 19], ""semantic_top4_scores"": [0.057161226868629456, -0.0033320095390081406, -0.09128709137439728, -0.10897631198167801], ""source_local"": 0, ""source_parent"": 0}, {""native_candidate_parents"": [0, 4, 15, 17, 19], ""native_top4"": [17, 4, 15, 19], ""native_top4_raw_scores"": [12.157230377197266, 12.131824493408203, 12.114760398864746, 12.11247444152832], ""semantic_top4"": [0, 4, 15, 17], ""semantic_top4_scores"": [0.18252165615558624, 0.042984846979379654, -0.026772726327180862, -0.07431188970804214], ""source_local"": 8, ""source_parent"": 1}]",5,,
2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,qasper,test,53,0.2,5,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,0.2,0.2,1.0,,,,,,1280,0.24859195960380656,,,0.002843800000846386,,,current_best_monotonic_iterative,1.0,1.0,1966584,1.0,0.1329056000104174,"[0, 7, 4, 17, 13]",1.0,0.13006180000957102,zscore_1,3,"[0, 7, 4]",1.0,1966080,1.0,locked,exploration,"[17, 13]",2,1,21,"{""agreement"": {""0"": 1.0, ""1"": 0.6, ""13"": 0.8, ""4"": 0.4, ""7"": 0.8}, ""locked_fraction"": 0.6, ""top1_top2_drop"": 0.07289240509271622, ""top1_topB_spread_z"": 0.9511767625808716}","[-0.0007714405655860901, -0.14607515931129456, -0.344960480928421, -0.31763139367103577, -0.10091256350278854, -0.4019862413406372, -0.362544983625412, -0.07366384565830231, -0.18362544476985931, -0.17132568359375, -0.2250683754682541, -0.2566814720630646, -0.41555050015449524, -0.15024083852767944, -0.24866843223571777, -0.2869773507118225, -0.5533839464187622, -0.2312721163034439, -0.36792051792144775, -0.15741600096225739, -0.6822866797447205]","[0, 7, 4, 1, 13]",,483,transition_selection,1966563,"[{""concentration"": 0.7521146535873413, ""normalized_entropy"": 0.5945125512076216, ""same_top1"": true, ""top1_rank_distance"": 0, ""top1_top4_spread"": 2.618957042694092, ""top4_overlap"": 1.0}, {""concentration"": 0.741239607334137, ""normalized_entropy"": 0.6080997825650615, ""same_top1"": false, ""top1_rank_distance"": 2, ""top1_top4_spread"": 2.669955253601074, ""top4_overlap"": 1.0}, {""concentration"": 0.43708091974258423, ""normalized_entropy"": 0.7913087729455908, ""same_top1"": false, ""top1_rank_distance"": 1, ""top1_top4_spread"": 2.402233600616455, ""top4_overlap"": 1.0}]",native_rank,"[1, 1, 1]",fixed_k1,"[{""native_candidate_parents"": [17, 1, 4, 19, 13], ""native_top4"": [17, 4, 13, 1], ""native_top4_raw_scores"": [12.451700210571289, 12.3871431350708, 12.385417938232422, 12.380022048950195], ""semantic_top4"": [17, 1, 4, 19], ""semantic_top4_scores"": [0.33481091260910034, 0.3252057135105133, 0.3021681606769562, 0.25992780923843384], ""source_local"": 0, ""source_parent"": 0}, {""native_candidate_parents"": [0, 9, 19, 13, 17], ""native_top4"": [13, 17, 19, 0], ""native_top4_raw_scores"": [13.348714828491211, 13.161846160888672, 13.138105392456055, 13.132984161376953], ""semantic_top4"": [0, 9, 19, 13], ""semantic_top4_scores"": [0.3102707266807556, 0.245173379778862, 0.22275377810001373, 0.19679957628250122], ""source_local"": 59, ""source_parent"": 7}, {""native_candidate_parents"": [0, 17, 1, 13, 19], ""native_top4"": [1, 13, 0, 17], ""native_top4_raw_scores"": [13.024224281311035, 13.017385482788086, 12.97681999206543, 12.851810455322266], ""semantic_top4"": [0, 17, 1, 13], ""semantic_top4_scores"": [0.30072686076164246, 0.2726985216140747, 0.259665310382843, 0.20251576602458954], ""source_local"": 35, ""source_parent"": 4}]",5,,
2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,qasper,test,71,0.2,5,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,0.2,0.2,1.0,,,,,,1280,0.24859195960380656,,,0.0009777999948710203,,,current_best_monotonic_iterative,1.0,1.0,655542,1.0,0.0517524000024423,"[0, 17, 7, 19, 1]",1.0,0.05077460000757128,zscore_1,1,[0],1.0,655360,1.0,locked,exploration,[17],4,1,21,"{""agreement"": {""0"": 1.0, ""1"": 0.6, ""13"": 0.8, ""19"": 0.6, ""7"": 0.8}, ""locked_fraction"": 0.2, ""top1_top2_drop"": 0.20689435303211212, ""top1_topB_spread_z"": 1.9790186882019043}","[-0.14961408078670502, -0.3756154775619507, -0.5690548419952393, -0.4869927167892456, -0.43700504302978516, -0.5918666124343872, -0.6353341341018677, -0.35650843381881714, -0.5100191235542297, -0.48646271228790283, -0.41962870955467224, -0.4253590703010559, -0.5986502170562744, -0.3852083086967468, -0.4604484736919403, -0.43807417154312134, -0.5991917848587036, -0.38810959458351135, -0.48401230573654175, -0.35962939262390137, -0.6997374892234802]","[0, 7, 19, 1, 13]",,161,transition_selection,655521,"[{""concentration"": 0.6405189037322998, ""normalized_entropy"": 0.7254967738791979, ""same_top1"": false, ""top1_rank_distance"": 4, ""top1_top4_spread"": 2.6634697914123535, ""top4_overlap"": 0.6}]",native_rank,[1],fixed_k1,"[{""native_candidate_parents"": [1, 7, 18, 13, 17], ""native_top4"": [17, 13, 1, 18], ""native_top4_raw_scores"": [12.451700210571289, 12.385417938232422, 12.380022048950195, 12.320923805236816], ""semantic_top4"": [1, 7, 18, 13], ""semantic_top4_scores"": [0.18288318812847137, 0.18055054545402527, 0.1298917680978775, 0.12675027549266815], ""source_local"": 0, ""source_parent"": 0}]",5,,
1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,qasper,test,11,0.2,5,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,1280,0.2124128775307003,,,0.004425099992658943,,,current_best_monotonic_iterative,0.0,0.0,2561804,1.0,0.13753720000386238,"[10, 22, 14, 11, 7]",0.0,0.13311210001120344,zscore_1,4,"[10, 22, 14, 11]",1.0,2561024,0.0,absent_from_root_topB,exploration,[7],1,1,24,"{""agreement"": {""10"": 0.8, ""11"": 1.0, ""14"": 0.2, ""22"": 1.0, ""7"": 0.2}, ""locked_fraction"": 0.8, ""top1_top2_drop"": 0.09618562459945679, ""top1_topB_spread_z"": 1.1924370527267456}","[0.021495971828699112, -0.24803030490875244, -0.3536968231201172, -0.049545593559741974, -0.4600956439971924, -0.39942115545272827, -0.2592725455760956, 0.03341300040483475, -0.03253000229597092, -0.16516892611980438, 0.26688534021377563, 0.12374013662338257, -0.347885400056839, -0.33200424909591675, 0.12694767117500305, -0.1566043496131897, -0.08412839472293854, -0.3488623797893524, -0.32825198769569397, -0.272621214389801, -0.24291913211345673, -0.09979605674743652, 0.17069971561431885, -0.05245310813188553]","[10, 22, 14, 11, 7]",,756,transition_selection,2561780,"[{""concentration"": 0.553379237651825, ""normalized_entropy"": 0.7689884345599883, ""same_top1"": false, ""top1_rank_distance"": 2, ""top1_top4_spread"": 2.6690261363983154, ""top4_overlap"": 1.0}, {""concentration"": 0.44917240738868713, ""normalized_entropy"": 0.9118751465411524, ""same_top1"": false, ""top1_rank_distance"": 2, ""top1_top4_spread"": 1.4665378332138062, ""top4_overlap"": 1.0}, {""concentration"": 0.7945903539657593, ""normalized_entropy"": 0.5861808182106903, ""same_top1"": false, ""top1_rank_distance"": 2, ""top1_top4_spread"": 2.3264012336730957, ""top4_overlap"": 0.75}, {""concentration"": 0.591577410697937, ""normalized_entropy"": 0.7583716015569254, ""same_top1"": false, ""top1_rank_distance"": 1, ""top1_top4_spread"": 2.7894375324249268, ""top4_overlap"": 1.0}]",native_rank,"[1, 1, 1, 1]",fixed_k1,"[{""native_candidate_parents"": [22, 1, 3, 7, 2], ""native_top4"": [7, 3, 22, 1], ""native_top4_raw_scores"": [12.56848430633545, 12.501741409301758, 12.438169479370117, 12.413064002990723], ""semantic_top4"": [22, 1, 3, 7], ""semantic_top4_scores"": [0.3460405766963959, 0.3276599943637848, 0.2545416057109833, 0.2526662051677704], ""source_local"": 83, ""source_parent"": 10}, {""native_candidate_parents"": [1, 3, 7, 19, 2], ""native_top4"": [7, 19, 3, 1], ""native_top4_raw_scores"": [12.468127250671387, 12.407358169555664, 12.402667999267578, 12.335501670837402], ""semantic_top4"": [1, 3, 7, 19], ""semantic_top4_scores"": [0.353287011384964, 0.29094141721725464, 0.2809772491455078, 0.2474343478679657], ""source_local"": 177, ""source_parent"": 22}, {""native_candidate_parents"": [1, 22, 10, 3, 7], ""native_top4"": [7, 10, 22, 3], ""native_top4_raw_scores"": [12.50818920135498, 12.488689422607422, 12.443581581115723, 12.379264831542969], ""semantic_top4"": [1, 22, 10, 3], ""semantic_top4_scores"": [0.3341038227081299, 0.32261189818382263, 0.27599796652793884, 0.2630407512187958], ""source_local"": 115, ""source_parent"": 14}, {""native_candidate_parents"": [3, 0, 7, 22, 23], ""native_top4"": [0, 7, 3, 22], ""native_top4_raw_scores"": [12.7626953125, 12.727968215942383, 12.715944290161133, 12.69076156616211], ""semantic_top4"": [3, 0, 7, 22], ""semantic_top4_scores"": [0.2834723889827728, 0.25189200043678284, 0.20934437215328217, 0.199280247092247], ""source_local"": 93, ""source_parent"": 11}]",5,,
