adapter_parameters,adapter_seconds_per_example,architecture,combined_mrr_mean,combined_mrr_std,combined_recall_at_16_mean,combined_recall_at_16_std,combined_recall_at_3_mean,combined_recall_at_3_std,combined_recall_at_8_mean,combined_recall_at_8_std,combined_score_position_correlation_mean,combined_score_position_correlation_std,hotpotqa_mrr_mean,hotpotqa_mrr_std,hotpotqa_recall_at_16_mean,hotpotqa_recall_at_16_std,hotpotqa_recall_at_3_mean,hotpotqa_recall_at_3_std,hotpotqa_recall_at_8_mean,hotpotqa_recall_at_8_std,hotpotqa_score_position_correlation_mean,hotpotqa_score_position_correlation_std,qasper_mrr_mean,qasper_mrr_std,qasper_recall_at_16_mean,qasper_recall_at_16_std,qasper_recall_at_3_mean,qasper_recall_at_3_std,qasper_recall_at_8_mean,qasper_recall_at_8_std,qasper_score_position_correlation_mean,qasper_score_position_correlation_std,query_strategy,routing_width,seeds,shuffled_labels,train_domain
131072,0.00224173812657682,asymmetric_linear,0.529176663309887,0.0170170087266646,0.96875,0.02209708691207961,0.59375,0.03125,0.83125,0.01711632992203644,-0.09544416568241283,0.009751573484314702,0.3738051780091254,0.05845428539334268,0.9625,0.03423265984407288,0.4875,0.08149003006503311,0.775,0.03423265984407288,-0.03247691583100738,0.013147399234095927,0.6845481486106486,0.03295936536588674,0.975,0.05590169943749474,0.7,0.08149003006503311,0.8875,0.05229125165837972,-0.15841141553381827,0.013263565343568892,last,64,5,False,joint
131072,0.0023219962498842507,asymmetric_linear,0.5169750436826674,0.011343860978291829,0.95625,0.035630482034348064,0.55625,0.02614562582918986,0.78125,0.038273277230987154,-0.09752088187387217,0.019854455548497473,0.3640937978215455,0.020577518187342245,0.9125,0.07126096406869613,0.4,0.03423265984407288,0.6875,0.0625,-0.056951225062385,0.01922256701122732,0.6698562895437895,0.02813508848027785,1.0,0.0,0.7125,0.07126096406869613,0.875,0.07654655446197431,-0.13809053868535937,0.02809262742962177,question_exp_h2.0,64,5,False,joint
262144,0.0025004012501085525,asymmetric_linear,0.5161172967147232,0.028748126628909385,0.98125,0.02795084971874737,0.5625,0.03125,0.80625,0.02614562582918986,-0.0813184830250949,0.015299422729513774,0.35821366133866134,0.05081710941736723,0.975,0.03423265984407288,0.4,0.05590169943749474,0.725,0.03423265984407288,-0.004205601681429097,0.016822419171431947,0.674020932090785,0.02334397625265329,0.9875,0.02795084971874737,0.725,0.03423265984407288,0.8875,0.06846531968814576,-0.15843136436876068,0.022154780019949225,last,128,5,False,joint
262144,0.002360172498447355,asymmetric_linear,0.5066241217610219,0.00927114809888444,0.975,0.013975424859373685,0.51875,0.035630482034348064,0.80625,0.03423265984407288,-0.09474386639868868,0.02187674621981516,0.36207715766345794,0.026420080700509867,0.95,0.02795084971874737,0.375,0.0625,0.7,0.02795084971874737,-0.04725054409901401,0.009477389596578649,0.651171085858586,0.019751546799219397,1.0,0.0,0.6625,0.03423265984407288,0.9125,0.05590169943749474,-0.14223718869836335,0.038922574026971975,question_exp_h2.0,128,5,False,joint
65536,0.002047326874162536,shared_linear,0.5672865908601203,0.031010118279525375,0.95,0.02795084971874737,0.65,0.040745015032516554,0.81875,0.040745015032516554,-0.0808706609074191,0.012556255187464801,0.4571690998952028,0.049094278789262084,0.925,0.05229125165837972,0.5375,0.03423265984407288,0.7875,0.05590169943749474,-0.006549665113019182,0.010010981595219801,0.6774040818250378,0.02777057056182751,0.975,0.03423265984407288,0.7625,0.08149003006503311,0.85,0.05590169943749474,-0.155191656701819,0.022819216065140587,last,64,5,False,joint
65536,0.002351756874668354,shared_linear,0.5865060275390673,0.030151937202188582,0.9625,0.013975424859373685,0.6375,0.04739297152532219,0.84375,0.03125,-0.08732634642347686,0.029766593620973506,0.45569706335331334,0.061137088382801755,1.0,0.0,0.475,0.09478594305064438,0.8125,0.0625,-0.012860168399307528,0.030804528620009333,0.7173149917248215,0.016339807043029297,0.925,0.02795084971874737,0.8,0.05229125165837972,0.875,0.0,-0.1617925244476462,0.02993598289110189,question_exp_h2.0,64,5,False,joint
131072,0.002531086247472558,shared_linear,0.5618791660588294,0.011456444457176432,0.95625,0.01711632992203644,0.64375,0.05676844413932797,0.8375,0.013975424859373685,-0.09125808864396215,0.011755220878307144,0.4118661597797627,0.049191406537585296,0.9375,0.0,0.4625,0.09478594305064438,0.7875,0.03423265984407288,-0.03172444136428858,0.009618987180176279,0.711892172337896,0.036434596911056584,0.975,0.03423265984407288,0.825,0.02795084971874737,0.8875,0.02795084971874737,-0.1507917359236357,0.020533561531015293,last,128,5,False,joint
131072,0.0028254668754016166,shared_linear,0.5710143651623432,0.018239398481100594,0.95,0.04739297152532219,0.6125,0.01711632992203644,0.85,0.02614562582918986,-0.0698412349425491,0.019196380771839473,0.45059243860714454,0.056671187422073964,0.975,0.05590169943749474,0.4375,0.04419417382415922,0.8125,0.0625,0.011055733288607409,0.015289888134725779,0.6914362917175417,0.034224507872664935,0.925,0.05229125165837972,0.7875,0.03423265984407288,0.8875,0.02795084971874737,-0.15073820317370562,0.02846759168770283,question_exp_h2.0,128,5,False,joint
