adapter_parameters,adapter_seconds_per_example,architecture,combined_all_evidence_recall_at_3_ci95,combined_all_evidence_recall_at_3_mean,combined_all_evidence_recall_at_3_std,combined_mean_selected_normalized_position_ci95,combined_mean_selected_normalized_position_mean,combined_mean_selected_normalized_position_std,combined_mrr_ci95,combined_mrr_mean,combined_mrr_std,combined_recall_at_16_ci95,combined_recall_at_16_mean,combined_recall_at_16_std,combined_recall_at_3_ci95,combined_recall_at_3_mean,combined_recall_at_3_std,combined_recall_at_8_ci95,combined_recall_at_8_mean,combined_recall_at_8_std,combined_score_position_correlation_ci95,combined_score_position_correlation_mean,combined_score_position_correlation_std,combined_selected_fraction_at_3_ci95,combined_selected_fraction_at_3_mean,combined_selected_fraction_at_3_std,combined_target_coverage_at_3_ci95,combined_target_coverage_at_3_mean,combined_target_coverage_at_3_std,detail_kv_bytes_mean,hotpotqa_all_evidence_recall_at_3_ci95,hotpotqa_all_evidence_recall_at_3_mean,hotpotqa_all_evidence_recall_at_3_std,hotpotqa_mean_selected_normalized_position_ci95,hotpotqa_mean_selected_normalized_position_mean,hotpotqa_mean_selected_normalized_position_std,hotpotqa_mrr_ci95,hotpotqa_mrr_mean,hotpotqa_mrr_std,hotpotqa_recall_at_16_ci95,hotpotqa_recall_at_16_mean,hotpotqa_recall_at_16_std,hotpotqa_recall_at_3_ci95,hotpotqa_recall_at_3_mean,hotpotqa_recall_at_3_std,hotpotqa_recall_at_8_ci95,hotpotqa_recall_at_8_mean,hotpotqa_recall_at_8_std,hotpotqa_score_position_correlation_ci95,hotpotqa_score_position_correlation_mean,hotpotqa_score_position_correlation_std,hotpotqa_selected_fraction_at_3_ci95,hotpotqa_selected_fraction_at_3_mean,hotpotqa_selected_fraction_at_3_std,hotpotqa_target_coverage_at_3_ci95,hotpotqa_target_coverage_at_3_mean,hotpotqa_target_coverage_at_3_std,negative_policy,objective,qasper_all_evidence_recall_at_3_ci95,qasper_all_evidence_recall_at_3_mean,qasper_all_evidence_recall_at_3_std,qasper_mean_selected_normalized_position_ci95,qasper_mean_selected_normalized_position_mean,qasper_mean_selected_normalized_position_std,qasper_mrr_ci95,qasper_mrr_mean,qasper_mrr_std,qasper_recall_at_16_ci95,qasper_recall_at_16_mean,qasper_recall_at_16_std,qasper_recall_at_3_ci95,qasper_recall_at_3_mean,qasper_recall_at_3_std,qasper_recall_at_8_ci95,qasper_recall_at_8_mean,qasper_recall_at_8_std,qasper_score_position_correlation_ci95,qasper_score_position_correlation_mean,qasper_score_position_correlation_std,qasper_selected_fraction_at_3_ci95,qasper_selected_fraction_at_3_mean,qasper_selected_fraction_at_3_std,qasper_target_coverage_at_3_ci95,qasper_target_coverage_at_3_mean,qasper_target_coverage_at_3_std,query_strategy,routing_index_bytes_mean,routing_index_fraction_of_detail_kv,routing_seconds_per_example,routing_width,seeds,shuffled_labels,train_domain
524288,0.0014981900014390704,asymmetric_linear,0.0,0.0625,0.0,0.005002205970018355,0.38662315043620765,0.00402927686830559,0.02131449709098533,0.522208991478293,0.01716882723402908,0.021249323518644066,0.9875,0.01711632992203644,0.07562689667043067,0.6125,0.06091746465505602,0.017349999999999997,0.80625,0.013975424859373685,0.007150496888477277,-0.07971494347651496,0.005759725185711789,0.0,0.04530013813834666,0.0,0.01659751097554704,0.1908324175824176,0.013369294956275948,12583552.0,0.0,0.0,0.0,0.03472727437109181,0.4570581758394837,0.027972819224440764,0.05854996204614047,0.35297236260471554,0.04716199395360331,0.04249864703728813,0.975,0.03423265984407288,0.08499729407457626,0.45,0.06846531968814576,0.06939999999999999,0.725,0.05590169943749474,0.017071432913076577,0.0034198694386857803,0.013751039073114727,0.0,0.06624036031356781,0.0,0.0253524056188612,0.11592261904761905,0.020421362520504784,exhaustive,contrastive,0.0,0.125,0.0,0.033364743509773524,0.3161881250329316,0.026875300626692553,0.03472110064582193,0.6914456203518704,0.027967846288785913,0.0,1.0,0.0,0.08846798856083482,0.775,0.07126096406869613,0.034699999999999995,0.8875,0.02795084971874737,0.028491774339217714,-0.1628497563917157,0.022950123999306547,0.0,0.0243599159631255,0.0,0.009641587990009963,0.2657422161172161,0.007766299047805419,last,98688.0,0.007842618681911117,0.0018662706253962825,256,5,False,joint
262144,0.0013763806236966047,shared_linear,0.0,0.0625,0.0,0.013442291293673778,0.40052436548285186,0.010827765528100922,0.013845236514512419,0.5575741726159641,0.011152337900220471,0.0,0.9375,0.0,0.05754344011266618,0.63125,0.046351240544347895,0.03245887783026394,0.81875,0.02614562582918986,0.009842139781443158,-0.09009145396531175,0.007927843514179331,0.0,0.04530013813834666,0.0,0.012986632230688341,0.19753331043956043,0.010460732156559389,12583552.0,0.0,0.0,0.0,0.01978658631248405,0.46201510485261676,0.015938095114330416,0.01735840926375881,0.4265261463523763,0.013982198521263249,0.04249864703728813,0.9125,0.03423265984407288,0.09502986372714631,0.5,0.07654655446197431,0.06491775566052788,0.7625,0.05229125165837972,0.02141711128490082,-0.026195562856074477,0.01725148296639629,0.0,0.06624036031356781,0.0,0.020252033545467906,0.13026785714285716,0.01631301285672634,exhaustive,contrastive,0.0,0.125,0.0,0.010751380607700317,0.33903362611308696,0.008660236992359838,0.02065010891341011,0.6886221988795518,0.01663366256237728,0.04249864703728813,0.9625,0.03423265984407288,0.08499729407457626,0.7625,0.06846531968814576,0.0,0.875,0.0,0.005648970629032227,-0.15398734507454903,0.004550245795899066,0.0,0.0243599159631255,0.0,0.015555126285539112,0.26479876373626376,0.012529654096923366,last,98688.0,0.007842618681911117,0.0017078962497180327,256,5,False,joint
