adapter_parameters,adapter_seconds_per_example,architecture,combined_all_evidence_recall_at_3_ci95,combined_all_evidence_recall_at_3_mean,combined_all_evidence_recall_at_3_std,combined_mean_selected_normalized_position_ci95,combined_mean_selected_normalized_position_mean,combined_mean_selected_normalized_position_std,combined_mrr_ci95,combined_mrr_mean,combined_mrr_std,combined_recall_at_16_ci95,combined_recall_at_16_mean,combined_recall_at_16_std,combined_recall_at_3_ci95,combined_recall_at_3_mean,combined_recall_at_3_std,combined_recall_at_8_ci95,combined_recall_at_8_mean,combined_recall_at_8_std,combined_score_position_correlation_ci95,combined_score_position_correlation_mean,combined_score_position_correlation_std,combined_selected_fraction_at_3_ci95,combined_selected_fraction_at_3_mean,combined_selected_fraction_at_3_std,combined_target_coverage_at_3_ci95,combined_target_coverage_at_3_mean,combined_target_coverage_at_3_std,detail_kv_bytes_mean,hotpotqa_all_evidence_recall_at_3_ci95,hotpotqa_all_evidence_recall_at_3_mean,hotpotqa_all_evidence_recall_at_3_std,hotpotqa_mean_selected_normalized_position_ci95,hotpotqa_mean_selected_normalized_position_mean,hotpotqa_mean_selected_normalized_position_std,hotpotqa_mrr_ci95,hotpotqa_mrr_mean,hotpotqa_mrr_std,hotpotqa_recall_at_16_ci95,hotpotqa_recall_at_16_mean,hotpotqa_recall_at_16_std,hotpotqa_recall_at_3_ci95,hotpotqa_recall_at_3_mean,hotpotqa_recall_at_3_std,hotpotqa_recall_at_8_ci95,hotpotqa_recall_at_8_mean,hotpotqa_recall_at_8_std,hotpotqa_score_position_correlation_ci95,hotpotqa_score_position_correlation_mean,hotpotqa_score_position_correlation_std,hotpotqa_selected_fraction_at_3_ci95,hotpotqa_selected_fraction_at_3_mean,hotpotqa_selected_fraction_at_3_std,hotpotqa_target_coverage_at_3_ci95,hotpotqa_target_coverage_at_3_mean,hotpotqa_target_coverage_at_3_std,negative_policy,objective,qasper_all_evidence_recall_at_3_ci95,qasper_all_evidence_recall_at_3_mean,qasper_all_evidence_recall_at_3_std,qasper_mean_selected_normalized_position_ci95,qasper_mean_selected_normalized_position_mean,qasper_mean_selected_normalized_position_std,qasper_mrr_ci95,qasper_mrr_mean,qasper_mrr_std,qasper_recall_at_16_ci95,qasper_recall_at_16_mean,qasper_recall_at_16_std,qasper_recall_at_3_ci95,qasper_recall_at_3_mean,qasper_recall_at_3_std,qasper_recall_at_8_ci95,qasper_recall_at_8_mean,qasper_recall_at_8_std,qasper_score_position_correlation_ci95,qasper_score_position_correlation_mean,qasper_score_position_correlation_std,qasper_selected_fraction_at_3_ci95,qasper_selected_fraction_at_3_mean,qasper_selected_fraction_at_3_std,qasper_target_coverage_at_3_ci95,qasper_target_coverage_at_3_mean,qasper_target_coverage_at_3_std,query_strategy,routing_index_bytes_mean,routing_index_fraction_of_detail_kv,routing_seconds_per_example,routing_width,seeds,shuffled_labels,train_domain
262144,0.0017139831261374638,asymmetric_linear,0.0,0.0,0.0,0.10126695832396373,0.5177984846523032,0.08157053410915746,0.05808470273041222,0.17257229564855298,0.046787227578555246,0.08044864044842522,0.60625,0.06480137922914912,0.05486551740392138,0.125,0.04419417382415922,0.09660071169510086,0.35,0.07781187248742957,0.1146356990770108,0.03422235961836221,0.09233905467737971,0.0,0.04530013813834666,0.0,0.005967970398055404,0.020901900183150184,0.004807200107261658,12583552.0,0.0,0.0,0.0,0.09404392907266819,0.49250242970883845,0.07575238410578344,0.13557650016090178,0.20890598513644534,0.10920686978072319,0.15125379334086134,0.8375,0.12183492931011204,0.15518311763848538,0.125,0.125,0.2096408476418658,0.475,0.1688657010763287,0.10200948928806976,-0.009036314602823448,0.08216864279472645,0.0,0.06624036031356781,0.0,0.029760236489910052,0.025238095238095237,0.023971870251408005,exhaustive,margin,0.0,0.0,0.0,0.11335878259555494,0.5430945395957678,0.09131049846191676,0.04254833330240818,0.13623860616066064,0.034272682130224365,0.1735,0.375,0.13975424859373686,0.07759155881924269,0.125,0.0625,0.1409520663204339,0.225,0.11353688827865593,0.12965589390834995,0.07748103383954785,0.10443782149228076,0.0,0.0243599159631255,0.0,0.018873186622515473,0.016565705128205127,0.015202351671464073,last,49344.0,0.0039213093409555585,0.0021839387507498033,128,5,True,joint
