dataset,split,example_id,condition,seed,row_kind,budget_chunks,candidate_chunks,positive_chunks,authored_evidence_items,positive_chunk_ids,authored_chain_budget_feasible,full_positive_span_budget_feasible,selected_chunks,index_bytes_per_chunk,routing_setup_plus_score_ms,materialized_native_kv_tokens,active_memory_fraction,backing_native_kv_bytes,transfer_bytes,evidence_recall,evidence_precision,any_evidence,chain_completion,exact_identity,mrr,requested_chunks,mae,rmse,spearman,kendall,kl,teacher_top1_overlap,teacher_top2_overlap,teacher_top4_overlap,teacher_top8_overlap
musique,test,2hop__196348_150107,lexical_lowrank_mixed,-1,fusion,4,60,5,2,0 1 29 30 31,True,False,57 3 6 44,2048,0.0,128,0.06666666666666667,7864320,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.659325122833252,5.670107364654541,0.5133092999458313,0.34915254237288135,0.08411195129156113,0.0,0.0,0.0,0.125
musique,test,2hop__196348_150107,native_mean,-1,control,8,60,5,2,0 1 29 30 31,True,True,0 30 8 51 48 38 31 56,4096,0.0,256,0.13333333333333333,7864320,1048576,0.6,0.375,1.0,1.0,0.0,1.0,8.0,1.4835104942321777,1.5105756521224976,0.7205334901809692,0.5401129943502825,0.05813349038362503,0.0,0.5,0.5,0.5
musique,test,2hop__196348_150107,native_farthest_m2,-1,control,8,60,5,2,0 1 29 30 31,True,True,8 56 0 32 48 16 24 40,8192,0.0,256,0.13333333333333333,7864320,1048576,0.2,0.125,1.0,0.0,0.0,0.3333333333333333,8.0,1.5336310863494873,1.6435267925262451,0.7000278234481812,0.5254237288135594,0.5046067833900452,0.0,0.5,0.75,1.0
musique,test,2hop__196348_150107,exact,-1,control,8,60,5,2,0 1 29 30 31,True,True,0 3 6 7 8 12 18 21,0,21.093775052577257,256,0.13333333333333333,7864320,1048576,0.2,0.125,1.0,0.0,0.0,1.0,8.0,6.098470211029053,6.1105523109436035,0.143817737698555,0.303670745272525,0.09686999022960663,0.0,0.5,0.25,0.25
musique,test,2hop__196348_150107,bm25,-1,control,8,60,5,2,0 1 29 30 31,True,True,0 46 14 13 57 16 43 48,0,21.093775052577257,256,0.13333333333333333,7864320,1048576,0.2,0.125,1.0,0.0,0.0,1.0,8.0,5.778610706329346,5.7917561531066895,0.27507641911506653,0.19230769230769232,0.09505759924650192,0.0,0.5,0.25,0.375
musique,test,2hop__196348_150107,approximate,-1,control,8,60,5,2,0 1 29 30 31,True,True,0 25 37 3 18 24 33 8,0,21.093775052577257,256,0.13333333333333333,7864320,1048576,0.2,0.125,1.0,0.0,0.0,1.0,8.0,6.074686050415039,6.086668014526367,0.26546263694763184,0.1815594763801935,0.09666745364665985,0.0,0.5,0.25,0.375
musique,test,2hop__196348_150107,inherited_hybrid,-1,control,8,60,5,2,0 1 29 30 31,True,True,0 30 8 51 31 56 48 38,0,21.093775052577257,256,0.13333333333333333,7864320,1048576,0.6,0.375,1.0,1.0,0.0,1.0,8.0,5.816402912139893,5.8245673179626465,0.6960266828536987,0.511864406779661,0.06764484941959381,0.0,0.5,0.5,0.5
musique,test,2hop__196348_150107,rank8_zero_shot,11,seed,8,60,5,2,0 1 29 30 31,True,True,9 40 41 6 8 30 31 38,1024,4.853999940678477,256,0.13333333333333333,7864320,1048576,0.4,0.25,1.0,0.0,0.0,0.16666666666666666,8.0,4.156065940856934,4.31406307220459,0.4066685438156128,0.2903954802259887,0.7608286738395691,0.0,0.0,0.0,0.25
musique,test,2hop__196348_150107,rank8_zero_shot,23,seed,8,60,5,2,0 1 29 30 31,True,True,42 9 8 2 33 40 41 34,1024,5.248800152912736,256,0.13333333333333333,7864320,1048576,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.297568321228027,5.35755729675293,0.2143373191356659,0.1536723163841808,0.38738396763801575,0.0,0.0,0.25,0.25
musique,test,2hop__196348_150107,rank8_zero_shot,37,seed,8,60,5,2,0 1 29 30 31,True,True,40 42 41 30 32 24 43 25,1024,4.454400157555938,256,0.13333333333333333,7864320,1048576,0.2,0.125,1.0,0.0,0.0,0.25,8.0,0.8534888625144958,1.0221418142318726,0.30147263407707214,0.20564971751412428,0.2710531949996948,0.0,0.0,0.0,0.375
musique,test,2hop__196348_150107,rank8_zero_shot,53,seed,8,60,5,2,0 1 29 30 31,True,True,9 6 0 7 30 16 1 41,1024,4.713399801403284,256,0.13333333333333333,7864320,1048576,0.6,0.375,1.0,1.0,0.0,0.3333333333333333,8.0,8.829158782958984,8.911680221557617,0.4742984473705292,0.33220338983050846,0.7419406175613403,0.0,0.0,0.25,0.25
musique,test,2hop__196348_150107,rank8_zero_shot,71,seed,8,60,5,2,0 1 29 30 31,True,True,30 41 42 32 6 34 31 24,1024,4.508100217208266,256,0.13333333333333333,7864320,1048576,0.4,0.25,1.0,0.0,0.0,1.0,8.0,5.3870038986206055,5.451975345611572,0.2507363557815552,0.16045197740112993,0.39226844906806946,0.0,0.0,0.0,0.25
musique,test,2hop__196348_150107,rank8_zero_shot,-1,ensemble,8,60,5,2,0 1 29 30 31,True,True,9 41 30 40 42 6 31 8,1024,0.0,256,0.13333333333333333,7864320,1048576,0.4,0.25,1.0,0.0,0.0,0.3333333333333333,8.0,4.878087997436523,4.934649467468262,0.44945821166038513,0.31751412429378534,0.314054012298584,0.0,0.0,0.0,0.25
musique,test,2hop__196348_150107,rank16_zero_shot,11,seed,8,60,5,2,0 1 29 30 31,True,True,7 6 9 40 8 32 16 48,2048,4.4951001182198524,256,0.13333333333333333,7864320,1048576,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.3985313177108765,1.5694247484207153,0.5395944118499756,0.3706214689265537,0.28740566968917847,0.0,0.0,0.0,0.625
musique,test,2hop__196348_150107,rank16_zero_shot,23,seed,8,60,5,2,0 1 29 30 31,True,True,6 9 58 22 42 4 41 7,2048,4.828599980100989,256,0.13333333333333333,7864320,1048576,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.616289138793945,5.683952808380127,0.23773272335529327,0.15706214689265538,0.37887004017829895,0.0,0.0,0.0,0.0
musique,test,2hop__196348_150107,rank16_zero_shot,37,seed,8,60,5,2,0 1 29 30 31,True,True,6 40 31 17 41 33 34 24,2048,4.472500178962946,256,0.13333333333333333,7864320,1048576,0.2,0.125,1.0,0.0,0.0,0.3333333333333333,8.0,2.057217597961426,2.1701347827911377,0.46779665350914,0.3367231638418079,0.243535578250885,0.0,0.0,0.0,0.25
musique,test,2hop__196348_150107,rank16_zero_shot,53,seed,8,60,5,2,0 1 29 30 31,True,True,40 9 52 6 30 42 31 57,2048,4.524500109255314,256,0.13333333333333333,7864320,1048576,0.4,0.25,1.0,0.0,0.0,0.2,8.0,3.764925718307495,3.8223235607147217,0.21767158806324005,0.15141242937853108,0.2405821979045868,0.0,0.0,0.0,0.125
musique,test,2hop__196348_150107,rank16_zero_shot,71,seed,8,60,5,2,0 1 29 30 31,True,True,31 30 40 41 48 8 9 55,2048,4.664599895477295,256,0.13333333333333333,7864320,1048576,0.4,0.25,1.0,0.0,0.0,1.0,8.0,1.2940343618392944,1.478072166442871,0.3813837468624115,0.25875706214689265,0.25953221321105957,0.0,0.0,0.0,0.375
musique,test,2hop__196348_150107,rank16_zero_shot,-1,ensemble,8,60,5,2,0 1 29 30 31,True,True,6 40 9 31 41 8 30 7,2048,0.0,256,0.13333333333333333,7864320,1048576,0.4,0.25,1.0,0.0,0.0,0.25,8.0,2.820068836212158,2.871497392654419,0.5008057951927185,0.3581920903954802,0.16406123340129852,0.0,0.0,0.0,0.25
musique,test,2hop__196348_150107,rank8_centroid8_zero_shot,11,seed,8,60,5,2,0 1 29 30 31,True,True,9 38 31 30 41 8 42 1,256,850.1780000515282,256,0.13333333333333333,7864320,1048576,0.6,0.375,1.0,1.0,0.0,0.3333333333333333,8.0,1.661391019821167,2.065429210662842,0.10102806240320206,0.06779661016949153,1.544193983078003,0.0,0.0,0.0,0.125
musique,test,2hop__196348_150107,rank8_centroid8_zero_shot,23,seed,8,60,5,2,0 1 29 30 31,True,True,9 30 40 34 8 19 31 33,256,800.5642998032272,256,0.13333333333333333,7864320,1048576,0.4,0.25,1.0,0.0,0.0,0.5,8.0,3.5726101398468018,3.7155818939208984,0.1734926402568817,0.12203389830508475,0.5406469106674194,0.0,0.0,0.0,0.25
musique,test,2hop__196348_150107,rank8_centroid8_zero_shot,37,seed,8,60,5,2,0 1 29 30 31,True,True,40 25 51 30 31 27 41 8,256,810.4692997876555,256,0.13333333333333333,7864320,1048576,0.4,0.25,1.0,0.0,0.0,0.25,8.0,1.5554077625274658,1.8456251621246338,0.23128648102283478,0.1536723163841808,0.5257453322410583,0.0,0.0,0.0,0.25
musique,test,2hop__196348_150107,rank8_centroid8_zero_shot,53,seed,8,60,5,2,0 1 29 30 31,True,True,9 0 1 30 16 47 8 38,256,890.8611000515521,256,0.13333333333333333,7864320,1048576,0.6,0.375,1.0,1.0,0.0,0.5,8.0,6.95708703994751,7.083385467529297,0.42072802782058716,0.29152542372881357,1.0033602714538574,0.0,0.5,0.25,0.375
musique,test,2hop__196348_150107,rank8_centroid8_zero_shot,71,seed,8,60,5,2,0 1 29 30 31,True,True,30 58 33 31 51 38 25 19,256,805.5745998863131,256,0.13333333333333333,7864320,1048576,0.4,0.25,1.0,0.0,0.0,1.0,8.0,2.5072433948516846,2.7645187377929688,0.001778271864168346,0.00903954802259887,0.9030704498291016,0.0,0.0,0.0,0.0
musique,test,2hop__196348_150107,rank8_centroid8_zero_shot,-1,ensemble,8,60,5,2,0 1 29 30 31,True,True,30 9 31 8 38 41 40 25,256,0.0,256,0.13333333333333333,7864320,1048576,0.4,0.25,1.0,0.0,0.0,1.0,8.0,2.536416530609131,2.6960487365722656,0.25379273295402527,0.17627118644067796,0.5176404714584351,0.0,0.0,0.25,0.25
musique,test,2hop__196348_150107,rank8_retrained,11,seed,8,60,5,2,0 1 29 30 31,True,True,1 32 51 36 56 0 34 33,1024,4.566699964925647,256,0.13333333333333333,7864320,1048576,0.4,0.25,1.0,0.0,0.0,1.0,8.0,0.9046704173088074,1.0851783752441406,0.2878577411174774,0.19096045197740114,0.2227688729763031,0.0,0.0,0.0,0.375
musique,test,2hop__196348_150107,rank8_retrained,23,seed,8,60,5,2,0 1 29 30 31,True,True,1 56 51 54 36 52 30 0,1024,4.4368000235408545,256,0.13333333333333333,7864320,1048576,0.6,0.375,1.0,1.0,0.0,1.0,8.0,0.7504201531410217,0.8998650908470154,0.2584051489830017,0.17401129943502824,0.1772276759147644,0.0,0.5,0.25,0.25
musique,test,2hop__196348_150107,rank8_retrained,37,seed,8,60,5,2,0 1 29 30 31,True,True,50 48 52 1 36 32 34 30,1024,4.819200141355395,256,0.13333333333333333,7864320,1048576,0.4,0.25,1.0,1.0,0.0,0.25,8.0,0.4432770311832428,0.5550158619880676,0.3098638653755188,0.2033898305084746,0.1690337061882019,0.0,0.0,0.0,0.25
musique,test,2hop__196348_150107,rank8_retrained,53,seed,8,60,5,2,0 1 29 30 31,True,True,47 1 48 51 30 54 0 50,1024,4.778699949383736,256,0.13333333333333333,7864320,1048576,0.6,0.375,1.0,1.0,0.0,0.5,8.0,0.719431459903717,0.8681764602661133,0.4046124219894409,0.2745762711864407,0.22458790242671967,0.0,0.0,0.0,0.25
musique,test,2hop__196348_150107,rank8_retrained,71,seed,8,60,5,2,0 1 29 30 31,True,True,0 56 32 1 30 51 33 48,1024,4.523700103163719,256,0.13333333333333333,7864320,1048576,0.6,0.375,1.0,1.0,0.0,1.0,8.0,3.868384599685669,3.8917343616485596,0.5246457457542419,0.3728813559322034,0.08506157994270325,0.0,1.0,0.5,0.5
musique,test,2hop__196348_150107,rank8_retrained,-1,ensemble,8,60,5,2,0 1 29 30 31,True,True,1 51 30 32 0 56 48 50,1024,0.0,256,0.13333333333333333,7864320,1048576,0.6,0.375,1.0,1.0,0.0,1.0,8.0,0.6478185057640076,0.7561272382736206,0.43706586956977844,0.30056497175141245,0.12274953722953796,0.0,0.0,0.0,0.5
musique,test,2hop__196348_150107,rank16_retrained,11,seed,8,60,5,2,0 1 29 30 31,True,True,32 51 56 36 50 40 34 8,2048,4.69370000064373,256,0.13333333333333333,7864320,1048576,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.7676777839660645,3.8553452491760254,0.49952763319015503,0.3446327683615819,0.26622968912124634,0.0,0.0,0.25,0.5
musique,test,2hop__196348_150107,rank16_retrained,23,seed,8,60,5,2,0 1 29 30 31,True,True,32 56 40 3 49 50 24 37,2048,4.722800105810165,256,0.13333333333333333,7864320,1048576,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.7997920513153076,2.8597888946533203,0.47079747915267944,0.3107344632768362,0.13863836228847504,0.0,0.5,0.25,0.5
musique,test,2hop__196348_150107,rank16_retrained,37,seed,8,60,5,2,0 1 29 30 31,True,True,12 36 32 33 25 24 26 34,2048,4.461900098249316,256,0.13333333333333333,7864320,1048576,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.104053497314453,3.17024827003479,0.2994720935821533,0.20225988700564973,0.21097394824028015,0.0,0.0,0.0,0.25
musique,test,2hop__196348_150107,rank16_retrained,53,seed,8,60,5,2,0 1 29 30 31,True,True,47 52 32 42 33 51 48 14,2048,4.827100085094571,256,0.13333333333333333,7864320,1048576,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.222236156463623,3.2676873207092285,0.035565439611673355,0.023728813559322035,0.1699097752571106,0.0,0.0,0.0,0.25
musique,test,2hop__196348_150107,rank16_retrained,71,seed,8,60,5,2,0 1 29 30 31,True,True,5 56 1 27 30 21 28 51,2048,4.844199866056442,256,0.13333333333333333,7864320,1048576,0.4,0.25,1.0,1.0,0.0,0.3333333333333333,8.0,2.33145809173584,2.5044138431549072,0.2650180459022522,0.18983050847457628,0.394247442483902,0.0,0.5,0.25,0.125
musique,test,2hop__196348_150107,rank16_retrained,-1,ensemble,8,60,5,2,0 1 29 30 31,True,True,32 56 33 36 51 52 47 34,2048,0.0,256,0.13333333333333333,7864320,1048576,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.577913224697113,0.7134959101676941,0.4833564758300781,0.33785310734463275,0.11452163755893707,0.0,0.5,0.25,0.25
musique,test,2hop__196348_150107,rank8_centroid8_retrained,11,seed,8,60,5,2,0 1 29 30 31,True,True,0 30 51 31 50 35 29 1,256,872.8919001296163,256,0.13333333333333333,7864320,1048576,1.0,0.625,1.0,1.0,0.0,1.0,8.0,0.8291686177253723,1.041289210319519,0.23817728459835052,0.17401129943502824,0.2828449606895447,0.0,0.5,0.25,0.125
musique,test,2hop__196348_150107,rank8_centroid8_retrained,23,seed,8,60,5,2,0 1 29 30 31,True,True,55 1 31 50 5 38 56 51,256,805.8991997968405,256,0.13333333333333333,7864320,1048576,0.4,0.25,1.0,1.0,0.0,0.5,8.0,0.8463424444198608,1.0652347803115845,0.12331203371286392,0.09152542372881356,0.29077500104904175,0.0,0.0,0.0,0.125
musique,test,2hop__196348_150107,rank8_centroid8_retrained,37,seed,8,60,5,2,0 1 29 30 31,True,True,50 31 30 1 34 36 49 51,256,857.513900147751,256,0.13333333333333333,7864320,1048576,0.6,0.375,1.0,1.0,0.0,0.5,8.0,1.1832547187805176,1.3647626638412476,0.14498473703861237,0.09943502824858758,0.2502879798412323,0.0,0.0,0.0,0.0
musique,test,2hop__196348_150107,rank8_centroid8_retrained,53,seed,8,60,5,2,0 1 29 30 31,True,True,47 35 43 54 5 30 51 3,256,850.9551000315696,256,0.13333333333333333,7864320,1048576,0.2,0.125,1.0,0.0,0.0,0.16666666666666666,8.0,2.057626247406006,2.212111473083496,0.1784384548664093,0.12768361581920903,0.3014707565307617,0.0,0.0,0.0,0.0
musique,test,2hop__196348_150107,rank8_centroid8_retrained,71,seed,8,60,5,2,0 1 29 30 31,True,True,51 0 30 8 13 31 40 50,256,900.6493000779301,256,0.13333333333333333,7864320,1048576,0.6,0.375,1.0,1.0,0.0,0.5,8.0,4.642394542694092,4.6610188484191895,0.5196999311447144,0.3593220338983051,0.0921785831451416,0.0,0.5,0.5,0.375
musique,test,2hop__196348_150107,rank8_centroid8_retrained,-1,ensemble,8,60,5,2,0 1 29 30 31,True,True,30 50 51 31 0 1 35 38,256,0.0,256,0.13333333333333333,7864320,1048576,0.8,0.5,1.0,1.0,0.0,1.0,8.0,1.866916298866272,1.950603723526001,0.2742428481578827,0.1977401129943503,0.17025992274284363,0.0,0.0,0.0,0.125
musique,test,2hop__196348_150107,rank8_mixed,11,seed,8,60,5,2,0 1 29 30 31,True,True,24 6 30 34 16 2 39 42,1024,4.290600074455142,256,0.13333333333333333,7864320,1048576,0.2,0.125,1.0,0.0,0.0,0.3333333333333333,8.0,2.490532398223877,2.5858333110809326,0.3438177704811096,0.24067796610169492,0.21935957670211792,0.0,0.0,0.25,0.25
musique,test,2hop__196348_150107,rank8_mixed,23,seed,8,60,5,2,0 1 29 30 31,True,True,30 0 18 1 8 7 56 4,1024,4.684300161898136,256,0.13333333333333333,7864320,1048576,0.6,0.375,1.0,1.0,0.0,1.0,8.0,3.9954729080200195,4.020963668823242,0.3886079490184784,0.2576271186440678,0.12205514311790466,0.0,0.5,0.25,0.375
musique,test,2hop__196348_150107,rank8_mixed,37,seed,8,60,5,2,0 1 29 30 31,True,True,31 8 47 21 3 51 44 48,1024,4.619400016963482,256,0.13333333333333333,7864320,1048576,0.2,0.125,1.0,0.0,0.0,1.0,8.0,0.4828213155269623,0.6126644611358643,0.6398444175720215,0.45649717514124294,0.1577533483505249,0.0,0.0,0.25,0.25
musique,test,2hop__196348_150107,rank8_mixed,53,seed,8,60,5,2,0 1 29 30 31,True,True,25 40 24 56 29 32 26 33,1024,4.926200024783611,256,0.13333333333333333,7864320,1048576,0.2,0.125,1.0,0.0,0.0,0.2,8.0,5.273305416107178,5.310656547546387,0.3141428232192993,0.2135593220338983,0.16846193373203278,0.0,0.0,0.5,0.5
musique,test,2hop__196348_150107,rank8_mixed,71,seed,8,60,5,2,0 1 29 30 31,True,True,30 4 34 44 32 31 40 7,1024,4.796799970790744,256,0.13333333333333333,7864320,1048576,0.4,0.25,1.0,0.0,0.0,1.0,8.0,0.5260659456253052,0.669281005859375,0.27140873670578003,0.17853107344632768,0.15274487435817719,0.0,0.0,0.0,0.25
musique,test,2hop__196348_150107,rank8_mixed,-1,ensemble,8,60,5,2,0 1 29 30 31,True,True,30 24 32 0 31 8 34 6,1024,0.0,256,0.13333333333333333,7864320,1048576,0.6,0.375,1.0,1.0,0.0,1.0,8.0,2.306950330734253,2.3283324241638184,0.644512414932251,0.480225988700565,0.057901833206415176,0.0,0.0,0.5,0.5
musique,test,2hop__196348_150107,rank16_mixed,11,seed,8,60,5,2,0 1 29 30 31,True,True,58 4 44 57 31 41 59 21,2048,4.450799897313118,256,0.13333333333333333,7864320,1048576,0.2,0.125,1.0,0.0,0.0,0.2,8.0,0.8205065131187439,0.9987708926200867,0.31230899691581726,0.2033898305084746,0.23035165667533875,0.0,0.0,0.0,0.0
musique,test,2hop__196348_150107,rank16_mixed,23,seed,8,60,5,2,0 1 29 30 31,True,True,20 39 15 3 18 36 13 56,2048,4.797799978405237,256,0.13333333333333333,7864320,1048576,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.7987141609191895,5.897623062133789,-0.01944984681904316,-0.003389830508474576,0.5672057271003723,0.0,0.0,0.0,0.125
musique,test,2hop__196348_150107,rank16_mixed,37,seed,8,60,5,2,0 1 29 30 31,True,True,47 6 8 32 44 18 19 51,2048,4.327000118792057,256,0.13333333333333333,7864320,1048576,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.5924787521362305,0.7123216986656189,0.38816338777542114,0.27005649717514124,0.28288501501083374,0.0,0.0,0.25,0.25
musique,test,2hop__196348_150107,rank16_mixed,53,seed,8,60,5,2,0 1 29 30 31,True,True,30 0 1 31 21 3 17 13,2048,4.457500064745545,256,0.13333333333333333,7864320,1048576,0.8,0.5,1.0,1.0,0.0,1.0,8.0,3.756477117538452,3.8220064640045166,0.6448457837104797,0.48700564971751414,0.2825031280517578,0.0,0.5,0.25,0.125
musique,test,2hop__196348_150107,rank16_mixed,71,seed,8,60,5,2,0 1 29 30 31,True,True,44 4 34 51 47 52 6 57,2048,5.092900013551116,256,0.13333333333333333,7864320,1048576,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.143698215484619,7.201956272125244,0.158488467335701,0.10734463276836158,0.46547818183898926,0.0,0.0,0.0,0.0
musique,test,2hop__196348_150107,rank16_mixed,-1,ensemble,8,60,5,2,0 1 29 30 31,True,True,44 6 41 3 56 57 34 4,2048,0.0,256,0.13333333333333333,7864320,1048576,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.1460663080215454,1.2361772060394287,0.4781883955001831,0.31864406779661014,0.12698468565940857,0.0,0.0,0.0,0.125
musique,test,2hop__196348_150107,rank8_centroid8_mixed,11,seed,8,60,5,2,0 1 29 30 31,True,True,30 42 26 6 34 24 9 25,256,823.2032998930663,256,0.13333333333333333,7864320,1048576,0.2,0.125,1.0,0.0,0.0,1.0,8.0,3.952014684677124,4.005003929138184,0.2584051489830017,0.17062146892655367,0.23907360434532166,0.0,0.0,0.0,0.125
musique,test,2hop__196348_150107,rank8_centroid8_mixed,23,seed,8,60,5,2,0 1 29 30 31,True,True,30 6 1 38 21 56 5 4,256,846.2219000793993,256,0.13333333333333333,7864320,1048576,0.4,0.25,1.0,1.0,0.0,1.0,8.0,4.882391452789307,4.905214309692383,0.37499305605888367,0.25536723163841807,0.13589546084403992,0.0,0.0,0.0,0.125
musique,test,2hop__196348_150107,rank8_centroid8_mixed,37,seed,8,60,5,2,0 1 29 30 31,True,True,31 8 21 10 33 36 44 25,256,892.7518001291901,256,0.13333333333333333,7864320,1048576,0.2,0.125,1.0,0.0,0.0,1.0,8.0,2.1684682369232178,2.358405113220215,0.45056959986686707,0.30621468926553674,0.41071662306785583,0.0,0.0,0.25,0.125
musique,test,2hop__196348_150107,rank8_centroid8_mixed,53,seed,8,60,5,2,0 1 29 30 31,True,True,40 24 25 32 56 39 8 38,256,835.9413999132812,256,0.13333333333333333,7864320,1048576,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.372912406921387,6.402499198913574,0.29363712668418884,0.2033898305084746,0.16924799978733063,0.0,0.0,0.25,0.625
musique,test,2hop__196348_150107,rank8_centroid8_mixed,71,seed,8,60,5,2,0 1 29 30 31,True,True,4 43 30 57 41 3 34 44,256,830.8749001007527,256,0.13333333333333333,7864320,1048576,0.2,0.125,1.0,0.0,0.0,0.3333333333333333,8.0,0.6449794173240662,0.8100253343582153,0.18277300894260406,0.10734463276836158,0.20469513535499573,0.0,0.0,0.0,0.0
musique,test,2hop__196348_150107,rank8_centroid8_mixed,-1,ensemble,8,60,5,2,0 1 29 30 31,True,True,30 25 8 31 24 21 6 41,256,0.0,256,0.13333333333333333,7864320,1048576,0.4,0.25,1.0,0.0,0.0,1.0,8.0,3.58659291267395,3.607940912246704,0.5630453824996948,0.40790960451977404,0.09167980402708054,0.0,0.0,0.25,0.25
musique,test,2hop__196348_150107,best_lexical,-1,derived,8,60,5,2,0 1 29 30 31,True,True,0 46 14 13 57 16 43 48,0,21.093775052577257,256,0.13333333333333333,7864320,1048576,0.2,0.125,1.0,0.0,0.0,1.0,8.0,5.778610706329346,5.7917561531066895,0.27507641911506653,0.19230769230769232,0.09505759924650192,0.0,0.5,0.25,0.375
musique,test,2hop__196348_150107,lexical_lowrank_zero_shot,-1,fusion,8,60,5,2,0 1 29 30 31,True,True,0 46 16 14 57 13 8 48,2048,0.0,256,0.13333333333333333,7864320,1048576,0.2,0.125,1.0,0.0,0.0,1.0,8.0,5.7603983879089355,5.771009922027588,0.39849960803985596,0.2824858757062147,0.08015206456184387,0.0,0.5,0.25,0.5
musique,test,2hop__196348_150107,lexical_lowrank_retrained,-1,fusion,8,60,5,2,0 1 29 30 31,True,True,33 56 0 32 52 36 50 34,2048,0.0,256,0.13333333333333333,7864320,1048576,0.2,0.125,1.0,0.0,0.0,0.3333333333333333,8.0,5.63886833190918,5.649315357208252,0.5138094425201416,0.36271186440677966,0.07725891470909119,0.0,0.5,0.5,0.375
musique,test,2hop__196348_150107,lexical_lowrank_mixed,-1,fusion,8,60,5,2,0 1 29 30 31,True,True,57 3 6 44 18 56 34 13,2048,0.0,256,0.13333333333333333,7864320,1048576,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.659325122833252,5.670107364654541,0.5133092999458313,0.34915254237288135,0.08411195129156113,0.0,0.0,0.0,0.125
musique,test,2hop__216959_204037,native_mean,-1,control,4,68,6,2,57 58 59 60 61 62,True,False,56 9 48 8,4096,0.0,128,0.05923183711244794,8851456,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.570892572402954,1.597834825515747,0.7606214880943298,0.5539947322212467,0.0552932433784008,1.0,0.5,0.75,0.5
musique,test,2hop__216959_204037,native_farthest_m2,-1,control,4,68,6,2,57 58 59 60 61 62,True,False,8 56 48 32,8192,0.0,128,0.05923183711244794,8851456,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.6023272275924683,1.7342844009399414,0.6089246869087219,0.44776119402985076,0.5437302589416504,0.0,1.0,0.75,0.875
musique,test,2hop__216959_204037,exact,-1,control,4,68,6,2,57 58 59 60 61 62,True,False,58 19 29 33,0,19.59957502549514,128,0.05923183711244794,8851456,524288,0.16666666666666666,0.25,1.0,1.0,0.0,1.0,4.0,6.226093292236328,6.2404913902282715,-0.21071116626262665,-0.05045871559633028,0.10971785336732864,0.0,0.0,0.0,0.125
musique,test,2hop__216959_204037,bm25,-1,control,4,68,6,2,57 58 59 60 61 62,True,False,58 3 1 33,0,19.59957502549514,128,0.05923183711244794,8851456,524288,0.16666666666666666,0.25,1.0,1.0,0.0,1.0,4.0,6.107154369354248,6.122488021850586,-0.07859679311513901,-0.040289723856948845,0.11709186434745789,0.0,0.0,0.0,0.0
musique,test,2hop__216959_204037,approximate,-1,control,4,68,6,2,57 58 59 60 61 62,True,False,58 33 19 29,0,19.59957502549514,128,0.05923183711244794,8851456,524288,0.16666666666666666,0.25,1.0,1.0,0.0,1.0,4.0,6.20932674407959,6.222417831420898,-0.11058519035577774,-0.056028686687584046,0.10089810192584991,0.0,0.0,0.0,0.125
musique,test,2hop__216959_204037,inherited_hybrid,-1,control,4,68,6,2,57 58 59 60 61 62,True,False,56 58 9 48,0,19.59957502549514,128,0.05923183711244794,8851456,524288,0.16666666666666666,0.25,1.0,1.0,0.0,0.5,4.0,5.947833061218262,5.956698417663574,0.672977864742279,0.47322212467076386,0.06829944252967834,1.0,0.5,0.5,0.375
musique,test,2hop__216959_204037,rank8_zero_shot,11,seed,4,68,6,2,57 58 59 60 61 62,True,False,33 19 31 28,1024,5.19739999435842,128,0.05923183711244794,8851456,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.245349407196045,5.3300251960754395,-0.01282589603215456,-0.01755926251097454,0.46269577741622925,0.0,0.0,0.0,0.125
musique,test,2hop__216959_204037,rank8_zero_shot,23,seed,4,68,6,2,57 58 59 60 61 62,True,False,24 19 28 33,1024,4.794699838384986,128,0.05923183711244794,8851456,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.1059136390686035,6.1744818687438965,-0.05962514877319336,-0.03424056189640035,0.438241571187973,0.0,0.0,0.0,0.125
musique,test,2hop__216959_204037,rank8_zero_shot,37,seed,4,68,6,2,57 58 59 60 61 62,True,False,33 19 17 29,1024,5.20070013590157,128,0.05923183711244794,8851456,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.5407421588897705,3.6163835525512695,0.015383441932499409,0.000877963125548727,0.27985522150993347,0.0,0.0,0.0,0.125
