cell_id,sequence_id,repeat,strategy_id,strategy_config_id,official_resolved_count,issue_count,calls,cumulative_full_tokens,cumulative_materialized_tokens,candidate_trajectory_gross_saving_fraction,failure_aware_saving_vs_persistent_full,calls_delta_vs_persistent_full,evidence_admissible
independent-n2-a__S01_persistent_full__r01,independent-n2-a,1,S01_persistent_full,default,2,2,42,330537,330537,0.0,,,True
independent-n2-a__S01_persistent_full__r02,independent-n2-a,2,S01_persistent_full,default,2,2,39,292686,292686,0.0,,,True
independent-n2-a__S03_completed_episode_spine-r4m2v2_tasks1__r01,independent-n2-a,1,S03_completed_episode_spine,r4m2v2_tasks1,2,2,35,253582,209878,0.17234661766213688,0.3650393148119575,-7,True
