method,examples,mean_ari,mean_nmi,mean_pairwise_f1,mean_boundary_f1,mean_cluster_count_error,interleaved_ari,contiguous_ari
global,120,0.0,2.3549918729975553e-18,0.49117919644176256,0.0,2.5,0.0,0.0
fixed_window,120,0.27149680434968115,0.4376763727577745,0.5558959787389369,0.2652243323623724,0.26666666666666666,0.01492767385639937,0.5280659348429629
clause_proxy,120,0.27149680434968115,0.4376763727577745,0.5558959787389369,0.2652243323623724,0.26666666666666666,0.01492767385639937,0.5280659348429629
embedding_kmeans,120,0.5627509322322166,0.6849205689485519,0.7716195157739004,0.7354557197545493,1.15,0.519460984183776,0.6060408802806574
graph_cc,120,0.8317935439013634,0.8323698648985058,0.9986889641064214,0.8330459770114943,0.03333333333333333,0.8302537544693932,0.8333333333333334
graph_label_propagation,120,0.7711287000296697,0.8022443903952006,0.9405526504555144,0.7596703190149017,0.4583333333333333,0.7828327020230993,0.7594246980362401
