split,seed,example_id,method,facets,units,interleaved,shared_entity,ari,nmi,pairwise_f1,boundary_f1,cluster_count_error,predicted_clusters,iterations,converged,edges
test,139,test-s139-e009,graph_cc,4,16,0,1,1.0,1.0,1.0,1.0,0,4,3,1,40
test,139,test-s139-e009,graph_label_propagation,4,16,0,1,0.8926174496644296,0.9405389643823451,0.9130434782608696,0.6666666666666666,1,5,4,1,40
test,139,test-s139-e010,global,5,20,1,1,0.0,0.0,0.2882882882882883,0.0,4,1,1,1,0
test,139,test-s139-e010,fixed_window,5,20,1,1,0.03651115618661259,0.3573464714395966,0.19354838709677422,0.4,0,5,1,1,0
test,139,test-s139-e010,clause_proxy,5,20,1,1,0.03651115618661259,0.3573464714395966,0.19354838709677422,0.4,0,5,1,1,0
test,139,test-s139-e010,embedding_kmeans,5,20,1,1,0.5997384861252361,0.8049697290777962,0.6881720430107526,0.896551724137931,2,3,2,1,0
test,139,test-s139-e010,graph_cc,5,20,1,1,1.0,1.0,1.0,1.0,0,5,3,1,48
test,139,test-s139-e010,graph_label_propagation,5,20,1,1,0.8781530568619068,0.9495734587790958,0.896551724137931,0.9696969696969697,1,6,4,1,48
test,139,test-s139-e011,global,6,24,1,1,0.0,0.0,0.24203821656050956,0.0,5,1,1,1,0
test,139,test-s139-e011,fixed_window,6,24,1,1,0.06377204884667573,0.4226203880112351,0.18918918918918917,0.45454545454545453,0,6,1,1,0
test,139,test-s139-e011,clause_proxy,6,24,1,1,0.06377204884667573,0.4226203880112351,0.18918918918918917,0.45454545454545453,0,6,1,1,0
test,139,test-s139-e011,embedding_kmeans,6,24,1,1,0.4387299921280504,0.7270777032902765,0.5507246376811594,0.7407407407407407,3,3,3,1,0
test,139,test-s139-e011,graph_cc,6,24,1,1,1.0,1.0,1.0,1.0,0,6,3,1,56
test,139,test-s139-e011,graph_label_propagation,6,24,1,1,1.0,1.0,1.0,1.0,0,6,3,1,56
test,139,test-s139-e012,global,1,4,0,0,0.0,0.0,1.0,0.0,0,1,1,1,0
test,139,test-s139-e012,fixed_window,1,4,0,0,0.0,0.0,1.0,0.0,0,1,1,1,0
test,139,test-s139-e012,clause_proxy,1,4,0,0,0.0,0.0,1.0,0.0,0,1,1,1,0
test,139,test-s139-e012,embedding_kmeans,1,4,0,0,0.0,0.0,1.0,0.0,0,1,2,1,0
test,139,test-s139-e012,graph_cc,1,4,0,0,0.0,0.0,1.0,0.0,0,1,2,1,10
test,139,test-s139-e012,graph_label_propagation,1,4,0,0,0.0,0.0,1.0,0.0,0,1,5,1,10
test,139,test-s139-e013,global,2,8,0,0,0.0,0.0,0.6341463414634146,0.0,1,1,1,1,0
test,139,test-s139-e013,fixed_window,2,8,0,0,0.4948453608247423,0.5615896365639194,0.7199999999999999,0.0,0,2,1,1,0
test,139,test-s139-e013,clause_proxy,2,8,0,0,0.4948453608247423,0.5615896365639194,0.7199999999999999,0.0,0,2,1,1,0
test,139,test-s139-e013,embedding_kmeans,2,8,0,0,1.0,1.0,1.0,1.0,0,2,2,1,0
test,139,test-s139-e013,graph_cc,2,8,0,0,1.0,1.0,1.0,1.0,0,2,3,1,20
test,139,test-s139-e013,graph_label_propagation,2,8,0,0,0.7068062827225131,0.8088173345281335,0.8181818181818181,0.5,1,3,4,0,20
test,139,test-s139-e014,global,3,12,1,0,0.0,0.0,0.4470588235294118,0.0,2,1,1,1,0
test,139,test-s139-e014,fixed_window,3,12,1,0,-0.16382252559726962,0.03477263292312078,0.16216216216216214,0.1818181818181818,0,3,1,1,0
test,139,test-s139-e014,clause_proxy,3,12,1,0,-0.16382252559726962,0.03477263292312078,0.16216216216216214,0.1818181818181818,0,3,1,1,0
test,139,test-s139-e014,embedding_kmeans,3,12,1,0,0.5512239347234815,0.7426931039502302,0.7169811320754718,0.8750000000000001,1,2,2,1,0
test,139,test-s139-e014,graph_cc,3,12,1,0,1.0,1.0,1.0,1.0,0,3,3,1,28
test,139,test-s139-e014,graph_label_propagation,3,12,1,0,1.0,1.0,1.0,1.0,0,3,4,1,28
test,139,test-s139-e015,global,4,16,1,1,0.0,0.0,0.3448275862068966,0.0,3,1,1,1,0
test,139,test-s139-e015,fixed_window,4,16,1,1,-0.10256410256410256,0.17711731662263688,0.12244897959183673,0.375,0,4,1,1,0
test,139,test-s139-e015,clause_proxy,4,16,1,1,-0.10256410256410256,0.17711731662263688,0.12244897959183673,0.375,0,4,1,1,0
test,139,test-s139-e015,embedding_kmeans,4,16,1,1,0.7423971377459749,0.877664269163566,0.8064516129032258,0.9600000000000001,1,3,2,1,0
test,139,test-s139-e015,graph_cc,4,16,1,1,1.0,1.0,1.0,1.0,0,4,3,1,38
test,139,test-s139-e015,graph_label_propagation,4,16,1,1,0.8926174496644296,0.946028574656212,0.9130434782608696,1.0,1,5,3,0,38
test,139,test-s139-e016,global,5,21,0,1,0.0,0.0,0.29959514170040485,0.0,4,1,1,1,0
test,139,test-s139-e016,fixed_window,5,21,0,1,0.48607594936708864,0.7283933868688903,0.5671641791044775,0.22222222222222224,1,6,1,1,0
test,139,test-s139-e016,clause_proxy,5,21,0,1,0.48607594936708864,0.7283933868688903,0.5671641791044775,0.22222222222222224,1,6,1,1,0
test,139,test-s139-e016,embedding_kmeans,5,21,0,1,0.6558212941604953,0.8198955189645432,0.7326732673267327,0.8571428571428571,2,3,3,1,0
test,139,test-s139-e016,graph_cc,5,21,0,1,1.0,1.0,1.0,1.0,0,5,3,1,54
test,139,test-s139-e016,graph_label_propagation,5,21,0,1,0.816465652857892,0.9149184409497456,0.8437499999999999,0.5333333333333333,2,7,4,0,54
test,139,test-s139-e017,global,6,24,0,1,0.0,0.0,0.24203821656050956,0.0,5,1,1,1,0
test,139,test-s139-e017,fixed_window,6,24,0,1,0.7815468113975578,0.8888560918144848,0.8108108108108109,0.6,0,6,1,1,0
test,139,test-s139-e017,clause_proxy,6,24,0,1,0.7815468113975578,0.8888560918144848,0.8108108108108109,0.6,0,6,1,1,0
test,139,test-s139-e017,embedding_kmeans,6,24,0,1,0.45516595289079226,0.7367670551555872,0.562962962962963,1.0,3,3,4,1,0
test,139,test-s139-e017,graph_cc,6,24,0,1,1.0,1.0,1.0,1.0,0,6,3,1,56
test,139,test-s139-e017,graph_label_propagation,6,24,0,1,1.0,1.0,1.0,1.0,0,6,4,0,56
test,139,test-s139-e018,global,1,4,1,0,0.0,0.0,1.0,0.0,0,1,1,1,0
test,139,test-s139-e018,fixed_window,1,4,1,0,0.0,0.0,1.0,0.0,0,1,1,1,0
test,139,test-s139-e018,clause_proxy,1,4,1,0,0.0,0.0,1.0,0.0,0,1,1,1,0
test,139,test-s139-e018,embedding_kmeans,1,4,1,0,0.0,0.0,1.0,0.0,0,1,2,1,0
test,139,test-s139-e018,graph_cc,1,4,1,0,0.0,0.0,1.0,0.0,0,1,3,1,10
test,139,test-s139-e018,graph_label_propagation,1,4,1,0,0.0,0.0,1.0,0.0,0,1,2,1,10
test,139,test-s139-e019,global,2,8,1,0,0.0,0.0,0.6341463414634146,0.0,1,1,1,1,0
test,139,test-s139-e019,fixed_window,2,8,1,0,0.4948453608247423,0.5615896365639194,0.7199999999999999,0.0,0,2,1,1,0
test,139,test-s139-e019,clause_proxy,2,8,1,0,0.4948453608247423,0.5615896365639194,0.7199999999999999,0.0,0,2,1,1,0
test,139,test-s139-e019,embedding_kmeans,2,8,1,0,1.0,1.0,1.0,1.0,0,2,2,1,0
test,139,test-s139-e019,graph_cc,2,8,1,0,1.0,1.0,1.0,1.0,0,2,3,1,18
test,139,test-s139-e019,graph_label_propagation,2,8,1,0,0.5555555555555556,0.7587783932316693,0.7000000000000001,0.5,1,3,2,1,18
test,139,test-s139-e020,global,3,13,0,0,0.0,0.0,0.44000000000000006,0.0,2,1,1,1,0
test,139,test-s139-e020,fixed_window,3,13,0,0,0.6649484536082474,0.7735547166928246,0.7499999999999999,0.4,1,4,1,1,0
test,139,test-s139-e020,clause_proxy,3,13,0,0,0.6649484536082474,0.7735547166928246,0.7499999999999999,0.4,1,4,1,1,0
test,139,test-s139-e020,embedding_kmeans,3,13,0,0,1.0,1.0,1.0,1.0,0,3,2,1,0
test,139,test-s139-e020,graph_cc,3,13,0,0,1.0,1.0,1.0,1.0,0,3,3,1,32
test,139,test-s139-e020,graph_label_propagation,3,13,0,0,1.0,1.0,1.0,1.0,0,3,2,1,32
test,139,test-s139-e021,global,4,16,0,1,0.0,0.0,0.3448275862068966,0.0,3,1,1,1,0
test,139,test-s139-e021,fixed_window,4,16,0,1,0.8205128205128205,0.8922809440345983,0.8571428571428572,0.6666666666666666,0,4,1,1,0
test,139,test-s139-e021,clause_proxy,4,16,0,1,0.8205128205128205,0.8922809440345983,0.8571428571428572,0.6666666666666666,0,4,1,1,0
test,139,test-s139-e021,embedding_kmeans,4,16,0,1,0.7423971377459749,0.877664269163566,0.8064516129032258,1.0,1,3,2,1,0
test,139,test-s139-e021,graph_cc,4,16,0,1,1.0,1.0,1.0,1.0,0,4,3,1,40
test,139,test-s139-e021,graph_label_propagation,4,16,0,1,1.0,1.0,1.0,1.0,0,4,2,1,40
test,139,test-s139-e022,global,5,20,1,1,0.0,0.0,0.2882882882882883,0.0,4,1,1,1,0
test,139,test-s139-e022,fixed_window,5,20,1,1,0.03651115618661259,0.3843706408441569,0.19354838709677422,0.3,0,5,1,1,0
test,139,test-s139-e022,clause_proxy,5,20,1,1,0.03651115618661259,0.3843706408441569,0.19354838709677422,0.3,0,5,1,1,0
test,139,test-s139-e022,embedding_kmeans,5,20,1,1,0.3252103595235493,0.6814944142686116,0.49612403100775193,0.72,2,3,3,1,0
test,139,test-s139-e022,graph_cc,5,20,1,1,1.0,1.0,1.0,1.0,0,5,3,1,48
test,139,test-s139-e022,graph_label_propagation,5,20,1,1,1.0,1.0,1.0,1.0,0,5,3,1,48
test,139,test-s139-e023,global,6,24,1,1,0.0,0.0,0.24203821656050956,0.0,5,1,1,1,0
test,139,test-s139-e023,fixed_window,6,24,1,1,0.0949796472184532,0.47523708871074927,0.21621621621621623,0.4347826086956522,0,6,1,1,0
test,139,test-s139-e023,clause_proxy,6,24,1,1,0.0949796472184532,0.47523708871074927,0.21621621621621623,0.4347826086956522,0,6,1,1,0
test,139,test-s139-e023,embedding_kmeans,6,24,1,1,0.4300769011677585,0.6755224964066417,0.5396825396825397,0.8823529411764706,3,3,6,1,0
test,139,test-s139-e023,graph_cc,6,24,1,1,1.0,1.0,1.0,1.0,0,6,3,1,56
test,139,test-s139-e023,graph_label_propagation,6,24,1,1,0.9019422074846044,0.9619159911841242,0.9142857142857143,1.0,1,7,2,1,56
test,151,test-s151-e000,global,1,4,0,0,0.0,0.0,1.0,0.0,0,1,1,1,0
test,151,test-s151-e000,fixed_window,1,4,0,0,0.0,0.0,1.0,0.0,0,1,1,1,0
test,151,test-s151-e000,clause_proxy,1,4,0,0,0.0,0.0,1.0,0.0,0,1,1,1,0
test,151,test-s151-e000,embedding_kmeans,1,4,0,0,0.0,0.0,1.0,0.0,0,1,2,1,0
test,151,test-s151-e000,graph_cc,1,4,0,0,0.0,0.0,1.0,0.0,0,1,3,1,10
test,151,test-s151-e000,graph_label_propagation,1,4,0,0,0.0,0.0,1.0,0.0,0,1,2,1,10
test,151,test-s151-e001,global,2,8,0,0,0.0,0.0,0.6341463414634146,0.0,1,1,1,1,0
test,151,test-s151-e001,fixed_window,2,8,0,0,0.4948453608247423,0.5615896365639194,0.7199999999999999,0.0,0,2,1,1,0
test,151,test-s151-e001,clause_proxy,2,8,0,0,0.4948453608247423,0.5615896365639194,0.7199999999999999,0.0,0,2,1,1,0
test,151,test-s151-e001,embedding_kmeans,2,8,0,0,1.0,1.0,1.0,1.0,0,2,2,1,0
test,151,test-s151-e001,graph_cc,2,8,0,0,1.0,1.0,1.0,1.0,0,2,3,1,18
test,151,test-s151-e001,graph_label_propagation,2,8,0,0,0.5555555555555556,0.7587783932316693,0.7000000000000001,0.6666666666666666,1,3,2,1,18
test,151,test-s151-e002,global,3,12,1,0,0.0,0.0,0.4470588235294118,0.0,2,1,1,1,0
test,151,test-s151-e002,fixed_window,3,12,1,0,-0.0887372013651877,0.14094504002247651,0.21621621621621623,0.2,0,3,1,1,0
test,151,test-s151-e002,clause_proxy,3,12,1,0,-0.0887372013651877,0.14094504002247651,0.21621621621621623,0.2,0,3,1,1,0
test,151,test-s151-e002,embedding_kmeans,3,12,1,0,0.43734015345268545,0.6858199512932354,0.6551724137931034,0.8571428571428571,1,2,2,1,0
test,151,test-s151-e002,graph_cc,3,12,1,0,1.0,1.0,1.0,1.0,0,3,3,1,30
test,151,test-s151-e002,graph_label_propagation,3,12,1,0,1.0,1.0,1.0,1.0,0,3,3,1,30
test,151,test-s151-e003,global,4,16,1,1,0.0,0.0,0.3448275862068966,0.0,3,1,1,1,0
test,151,test-s151-e003,fixed_window,4,16,1,1,-0.05128205128205128,0.23997534018737351,0.16326530612244897,0.35294117647058826,0,4,1,1,0
test,151,test-s151-e003,clause_proxy,4,16,1,1,-0.05128205128205128,0.23997534018737351,0.16326530612244897,0.35294117647058826,0,4,1,1,0
test,151,test-s151-e003,embedding_kmeans,4,16,1,1,0.7423971377459749,0.877664269163566,0.8064516129032258,0.962962962962963,1,3,3,1,0
test,151,test-s151-e003,graph_cc,4,16,1,1,1.0,1.0,1.0,1.0,0,4,3,1,34
test,151,test-s151-e003,graph_label_propagation,4,16,1,1,0.7037037037037037,0.8772316478282101,0.7499999999999999,0.9655172413793104,2,6,2,1,34
test,151,test-s151-e004,global,5,21,0,1,0.0,0.0,0.2857142857142857,0.0,4,1,1,1,0
test,151,test-s151-e004,fixed_window,5,21,0,1,0.5818181818181818,0.7667253182195767,0.6461538461538462,0.22222222222222224,1,6,1,1,0
test,151,test-s151-e004,clause_proxy,5,21,0,1,0.5818181818181818,0.7667253182195767,0.6461538461538462,0.22222222222222224,1,6,1,1,0
test,151,test-s151-e004,embedding_kmeans,5,21,0,1,0.4588235294117647,0.6997470036735748,0.5818181818181819,0.6666666666666665,2,3,3,1,0
test,151,test-s151-e004,graph_cc,5,21,0,1,1.0,1.0,1.0,1.0,0,5,3,1,52
test,151,test-s151-e004,graph_label_propagation,5,21,0,1,0.8064516129032258,0.9159761049036016,0.8333333333333333,0.6666666666666666,2,7,2,1,52
test,151,test-s151-e005,global,6,24,0,1,0.0,0.0,0.24203821656050956,0.0,5,1,1,1,0
test,151,test-s151-e005,fixed_window,6,24,0,1,0.5318860244233379,0.7591429906887939,0.5945945945945946,0.20000000000000004,0,6,1,1,0
test,151,test-s151-e005,clause_proxy,6,24,0,1,0.5318860244233379,0.7591429906887939,0.5945945945945946,0.20000000000000004,0,6,1,1,0
test,151,test-s151-e005,embedding_kmeans,6,24,0,1,0.46938194246653375,0.7007731835935721,0.5714285714285715,0.7272727272727272,3,3,3,1,0
test,151,test-s151-e005,graph_cc,6,24,0,1,1.0,1.0,1.0,1.0,0,6,3,1,58
test,151,test-s151-e005,graph_label_propagation,6,24,0,1,1.0,1.0,1.0,1.0,0,6,2,1,58
test,151,test-s151-e006,global,1,4,1,0,0.0,0.0,1.0,0.0,0,1,1,1,0
test,151,test-s151-e006,fixed_window,1,4,1,0,0.0,0.0,1.0,0.0,0,1,1,1,0
test,151,test-s151-e006,clause_proxy,1,4,1,0,0.0,0.0,1.0,0.0,0,1,1,1,0
test,151,test-s151-e006,embedding_kmeans,1,4,1,0,0.0,0.0,1.0,0.0,0,1,2,1,0
test,151,test-s151-e006,graph_cc,1,4,1,0,0.0,0.0,1.0,0.0,0,1,3,1,8
test,151,test-s151-e006,graph_label_propagation,1,4,1,0,0.0,0.0,1.0,0.0,0,1,3,1,8
test,151,test-s151-e007,global,2,8,1,0,0.0,0.0,0.6341463414634146,0.0,1,1,1,1,0
test,151,test-s151-e007,fixed_window,2,8,1,0,0.4948453608247423,0.5615896365639194,0.7199999999999999,0.5,0,2,1,1,0
test,151,test-s151-e007,clause_proxy,2,8,1,0,0.4948453608247423,0.5615896365639194,0.7199999999999999,0.5,0,2,1,1,0
test,151,test-s151-e007,embedding_kmeans,2,8,1,0,1.0,1.0,1.0,1.0,0,2,2,1,0
test,151,test-s151-e007,graph_cc,2,8,1,0,1.0,1.0,1.0,1.0,0,2,3,1,20
test,151,test-s151-e007,graph_label_propagation,2,8,1,0,1.0,1.0,1.0,1.0,0,2,2,1,20
test,151,test-s151-e008,global,3,13,0,0,0.0,0.0,0.45544554455445546,0.0,2,1,1,1,0
test,151,test-s151-e008,fixed_window,3,13,0,0,0.6379746835443039,0.7634484493769896,0.7317073170731708,0.4,1,4,1,1,0
test,151,test-s151-e008,clause_proxy,3,13,0,0,0.6379746835443039,0.7634484493769896,0.7317073170731708,0.4,1,4,1,1,0
test,151,test-s151-e008,embedding_kmeans,3,13,0,0,1.0,1.0,1.0,1.0,0,3,2,1,0
test,151,test-s151-e008,graph_cc,3,13,0,0,1.0,1.0,1.0,1.0,0,3,3,1,30
test,151,test-s151-e008,graph_label_propagation,3,13,0,0,1.0,1.0,1.0,1.0,0,3,3,1,30
test,151,test-s151-e009,global,4,16,0,1,0.0,0.0,0.3448275862068966,0.0,3,1,1,1,0
test,151,test-s151-e009,fixed_window,4,16,0,1,0.6666666666666666,0.7902902651049833,0.7346938775510204,0.3333333333333333,0,4,1,1,0
test,151,test-s151-e009,clause_proxy,4,16,0,1,0.6666666666666666,0.7902902651049833,0.7346938775510204,0.3333333333333333,0,4,1,1,0
test,151,test-s151-e009,embedding_kmeans,4,16,0,1,0.7423971377459749,0.877664269163566,0.8064516129032258,0.8,1,3,2,1,0
test,151,test-s151-e009,graph_cc,4,16,0,1,1.0,1.0,1.0,1.0,0,4,3,1,40
test,151,test-s151-e009,graph_label_propagation,4,16,0,1,1.0,1.0,1.0,1.0,0,4,3,1,40
test,151,test-s151-e010,global,5,20,1,1,0.0,0.0,0.2882882882882883,0.0,4,1,1,1,0
test,151,test-s151-e010,fixed_window,5,20,1,1,-0.00202839756592291,0.34096224288571286,0.16129032258064516,0.38095238095238093,0,5,1,1,0
test,151,test-s151-e010,clause_proxy,5,20,1,1,-0.00202839756592291,0.34096224288571286,0.16129032258064516,0.38095238095238093,0,5,1,1,0
test,151,test-s151-e010,embedding_kmeans,5,20,1,1,0.45627578863303603,0.6986748488105381,0.5825242718446602,0.8275862068965517,2,3,3,1,0
test,151,test-s151-e010,graph_cc,5,20,1,1,1.0,1.0,1.0,1.0,0,5,3,1,48
test,151,test-s151-e010,graph_label_propagation,5,20,1,1,0.8781530568619068,0.9495734587790959,0.896551724137931,0.9714285714285714,1,6,2,1,48
test,151,test-s151-e011,global,6,24,1,1,0.0,0.0,0.24203821656050956,0.0,5,1,1,1,0
test,151,test-s151-e011,fixed_window,6,24,1,1,-0.06105834464043419,0.3130957123036356,0.08108108108108107,0.3846153846153846,0,6,1,1,0
test,151,test-s151-e011,clause_proxy,6,24,1,1,-0.06105834464043419,0.3130957123036356,0.08108108108108107,0.3846153846153846,0,6,1,1,0
test,151,test-s151-e011,embedding_kmeans,6,24,1,1,0.29945054945054944,0.6050794251793412,0.4444444444444444,0.8333333333333333,3,3,2,1,0
test,151,test-s151-e011,graph_cc,6,24,1,1,1.0,1.0,1.0,1.0,0,6,3,1,60
test,151,test-s151-e011,graph_label_propagation,6,24,1,1,1.0,1.0,1.0,1.0,0,6,2,1,60
test,151,test-s151-e012,global,1,4,0,0,0.0,0.0,1.0,0.0,0,1,1,1,0
test,151,test-s151-e012,fixed_window,1,4,0,0,0.0,0.0,1.0,0.0,0,1,1,1,0
test,151,test-s151-e012,clause_proxy,1,4,0,0,0.0,0.0,1.0,0.0,0,1,1,1,0
test,151,test-s151-e012,embedding_kmeans,1,4,0,0,0.0,0.0,1.0,0.0,0,1,2,1,0
test,151,test-s151-e012,graph_cc,1,4,0,0,0.0,0.0,1.0,0.0,0,1,2,1,10
test,151,test-s151-e012,graph_label_propagation,1,4,0,0,0.0,0.0,1.0,0.0,0,1,2,1,10
test,151,test-s151-e013,global,2,8,0,0,0.0,0.0,0.6341463414634146,0.0,1,1,1,1,0
test,151,test-s151-e013,fixed_window,2,8,0,0,0.4948453608247423,0.5615896365639194,0.7199999999999999,0.0,0,2,1,1,0
test,151,test-s151-e013,clause_proxy,2,8,0,0,0.4948453608247423,0.5615896365639194,0.7199999999999999,0.0,0,2,1,1,0
test,151,test-s151-e013,embedding_kmeans,2,8,0,0,1.0,1.0,1.0,1.0,0,2,2,1,0
test,151,test-s151-e013,graph_cc,2,8,0,0,1.0,1.0,1.0,1.0,0,2,3,1,20
test,151,test-s151-e013,graph_label_propagation,2,8,0,0,0.5555555555555556,0.7587783932316692,0.7000000000000001,0.4,1,3,2,1,20
test,151,test-s151-e014,global,3,12,1,0,0.0,0.0,0.4470588235294118,0.0,2,1,1,1,0
test,151,test-s151-e014,fixed_window,3,12,1,0,-0.01365187713310579,0.18101915161943433,0.27027027027027023,0.3636363636363636,0,3,1,1,0
test,151,test-s151-e014,clause_proxy,3,12,1,0,-0.01365187713310579,0.18101915161943433,0.27027027027027023,0.3636363636363636,0,3,1,1,0
test,151,test-s151-e014,embedding_kmeans,3,12,1,0,0.43734015345268545,0.6858199512932354,0.6551724137931034,0.7142857142857143,1,2,2,1,0
test,151,test-s151-e014,graph_cc,3,12,1,0,1.0,1.0,1.0,1.0,0,3,3,1,30
test,151,test-s151-e014,graph_label_propagation,3,12,1,0,1.0,1.0,1.0,1.0,0,3,2,1,30
test,151,test-s151-e015,global,4,16,1,1,0.0,0.0,0.3448275862068966,0.0,3,1,1,1,0
test,151,test-s151-e015,fixed_window,4,16,1,1,-0.05128205128205128,0.23997534018737351,0.16326530612244897,0.25,0,4,1,1,0
test,151,test-s151-e015,clause_proxy,4,16,1,1,-0.05128205128205128,0.23997534018737351,0.16326530612244897,0.25,0,4,1,1,0
test,151,test-s151-e015,embedding_kmeans,4,16,1,1,0.7423971377459749,0.877664269163566,0.8064516129032258,0.9166666666666666,1,3,2,1,0
test,151,test-s151-e015,graph_cc,4,16,1,1,1.0,1.0,1.0,1.0,0,4,3,1,38
test,151,test-s151-e015,graph_label_propagation,4,16,1,1,1.0,1.0,1.0,1.0,0,4,5,1,38
test,151,test-s151-e016,global,5,21,0,1,0.0,2.8259902475970663e-16,0.29959514170040485,0.0,4,1,1,1,0
test,151,test-s151-e016,fixed_window,5,21,0,1,0.41518987341772157,0.6785131394469776,0.5074626865671642,0.0,1,6,1,1,0
test,151,test-s151-e016,clause_proxy,5,21,0,1,0.41518987341772157,0.6785131394469776,0.5074626865671642,0.0,1,6,1,1,0
test,151,test-s151-e016,embedding_kmeans,5,21,0,1,0.46243739565943237,0.6863658545241772,0.5892857142857143,0.6666666666666665,2,3,2,1,0
test,151,test-s151-e016,graph_cc,5,21,0,1,1.0,1.0,1.0,1.0,0,5,3,1,54
test,151,test-s151-e016,graph_label_propagation,5,21,0,1,0.9314733235438081,0.9596851209559261,0.9428571428571428,0.7272727272727273,1,6,2,1,54
test,151,test-s151-e017,global,6,24,0,1,0.0,0.0,0.24203821656050956,0.0,5,1,1,1,0
test,151,test-s151-e017,fixed_window,6,24,0,1,0.6567164179104479,0.8239995412516393,0.7027027027027027,0.4000000000000001,0,6,1,1,0
test,151,test-s151-e017,clause_proxy,6,24,0,1,0.6567164179104479,0.8239995412516393,0.7027027027027027,0.4000000000000001,0,6,1,1,0
test,151,test-s151-e017,embedding_kmeans,6,24,0,1,0.5280849825378348,0.7635157068487727,0.6178861788617886,1.0,3,3,5,1,0
test,151,test-s151-e017,graph_cc,6,24,0,1,1.0,1.0,1.0,1.0,0,6,3,1,52
test,151,test-s151-e017,graph_label_propagation,6,24,0,1,0.9019422074846044,0.9619159911841243,0.9142857142857143,0.7692307692307693,1,7,2,1,52
test,151,test-s151-e018,global,1,4,1,0,0.0,0.0,1.0,0.0,0,1,1,1,0
test,151,test-s151-e018,fixed_window,1,4,1,0,0.0,0.0,1.0,0.0,0,1,1,1,0
test,151,test-s151-e018,clause_proxy,1,4,1,0,0.0,0.0,1.0,0.0,0,1,1,1,0
test,151,test-s151-e018,embedding_kmeans,1,4,1,0,0.0,0.0,1.0,0.0,0,1,2,1,0
test,151,test-s151-e018,graph_cc,1,4,1,0,0.0,0.0,1.0,0.0,0,1,3,1,10
test,151,test-s151-e018,graph_label_propagation,1,4,1,0,0.0,0.0,1.0,0.0,0,1,2,1,10
test,151,test-s151-e019,global,2,8,1,0,0.0,0.0,0.6341463414634146,0.0,1,1,1,1,0
test,151,test-s151-e019,fixed_window,2,8,1,0,-0.08247422680412367,0.04993255400015863,0.4,0.4,0,2,1,1,0
test,151,test-s151-e019,clause_proxy,2,8,1,0,-0.08247422680412367,0.04993255400015863,0.4,0.4,0,2,1,1,0
test,151,test-s151-e019,embedding_kmeans,2,8,1,0,1.0,1.0,1.0,1.0,0,2,2,1,0
test,151,test-s151-e019,graph_cc,2,8,1,0,1.0,1.0,1.0,1.0,0,2,2,1,20
test,151,test-s151-e019,graph_label_propagation,2,8,1,0,1.0,1.0,1.0,1.0,0,2,2,1,20
test,151,test-s151-e020,global,3,13,0,0,0.0,0.0,0.44000000000000006,0.0,2,1,1,1,0
test,151,test-s151-e020,fixed_window,3,13,0,0,0.4639175257731959,0.6280398242200528,0.6,0.0,1,4,1,1,0
test,151,test-s151-e020,clause_proxy,3,13,0,0,0.4639175257731959,0.6280398242200528,0.6,0.0,1,4,1,1,0
test,151,test-s151-e020,embedding_kmeans,3,13,0,0,1.0,1.0,1.0,1.0,0,3,2,1,0
test,151,test-s151-e020,graph_cc,3,13,0,0,1.0,1.0,1.0,1.0,0,3,3,1,34
test,151,test-s151-e020,graph_label_propagation,3,13,0,0,0.7929203539823009,0.8941094714122417,0.8421052631578948,0.5,1,4,2,1,34
test,151,test-s151-e021,global,4,16,0,1,0.0,0.0,0.3448275862068966,0.0,3,1,1,1,0
test,151,test-s151-e021,fixed_window,4,16,0,1,0.8205128205128205,0.8922809440345983,0.8571428571428572,0.6666666666666666,0,4,1,1,0
test,151,test-s151-e021,clause_proxy,4,16,0,1,0.8205128205128205,0.8922809440345983,0.8571428571428572,0.6666666666666666,0,4,1,1,0
test,151,test-s151-e021,embedding_kmeans,4,16,0,1,0.7423971377459749,0.8776642691635662,0.8064516129032258,0.8,1,3,2,1,0
test,151,test-s151-e021,graph_cc,4,16,0,1,1.0,1.0,1.0,1.0,0,4,3,1,38
test,151,test-s151-e021,graph_label_propagation,4,16,0,1,1.0,1.0,1.0,1.0,0,4,2,1,38
test,151,test-s151-e022,global,5,20,1,1,0.0,0.0,0.2882882882882883,0.0,4,1,1,1,0
test,151,test-s151-e022,fixed_window,5,20,1,1,0.07505070993914809,0.4007548693980407,0.22580645161290322,0.22222222222222224,0,5,1,1,0
test,151,test-s151-e022,clause_proxy,5,20,1,1,0.07505070993914809,0.4007548693980407,0.22580645161290322,0.22222222222222224,0,5,1,1,0
test,151,test-s151-e022,embedding_kmeans,5,20,1,1,0.5997384861252361,0.8049697290777962,0.6881720430107526,0.8333333333333333,2,3,4,1,0
test,151,test-s151-e022,graph_cc,5,20,1,1,0.9614604462474645,0.97074680436967,0.967741935483871,0.9655172413793104,1,6,3,1,44
test,151,test-s151-e022,graph_label_propagation,5,20,1,1,0.8330404217926186,0.923157184382333,0.8571428571428571,0.9333333333333333,2,7,2,1,44
test,151,test-s151-e023,global,6,24,1,1,0.0,0.0,0.24203821656050956,0.0,5,1,1,1,0
test,151,test-s151-e023,fixed_window,6,24,1,1,-0.06105834464043419,0.3130957123036356,0.08108108108108107,0.3076923076923077,0,6,1,1,0
test,151,test-s151-e023,clause_proxy,6,24,1,1,-0.06105834464043419,0.3130957123036356,0.08108108108108107,0.3076923076923077,0,6,1,1,0
