brier_score,consumer_layer,correct,correct_logit,correct_margin,correct_probability,depth,example_id,full_vocabulary_correct,layer,margin_delta_vs_none,max_wrong_logit,nll,partition,policy,prediction_entropy,seed,window
0.853979766368866,0,0,3.1432793140411377,-0.3949275016784668,0.15400630235671997,1,chain-100004-d1,0,0,0.0,3.5382068157196045,1.870761752128601,validation,T0_none,1.92511785030365,17,w16
0.838326096534729,0,0,3.393315315246582,-0.5785415172576904,0.1700509935617447,1,chain-100004-d1,0,1,0.0,3.9718568325042725,1.7716569900512695,validation,T0_none,1.8762065172195435,17,w16
1.0449023246765137,0,0,2.359121799468994,-1.5350112915039062,0.08305960148572922,1,chain-100004-d1,0,2,0.0,3.8941330909729004,2.488196849822998,validation,T0_none,1.8117260932922363,17,w16
1.280268669128418,0,0,2.100423574447632,-2.4808366298675537,0.0481145866215229,1,chain-100004-d1,0,3,0.0,4.5812602043151855,3.034169912338257,validation,T0_none,1.3606261014938354,17,w16
1.4482648372650146,0,0,2.205662250518799,-3.0901994705200195,0.031590256839990616,1,chain-100004-d1,0,4,0.0,5.295861721038818,3.454906463623047,validation,T0_none,1.0483572483062744,17,w16
1.5559043884277344,0,0,2.0384507179260254,-3.8100757598876953,0.016634440049529076,1,chain-100004-d1,0,5,0.0,5.848526477813721,4.096280097961426,validation,T0_none,0.8627954721450806,17,w16
0.6382977366447449,0,1,4.091766357421875,0.08489608764648438,0.27248021960258484,1,chain-100004-d1,1,0,0.47982358932495117,4.006870269775391,1.3001892566680908,validation,T1_radius_0,1.859327793121338,17,w16
0.5479263067245483,0,1,4.465943336486816,0.5377459526062012,0.31929078698158264,1,chain-100004-d1,1,1,1.1162874698638916,3.9281973838806152,1.141653060913086,validation,T1_radius_0,1.8510572910308838,17,w16
0.7972633242607117,0,0,3.577638626098633,-0.12056159973144531,0.1748756766319275,1,chain-100004-d1,0,2,1.414449691772461,3.698200225830078,1.7436800003051758,validation,T1_radius_0,1.9820269346237183,17,w16
0.974307656288147,0,0,3.417107105255127,-1.0062408447265625,0.1271863728761673,1,chain-100004-d1,0,3,1.4745957851409912,4.4233479499816895,2.0621018409729004,validation,T1_radius_0,1.659985899925232,17,w16
1.0184894800186157,0,0,3.7089290618896484,-1.0533294677734375,0.11899735778570175,1,chain-100004-d1,0,4,2.036870002746582,4.762258529663086,2.1286540031433105,validation,T1_radius_0,1.5211210250854492,17,w16
1.0380760431289673,0,0,3.7369143962860107,-1.1883366107940674,0.10561724007129669,1,chain-100004-d1,0,5,2.621739149093628,4.925251007080078,2.2479336261749268,validation,T1_radius_0,1.515360951423645,17,w16
0.8198513984680176,0,0,3.868112564086914,-0.4871706962585449,0.1736595332622528,1,chain-100004-d1,0,0,-0.09224319458007812,4.355283260345459,1.750658631324768,validation,T3_radius_4,1.9232600927352905,17,w16
0.7096625566482544,0,1,4.627837657928467,0.10708808898925781,0.22204247117042542,1,chain-100004-d1,1,1,0.6856296062469482,4.520749568939209,1.5048866271972656,validation,T3_radius_4,1.9612200260162354,17,w16
0.950592041015625,0,0,4.0070271492004395,-1.0421514511108398,0.1188514307141304,1,chain-100004-d1,0,2,0.4928598403930664,5.049178600311279,2.1298811435699463,validation,T3_radius_4,1.868234634399414,17,w16
1.1732144355773926,0,0,3.5209500789642334,-1.8294260501861572,0.0808815136551857,1,chain-100004-d1,0,3,0.6514105796813965,5.350376129150391,2.514770030975342,validation,T3_radius_4,1.4030500650405884,17,w16
1.2180665731430054,0,0,3.4960238933563232,-1.8988125324249268,0.06505963951349258,1,chain-100004-d1,0,4,1.1913869380950928,5.39483642578125,2.7324509620666504,validation,T3_radius_4,1.2874130010604858,17,w16
