W,allocation,budget,depth,distractor_attention_mass,evidence_attention_mass,evidence_region_count,evidence_source_tokens,evidence_span,example_id,fact_tokens,head,intervals,max_evidence_gap,mode,native_attention_mass,parent_tokens,partition,policy,query_tokens,radius,region_groups,seed,surrounding_attention_mass,window,wrong_memory
w32,minimum_core_remainder,12,2,0.0056758346618153155,0.690064055408584,2,6,43,chain-1566210-d2,5,3,"[[1, 7], [41, 47]]",5,logical_intervals,0.29357641204842366,56,heldout,T8_budget_12_minimum_core_remainder,6,16,,29,0.010683697881177068,w32,False
w32,equal,24,2,0.21091523359064013,0.20431822264799848,2,6,43,chain-1566210-d2,5,0,"[[0, 12], [38, 50]]",5,logical_intervals,0.5017568071489222,56,heldout,T8_budget_24_equal,6,16,,29,0.08300973661243916,w32,False
w32,equal,24,2,0.9846122701528657,0.0040925498033175245,2,6,43,chain-1566210-d2,5,1,"[[0, 12], [38, 50]]",5,logical_intervals,0.005640028251946205,56,heldout,T8_budget_24_equal,6,16,,29,0.005655151791870594,w32,False
w32,equal,24,2,0.025902480909280712,0.020623052165319677,2,6,43,chain-1566210-d2,5,2,"[[0, 12], [38, 50]]",5,logical_intervals,0.010946514845272759,56,heldout,T8_budget_24_equal,6,16,,29,0.9425279520801269,w32,False
w32,equal,24,2,0.0867695898632519,0.6127680432691704,2,6,43,chain-1566210-d2,5,3,"[[0, 12], [38, 50]]",5,logical_intervals,0.26069203866063617,56,heldout,T8_budget_24_equal,6,16,,29,0.039770328206941485,w32,False
w32,evidence_length_proportional,24,2,0.21091523359064013,0.20431822264799848,2,6,43,chain-1566210-d2,5,0,"[[0, 12], [38, 50]]",5,logical_intervals,0.5017568071489222,56,heldout,T8_budget_24_evidence_length_proportional,6,16,,29,0.08300973661243916,w32,False
w32,evidence_length_proportional,24,2,0.9846122701528657,0.0040925498033175245,2,6,43,chain-1566210-d2,5,1,"[[0, 12], [38, 50]]",5,logical_intervals,0.005640028251946205,56,heldout,T8_budget_24_evidence_length_proportional,6,16,,29,0.005655151791870594,w32,False
w32,evidence_length_proportional,24,2,0.025902480909280712,0.020623052165319677,2,6,43,chain-1566210-d2,5,2,"[[0, 12], [38, 50]]",5,logical_intervals,0.010946514845272759,56,heldout,T8_budget_24_evidence_length_proportional,6,16,,29,0.9425279520801269,w32,False
w32,evidence_length_proportional,24,2,0.0867695898632519,0.6127680432691704,2,6,43,chain-1566210-d2,5,3,"[[0, 12], [38, 50]]",5,logical_intervals,0.26069203866063617,56,heldout,T8_budget_24_evidence_length_proportional,6,16,,29,0.039770328206941485,w32,False
w32,minimum_core_remainder,24,2,0.21091523359064013,0.20431822264799848,2,6,43,chain-1566210-d2,5,0,"[[0, 12], [38, 50]]",5,logical_intervals,0.5017568071489222,56,heldout,T8_budget_24_minimum_core_remainder,6,16,,29,0.08300973661243916,w32,False
w32,minimum_core_remainder,24,2,0.9846122701528657,0.0040925498033175245,2,6,43,chain-1566210-d2,5,1,"[[0, 12], [38, 50]]",5,logical_intervals,0.005640028251946205,56,heldout,T8_budget_24_minimum_core_remainder,6,16,,29,0.005655151791870594,w32,False
w32,minimum_core_remainder,24,2,0.025902480909280712,0.020623052165319677,2,6,43,chain-1566210-d2,5,2,"[[0, 12], [38, 50]]",5,logical_intervals,0.010946514845272759,56,heldout,T8_budget_24_minimum_core_remainder,6,16,,29,0.9425279520801269,w32,False
w32,minimum_core_remainder,24,2,0.0867695898632519,0.6127680432691704,2,6,43,chain-1566210-d2,5,3,"[[0, 12], [38, 50]]",5,logical_intervals,0.26069203866063617,56,heldout,T8_budget_24_minimum_core_remainder,6,16,,29,0.039770328206941485,w32,False
w32,equal,48,2,0.6409087556530721,0.09297974029323086,2,6,43,chain-1566210-d2,5,0,"[[0, 21], [29, 56]]",5,logical_intervals,0.22833600162994117,56,heldout,T8_budget_48_equal,6,16,,29,0.037775502423755825,w32,False
w32,equal,48,2,0.9861638329603011,0.003679880188428797,2,6,43,chain-1566210-d2,5,1,"[[0, 21], [29, 56]]",5,logical_intervals,0.005071368912467733,56,heldout,T8_budget_48_equal,6,16,,29,0.005084917938802391,w32,False
w32,equal,48,2,0.33249107938536326,0.014132129537756555,2,6,43,chain-1566210-d2,5,2,"[[0, 21], [29, 56]]",5,logical_intervals,0.0075011665212514345,56,heldout,T8_budget_48_equal,6,16,,29,0.6458756245556287,w32,False
w32,equal,48,2,0.6852046037456603,0.21122441954503302,2,6,43,chain-1566210-d2,5,3,"[[0, 21], [29, 56]]",5,logical_intervals,0.08986193114105845,56,heldout,T8_budget_48_equal,6,16,,29,0.013709045568248257,w32,False
w32,evidence_length_proportional,48,2,0.6409087556530721,0.09297974029323086,2,6,43,chain-1566210-d2,5,0,"[[0, 21], [29, 56]]",5,logical_intervals,0.22833600162994117,56,heldout,T8_budget_48_evidence_length_proportional,6,16,,29,0.037775502423755825,w32,False
w32,evidence_length_proportional,48,2,0.9861638329603011,0.003679880188428797,2,6,43,chain-1566210-d2,5,1,"[[0, 21], [29, 56]]",5,logical_intervals,0.005071368912467733,56,heldout,T8_budget_48_evidence_length_proportional,6,16,,29,0.005084917938802391,w32,False
w32,evidence_length_proportional,48,2,0.33249107938536326,0.014132129537756555,2,6,43,chain-1566210-d2,5,2,"[[0, 21], [29, 56]]",5,logical_intervals,0.0075011665212514345,56,heldout,T8_budget_48_evidence_length_proportional,6,16,,29,0.6458756245556287,w32,False
w32,evidence_length_proportional,48,2,0.6852046037456603,0.21122441954503302,2,6,43,chain-1566210-d2,5,3,"[[0, 21], [29, 56]]",5,logical_intervals,0.08986193114105845,56,heldout,T8_budget_48_evidence_length_proportional,6,16,,29,0.013709045568248257,w32,False
w32,minimum_core_remainder,48,2,0.6409087556530721,0.09297974029323086,2,6,43,chain-1566210-d2,5,0,"[[0, 21], [29, 56]]",5,logical_intervals,0.22833600162994117,56,heldout,T8_budget_48_minimum_core_remainder,6,16,,29,0.037775502423755825,w32,False
w32,minimum_core_remainder,48,2,0.9861638329603011,0.003679880188428797,2,6,43,chain-1566210-d2,5,1,"[[0, 21], [29, 56]]",5,logical_intervals,0.005071368912467733,56,heldout,T8_budget_48_minimum_core_remainder,6,16,,29,0.005084917938802391,w32,False
w32,minimum_core_remainder,48,2,0.33249107938536326,0.014132129537756555,2,6,43,chain-1566210-d2,5,2,"[[0, 21], [29, 56]]",5,logical_intervals,0.0075011665212514345,56,heldout,T8_budget_48_minimum_core_remainder,6,16,,29,0.6458756245556287,w32,False
w32,minimum_core_remainder,48,2,0.6852046037456603,0.21122441954503302,2,6,43,chain-1566210-d2,5,3,"[[0, 21], [29, 56]]",5,logical_intervals,0.08986193114105845,56,heldout,T8_budget_48_minimum_core_remainder,6,16,,29,0.013709045568248257,w32,False
w32,,,2,0.5641972562298179,0.0,2,6,43,chain-1566210-d2,5,0,"[[7, 10], [12, 15]]",5,logical_intervals,0.43580274377018213,56,heldout,T9_wrong_exact,6,,,29,0.0,w32,True
w32,,,2,0.9944289966988435,0.0,2,6,43,chain-1566210-d2,5,1,"[[7, 10], [12, 15]]",5,logical_intervals,0.005571003301156452,56,heldout,T9_wrong_exact,6,,,29,0.0,w32,True
w32,,,2,0.5345348324626684,0.0,2,6,43,chain-1566210-d2,5,2,"[[7, 10], [12, 15]]",5,logical_intervals,0.4654651675373316,56,heldout,T9_wrong_exact,6,,,29,0.0,w32,True
w32,,,2,0.32161459361668676,0.0,2,6,43,chain-1566210-d2,5,3,"[[7, 10], [12, 15]]",5,logical_intervals,0.6783854063833132,56,heldout,T9_wrong_exact,6,,,29,0.0,w32,True
w32,,,2,0.0,0.0,2,6,43,chain-1566210-d2,5,0,"[[2, 5], [42, 45]]",5,native_gist_only,0.980599170550704,56,heldout,T10_native_gist,6,,,29,0.019400829449295998,w32,False
w32,,,2,0.0,0.0,2,6,43,chain-1566210-d2,5,1,"[[2, 5], [42, 45]]",5,native_gist_only,0.8732010126113892,56,heldout,T10_native_gist,6,,,29,0.12679898738861084,w32,False
w32,,,2,0.0,0.0,2,6,43,chain-1566210-d2,5,2,"[[2, 5], [42, 45]]",5,native_gist_only,0.8574362397193909,56,heldout,T10_native_gist,6,,,29,0.14256376028060913,w32,False
w32,,,2,0.0,0.0,2,6,43,chain-1566210-d2,5,3,"[[2, 5], [42, 45]]",5,native_gist_only,0.9761864468455315,56,heldout,T10_native_gist,6,,,29,0.023813553154468536,w32,False
w32,,,2,0.0,0.2853597606299445,2,6,43,chain-1566210-d2,5,0,"[[2, 5], [42, 45]]",5,gist_plus_logical_intervals,0.7007756280945614,56,heldout,T11_gist_exact,6,,,29,0.013864611275494099,w32,False
w32,,,2,0.0,0.3878603670746088,2,6,43,chain-1566210-d2,5,1,"[[2, 5], [42, 45]]",5,gist_plus_logical_intervals,0.5345209371298552,56,heldout,T11_gist_exact,6,,,29,0.07761869579553604,w32,False
w32,,,2,0.0,0.6176508783828467,2,6,43,chain-1566210-d2,5,2,"[[2, 5], [42, 45]]",5,gist_plus_logical_intervals,0.32784000714309514,56,heldout,T11_gist_exact,6,,,29,0.05450911447405815,w32,False
w32,,,2,0.0,0.6964700779935811,2,6,43,chain-1566210-d2,5,3,"[[2, 5], [42, 45]]",5,gist_plus_logical_intervals,0.29630179711966775,56,heldout,T11_gist_exact,6,,,29,0.007228124886751175,w32,False
w32,,,1,0.0,0.1532638263888657,1,3,3,chain-1670939-d1,5,0,"[[13, 16]]",11,logical_intervals,0.8467361736111343,67,heldout,T1_radius_0,5,0,,29,0.0,w32,False
w32,,,1,0.0,0.26782817021012306,1,3,3,chain-1670939-d1,5,1,"[[13, 16]]",11,logical_intervals,0.7321718297898769,67,heldout,T1_radius_0,5,0,,29,0.0,w32,False
w32,,,1,0.0,0.794204565230757,1,3,3,chain-1670939-d1,5,2,"[[13, 16]]",11,logical_intervals,0.205795434769243,67,heldout,T1_radius_0,5,0,,29,0.0,w32,False
w32,,,1,0.0,0.4431989463046193,1,3,3,chain-1670939-d1,5,3,"[[13, 16]]",11,logical_intervals,0.5568010536953807,67,heldout,T1_radius_0,5,0,,29,0.0,w32,False
w32,,,1,0.0,0.13823078980203718,1,3,3,chain-1670939-d1,5,0,"[[11, 18]]",11,logical_intervals,0.7636831821873784,67,heldout,T2_radius_2,5,2,,29,0.09808602801058441,w32,False
w32,,,1,0.0,0.20520762354135513,1,3,3,chain-1670939-d1,5,1,"[[11, 18]]",11,logical_intervals,0.5609836801886559,67,heldout,T2_radius_2,5,2,,29,0.233808696269989,w32,False
w32,,,1,0.0,0.2530117833521217,1,3,3,chain-1670939-d1,5,2,"[[11, 18]]",11,logical_intervals,0.06556088058277965,67,heldout,T2_radius_2,5,2,,29,0.6814273360650986,w32,False
w32,,,1,0.0,0.1980067160911858,1,3,3,chain-1670939-d1,5,3,"[[11, 18]]",11,logical_intervals,0.24876033375039697,67,heldout,T2_radius_2,5,2,,29,0.5532329501584172,w32,False
w32,,,1,0.0,0.11621666548307985,1,3,3,chain-1670939-d1,5,0,"[[9, 20]]",11,logical_intervals,0.6420618401025422,67,heldout,T3_radius_4,5,4,,29,0.24172149441437796,w32,False
w32,,,1,0.0,0.13760624825954437,1,3,3,chain-1670939-d1,5,1,"[[9, 20]]",11,logical_intervals,0.3761794026941061,67,heldout,T3_radius_4,5,4,,29,0.4862143490463495,w32,False
w32,,,1,0.0,0.24273677507881075,1,3,3,chain-1670939-d1,5,2,"[[9, 20]]",11,logical_intervals,0.06289831886533648,67,heldout,T3_radius_4,5,4,,29,0.6943649060558528,w32,False
w32,,,1,0.0,0.0971187895629555,1,3,3,chain-1670939-d1,5,3,"[[9, 20]]",11,logical_intervals,0.12201252346858382,67,heldout,T3_radius_4,5,4,,29,0.7808686869684607,w32,False
w32,,,1,0.016103855799883604,0.10446478921221569,1,3,3,chain-1670939-d1,5,0,"[[5, 24]]",11,logical_intervals,0.5771362451487221,67,heldout,T4_radius_8,5,8,,29,0.3022951098391786,w32,False
w32,,,1,0.030586116015911102,0.09530294500291348,1,3,3,chain-1670939-d1,5,1,"[[5, 24]]",11,logical_intervals,0.2605331751983613,67,heldout,T4_radius_8,5,8,,29,0.6135777637828141,w32,False
w32,,,1,0.8762635085295187,0.02643613021064084,1,3,3,chain-1670939-d1,5,2,"[[5, 24]]",11,logical_intervals,0.00685011941823177,67,heldout,T4_radius_8,5,8,,29,0.09045024184160866,w32,False
w32,,,1,0.0069103005807846785,0.041223954351153225,1,3,3,chain-1670939-d1,5,3,"[[5, 24]]",11,logical_intervals,0.051790649304166436,67,heldout,T4_radius_8,5,8,,29,0.9000750957638957,w32,False
w32,,,1,0.1686493745073676,0.07212124913348816,1,3,3,chain-1670939-d1,5,0,"[[0, 32]]",11,logical_intervals,0.3984480279323179,67,heldout,T5_radius_16,5,16,,29,0.3607813484268263,w32,False
w32,,,1,0.10361765418201685,0.05893342662602663,1,3,3,chain-1670939-d1,5,1,"[[0, 32]]",11,logical_intervals,0.16110839077737182,67,heldout,T5_radius_16,5,16,,29,0.6763405284145847,w32,False
w32,,,1,0.8691501127614174,0.025097841513343155,1,3,3,chain-1670939-d1,5,2,"[[0, 32]]",11,logical_intervals,0.006503423155663768,67,heldout,T5_radius_16,5,16,,29,0.09924862256957567,w32,False
w32,,,1,0.19356113160029054,0.030363034806214273,1,3,3,chain-1670939-d1,5,3,"[[0, 32]]",11,logical_intervals,0.03814579552272335,67,heldout,T5_radius_16,5,16,,29,0.7379300380707718,w32,False
w32,,,1,0.0,0.15282831090735272,1,3,3,chain-1670939-d1,5,0,"[[12, 17]]",11,logical_intervals,0.8443301073857583,67,heldout,T6_whole_fact,5,,,29,0.0028415817068889737,w32,False
w32,,,1,0.0,0.23837191238999367,1,3,3,chain-1670939-d1,5,1,"[[12, 17]]",11,logical_intervals,0.651646088808775,67,heldout,T6_whole_fact,5,,,29,0.10998199880123138,w32,False
w32,,,1,0.0,0.25525079120416194,1,3,3,chain-1670939-d1,5,2,"[[12, 17]]",11,logical_intervals,0.06614093470852822,67,heldout,T6_whole_fact,5,,,29,0.6786082740873098,w32,False
w32,,,1,0.0,0.42272517550736666,1,3,3,chain-1670939-d1,5,3,"[[12, 17]]",11,logical_intervals,0.5310793658718467,67,heldout,T6_whole_fact,5,,,29,0.04619545862078667,w32,False
w32,,,1,0.2535909549333155,0.044706106215016916,1,3,3,chain-1670939-d1,5,0,"[[0, 67]]",11,selected_chunks,0.24698773070122115,67,heldout,T7_whole_parent,5,,,29,0.4547152081504464,w32,False
w32,,,1,0.29853112099226564,0.024188018403947353,1,3,3,chain-1670939-d1,5,1,"[[0, 67]]",11,selected_chunks,0.06612375268014148,67,heldout,T7_whole_parent,5,,,29,0.6111571079236455,w32,False
w32,,,1,0.8350663224191521,0.018136861734092236,1,3,3,chain-1670939-d1,5,2,"[[0, 67]]",11,selected_chunks,0.004699714128946653,67,heldout,T7_whole_parent,5,,,29,0.14209710171780898,w32,False
w32,,,1,0.3367534553835867,0.017554760066559538,1,3,3,chain-1670939-d1,5,3,"[[0, 67]]",11,selected_chunks,0.022054495711927302,67,heldout,T7_whole_parent,5,,,29,0.6236372888379265,w32,False
w32,equal,12,1,0.0,0.11426415317691863,1,3,3,chain-1670939-d1,5,0,"[[9, 21]]",11,logical_intervals,0.6312747842748649,67,heldout,T8_budget_12_equal,5,16,,29,0.25446106254821643,w32,False
w32,equal,12,1,0.0,0.13053753599524498,1,3,3,chain-1670939-d1,5,1,"[[9, 21]]",11,logical_intervals,0.3568552900105715,67,heldout,T8_budget_12_equal,5,16,,29,0.5126071739941835,w32,False
w32,equal,12,1,0.0,0.241802740492858,1,3,3,chain-1670939-d1,5,2,"[[9, 21]]",11,logical_intervals,0.06265626044478267,67,heldout,T8_budget_12_equal,5,16,,29,0.6955409990623593,w32,False
w32,equal,12,1,0.0,0.08361710223834962,1,3,3,chain-1670939-d1,5,3,"[[9, 21]]",11,logical_intervals,0.10505011409986764,67,heldout,T8_budget_12_equal,5,16,,29,0.8113327836617827,w32,False
w32,evidence_length_proportional,12,1,0.0,0.11426415317691863,1,3,3,chain-1670939-d1,5,0,"[[9, 21]]",11,logical_intervals,0.6312747842748649,67,heldout,T8_budget_12_evidence_length_proportional,5,16,,29,0.25446106254821643,w32,False
w32,evidence_length_proportional,12,1,0.0,0.13053753599524498,1,3,3,chain-1670939-d1,5,1,"[[9, 21]]",11,logical_intervals,0.3568552900105715,67,heldout,T8_budget_12_evidence_length_proportional,5,16,,29,0.5126071739941835,w32,False
w32,evidence_length_proportional,12,1,0.0,0.241802740492858,1,3,3,chain-1670939-d1,5,2,"[[9, 21]]",11,logical_intervals,0.06265626044478267,67,heldout,T8_budget_12_evidence_length_proportional,5,16,,29,0.6955409990623593,w32,False
w32,evidence_length_proportional,12,1,0.0,0.08361710223834962,1,3,3,chain-1670939-d1,5,3,"[[9, 21]]",11,logical_intervals,0.10505011409986764,67,heldout,T8_budget_12_evidence_length_proportional,5,16,,29,0.8113327836617827,w32,False
w32,minimum_core_remainder,12,1,0.0,0.11426415317691863,1,3,3,chain-1670939-d1,5,0,"[[9, 21]]",11,logical_intervals,0.6312747842748649,67,heldout,T8_budget_12_minimum_core_remainder,5,16,,29,0.25446106254821643,w32,False
w32,minimum_core_remainder,12,1,0.0,0.13053753599524498,1,3,3,chain-1670939-d1,5,1,"[[9, 21]]",11,logical_intervals,0.3568552900105715,67,heldout,T8_budget_12_minimum_core_remainder,5,16,,29,0.5126071739941835,w32,False
w32,minimum_core_remainder,12,1,0.0,0.241802740492858,1,3,3,chain-1670939-d1,5,2,"[[9, 21]]",11,logical_intervals,0.06265626044478267,67,heldout,T8_budget_12_minimum_core_remainder,5,16,,29,0.6955409990623593,w32,False
w32,minimum_core_remainder,12,1,0.0,0.08361710223834962,1,3,3,chain-1670939-d1,5,3,"[[9, 21]]",11,logical_intervals,0.10505011409986764,67,heldout,T8_budget_12_minimum_core_remainder,5,16,,29,0.8113327836617827,w32,False
w32,equal,24,1,0.07803070871159434,0.09788972238311544,1,3,3,chain-1670939-d1,5,0,"[[3, 27]]",11,logical_intervals,0.5408110638381913,67,heldout,T8_budget_24_equal,5,16,,29,0.2832685050670989,w32,False
w32,equal,24,1,0.11552951205521822,0.08695217035710812,1,3,3,chain-1670939-d1,5,1,"[[3, 27]]",11,logical_intervals,0.2377043430460617,67,heldout,T8_budget_24_equal,5,16,,29,0.559813974541612,w32,False
w32,equal,24,1,0.8799321851220157,0.025652320458902977,1,3,3,chain-1670939-d1,5,2,"[[3, 27]]",11,logical_intervals,0.006647029691521311,67,heldout,T8_budget_24_equal,5,16,,29,0.08776846472756006,w32,False
w32,equal,24,1,0.19689676235429943,0.03333746129646897,1,3,3,chain-1670939-d1,5,3,"[[3, 27]]",11,logical_intervals,0.041882722987793386,67,heldout,T8_budget_24_equal,5,16,,29,0.7278830533614382,w32,False
w32,evidence_length_proportional,24,1,0.07803070871159434,0.09788972238311544,1,3,3,chain-1670939-d1,5,0,"[[3, 27]]",11,logical_intervals,0.5408110638381913,67,heldout,T8_budget_24_evidence_length_proportional,5,16,,29,0.2832685050670989,w32,False
w32,evidence_length_proportional,24,1,0.11552951205521822,0.08695217035710812,1,3,3,chain-1670939-d1,5,1,"[[3, 27]]",11,logical_intervals,0.2377043430460617,67,heldout,T8_budget_24_evidence_length_proportional,5,16,,29,0.559813974541612,w32,False
w32,evidence_length_proportional,24,1,0.8799321851220157,0.025652320458902977,1,3,3,chain-1670939-d1,5,2,"[[3, 27]]",11,logical_intervals,0.006647029691521311,67,heldout,T8_budget_24_evidence_length_proportional,5,16,,29,0.08776846472756006,w32,False
w32,evidence_length_proportional,24,1,0.19689676235429943,0.03333746129646897,1,3,3,chain-1670939-d1,5,3,"[[3, 27]]",11,logical_intervals,0.041882722987793386,67,heldout,T8_budget_24_evidence_length_proportional,5,16,,29,0.7278830533614382,w32,False
w32,minimum_core_remainder,24,1,0.07803070871159434,0.09788972238311544,1,3,3,chain-1670939-d1,5,0,"[[3, 27]]",11,logical_intervals,0.5408110638381913,67,heldout,T8_budget_24_minimum_core_remainder,5,16,,29,0.2832685050670989,w32,False
w32,minimum_core_remainder,24,1,0.11552951205521822,0.08695217035710812,1,3,3,chain-1670939-d1,5,1,"[[3, 27]]",11,logical_intervals,0.2377043430460617,67,heldout,T8_budget_24_minimum_core_remainder,5,16,,29,0.559813974541612,w32,False
w32,minimum_core_remainder,24,1,0.8799321851220157,0.025652320458902977,1,3,3,chain-1670939-d1,5,2,"[[3, 27]]",11,logical_intervals,0.006647029691521311,67,heldout,T8_budget_24_minimum_core_remainder,5,16,,29,0.08776846472756006,w32,False
w32,minimum_core_remainder,24,1,0.19689676235429943,0.03333746129646897,1,3,3,chain-1670939-d1,5,3,"[[3, 27]]",11,logical_intervals,0.041882722987793386,67,heldout,T8_budget_24_minimum_core_remainder,5,16,,29,0.7278830533614382,w32,False
w32,equal,48,1,0.1686493745073676,0.07212124913348816,1,3,3,chain-1670939-d1,5,0,"[[0, 32]]",11,logical_intervals,0.3984480279323179,67,heldout,T8_budget_48_equal,5,16,,29,0.3607813484268263,w32,False
w32,equal,48,1,0.10361765418201685,0.05893342662602663,1,3,3,chain-1670939-d1,5,1,"[[0, 32]]",11,logical_intervals,0.16110839077737182,67,heldout,T8_budget_48_equal,5,16,,29,0.6763405284145847,w32,False
w32,equal,48,1,0.8691501127614174,0.025097841513343155,1,3,3,chain-1670939-d1,5,2,"[[0, 32]]",11,logical_intervals,0.006503423155663768,67,heldout,T8_budget_48_equal,5,16,,29,0.09924862256957567,w32,False
w32,equal,48,1,0.19356113160029054,0.030363034806214273,1,3,3,chain-1670939-d1,5,3,"[[0, 32]]",11,logical_intervals,0.03814579552272335,67,heldout,T8_budget_48_equal,5,16,,29,0.7379300380707718,w32,False
w32,evidence_length_proportional,48,1,0.1686493745073676,0.07212124913348816,1,3,3,chain-1670939-d1,5,0,"[[0, 32]]",11,logical_intervals,0.3984480279323179,67,heldout,T8_budget_48_evidence_length_proportional,5,16,,29,0.3607813484268263,w32,False
w32,evidence_length_proportional,48,1,0.10361765418201685,0.05893342662602663,1,3,3,chain-1670939-d1,5,1,"[[0, 32]]",11,logical_intervals,0.16110839077737182,67,heldout,T8_budget_48_evidence_length_proportional,5,16,,29,0.6763405284145847,w32,False
w32,evidence_length_proportional,48,1,0.8691501127614174,0.025097841513343155,1,3,3,chain-1670939-d1,5,2,"[[0, 32]]",11,logical_intervals,0.006503423155663768,67,heldout,T8_budget_48_evidence_length_proportional,5,16,,29,0.09924862256957567,w32,False
w32,evidence_length_proportional,48,1,0.19356113160029054,0.030363034806214273,1,3,3,chain-1670939-d1,5,3,"[[0, 32]]",11,logical_intervals,0.03814579552272335,67,heldout,T8_budget_48_evidence_length_proportional,5,16,,29,0.7379300380707718,w32,False
w32,minimum_core_remainder,48,1,0.1686493745073676,0.07212124913348816,1,3,3,chain-1670939-d1,5,0,"[[0, 32]]",11,logical_intervals,0.3984480279323179,67,heldout,T8_budget_48_minimum_core_remainder,5,16,,29,0.3607813484268263,w32,False
w32,minimum_core_remainder,48,1,0.10361765418201685,0.05893342662602663,1,3,3,chain-1670939-d1,5,1,"[[0, 32]]",11,logical_intervals,0.16110839077737182,67,heldout,T8_budget_48_minimum_core_remainder,5,16,,29,0.6763405284145847,w32,False
w32,minimum_core_remainder,48,1,0.8691501127614174,0.025097841513343155,1,3,3,chain-1670939-d1,5,2,"[[0, 32]]",11,logical_intervals,0.006503423155663768,67,heldout,T8_budget_48_minimum_core_remainder,5,16,,29,0.09924862256957567,w32,False
w32,minimum_core_remainder,48,1,0.19356113160029054,0.030363034806214273,1,3,3,chain-1670939-d1,5,3,"[[0, 32]]",11,logical_intervals,0.03814579552272335,67,heldout,T8_budget_48_minimum_core_remainder,5,16,,29,0.7379300380707718,w32,False
w32,,,1,0.05213307589292526,0.0,1,3,3,chain-1670939-d1,5,0,"[[2, 5]]",11,logical_intervals,0.9478669241070747,67,heldout,T9_wrong_exact,5,,,29,0.0,w32,True
w32,,,1,0.11345335002988577,0.0,1,3,3,chain-1670939-d1,5,1,"[[2, 5]]",11,logical_intervals,0.8865466499701142,67,heldout,T9_wrong_exact,5,,,29,0.0,w32,True
w32,,,1,0.621785415103659,0.0,1,3,3,chain-1670939-d1,5,2,"[[2, 5]]",11,logical_intervals,0.37821458489634097,67,heldout,T9_wrong_exact,5,,,29,0.0,w32,True
w32,,,1,0.4232478179037571,0.0,1,3,3,chain-1670939-d1,5,3,"[[2, 5]]",11,logical_intervals,0.5767521820962429,67,heldout,T9_wrong_exact,5,,,29,0.0,w32,True
w32,,,1,0.0,0.0,1,3,3,chain-1670939-d1,5,0,"[[13, 16]]",11,native_gist_only,0.9789239466190338,67,heldout,T10_native_gist,5,,,29,0.021076053380966187,w32,False
w32,,,1,0.0,0.0,1,3,3,chain-1670939-d1,5,1,"[[13, 16]]",11,native_gist_only,0.8991864994168282,67,heldout,T10_native_gist,5,,,29,0.10081350058317184,w32,False
w32,,,1,0.0,0.0,1,3,3,chain-1670939-d1,5,2,"[[13, 16]]",11,native_gist_only,0.8351479023694992,67,heldout,T10_native_gist,5,,,29,0.1648520976305008,w32,False
w32,,,1,0.0,0.0,1,3,3,chain-1670939-d1,5,3,"[[13, 16]]",11,native_gist_only,0.8208555281162262,67,heldout,T10_native_gist,5,,,29,0.1791444718837738,w32,False
w32,,,1,0.0,0.15051983861485496,1,3,3,chain-1670939-d1,5,0,"[[13, 16]]",11,gist_plus_logical_intervals,0.8315764739527367,67,heldout,T11_gist_exact,5,,,29,0.017903687432408333,w32,False
w32,,,1,0.0,0.24751043692231178,1,3,3,chain-1670939-d1,5,1,"[[13, 16]]",11,gist_plus_logical_intervals,0.6766284592449665,67,heldout,T11_gist_exact,5,,,29,0.07586110383272171,w32,False
w32,,,1,0.0,0.7632014015689492,1,3,3,chain-1670939-d1,5,2,"[[13, 16]]",11,gist_plus_logical_intervals,0.19776185136288404,67,heldout,T11_gist_exact,5,,,29,0.03903674706816673,w32,False
w32,,,1,0.0,0.39517812617123127,1,3,3,chain-1670939-d1,5,3,"[[13, 16]]",11,gist_plus_logical_intervals,0.49647137336432934,67,heldout,T11_gist_exact,5,,,29,0.10835050046443939,w32,False
w32,,,1,0.0,0.2824796997010708,1,3,3,chain-100004-d1,5,0,"[[101, 104]]",11,logical_intervals,0.7175203002989292,122,validation,T1_radius_0,5,0,,41,0.0,w32,False
w32,,,1,0.0,0.4957243353128433,1,3,3,chain-100004-d1,5,1,"[[101, 104]]",11,logical_intervals,0.5042756646871567,122,validation,T1_radius_0,5,0,,41,0.0,w32,False
w32,,,1,0.0,0.8151728734374046,1,3,3,chain-100004-d1,5,2,"[[101, 104]]",11,logical_intervals,0.18482712656259537,122,validation,T1_radius_0,5,0,,41,0.0,w32,False
w32,,,1,0.0,0.41804809868335724,1,3,3,chain-100004-d1,5,3,"[[101, 104]]",11,logical_intervals,0.5819519013166428,122,validation,T1_radius_0,5,0,,41,0.0,w32,False
w32,,,1,0.0,0.23603435698896646,1,3,3,chain-100004-d1,5,0,"[[99, 106]]",11,logical_intervals,0.5995455129304901,122,validation,T2_radius_2,5,2,,41,0.16442013008054346,w32,False
w32,,,1,0.0,0.296983003616333,1,3,3,chain-100004-d1,5,1,"[[99, 106]]",11,logical_intervals,0.30210599303245544,122,validation,T2_radius_2,5,2,,41,0.40091100335121155,w32,False
w32,,,1,0.0,0.7441748511046171,1,3,3,chain-100004-d1,5,2,"[[99, 106]]",11,logical_intervals,0.1687294151633978,122,validation,T2_radius_2,5,2,,41,0.08709573373198509,w32,False
w32,,,1,0.0,0.12812787666916847,1,3,3,chain-100004-d1,5,3,"[[99, 106]]",11,logical_intervals,0.1783628948032856,122,validation,T2_radius_2,5,2,,41,0.6935092285275459,w32,False
