budget,allocation,n,materialized_tokens,evidence_coverage,evidence_density,correct_margin,margin_delta_vs_none
12.0,equal,200,12.0,1.0,0.4375,0.45192609667778016,3.1461909556388856
12.0,evidence_length_proportional,200,12.0,1.0,0.4375,0.45192609667778016,3.1461909556388856
12.0,minimum_core_remainder,200,12.0,1.0,0.4375,0.45192609667778016,3.1461909556388856
24.0,equal,200,23.125,1.0,0.22457298136645965,-0.3488057100772858,2.3454590213298796
24.0,evidence_length_proportional,200,23.125,1.0,0.22457298136645965,-0.3488057100772858,2.3454590213298796
24.0,minimum_core_remainder,200,23.125,1.0,0.22457298136645965,-0.3488057100772858,2.3454590213298796
48.0,equal,200,34.375,1.0,0.14807985877958704,-1.028921024799347,1.6653437280654908
48.0,evidence_length_proportional,200,34.375,1.0,0.14807985877958704,-1.028921024799347,1.6653437280654908
48.0,minimum_core_remainder,200,34.375,1.0,0.14807985877958704,-1.028921024799347,1.6653437280654908
