partition,window,policy,n,materialized_tokens,evidence_coverage,evidence_density,evidence_attention_mass,surrounding_attention_mass,distractor_attention_mass,native_attention_mass,correct_margin,correct_probability,nll,correct,immediate_margin_delta_vs_none,final_margin_delta_vs_none,later_erased,latency_seconds,margin_delta_vs_none,accuracy_delta_vs_none,kv_reduction_vs_parent,margin_retention_vs_parent_gain
heldout,w32,T8_budget_24_minimum_core_remainder,40,23.125,1.0,0.22457298136645965,0.24677589421499185,0.2881763926338561,0.31351510523429504,0.151532607916857,-0.6080759525299072,0.3882200008709333,2.0167281216941775,0.45,0.6571351081132889,2.6017427265644075,0.075,0.025280795007711278,2.6017426788806914,0.425,0.6869712351945855,2.1013593373757677
heldout,w32,T8_budget_48_equal,40,34.375,1.0,0.14807985877958704,0.17765689614310004,0.29694180108654533,0.4176266146726775,0.10777468809767714,-1.2370770573616028,0.32213863908109486,2.3906012972816826,0.375,0.445676252245903,1.9727416396141053,0.05,0.026408972495119087,1.972741574048996,0.35,0.5346869712351946,1.5933316390230632
heldout,w32,T8_budget_48_evidence_length_proportional,40,34.375,1.0,0.14807985877958704,0.17765689614310004,0.29694180108654533,0.4176266146726775,0.10777468809767714,-1.2370770573616028,0.32213863908109486,2.3906012972816826,0.375,0.445676252245903,1.9727416396141053,0.05,0.025680334997014144,1.972741574048996,0.35,0.5346869712351946,1.5933316390230632
heldout,w32,T8_budget_48_minimum_core_remainder,40,34.375,1.0,0.14807985877958704,0.17765689614310004,0.29694180108654533,0.4176266146726775,0.10777468809767714,-1.2370770573616028,0.32213863908109486,2.3906012972816826,0.375,0.445676252245903,1.9727416396141053,0.05,0.025191550009185448,1.972741574048996,0.35,0.5346869712351946,1.5933316390230632
heldout,w32,T9_wrong_exact,40,5.25,0.0,0.0,0.0,0.0,0.5631038512894977,0.43689614871050225,-4.0554307222366335,0.03966010808799183,4.406684502959251,0.0,-0.41945329010486604,-0.8456120073795319,0.1,0.024451462499564515,-0.8456120908260347,-0.025,0.9289340101522843,-0.6829787116455336
heldout,w32,dispersion_1_radius_4,5,121.0,1.0,0.09917355371900827,0.09126972120242272,0.4487215657530328,0.3992600317369579,0.060748681307586594,-3.837302589416504,0.04537292285822332,4.234520816802979,0.0,-0.49058260917663576,-1.1018279552459718,0.2,0.02726346005219966,-0.6274839580059051,-0.025,-0.637901861252115,-0.5068023386449889
heldout,w32,dispersion_2_radius_4,5,44.0,1.0,0.2727272727272727,0.26262701568266494,0.5473179667695149,0.0,0.19005501754782017,-2.088522958755493,0.2036180255934596,2.748852026462555,0.2,0.059247159957885744,0.6469517707824707,0.0,0.026177920028567316,1.1212956726551058,0.17500000000000002,0.4043993231810491,0.9056411115593264
heldout,w32,dispersion_4_radius_4,5,44.0,1.0,0.2727272727272727,0.26262701568266494,0.5473179667695149,0.0,0.19005501754782017,-2.088522958755493,0.2036180255934596,2.748852026462555,0.2,0.059247159957885744,0.6469517707824707,0.0,0.02264600000344217,1.1212956726551058,0.17500000000000002,0.4043993231810491,0.9056411115593264
heldout,w64,T0_none,40,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.82008838057518,0.12093811172671849,3.4505472806282342,0.075,0.0,0.0,0.0,0.014942190004512667,0.0,0.0,1.0,0.0
heldout,w64,T10_native_gist,40,1.0,0.0,0.0,0.0,0.11493689019989688,0.0,0.8850631098001032,-2.530666410923004,0.14394825415802187,3.1879492798820137,0.1,0.027414187788963318,0.28942191004753115,0.15,0.023832112512900495,0.2894219696521758,0.02500000000000001,0.9864636209813875,0.23406583365776892
heldout,w64,T11_gist_exact,40,6.25,1.0,0.8118131868131868,0.5796504013785867,0.0448238531255015,0.0,0.3755257454959117,1.178034669160843,0.5992475253762677,0.9217141760978848,0.7,1.9601348727941512,3.9981229305267334,0.025,0.023535217501921578,3.998123049736023,0.625,0.9153976311336718,3.2334242138821283
heldout,w64,T1_radius_0,40,5.25,1.0,1.0,0.6014925747482753,0.0,0.0,0.3985074252517246,1.2740782737731933,0.6187528040027246,0.8694250155473128,0.725,1.9756674855947494,4.094166707992554,0.025,0.023485590002383105,4.094166654348373,0.65,0.9289340101522843,3.3110980905684895
heldout,w64,T2_radius_2,40,12.25,1.0,0.42857142857142855,0.47495304279159106,0.22127209946431434,0.021852278863132367,0.2819225788809622,0.6663684129714966,0.5053943133098073,1.2820532888639717,0.5,1.7860941380262374,3.4864567458629607,0.0,0.024491409998154266,3.486456793546677,0.425,0.8341793570219966,2.8196215265690694
heldout,w64,T3_radius_4,40,18.5,1.0,0.29128787878787876,0.4006100704048364,0.2836097903224871,0.09118196967361138,0.2245981695990651,0.45684792995452883,0.48581275751348585,1.4571331851184368,0.5,1.7341576367616653,3.2769361197948457,0.025,0.02411393249349203,3.2769363105297087,0.425,0.7495769881556684,2.65017486505722
heldout,w64,T4_radius_8,40,27.25,1.0,0.19375449344366608,0.30636102083344285,0.26505972499458746,0.2715803519776628,0.15699890219430693,-0.426019674539566,0.3974323992675636,1.91336076031439,0.4,1.2439909726381302,2.39406858086586,0.075,0.02359707000432536,2.394068706035614,0.325,0.6311336717428089,1.9361684539209247
heldout,w64,T5_radius_16,40,41.375,1.0,0.1250869836213689,0.2382412572261295,0.2253235098004957,0.43838007409086294,0.09805515888251186,-1.1040893197059631,0.3481259300286183,2.381533924443647,0.35,0.7975397050380707,1.7159988522529601,0.1,0.024529204997816124,1.7159990608692168,0.27499999999999997,0.43993231810490696,1.387789431538347
heldout,w64,T6_whole_fact,40,8.75,1.0,0.6,0.5373237723416636,0.12025870248422624,0.0,0.34241752517411006,1.0465135157108307,0.5621279532788321,1.0498220899375155,0.575,1.9130801528692245,3.8666017830371855,0.025,0.02408439750142861,3.866601896286011,0.49999999999999994,0.8815566835871405,3.1270583824875557
heldout,w64,T7_whole_parent,40,73.875,1.0,0.07579692724312528,0.1694236163590638,0.20964906269239542,0.5721469275182303,0.048780393430310556,-1.5835902333259582,0.32137779295735525,2.7424591271206737,0.35,0.38560842275619506,1.2364980220794677,0.075,0.024150750003173016,1.2364981472492218,0.27499999999999997,0.0,1.0
heldout,w64,T8_budget_12_equal,40,12.0,1.0,0.4375,0.48223430160800407,0.1538969559376965,0.10801003560973847,0.25585870684456097,0.5947650671005249,0.5029946634429507,1.312190442485735,0.55,1.741387489438057,3.4148535251617433,0.05,0.024038567492971195,3.414853447675705,0.47500000000000003,0.8375634517766497,2.7617133557964206
heldout,w64,T8_budget_12_evidence_length_proportional,40,12.0,1.0,0.4375,0.48223430160800407,0.1538969559376965,0.10801003560973847,0.25585870684456097,0.5947650671005249,0.5029946634429507,1.312190442485735,0.55,1.741387489438057,3.4148535251617433,0.05,0.024315204998129048,3.414853447675705,0.47500000000000003,0.8375634517766497,2.7617133557964206
heldout,w64,T8_budget_12_minimum_core_remainder,40,12.0,1.0,0.4375,0.48223430160800407,0.1538969559376965,0.10801003560973847,0.25585870684456097,0.5947650671005249,0.5029946634429507,1.312190442485735,0.55,1.741387489438057,3.4148535251617433,0.05,0.02445701500691939,3.414853447675705,0.47500000000000003,0.8375634517766497,2.7617133557964206
heldout,w64,T8_budget_24_equal,40,23.125,1.0,0.22457298136645965,0.3395377048387923,0.2250832564397697,0.2801368720614042,0.15524216666003382,-0.37630308270454405,0.4016631084028631,1.8803029706235974,0.425,1.2556765764951705,2.4437852680683134,0.075,0.023686627502320333,2.443785297870636,0.35,0.6869712351945855,1.9763760287932561
heldout,w64,T8_budget_24_evidence_length_proportional,40,23.125,1.0,0.22457298136645965,0.3395377048387923,0.2250832564397697,0.2801368720614042,0.15524216666003382,-0.37630308270454405,0.4016631084028631,1.8803029706235974,0.425,1.2556765764951705,2.4437852680683134,0.075,0.024597285003983414,2.443785297870636,0.35,0.6869712351945855,1.9763760287932561
heldout,w64,T8_budget_24_minimum_core_remainder,40,23.125,1.0,0.22457298136645965,0.3395377048387923,0.2250832564397697,0.2801368720614042,0.15524216666003382,-0.37630308270454405,0.4016631084028631,1.8803029706235974,0.425,1.2556765764951705,2.4437852680683134,0.075,0.024139662497327664,2.443785297870636,0.35,0.6869712351945855,1.9763760287932561
heldout,w64,T8_budget_48_equal,40,34.375,1.0,0.14807985877958704,0.264618588313264,0.23517246422128987,0.38765185343746117,0.11255709402798497,-0.9282540261745453,0.3541762277367525,2.2559329531621186,0.35,0.9398153424263,1.891834169626236,0.125,0.02395427000010386,1.8918343544006346,0.27499999999999997,0.5346869712351946,1.5299936830550922
heldout,w64,T8_budget_48_evidence_length_proportional,40,34.375,1.0,0.14807985877958704,0.264618588313264,0.23517246422128987,0.38765185343746117,0.11255709402798497,-0.9282540261745453,0.3541762277367525,2.2559329531621186,0.35,0.9398153424263,1.891834169626236,0.125,0.02494580750935711,1.8918343544006346,0.27499999999999997,0.5346869712351946,1.5299936830550922
heldout,w64,T8_budget_48_minimum_core_remainder,40,34.375,1.0,0.14807985877958704,0.264618588313264,0.23517246422128987,0.38765185343746117,0.11255709402798497,-0.9282540261745453,0.3541762277367525,2.2559329531621186,0.35,0.9398153424263,1.891834169626236,0.125,0.02424424999044277,1.8918343544006346,0.27499999999999997,0.5346869712351946,1.5299936830550922
heldout,w64,T9_wrong_exact,40,5.25,0.0,0.0,0.0,0.0,0.5667387991972641,0.43326120080273595,-3.6125224769115447,0.059607503084407654,4.0056819401681425,0.025,-0.632942259311676,-0.7924342274665832,0.1,0.02419007250573486,-0.7924340963363647,-0.049999999999999996,0.9289340101522843,-0.64086961885002
heldout,w64,dispersion_1_radius_4,5,121.0,1.0,0.09917355371900827,0.1392063430353355,0.38963334344202316,0.4326274550139565,0.03853285850868486,-2.952907609939575,0.1858123932732269,3.8772554725408552,0.2,-0.25721330642700196,-0.7908770084381104,0.0,0.025135680031962693,-0.13281922936439505,0.125,-0.637901861252115,-0.1074156315234856
heldout,w64,dispersion_2_radius_4,5,44.0,1.0,0.2727272727272727,0.34438275476977653,0.5102125814181818,0.0,0.1454046638120417,-1.8439604759216308,0.23702676398679615,3.073845897614956,0.2,0.5937318325042724,0.3180697917938232,0.2,0.023466619988903405,0.9761279046535491,0.125,0.4043993231810491,0.7894293305858113
heldout,w64,dispersion_4_radius_4,5,44.0,1.0,0.2727272727272727,0.34438275476977653,0.5102125814181818,0.0,0.1454046638120417,-1.8439604759216308,0.23702676398679615,3.073845897614956,0.2,0.5937318325042724,0.3180697917938232,0.2,0.0219363400246948,0.9761279046535491,0.125,0.4043993231810491,0.7894293305858113
validation,global,T0_none,40,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.1893704891204835,0.17630200902349316,3.1055264325812457,0.2,0.0,0.0,0.0,0.014400584989925847,0.0,0.0,1.0,
validation,global,T10_native_gist,40,1.0,0.0,0.0,0.0,0.12219837470911443,0.0,0.8778016252908856,-2.3572375237941743,0.15503182184766046,3.209049304574728,0.125,0.026076218485832213,-0.1678668200969696,0.325,0.02338029500679113,-0.1678670346736908,-0.07500000000000001,0.9859894921190893,
validation,global,T11_gist_exact,40,6.625,1.0,0.8171703296703298,0.6218473795989297,0.04468183993878938,0.0,0.3334707804622809,0.17421790361404418,0.43928643491817637,1.657261644746177,0.475,1.926904520392418,2.3635884404182432,0.05,0.023134167495300062,2.3635883927345276,0.27499999999999997,0.9071803852889667,
validation,global,T1_radius_0,40,5.625,1.0,1.0,0.645161925965516,0.0,0.0,0.354838074034484,0.24707630276679993,0.44510797205148267,1.6102372742374427,0.475,1.9287784278392792,2.436446690559387,0.05,0.02361340250063222,2.4364467918872834,0.27499999999999997,0.9211908931698775,
validation,global,T2_radius_2,40,13.125,1.0,0.42857142857142855,0.5065269108178626,0.2422732417498196,0.003825316117809052,0.24737453131450876,-0.07482044696807862,0.41924754610517995,1.8237926366273314,0.475,1.8403720915317536,2.114549905061722,0.075,0.02313286998833064,2.114550042152405,0.27499999999999997,0.8161120840630472,
validation,global,T3_radius_4,40,19.5,1.0,0.28808275058275057,0.4244969346612578,0.34646281856563804,0.039841050938608194,0.189199195834496,-0.29977107644081114,0.39511747121578084,1.9542562418850138,0.45,1.74632748067379,1.889599508047104,0.15,0.023150232492480428,1.8895994126796722,0.25,0.7267950963222417,
validation,global,T4_radius_8,40,30.375,1.0,0.18196798371845363,0.31734407294934497,0.32233503666714636,0.24549590510078131,0.1148249852827273,-0.9646816551685333,0.34746369938511634,2.318990850588307,0.375,0.8461684912443161,1.2246888399124145,0.15,0.0232377349952003,1.2246888339519502,0.175,0.5744308231173381,
validation,global,T5_radius_16,40,45.5,1.0,0.12081633525503224,0.22573003105779596,0.27638640857796104,0.42828760702511853,0.06959595333912443,-1.699079841375351,0.27232414038298886,2.8742469201795755,0.3,0.027960196137428284,0.4902906596660614,0.075,0.023542100004851817,0.49029064774513254,0.09999999999999998,0.36252189141856395,
validation,global,T6_whole_fact,40,9.375,1.0,0.6,0.5818407946091838,0.11428561440477977,0.0,0.3038735909860364,-0.021130645275115968,0.42980018330272285,1.7947361011290923,0.475,1.900845918059349,2.168239825963974,0.075,0.02348210999625735,2.1682398438453676,0.27499999999999997,0.8686514886164624,
validation,global,T7_whole_parent,40,71.375,1.0,0.08687362318591221,0.1760620574439152,0.2391689253793646,0.5433630978510904,0.041405919325629786,-2.5208290994167326,0.20399174724152544,3.4302774104755374,0.2,-0.7579439133405685,-0.33145871758461,0.1,0.02392642500635702,-0.3314586102962491,0.0,0.0,
validation,global,T8_budget_12_equal,40,12.0,1.0,0.46875,0.5022718321439157,0.2191321746382659,0.05708910374345919,0.22150688947435918,-0.22225087881088257,0.4135295623796992,1.8735524321207777,0.475,1.7745426058769227,1.9671196460723877,0.125,0.023655470000812785,1.967119610309601,0.27499999999999997,0.8318739054290718,
validation,global,T8_budget_12_evidence_length_proportional,40,12.0,1.0,0.46875,0.5022718321439157,0.2191321746382659,0.05708910374345919,0.22150688947435918,-0.22225087881088257,0.4135295623796992,1.8735524321207777,0.475,1.7745426058769227,1.9671196460723877,0.125,0.02327343999349978,1.967119610309601,0.27499999999999997,0.8318739054290718,
validation,global,T8_budget_12_minimum_core_remainder,40,12.0,1.0,0.46875,0.5022718321439157,0.2191321746382659,0.05708910374345919,0.22150688947435918,-0.22225087881088257,0.4135295623796992,1.8735524321207777,0.475,1.7745426058769227,1.9671196460723877,0.125,0.023529874987434595,1.967119610309601,0.27499999999999997,0.8318739054290718,
validation,global,T8_budget_24_equal,40,23.625,1.0,0.23660714285714285,0.3588574548264041,0.27133824292918096,0.2379912044640235,0.13181309778039144,-1.0288211464881898,0.3123653291229857,2.3595678763464094,0.35,0.9617006570100785,1.1605491936206818,0.1,0.02384921750344802,1.1605493426322937,0.14999999999999997,0.6690017513134852,
validation,global,T8_budget_24_evidence_length_proportional,40,23.625,1.0,0.23660714285714285,0.3588574548264041,0.27133824292918096,0.2379912044640235,0.13181309778039144,-1.0288211464881898,0.3123653291229857,2.3595678763464094,0.35,0.9617006570100785,1.1605491936206818,0.1,0.023843259998830035,1.1605493426322937,0.14999999999999997,0.6690017513134852,
validation,global,T8_budget_24_minimum_core_remainder,40,23.625,1.0,0.23660714285714285,0.3588574548264041,0.27133824292918096,0.2379912044640235,0.13181309778039144,-1.0288211464881898,0.3123653291229857,2.3595678763464094,0.35,0.9617006570100785,1.1605491936206818,0.1,0.02395311999716796,1.1605493426322937,0.14999999999999997,0.6690017513134852,
validation,global,T8_budget_48_equal,40,37.0,1.0,0.1467919435215947,0.2683030667948862,0.30571047435893256,0.3397166191326393,0.08626983971354196,-1.2760412573814393,0.30333956144895635,2.5439655570313335,0.375,0.6033213406801223,0.9133292078971863,0.1,0.023686407500645146,0.9133292317390442,0.175,0.4816112084063048,
validation,global,T8_budget_48_evidence_length_proportional,40,37.0,1.0,0.1467919435215947,0.2683030667948862,0.30571047435893256,0.3397166191326393,0.08626983971354196,-1.2760412573814393,0.30333956144895635,2.5439655570313335,0.375,0.6033213406801223,0.9133292078971863,0.1,0.024276610009837895,0.9133292317390442,0.175,0.4816112084063048,
validation,global,T8_budget_48_minimum_core_remainder,40,37.0,1.0,0.1467919435215947,0.2683030667948862,0.30571047435893256,0.3397166191326393,0.08626983971354196,-1.2760412573814393,0.30333956144895635,2.5439655570313335,0.375,0.6033213406801223,0.9133292078971863,0.1,0.023709665006026625,0.9133292317390442,0.175,0.4816112084063048,
validation,global,T9_wrong_exact,40,5.625,0.0,0.0,0.0,0.0,0.6467263081431156,0.3532736918568844,-3.0311551690101624,0.10360111606423743,3.5935424685478212,0.125,-1.0232290267944335,-0.8417845129966736,0.075,0.023408317496068774,-0.8417846798896789,-0.07500000000000001,0.9211908931698775,
validation,global,dispersion_1_radius_4,5,52.0,1.0,0.23076923076923078,0.4074000473983233,0.19743566144550187,0.3217883740786647,0.07337591707751016,-1.6616135597229005,0.3664827628061175,3.080226430296898,0.4,-0.45269999504089353,-0.44930453300476075,0.2,0.024499359959736466,0.527756929397583,0.2,0.2714535901926445,
validation,global,dispersion_2_radius_4,5,52.0,1.0,0.23076923076923078,0.4074000473983233,0.19743566144550187,0.3217883740786647,0.07337591707751016,-1.6616135597229005,0.3664827628061175,3.080226430296898,0.4,-0.45269999504089353,-0.44930453300476075,0.2,0.024661640031263234,0.527756929397583,0.2,0.2714535901926445,
validation,global,dispersion_4_radius_4,5,39.0,1.0,0.3076923076923077,0.5554129191459424,0.27774935602133155,0.04697689410900239,0.11986083072372367,0.44323182106018066,0.47927973680198194,1.554311242699623,0.6,2.391169548034668,1.655540657043457,0.2,0.02342426001559943,2.632602310180664,0.39999999999999997,0.4535901926444834,
validation,w128,T0_none,40,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.256389009952545,0.17021739896736107,3.1183748446404933,0.225,0.0,0.0,0.0,0.01607246248750016,0.0,0.0,1.0,
validation,w128,T10_native_gist,40,1.0,0.0,0.0,0.0,0.11716375745309052,0.0,0.8828362425469095,-2.2204661846160887,0.1599742847494781,3.088271354883909,0.2,0.012659874558448792,0.03592283725738525,0.275,0.026444997495855205,0.0359228253364563,-0.024999999999999994,0.9859894921190893,
validation,w128,T11_gist_exact,40,6.625,1.0,0.8171703296703298,0.605653349184226,0.0448287120346663,0.0,0.34951793878110776,0.28654312491416933,0.4498587664507795,1.518000090541318,0.475,1.7423872023820877,2.542932319641113,0.05,0.02529360501212068,2.542932134866714,0.24999999999999997,0.9071803852889667,
validation,w128,T1_radius_0,40,5.625,1.0,1.0,0.6283284925889291,0.0,0.0,0.3716715074110709,0.34943386912345886,0.45156936771818434,1.477266954490915,0.45,1.7491484850645065,2.6058229327201845,0.025,0.024135242495685817,2.605822879076004,0.225,0.9211908931698775,
validation,w128,T2_radius_2,40,13.125,1.0,0.42857142857142855,0.4924858386205983,0.24521333587213298,0.004023434452847141,0.25827739105442155,-0.028468579053878784,0.42816988020786084,1.7100494164973497,0.475,1.635637554526329,2.2279204964637755,0.075,0.02421788499923423,2.227920430898666,0.24999999999999997,0.8161120840630472,
validation,w128,T3_radius_4,40,19.5,1.0,0.28808275058275057,0.412202494927061,0.3507520398898031,0.03877609881885391,0.198269366364282,-0.24927212595939635,0.40927111817291006,1.8370348001364618,0.5,1.534192618727684,2.007116937637329,0.1,0.025047785002971067,2.007116883993149,0.275,0.7267950963222417,
validation,w128,T4_radius_8,40,30.375,1.0,0.18196798371845363,0.30333483888461216,0.33147475552290284,0.2441632082743114,0.12102719731817357,-0.952738904953003,0.3470790646766545,2.2605504251550883,0.4,0.6494627386331558,1.3036502003669739,0.025,0.025766367503092625,1.3036501049995421,0.17500000000000002,0.5744308231173381,
validation,w128,T5_radius_16,40,45.5,1.0,0.12081633525503224,0.21294250435337575,0.2846218212762305,0.4291068056872961,0.07332886868309771,-1.6025932669639587,0.2768118125357432,2.7022385209798814,0.35,-0.0778538554906845,0.6537957489490509,0.05,0.024825327500002457,0.6537957429885863,0.12499999999999997,0.36252189141856395,
validation,w128,T6_whole_fact,40,9.375,1.0,0.6,0.5698510380493133,0.10881566587748637,0.0,0.3213332960732004,0.1472932815551758,0.45287623485783113,1.6266792737413198,0.5,1.706339767575264,2.4036823213100433,0.075,0.023861009994288907,2.403682291507721,0.275,0.8686514886164624,
validation,w128,T7_whole_parent,40,71.375,1.0,0.08687362318591221,0.16265884298026062,0.24369004921617649,0.5509094177592508,0.04274169004431204,-2.3984264969825744,0.20906732803268824,3.258348660543561,0.2,-0.8639286011457443,-0.1420375168323517,0.025,0.025530184994568116,-0.14203748703002939,-0.024999999999999994,0.0,
validation,w128,T8_budget_12_equal,40,12.0,1.0,0.46875,0.4906801578971283,0.22064471070453032,0.05543444556645909,0.2332406858318823,-0.06330373883247375,0.4360903860651888,1.7122316036839038,0.475,1.6004529923200608,2.193085277080536,0.125,0.024111372497281992,2.1930852711200712,0.24999999999999997,0.8318739054290718,
validation,w128,T8_budget_12_evidence_length_proportional,40,12.0,1.0,0.46875,0.4906801578971283,0.22064471070453032,0.05543444556645909,0.2332406858318823,-0.06330373883247375,0.4360903860651888,1.7122316036839038,0.475,1.6004529923200608,2.193085277080536,0.125,0.02575052499305457,2.1930852711200712,0.24999999999999997,0.8318739054290718,
validation,w128,T8_budget_12_minimum_core_remainder,40,12.0,1.0,0.46875,0.4906801578971283,0.22064471070453032,0.05543444556645909,0.2332406858318823,-0.06330373883247375,0.4360903860651888,1.7122316036839038,0.475,1.6004529923200608,2.193085277080536,0.125,0.02521394250507001,2.1930852711200712,0.24999999999999997,0.8318739054290718,
validation,w128,T8_budget_24_equal,40,23.625,1.0,0.23660714285714285,0.3495101678696216,0.2736812132342635,0.23718571780342024,0.13962290109269476,-0.915668499469757,0.32591390349698485,2.1991390509530904,0.4,0.8692136853933334,1.3407206237316132,0.05,0.02437639251293149,1.340720510482788,0.17500000000000002,0.6690017513134852,
validation,w128,T8_budget_24_evidence_length_proportional,40,23.625,1.0,0.23660714285714285,0.3495101678696216,0.2736812132342635,0.23718571780342024,0.13962290109269476,-0.915668499469757,0.32591390349698485,2.1991390509530904,0.4,0.8692136853933334,1.3407206237316132,0.05,0.02454079248418566,1.340720510482788,0.17500000000000002,0.6690017513134852,
validation,w128,T8_budget_24_minimum_core_remainder,40,23.625,1.0,0.23660714285714285,0.3495101678696216,0.2736812132342635,0.23718571780342024,0.13962290109269476,-0.915668499469757,0.32591390349698485,2.1991390509530904,0.4,0.8692136853933334,1.3407206237316132,0.05,0.024946487505803815,1.340720510482788,0.17500000000000002,0.6690017513134852,
validation,w128,T8_budget_48_equal,40,37.0,1.0,0.1467919435215947,0.25562007857541,0.3123657381780328,0.34232937754940473,0.0896848056971524,-1.1258401453495026,0.3080989595357096,2.344810665771365,0.375,0.459410634636879,1.1305487334728241,0.075,0.025480460000107997,1.1305488646030424,0.15,0.4816112084063048,
validation,w128,T8_budget_48_evidence_length_proportional,40,37.0,1.0,0.1467919435215947,0.25562007857541,0.3123657381780328,0.34232937754940473,0.0896848056971524,-1.1258401453495026,0.3080989595357096,2.344810665771365,0.375,0.459410634636879,1.1305487334728241,0.075,0.024425042496295644,1.1305488646030424,0.15,0.4816112084063048,
validation,w128,T8_budget_48_minimum_core_remainder,40,37.0,1.0,0.1467919435215947,0.25562007857541,0.3123657381780328,0.34232937754940473,0.0896848056971524,-1.1258401453495026,0.3080989595357096,2.344810665771365,0.375,0.459410634636879,1.1305487334728241,0.075,0.02458352250396274,1.1305488646030424,0.15,0.4816112084063048,
validation,w128,T9_wrong_exact,40,5.625,0.0,0.0,0.0,0.0,0.6347979405581767,0.3652020594418232,-3.088766801357269,0.1097511479340028,3.6436417162418366,0.075,-0.9912265181541443,-0.83237783908844,0.05,0.024644895011442715,-0.8323777914047241,-0.15000000000000002,0.9211908931698775,
validation,w128,dispersion_1_radius_4,5,52.0,1.0,0.23076923076923078,0.4055537304130212,0.2023813495816512,0.3213325295885852,0.07073239041674242,-1.3300393104553223,0.3513768726494163,2.67272460013628,0.4,-0.47908482551574705,-0.24512434005737305,0.2,0.02465720004402101,0.9263496994972227,0.17500000000000002,0.2714535901926445,
validation,w128,dispersion_2_radius_4,5,52.0,1.0,0.23076923076923078,0.4055537304130212,0.2023813495816512,0.3213325295885852,0.07073239041674242,-1.3300393104553223,0.3513768726494163,2.67272460013628,0.4,-0.47908482551574705,-0.24512434005737305,0.2,0.024740220000967383,0.9263496994972227,0.17500000000000002,0.2714535901926445,
validation,w128,dispersion_4_radius_4,5,39.0,1.0,0.3076923076923077,0.5681280048498139,0.2731310694696276,0.044189256821982784,0.11455166885857579,1.0482426166534424,0.5276048973202705,1.043235218524933,0.6,1.9841156005859375,2.1331573009490965,0.2,0.0237002199748531,3.304631626605987,0.375,0.4535901926444834,
validation,w16,T0_none,40,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.6714000403881073,0.14428138150542508,3.3065004952251913,0.15,0.0,0.0,0.0,0.019774912489810958,0.0,0.0,1.0,0.0
validation,w16,T10_native_gist,40,1.0,0.0,0.0,0.0,0.12444015377922905,0.0,0.875559846220771,-2.7054265797138215,0.13913667638407787,3.3699654430150985,0.125,0.015925318002700806,-0.03402640223503113,0.25,0.028239244990982116,-0.0340265393257142,-0.024999999999999994,0.9859894921190893,-0.16861340160130475
validation,w16,T11_gist_exact,40,6.625,1.0,0.8171703296703298,0.5304757190647755,0.047323042282042316,0.0,0.4222012386531821,-0.7409102380275726,0.3134530227893265,1.9181562449783087,0.375,0.49768090844154356,1.9304900825023652,0.05,0.02778770750737749,1.9304898023605346,0.225,0.9071803852889667,9.56625207214804
validation,w16,T1_radius_0,40,5.625,1.0,1.0,0.5536192798406957,0.0,0.0,0.4463807201593043,-0.6098906934261322,0.3316475826577516,1.8205134058371186,0.375,0.4915029078722,2.061509424448013,0.05,0.03213270000414923,2.061509346961975,0.225,0.9211908931698775,10.215499733805125
validation,w16,T2_radius_2,40,13.125,1.0,0.42857142857142855,0.38260443361567176,0.3234421830471033,0.008341156831389007,0.28561222650583595,-1.2353808760643006,0.251884836613317,2.2683894196525216,0.275,0.5578620880842209,1.4360190391540528,0.15,0.027612032493925652,1.4360191643238067,0.12500000000000003,0.8161120840630472,7.1159771419457405
validation,w16,T3_radius_4,40,19.5,1.0,0.28808275058275057,0.28982647421740093,0.44434240544716486,0.05810930428845571,0.20772181604697842,-1.6122026145458221,0.20499287843267666,2.557329820469022,0.225,0.4170744866132736,1.0591976523399353,0.175,0.02892370751069393,1.0591974258422852,0.07500000000000001,0.7267950963222417,5.248693651418365
validation,w16,T4_radius_8,40,30.375,1.0,0.18196798371845363,0.2049903729626387,0.4311341693296356,0.22728377972958996,0.13659167797813573,-2.1312201738357546,0.15315336580388247,2.911553690396249,0.125,0.3105776280164719,0.5401798784732819,0.225,0.028060487503535115,0.5401798665523527,-0.024999999999999994,0.5744308231173381,2.676780142231502
validation,w16,T5_radius_16,40,45.5,1.0,0.12081633525503224,0.14627107599152572,0.3989372612878296,0.36235014641550595,0.09244151630513878,-2.2934692978858946,0.14285775945318163,3.0921961568295955,0.15,0.30686749517917633,0.3779308497905731,0.25,0.027690479988814333,0.3779307425022127,0.0,0.36252189141856395,1.872778993273873
validation,w16,T6_whole_fact,40,9.375,1.0,0.6,0.4664577084037524,0.17251353742582268,0.0,0.3610287541704249,-0.9701533913612366,0.2852937229064992,2.070588231086731,0.325,0.5680166393518448,1.7012468814849853,0.15,0.02835286750050727,1.7012466490268707,0.17500000000000002,0.8686514886164624,8.430272079960362
validation,w16,T7_whole_parent,40,71.375,1.0,0.08687362318591221,0.11628341165298997,0.3632371261495312,0.4540859397287037,0.06639352246877518,-2.4695979356765747,0.13216748594422825,3.238518521934748,0.125,0.19470562040805817,0.2018020808696747,0.25,0.02916975500702392,0.2018021047115326,-0.024999999999999994,0.0,1.0
