dataset,split,condition,memory,reducer,layer,look_behind,examples,evidence_recall,evidence_precision,any_evidence,chain_completion,mrr,normalized_entropy,top1_margin,score_concentration
hotpotqa,validation,native_mean_l27_late_max_b2,native_mean,late_max,27,2,8,0.046875,0.0625,0.25,0.0,0.1875,0.9927697852253914,0.08699381351470947,0.758763775229454
hotpotqa,validation,native_mean_l27_late_max_b4,native_mean,late_max,27,4,8,0.046875,0.0625,0.25,0.0,0.1875,0.9928927719593048,0.10247969627380371,0.4102376252412796
hotpotqa,validation,native_mean_l27_late_max_b8,native_mean,late_max,27,8,8,0.046875,0.0625,0.25,0.0,0.1875,0.9929728582501411,0.11135983467102051,0.2165728136897087
hotpotqa,validation,native_mean_l27_late_top_mean_b1,native_mean,late_top_mean,27,1,8,0.046875,0.0625,0.25,0.0,0.1875,0.9930588975548744,0.07632720470428467,1.0
hotpotqa,validation,native_mean_l27_late_top_mean_b16,native_mean,late_top_mean,27,16,8,0.046875,0.0625,0.25,0.0,0.1875,0.9931168928742409,0.10204392671585083,0.10884052608162165
hotpotqa,validation,native_mean_l27_late_top_mean_b2,native_mean,late_top_mean,27,2,8,0.046875,0.0625,0.25,0.0,0.1875,0.9927697852253914,0.08699381351470947,0.758763775229454
hotpotqa,validation,native_mean_l27_late_top_mean_b4,native_mean,late_top_mean,27,4,8,0.046875,0.0625,0.25,0.0,0.1875,0.9928927719593048,0.10247969627380371,0.4102376252412796
hotpotqa,validation,native_mean_l27_late_top_mean_b8,native_mean,late_top_mean,27,8,8,0.046875,0.0625,0.25,0.0,0.1875,0.9929728582501411,0.11135983467102051,0.2165728136897087
hotpotqa,validation,native_mean_l27_mean_b1,native_mean,mean,27,1,8,0.046875,0.0625,0.25,0.0,0.1875,0.9930588975548744,0.07632720470428467,1.0
hotpotqa,validation,native_mean_l27_mean_b16,native_mean,mean,27,16,8,0.046875,0.0625,0.25,0.0,0.1875,0.9936856180429459,0.050722599029541016,0.10988159477710724
hotpotqa,validation,native_mean_l27_mean_b2,native_mean,mean,27,2,8,0.046875,0.0625,0.25,0.0,0.1875,0.9926367029547691,0.08778589963912964,0.7508646175265312
hotpotqa,validation,native_mean_l27_mean_b4,native_mean,mean,27,4,8,0.046875,0.0625,0.25,0.0,0.1875,0.9927107617259026,0.11455303430557251,0.4102376252412796
hotpotqa,validation,native_mean_l27_mean_b8,native_mean,mean,27,8,8,0.046875,0.0625,0.25,0.0,0.16666666666666666,0.9929507300257683,0.11036276817321777,0.2165728136897087
hotpotqa,validation,native_mean_l27_recency_b1,native_mean,recency,27,1,8,0.046875,0.0625,0.25,0.0,0.1875,0.9930588975548744,0.07632720470428467,1.0
hotpotqa,validation,native_mean_l27_recency_b16,native_mean,recency,27,16,8,0.046875,0.0625,0.25,0.0,0.1875,0.9931168630719185,0.10204386711120605,0.10884052608162165
hotpotqa,validation,native_mean_l27_recency_b2,native_mean,recency,27,2,8,0.046875,0.0625,0.25,0.0,0.1875,0.992769755423069,0.08699387311935425,0.758763775229454
hotpotqa,validation,native_mean_l27_recency_b4,native_mean,recency,27,4,8,0.046875,0.0625,0.25,0.0,0.1875,0.9928928017616272,0.10247975587844849,0.4102376252412796
hotpotqa,validation,native_mean_l27_recency_b8,native_mean,recency,27,8,8,0.046875,0.0625,0.25,0.0,0.1875,0.9929728358983994,0.11135965585708618,0.2165728136897087
hotpotqa,validation,rank16_l0_current_b1,rank16,current,0,1,8,0.6547619047619048,0.84375,1.0,0.875,0.9375,0.934333935379982,0.2504878044128418,0.34863984026014805
hotpotqa,validation,rank16_l0_current_b4,rank16,current,0,4,8,0.6547619047619048,0.84375,1.0,0.875,0.9375,0.9343338534235954,0.2504873275756836,0.17429259978234768
hotpotqa,validation,rank16_l0_current_b8,rank16,current,0,8,8,0.6547619047619048,0.84375,1.0,0.875,0.9375,0.9343338534235954,0.2504873275756836,0.1980038471519947
hotpotqa,validation,rank16_l0_late_max_b1,rank16,late_max,0,1,8,0.6610119047619047,0.84375,1.0,1.0,0.9375,0.9158654734492302,0.17483258247375488,0.32540356926620007
hotpotqa,validation,rank16_l0_late_max_b4,rank16,late_max,0,4,8,0.2700892857142857,0.34375,0.75,0.25,0.5416666666666666,0.8769365921616554,0.3067375421524048,0.20843571424484253
hotpotqa,validation,rank16_l0_late_max_b8,rank16,late_max,0,8,8,0.2700892857142857,0.34375,0.75,0.25,0.4583333333333333,0.8754831328988075,0.3280913829803467,0.17161558289080858
hotpotqa,validation,rank16_l18_current_b1,rank16,current,18,1,8,0.5565476190476191,0.75,0.875,0.875,0.7916666666666666,0.8656782880425453,0.512965202331543,0.47372249513864517
hotpotqa,validation,rank16_l18_current_b4,rank16,current,18,4,8,0.5565476190476191,0.75,0.875,0.875,0.7916666666666666,0.8656782358884811,0.5129656791687012,0.4418322890996933
hotpotqa,validation,rank16_l18_current_b8,rank16,current,18,8,8,0.5565476190476191,0.75,0.875,0.875,0.7916666666666666,0.8656782358884811,0.5129656791687012,0.3109614085406065
hotpotqa,validation,rank16_l18_late_max_b1,rank16,late_max,18,1,8,0.5400297619047619,0.71875,1.0,0.75,0.7708333333333334,0.8292093873023987,0.444333553314209,0.6080285906791687
hotpotqa,validation,rank16_l18_late_max_b4,rank16,late_max,18,4,8,0.502529761904762,0.6875,0.875,0.875,0.7916666666666666,0.8931657448410988,0.30985283851623535,0.5409622266888618
hotpotqa,validation,rank16_l18_late_max_b8,rank16,late_max,18,8,8,0.502529761904762,0.6875,0.875,0.875,0.7916666666666666,0.8900973424315453,0.33273911476135254,0.3653005175292492
hotpotqa,validation,rank16_l27_current_b1,rank16,current,27,1,8,0.7672619047619048,1.0,1.0,1.0,1.0,0.5508169531822205,0.592529296875,0.6379782110452652
hotpotqa,validation,rank16_l27_current_b16,rank16,current,27,16,8,0.7672619047619048,1.0,1.0,1.0,1.0,0.5508169643580914,0.5925289392471313,0.4796542637050152
hotpotqa,validation,rank16_l27_current_b2,rank16,current,27,2,8,0.7672619047619048,1.0,1.0,1.0,1.0,0.5508169643580914,0.5925289392471313,0.5702573452144861
hotpotqa,validation,rank16_l27_current_b4,rank16,current,27,4,8,0.7672619047619048,1.0,1.0,1.0,1.0,0.5508169643580914,0.5925289392471313,0.525172520428896
hotpotqa,validation,rank16_l27_current_b8,rank16,current,27,8,8,0.7672619047619048,1.0,1.0,1.0,1.0,0.5508169643580914,0.5925289392471313,0.5185020808130503
hotpotqa,validation,rank16_l27_late_max_b1,rank16,late_max,27,1,8,0.7422619047619048,0.96875,1.0,0.875,1.0,0.4647214822471142,0.47911250591278076,0.7175375632941723
hotpotqa,validation,rank16_l27_late_max_b16,rank16,late_max,27,16,8,0.5985119047619047,0.8125,1.0,0.75,0.8541666666666666,0.7454216480255127,0.1933891773223877,0.5705385804176331
hotpotqa,validation,rank16_l27_late_max_b2,rank16,late_max,27,2,8,0.7110119047619048,0.9375,1.0,1.0,1.0,0.6143806539475918,0.3145618438720703,0.7586180120706558
hotpotqa,validation,rank16_l27_late_max_b4,rank16,late_max,27,4,8,0.6547619047619048,0.875,1.0,1.0,0.875,0.6903811767697334,0.17905354499816895,0.6497217062860727
hotpotqa,validation,rank16_l27_late_max_b8,rank16,late_max,27,8,8,0.6297619047619047,0.84375,1.0,0.875,0.8541666666666666,0.7388714626431465,0.18911027908325195,0.5933497957885265
hotpotqa,validation,rank16_l27_late_top_mean_b1,rank16,late_top_mean,27,1,8,0.7672619047619048,1.0,1.0,1.0,1.0,0.5508169531822205,0.592529296875,0.6379782110452652
hotpotqa,validation,rank16_l27_late_top_mean_b16,rank16,late_top_mean,27,16,8,0.6485119047619048,0.875,1.0,0.875,0.9166666666666666,0.8049303963780403,0.5337433815002441,0.44681563787162304
hotpotqa,validation,rank16_l27_late_top_mean_b2,rank16,late_top_mean,27,2,8,0.7110119047619048,0.9375,1.0,1.0,1.0,0.6981472969055176,0.5230129957199097,0.5491090044379234
hotpotqa,validation,rank16_l27_late_top_mean_b4,rank16,late_top_mean,27,4,8,0.6797619047619048,0.90625,1.0,0.875,0.9375,0.7622320652008057,0.5160477161407471,0.4725047741085291
hotpotqa,validation,rank16_l27_late_top_mean_b8,rank16,late_top_mean,27,8,8,0.6485119047619048,0.875,1.0,0.875,0.9166666666666666,0.8008086234331131,0.5338809490203857,0.4616045318543911
hotpotqa,validation,rank16_l27_mean_b1,rank16,mean,27,1,8,0.7672619047619048,1.0,1.0,1.0,1.0,0.5508169531822205,0.592529296875,0.6379782110452652
hotpotqa,validation,rank16_l27_mean_b16,rank16,mean,27,16,8,0.6235119047619048,0.84375,1.0,0.875,0.90625,0.8432909324765205,0.5278773307800293,0.44681563787162304
hotpotqa,validation,rank16_l27_mean_b2,rank16,mean,27,2,8,0.7360119047619048,0.96875,1.0,1.0,1.0,0.7288254797458649,0.47889244556427,0.49885583482682705
hotpotqa,validation,rank16_l27_mean_b4,rank16,mean,27,4,8,0.6797619047619048,0.90625,1.0,0.875,0.9166666666666666,0.8000132665038109,0.5576000213623047,0.4725047741085291
hotpotqa,validation,rank16_l27_mean_b8,rank16,mean,27,8,8,0.5672619047619047,0.78125,0.875,0.75,0.8125,0.8525677472352982,0.5044243335723877,0.48958570323884487
hotpotqa,validation,rank16_l27_recency_b1,rank16,recency,27,1,8,0.7672619047619048,1.0,1.0,1.0,1.0,0.5508169531822205,0.592529296875,0.6379782110452652
hotpotqa,validation,rank16_l27_recency_b16,rank16,recency,27,16,8,0.6797619047619048,0.90625,1.0,0.875,0.9166666666666666,0.8072540536522865,0.5354297161102295,0.44681563787162304
hotpotqa,validation,rank16_l27_recency_b2,rank16,recency,27,2,8,0.7360119047619048,0.96875,1.0,1.0,1.0,0.7024475410580635,0.4996829032897949,0.49885583482682705
hotpotqa,validation,rank16_l27_recency_b4,rank16,recency,27,4,8,0.6797619047619048,0.90625,1.0,0.875,0.9375,0.766046442091465,0.46480345726013184,0.4725047741085291
hotpotqa,validation,rank16_l27_recency_b8,rank16,recency,27,8,8,0.6797619047619048,0.90625,1.0,0.875,0.9166666666666666,0.8035527020692825,0.5397024154663086,0.4616045318543911
hotpotqa,validation,rank16_l8_current_b1,rank16,current,8,1,8,0.5558035714285714,0.75,0.875,0.875,0.7916666666666666,0.9252126440405846,0.3168681859970093,0.3973265700042248
hotpotqa,validation,rank16_l8_current_b4,rank16,current,8,4,8,0.5558035714285714,0.75,0.875,0.875,0.7916666666666666,0.9252125918865204,0.3168680667877197,0.34828743152320385
hotpotqa,validation,rank16_l8_current_b8,rank16,current,8,8,8,0.5558035714285714,0.75,0.875,0.875,0.7916666666666666,0.9252125918865204,0.3168680667877197,0.25179158709943295
hotpotqa,validation,rank16_l8_late_max_b1,rank16,late_max,8,1,8,0.5266369047619047,0.71875,1.0,0.875,0.8333333333333334,0.9139834567904472,0.3363834619522095,0.4929489195346832
hotpotqa,validation,rank16_l8_late_max_b4,rank16,late_max,8,4,8,0.5087797619047619,0.6875,1.0,0.875,0.8333333333333334,0.9047319740056992,0.37712860107421875,0.45623794570565224
hotpotqa,validation,rank16_l8_late_max_b8,rank16,late_max,8,8,8,0.5087797619047619,0.6875,1.0,0.75,0.8229166666666666,0.9015659764409065,0.38081860542297363,0.3419008031487465
hotpotqa,validation,rank8_centroid8_l27_current_b1,rank8_centroid8,current,27,1,8,0.7110119047619048,0.9375,1.0,1.0,1.0,0.4421501327306032,1.0614852905273438,0.813643291592598
hotpotqa,validation,rank8_centroid8_l27_current_b16,rank8_centroid8,current,27,16,8,0.7110119047619048,0.9375,1.0,1.0,1.0,0.4421501215547323,1.0614848136901855,0.660753021016717
hotpotqa,validation,rank8_centroid8_l27_current_b2,rank8_centroid8,current,27,2,8,0.7110119047619048,0.9375,1.0,1.0,1.0,0.4421501401811838,1.0614848136901855,0.7821841090917587
hotpotqa,validation,rank8_centroid8_l27_current_b4,rank8_centroid8,current,27,4,8,0.7110119047619048,0.9375,1.0,1.0,1.0,0.4421501215547323,1.0614848136901855,0.7355133555829525
hotpotqa,validation,rank8_centroid8_l27_current_b8,rank8_centroid8,current,27,8,8,0.7110119047619048,0.9375,1.0,1.0,1.0,0.4421500824391842,1.0614845752716064,0.724882896989584
hotpotqa,validation,rank8_centroid8_l27_late_max_b1,rank8_centroid8,late_max,27,1,8,0.7360119047619048,0.96875,1.0,1.0,1.0,0.3390360400080681,0.9597787857055664,0.8333924636244774
hotpotqa,validation,rank8_centroid8_l27_late_max_b16,rank8_centroid8,late_max,27,16,8,0.7047619047619048,0.9375,1.0,1.0,1.0,0.5119338221848011,0.5060293674468994,0.5441796630620956
hotpotqa,validation,rank8_centroid8_l27_late_max_b2,rank8_centroid8,late_max,27,2,8,0.7360119047619048,0.96875,1.0,1.0,1.0,0.4269428551197052,0.7259135246276855,0.7315036281943321
hotpotqa,validation,rank8_centroid8_l27_late_max_b4,rank8_centroid8,late_max,27,4,8,0.7047619047619048,0.9375,1.0,1.0,1.0,0.47190604358911514,0.5818741321563721,0.694923110306263
hotpotqa,validation,rank8_centroid8_l27_late_max_b8,rank8_centroid8,late_max,27,8,8,0.7047619047619048,0.9375,1.0,1.0,1.0,0.5080808848142624,0.51287841796875,0.6075802855193615
hotpotqa,validation,rank8_centroid8_l27_late_top_mean_b1,rank8_centroid8,late_top_mean,27,1,8,0.7110119047619048,0.9375,1.0,1.0,1.0,0.4421501327306032,1.0614852905273438,0.813643291592598
hotpotqa,validation,rank8_centroid8_l27_late_top_mean_b16,rank8_centroid8,late_top_mean,27,16,8,0.6547619047619048,0.875,1.0,0.75,1.0,0.6536212265491486,0.8558335304260254,0.660753021016717
hotpotqa,validation,rank8_centroid8_l27_late_top_mean_b2,rank8_centroid8,late_top_mean,27,2,8,0.7110119047619048,0.9375,1.0,0.875,1.0,0.5591430850327015,1.0164070129394531,0.7821841090917587
hotpotqa,validation,rank8_centroid8_l27_late_top_mean_b4,rank8_centroid8,late_top_mean,27,4,8,0.6547619047619048,0.875,1.0,0.75,1.0,0.6124760545790195,0.9358534812927246,0.7355133555829525
hotpotqa,validation,rank8_centroid8_l27_late_top_mean_b8,rank8_centroid8,late_top_mean,27,8,8,0.6547619047619048,0.875,1.0,0.75,1.0,0.6505121774971485,0.8617839813232422,0.724882896989584
hotpotqa,validation,rank8_centroid8_l27_mean_b1,rank8_centroid8,mean,27,1,8,0.7110119047619048,0.9375,1.0,1.0,1.0,0.4421501327306032,1.0614852905273438,0.813643291592598
hotpotqa,validation,rank8_centroid8_l27_mean_b16,rank8_centroid8,mean,27,16,8,0.6547619047619048,0.875,1.0,0.75,1.0,0.6956829056143761,0.7532331943511963,0.6801459919661283
hotpotqa,validation,rank8_centroid8_l27_mean_b2,rank8_centroid8,mean,27,2,8,0.6797619047619048,0.90625,1.0,0.875,1.0,0.5823309645056725,0.991807222366333,0.7821841090917587
hotpotqa,validation,rank8_centroid8_l27_mean_b4,rank8_centroid8,mean,27,4,8,0.6547619047619048,0.875,1.0,0.75,1.0,0.6520115621387959,0.836956262588501,0.7355133555829525
hotpotqa,validation,rank8_centroid8_l27_mean_b8,rank8_centroid8,mean,27,8,8,0.6547619047619048,0.875,1.0,0.75,1.0,0.7127954810857773,0.7254712581634521,0.724882896989584
hotpotqa,validation,rank8_centroid8_l27_recency_b1,rank8_centroid8,recency,27,1,8,0.7110119047619048,0.9375,1.0,1.0,1.0,0.4421501327306032,1.0614852905273438,0.813643291592598
hotpotqa,validation,rank8_centroid8_l27_recency_b16,rank8_centroid8,recency,27,16,8,0.6547619047619048,0.875,1.0,0.75,1.0,0.6544366143643856,0.8219742774963379,0.660753021016717
hotpotqa,validation,rank8_centroid8_l27_recency_b2,rank8_centroid8,recency,27,2,8,0.6797619047619048,0.90625,1.0,0.875,1.0,0.5593611877411604,1.0036647319793701,0.7487297505140305
hotpotqa,validation,rank8_centroid8_l27_recency_b4,rank8_centroid8,recency,27,4,8,0.6797619047619048,0.90625,1.0,0.875,1.0,0.6125207990407944,0.9008405208587646,0.7355133555829525
hotpotqa,validation,rank8_centroid8_l27_recency_b8,rank8_centroid8,recency,27,8,8,0.6547619047619048,0.875,1.0,0.75,1.0,0.6513634361326694,0.8262617588043213,0.724882896989584
musique,test,native_mean_l27_current_b1,native_mean,current,27,1,100,0.06665510680447415,0.2,0.67,0.13,0.3483333333333334,0.985425169467926,0.14333338737487794,1.0
musique,test,native_mean_l27_current_b16,native_mean,current,27,16,100,0.06665510680447415,0.2,0.67,0.13,0.3483333333333334,0.985425169467926,0.14333338737487794,0.11538974344730377
musique,test,native_mean_l27_current_b2,native_mean,current,27,2,100,0.06665510680447415,0.2,0.67,0.13,0.3483333333333334,0.985425169467926,0.14333338737487794,0.7572948199510574
musique,test,native_mean_l27_current_b4,native_mean,current,27,4,100,0.06665510680447415,0.2,0.67,0.13,0.3483333333333334,0.985425169467926,0.14333338737487794,0.4245634374022484
musique,test,native_mean_l27_current_b8,native_mean,current,27,8,100,0.06665510680447415,0.2,0.67,0.13,0.3483333333333334,0.985425169467926,0.14333338737487794,0.22675467297434806
musique,test,native_mean_l27_late_max_b1,native_mean,late_max,27,1,100,0.06665510680447415,0.2,0.67,0.13,0.3483333333333334,0.985425169467926,0.14333338737487794,1.0
musique,test,native_mean_l27_late_max_b16,native_mean,late_max,27,16,100,0.06399025382755023,0.185,0.6,0.14,0.35916666666666663,0.9841451668739318,0.15006853103637696,0.11214695662260056
musique,test,native_mean_l27_late_max_b2,native_mean,late_max,27,2,100,0.06192815029640645,0.1775,0.6,0.15,0.3475,0.9831054931879044,0.1478268575668335,0.7440700536966324
musique,test,native_mean_l27_late_max_b4,native_mean,late_max,27,4,100,0.06196015090449402,0.1775,0.61,0.14,0.37,0.9833580848574638,0.15244318008422852,0.40883108228445053
musique,test,native_mean_l27_late_max_b8,native_mean,late_max,27,8,100,0.06407504914918766,0.1825,0.61,0.16,0.355,0.9836979514360428,0.15205440044403076,0.21053949296474456
musique,test,native_mean_l27_late_top_mean_b1,native_mean,late_top_mean,27,1,100,0.06665510680447415,0.2,0.67,0.13,0.3483333333333334,0.985425169467926,0.14333338737487794,1.0
musique,test,native_mean_l27_late_top_mean_b16,native_mean,late_top_mean,27,16,100,0.06399025382755023,0.185,0.6,0.14,0.35916666666666663,0.9841451668739318,0.15006853103637696,0.11214695662260056
musique,test,native_mean_l27_late_top_mean_b2,native_mean,late_top_mean,27,2,100,0.06192815029640645,0.1775,0.6,0.15,0.3475,0.9831054931879044,0.1478268575668335,0.7440700536966324
musique,test,native_mean_l27_late_top_mean_b4,native_mean,late_top_mean,27,4,100,0.06196015090449402,0.1775,0.61,0.14,0.37,0.9833580848574638,0.15244318008422852,0.40883108228445053
musique,test,native_mean_l27_late_top_mean_b8,native_mean,late_top_mean,27,8,100,0.06407504914918766,0.1825,0.61,0.16,0.355,0.9836979514360428,0.15205440044403076,0.21053949296474456
musique,test,native_mean_l27_mean_b1,native_mean,mean,27,1,100,0.06665510680447415,0.2,0.67,0.13,0.3483333333333334,0.985425169467926,0.14333338737487794,1.0
musique,test,native_mean_l27_mean_b16,native_mean,mean,27,16,100,0.060720479157775564,0.18,0.57,0.14,0.35416666666666663,0.9865382692217827,0.13942102432250977,0.11308786951005459
musique,test,native_mean_l27_mean_b2,native_mean,mean,27,2,100,0.06028561635975487,0.1775,0.6,0.14,0.34,0.9826729068160057,0.14915183067321777,0.7427068489789963
musique,test,native_mean_l27_mean_b4,native_mean,mean,27,4,100,0.060778215579756836,0.18,0.61,0.14,0.36333333333333334,0.9829557970166206,0.15788810729980468,0.40589136481285093
musique,test,native_mean_l27_mean_b8,native_mean,mean,27,8,100,0.06379620736198337,0.1825,0.61,0.16,0.36333333333333334,0.9839510777592659,0.15481284141540527,0.20831295415759088
musique,test,native_mean_l27_recency_b1,native_mean,recency,27,1,100,0.06665510680447415,0.2,0.67,0.13,0.3483333333333334,0.985425169467926,0.14333338737487794,1.0
musique,test,native_mean_l27_recency_b16,native_mean,recency,27,16,100,0.06399025382755023,0.185,0.6,0.14,0.35916666666666663,0.98414515376091,0.15006849765777588,0.11214695662260056
musique,test,native_mean_l27_recency_b2,native_mean,recency,27,2,100,0.06192815029640645,0.1775,0.6,0.15,0.3475,0.9831054866313934,0.1478269100189209,0.7440700536966324
musique,test,native_mean_l27_recency_b4,native_mean,recency,27,4,100,0.06196015090449402,0.1775,0.61,0.14,0.37,0.9833580708503723,0.15244325637817382,0.40883108228445053
musique,test,native_mean_l27_recency_b8,native_mean,recency,27,8,100,0.06407504914918766,0.1825,0.61,0.16,0.355,0.983697946369648,0.152054386138916,0.21053949296474456
musique,test,rank16_l0_current_b1,rank16,current,0,1,100,0.05912833886548384,0.1725,0.49,0.12,0.2733333333333333,0.9569110065698624,0.19819128036499023,0.24090865366160868
musique,test,rank16_l0_current_b4,rank16,current,0,4,100,0.05912833886548384,0.1725,0.49,0.12,0.2733333333333333,0.9569110107421875,0.198191499710083,0.12045431919395924
musique,test,rank16_l0_current_b8,rank16,current,0,8,100,0.05912833886548384,0.1725,0.49,0.12,0.2733333333333333,0.9569110107421875,0.198191499710083,0.14202402025461197
musique,test,rank16_l0_late_max_b1,rank16,late_max,0,1,100,0.06290362365121754,0.18,0.5,0.1,0.3066666666666667,0.9475140202045441,0.2382337474822998,0.2923194941133261
musique,test,rank16_l0_late_max_b4,rank16,late_max,0,4,100,0.058569976865090606,0.18,0.59,0.07,0.32166666666666666,0.9086481267213822,0.344643669128418,0.1533319902420044
musique,test,rank16_l0_late_max_b8,rank16,late_max,0,8,100,0.059339818134931874,0.185,0.62,0.07,0.3433333333333334,0.9065109783411026,0.3545857048034668,0.18456483084708453
musique,test,rank16_l18_current_b1,rank16,current,18,1,100,0.05517778033612937,0.165,0.49,0.13,0.30583333333333335,0.9112963771820068,0.2908284950256348,0.3616082938760519
musique,test,rank16_l18_current_b4,rank16,current,18,4,100,0.05517778033612937,0.165,0.49,0.13,0.30583333333333335,0.9112963926792145,0.2908283996582031,0.2661320898681879
musique,test,rank16_l18_current_b8,rank16,current,18,8,100,0.05517778033612937,0.165,0.49,0.13,0.30583333333333335,0.9112963926792145,0.2908283996582031,0.17102746311575173
musique,test,rank16_l18_late_max_b1,rank16,late_max,18,1,100,0.07009183307270196,0.2025,0.57,0.11,0.35416666666666663,0.885801671743393,0.29024309158325196,0.45949456229805946
musique,test,rank16_l18_late_max_b4,rank16,late_max,18,4,100,0.07508984280290984,0.2175,0.58,0.12,0.36583333333333334,0.9088611000776291,0.25346458435058594,0.33398637756705285
musique,test,rank16_l18_late_max_b8,rank16,late_max,18,8,100,0.0739281634090323,0.2125,0.59,0.12,0.36166666666666664,0.9085280638933182,0.2580257034301758,0.22068533077836036
musique,test,rank16_l27_current_b1,rank16,current,27,1,100,0.07092809416507424,0.2125,0.59,0.15,0.35,0.8516677606105805,0.413071346282959,0.44963952094316484
musique,test,rank16_l27_current_b16,rank16,current,27,16,100,0.07092809416507424,0.2125,0.59,0.15,0.35,0.8516677653789521,0.413071403503418,0.21308093097060918
musique,test,rank16_l27_current_b2,rank16,current,27,2,100,0.07092809416507424,0.2125,0.59,0.15,0.35,0.8516677653789521,0.413071403503418,0.385710272192955
musique,test,rank16_l27_current_b4,rank16,current,27,4,100,0.07092809416507424,0.2125,0.59,0.15,0.35,0.8516677653789521,0.413071403503418,0.29712126299738884
musique,test,rank16_l27_current_b8,rank16,current,27,8,100,0.07092809416507424,0.2125,0.59,0.15,0.35,0.8516677653789521,0.413071403503418,0.2813698060810566
musique,test,rank16_l27_late_max_b1,rank16,late_max,27,1,100,0.06735423849717832,0.2,0.58,0.13,0.37916666666666665,0.8247327876091003,0.3684344959259033,0.5768939025700093
musique,test,rank16_l27_late_max_b16,rank16,late_max,27,16,100,0.07022332788507912,0.2,0.6,0.13,0.37,0.8712425321340561,0.30386441230773925,0.277945626154542
musique,test,rank16_l27_late_max_b2,rank16,late_max,27,2,100,0.06819911584205567,0.2025,0.59,0.12,0.3775,0.8566373187303543,0.35705957412719724,0.4885236322879791
musique,test,rank16_l27_late_max_b4,rank16,late_max,27,4,100,0.06710075193162082,0.195,0.58,0.12,0.37,0.8638416230678558,0.3416990089416504,0.3884868378192186
musique,test,rank16_l27_late_max_b8,rank16,late_max,27,8,100,0.0700447564565077,0.2,0.59,0.15,0.3725,0.8711847865581512,0.30242712020874024,0.37128399930894374
musique,test,rank16_l27_late_top_mean_b1,rank16,late_top_mean,27,1,100,0.07092809416507424,0.2125,0.59,0.15,0.35,0.8516677606105805,0.413071346282959,0.44963952094316484
musique,test,rank16_l27_late_top_mean_b16,rank16,late_top_mean,27,16,100,0.07223982499082109,0.2075,0.57,0.15,0.32833333333333337,0.898642926812172,0.3560814476013184,0.21527715608477593
musique,test,rank16_l27_late_top_mean_b2,rank16,late_top_mean,27,2,100,0.07207491051297754,0.215,0.61,0.18,0.3491666666666666,0.8813311725854873,0.37250548362731933,0.3822040593624115
musique,test,rank16_l27_late_top_mean_b4,rank16,late_top_mean,27,4,100,0.07268704064290954,0.2075,0.58,0.15,0.3325,0.8890328800678253,0.36853224754333497,0.2969037553668022
musique,test,rank16_l27_late_top_mean_b8,rank16,late_top_mean,27,8,100,0.07160239809023629,0.205,0.56,0.15,0.32916666666666666,0.8984503144025803,0.35485591888427737,0.2787134640663862
musique,test,rank16_l27_mean_b1,rank16,mean,27,1,100,0.07092809416507424,0.2125,0.59,0.15,0.35,0.8516677606105805,0.413071346282959,0.44963952094316484
musique,test,rank16_l27_mean_b16,rank16,mean,27,16,100,0.061036271374338404,0.1825,0.57,0.12,0.33083333333333337,0.9027846789360047,0.34262422561645506,0.21832633432000875
musique,test,rank16_l27_mean_b2,rank16,mean,27,2,100,0.07368136984312108,0.215,0.59,0.19,0.3475,0.8855713665485382,0.36898972511291506,0.3787535925209522
musique,test,rank16_l27_mean_b4,rank16,mean,27,4,100,0.07371825839316754,0.21,0.58,0.15,0.32833333333333337,0.8935569709539414,0.37935439109802244,0.301445545181632
musique,test,rank16_l27_mean_b8,rank16,mean,27,8,100,0.06423525499940899,0.1875,0.56,0.11,0.3275,0.9079081094264985,0.3415763664245606,0.29026941798627376
musique,test,rank16_l27_recency_b1,rank16,recency,27,1,100,0.07092809416507424,0.2125,0.59,0.15,0.35,0.8516677606105805,0.413071346282959,0.44963952094316484
musique,test,rank16_l27_recency_b16,rank16,recency,27,16,100,0.06838638704813829,0.1975,0.57,0.14,0.32916666666666666,0.8977672868967056,0.3649081039428711,0.21314981535077096
musique,test,rank16_l27_recency_b2,rank16,recency,27,2,100,0.07136945033847712,0.21,0.59,0.18,0.3466666666666666,0.8811640107631683,0.37247653007507325,0.38287068888545034
musique,test,rank16_l27_recency_b4,rank16,recency,27,4,100,0.07167271183446307,0.205,0.58,0.15,0.33416666666666667,0.8883710187673569,0.37320116043090823,0.29696984238922597
musique,test,rank16_l27_recency_b8,rank16,recency,27,8,100,0.06938017586801407,0.1975,0.56,0.15,0.33,0.8976138341426849,0.36546084403991697,0.2811261563003063
musique,test,rank16_l8_current_b1,rank16,current,8,1,100,0.05933838492761632,0.1825,0.54,0.13,0.32083333333333336,0.9019789582490921,0.3239417839050293,0.34450497567653654
musique,test,rank16_l8_current_b4,rank16,current,8,4,100,0.05933838492761632,0.1825,0.54,0.13,0.32083333333333336,0.9019789522886277,0.32394167900085447,0.20648123703897
musique,test,rank16_l8_current_b8,rank16,current,8,8,100,0.05933838492761632,0.1825,0.54,0.13,0.32083333333333336,0.9019789522886277,0.32394167900085447,0.1366544407978654
musique,test,rank16_l8_late_max_b1,rank16,late_max,8,1,100,0.06682505470143443,0.19,0.54,0.12,0.3466666666666666,0.8859844285249711,0.3162367725372314,0.40326362043619157
