protocol,baseline,feature_ablation,router_seed,dataset,examples,evidence_recall,precision,mrr,complete_recovery,active_fraction,comparisons,graph_calls,recall_delta_vs_one_shot,corrected_vs_one_shot,harmed_vs_one_shot
lodo_2wikimultihopqa,B3_callback_no_graph,compact_state,87,2wikimultihopqa,24,0.17372685185185185,0.20833333333333334,0.5342988847837986,0.0,0.10355713981967528,125.625,0.0,-0.025462962962962965,0.0,0.125
lodo_2wikimultihopqa,B4_callback_graph,compact_state,1,2wikimultihopqa,24,0.22002314814814816,0.23958333333333334,0.48953043173791255,0.0,0.10355713981967528,125.625,0.20833333333333334,-0.015625,0.0,0.041666666666666664
lodo_2wikimultihopqa,B4_callback_graph,compact_state,7,2wikimultihopqa,24,0.19918981481481482,0.23958333333333334,0.5203644057092333,0.0,0.10355713981967528,125.625,0.0,-0.020833333333333332,0.0,0.08333333333333333
lodo_2wikimultihopqa,B4_callback_graph,compact_state,21,2wikimultihopqa,24,0.20844907407407406,0.21875,0.5342520703933747,0.0,0.10355713981967528,125.625,0.2916666666666667,-0.009837962962962963,0.041666666666666664,0.08333333333333333
lodo_2wikimultihopqa,B4_callback_graph,compact_state,42,2wikimultihopqa,24,0.19918981481481482,0.25,0.5310168080642218,0.0,0.10355713981967528,125.625,0.0,-0.009837962962962963,0.041666666666666664,0.08333333333333333
lodo_2wikimultihopqa,B4_callback_graph,compact_state,87,2wikimultihopqa,24,0.17372685185185185,0.20833333333333334,0.5337736746997649,0.0,0.10355713981967528,125.625,0.0,-0.025462962962962965,0.0,0.125
lodo_2wikimultihopqa,B5_conditional_graph,compact_state,1,2wikimultihopqa,24,0.20613425925925924,0.2604166666666667,0.5086000635886538,0.0,0.10355713981967528,125.625,0.0,0.016666666666666666,0.08333333333333333,0.0
lodo_2wikimultihopqa,B5_conditional_graph,compact_state,7,2wikimultihopqa,24,0.19918981481481482,0.23958333333333334,0.5203644057092333,0.0,0.10355713981967528,125.625,0.0,-0.020833333333333332,0.0,0.08333333333333333
lodo_2wikimultihopqa,B5_conditional_graph,compact_state,21,2wikimultihopqa,24,0.20879629629629629,0.25,0.5714285714285714,0.0,0.10355713981967528,125.625,0.0,-0.004629629629629629,0.08333333333333333,0.125
lodo_2wikimultihopqa,B5_conditional_graph,compact_state,42,2wikimultihopqa,24,0.19918981481481482,0.25,0.5310168080642218,0.0,0.10355713981967528,125.625,0.0,-0.02199074074074074,0.0,0.125
lodo_2wikimultihopqa,B5_conditional_graph,compact_state,87,2wikimultihopqa,24,0.17372685185185185,0.20833333333333334,0.5342988847837986,0.0,0.10355713981967528,125.625,0.0,-0.025462962962962965,0.0,0.125
lodo_2wikimultihopqa,B5t_threshold_graph,default,1,2wikimultihopqa,24,0.2335648148148148,0.2916666666666667,0.5016556191442094,0.0,0.10355713981967528,125.625,0.20833333333333334,0.044097222222222225,0.20833333333333334,0.08333333333333333
lodo_2wikimultihopqa,B5t_threshold_graph,default,7,2wikimultihopqa,24,0.20787037037037037,0.2604166666666667,0.5203644057092333,0.0,0.10355713981967528,125.625,0.0,-0.012152777777777778,0.16666666666666666,0.25
lodo_2wikimultihopqa,B5t_threshold_graph,default,21,2wikimultihopqa,24,0.19837962962962963,0.25,0.5714285714285714,0.0,0.10355713981967528,125.625,0.5416666666666666,-0.015046296296296295,0.125,0.16666666666666666
lodo_2wikimultihopqa,B5t_threshold_graph,default,42,2wikimultihopqa,24,0.18703703703703703,0.25,0.5310168080642218,0.0,0.10355713981967528,125.625,0.0,-0.03414351851851852,0.16666666666666666,0.3333333333333333
lodo_2wikimultihopqa,B5t_threshold_graph,default,87,2wikimultihopqa,24,0.22199074074074074,0.2708333333333333,0.5342988847837986,0.0,0.10355713981967528,125.625,0.0,0.02280092592592593,0.20833333333333334,0.16666666666666666
lodo_2wikimultihopqa,B6_complete_action_oracle,default,1,2wikimultihopqa,24,0.40868055555555555,0.4895833333333333,0.7480835137085138,0.0,0.10355713981967528,125.625,0.041666666666666664,0.0,0.0,0.0
lodo_2wikimultihopqa,B6_complete_action_oracle,default,7,2wikimultihopqa,24,0.40868055555555555,0.4895833333333333,0.7480835137085138,0.0,0.10355713981967528,125.625,0.041666666666666664,0.0,0.0,0.0
lodo_2wikimultihopqa,B6_complete_action_oracle,default,21,2wikimultihopqa,24,0.40868055555555555,0.4895833333333333,0.7480835137085138,0.0,0.10355713981967528,125.625,0.041666666666666664,0.0,0.0,0.0
lodo_2wikimultihopqa,B6_complete_action_oracle,default,42,2wikimultihopqa,24,0.40868055555555555,0.4895833333333333,0.7480835137085138,0.0,0.10355713981967528,125.625,0.041666666666666664,0.0,0.0,0.0
lodo_2wikimultihopqa,B6_complete_action_oracle,default,87,2wikimultihopqa,24,0.40868055555555555,0.4895833333333333,0.7480835137085138,0.0,0.10355713981967528,125.625,0.041666666666666664,0.0,0.0,0.0
lodo_2wikimultihopqa,B7_stagewise_oracle,default,1,2wikimultihopqa,24,0.40868055555555555,0.4895833333333333,0.7480835137085138,0.0,0.10355713981967528,125.625,0.041666666666666664,0.0,0.0,0.0
lodo_2wikimultihopqa,B7_stagewise_oracle,default,7,2wikimultihopqa,24,0.40868055555555555,0.4895833333333333,0.7480835137085138,0.0,0.10355713981967528,125.625,0.041666666666666664,0.0,0.0,0.0
lodo_2wikimultihopqa,B7_stagewise_oracle,default,21,2wikimultihopqa,24,0.40868055555555555,0.4895833333333333,0.7480835137085138,0.0,0.10355713981967528,125.625,0.041666666666666664,0.0,0.0,0.0
lodo_2wikimultihopqa,B7_stagewise_oracle,default,42,2wikimultihopqa,24,0.40868055555555555,0.4895833333333333,0.7480835137085138,0.0,0.10355713981967528,125.625,0.041666666666666664,0.0,0.0,0.0
lodo_2wikimultihopqa,B7_stagewise_oracle,default,87,2wikimultihopqa,24,0.40868055555555555,0.4895833333333333,0.7480835137085138,0.0,0.10355713981967528,125.625,0.041666666666666664,0.0,0.0,0.0
lodo_hotpotqa,B0_validation_fixed,default,1,hotpotqa,16,0.3327380952380952,0.375,0.5935290404040404,0.0,0.08832048041809042,150.375,0.0,0.0,0.0,0.0
lodo_hotpotqa,B0_validation_fixed,default,7,hotpotqa,16,0.3327380952380952,0.375,0.5935290404040404,0.0,0.08832048041809042,150.375,0.0,0.0,0.0,0.0
lodo_hotpotqa,B0_validation_fixed,default,21,hotpotqa,16,0.3327380952380952,0.375,0.5935290404040404,0.0,0.08832048041809042,150.375,0.0,0.0,0.0,0.0
lodo_hotpotqa,B0_validation_fixed,default,42,hotpotqa,16,0.3327380952380952,0.375,0.5935290404040404,0.0,0.08832048041809042,150.375,0.0,0.0,0.0,0.0
lodo_hotpotqa,B0_validation_fixed,default,87,hotpotqa,16,0.3327380952380952,0.375,0.5935290404040404,0.0,0.08832048041809042,150.375,0.0,0.0,0.0,0.0
lodo_hotpotqa,B0b_structural_graph_fixed,default,1,hotpotqa,16,0.3327380952380952,0.375,0.5935290404040404,0.0,0.08832048041809042,150.375,1.0,0.0,0.0,0.0
lodo_hotpotqa,B0b_structural_graph_fixed,default,7,hotpotqa,16,0.3327380952380952,0.375,0.5935290404040404,0.0,0.08832048041809042,150.375,1.0,0.0,0.0,0.0
lodo_hotpotqa,B0b_structural_graph_fixed,default,21,hotpotqa,16,0.3327380952380952,0.375,0.5935290404040404,0.0,0.08832048041809042,150.375,1.0,0.0,0.0,0.0
lodo_hotpotqa,B0b_structural_graph_fixed,default,42,hotpotqa,16,0.3327380952380952,0.375,0.5935290404040404,0.0,0.08832048041809042,150.375,1.0,0.0,0.0,0.0
lodo_hotpotqa,B0b_structural_graph_fixed,default,87,hotpotqa,16,0.3327380952380952,0.375,0.5935290404040404,0.0,0.08832048041809042,150.375,1.0,0.0,0.0,0.0
lodo_hotpotqa,B1_one_shot_no_graph,default,1,hotpotqa,16,0.29464285714285715,0.34375,0.715625,0.0,0.08832048041809042,150.375,0.0,0.0,0.0,0.0
lodo_hotpotqa,B1_one_shot_no_graph,default,7,hotpotqa,16,0.20133928571428572,0.234375,0.5692708333333333,0.0,0.08832048041809042,150.375,0.0,0.0,0.0,0.0
lodo_hotpotqa,B1_one_shot_no_graph,default,21,hotpotqa,16,0.3148809523809524,0.359375,0.7309027777777778,0.0,0.08832048041809042,150.375,0.0,0.0,0.0,0.0
lodo_hotpotqa,B1_one_shot_no_graph,default,42,hotpotqa,16,0.23616071428571428,0.265625,0.6567234848484849,0.0,0.08832048041809042,150.375,0.0,0.0,0.0,0.0
lodo_hotpotqa,B1_one_shot_no_graph,default,87,hotpotqa,16,0.2674107142857143,0.296875,0.6567234848484849,0.0,0.08832048041809042,150.375,0.0,0.0,0.0,0.0
lodo_hotpotqa,B2_one_shot_graph,default,1,hotpotqa,16,0.29464285714285715,0.34375,0.715625,0.0,0.08832048041809042,150.375,0.0,0.0,0.0,0.0
lodo_hotpotqa,B2_one_shot_graph,default,7,hotpotqa,16,0.20133928571428572,0.234375,0.5692708333333333,0.0,0.08832048041809042,150.375,0.0,0.0,0.0,0.0
lodo_hotpotqa,B2_one_shot_graph,default,21,hotpotqa,16,0.3148809523809524,0.359375,0.7309027777777778,0.0,0.08832048041809042,150.375,0.0,0.0,0.0,0.0
lodo_hotpotqa,B2_one_shot_graph,default,42,hotpotqa,16,0.23616071428571428,0.265625,0.6567234848484849,0.0,0.08832048041809042,150.375,0.0,0.0,0.0,0.0
lodo_hotpotqa,B2_one_shot_graph,default,87,hotpotqa,16,0.2674107142857143,0.296875,0.6567234848484849,0.0,0.08832048041809042,150.375,0.0,0.0,0.0,0.0
lodo_hotpotqa,B3_callback_no_graph,compact_state,1,hotpotqa,16,0.22157738095238094,0.25,0.6817708333333333,0.0,0.08832048041809042,150.375,0.0,-0.0730654761904762,0.125,0.25
lodo_hotpotqa,B3_callback_no_graph,compact_state,7,hotpotqa,16,0.18675595238095238,0.21875,0.5880208333333333,0.0,0.08832048041809042,150.375,0.0,-0.014583333333333335,0.125,0.125
lodo_hotpotqa,B3_callback_no_graph,compact_state,21,hotpotqa,16,0.24657738095238096,0.28125,0.7291666666666666,0.0,0.08832048041809042,150.375,0.0,-0.06830357142857142,0.0625,0.25
lodo_hotpotqa,B3_callback_no_graph,compact_state,42,hotpotqa,16,0.20595238095238094,0.234375,0.6458333333333334,0.0,0.08832048041809042,150.375,0.0,-0.030208333333333337,0.0625,0.125
lodo_hotpotqa,B3_callback_no_graph,compact_state,87,hotpotqa,16,0.22470238095238096,0.25,0.6124526515151515,0.0,0.08832048041809042,150.375,0.0,-0.042708333333333334,0.0625,0.1875
lodo_hotpotqa,B4_callback_graph,compact_state,1,hotpotqa,16,0.20595238095238094,0.234375,0.6817708333333333,0.0,0.08832048041809042,150.375,0.0,-0.0886904761904762,0.0625,0.25
lodo_hotpotqa,B4_callback_graph,compact_state,7,hotpotqa,16,0.20238095238095238,0.234375,0.6380208333333334,0.0,0.08832048041809042,150.375,0.0,0.0010416666666666647,0.1875,0.125
lodo_hotpotqa,B4_callback_graph,compact_state,21,hotpotqa,16,0.22157738095238094,0.25,0.6736111111111112,0.0,0.08832048041809042,150.375,0.0,-0.09330357142857143,0.0,0.25
lodo_hotpotqa,B4_callback_graph,compact_state,42,hotpotqa,16,0.2238095238095238,0.265625,0.6458333333333334,0.0,0.08832048041809042,150.375,0.0,-0.01235119047619048,0.125,0.125
lodo_hotpotqa,B4_callback_graph,compact_state,87,hotpotqa,16,0.22470238095238096,0.25,0.6124526515151515,0.0,0.08832048041809042,150.375,0.0,-0.042708333333333334,0.0625,0.1875
lodo_hotpotqa,B5_conditional_graph,compact_state,1,hotpotqa,16,0.22157738095238094,0.25,0.6817708333333333,0.0,0.08832048041809042,150.375,0.0,-0.0730654761904762,0.125,0.25
lodo_hotpotqa,B5_conditional_graph,compact_state,7,hotpotqa,16,0.18675595238095238,0.21875,0.5880208333333333,0.0,0.08832048041809042,150.375,0.0,-0.014583333333333335,0.125,0.125
lodo_hotpotqa,B5_conditional_graph,compact_state,21,hotpotqa,16,0.24657738095238096,0.28125,0.7291666666666666,0.0,0.08832048041809042,150.375,0.0,-0.06830357142857142,0.0625,0.25
lodo_hotpotqa,B5_conditional_graph,compact_state,42,hotpotqa,16,0.20595238095238094,0.234375,0.6458333333333334,0.0,0.08832048041809042,150.375,0.0,-0.030208333333333337,0.0625,0.125
lodo_hotpotqa,B5_conditional_graph,compact_state,87,hotpotqa,16,0.22470238095238096,0.25,0.6124526515151515,0.0,0.08832048041809042,150.375,0.0,-0.042708333333333334,0.0625,0.1875
lodo_hotpotqa,B5t_threshold_graph,default,1,hotpotqa,16,0.32068452380952384,0.375,0.6817708333333333,0.0,0.08832048041809042,150.375,0.0,0.026041666666666664,0.3125,0.125
lodo_hotpotqa,B5t_threshold_graph,default,7,hotpotqa,16,0.2675595238095238,0.3125,0.6036458333333333,0.0,0.08832048041809042,150.375,0.3125,0.0662202380952381,0.375,0.125
lodo_hotpotqa,B5t_threshold_graph,default,21,hotpotqa,16,0.31026785714285715,0.359375,0.7552083333333334,0.0,0.08832048041809042,150.375,0.3125,-0.004613095238095234,0.3125,0.3125
lodo_hotpotqa,B5t_threshold_graph,default,42,hotpotqa,16,0.30505952380952384,0.359375,0.6458333333333334,0.0,0.08832048041809042,150.375,0.0,0.06889880952380953,0.4375,0.125
lodo_hotpotqa,B5t_threshold_graph,default,87,hotpotqa,16,0.3081845238095238,0.359375,0.6124526515151515,0.0,0.08832048041809042,150.375,0.0,0.040773809523809525,0.375,0.1875
lodo_hotpotqa,B6_complete_action_oracle,default,1,hotpotqa,16,0.5875,0.671875,0.96875,0.125,0.08832048041809042,150.375,0.0,0.0,0.0,0.0
lodo_hotpotqa,B6_complete_action_oracle,default,7,hotpotqa,16,0.5875,0.671875,0.96875,0.125,0.08832048041809042,150.375,0.0,0.0,0.0,0.0
lodo_hotpotqa,B6_complete_action_oracle,default,21,hotpotqa,16,0.5875,0.671875,0.96875,0.125,0.08832048041809042,150.375,0.0,0.0,0.0,0.0
lodo_hotpotqa,B6_complete_action_oracle,default,42,hotpotqa,16,0.5875,0.671875,0.96875,0.125,0.08832048041809042,150.375,0.0,0.0,0.0,0.0
lodo_hotpotqa,B6_complete_action_oracle,default,87,hotpotqa,16,0.5875,0.671875,0.96875,0.125,0.08832048041809042,150.375,0.0,0.0,0.0,0.0
lodo_hotpotqa,B7_stagewise_oracle,default,1,hotpotqa,16,0.5875,0.671875,0.96875,0.125,0.08832048041809042,150.375,0.0,0.0,0.0,0.0
lodo_hotpotqa,B7_stagewise_oracle,default,7,hotpotqa,16,0.5875,0.671875,0.96875,0.125,0.08832048041809042,150.375,0.0,0.0,0.0,0.0
lodo_hotpotqa,B7_stagewise_oracle,default,21,hotpotqa,16,0.5875,0.671875,0.96875,0.125,0.08832048041809042,150.375,0.0,0.0,0.0,0.0
lodo_hotpotqa,B7_stagewise_oracle,default,42,hotpotqa,16,0.5875,0.671875,0.96875,0.125,0.08832048041809042,150.375,0.0,0.0,0.0,0.0
lodo_hotpotqa,B7_stagewise_oracle,default,87,hotpotqa,16,0.5875,0.671875,0.96875,0.125,0.08832048041809042,150.375,0.0,0.0,0.0,0.0
lodo_musique,B0_validation_fixed,default,1,musique,18,0.17729018666518667,0.5277777777777778,0.8518518518518519,0.0,0.05031837622497274,244.83333333333334,0.0,0.0,0.0,0.0
lodo_musique,B0_validation_fixed,default,7,musique,18,0.17729018666518667,0.5277777777777778,0.8518518518518519,0.0,0.05031837622497274,244.83333333333334,0.0,0.0,0.0,0.0
lodo_musique,B0_validation_fixed,default,21,musique,18,0.17729018666518667,0.5277777777777778,0.8518518518518519,0.0,0.05031837622497274,244.83333333333334,0.0,0.0,0.0,0.0
lodo_musique,B0_validation_fixed,default,42,musique,18,0.17729018666518667,0.5277777777777778,0.8518518518518519,0.0,0.05031837622497274,244.83333333333334,0.0,0.0,0.0,0.0
lodo_musique,B0_validation_fixed,default,87,musique,18,0.17729018666518667,0.5277777777777778,0.8518518518518519,0.0,0.05031837622497274,244.83333333333334,0.0,0.0,0.0,0.0
lodo_musique,B0b_structural_graph_fixed,default,1,musique,18,0.17729018666518667,0.5277777777777778,0.8518518518518519,0.0,0.05031837622497274,244.83333333333334,1.3333333333333333,0.0,0.0,0.0
lodo_musique,B0b_structural_graph_fixed,default,7,musique,18,0.17729018666518667,0.5277777777777778,0.8518518518518519,0.0,0.05031837622497274,244.83333333333334,1.3333333333333333,0.0,0.0,0.0
lodo_musique,B0b_structural_graph_fixed,default,21,musique,18,0.17729018666518667,0.5277777777777778,0.8518518518518519,0.0,0.05031837622497274,244.83333333333334,1.3333333333333333,0.0,0.0,0.0
lodo_musique,B0b_structural_graph_fixed,default,42,musique,18,0.17729018666518667,0.5277777777777778,0.8518518518518519,0.0,0.05031837622497274,244.83333333333334,1.3333333333333333,0.0,0.0,0.0
lodo_musique,B0b_structural_graph_fixed,default,87,musique,18,0.17729018666518667,0.5277777777777778,0.8518518518518519,0.0,0.05031837622497274,244.83333333333334,1.3333333333333333,0.0,0.0,0.0
lodo_musique,B1_one_shot_no_graph,default,1,musique,18,0.15426691364191364,0.4861111111111111,0.8333333333333334,0.0,0.05031837622497274,244.83333333333334,0.0,0.0,0.0,0.0
lodo_musique,B1_one_shot_no_graph,default,7,musique,18,0.12340980778480778,0.375,0.8027777777777777,0.0,0.05031837622497274,244.83333333333334,0.0,0.0,0.0,0.0
lodo_musique,B1_one_shot_no_graph,default,21,musique,18,0.15200158637658637,0.4583333333333333,0.8333333333333334,0.0,0.05031837622497274,244.83333333333334,0.0,0.0,0.0,0.0
lodo_musique,B1_one_shot_no_graph,default,42,musique,18,0.16272489084989084,0.5138888888888888,0.8981481481481483,0.0,0.05031837622497274,244.83333333333334,0.0,0.0,0.0,0.0
lodo_musique,B1_one_shot_no_graph,default,87,musique,18,0.14023811836311836,0.4305555555555556,0.7916666666666666,0.0,0.05031837622497274,244.83333333333334,0.0,0.0,0.0,0.0
lodo_musique,B2_one_shot_graph,default,1,musique,18,0.15426691364191364,0.4861111111111111,0.8333333333333334,0.0,0.05031837622497274,244.83333333333334,0.0,0.0,0.0,0.0
lodo_musique,B2_one_shot_graph,default,7,musique,18,0.1209703490953491,0.3888888888888889,0.8305555555555555,0.0,0.05031837622497274,244.83333333333334,0.3333333333333333,0.0,0.0,0.0
lodo_musique,B2_one_shot_graph,default,21,musique,18,0.1479214072964073,0.4444444444444444,0.8333333333333334,0.0,0.05031837622497274,244.83333333333334,0.3333333333333333,0.0,0.0,0.0
lodo_musique,B2_one_shot_graph,default,42,musique,18,0.16272489084989084,0.5138888888888888,0.8981481481481483,0.0,0.05031837622497274,244.83333333333334,0.0,0.0,0.0,0.0
lodo_musique,B2_one_shot_graph,default,87,musique,18,0.15615923428423428,0.4861111111111111,0.787037037037037,0.0,0.05031837622497274,244.83333333333334,0.0,0.0,0.0,0.0
lodo_musique,B3_callback_no_graph,compact_state,1,musique,18,0.15596984034484032,0.4722222222222222,0.8333333333333334,0.0,0.05031837622497274,244.83333333333334,0.0,0.0017029267029267025,0.1111111111111111,0.1111111111111111
lodo_musique,B3_callback_no_graph,compact_state,7,musique,18,0.12711351148851147,0.3888888888888889,0.8194444444444444,0.0,0.05031837622497274,244.83333333333334,0.0,0.003703703703703703,0.05555555555555555,0.05555555555555555
lodo_musique,B3_callback_no_graph,compact_state,21,musique,18,0.15001364376364376,0.4583333333333333,0.8055555555555556,0.0,0.05031837622497274,244.83333333333334,0.0,-0.0019879426129426137,0.1111111111111111,0.1111111111111111
lodo_musique,B3_callback_no_graph,compact_state,42,musique,18,0.14976192788692788,0.4583333333333333,0.8194444444444444,0.0,0.05031837622497274,244.83333333333334,0.0,-0.012962962962962963,0.05555555555555555,0.16666666666666666
lodo_musique,B3_callback_no_graph,compact_state,87,musique,18,0.15624340936840939,0.4861111111111111,0.8194444444444444,0.0,0.05031837622497274,244.83333333333334,0.0,0.016005291005291005,0.2222222222222222,0.0
lodo_musique,B4_callback_graph,compact_state,1,musique,18,0.15596984034484032,0.4722222222222222,0.8333333333333334,0.0,0.05031837622497274,244.83333333333334,0.0,0.0017029267029267025,0.1111111111111111,0.1111111111111111
lodo_musique,B4_callback_graph,compact_state,7,musique,18,0.11486534299034298,0.375,0.8305555555555555,0.0,0.05031837622497274,244.83333333333334,0.2777777777777778,-0.006105006105006105,0.05555555555555555,0.1111111111111111
lodo_musique,B4_callback_graph,compact_state,21,musique,18,0.15388650701150702,0.4722222222222222,0.8333333333333334,0.0,0.05031837622497274,244.83333333333334,0.16666666666666666,0.0059650997150997144,0.1111111111111111,0.05555555555555555
lodo_musique,B4_callback_graph,compact_state,42,musique,18,0.14976192788692788,0.4583333333333333,0.8194444444444444,0.0,0.05031837622497274,244.83333333333334,0.0,-0.012962962962962963,0.05555555555555555,0.16666666666666666
lodo_musique,B4_callback_graph,compact_state,87,musique,18,0.15161377973877974,0.4722222222222222,0.787037037037037,0.0,0.05031837622497274,244.83333333333334,0.0,-0.004545454545454545,0.05555555555555555,0.05555555555555555
lodo_musique,B5_conditional_graph,compact_state,1,musique,18,0.15944206256706256,0.4861111111111111,0.8333333333333334,0.0,0.05031837622497274,244.83333333333334,0.0,0.0051751489251489246,0.16666666666666666,0.1111111111111111
lodo_musique,B5_conditional_graph,compact_state,7,musique,18,0.11917700355200354,0.375,0.8194444444444444,0.0,0.05031837622497274,244.83333333333334,0.0,-0.004232804232804233,0.05555555555555555,0.1111111111111111
lodo_musique,B5_conditional_graph,compact_state,21,musique,18,0.14827753265253263,0.4444444444444444,0.8055555555555556,0.0,0.05031837622497274,244.83333333333334,0.05555555555555555,-0.0037240537240537247,0.05555555555555555,0.1111111111111111
lodo_musique,B5_conditional_graph,compact_state,42,musique,18,0.14976192788692788,0.4583333333333333,0.8194444444444444,0.0,0.05031837622497274,244.83333333333334,0.05555555555555555,-0.012962962962962963,0.05555555555555555,0.16666666666666666
lodo_musique,B5_conditional_graph,compact_state,87,musique,18,0.14976192788692788,0.4583333333333333,0.8194444444444444,0.0,0.05031837622497274,244.83333333333334,0.0,0.009523809523809525,0.1111111111111111,0.0
lodo_musique,B5t_threshold_graph,default,1,musique,18,0.16163743663743663,0.4861111111111111,0.8333333333333334,0.0,0.05031837622497274,244.83333333333334,0.2777777777777778,0.007370522995522994,0.16666666666666666,0.16666666666666666
lodo_musique,B5t_threshold_graph,default,7,musique,18,0.14803714803714804,0.4722222222222222,0.8194444444444444,0.0,0.05031837622497274,244.83333333333334,0.2777777777777778,0.02462734025234025,0.5555555555555556,0.2222222222222222
