condition,cumulative_unique_native_tokens,cumulative_visible_tokens,cumulative_wall_ms,example_id
PRA_NATIVE_MEMORY_NO_ADAPTOR,116,0,172.00149898417294,fixture:bridge:0
PRA_SELECTED_CONTEXT_NO_ADAPTOR,116,116,164.97012501349673,fixture:bridge:0
PRA_NATIVE_MEMORY_NO_ADAPTOR,232,116,344.4039989844896,fixture:bridge:1
PRA_SELECTED_CONTEXT_NO_ADAPTOR,232,232,328.9884990081191,fixture:bridge:1
PRA_NATIVE_MEMORY_NO_ADAPTOR,348,232,517.1059159911238,fixture:bridge:2
PRA_SELECTED_CONTEXT_NO_ADAPTOR,348,348,503.96095699397847,fixture:bridge:2
PRA_NATIVE_MEMORY_NO_ADAPTOR,463,348,699.4802079861984,fixture:bridge:3
PRA_SELECTED_CONTEXT_NO_ADAPTOR,463,463,678.4872480202466,fixture:bridge:3
PRA_NATIVE_MEMORY_NO_ADAPTOR,579,463,879.3250829912722,fixture:bridge:4
PRA_SELECTED_CONTEXT_NO_ADAPTOR,579,579,857.7542480779812,fixture:bridge:4
PRA_NATIVE_MEMORY_NO_ADAPTOR,695,579,1051.9826659583487,fixture:lookup:0
PRA_SELECTED_CONTEXT_NO_ADAPTOR,695,695,1022.7296640514396,fixture:lookup:0
PRA_NATIVE_MEMORY_NO_ADAPTOR,823,695,1223.0168319656514,fixture:lookup:1
PRA_SELECTED_CONTEXT_NO_ADAPTOR,823,823,1188.1337049999274,fixture:lookup:1
PRA_NATIVE_MEMORY_NO_ADAPTOR,951,823,1408.5987489670515,fixture:lookup:2
PRA_SELECTED_CONTEXT_NO_ADAPTOR,951,951,1361.9737039553002,fixture:lookup:2
PRA_NATIVE_MEMORY_NO_ADAPTOR,1066,951,1586.9595829281025,fixture:lookup:3
PRA_SELECTED_CONTEXT_NO_ADAPTOR,1066,1066,1536.5546629182063,fixture:lookup:3
PRA_NATIVE_MEMORY_NO_ADAPTOR,1182,1066,1766.4188749040477,fixture:lookup:4
PRA_SELECTED_CONTEXT_NO_ADAPTOR,1182,1182,1708.0062039312907,fixture:lookup:4
PRA_NATIVE_MEMORY_NO_ADAPTOR,1310,1182,1949.5494589209557,fixture:synthesis:0
PRA_SELECTED_CONTEXT_NO_ADAPTOR,1310,1310,1885.4879119317047,fixture:synthesis:0
PRA_NATIVE_MEMORY_NO_ADAPTOR,1438,1310,2139.112583885435,fixture:synthesis:1
PRA_SELECTED_CONTEXT_NO_ADAPTOR,1438,1438,2074.7204948565923,fixture:synthesis:1
PRA_NATIVE_MEMORY_NO_ADAPTOR,1566,1438,2325.4362088628113,fixture:synthesis:2
PRA_SELECTED_CONTEXT_NO_ADAPTOR,1566,1566,2271.606119873468,fixture:synthesis:2
PRA_NATIVE_MEMORY_NO_ADAPTOR,1694,1566,2521.298042847775,fixture:synthesis:3
PRA_SELECTED_CONTEXT_NO_ADAPTOR,1694,1694,2451.5837448998354,fixture:synthesis:3
PRA_NATIVE_MEMORY_NO_ADAPTOR,1822,1694,2716.9696258497424,fixture:synthesis:4
PRA_SELECTED_CONTEXT_NO_ADAPTOR,1822,1822,2636.5688699297607,fixture:synthesis:4
