dataset,example_id,condition,candidate_chunks,index_construction_ms,cached_routing_ms,cached_routing_p95_ms,index_bytes,index_bytes_per_chunk,native_dots,low_rank_dots,lexical_scoring_ms,materialized_native_kv_tokens,active_memory_fraction,backing_native_kv_bytes,transfer_bytes,evidence_recall,evidence_precision,any_evidence,chain_completion,exact_identity,mrr,requested_chunks
2wikimultihopqa,2151e72a0bb011ebab90acde48001122,exact,48,11.561299907043576,9.472450008615851,9.838900063186884,29758,619.9583333333334,0,0,9.472450008615851,128,0.08398950131233596,6242304,524288,0.25,0.25,1.0,0.0,0.0,0.25,4.0
2wikimultihopqa,2151e72a0bb011ebab90acde48001122,bm25,48,11.561299907043576,9.007239970378578,9.623199934139848,29758,619.9583333333334,0,0,9.007239970378578,128,0.08398950131233596,6242304,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2wikimultihopqa,2151e72a0bb011ebab90acde48001122,approximate,48,11.561299907043576,9.681520005688071,11.500900145620108,29758,619.9583333333334,0,0,9.681520005688071,128,0.08398950131233596,6242304,524288,0.25,0.25,1.0,0.0,0.0,0.25,4.0
2wikimultihopqa,2151e72a0bb011ebab90acde48001122,inherited_hybrid,48,11.561299907043576,8.993120025843382,9.778899839147925,29758,619.9583333333334,0,0,8.993120025843382,128,0.08398950131233596,6242304,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2wikimultihopqa,2151e72a0bb011ebab90acde48001122,rank16_retrained,48,2.6195000391453505,1.583019969984889,1.6107000410556793,99840,2080.0,0,24576,0.0,128,0.08398950131233596,6242304,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2wikimultihopqa,2151e72a0bb011ebab90acde48001122,rank8_centroid8_retrained,48,712.0511000975966,1.5241899993270636,1.6948000993579626,12672,264.0,0,3072,0.0,128,0.08398950131233596,6242304,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2wikimultihopqa,22dd11fe0bde11eba7f7acde48001122,native_mean,34,2.5959000922739506,1.9963199505582452,2.332399832084775,139298,4097.0,544,0,0.0,109,0.1019644527595884,4378624,446464,0.2,0.25,1.0,0.0,0.0,0.25,4.0
2wikimultihopqa,22dd11fe0bde11eba7f7acde48001122,exact,34,8.261999813839793,7.852210057899356,8.274200139567256,22350,657.3529411764706,0,0,7.852210057899356,128,0.11973807296538821,4378624,524288,0.4,0.5,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,22dd11fe0bde11eba7f7acde48001122,bm25,34,8.261999813839793,8.358820038847625,9.43790003657341,22350,657.3529411764706,0,0,8.358820038847625,109,0.1019644527595884,4378624,446464,0.4,0.5,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,22dd11fe0bde11eba7f7acde48001122,approximate,34,8.261999813839793,7.793319993652403,8.049999829381704,22350,657.3529411764706,0,0,7.793319993652403,128,0.11973807296538821,4378624,524288,0.4,0.5,1.0,0.0,0.0,0.5,4.0
2wikimultihopqa,22dd11fe0bde11eba7f7acde48001122,inherited_hybrid,34,8.261999813839793,8.81247001234442,10.373200057074428,22350,657.3529411764706,0,0,8.81247001234442,109,0.1019644527595884,4378624,446464,0.2,0.25,1.0,0.0,0.0,0.5,4.0
2wikimultihopqa,22dd11fe0bde11eba7f7acde48001122,rank16_retrained,34,1.85779994353652,1.6472500283271074,1.9306999165564775,70720,2080.0,0,17408,0.0,128,0.11973807296538821,4378624,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2wikimultihopqa,22dd11fe0bde11eba7f7acde48001122,rank8_centroid8_retrained,34,536.2396999262273,1.514299982227385,1.6099999193102121,8976,264.0,0,2176,0.0,128,0.11973807296538821,4378624,524288,0.2,0.25,1.0,0.0,0.0,0.25,4.0
2wikimultihopqa,22f9ba0c0bde11eba7f7acde48001122,native_mean,37,2.822199836373329,2.137040044181049,2.6012000162154436,151589,4097.0,592,0,0.0,104,0.0896551724137931,4751360,425984,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2wikimultihopqa,22f9ba0c0bde11eba7f7acde48001122,exact,37,9.08550014719367,8.721180004067719,9.351900080218911,23571,637.0540540540541,0,0,8.721180004067719,128,0.1103448275862069,4751360,524288,0.5,0.5,1.0,0.0,0.0,0.3333333333333333,4.0
2wikimultihopqa,22f9ba0c0bde11eba7f7acde48001122,bm25,37,9.08550014719367,9.229790000244975,10.738799814134836,23571,637.0540540540541,0,0,9.229790000244975,128,0.1103448275862069,4751360,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2wikimultihopqa,22f9ba0c0bde11eba7f7acde48001122,approximate,37,9.08550014719367,8.613890036940575,9.259300073608756,23571,637.0540540540541,0,0,8.613890036940575,128,0.1103448275862069,4751360,524288,0.25,0.25,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,22f9ba0c0bde11eba7f7acde48001122,inherited_hybrid,37,9.08550014719367,9.007460018619895,9.977499954402447,23571,637.0540540540541,0,0,9.007460018619895,128,0.1103448275862069,4751360,524288,0.25,0.25,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,22f9ba0c0bde11eba7f7acde48001122,rank16_retrained,37,2.184299984946847,1.5853999881073833,1.720899948850274,76960,2080.0,0,18944,0.0,128,0.1103448275862069,4751360,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2wikimultihopqa,22f9ba0c0bde11eba7f7acde48001122,rank8_centroid8_retrained,37,524.31849995628,1.4264099299907684,1.4246997889131308,9768,264.0,0,2368,0.0,128,0.1103448275862069,4751360,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2wikimultihopqa,24f101ba0bdb11eba7f7acde48001122,native_mean,83,4.741899902001023,2.779660001397133,3.0382999684661627,340051,4097.0,1328,0,0.0,128,0.04822908816880181,10870784,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2wikimultihopqa,24f101ba0bdb11eba7f7acde48001122,exact,83,20.79880004748702,21.748639992438257,23.88510014861822,56792,684.2409638554217,0,0,21.748639992438257,128,0.04822908816880181,10870784,524288,0.25,0.25,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,24f101ba0bdb11eba7f7acde48001122,bm25,83,20.79880004748702,20.764590031467378,21.458399947732687,56792,684.2409638554217,0,0,20.764590031467378,128,0.04822908816880181,10870784,524288,0.25,0.25,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,24f101ba0bdb11eba7f7acde48001122,approximate,83,20.79880004748702,20.483359997160733,21.18839998729527,56792,684.2409638554217,0,0,20.483359997160733,128,0.04822908816880181,10870784,524288,0.25,0.25,1.0,0.0,0.0,0.25,4.0
2wikimultihopqa,24f101ba0bdb11eba7f7acde48001122,inherited_hybrid,83,20.79880004748702,20.62788000330329,21.143400110304356,56792,684.2409638554217,0,0,20.62788000330329,128,0.04822908816880181,10870784,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2wikimultihopqa,24f101ba0bdb11eba7f7acde48001122,rank16_retrained,83,4.404600011184812,1.6371499747037888,1.7899998929351568,172640,2080.0,0,42496,0.0,128,0.04822908816880181,10870784,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2wikimultihopqa,24f101ba0bdb11eba7f7acde48001122,rank8_centroid8_retrained,83,1261.3490000367165,1.5374199952930212,1.626000041142106,21912,264.0,0,5312,0.0,128,0.04822908816880181,10870784,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2wikimultihopqa,25072e8e0bdd11eba7f7acde48001122,native_mean,98,5.315399961546063,2.9453800059854984,3.363899886608124,401506,4097.0,1568,0,0.0,128,0.0408423739629866,12836864,524288,0.3333333333333333,0.5,1.0,1.0,0.0,0.3333333333333333,4.0
2wikimultihopqa,25072e8e0bdd11eba7f7acde48001122,exact,98,32.29780006222427,26.44058004952967,27.277500135824084,60620,618.5714285714286,0,0,26.44058004952967,128,0.0408423739629866,12836864,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2wikimultihopqa,25072e8e0bdd11eba7f7acde48001122,bm25,98,32.29780006222427,25.98872995004058,26.492799865081906,60620,618.5714285714286,0,0,25.98872995004058,128,0.0408423739629866,12836864,524288,0.16666666666666666,0.25,1.0,0.0,0.0,0.3333333333333333,4.0
2wikimultihopqa,25072e8e0bdd11eba7f7acde48001122,approximate,98,32.29780006222427,27.104079979471862,28.412999818101525,60620,618.5714285714286,0,0,27.104079979471862,128,0.0408423739629866,12836864,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2wikimultihopqa,25072e8e0bdd11eba7f7acde48001122,inherited_hybrid,98,32.29780006222427,26.732249977067113,27.77389995753765,60620,618.5714285714286,0,0,26.732249977067113,128,0.0408423739629866,12836864,524288,0.16666666666666666,0.25,1.0,0.0,0.0,0.5,4.0
2wikimultihopqa,25072e8e0bdd11eba7f7acde48001122,rank16_retrained,98,4.531000042334199,1.6639800276607275,1.8434999510645866,203840,2080.0,0,50176,0.0,128,0.0408423739629866,12836864,524288,0.16666666666666666,0.25,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,25072e8e0bdd11eba7f7acde48001122,rank8_centroid8_retrained,98,1418.020199984312,1.5749600483104587,1.5839999541640282,25872,264.0,0,6272,0.0,128,0.0408423739629866,12836864,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2wikimultihopqa,252307240bda11eba7f7acde48001122,native_mean,47,3.190400078892708,2.152490010485053,2.376900054514408,192559,4097.0,752,0,0.0,128,0.085219707057257,6152192,524288,0.25,0.25,1.0,0.0,0.0,0.3333333333333333,4.0
2wikimultihopqa,252307240bda11eba7f7acde48001122,exact,47,11.41440006904304,10.740339988842607,11.301899794489145,30925,657.9787234042553,0,0,10.740339988842607,128,0.085219707057257,6152192,524288,0.5,0.5,1.0,0.0,0.0,0.3333333333333333,4.0
2wikimultihopqa,252307240bda11eba7f7acde48001122,bm25,47,11.41440006904304,10.97677000798285,11.471400037407875,30925,657.9787234042553,0,0,10.97677000798285,128,0.085219707057257,6152192,524288,0.25,0.25,1.0,0.0,0.0,0.25,4.0
2wikimultihopqa,252307240bda11eba7f7acde48001122,approximate,47,11.41440006904304,10.762329981662333,11.345699895173311,30925,657.9787234042553,0,0,10.762329981662333,128,0.085219707057257,6152192,524288,0.25,0.25,1.0,0.0,0.0,0.25,4.0
2wikimultihopqa,252307240bda11eba7f7acde48001122,inherited_hybrid,47,11.41440006904304,10.927170002833009,11.411699932068586,30925,657.9787234042553,0,0,10.927170002833009,128,0.085219707057257,6152192,524288,0.25,0.25,1.0,0.0,0.0,0.5,4.0
2wikimultihopqa,252307240bda11eba7f7acde48001122,rank16_retrained,47,2.3314999416470528,1.5593600692227483,1.8584001809358597,97760,2080.0,0,24064,0.0,128,0.085219707057257,6152192,524288,0.25,0.25,1.0,0.0,0.0,0.25,4.0
2wikimultihopqa,252307240bda11eba7f7acde48001122,rank8_centroid8_retrained,47,719.3023001309484,1.51227000169456,1.5141000039875507,12408,264.0,0,3008,0.0,126,0.08388814913448735,6152192,516096,0.25,0.25,1.0,0.0,0.0,0.3333333333333333,4.0
musique,2hop__107905_110222,native_mean,77,4.4777002185583115,2.6506500551477075,3.070699982345104,315469,4097.0,1232,0,0.0,107,0.04379860826852231,10006528,438272,0.0,0.0,0.0,0.0,0.0,0.0,4.0
musique,2hop__107905_110222,exact,77,19.692499889060855,20.569780026562512,21.113900002092123,60995,792.1428571428571,0,0,20.569780026562512,128,0.052394596807204256,10006528,524288,0.18181818181818182,0.5,1.0,0.0,0.0,1.0,4.0
musique,2hop__107905_110222,bm25,77,19.692499889060855,20.860910043120384,21.634100005030632,60995,792.1428571428571,0,0,20.860910043120384,128,0.052394596807204256,10006528,524288,0.18181818181818182,0.5,1.0,0.0,0.0,1.0,4.0
musique,2hop__107905_110222,approximate,77,19.692499889060855,20.50294999498874,21.968699991703033,60995,792.1428571428571,0,0,20.50294999498874,128,0.052394596807204256,10006528,524288,0.18181818181818182,0.5,1.0,0.0,0.0,1.0,4.0
musique,2hop__107905_110222,inherited_hybrid,77,19.692499889060855,21.113879955373704,21.809499943628907,60995,792.1428571428571,0,0,21.113879955373704,128,0.052394596807204256,10006528,524288,0.09090909090909091,0.25,1.0,0.0,0.0,0.3333333333333333,4.0
musique,2hop__107905_110222,rank16_retrained,77,3.921300172805786,1.5750600257888436,1.7036001663655043,160160,2080.0,0,39424,0.0,128,0.052394596807204256,10006528,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0
musique,2hop__107905_110222,rank8_centroid8_retrained,77,1174.701599869877,1.4941300032660365,1.7897000070661306,20328,264.0,0,4928,0.0,107,0.04379860826852231,10006528,438272,0.0,0.0,0.0,0.0,0.0,0.0,4.0
musique,2hop__115515_779396,native_mean,91,5.128099815919995,2.766650030389428,2.884700195863843,372827,4097.0,1456,0,0.0,128,0.04409231829142267,11890688,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0
musique,2hop__115515_779396,exact,91,25.82859992980957,16.086200019344687,17.16460008174181,69865,767.7472527472528,0,0,16.086200019344687,128,0.04409231829142267,11890688,524288,0.125,0.25,1.0,0.0,0.0,1.0,4.0
musique,2hop__115515_779396,bm25,91,25.82859992980957,15.775180025957525,16.267900122329593,69865,767.7472527472528,0,0,15.775180025957525,128,0.04409231829142267,11890688,524288,0.125,0.25,1.0,0.0,0.0,0.25,4.0
musique,2hop__115515_779396,approximate,91,25.82859992980957,15.724350023083389,16.04879996739328,69865,767.7472527472528,0,0,15.724350023083389,128,0.04409231829142267,11890688,524288,0.375,0.75,1.0,1.0,0.0,1.0,4.0
musique,2hop__115515_779396,inherited_hybrid,91,25.82859992980957,16.4504500804469,17.087100073695183,69865,767.7472527472528,0,0,16.4504500804469,128,0.04409231829142267,11890688,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0
musique,2hop__115515_779396,rank16_retrained,91,4.528599791228771,1.9272900419309735,2.518600085750222,189280,2080.0,0,46592,0.0,128,0.04409231829142267,11890688,524288,0.125,0.25,1.0,0.0,0.0,0.25,4.0
musique,2hop__115515_779396,rank8_centroid8_retrained,91,1421.9828001223505,1.4542500022798777,1.5306000132113695,24024,264.0,0,5824,0.0,128,0.04409231829142267,11890688,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0
musique,2hop__128945_47686,native_mean,69,4.025899805128574,2.495469991117716,2.9690000228583813,282693,4097.0,1104,0,0.0,128,0.058581235697940506,8949760,524288,0.1,0.25,1.0,0.0,0.0,0.3333333333333333,4.0
musique,2hop__128945_47686,exact,69,17.94839999638498,15.017569996416569,15.301999868825078,49668,719.8260869565217,0,0,15.017569996416569,128,0.058581235697940506,8949760,524288,0.2,0.5,1.0,1.0,0.0,1.0,4.0
musique,2hop__128945_47686,bm25,69,17.94839999638498,14.822670049034059,15.352300135418773,49668,719.8260869565217,0,0,14.822670049034059,128,0.058581235697940506,8949760,524288,0.1,0.25,1.0,0.0,0.0,0.5,4.0
musique,2hop__128945_47686,approximate,69,17.94839999638498,15.005609951913357,15.43949986808002,49668,719.8260869565217,0,0,15.005609951913357,128,0.058581235697940506,8949760,524288,0.3,0.75,1.0,1.0,0.0,1.0,4.0
musique,2hop__128945_47686,inherited_hybrid,69,17.94839999638498,14.176579983904958,14.659599866718054,49668,719.8260869565217,0,0,14.176579983904958,128,0.058581235697940506,8949760,524288,0.1,0.25,1.0,0.0,0.0,0.3333333333333333,4.0
musique,2hop__128945_47686,rank16_retrained,69,3.433499950915575,1.6046499600633979,1.6985998954623938,143520,2080.0,0,35328,0.0,128,0.058581235697940506,8949760,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0
musique,2hop__128945_47686,rank8_centroid8_retrained,69,1102.0074000116438,1.4497999800369143,1.4849998988211155,18216,264.0,0,4416,0.0,105,0.04805491990846682,8949760,430080,0.1,0.25,1.0,0.0,0.0,0.25,4.0
musique,2hop__131951_643670,native_mean,46,3.0497999396175146,2.1752800326794386,2.3573001381009817,188462,4097.0,736,0,0.0,128,0.08827586206896551,5939200,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0
musique,2hop__131951_643670,exact,46,12.164900079369545,14.99096998013556,15.131099848076701,36739,798.6739130434783,0,0,14.99096998013556,128,0.08827586206896551,5939200,524288,0.14285714285714285,0.25,1.0,0.0,0.0,0.3333333333333333,4.0
musique,2hop__131951_643670,bm25,46,12.164900079369545,14.829629985615611,15.415400033816695,36739,798.6739130434783,0,0,14.829629985615611,128,0.08827586206896551,5939200,524288,0.14285714285714285,0.25,1.0,0.0,0.0,1.0,4.0
musique,2hop__131951_643670,approximate,46,12.164900079369545,15.040520043112338,15.405999962240458,36739,798.6739130434783,0,0,15.040520043112338,128,0.08827586206896551,5939200,524288,0.14285714285714285,0.25,1.0,0.0,0.0,0.5,4.0
musique,2hop__131951_643670,inherited_hybrid,46,12.164900079369545,14.65388999786228,14.861299889162183,36739,798.6739130434783,0,0,14.65388999786228,128,0.08827586206896551,5939200,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0
musique,2hop__131951_643670,rank16_retrained,46,2.579800086095929,1.5669000102207065,1.5965001657605171,95680,2080.0,0,23552,0.0,128,0.08827586206896551,5939200,524288,0.2857142857142857,0.5,1.0,1.0,0.0,0.5,4.0
musique,2hop__131951_643670,rank8_centroid8_retrained,46,713.3875999134034,1.4973999932408333,1.6459999606013298,12144,264.0,0,2944,0.0,128,0.08827586206896551,5939200,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0
musique,2hop__133116_533882,native_mean,66,3.912300104275346,2.5527399498969316,3.3744999673217535,270402,4097.0,1056,0,0.0,97,0.04661220567035079,8523776,397312,0.2,0.25,1.0,0.0,0.0,0.5,4.0
musique,2hop__133116_533882,exact,66,17.591299954801798,19.590590009465814,20.217000041157007,53885,816.439393939394,0,0,19.590590009465814,128,0.061508889956751564,8523776,524288,0.2,0.25,1.0,0.0,0.0,1.0,4.0
musique,2hop__133116_533882,bm25,66,17.591299954801798,19.295629975385964,20.277899922803044,53885,816.439393939394,0,0,19.295629975385964,128,0.061508889956751564,8523776,524288,0.4,0.5,1.0,1.0,0.0,1.0,4.0
musique,2hop__133116_533882,approximate,66,17.591299954801798,19.352279999293387,19.95699992403388,53885,816.439393939394,0,0,19.352279999293387,128,0.061508889956751564,8523776,524288,0.2,0.25,1.0,0.0,0.0,1.0,4.0
musique,2hop__133116_533882,inherited_hybrid,66,17.591299954801798,19.28057996556163,20.079399924725294,53885,816.439393939394,0,0,19.28057996556163,97,0.04661220567035079,8523776,397312,0.2,0.25,1.0,0.0,0.0,1.0,4.0
musique,2hop__133116_533882,rank16_retrained,66,3.5789001267403364,1.6268899664282799,1.7991999629884958,137280,2080.0,0,33792,0.0,128,0.061508889956751564,8523776,524288,0.2,0.25,1.0,0.0,0.0,1.0,4.0
musique,2hop__133116_533882,rank8_centroid8_retrained,66,975.4101999569684,1.4106100425124168,1.4394000172615051,17424,264.0,0,4224,0.0,97,0.04661220567035079,8523776,397312,0.2,0.25,1.0,0.0,0.0,1.0,4.0
musique,2hop__13353_85402,native_mean,92,5.029199877753854,2.7245300356298685,3.0533000826835632,376924,4097.0,1472,0,0.0,128,0.04367110201296486,12005376,524288,0.08695652173913043,0.5,1.0,1.0,0.0,1.0,4.0
musique,2hop__13353_85402,exact,92,25.057800114154816,26.93391996435821,27.82729989849031,69665,757.2282608695652,0,0,26.93391996435821,128,0.04367110201296486,12005376,524288,0.043478260869565216,0.25,1.0,1.0,0.0,1.0,4.0
musique,2hop__13353_85402,bm25,92,25.057800114154816,26.793109974823892,27.449999935925007,69665,757.2282608695652,0,0,26.793109974823892,128,0.04367110201296486,12005376,524288,0.08695652173913043,0.5,1.0,1.0,0.0,1.0,4.0
musique,2hop__13353_85402,approximate,92,25.057800114154816,26.79692003875971,27.46140002273023,69665,757.2282608695652,0,0,26.79692003875971,128,0.04367110201296486,12005376,524288,0.043478260869565216,0.25,1.0,1.0,0.0,1.0,4.0
musique,2hop__13353_85402,inherited_hybrid,92,25.057800114154816,26.347959996201098,27.800500160083175,69665,757.2282608695652,0,0,26.347959996201098,128,0.04367110201296486,12005376,524288,0.043478260869565216,0.25,1.0,1.0,0.0,1.0,4.0
musique,2hop__13353_85402,rank16_retrained,92,4.377300152555108,1.6711499774828553,2.004500012844801,191360,2080.0,0,47104,0.0,128,0.04367110201296486,12005376,524288,0.08695652173913043,0.5,1.0,1.0,0.0,1.0,4.0
musique,2hop__13353_85402,rank8_centroid8_retrained,92,1364.4228000193834,1.5302799874916673,1.6920999623835087,24288,264.0,0,5888,0.0,128,0.04367110201296486,12005376,524288,0.043478260869565216,0.25,1.0,1.0,0.0,1.0,4.0
musique,2hop__159741_161674,native_mean,94,5.205899942666292,2.691629994660616,2.9698999132961035,385118,4097.0,1504,0,0.0,128,0.04293861120429386,12210176,524288,0.10526315789473684,0.5,1.0,1.0,0.0,0.3333333333333333,4.0
musique,2hop__159741_161674,exact,94,25.995400035753846,28.53508999105543,32.72140002809465,74886,796.6595744680851,0,0,28.53508999105543,128,0.04293861120429386,12210176,524288,0.05263157894736842,0.25,1.0,0.0,0.0,1.0,4.0
musique,2hop__159741_161674,bm25,94,25.995400035753846,27.908100001513958,28.8287999574095,74886,796.6595744680851,0,0,27.908100001513958,128,0.04293861120429386,12210176,524288,0.10526315789473684,0.5,1.0,1.0,0.0,1.0,4.0
musique,2hop__159741_161674,approximate,94,25.995400035753846,27.406740048900247,27.84939995035529,74886,796.6595744680851,0,0,27.406740048900247,128,0.04293861120429386,12210176,524288,0.05263157894736842,0.25,1.0,0.0,0.0,0.5,4.0
musique,2hop__159741_161674,inherited_hybrid,94,25.995400035753846,28.101439960300922,29.320099856704473,74886,796.6595744680851,0,0,28.101439960300922,128,0.04293861120429386,12210176,524288,0.05263157894736842,0.25,1.0,0.0,0.0,0.3333333333333333,4.0
musique,2hop__159741_161674,rank16_retrained,94,4.551799967885017,1.632409985177219,1.8037001136690378,195520,2080.0,0,48128,0.0,128,0.04293861120429386,12210176,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0
musique,2hop__159741_161674,rank8_centroid8_retrained,94,1474.8758999630809,1.53952999971807,1.7090998589992523,24816,264.0,0,6016,0.0,128,0.04293861120429386,12210176,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0
musique,2hop__16581_16569,native_mean,93,5.53079997189343,2.6837500045076013,2.844100119546056,381021,4097.0,1488,0,0.0,128,0.043272481406355645,12115968,524288,0.06666666666666667,0.25,1.0,0.0,0.0,0.3333333333333333,4.0
musique,2hop__16581_16569,exact,93,25.577699998393655,30.38871001917869,31.006600009277463,74378,799.763440860215,0,0,30.38871001917869,128,0.043272481406355645,12115968,524288,0.13333333333333333,0.5,1.0,1.0,0.0,0.3333333333333333,4.0
musique,2hop__16581_16569,bm25,93,25.577699998393655,30.974920000880957,31.899299938231707,74378,799.763440860215,0,0,30.974920000880957,128,0.043272481406355645,12115968,524288,0.06666666666666667,0.25,1.0,0.0,0.0,0.5,4.0
musique,2hop__16581_16569,approximate,93,25.577699998393655,30.707170022651553,31.95239999331534,74378,799.763440860215,0,0,30.707170022651553,128,0.043272481406355645,12115968,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0
musique,2hop__16581_16569,inherited_hybrid,93,25.577699998393655,31.011559977196157,32.298600068315864,74378,799.763440860215,0,0,31.011559977196157,128,0.043272481406355645,12115968,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0
musique,2hop__16581_16569,rank16_retrained,93,4.374000011011958,1.6667499672621489,1.856599934399128,193440,2080.0,0,47616,0.0,128,0.043272481406355645,12115968,524288,0.06666666666666667,0.25,1.0,0.0,0.0,0.25,4.0
musique,2hop__16581_16569,rank8_centroid8_retrained,93,1505.494900047779,1.5302600339055061,1.8114999402314425,24552,264.0,0,5952,0.0,110,0.03718728870858688,12115968,450560,0.06666666666666667,0.25,1.0,0.0,0.0,0.3333333333333333,4.0
musique,2hop__170341_43945,native_mean,95,5.143099930137396,2.983609982766211,3.5689000505954027,389215,4097.0,1520,0,0.0,128,0.04230006609385327,12394496,524288,0.1,0.25,1.0,0.0,0.0,0.5,4.0
musique,2hop__170341_43945,exact,95,27.37910021096468,25.576880015432835,26.384499855339527,77674,817.6210526315789,0,0,25.576880015432835,128,0.04230006609385327,12394496,524288,0.1,0.25,1.0,0.0,0.0,1.0,4.0
musique,2hop__170341_43945,bm25,95,27.37910021096468,26.25708000268787,29.88229994662106,77674,817.6210526315789,0,0,26.25708000268787,128,0.04230006609385327,12394496,524288,0.1,0.25,1.0,0.0,0.0,0.5,4.0
musique,2hop__170341_43945,approximate,95,27.37910021096468,24.94411002844572,26.090200059115887,77674,817.6210526315789,0,0,24.94411002844572,128,0.04230006609385327,12394496,524288,0.1,0.25,1.0,0.0,0.0,1.0,4.0
musique,2hop__170341_43945,inherited_hybrid,95,27.37910021096468,25.93295001424849,27.158700162544847,77674,817.6210526315789,0,0,25.93295001424849,128,0.04230006609385327,12394496,524288,0.1,0.25,1.0,0.0,0.0,1.0,4.0
musique,2hop__170341_43945,rank16_retrained,95,4.681299906224012,1.668160012923181,1.934099942445755,197600,2080.0,0,48640,0.0,128,0.04230006609385327,12394496,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0
musique,2hop__170341_43945,rank8_centroid8_retrained,95,1474.3453001137823,1.570520014502108,1.7007999122142792,25080,264.0,0,6080,0.0,128,0.04230006609385327,12394496,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0
musique,2hop__196348_150107,native_mean,60,3.6965999752283096,2.3485199781134725,2.4983000475913286,245820,4097.0,960,0,0.0,128,0.06666666666666667,7864320,524288,0.4,0.5,1.0,1.0,0.0,1.0,4.0
musique,2hop__196348_150107,exact,60,16.25660015270114,16.185629996471107,17.576999962329865,46689,778.15,0,0,16.185629996471107,128,0.06666666666666667,7864320,524288,0.2,0.25,1.0,0.0,0.0,1.0,4.0
musique,2hop__196348_150107,bm25,60,16.25660015270114,15.619299979880452,15.903699910268188,46689,778.15,0,0,15.619299979880452,128,0.06666666666666667,7864320,524288,0.2,0.25,1.0,0.0,0.0,1.0,4.0
musique,2hop__196348_150107,approximate,60,16.25660015270114,15.546210017055273,16.19679993018508,46689,778.15,0,0,15.546210017055273,128,0.06666666666666667,7864320,524288,0.2,0.25,1.0,0.0,0.0,1.0,4.0
musique,2hop__196348_150107,inherited_hybrid,60,16.25660015270114,16.804149956442416,20.287999883294106,46689,778.15,0,0,16.804149956442416,128,0.06666666666666667,7864320,524288,0.4,0.5,1.0,1.0,0.0,1.0,4.0
musique,2hop__196348_150107,rank16_retrained,60,3.042299998924136,1.6245099948719144,1.9969998393207788,124800,2080.0,0,30720,0.0,128,0.06666666666666667,7864320,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0
musique,2hop__196348_150107,rank8_centroid8_retrained,60,987.7168000675738,1.5208799857646227,1.6405999194830656,15840,264.0,0,3840,0.0,128,0.06666666666666667,7864320,524288,0.6,0.75,1.0,1.0,0.0,1.0,4.0
musique,2hop__216959_204037,native_mean,68,3.9150998927652836,2.5949000380933285,3.19429999217391,278596,4097.0,1088,0,0.0,128,0.05923183711244794,8851456,524288,0.0,0.0,0.0,0.0,0.0,0.0,4.0
musique,2hop__216959_204037,exact,68,18.12610006891191,15.776259964331985,16.304299933835864,50500,742.6470588235294,0,0,15.776259964331985,128,0.05923183711244794,8851456,524288,0.16666666666666666,0.25,1.0,1.0,0.0,1.0,4.0
musique,2hop__216959_204037,bm25,68,18.12610006891191,15.368719981051981,15.703999903053045,50500,742.6470588235294,0,0,15.368719981051981,128,0.05923183711244794,8851456,524288,0.16666666666666666,0.25,1.0,1.0,0.0,1.0,4.0
