seed,variant,dataset,condition,examples,gold_mean_token_logprob,gold_mean_logprob_delta_vs_none,gold_first_token_rank,gold_first_token_rank_delta_vs_none,gold_first_token_margin,gold_first_token_margin_delta_vs_none,f1,em,answer_contained,teacher_forced_seconds,generation_seconds,active_memory_tokens,trainable_parameter_count,trainable_parameter_percent,trainable_memory_bytes_fp32
11,lora_o_r2,hotpotqa,oracle,4,-6.08403468132019,1.9187822043895721,162.5,-724.25,-7.810546875,4.005859375,0.0,0.0,0.0,0.1641832000022987,0.7593390249967342,449.0,24576.0,0.004123144584936778,98304.0
11,lora_o_r2,hotpotqa,routed,4,-6.985055685043335,1.0177612006664276,380.0,-506.75,-9.126953125,2.689453125,0.05555555555555556,0.0,0.0,0.16432637500111014,0.796318724998855,384.0,24576.0,0.004123144584936778,98304.0
11,lora_o_r2,qasper,direct_text,4,-8.971986055374146,-1.791483998298645,21.5,10.5,-8.513671875,-1.740234375,0.0,0.0,0.0,0.500941274993238,1.0348099499969976,0.0,24576.0,0.004123144584936778,98304.0
11,lora_o_r2,qasper,none,4,-7.1805020570755005,0.0,11.0,0.0,-6.7734375,0.0,0.125,0.0,0.5,0.14785302501695696,0.7676543999987189,0.0,24576.0,0.004123144584936778,98304.0
11,lora_o_r2,qasper,oracle,4,-6.397410273551941,0.7830917835235596,9.25,-1.75,-5.89453125,0.87890625,0.125,0.0,0.5,0.15953364998858888,0.833324375009397,960.0,24576.0,0.004123144584936778,98304.0
11,lora_o_r2,qasper,routed,4,-6.581284761428833,0.5992172956466675,13.5,2.5,-6.0703125,0.703125,0.125,0.0,0.5,0.1563654750061687,0.8268936750246212,384.0,24576.0,0.004123144584936778,98304.0
11,lora_o_r4,hotpotqa,direct_text,4,-3.368145540356636,4.6346713453531265,318.5,-568.25,-7.578125,4.23828125,0.125,0.0,0.25,0.2589460750023136,0.8140310499875341,0.0,49152.0,0.008246289169873557,196608.0
11,lora_o_r4,hotpotqa,none,4,-8.002816885709763,0.0,886.75,0.0,-11.81640625,0.0,0.05555555555555556,0.0,0.0,0.15599300000758376,0.9246121750038583,0.0,49152.0,0.008246289169873557,196608.0
11,lora_o_r4,hotpotqa,oracle,4,-5.688088923692703,2.3147279620170593,112.0,-774.75,-6.91015625,4.90625,0.0,0.0,0.0,0.18695380000281148,0.9072350500064204,449.0,49152.0,0.008246289169873557,196608.0
11,lora_o_r4,hotpotqa,routed,4,-6.635057359933853,1.3677595257759094,307.5,-579.25,-8.197265625,3.619140625,0.07142857142857144,0.0,0.0,0.16786555001453962,0.8203052249882603,384.0,49152.0,0.008246289169873557,196608.0
11,lora_o_r4,qasper,direct_text,4,-8.971986055374146,-1.791483998298645,21.5,10.5,-8.513671875,-1.740234375,0.0,0.0,0.0,0.502265549992444,1.1141318250156473,0.0,49152.0,0.008246289169873557,196608.0
11,lora_o_r4,qasper,none,4,-7.1805020570755005,0.0,11.0,0.0,-6.7734375,0.0,0.125,0.0,0.5,0.14875799998117145,0.7680377750075422,0.0,49152.0,0.008246289169873557,196608.0
