edges,geometry,mean_oracle_margin,mean_rank,median_rank,mrr,q1_rank,q3_rank,recall_at_1,recall_at_16,recall_at_2,recall_at_4,recall_at_8
85,parent_semantic,-0.11838855631649495,3.164705882352941,3,0.42442577030812323,2.0,4.0,0.1411764705882353,1.0,0.4,0.7647058823529411,1.0
85,local_semantic,-0.14291704956661253,3.1058823529411765,3,0.4798319327731092,1.0,5.0,0.25882352941176473,1.0,0.4,0.7411764705882353,1.0
17,native_qk,-0.03857792125028722,3.5294117647058822,3,0.4689075630252101,2.0,4.0,0.23529411764705882,1.0,0.4117647058823529,0.7647058823529411,0.9411764705882353
