sequence_id,repeat,strategy_id,strategy_config_id,prefix_issue_count,candidate_resolved_count,control_resolved_count,candidate_resolution_fraction,control_resolution_fraction,resolution_delta,candidate_materialized_tokens,control_full_tokens,raw_saving_vs_persistent_full,failure_aware_saving_vs_persistent_full,lost_persistent_full_successes,candidate_calls,control_calls,calls_delta_vs_persistent_full
easy14-independent-clean-workspaces-a,1,S08_atomic_epoch_e2,balanced_keep_two_prior_epochs_ctx131k_v2,1,1,1,1.0,1.0,0,153654,153654,0.0,0.0,0,27,27,0
easy14-independent-clean-workspaces-a,1,S08_atomic_epoch_e2,balanced_keep_two_prior_epochs_ctx131k_v2,2,2,2,1.0,1.0,0,311547,383749,0.18814902449257198,0.18814902449257198,0,40,45,-5
easy14-independent-clean-workspaces-a,1,S08_atomic_epoch_e2,balanced_keep_two_prior_epochs_ctx131k_v2,3,2,2,0.6666666666666666,0.6666666666666666,0,662128,588600,-0.12492014950730557,-0.12492014950730557,0,59,56,3
easy14-independent-clean-workspaces-a,1,S08_atomic_epoch_e2,balanced_keep_two_prior_epochs_ctx131k_v2,4,2,3,0.5,0.75,-1,893696,1215399,0.26468920905809534,0.0,1,75,79,-4
easy14-independent-clean-workspaces-a,1,S08_atomic_epoch_e2,balanced_keep_two_prior_epochs_ctx131k_v2,5,2,4,0.4,0.8,-2,1016037,1415568,0.2822407683700112,0.0,2,84,85,-1
easy14-independent-clean-workspaces-a,1,S08_atomic_epoch_e3,quality_keep_three_prior_epochs_ctx131k_v2,1,1,1,1.0,1.0,0,153654,153654,0.0,0.0,0,27,27,0
easy14-independent-clean-workspaces-a,1,S08_atomic_epoch_e3,quality_keep_three_prior_epochs_ctx131k_v2,2,2,2,1.0,1.0,0,398740,383749,-0.039064596911001725,-0.039064596911001725,0,46,45,1
easy14-independent-clean-workspaces-a,1,S08_atomic_epoch_e3,quality_keep_three_prior_epochs_ctx131k_v2,3,2,2,0.6666666666666666,0.6666666666666666,0,1309804,588600,-1.2252871219843695,-1.2252871219843695,0,86,56,30
easy14-independent-clean-workspaces-a,1,S08_atomic_epoch_e3,quality_keep_three_prior_epochs_ctx131k_v2,4,2,3,0.5,0.75,-1,2765676,1215399,-1.2755292706345815,0.0,1,126,79,47
