condition,cumulative_unique_native_tokens,cumulative_visible_tokens,cumulative_wall_ms,example_id
PRA_SELECTED_CONTEXT_NO_ADAPTOR,72811,72640,198576.19558036095,multihoprag:2047
PRA_NATIVE_MEMORY_NO_ADAPTOR,74832,72640,207938.97595832823,multihoprag:2080
PRA_SELECTED_CONTEXT_NO_ADAPTOR,74832,74655,204152.12045540102,multihoprag:2080
PRA_NATIVE_MEMORY_NO_ADAPTOR,76886,74655,213672.51487530302,multihoprag:2096
PRA_SELECTED_CONTEXT_NO_ADAPTOR,76886,76703,209846.7402473907,multihoprag:2096
PRA_NATIVE_MEMORY_NO_ADAPTOR,78905,76703,219341.00304130698,multihoprag:2126
PRA_SELECTED_CONTEXT_NO_ADAPTOR,78905,78719,215431.48016440682,multihoprag:2126
PRA_NATIVE_MEMORY_NO_ADAPTOR,80918,78719,224908.86408329243,multihoprag:2164
PRA_SELECTED_CONTEXT_NO_ADAPTOR,80918,80726,220953.83178943302,multihoprag:2164
PRA_NATIVE_MEMORY_NO_ADAPTOR,82969,80726,230723.0741243111,multihoprag:2206
PRA_SELECTED_CONTEXT_NO_ADAPTOR,82969,82772,226534.72878941102,multihoprag:2206
PRA_NATIVE_MEMORY_NO_ADAPTOR,85015,82772,236360.40820839116,multihoprag:2257
PRA_SELECTED_CONTEXT_NO_ADAPTOR,85015,84815,232152.7341643814,multihoprag:2257
PRA_NATIVE_MEMORY_NO_ADAPTOR,87038,84815,242174.99333340675,multihoprag:2292
PRA_SELECTED_CONTEXT_NO_ADAPTOR,87038,86833,237729.62253843434,multihoprag:2292
PRA_NATIVE_MEMORY_NO_ADAPTOR,89079,86833,247828.0699584284,multihoprag:2405
PRA_SELECTED_CONTEXT_NO_ADAPTOR,89079,88869,243346.7797464109,multihoprag:2405
PRA_NATIVE_MEMORY_NO_ADAPTOR,91115,88869,253492.24174942356,multihoprag:2420
PRA_SELECTED_CONTEXT_NO_ADAPTOR,91115,90901,248790.85474542808,multihoprag:2420
PRA_NATIVE_MEMORY_NO_ADAPTOR,93155,90901,259132.0991254761,multihoprag:2438
PRA_SELECTED_CONTEXT_NO_ADAPTOR,93155,92937,254389.08474543132,multihoprag:2438
PRA_NATIVE_MEMORY_NO_ADAPTOR,95169,92937,264727.48825047165,multihoprag:2456
PRA_SELECTED_CONTEXT_NO_ADAPTOR,95169,94946,259889.22657846706,multihoprag:2456
PRA_NATIVE_MEMORY_NO_ADAPTOR,97197,94946,270373.5072084819,multihoprag:2514
PRA_SELECTED_CONTEXT_NO_ADAPTOR,97197,96968,265434.0699534514,multihoprag:2514
PRA_NATIVE_MEMORY_NO_ADAPTOR,99248,96968,276076.71033247607,multihoprag:2521
PRA_SELECTED_CONTEXT_NO_ADAPTOR,99248,99013,271148.46820250386,multihoprag:2521
PRA_NATIVE_MEMORY_NO_ADAPTOR,101294,99013,281773.5400404781,multihoprag:2552
PRA_SELECTED_CONTEXT_NO_ADAPTOR,101294,101053,276724.0720774862,multihoprag:2552
