engine,dataset,regime,condition,examples,exact_match,token_f1,gold_answer_logprob,evidence_recall,candidate_tokens,selected_source_tokens,visible_prompt_tokens,selected_native_kv_tokens,active_detail_mib,retained_detail_mib,text_preparation_ms,kv_encode_ms,index_construction_ms,time_to_usable_context_ms,cold_end_to_end_ttft_ms,ttft_p50_ms,ttft_p95_ms,ttft_p99_ms,itl_mean_ms,tokens_per_second,requests_per_second,cold_end_to_end_completion_ms,completion_p50_ms,completion_p95_ms,completion_p99_ms,ordinary_prefix_cache_hit_tokens,pra_hot_hit_rate,pra_warm_hit_rate,bytes_read,bytes_promoted,bytes_avoided,duplicate_physical_kv_avoided_bytes
vllm-metal,hotpotqa,multi_query_same_resource,e2_native_kv,60,0.0,0.09479020266188795,,0.725,1412.55,376.8,40.5,376.8,9.5671875,9.5671875,12.355216592550278,84.0542625170201,3.324362460989505,99.73384157055989,,,,,,55.6993774882913,,,441.37927051633596,467.92291592573747,504.90420889109345,10.933333333333334,1.0,0.0,10031923.2,0.0,10031923.2,10031923.2
vllm-metal,hotpotqa,warm_repeated,e0_selected_text,40,0.0,0.0871127337574706,,0.725,1412.55,376.8,417.3,0.0,0.0,0.0,12.355216592550278,,,103.51440829690546,,,,,,54.96967885513347,,,440.67262508906424,463.37083568796515,468.82862767903134,409.6,0.0,0.0,0.0,0.0,0.0,0.0
vllm-metal,hotpotqa,warm_repeated,e2_native_kv,40,0.0,0.0871127337574706,,0.725,1412.55,376.8,40.5,376.8,9.5671875,9.5671875,12.355216592550278,84.0542625170201,3.324362460989505,99.73384157055989,,,,,,54.4112822572941,,,445.5008124932647,473.3585587469861,483.1388586992398,32.8,1.0,0.0,10031923.2,0.0,10031923.2,10031923.2
vllm-metal,qasper,cold_one_shot,e0_selected_text,20,0.0,0.036071428571428574,,0.34791666666666665,5095.7,372.0,402.05,0.0,0.0,0.0,28.872729220893234,,,114.92610413115472,,,,,,53.71110741462139,,562.3678999370895,449.9554579379037,465.5631647561677,468.5068657086231,372.0,0.0,0.0,0.0,0.0,0.0,0.0
vllm-metal,qasper,cold_one_shot,e2_native_kv,20,0.0,0.036071428571428574,,0.34791666666666665,5095.7,372.0,30.05,372.0,9.4453125,9.4453125,28.872729220893234,80.2849979721941,3.443552157841623,112.60127935092896,,,,,,54.87627385011158,,550.8515670429915,440.32558402977884,461.4383248379454,464.51429847162217,0.0,0.0,0.0,9904128.0,0.0,0.0,0.0
vllm-metal,qasper,concurrent_shared_resource,e0_selected_text,160,0.0,0.04210718221108247,,0.34791666666666665,5095.7,372.0,401.925,0.0,0.0,0.0,28.872729220893234,,,114.92610413115472,,,,,,46.71641281779061,15.572137605930203,,523.3992079738528,542.7013812353832,553.1871248967946,391.6,0.0,0.0,0.0,0.0,0.0,0.0
vllm-metal,qasper,concurrent_shared_resource,e2_native_kv,160,0.0,0.04210718221108247,,0.34791666666666665,5095.7,372.0,29.925,372.0,9.4453125,9.4453125,28.872729220893234,80.2849979721941,3.443552157841623,112.60127935092896,,,,,,47.21967393933705,15.73989131311235,,508.685375447385,527.8783818008377,531.2945418991148,19.6,1.0,0.0,9904128.0,0.0,9904128.0,8666112.0
vllm-metal,qasper,multi_query_same_resource,e0_selected_text,60,0.0,0.0423175682894353,,0.34791666666666665,5095.7,372.0,402.05,0.0,0.0,0.0,28.872729220893234,,,114.92610413115472,,,,,,54.48328887797595,,,445.436020498164,475.8288286277093,481.1386694270186,378.4,0.0,0.0,0.0,0.0,0.0,0.0
vllm-metal,qasper,multi_query_same_resource,e2_native_kv,60,0.0,0.0423175682894353,,0.34791666666666665,5095.7,372.0,30.05,372.0,9.4453125,9.4453125,28.872729220893234,80.2849979721941,3.443552157841623,112.60127935092896,,,,,,55.3411120410963,,,442.8426454542205,470.5043207039125,477.03095093602315,6.4,1.0,0.0,9904128.0,0.0,9904128.0,9904128.0
vllm-metal,qasper,warm_repeated,e0_selected_text,40,0.0,0.036071428571428574,,0.34791666666666665,5095.7,372.0,402.05,0.0,0.0,0.0,28.872729220893234,,,114.92610413115472,,,,,,55.258035646030436,,,441.0351663827896,467.0388038735837,470.6752299750224,391.2,0.0,0.0,0.0,0.0,0.0,0.0
vllm-metal,qasper,warm_repeated,e2_native_kv,40,0.0,0.036071428571428574,,0.34791666666666665,5095.7,372.0,30.05,372.0,9.4453125,9.4453125,28.872729220893234,80.2849979721941,3.443552157841623,112.60127935092896,,,,,,54.96353122382569,,,441.6493959724903,474.6439940412529,476.6387464571744,19.2,1.0,0.0,9904128.0,0.0,9904128.0,9904128.0
