active_memory_fraction,any_evidence,backing_native_kv_bytes,cached_online_ms,chain_completion,construction_ms,dataset,evidence_precision,evidence_recall,exact_identity,identities,index_bytes_per_chunk,kl,low_rank_dots,m,materialized_kv_tokens,method,mrr,native_dots,peak_delta_gpu_bytes,rank,rows,salience_parameters,seeds,spearman,teacher_top4_overlap,total_parameters,transfer_bytes,wk_parameters,wq_parameters
0.08869659851103914,0.3875,6506496.0,0.8615325030405074,0.0375,0.7009474997175857,hotpotqa,0.115625,0.10443452380952381,0.0,16,1024.0,0.345094137173146,12832.0,32,127.225,lowrank_all,0.221875,0.0,69920.0,8,80,0,5,0.40175176672637464,0.265625,24576,521113.6,8192,16384
0.0883282781624502,0.425,6506496.0,0.901131751597859,0.05,0.6971600087126717,hotpotqa,0.1375,0.12104166666666667,0.0,16,2048.0,0.24191711880266667,25664.0,32,126.75,lowrank_all,0.20520833333333338,0.0,121248.0,16,80,0,5,0.41531622300390153,0.309375,49152,519168.0,16384,32768
0.08869659851103914,0.5375,6506496.0,0.9032400010619313,0.0625,0.6768199906218797,hotpotqa,0.1625,0.14535714285714285,0.0,16,4096.0,0.32889992790296674,51328.0,32,127.225,lowrank_all,0.31979166666666664,0.0,223904.0,32,80,0,5,0.410077242506668,0.271875,98304,521113.6,32768,65536
0.08169158919352604,0.3875,6506496.0,0.9245087474118918,0.125,227.24028250668198,hotpotqa,0.115625,0.10241071428571429,0.0,16,128.0,1.573593807592988,1604.0,4,117.15,lowrank_farthest,0.21354166666666666,0.0,65984.0,8,80,0,5,0.019224705046508462,0.05,24576,479846.4,8192,16384
0.08428601426768421,0.425,6506496.0,0.9166997484862804,0.075,419.31391000398435,hotpotqa,0.11875,0.10645833333333332,0.0,16,256.0,0.9006058849394322,3208.0,8,120.825,lowrank_farthest,0.24375,0.0,73952.0,8,80,0,5,0.10592514376439795,0.071875,24576,494899.2,8192,16384
0.08174697157030111,0.3125,6506496.0,0.9266062534879893,0.075,235.31315872096457,hotpotqa,0.09375,0.085,0.0,16,256.0,1.3003200244158506,3208.0,4,117.0125,lowrank_farthest,0.18020833333333336,0.0,123712.0,16,80,0,5,0.04970123333332595,0.084375,49152,479283.2,16384,32768
0.08315172498270572,0.35,6506496.0,0.9176580002531409,0.1125,402.34526249114424,hotpotqa,0.121875,0.10886904761904763,0.0,16,512.0,0.737718203291297,6416.0,8,119.1625,lowrank_farthest,0.22395833333333334,0.0,137984.0,16,80,0,5,0.08198474675809848,0.090625,49152,488089.6,16384,32768
0.08371622520110353,0.4125,6506496.0,0.8465747517766431,0.1125,219.43674877111334,hotpotqa,0.121875,0.10544642857142858,0.0,16,512.0,1.54695796482265,6416.0,4,120.0125,lowrank_farthest,0.22187500000000004,0.0,239072.0,32,80,0,5,-0.01262694310862571,0.03125,98304,491571.2,32768,65536
0.08627771508472798,0.3625,6506496.0,0.8925349992932752,0.1,379.3013662623707,hotpotqa,0.10625,0.08827380952380953,0.0,16,1024.0,0.933765497803688,12832.0,8,123.65,lowrank_farthest,0.2041666666666667,0.0,266304.0,32,80,0,5,0.08460350608584122,0.078125,98304,506470.4,32768,65536
0.08323513553888441,0.2875,6506496.0,0.7567587489029393,0.075,390.10590624820907,hotpotqa,0.084375,0.07610119047619048,0.0,16,128.0,1.1834395721554756,1604.0,4,119.375,lowrank_kmeans,0.16875,0.0,72224.0,8,80,0,5,0.03672137390894932,0.065625,24576,488960.0,8192,16384
0.08640335124134274,0.375,6506496.0,0.8415649976814166,0.075,695.2844350074884,hotpotqa,0.115625,0.10059523809523811,0.0,16,256.0,0.6436419438570737,3208.0,8,124.1375,lowrank_kmeans,0.21145833333333336,0.0,87360.0,8,80,0,5,0.16045492686098442,0.13125,24576,508467.2,8192,16384
0.08228037093822085,0.35,6506496.0,0.8021257462678477,0.1,449.89851751888636,hotpotqa,0.103125,0.09416666666666669,0.0,16,256.0,1.0801462456583977,3208.0,4,117.75,lowrank_kmeans,0.21458333333333335,0.0,139168.0,16,80,0,5,0.06348537511366885,0.103125,49152,482304.0,16384,32768
0.08510118336576736,0.325,6506496.0,0.9126060031121597,0.05,763.748545004637,hotpotqa,0.09375,0.08479166666666668,0.0,16,512.0,0.5363174870610237,6416.0,8,121.8625,lowrank_kmeans,0.19583333333333336,0.0,168800.0,16,80,0,5,0.16271352282492443,0.13125,49152,499148.8,16384,32768
0.08386935340102172,0.4,6506496.0,0.8233077527256683,0.0625,452.82706250145566,hotpotqa,0.1125,0.09681547619047619,0.0,16,512.0,1.3471885979175569,6416.0,4,120.175,lowrank_kmeans,0.23645833333333335,0.0,272960.0,32,80,0,5,0.0005615068002953194,0.040625,98304,492236.8,32768,65536
0.08620520913230752,0.4125,6506496.0,0.8536717476090416,0.0875,723.2680000190157,hotpotqa,0.115625,0.10449404761904764,0.0,16,1024.0,0.7624552277848125,12832.0,8,123.5,lowrank_kmeans,0.234375,0.0,332960.0,32,80,0,5,0.16058261048747227,0.10625,98304,505856.0,32768,65536
0.08346208138925305,0.325,6506496.0,0.902906998526305,0.075,721.0885762644466,hotpotqa,0.1,0.08544642857142859,0.0,16,128.0,1.2329243585467338,1604.0,4,119.7625,lowrank_medoid,0.18333333333333335,0.0,67296.0,8,80,0,5,0.040945957120857204,0.06875,24576,490547.2,8192,16384
0.0866033218131512,0.375,6506496.0,0.8785585011355579,0.075,1130.2586199948564,hotpotqa,0.1125,0.0986309523809524,0.0,16,256.0,0.6713673070073127,3208.0,8,124.325,lowrank_medoid,0.20312500000000006,0.0,76864.0,8,80,0,5,0.16148494972985644,0.128125,24576,509235.2,8192,16384
0.08254121947589113,0.35,6506496.0,0.9018725017085671,0.1125,714.1908487217734,hotpotqa,0.1125,0.10011904761904764,0.0,16,256.0,1.1307743486016988,3208.0,4,118.1375,lowrank_medoid,0.20625,0.0,128096.0,16,80,0,5,0.06383089337323326,0.1,49152,483891.2,16384,32768
0.08553843636188481,0.3625,6506496.0,0.8964717510389164,0.0375,1130.951011236175,hotpotqa,0.103125,0.0935416666666667,0.0,16,512.0,0.5674608713015914,6416.0,8,122.525,lowrank_medoid,0.19687500000000002,0.0,146304.0,16,80,0,5,0.1550391510449117,0.134375,49152,501862.4,16384,32768
0.08389788655297764,0.3875,6506496.0,0.850642251316458,0.0375,649.5729849906638,hotpotqa,0.115625,0.09889880952380953,0.0,16,512.0,1.4402805484831334,6416.0,4,120.325,lowrank_medoid,0.25104166666666666,0.0,250048.0,32,80,0,5,0.0015156832669163123,0.046875,98304,492851.2,32768,65536
0.08632544542275657,0.4625,6506496.0,0.8508727489970624,0.1125,1066.046670000651,hotpotqa,0.1375,0.12336309523809522,0.0,16,1024.0,0.83222242500633,12832.0,8,123.7125,lowrank_medoid,0.25833333333333336,0.0,286528.0,32,80,0,5,0.1477608604123816,0.09375,98304,506726.4,32768,65536
0.08933341034341388,0.5,6506496.0,1.976127506350167,0.125,110.7697062252555,hotpotqa,0.140625,0.1163690476190476,0.0,16,4096.0,0.11338794557377696,0.0,1,128.0,native_farthest,0.23958333333333331,802.0,624128.0,0,16,0,0,0.442305953707546,0.328125,0,524288.0,0,0
0.08933341034341388,0.625,6506496.0,2.7612262550974265,0.0625,155.78389375878032,hotpotqa,0.15625,0.14226190476190476,0.0,16,8192.0,0.5506845656782389,0.0,2,128.0,native_farthest,0.3072916666666667,1604.0,1246528.0,0,16,0,0,0.534198397770524,0.734375,0,524288.0,0,0
0.08933341034341388,0.5,6506496.0,3.4831737546483055,0.0,259.15854374761693,hotpotqa,0.125,0.12083333333333332,0.0,16,16384.0,0.09098467091098428,0.0,4,128.0,native_farthest,0.22916666666666669,3208.0,2532160.0,0,16,0,0,0.4961177557706833,0.71875,0,524288.0,0,0
0.08933341034341388,0.375,6506496.0,4.853646247647703,0.0,442.02208747447,hotpotqa,0.09375,0.09895833333333333,0.0,16,32768.0,0.04425889567937702,0.0,8,128.0,native_farthest,0.265625,6416.0,5025440.0,0,16,0,0,0.6266491673886776,0.765625,0,524288.0,0,0
0.08801806750566779,0.4375,6506496.0,0.9562412567902356,0.125,86.37418749276549,hotpotqa,0.125,0.12351190476190475,0.0,16,4096.0,0.05869424412958324,0.0,1,126.0625,native_kmeans,0.27083333333333337,802.0,668864.0,0,16,0,0,0.7501339055597782,0.59375,0,516352.0,0,0
0.08933341034341388,0.5625,6506496.0,1.2223675032146275,0.0625,162.74261873331852,hotpotqa,0.140625,0.13288690476190476,0.0,16,8192.0,0.4765866156667471,0.0,2,128.0,native_kmeans,0.2916666666666667,1604.0,1271552.0,0,16,0,0,0.5299266157671809,0.8125,0,524288.0,0,0
0.08933341034341388,0.375,6506496.0,3.7375737563706934,0.0,383.6663124966435,hotpotqa,0.09375,0.09583333333333333,0.0,16,16384.0,0.08063000813126564,0.0,4,128.0,native_kmeans,0.20833333333333334,3208.0,2549248.0,0,16,0,0,0.5099695399403572,0.75,0,524288.0,0,0
0.08933341034341388,0.5,6506496.0,1.5461487491847947,0.0,368.1107562588295,hotpotqa,0.125,0.12083333333333332,0.0,16,32768.0,0.04248351778369397,0.0,8,128.0,native_kmeans,0.203125,6416.0,5048576.0,0,16,0,0,0.6116064079105854,0.734375,0,524288.0,0,0
0.08801806750566779,0.4375,6506496.0,1.113693750812672,0.125,5.988156277453527,hotpotqa,0.125,0.12351190476190475,0.0,16,4096.0,0.05869424459524453,0.0,1,126.0625,native_mean,0.27083333333333337,802.0,7055872.0,0,16,0,0,0.7501339055597782,0.59375,0,516352.0,0,0
0.08933341034341388,0.375,6506496.0,1.1214862490305677,0.125,178.60012501478195,hotpotqa,0.109375,0.09136904761904761,0.0,16,4096.0,0.11836815485730767,0.0,1,128.0,native_medoid,0.21875,802.0,627072.0,0,16,0,0,0.46018839720636606,0.328125,0,524288.0,0,0
0.08933341034341388,0.5625,6506496.0,2.8868287423392758,0.0625,351.5022937062895,hotpotqa,0.140625,0.12976190476190474,0.0,16,8192.0,0.5064589977264404,0.0,2,128.0,native_medoid,0.25,1604.0,1246528.0,0,16,0,0,0.5570520497858524,0.703125,0,524288.0,0,0
0.08933341034341388,0.375,6506496.0,3.694683747016825,0.0,581.5380124840885,hotpotqa,0.09375,0.09583333333333333,0.0,16,16384.0,0.08158003888092935,0.0,4,128.0,native_medoid,0.15104166666666666,3208.0,2532160.0,0,16,0,0,0.5289775617420673,0.734375,0,524288.0,0,0
0.08933341034341388,0.5625,6506496.0,5.196088753291406,0.0,1096.2077624426456,hotpotqa,0.140625,0.13645833333333332,0.0,16,32768.0,0.043619913049042225,0.0,8,128.0,native_medoid,0.19791666666666666,6416.0,5025440.0,0,16,0,0,0.6129177436232567,0.734375,0,524288.0,0,0
0.03253689865920079,0.7125,18660608.0,0.8794845000375062,0.7125,1.3305362372193485,qasper,0.234375,0.24564743589743582,0.0,16,1024.0,0.38670230116695165,36512.0,32,127.8125,lowrank_all,0.4875,0.0,194528.0,8,80,0,5,0.49166599959135054,0.19375,24576,523520.0,8192,16384
0.032525573436594936,0.7,18660608.0,0.9633379970910028,0.7,1.2404337379848585,qasper,0.253125,0.2542184065934065,0.0,16,2048.0,0.4034772193059325,73024.0,32,127.7375,lowrank_all,0.4843749999999999,0.0,340576.0,16,80,0,5,0.46549141574651004,0.228125,49152,523212.8,16384,32768
0.032568507294347196,0.575,18660608.0,0.9248657507123426,0.575,1.2297962472075596,qasper,0.2,0.2179031593406593,0.0,16,4096.0,0.5439682504162192,146048.0,32,127.9625,lowrank_all,0.4250000000000001,0.0,673120.0,32,80,0,5,0.4101737083401531,0.159375,98304,524134.4,32768,65536
0.032532471173896696,0.35,18660608.0,0.9122892515733838,0.35,644.6879699942656,qasper,0.10625,0.0599052197802198,0.0,16,128.0,1.2042665138840676,4564.0,4,127.8875,lowrank_farthest,0.22291666666666665,0.0,182016.0,8,80,0,5,0.26545766873750837,0.090625,24576,523827.2,8192,16384
0.03257254954938654,0.4875,18660608.0,1.2772627524100244,0.4875,1165.3495599864982,qasper,0.165625,0.14352426739926735,0.0,16,256.0,0.5776899728924036,9128.0,8,128.0,lowrank_farthest,0.3395833333333333,0.0,205184.0,8,80,0,5,0.3877619565464556,0.134375,24576,524288.0,8192,16384
0.032426386467978734,0.4,18660608.0,0.8831152523634955,0.4,656.8982824974228,qasper,0.115625,0.06715590659340662,0.0,16,256.0,1.4574815131723882,9128.0,4,127.4375,lowrank_farthest,0.24583333333333335,0.0,346240.0,16,80,0,5,0.17622684573871084,0.08125,49152,521984.0,16384,32768
0.0324174232201246,0.5125,18660608.0,1.098037752090022,0.5125,1166.7076999961864,qasper,0.159375,0.10251556776556776,0.0,16,512.0,0.7234112758189439,18256.0,8,127.375,lowrank_farthest,0.29687499999999994,0.0,387648.0,16,80,0,5,0.2892978656105697,0.121875,49152,521728.0,16384,32768
0.03255598228693281,0.3625,18660608.0,0.8973890024935827,0.3625,618.3248874964193,qasper,0.103125,0.05594757326007325,0.0,16,512.0,2.1695501931011676,18256.0,4,127.8625,lowrank_farthest,0.225,0.0,715200.0,32,80,0,5,0.11324811285594479,0.028125,98304,523724.8,32768,65536
0.032524386663818,0.4875,18660608.0,0.9401495021302253,0.4875,1086.74454249267,qasper,0.16875,0.10366735347985345,0.0,16,1024.0,0.966401381790638,36512.0,8,127.8125,lowrank_farthest,0.31770833333333337,0.0,793216.0,32,80,0,5,0.24679807676002383,0.075,98304,523520.0,32768,65536
0.03254567322165068,0.35,18660608.0,0.9284804982598871,0.35,1418.2504512456944,qasper,0.10625,0.07108104395604396,0.0,16,128.0,0.9749465946108102,4564.0,4,127.85,lowrank_kmeans,0.1989583333333334,0.0,183072.0,8,80,0,5,0.2832385296234861,0.121875,24576,523673.6,8192,16384
0.03251256264990809,0.5875,18660608.0,0.9580140002071857,0.5875,2261.2030937394593,qasper,0.196875,0.1828550824175824,0.0,16,256.0,0.4777782015502453,9128.0,8,127.675,lowrank_kmeans,0.37604166666666666,0.0,209120.0,8,80,0,5,0.4299615275114775,0.178125,24576,522956.8,8192,16384
0.03249744688116297,0.45,18660608.0,0.9687334985937923,0.45,1533.0640674917959,qasper,0.153125,0.10125434981684982,0.0,16,256.0,1.279427695274353,9128.0,4,127.7,lowrank_kmeans,0.259375,0.0,353152.0,16,80,0,5,0.17725738825683948,0.1,49152,523059.2,16384,32768
0.032448007015522626,0.5875,18660608.0,0.9861154959071428,0.5875,2238.195954996627,qasper,0.240625,0.17444162087912088,0.0,16,512.0,0.5466502934694291,18256.0,8,127.5375,lowrank_kmeans,0.3927083333333333,0.0,406560.0,16,80,0,5,0.34091967907734216,0.14375,49152,522393.6,16384,32768
0.03255598228693281,0.475,18660608.0,0.8909629983827472,0.475,1390.882055007387,qasper,0.153125,0.09271016483516487,0.0,16,512.0,1.8889526195824147,18256.0,4,127.8625,lowrank_kmeans,0.28124999999999994,0.0,739936.0,32,80,0,5,0.09423320173154934,0.034375,98304,523724.8,32768,65536
