dataset,model_tier,method,seed_count,sample_count,qk_spearman_mean,qk_spearman_std,qk_spearman_ci95,qk_top1_agreement_mean,qk_top1_agreement_std,qk_top1_agreement_ci95,qk_top3_overlap_mean,qk_top3_overlap_std,qk_top3_overlap_ci95,position_correlation_mean,position_correlation_std,position_correlation_ci95,absolute_position_correlation_mean,absolute_position_correlation_std,absolute_position_correlation_ci95,mrr_mean,mrr_std,mrr_ci95,f80_mean,f80_std,f80_ci95,f90_mean,f90_std,f90_ci95,auc_0_30_mean,auc_0_30_std,auc_0_30_ci95,r_at_3_mean,r_at_3_std,r_at_3_ci95,r_at_8_mean,r_at_8_std,r_at_8_ci95,r_at_5pct_mean,r_at_5pct_std,r_at_5pct_ci95,r_at_10pct_mean,r_at_10pct_std,r_at_10pct_ci95,r_at_20pct_mean,r_at_20pct_std,r_at_20pct_ci95,r_at_30pct_mean,r_at_30pct_std,r_at_30pct_ci95,any_r_at_10pct_mean,any_r_at_10pct_std,any_r_at_10pct_ci95,all_r_at_10pct_mean,all_r_at_10pct_std,all_r_at_10pct_ci95,payload_parity_max_abs_error,fractional_center_fraction
hotpotqa,small,centered_g1,5,5,0.8734615384615385,0.012763051501786011,0.015844880981021648,0.7230769230769231,0.1032031374230672,0.1281230769230769,0.7794871794871794,0.08807981557598805,0.10934800305683721,-0.7906309896127481,0.04980163807443408,0.06182698767915341,0.7906309896127481,0.04980163807443408,0.06182698767915341,0.5368070818070818,0.23070611628119445,0.2864135550622615,0.38666666666666666,0.20221001184137466,0.2510366404420765,0.52,0.29962940072325644,0.37197939632308785,0.5451282051282051,0.245015060788412,0.30417760801223026,0.6,0.23957556157534518,0.2974246604420239,0.9692307692307691,0.06880209161537815,0.0854153846153846,0.36923076923076925,0.28471931574341147,0.3534690485516711,0.49230769230769234,0.2908872369413698,0.3611263064784525,0.6,0.23957556157534518,0.2974246604420239,0.7692307692307693,0.18040060614705497,0.22396102788618003,0.49230769230769234,0.2908872369413698,0.3611263064784525,0.49230769230769234,0.2908872369413698,0.3611263064784525,0.0,0.297360248447205
hotpotqa,small,centered_g2,5,5,0.9042307692307693,0.01296982648247963,0.016101584870251037,0.7538461538461538,0.06435846357954428,0.07989877619757277,0.8,0.0913770752882332,0.11344143539131703,-0.7588660235276341,0.06523352702133084,0.08098513678179599,0.7588660235276341,0.06523352702133084,0.08098513678179599,0.5411660561660562,0.22329683632624223,0.2772151937593349,0.4,0.18856180831641267,0.23409287425673123,0.6666666666666667,0.3231786571610886,0.40121497257981564,0.5282051282051282,0.2403735040167023,0.2984152780079908,0.5384615384615385,0.2551249838734923,0.3167287230796547,0.923076923076923,0.07692307692307693,0.09549730316214486,0.38461538461538464,0.2773500981126146,0.3443204232196426,0.5076923076923077,0.28053203890477646,0.3482706911577927,0.5384615384615385,0.2551249838734923,0.3167287230796547,0.7692307692307693,0.15384615384615385,0.19099460632428972,0.5076923076923077,0.28053203890477646,0.3482706911577927,0.5076923076923077,0.28053203890477646,0.3482706911577927,0.0,0.297360248447205
hotpotqa,small,centered_g4,5,5,0.9304395604395606,0.008475174541235588,0.01052163206271407,0.8307692307692308,0.06435846357954426,0.07989877619757275,0.8256410256410256,0.06121710967340167,0.07599889545548444,-0.7236492832917765,0.06894971489660594,0.08559865374352023,0.7236492832917765,0.06894971489660594,0.08559865374352023,0.5562648462648463,0.2205967002943165,0.273863069539477,0.37333333333333335,0.21908902300206645,0.2719913410386441,0.52,0.29962940072325644,0.37197939632308785,0.5628205128205128,0.2324564390487534,0.28858651941380886,0.6,0.22689048005773269,0.28167657646281247,0.9384615384615385,0.06435846357954426,0.07989877619757275,0.38461538461538464,0.2773500981126146,0.3443204232196426,0.5692307692307692,0.2585805586764863,0.3210186980489476,0.6,0.22689048005773269,0.28167657646281247,0.7538461538461538,0.19911044777761208,0.24718864032419743,0.5692307692307692,0.2585805586764863,0.3210186980489476,0.5692307692307692,0.2585805586764863,0.3210186980489476,0.0,0.297360248447205
hotpotqa,small,centered_g8,5,5,0.9818131868131867,0.0060794412841755465,0.007547413215827828,0.923076923076923,0.07692307692307693,0.09549730316214486,0.9384615384615385,0.022934030538459355,0.028471794871794836,-0.6641336087100318,0.0805918115518067,0.10005190858194131,0.6641336087100318,0.0805918115518067,0.10005190858194131,0.5480713730713731,0.19016026497865485,0.2360773021627852,0.4133333333333333,0.16599866130651642,0.20608151828288185,0.6133333333333333,0.3693838713918685,0.4585771261437079,0.5458974358974359,0.21795135745008035,0.27057896914114715,0.5692307692307692,0.22819072267986654,0.2832907820931258,0.923076923076923,0.07692307692307693,0.09549730316214486,0.4,0.21345287577710165,0.2649942618559278,0.5076923076923078,0.24687394670586482,0.30648534970826713,0.5692307692307692,0.22819072267986654,0.2832907820931258,0.7538461538461538,0.21345287577710167,0.26499426185592784,0.5076923076923078,0.24687394670586482,0.30648534970826713,0.5076923076923078,0.24687394670586482,0.30648534970826713,0.0,0.297360248447205
hotpotqa,small,hidden_cosine,5,5,-0.2731868131868132,0.1973234820676263,0.24497018504428808,0.06153846153846154,0.06435846357954428,0.07989877619757277,0.12307692307692306,0.04932149759402908,0.06123091010592391,0.09477948331821771,0.12654495248472797,0.15710112198395268,0.23612455336639632,0.06802177755963679,0.08444665207212801,0.09505934236703467,0.020942616951093364,0.025999524719834077,1.0,0.0,0.0,1.0,0.0,0.0,0.0025641025641025637,0.003511042035289526,0.0043588355935680135,0.0,0.0,0.0,0.23076923076923078,0.19611613513818404,0.2434713061596313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03076923076923077,0.04213250442347432,0.05230602712281617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.297360248447205
hotpotqa,small,learned_projection,5,5,0.08703296703296702,0.22518009269390263,0.27955319051490346,0.4,0.21345287577710165,0.2649942618559278,0.26666666666666666,0.029235267310234313,0.03629455940957326,-0.35460601870548075,0.048857547861479625,0.060654932778527376,0.35751103993371375,0.04474271970689223,0.055546517885923484,0.9923076923076923,0.017200522903844526,0.02135384615384614,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,0.9797435897435897,0.008026910688460755,0.009965128205128168,1.0,0.0,0.0,1.0,0.0,0.0,0.9846153846153847,0.03440104580768905,0.04270769230769228,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.297360248447205
hotpotqa,small,post_rope_mean,5,5,0.8803296703296704,0.0164544157039952,0.020427580222925026,0.7076923076923076,0.10029542161850227,0.12451324969300423,0.7846153846153845,0.07387107841480993,0.09170835401381783,-0.7905525656801269,0.051063768591532034,0.06339387846723289,0.7905525656801269,0.051063768591532034,0.06339387846723289,0.5381990231990231,0.22662872083968622,0.2813516115705959,0.38666666666666666,0.20221001184137466,0.2510366404420765,0.5333333333333333,0.28674417556808757,0.3559828410346643,0.5425641025641026,0.24192990492178415,0.3003474951659585,0.6,0.23957556157534518,0.2974246604420239,0.9692307692307691,0.06880209161537815,0.0854153846153846,0.36923076923076925,0.28471931574341147,0.3534690485516711,0.5076923076923077,0.2752083664615126,0.3416615384615384,0.6,0.23957556157534518,0.2974246604420239,0.7692307692307693,0.18040060614705497,0.22396102788618003,0.5076923076923077,0.2752083664615126,0.3416615384615384,0.5076923076923077,0.2752083664615126,0.3416615384615384,0.0,0.297360248447205
hotpotqa,small,pre_rope_mean,5,5,0.4523076923076923,0.07739104123927097,0.09607826445438929,0.43076923076923085,0.24687394670586482,0.30648534970826713,0.4461538461538462,0.17066216710044854,0.21187109722870207,-0.10960161759398981,0.07821968567586077,0.09710699747105961,0.21787421635291881,0.04345923447098167,0.05395311596311094,0.5652686202686203,0.17954440531590257,0.2228980845717569,0.4533333333333333,0.17888543819998318,0.22207999999999997,0.5599999999999999,0.2851899951494325,0.3540533805327477,0.5543589743589744,0.2235159987772726,0.2774872762586964,0.6153846153846154,0.24325212770525995,0.30198898839597776,0.9230769230769231,0.05439282932204212,0.06752679065098016,0.43076923076923074,0.18525530121218914,0.22998796160931353,0.5230769230769231,0.23957556157534518,0.2974246604420239,0.6153846153846154,0.24325212770525995,0.30198898839597776,0.676923076923077,0.25162195744301735,0.3123798385784458,0.5230769230769231,0.23957556157534518,0.2974246604420239,0.5230769230769231,0.23957556157534518,0.2974246604420239,0.0,0.297360248447205
hotpotqa,tiny,centered_g1,5,5,0.7315384615384615,0.1079634328175317,0.13403281676462186,0.7692307692307693,0.28781979898261084,0.3573181897936297,0.6666666666666666,0.07475579352365765,0.09280669680432072,-0.44364254154847577,0.23033579379278526,0.2859538126759977,0.46316829608746984,0.19777496705313127,0.2455306878252291,0.8537841645533953,0.2002247954465071,0.24857206388733585,0.14666666666666667,0.11925695879998878,0.14805333333333331,0.3466666666666667,0.41739935579996074,0.5181866666666666,0.8664102564102564,0.16035996654141899,0.1990812764184048,0.923076923076923,0.10878565864408422,0.1350535813019603,0.9692307692307691,0.06880209161537815,0.0854153846153846,0.7846153846153847,0.29492753096432023,0.3661421898597132,0.8615384615384615,0.19153691689213434,0.23778636724947907,0.923076923076923,0.10878565864408422,0.1350535813019603,0.9384615384615385,0.08426500884694864,0.10461205424563234,0.8615384615384615,0.19153691689213434,0.23778636724947907,0.8615384615384615,0.19153691689213434,0.23778636724947907,0.0,0.297360248447205
hotpotqa,tiny,centered_g2,5,5,0.7332967032967033,0.09690238466168724,0.12030091326723497,0.7846153846153846,0.2574338543181771,0.3195951047902911,0.7025641025641025,0.10968845967285865,0.13617437712797986,-0.4808070882081005,0.20227457950064642,0.2511167989273918,0.4869315775502024,0.1917678982033725,0.23807312244943238,0.8375524475524475,0.19597728640895015,0.24329893033017005,0.29333333333333333,0.4044200236827494,0.5020732808841532,0.36,0.40715817292273254,0.5054725971691134,0.8435897435897436,0.17995360641071778,0.22340609338483294,0.876923076923077,0.17709022204955904,0.21985130208753778,0.9538461538461538,0.10320313742306719,0.12812307692307687,0.7692307692307693,0.2664693550105965,0.33081236212528575,0.8461538461538461,0.21757131728816848,0.27010716260392065,0.876923076923077,0.17709022204955904,0.21985130208753778,0.923076923076923,0.10878565864408422,0.1350535813019603,0.8461538461538461,0.21757131728816848,0.27010716260392065,0.8461538461538461,0.21757131728816848,0.27010716260392065,0.0,0.297360248447205
