model,seeds,trainable_fraction,trainable_fraction_sd,correct_memory_margin_gain_vs_none,correct_memory_margin_gain_vs_none_sd,correct_memory_margin_gain_vs_distractor,correct_memory_margin_gain_vs_distractor_sd,evidence_only_minus_parent_nll,evidence_only_minus_parent_nll_sd,evidence_only_minus_parent_accuracy,evidence_only_minus_parent_accuracy_sd,evidence_only_minus_parent_margin,evidence_only_minus_parent_margin_sd,whole_parent_evidence_selectivity,whole_parent_evidence_selectivity_sd,useful_memory_residual_divergence,useful_memory_residual_divergence_sd,distractor_residual_divergence,distractor_residual_divergence_sd
frozen,5,0.0,0.0,1.495398576837033,0.3441382868787513,1.4804867449216546,0.27059227921706597,-0.19739552438259125,0.17717797830870613,0.011328125,0.09300854256065844,0.239079653006047,0.353899444159074,0.33197885337912675,0.010074587818248909,0.15587027966976166,0.04708020264575794,0.14322056919336318,0.05519824149471726
consumer_lora,5,0.031154381084840057,0.0,3.2736458338797094,0.5222496603727976,3.3066704727709295,0.19056815456091525,-0.6562264658510685,0.09007035256087449,0.340234375,0.0489334800891252,1.1949761555530132,0.1662272675387556,0.3285777579248586,0.01128324479167838,0.2883410036563873,0.07366086613118508,0.26640635430812837,0.08537082081464416
interface_lora,5,0.03970223325062035,0.0,3.6978114269673825,0.7207481996421901,3.9239330120384692,0.4556426048695366,-0.7539471451193094,0.1415382070760336,0.379296875,0.07504169576652453,1.5217021604068577,0.34512627867964196,0.3295175393134494,0.014715844177086051,0.3106592059135437,0.04387114444344977,0.28841058611869813,0.04083561021809179
broad_lora,5,0.1419068736141907,0.0,4.555326581001282,0.48862474308819653,4.957285434007645,0.31768444754707226,-0.8906329184770584,0.04443500956373664,0.467578125,0.016948354023372372,2.134842519555241,0.19484970070182936,0.33284652313205737,0.01192340868208491,0.3635706305503845,0.0493899511242718,0.3155025660991669,0.04008409951592518
full_weight,5,1.0,0.0,5.938197812438011,0.330857563657953,6.470167732238769,0.2590590584455017,-1.0615767715498805,0.0474045339332126,0.4796875,0.031632184445172885,2.827282509766519,0.09632972040595193,0.3325597797279446,0.010641197141520816,0.46214090585708617,0.03752926679611577,0.4071343719959259,0.029445620937755455
native_scratch,5,1.0,0.0,8.909285619854927,0.6309699227217409,10.992482468485832,0.4931628895010294,-1.5830216995964292,0.1307249359713535,0.515234375,0.030175623229764244,5.637578617781401,0.3667470077766276,0.34342869143035887,0.008408353649797482,0.5308473944664002,0.03197929899837619,0.47723242044448855,0.015304188949083409
