model,seed,depth,condition,nll,perplexity,accuracy,answer_margin,evidence_attention_mass,distractor_attention_mass,memory_attention_mass,residual_divergence,accuracy_depth_1,accuracy_depth_2,accuracy_depth_3,accuracy_depth_4,memory_update_per_token
broad_lora,17,3,matched_distractor,3.638891790905138,38.04964638767584,0.10218978102189781,-3.0730988996742417,0.0,0.578652246447281,0.5786522491053291,,,,,,10.673633979184784
broad_lora,17,3,evidence_only,0.21164465646674163,1.2357087059557417,0.9927007299270073,2.71501953236378,0.6168548722664764,0.0,0.6168548689380179,,,,,,11.403483042751786
broad_lora,17,4,matched_distractor,3.5282450274002453,34.064133505563696,0.14049586776859505,-2.8499051559069923,0.0,0.6645483454123964,0.6645483500824487,,,,,,11.392541838086341
broad_lora,17,4,evidence_only,0.1578101126615666,1.1709438261892444,1.0,3.052859345743479,0.7068070582932434,0.0,0.7068070595668368,,,,,,12.176283426521238
full_weight,17,all,full_context_no_memory,1.9334352016448975,6.913218021392822,0.37109375,-0.8760202527046204,nan,nan,nan,nan,0.344,0.34108527131782945,0.46715328467153283,0.32231404958677684,
full_weight,17,1,matched_distractor,3.791468444824219,44.321436096978,0.144,-3.210290344238281,0.0,0.39976204325654546,0.39976204466819765,,,,,,11.850050354003907
full_weight,17,1,evidence_only,0.3564404296875,1.4282364474929787,0.92,1.712554901123047,0.4812756679364829,0.0,0.481275669336319,,,,,,12.914472549438477
full_weight,17,2,matched_distractor,4.579591987669006,97.47461524747297,0.09302325581395349,-4.076421896616618,0.0,0.5754323324047358,0.5754323368386705,,,,,,12.861634113991908
full_weight,17,2,evidence_only,0.18558122286962908,1.2039179814772791,0.9689922480620154,2.679884764575219,0.5884128843562245,0.0,0.5884128847599838,,,,,,13.69892166196838
full_weight,17,3,matched_distractor,4.59511000918646,98.99902575092888,0.10948905109489052,-4.145165826282362,0.0,0.6765254910224429,0.6765254886045943,,,,,,13.120471815123175
full_weight,17,3,evidence_only,0.07420024819617724,1.0770224557077142,1.0,3.6466293056515884,0.6759866546061107,0.0,0.675986652500438,,,,,,13.675124509491189
full_weight,17,4,matched_distractor,4.391609128841684,80.77028426142688,0.11570247933884298,-3.88881380695942,0.0,0.7454557977395502,0.745455808137074,,,,,,14.242162003004847
full_weight,17,4,evidence_only,0.05887125740366534,1.0606386825721537,1.0,3.9123472103402634,0.7619261640578139,0.0,0.7619261633266102,,,,,,14.581828676964626
native_scratch,17,all,full_context_no_memory,4.663538455963135,106.01053619384766,0.171875,-3.7660610675811768,nan,nan,nan,nan,0.312,0.13178294573643412,0.10948905109489052,0.14049586776859505,
native_scratch,17,1,matched_distractor,5.186580810546875,178.85596382439542,0.112,-4.618537963867188,0.0,0.4897639808047206,0.48976398205757143,,,,,,7.14057767868042
native_scratch,17,1,evidence_only,0.027550486087799073,1.0279335101386975,1.0,5.544926879882812,0.6415472994229058,0.0,0.6415472991466522,,,,,,8.843303382873534
native_scratch,17,2,matched_distractor,5.8269760590191035,339.3310091036687,0.10852713178294573,-5.287179170652878,0.0,0.6891330018527718,0.6891330055488173,,,,,,8.69811647252519
native_scratch,17,2,evidence_only,0.09396173649597479,1.098517711976102,0.9689922480620154,4.985263366107793,0.7368770065867881,0.0,0.7368770119293716,,,,,,8.099772157595138
native_scratch,17,3,matched_distractor,6.141307357453952,464.66065150340717,0.08029197080291971,-5.62017538251668,0.0,0.7463797538070019,0.7463797526638003,,,,,,8.415550893240601
native_scratch,17,3,evidence_only,0.06353159346719728,1.0655931510519265,0.9854014598540146,5.249619226386077,0.7565889535474983,0.0,0.7565889506444444,,,,,,8.223239759459112
native_scratch,17,4,matched_distractor,5.960263843378745,387.7124060952001,0.10743801652892562,-5.454240278764204,0.0,0.7796228455043709,0.7796228476299727,,,,,,8.31054216179966
native_scratch,17,4,evidence_only,0.030180042932841402,1.0306400767122996,1.0,5.457763671875,0.7526524023683311,0.0,0.7526523970867977,,,,,,7.5986096839274255
frozen,29,all,full_context_no_memory,1.7249438762664795,5.612205982208252,0.3984375,-0.5813214778900146,nan,nan,nan,nan,0.368,0.3333333333333333,0.45985401459854014,0.4297520661157025,
frozen,29,1,matched_distractor,2.97718896484375,19.632551212951952,0.104,-1.9332979736328124,0.0,0.4033059326352086,0.4033059289455414,,,,,,9.208686149597169
frozen,29,1,evidence_only,2.46479150390625,11.761029767567951,0.184,-1.3808590393066407,0.41282377372309564,0.0,0.41282377672195436,,,,,,9.19037889099121
frozen,29,2,matched_distractor,3.172400664913562,23.864706807286353,0.09302325581395349,-2.1486298742220384,0.0,0.665777070810698,0.6657770705777545,,,,,,9.15137904558995
frozen,29,2,evidence_only,2.2471011026885157,9.460271691551355,0.24031007751937986,-1.103630267372427,0.6785473965158931,0.0,0.678547392981921,,,,,,9.017933838127195
frozen,29,3,matched_distractor,3.199394128618449,24.51767114093887,0.08029197080291971,-2.3031602984797344,0.0,0.7700888535354531,0.7700888510168034,,,,,,9.04439044868859
frozen,29,3,evidence_only,2.033042016690665,7.637283802183722,0.3357664233576642,-0.8809922733446107,0.7878720395056272,0.0,0.7878720394886323,,,,,,8.951252276009887
frozen,29,4,matched_distractor,3.1142925546188986,22.5174948196952,0.12396694214876033,-2.1866791780329935,0.0,0.7754461611678809,0.7754461600268183,,,,,,8.691976405372305
frozen,29,4,evidence_only,1.7094474666374775,5.5259073857690355,0.38016528925619836,-0.4576283604645532,0.841381518043239,0.0,0.841381519047682,,,,,,8.78104853827106
consumer_lora,29,all,full_context_no_memory,1.7003425359725952,5.475822925567627,0.3828125,-0.5407990217208862,nan,nan,nan,nan,0.312,0.35658914728682173,0.45255474452554745,0.4049586776859504,
consumer_lora,29,1,matched_distractor,2.9024342651367188,18.21843994840738,0.104,-1.9848549499511718,0.0,0.3384105461020931,0.33841054590418934,,,,,,9.452208328247071
consumer_lora,29,1,evidence_only,1.2999515380859374,3.6691188507881747,0.432,-0.06499533081054687,0.30503322781751785,0.0,0.30503322518849746,,,,,,9.757916557312011
consumer_lora,29,2,matched_distractor,3.021489758824193,20.521841517090007,0.09302325581395349,-2.1796176599901775,0.0,0.5330469290958832,0.5330469295266986,,,,,,10.651344388030296
consumer_lora,29,2,evidence_only,0.85619404473046,2.354183703658297,0.7441860465116279,0.6885897170665652,0.5539724134755041,0.0,0.5539724126515925,,,,,,10.861711842145107
consumer_lora,29,3,matched_distractor,3.2341898897268475,25.385798150645723,0.10218978102189781,-2.4505171184122125,0.0,0.6602485607369697,0.6602485619050308,,,,,,10.73464373428456
consumer_lora,29,3,evidence_only,0.7125029215847489,2.0390885556775387,0.8175182481751825,0.9836739728050511,0.6790634737024802,0.0,0.6790634729783901,,,,,,11.109313505409407
consumer_lora,29,4,matched_distractor,3.1234106899293,22.723751292507977,0.10743801652892562,-2.3730869766109244,0.0,0.604033723561981,0.6040337235928506,,,,,,11.038903851154423
consumer_lora,29,4,evidence_only,0.36837678704380006,1.445386539308396,1.0,1.9295517472196217,0.6530009106163133,0.0,0.6530009143454724,,,,,,11.577436179168954
interface_lora,29,all,full_context_no_memory,1.7451543807983398,5.726785659790039,0.376953125,-0.6183642745018005,nan,nan,nan,nan,0.312,0.3488372093023256,0.44525547445255476,0.39669421487603307,
interface_lora,29,1,matched_distractor,3.1408193359375,23.122804444197506,0.136,-2.3370623779296875,0.0,0.4779216992754365,0.47792170286178587,,,,,,9.528999443054198
interface_lora,29,1,evidence_only,0.8265627288818359,2.2854495140732802,0.776,0.7335836181640625,0.4854480747866115,0.0,0.48544807377457616,,,,,,9.94232105255127
interface_lora,29,2,matched_distractor,3.3004884054494457,27.125884115504967,0.07751937984496124,-2.5996533715447714,0.0,0.5800551394636975,0.580055138117872,,,,,,10.27873758567396
interface_lora,29,2,evidence_only,0.6381482618261677,1.8929723427129153,0.8527131782945736,1.1188032312910685,0.585871701671078,0.0,0.585871701742443,,,,,,10.9636520267457
interface_lora,29,3,matched_distractor,3.431965278012909,30.93738360356771,0.0948905109489051,-2.752675119107657,0.0,0.6413250567480981,0.6413250580042547,,,,,,10.623618947328442
interface_lora,29,3,evidence_only,0.587535071547014,1.7995471889253283,0.8248175182481752,1.2471979517136178,0.6416907516381879,0.0,0.641690750619954,,,,,,11.653298203962562
interface_lora,29,4,matched_distractor,3.3292189038489477,27.91652769259428,0.10743801652892562,-2.6729161286157024,0.0,0.5724815954247767,0.5724815895308224,,,,,,11.609387216489177
interface_lora,29,4,evidence_only,0.28367300270017515,1.327998607786529,0.9917355371900827,2.2782798325719913,0.6058683033662824,0.0,0.6058683051796984,,,,,,12.355083079377481
broad_lora,29,all,full_context_no_memory,1.7508271932601929,5.759364604949951,0.388671875,-0.6049889922142029,nan,nan,nan,nan,0.368,0.3953488372093023,0.41605839416058393,0.371900826446281,
broad_lora,29,1,matched_distractor,3.1115968627929687,22.456876334055746,0.16,-2.3338089599609373,0.0,0.41496386555890785,0.41496386915445327,,,,,,9.688308624267577
broad_lora,29,1,evidence_only,0.7600931549072265,2.1384754206978576,0.848,0.8456874084472656,0.4741841209233535,0.0,0.47418412143737076,,,,,,9.932518272399902
broad_lora,29,2,matched_distractor,3.569893533869307,35.51281203866402,0.11627906976744186,-2.9085450227870497,0.0,0.47858330871200844,0.47858330985177455,,,,,,10.30581673171169
broad_lora,29,2,evidence_only,0.33275800856739973,1.3948097256228742,0.937984496124031,2.0439870745636695,0.49383025175602807,0.0,0.4938302508937989,,,,,,10.966863218203995
broad_lora,29,3,matched_distractor,3.8022714461723384,44.80283623223805,0.0948905109489051,-3.189991609893576,0.0,0.551238459546959,0.5512384574343688,,,,,,10.870991553703364
broad_lora,29,3,evidence_only,0.21098899145195954,1.234898760544236,0.9927007299270073,2.657017478107536,0.6136279891912689,0.0,0.6136279904936188,,,,,,11.743159315011797
broad_lora,29,4,matched_distractor,3.6022983267287576,36.68244587975322,0.10743801652892562,-2.9985442358600207,0.0,0.5925925484506862,0.5925925478092895,,,,,,11.29119154244415
broad_lora,29,4,evidence_only,0.17492637555461285,1.1911585149988715,0.9917355371900827,2.8705890119568376,0.6478630181821072,0.0,0.6478630150398932,,,,,,12.230939108478136
full_weight,29,all,full_context_no_memory,1.9737699031829834,7.197760105133057,0.361328125,-0.886543333530426,nan,nan,nan,nan,0.312,0.3798449612403101,0.41605839416058393,0.3305785123966942,
full_weight,29,1,matched_distractor,3.623528076171875,37.46953025527898,0.144,-2.9497081298828123,0.0,0.25761301401038805,0.2576130143404007,,,,,,11.989339714050294
full_weight,29,1,evidence_only,0.6498010101318359,1.9151596937191564,0.816,1.1847612457275392,0.2722094030968249,0.0,0.2722094023115933,,,,,,12.034852935791015
full_weight,29,2,matched_distractor,4.3664239469424695,78.76147228795169,0.10077519379844961,-3.861756768337516,0.0,0.44365227974537813,0.4436522808012574,,,,,,12.698432353115821
full_weight,29,2,evidence_only,0.20835330123587173,1.2316482355334404,0.9612403100775194,2.869075425835543,0.48453558009414127,0.0,0.48453557797411617,,,,,,13.152946827023529
full_weight,29,3,matched_distractor,4.6065999051950275,100.14307417426964,0.10948905109489052,-4.023850865607714,0.0,0.5624463257828496,0.5624463292804077,,,,,,13.258410063973308
full_weight,29,3,evidence_only,0.15062972663962929,1.1625661111160874,0.9708029197080292,3.3020953018299855,0.5892166716563277,0.0,0.5892166694911727,,,,,,14.228247503294561
full_weight,29,4,matched_distractor,4.400831742720171,81.51864301353514,0.09090909090909091,-3.946255959755133,0.0,0.6200080730249742,0.6200080794428499,,,,,,13.536058047586236
full_weight,29,4,evidence_only,0.0814556701124207,1.0848651245690177,1.0,3.69087919124887,0.6303164292442466,0.0,0.6303164308721368,,,,,,14.47291698928707
native_scratch,29,all,full_context_no_memory,4.67331600189209,107.05213928222656,0.171875,-3.7970852851867676,nan,nan,nan,nan,0.336,0.11627906976744186,0.13138686131386862,0.10743801652892562,
native_scratch,29,1,matched_distractor,5.379695922851562,216.95629394252768,0.136,-4.787446533203125,0.0,0.6084575048210099,0.6084575066268444,,,,,,7.08067956161499
native_scratch,29,1,evidence_only,0.021388792991638185,1.0216191728080732,1.0,5.706933959960938,0.7764072606414556,0.0,0.7764072608947754,,,,,,9.189833145141602
native_scratch,29,2,matched_distractor,6.125508064447447,457.37703125631697,0.08527131782945736,-5.648718065069628,0.0,0.8115424591002899,0.8115424604494442,,,,,,8.14781845447629
native_scratch,29,2,evidence_only,0.07135444340592091,1.0739618170996286,0.9767441860465116,4.945130340812742,0.8320511630880683,0.0,0.8320511676544367,,,,,,8.554864229157914
native_scratch,29,3,matched_distractor,6.124412815066149,456.87636357384713,0.08759124087591241,-5.654702179623346,0.0,0.835791596476614,0.8357915984888147,,,,,,8.215893884644892
native_scratch,29,3,evidence_only,0.04200154956239854,1.0428960947820851,1.0,5.2785986183333575,0.8141024715928225,0.0,0.8141024763131663,,,,,,7.696093322586839
native_scratch,29,4,matched_distractor,5.948129322903215,383.03613151992755,0.10743801652892562,-5.5021664958354854,0.0,0.8369535846531792,0.836953584320289,,,,,,8.315943788890996
native_scratch,29,4,evidence_only,0.03663833476295156,1.0373177912036395,0.9917355371900827,5.288971703899794,0.8174082647377917,0.0,0.8174082626981184,,,,,,7.764163639919817
frozen,41,all,full_context_no_memory,1.6229274272918701,5.067904472351074,0.416015625,-0.46459805965423584,nan,nan,nan,nan,0.384,0.4108527131782946,0.45985401459854014,0.4049586776859504,
frozen,41,1,matched_distractor,2.582214904785156,13.226400959312915,0.12,-1.6170263671875,0.0,0.5488446156531572,0.5488446135520935,,,,,,8.488202606201172
frozen,41,1,evidence_only,1.8194136962890626,6.168240926958191,0.368,-0.3816968421936035,0.5621341227348894,0.0,0.5621341164112091,,,,,,8.665674156188965
frozen,41,2,matched_distractor,2.8764884675195974,17.7518274849372,0.13178294573643412,-1.904698094656301,0.0,0.9251530461605321,0.925153047539467,,,,,,9.463015090587527
frozen,41,2,evidence_only,1.6261824045994484,5.08442733462683,0.4418604651162791,-0.21166992926782416,0.9184207476155702,0.0,0.9184207491172377,,,,,,9.463153994360635
frozen,41,3,matched_distractor,3.0155742533885648,20.400802807579392,0.13138686131386862,-2.1638731991287568,0.0,0.8973165745608997,0.8973165733100724,,,,,,9.01784147137273
frozen,41,3,evidence_only,1.5784208409107514,4.847295113962068,0.46715328467153283,-0.1618068479273441,0.9173826787885904,0.0,0.9173826801515844,,,,,,9.341629223231852
frozen,41,4,matched_distractor,2.8710709248692536,17.65591623863072,0.11570247933884298,-2.089149916467588,0.0,0.8938043729040371,0.8938043738199659,,,,,,9.429152606932584
frozen,41,4,evidence_only,1.3512811266686306,3.862370548337246,0.512396694214876,0.1705202287878872,0.9029170374235923,0.0,0.9029170368328567,,,,,,9.397045860605791
consumer_lora,41,all,full_context_no_memory,1.6978912353515625,5.462416172027588,0.40234375,-0.527133047580719,nan,nan,nan,nan,0.336,0.3875968992248062,0.45255474452554745,0.4297520661157025,
consumer_lora,41,1,matched_distractor,2.9940701293945313,19.966784728742418,0.16,-2.1618680419921876,0.0,0.05979140315123823,0.05979140319675207,,,,,,7.543702545166016
consumer_lora,41,1,evidence_only,1.1790892333984375,3.2514115768918885,0.528,0.23911421012878417,0.0721473891683163,0.0,0.07214738857746124,,,,,,7.652368160247803
consumer_lora,41,2,matched_distractor,3.06292386757311,21.390007368402706,0.08527131782945736,-2.282650263734566,0.0,0.2205543909831531,0.22055439229390417,,,,,,7.815479648205661
consumer_lora,41,2,evidence_only,0.6070209806279618,1.834956876394544,0.9147286821705426,1.2504759685013644,0.2408161897522708,0.0,0.2408161940154179,,,,,,8.135863681172216
consumer_lora,41,3,matched_distractor,3.2813982719922588,26.612958850630626,0.10948905109489052,-2.512182931830413,0.0,0.3182362548410496,0.3182362550257766,,,,,,7.9636256016083875
consumer_lora,41,3,evidence_only,0.5205786349999644,1.6830012114091861,0.9124087591240876,1.4397451860191177,0.32574426156925324,0.0,0.32574426040162135,,,,,,8.143217375678738
consumer_lora,41,4,matched_distractor,2.969831923807948,19.488643743713737,0.12396694214876033,-2.2182899033727725,0.0,0.330586582658695,0.3305865819296561,,,,,,7.873626417364956
consumer_lora,41,4,evidence_only,0.3790478430503656,1.4608929276454137,0.9669421487603306,1.9428136841324735,0.36153102948534327,0.0,0.36153102980172336,,,,,,8.235101037774204
interface_lora,41,all,full_context_no_memory,1.7127221822738647,5.544033050537109,0.384765625,-0.5536126494407654,nan,nan,nan,nan,0.368,0.3643410852713178,0.38686131386861317,0.4214876033057851,
interface_lora,41,1,matched_distractor,3.0118990478515624,20.325963273715264,0.144,-2.166095703125,0.0,0.04511346492228549,0.0451134649598971,,,,,,9.001815963745118
interface_lora,41,1,evidence_only,0.5871878356933594,1.7989224300966,0.912,1.3166361083984375,0.06146183522022285,0.0,0.06146183543388906,,,,,,9.205155815124511
interface_lora,41,2,matched_distractor,3.2477180569670923,25.731554928209803,0.08527131782945736,-2.539889180383017,0.0,0.14208585438936253,0.14208585479253427,,,,,,9.2040802637736
interface_lora,41,2,evidence_only,0.4191409485746724,1.5206546737947024,0.9612403100775194,1.7640830564868542,0.16947639237233333,0.0,0.16947639269335557,,,,,,9.474823530330214
interface_lora,41,3,matched_distractor,3.4145525215315993,30.40334154246678,0.0948905109489051,-2.712448816229827,0.0,0.21398976540075534,0.2139897647765839,,,,,,9.38473724448768
interface_lora,41,3,evidence_only,0.3813673301334799,1.464285382777874,0.9781021897810219,1.8843535123950375,0.24475012008891622,0.0,0.2447501214146342,,,,,,9.563735405023952
interface_lora,41,4,matched_distractor,3.068784035927008,21.51572441442343,0.11570247933884298,-2.383194221937952,0.0,0.38468740187529177,0.3846874028292277,,,,,,9.807653545348112
interface_lora,41,4,evidence_only,0.24340768687981218,1.2755885588454547,1.0,2.4351891761968942,0.3735128516067118,0.0,0.37351285189020733,,,,,,10.257125744149704
broad_lora,41,all,full_context_no_memory,1.8097037076950073,6.10863733291626,0.390625,-0.6800375580787659,nan,nan,nan,nan,0.4,0.43410852713178294,0.40145985401459855,0.32231404958677684,
broad_lora,41,1,matched_distractor,3.422550537109375,30.647482963744846,0.08,-2.7957996826171874,0.0,0.09835698271178665,0.09835698265674636,,,,,,11.190840087890624
broad_lora,41,1,evidence_only,0.5720331497192382,1.771865860311827,0.92,1.3011361083984374,0.10443797856983943,0.0,0.10443797796519357,,,,,,10.952273246765136
broad_lora,41,2,matched_distractor,3.5409920418909353,34.501128784415535,0.08527131782945736,-2.948828383009563,0.0,0.30226418060903437,0.3022641803541534,,,,,,10.967271405597065
broad_lora,41,2,evidence_only,0.3076813712485077,1.3602674995446502,0.9767441860465116,2.260626035143239,0.3838314955851796,0.0,0.38383149648763876,,,,,,11.29036864938662
broad_lora,41,3,matched_distractor,3.8232447213500085,45.752421594589364,0.10948905109489052,-3.185932159423828,0.0,0.4802456311887187,0.48024563860309855,,,,,,10.556312637607547
broad_lora,41,3,evidence_only,0.23683667356950522,1.2672341280455621,0.9635036496350365,2.7704729790235088,0.579256148319991,0.0,0.5792561515785046,,,,,,11.34574545560962
broad_lora,41,4,matched_distractor,3.4662909389527377,32.017766086850514,0.14049586776859505,-2.839878366013204,0.0,0.5769809006585378,0.5769808986705289,,,,,,11.065172676212532
broad_lora,41,4,evidence_only,0.17233293509680378,1.1880733186801216,0.9917355371900827,3.0092246946224495,0.7074169640853608,0.0,0.7074169674195534,,,,,,11.655940899179
full_weight,41,all,full_context_no_memory,1.9918336868286133,7.328960418701172,0.390625,-0.8812317252159119,nan,nan,nan,nan,0.408,0.3875968992248062,0.4306569343065693,0.3305785123966942,
full_weight,41,1,matched_distractor,3.7599505615234374,42.946302726497485,0.08,-3.1045611572265623,0.0,0.13727885829133452,0.13727885839156806,,,,,,11.740603561401366
full_weight,41,1,evidence_only,0.523409278869629,1.6877719373985667,0.848,1.4991675720214843,0.1963807926998007,0.0,0.1963807932565105,,,,,,11.43931519317627
full_weight,41,2,matched_distractor,4.22080078420713,68.08798624843621,0.09302325581395349,-3.6923984372338583,0.0,0.41878514154845203,0.41878514170426473,,,,,,12.228647808695948
full_weight,41,2,evidence_only,0.23113987424461416,1.2600354736336938,0.9689922480620154,2.755067455676175,0.48590034820062217,0.0,0.48590034805599225,,,,,,12.286595802898555
full_weight,41,3,matched_distractor,4.685519197561445,108.36652133836171,0.10218978102189781,-4.1501192802930404,0.0,0.561746611261471,0.5617466132516844,,,,,,11.986572509264423
full_weight,41,3,evidence_only,0.09680445437883808,1.101644930714962,1.0,3.463740856978145,0.6269646495709517,0.0,0.6269646447396626,,,,,,12.593280847925339
full_weight,41,4,matched_distractor,4.177925046810434,65.23036274519707,0.10743801652892562,-3.6789146612498387,0.0,0.6242180643779993,0.6242180635059668,,,,,,12.108016077151968
full_weight,41,4,evidence_only,0.06788856332952325,1.0702460371783253,1.0,3.838652366449025,0.7565430966282863,0.0,0.7565430969246163,,,,,,13.21816053469319
native_scratch,41,all,full_context_no_memory,4.490502834320068,89.16626739501953,0.197265625,-3.5692734718322754,nan,nan,nan,nan,0.368,0.15503875968992248,0.12408759124087591,0.1487603305785124,
native_scratch,41,1,matched_distractor,4.750839538574219,115.68136273737089,0.104,-4.174096984863281,0.0,0.46206421702890654,0.46206421583890916,,,,,,10.341697799682617
native_scratch,41,1,evidence_only,0.02209269380569458,1.022338544528936,1.0,5.378286010742188,0.5836181540386751,0.0,0.5836181566715241,,,,,,9.891395736694337
native_scratch,41,2,matched_distractor,5.8694379791732905,354.0499409003884,0.09302325581395349,-5.376276648321817,0.0,0.6666373752708215,0.6666373746512935,,,,,,10.251564011093258
native_scratch,41,2,evidence_only,0.032329317240058913,1.032857587114606,0.9922480620155039,5.244180516679157,0.757530973004105,0.0,0.7575309757114381,,,,,,9.483673236166783
native_scratch,41,3,matched_distractor,6.3697817725856805,583.9303853678239,0.10218978102189781,-5.928481665840985,0.0,0.7461690824771178,0.7461690809169825,,,,,,10.26452056856921
native_scratch,41,3,evidence_only,0.02310492642169451,1.023373912876703,1.0,5.647093668471288,0.7677226298128383,0.0,0.7677226303702723,,,,,,10.076313032721082
