model,seed,training_steps,training_tokens,training_seconds,tokens_per_second,final_train_loss
native_scratch,17,1300,1975334,495.6420495000202,3985.404390108994,0.29740164056420326
native_scratch,29,1300,1974826,495.82235159992706,3982.930567021841,0.3532301686704159
native_scratch,41,1300,1975823,495.10563339991495,3990.7099954244622,0.3976961255073547
native_scratch,53,1300,1975433,500.8033863999881,3944.5280396371677,0.2890680816024542
native_scratch,67,1300,1975245,502.22613010008354,3932.979352560516,0.273802624642849
