partition,dataset,fraction,facet_config,query_support_mode,rows,identities,seeds,oracle_root_present,oracle_root_rank,mrr,recall_at_1,recall_at_2,recall_at_4,recall_at_8,oracle_margin,score_entropy,oracle_recall,oracle_precision,oracle_jaccard,complete_oracle,false_positive_parent_count,query_support_tokens,query_facet_count,q_memory_comparisons,active_final_kv_tokens,active_final_kv_fraction,scoring_wall_time
test,hotpotqa,0.2,global,question,35,7,5,0.34285714285714286,2.6,0.5033333333333333,0.22857142857142856,0.4857142857142857,0.9714285714285714,1.0,-0.029292474793536322,1.7511168003082276,0.20476190476190478,0.34285714285714286,0.16666666666666666,0.0,1.1142857142857143,22.142857142857142,1.0,5.857142857142857,397.85714285714283,0.2730640797755788,0.0012744771482955132
test,hotpotqa,0.2,multiscale_2_4_8_16,question,35,7,5,0.42857142857142855,2.4571428571428573,0.5819047619047619,0.37142857142857144,0.5428571428571428,0.9428571428571428,1.0,-0.010455191800636905,1.7540911844798497,0.29523809523809524,0.44285714285714284,0.2523809523809524,0.05714285714285714,0.9428571428571428,22.142857142857142,39.142857142857146,238.14285714285714,397.2857142857143,0.27230493236773223,0.0017515628565368908
test,hotpotqa,0.2,phrase_relation,question,35,7,5,0.42857142857142855,2.5142857142857142,0.5795238095238096,0.37142857142857144,0.5714285714285714,0.9428571428571428,1.0,-0.023695181709315095,1.7531857933316912,0.29523809523809524,0.45714285714285713,0.2571428571428571,0.05714285714285714,0.9428571428571428,22.142857142857142,4.0,23.285714285714285,392.37142857142857,0.2687958791575762,0.001510357141627797
test,hotpotqa,0.2,token,question,35,7,5,0.4,2.6285714285714286,0.5323809523809524,0.2857142857142857,0.5142857142857142,0.8571428571428571,1.0,-0.01601769296186311,1.7544550793511526,0.30952380952380953,0.4714285714285714,0.26666666666666666,0.05714285714285714,0.9142857142857143,22.142857142857142,23.142857142857142,140.14285714285714,392.3142857142857,0.26806526783633355,0.0017425571418633419
test,hotpotqa,0.2,w16_s8,question,35,7,5,0.4,2.5714285714285716,0.5395238095238095,0.2857142857142857,0.5714285714285714,0.8857142857142857,1.0,-0.02586041358964784,1.752979394367763,0.29523809523809524,0.44285714285714284,0.26190476190476186,0.08571428571428572,0.9428571428571428,22.142857142857142,3.142857142857143,19.142857142857142,392.37142857142857,0.2687958791575762,0.0014340085675939918
test,hotpotqa,0.2,w2_s1,question,35,7,5,0.42857142857142855,2.4571428571428573,0.5819047619047619,0.37142857142857144,0.5428571428571428,0.9428571428571428,1.0,-0.010455191800636905,1.7540911844798497,0.29523809523809524,0.44285714285714284,0.2523809523809524,0.05714285714285714,0.9428571428571428,22.142857142857142,22.142857142857142,134.28571428571428,397.2857142857143,0.27230493236773223,0.001723417140809553
test,hotpotqa,0.2,w4_s2,question,35,7,5,0.45714285714285713,2.2285714285714286,0.6257142857142857,0.42857142857142855,0.5714285714285714,0.9428571428571428,1.0,-0.009385636102940355,1.7536497558866229,0.29523809523809524,0.45714285714285713,0.2476190476190476,0.02857142857142857,0.9428571428571428,22.142857142857142,11.142857142857142,67.57142857142857,393.6857142857143,0.26986094051437176,0.001606357142528785
test,hotpotqa,0.2,w4_s2_local_only,question,35,7,5,0.4857142857142857,2.2,0.64,0.45714285714285713,0.5714285714285714,0.9428571428571428,1.0,-0.010786350577005319,1.7539542027882167,0.30952380952380953,0.4857142857142857,0.26190476190476186,0.02857142857142857,0.9142857142857143,22.142857142857142,10.142857142857142,61.714285714285715,393.6857142857143,0.26986094051437176,0.0016094371460245124
test,hotpotqa,0.2,w4_s2_top2mean,question,35,7,5,0.45714285714285713,2.3714285714285714,0.6052380952380952,0.4,0.6,0.9142857142857143,1.0,-0.013203308704708304,1.753823389325823,0.29523809523809524,0.44285714285714284,0.24285714285714285,0.02857142857142857,0.9428571428571428,22.142857142857142,11.142857142857142,67.57142857142857,393.6857142857143,0.26986094051437176,0.0017095485785310822
test,hotpotqa,0.2,w8_s4,question,35,7,5,0.42857142857142855,2.4857142857142858,0.560952380952381,0.3142857142857143,0.6,0.8857142857142857,1.0,-0.018353492207825183,1.7532540627888271,0.30952380952380953,0.45714285714285713,0.2714285714285714,0.08571428571428572,0.9142857142857143,22.142857142857142,5.714285714285714,34.714285714285715,392.37142857142857,0.2687958791575762,0.001549828573063548
test,hotpotqa,0.3,global,question,35,7,5,0.6285714285714286,2.6,0.5033333333333333,0.22857142857142856,0.4857142857142857,0.9714285714285714,1.0,-0.029292474793536322,1.7511168003082276,0.4714285714285714,0.4523809523809524,0.3333333333333333,0.11428571428571428,1.2571428571428571,22.142857142857142,1.0,5.857142857142857,574.4,0.40331701710462214,0.0012744771482955132
test,hotpotqa,0.3,multiscale_2_4_8_16,question,35,7,5,0.5714285714285714,2.4571428571428573,0.5819047619047619,0.37142857142857144,0.5428571428571428,0.9428571428571428,1.0,-0.010455191800636905,1.7540911844798497,0.44285714285714284,0.4523809523809524,0.34285714285714286,0.14285714285714285,1.3142857142857143,22.142857142857142,39.142857142857146,238.14285714285714,570.2,0.39925486803889165,0.0017515628565368908
test,hotpotqa,0.3,phrase_relation,question,35,7,5,0.6,2.5142857142857142,0.5795238095238096,0.37142857142857144,0.5714285714285714,0.9428571428571428,1.0,-0.023695181709315095,1.7531857933316912,0.4333333333333333,0.4380952380952381,0.32142857142857145,0.08571428571428572,1.3428571428571427,22.142857142857142,4.0,23.285714285714285,571.5428571428571,0.4011789392002107,0.001510357141627797
test,hotpotqa,0.3,token,question,35,7,5,0.6,2.6285714285714286,0.5323809523809524,0.2857142857142857,0.5142857142857142,0.8571428571428571,1.0,-0.01601769296186311,1.7544550793511526,0.46190476190476193,0.45714285714285713,0.3452380952380952,0.17142857142857143,1.2857142857142858,22.142857142857142,23.142857142857142,140.14285714285714,570.1714285714286,0.3993832665221725,0.0017425571418633419
test,hotpotqa,0.3,w16_s8,question,35,7,5,0.6,2.5714285714285716,0.5395238095238095,0.2857142857142857,0.5714285714285714,0.8857142857142857,1.0,-0.02586041358964784,1.752979394367763,0.4333333333333333,0.44285714285714284,0.33809523809523806,0.14285714285714285,1.3428571428571427,22.142857142857142,3.142857142857143,19.142857142857142,571.5428571428571,0.4011789392002107,0.0014340085675939918
test,hotpotqa,0.3,w2_s1,question,35,7,5,0.5714285714285714,2.4571428571428573,0.5819047619047619,0.37142857142857144,0.5428571428571428,0.9428571428571428,1.0,-0.010455191800636905,1.7540911844798497,0.44285714285714284,0.4523809523809524,0.34285714285714286,0.14285714285714285,1.3142857142857143,22.142857142857142,22.142857142857142,134.28571428571428,570.2,0.39925486803889165,0.001723417140809553
test,hotpotqa,0.3,w4_s2,question,35,7,5,0.7142857142857143,2.2285714285714286,0.6257142857142857,0.42857142857142855,0.5714285714285714,0.9428571428571428,1.0,-0.009385636102940355,1.7536497558866229,0.4857142857142857,0.4809523809523809,0.35952380952380947,0.14285714285714285,1.2285714285714286,22.142857142857142,11.142857142857142,67.57142857142857,573.9142857142857,0.4031600825347375,0.001606357142528785
test,hotpotqa,0.3,w4_s2_local_only,question,35,7,5,0.7142857142857143,2.2,0.64,0.45714285714285713,0.5714285714285714,0.9428571428571428,1.0,-0.010786350577005319,1.7539542027882167,0.4857142857142857,0.4809523809523809,0.35952380952380947,0.14285714285714285,1.2285714285714286,22.142857142857142,10.142857142857142,61.714285714285715,573.9142857142857,0.4031600825347375,0.0016094371460245124
test,hotpotqa,0.3,w4_s2_top2mean,question,35,7,5,0.6285714285714286,2.3714285714285714,0.6052380952380952,0.4,0.6,0.9142857142857143,1.0,-0.013203308704708304,1.753823389325823,0.4333333333333333,0.4380952380952381,0.3119047619047619,0.05714285714285714,1.3428571428571427,22.142857142857142,11.142857142857142,67.57142857142857,571.5428571428571,0.4011789392002107,0.0017095485785310822
test,hotpotqa,0.3,w8_s4,question,35,7,5,0.6571428571428571,2.4857142857142858,0.560952380952381,0.3142857142857143,0.6,0.8857142857142857,1.0,-0.018353492207825183,1.7532540627888271,0.4857142857142857,0.4904761904761905,0.37380952380952376,0.14285714285714285,1.2285714285714286,22.142857142857142,5.714285714285714,34.714285714285715,570.2571428571429,0.39998547936013434,0.001549828573063548
test,hotpotqa,0.4,global,question,35,7,5,0.6857142857142857,2.6,0.5033333333333333,0.22857142857142856,0.4857142857142857,0.9714285714285714,1.0,-0.029292474793536322,1.7511168003082276,0.5428571428571428,0.4857142857142857,0.37142857142857144,0.17142857142857143,1.4,22.142857142857142,1.0,5.857142857142857,642.1428571428571,0.4483974105886553,0.0012744771482955132
test,hotpotqa,0.4,multiscale_2_4_8_16,question,35,7,5,0.6285714285714286,2.4571428571428573,0.5819047619047619,0.37142857142857144,0.5428571428571428,0.9428571428571428,1.0,-0.010455191800636905,1.7540911844798497,0.5,0.45238095238095233,0.35238095238095235,0.2,1.4857142857142858,22.142857142857142,39.142857142857146,238.14285714285714,637.9428571428572,0.44433526152292474,0.0017515628565368908
test,hotpotqa,0.4,phrase_relation,question,35,7,5,0.6285714285714286,2.5142857142857142,0.5795238095238096,0.37142857142857144,0.5714285714285714,0.9428571428571428,1.0,-0.023695181709315095,1.7531857933316912,0.4904761904761905,0.44285714285714284,0.33809523809523806,0.17142857142857143,1.5142857142857142,22.142857142857142,4.0,23.285714285714285,641.0857142857143,0.44748132861092405,0.001510357141627797
test,hotpotqa,0.4,token,question,35,7,5,0.6857142857142857,2.6285714285714286,0.5323809523809524,0.2857142857142857,0.5142857142857142,0.8571428571428571,1.0,-0.01601769296186311,1.7544550793511526,0.5333333333333333,0.4714285714285714,0.369047619047619,0.22857142857142856,1.4285714285714286,22.142857142857142,23.142857142857142,140.14285714285714,641.3142857142857,0.44677684741221485,0.0017425571418633419
test,hotpotqa,0.4,w16_s8,question,35,7,5,0.6285714285714286,2.5714285714285716,0.5395238095238095,0.2857142857142857,0.5714285714285714,0.8857142857142857,1.0,-0.02586041358964784,1.752979394367763,0.4761904761904762,0.4333333333333333,0.3357142857142857,0.2,1.542857142857143,22.142857142857142,3.142857142857143,19.142857142857142,641.0857142857143,0.44748132861092405,0.0014340085675939918
test,hotpotqa,0.4,w2_s1,question,35,7,5,0.6285714285714286,2.4571428571428573,0.5819047619047619,0.37142857142857144,0.5428571428571428,0.9428571428571428,1.0,-0.010455191800636905,1.7540911844798497,0.5,0.45238095238095233,0.35238095238095235,0.2,1.4857142857142858,22.142857142857142,22.142857142857142,134.28571428571428,637.9428571428572,0.44433526152292474,0.001723417140809553
test,hotpotqa,0.4,w4_s2,question,35,7,5,0.8,2.2285714285714286,0.6257142857142857,0.42857142857142855,0.5714285714285714,0.9428571428571428,1.0,-0.009385636102940355,1.7536497558866229,0.5857142857142857,0.5142857142857142,0.40714285714285714,0.2571428571428571,1.3142857142857143,22.142857142857142,11.142857142857142,67.57142857142857,647.0571428571428,0.45190646379881133,0.001606357142528785
test,hotpotqa,0.4,w4_s2_local_only,question,35,7,5,0.8,2.2,0.64,0.45714285714285713,0.5714285714285714,0.9428571428571428,1.0,-0.010786350577005319,1.7539542027882167,0.5857142857142857,0.5142857142857142,0.40714285714285714,0.2571428571428571,1.3142857142857143,22.142857142857142,10.142857142857142,61.714285714285715,647.0571428571428,0.45190646379881133,0.0016094371460245124
test,hotpotqa,0.4,w4_s2_top2mean,question,35,7,5,0.6857142857142857,2.3714285714285714,0.6052380952380952,0.4,0.6,0.9142857142857143,1.0,-0.013203308704708304,1.753823389325823,0.5190476190476191,0.46190476190476193,0.35238095238095235,0.17142857142857143,1.457142857142857,22.142857142857142,11.142857142857142,67.57142857142857,644.6857142857143,0.4499253204642845,0.0017095485785310822
test,hotpotqa,0.4,w8_s4,question,35,7,5,0.6857142857142857,2.4857142857142858,0.560952380952381,0.3142857142857143,0.6,0.8857142857142857,1.0,-0.018353492207825183,1.7532540627888271,0.5285714285714286,0.4761904761904762,0.369047619047619,0.2,1.4285714285714286,22.142857142857142,5.714285714285714,34.714285714285715,641.6,0.4475098646975279,0.001549828573063548
test,qasper,0.1,global,question,30,6,5,0.8666666666666667,1.6,0.8111111111111111,0.7,0.8,0.9666666666666667,1.0,0.05996531119259695,2.7193737824757895,0.8333333333333334,0.4666666666666667,0.45555555555555555,0.8,1.3,9.166666666666666,1.0,16.333333333333332,549.5333333333333,0.13623159562193854,0.0014676899979046236
test,qasper,0.1,multiscale_2_4_8_16,question,30,6,5,0.8666666666666667,1.5666666666666667,0.8055555555555556,0.6666666666666666,0.8666666666666667,0.9666666666666667,1.0,0.030688179284334184,2.7268049081166583,0.8,0.45,0.4277777777777778,0.7333333333333333,1.3,9.166666666666666,15.5,254.83333333333334,549.2333333333333,0.13612471995396563,0.002252950007095933
test,qasper,0.1,phrase_relation,question,30,6,5,0.9333333333333333,1.4333333333333333,0.85,0.7333333333333333,0.9333333333333333,0.9666666666666667,1.0,0.05554750796873122,2.7243298927942914,0.8666666666666667,0.5,0.4777777777777778,0.8,1.2333333333333334,9.166666666666666,2.3333333333333335,38.5,553.4666666666667,0.13688432269351727,0.0019676099997013806
test,qasper,0.1,token,question,30,6,5,0.9,1.5,0.8736111111111111,0.8,0.9,0.9666666666666667,1.0,0.03244981368382772,2.7279489199320475,0.8333333333333334,0.4666666666666667,0.4444444444444445,0.7666666666666667,1.2666666666666666,9.166666666666666,10.166666666666666,167.5,549.5333333333333,0.13623159562193854,0.0020730600052047523
test,qasper,0.1,w16_s8,question,30,6,5,0.9333333333333333,1.4666666666666666,0.8444444444444444,0.7333333333333333,0.9,0.9666666666666667,1.0,0.0504751614217336,2.724346661567688,0.8666666666666667,0.5,0.4777777777777778,0.8,1.2333333333333334,9.166666666666666,2.0,32.666666666666664,553.4666666666667,0.13688432269351727,0.001605730001271392
test,qasper,0.1,w2_s1,question,30,6,5,0.8666666666666667,1.5666666666666667,0.8055555555555556,0.6666666666666666,0.8666666666666667,0.9666666666666667,1.0,0.02977192277709643,2.726824084917704,0.8,0.45,0.4277777777777778,0.7333333333333333,1.3,9.166666666666666,9.166666666666666,151.16666666666666,549.2333333333333,0.13612471995396563,0.0020275899965781718
test,qasper,0.1,w4_s2,question,30,6,5,0.8666666666666667,1.5,0.8277777777777777,0.7,0.9,0.9666666666666667,1.0,0.03699552680676182,2.7258280833562214,0.8,0.45,0.4277777777777778,0.7333333333333333,1.3,9.166666666666666,5.0,82.0,549.5333333333333,0.13623159562193854,0.0019192966651947548
test,qasper,0.1,w4_s2_local_only,question,30,6,5,0.9,1.3666666666666667,0.8388888888888889,0.7,0.9333333333333333,1.0,1.0,0.030907159795363744,2.7268462578455606,0.8333333333333334,0.46111111111111114,0.4388888888888889,0.7666666666666667,1.2666666666666666,9.166666666666666,4.0,65.66666666666667,549.2333333333333,0.13612471995396563,0.0019234033320875217
test,qasper,0.1,w4_s2_top2mean,question,30,6,5,0.9,1.4,0.8333333333333334,0.7,0.9,1.0,1.0,0.03910290415709217,2.7265788316726685,0.8333333333333334,0.46111111111111114,0.4388888888888889,0.7666666666666667,1.2666666666666666,9.166666666666666,5.0,82.0,549.2333333333333,0.13612471995396563,0.001987183328795557
test,qasper,0.1,w8_s4,question,30,6,5,0.9333333333333333,1.4333333333333333,0.85,0.7333333333333333,0.9333333333333333,0.9666666666666667,1.0,0.050763130312164624,2.7247557083765668,0.8666666666666667,0.5,0.4777777777777778,0.8,1.2333333333333334,9.166666666666666,2.6666666666666665,43.5,553.4666666666667,0.13688432269351727,0.0017167099964960169
test,qasper,0.2,global,question,30,6,5,0.9666666666666667,1.6,0.8111111111111111,0.7,0.8,0.9666666666666667,1.0,0.05996531119259695,2.7193737824757895,0.8833333333333333,0.2961111111111111,0.28777777777777774,0.8,2.7,9.166666666666666,1.0,16.333333333333332,921.4333333333333,0.22889942918754916,0.0014676899979046236
test,qasper,0.2,multiscale_2_4_8_16,question,30,6,5,0.9666666666666667,1.5666666666666667,0.8055555555555556,0.6666666666666666,0.8666666666666667,0.9666666666666667,1.0,0.030688179284334184,2.7268049081166583,0.8833333333333333,0.2961111111111111,0.28777777777777774,0.8,2.7,9.166666666666666,15.5,254.83333333333334,919.3333333333334,0.22819848020767874,0.002252950007095933
test,qasper,0.2,phrase_relation,question,30,6,5,0.9666666666666667,1.4333333333333333,0.85,0.7333333333333333,0.9333333333333333,0.9666666666666667,1.0,0.05554750796873122,2.7243298927942914,0.8833333333333333,0.2961111111111111,0.28777777777777774,0.8,2.7,9.166666666666666,2.3333333333333335,38.5,919.3333333333334,0.22819848020767874,0.0019676099997013806
test,qasper,0.2,token,question,30,6,5,0.9666666666666667,1.5,0.8736111111111111,0.8,0.9,0.9666666666666667,1.0,0.03244981368382772,2.7279489199320475,0.8833333333333333,0.2961111111111111,0.28777777777777774,0.8,2.7,9.166666666666666,10.166666666666666,167.5,919.3333333333334,0.22819848020767874,0.0020730600052047523
test,qasper,0.2,w16_s8,question,30,6,5,0.9666666666666667,1.4666666666666666,0.8444444444444444,0.7333333333333333,0.9,0.9666666666666667,1.0,0.0504751614217336,2.724346661567688,0.8833333333333333,0.2961111111111111,0.28777777777777774,0.8,2.7,9.166666666666666,2.0,32.666666666666664,919.3333333333334,0.22819848020767874,0.001605730001271392
test,qasper,0.2,w2_s1,question,30,6,5,0.9666666666666667,1.5666666666666667,0.8055555555555556,0.6666666666666666,0.8666666666666667,0.9666666666666667,1.0,0.02977192277709643,2.726824084917704,0.8833333333333333,0.2961111111111111,0.28777777777777774,0.8,2.7,9.166666666666666,9.166666666666666,151.16666666666666,919.3333333333334,0.22819848020767874,0.0020275899965781718
test,qasper,0.2,w4_s2,question,30,6,5,0.9666666666666667,1.5,0.8277777777777777,0.7,0.9,0.9666666666666667,1.0,0.03699552680676182,2.7258280833562214,0.8833333333333333,0.2961111111111111,0.28777777777777774,0.8,2.7,9.166666666666666,5.0,82.0,915.4333333333333,0.22744540475683023,0.0019192966651947548
test,qasper,0.2,w4_s2_local_only,question,30,6,5,1.0,1.3666666666666667,0.8388888888888889,0.7,0.9333333333333333,1.0,1.0,0.030907159795363744,2.7268462578455606,0.9166666666666666,0.3027777777777778,0.29444444444444445,0.8333333333333334,2.6666666666666665,9.166666666666666,4.0,65.66666666666667,915.4333333333333,0.22744540475683023,0.0019234033320875217
test,qasper,0.2,w4_s2_top2mean,question,30,6,5,1.0,1.4,0.8333333333333334,0.7,0.9,1.0,1.0,0.03910290415709217,2.7265788316726685,0.9166666666666666,0.3027777777777778,0.29444444444444445,0.8333333333333334,2.6666666666666665,9.166666666666666,5.0,82.0,918.3,0.22779783152810865,0.001987183328795557
test,qasper,0.2,w8_s4,question,30,6,5,0.9666666666666667,1.4333333333333333,0.85,0.7333333333333333,0.9333333333333333,0.9666666666666667,1.0,0.050763130312164624,2.7247557083765668,0.8833333333333333,0.2961111111111111,0.28777777777777774,0.8,2.7,9.166666666666666,2.6666666666666665,43.5,919.3333333333334,0.22819848020767874,0.0017167099964960169
test,qasper,0.3,global,question,30,6,5,1.0,1.6,0.8111111111111111,0.7,0.8,0.9666666666666667,1.0,0.05996531119259695,2.7193737824757895,0.9333333333333333,0.208531746031746,0.20535714285714285,0.8666666666666667,4.466666666666667,9.166666666666666,1.0,16.333333333333332,1385.8,0.34167138514775536,0.0014676899979046236
test,qasper,0.3,multiscale_2_4_8_16,question,30,6,5,1.0,1.5666666666666667,0.8055555555555556,0.6666666666666666,0.8666666666666667,0.9666666666666667,1.0,0.030688179284334184,2.7268049081166583,0.9166666666666666,0.20297619047619048,0.1990079365079365,0.8333333333333334,4.5,9.166666666666666,15.5,254.83333333333334,1379.7666666666667,0.3403177090963062,0.002252950007095933
test,qasper,0.3,phrase_relation,question,30,6,5,1.0,1.4333333333333333,0.85,0.7333333333333333,0.9333333333333333,0.9666666666666667,1.0,0.05554750796873122,2.7243298927942914,0.9333333333333333,0.208531746031746,0.20535714285714285,0.8666666666666667,4.466666666666667,9.166666666666666,2.3333333333333335,38.5,1379.7666666666667,0.3403177090963062,0.0019676099997013806
test,qasper,0.3,token,question,30,6,5,1.0,1.5,0.8736111111111111,0.8,0.9,0.9666666666666667,1.0,0.03244981368382772,2.7279489199320475,0.9166666666666666,0.20297619047619048,0.1990079365079365,0.8333333333333334,4.5,9.166666666666666,10.166666666666666,167.5,1377.1666666666667,0.3399015438362554,0.0020730600052047523
test,qasper,0.3,w16_s8,question,30,6,5,1.0,1.4666666666666666,0.8444444444444444,0.7333333333333333,0.9,0.9666666666666667,1.0,0.0504751614217336,2.724346661567688,0.9333333333333333,0.208531746031746,0.20535714285714285,0.8666666666666667,4.466666666666667,9.166666666666666,2.0,32.666666666666664,1379.7666666666667,0.3403177090963062,0.001605730001271392
test,qasper,0.3,w2_s1,question,30,6,5,1.0,1.5666666666666667,0.8055555555555556,0.6666666666666666,0.8666666666666667,0.9666666666666667,1.0,0.02977192277709643,2.726824084917704,0.9166666666666666,0.20297619047619048,0.1990079365079365,0.8333333333333334,4.5,9.166666666666666,9.166666666666666,151.16666666666666,1379.7666666666667,0.3403177090963062,0.0020275899965781718
test,qasper,0.3,w4_s2,question,30,6,5,1.0,1.5,0.8277777777777777,0.7,0.9,0.9666666666666667,1.0,0.03699552680676182,2.7258280833562214,0.9166666666666666,0.20297619047619048,0.1990079365079365,0.8333333333333334,4.5,9.166666666666666,5.0,82.0,1379.7666666666667,0.3403177090963062,0.0019192966651947548
test,qasper,0.3,w4_s2_local_only,question,30,6,5,1.0,1.3666666666666667,0.8388888888888889,0.7,0.9333333333333333,1.0,1.0,0.030907159795363744,2.7268462578455606,0.9166666666666666,0.20297619047619048,0.1990079365079365,0.8333333333333334,4.5,9.166666666666666,4.0,65.66666666666667,1379.7666666666667,0.3403177090963062,0.0019234033320875217
test,qasper,0.3,w4_s2_top2mean,question,30,6,5,1.0,1.4,0.8333333333333334,0.7,0.9,1.0,1.0,0.03910290415709217,2.7265788316726685,0.9166666666666666,0.20297619047619048,0.1990079365079365,0.8333333333333334,4.5,9.166666666666666,5.0,82.0,1379.7666666666667,0.3403177090963062,0.001987183328795557
test,qasper,0.3,w8_s4,question,30,6,5,1.0,1.4333333333333333,0.85,0.7333333333333333,0.9333333333333333,0.9666666666666667,1.0,0.050763130312164624,2.7247557083765668,0.9166666666666666,0.20297619047619048,0.1990079365079365,0.8333333333333334,4.5,9.166666666666666,2.6666666666666665,43.5,1379.7666666666667,0.3403177090963062,0.0017167099964960169
test,qasper,0.4,global,question,30,6,5,1.0,1.6,0.8111111111111111,0.7,0.8,0.9666666666666667,1.0,0.05996531119259695,2.7193737824757895,0.9333333333333333,0.16296296296296298,0.1611111111111111,0.8666666666666667,5.966666666666667,9.166666666666666,1.0,16.333333333333332,1760.9,0.43469817277334744,0.0014676899979046236
test,qasper,0.4,multiscale_2_4_8_16,question,30,6,5,1.0,1.5666666666666667,0.8055555555555556,0.6666666666666666,0.8666666666666667,0.9666666666666667,1.0,0.030688179284334184,2.7268049081166583,0.9333333333333333,0.16296296296296298,0.1611111111111111,0.8666666666666667,5.966666666666667,9.166666666666666,15.5,254.83333333333334,1757.4,0.4333839955849795,0.002252950007095933
test,qasper,0.4,phrase_relation,question,30,6,5,1.0,1.4333333333333333,0.85,0.7333333333333333,0.9333333333333333,0.9666666666666667,1.0,0.05554750796873122,2.7243298927942914,0.95,0.16712962962962966,0.16574074074074074,0.9,5.933333333333334,9.166666666666666,2.3333333333333335,38.5,1757.3666666666666,0.43348434396424923,0.0019676099997013806
test,qasper,0.4,token,question,30,6,5,1.0,1.5,0.8736111111111111,0.8,0.9,0.9666666666666667,1.0,0.03244981368382772,2.7279489199320475,0.9333333333333333,0.16296296296296298,0.1611111111111111,0.8666666666666667,5.966666666666667,9.166666666666666,10.166666666666666,167.5,1754.8,0.4329678303249287,0.0020730600052047523
