candidate,clean_hotpot_root_present,clean_hotpot_mrr,clean_qasper_root_present,stale_hotpot_root_present,stale_qasper_root_present,stale_parent_selection_rate,comparisons,qasper_preserved
question,0.2222222222222222,0.3767724867724868,0.78,0.2222222222222222,0.7733333333333334,0.2707407407407407,328.31111111111113,True
latest_message,0.2222222222222222,0.3767724867724868,0.78,0.2222222222222222,0.8066666666666666,0.2711111111111111,328.31111111111113,True
tail16,0.15555555555555556,0.35264550264550265,0.78,0.14074074074074075,0.7600000000000001,0.2374074074074074,420.8,True
tail32,0.15555555555555556,0.3535978835978836,0.8,0.14814814814814814,0.8266666666666667,0.2488888888888889,769.9666666666666,True
tail64,0.15555555555555556,0.3577248677248677,0.8,0.17037037037037037,0.7933333333333333,0.2762962962962963,828.0111111111111,True
full_prompt,0.15555555555555556,0.3577248677248677,0.8,0.17037037037037037,0.7600000000000001,0.27666666666666667,828.0111111111111,True
