control,partition,dataset,example_id,seed,fraction,budget,facet_config,facet_family,facet_reduction,include_global,query_support_mode,query_support_span,query_support_tokens,query_facet_count,oracle_root_parent,oracle_root_rank,oracle_root_present,mrr,recall_at_1,recall_at_2,recall_at_4,recall_at_8,oracle_margin,score_entropy,oracle_recall,oracle_precision,oracle_jaccard,complete_oracle,false_positive_parent_count,winning_facet,winning_facet_kind,winning_facet_family,winning_facet_span,selected_parent_ids,stale_parent,stale_parent_selected,junk_target_tokens,junk_observed_tokens,q_memory_comparisons,final_parent_count,active_final_kv_tokens,active_final_kv_fraction,scoring_wall_time,full_query_forward_count,independent_window_forward_count
clean_support,validation,hotpotqa,5ab56db7554299494045efc6,37,0.2,1,w2_s1,window,max,True,full_prompt,"[0, 39]",39,39,0,3,0.0,0.3333333333333333,0.0,0.0,1.0,1.0,-0.04037083685398102,1.6086435317993164,0.0,0.0,0.0,0.0,1,22,local,window_2,"[21, 23]",[2],,,,,195,1,256,0.2014162077104642,0.0024364999844692647,1,0
clean_support,validation,hotpotqa,5ab56db7554299494045efc6,53,0.2,1,w2_s1,window,max,True,question,"[10, 30]",20,20,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.02898596227169037,1.6084855794906616,0.5,1.0,0.5,0.0,0,3,local,window_2,"[12, 14]",[0],,,,,100,1,256,0.2014162077104642,0.0019771999795921147,1,0
clean_support,validation,hotpotqa,5ab56db7554299494045efc6,53,0.2,1,w2_s1,window,max,True,latest_message,"[10, 30]",20,20,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.02898596227169037,1.6084855794906616,0.5,1.0,0.5,0.0,0,3,local,window_2,"[12, 14]",[0],,,,,100,1,256,0.2014162077104642,0.0022051000269129872,1,0
clean_support,validation,hotpotqa,5ab56db7554299494045efc6,53,0.2,1,w2_s1,window,max,True,tail16,"[23, 39]",16,16,0,3,0.0,0.3333333333333333,0.0,0.0,1.0,1.0,-0.04027422517538071,1.6088730096817017,0.5,1.0,0.5,0.0,0,2,local,window_2,"[24, 26]",[3],,,,,80,1,256,0.2014162077104642,0.002402600017376244,1,0
clean_support,validation,hotpotqa,5ab56db7554299494045efc6,53,0.2,1,w2_s1,window,max,True,tail32,"[7, 39]",32,32,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.02898596227169037,1.6084855794906616,0.5,1.0,0.5,0.0,0,6,local,window_2,"[12, 14]",[0],,,,,160,1,256,0.2014162077104642,0.00227280001854524,1,0
clean_support,validation,hotpotqa,5ab56db7554299494045efc6,53,0.2,1,w2_s1,window,max,True,tail64,"[0, 39]",39,39,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.03223929926753044,1.6086612939834595,0.5,1.0,0.5,0.0,0,5,local,window_2,"[4, 6]",[0],,,,,195,1,256,0.2014162077104642,0.002513199986424297,1,0
clean_support,validation,hotpotqa,5ab56db7554299494045efc6,53,0.2,1,w2_s1,window,max,True,full_prompt,"[0, 39]",39,39,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.03223929926753044,1.6086612939834595,0.5,1.0,0.5,0.0,0,5,local,window_2,"[4, 6]",[0],,,,,195,1,256,0.2014162077104642,0.0022791000083088875,1,0
clean_support,validation,hotpotqa,5ab56db7554299494045efc6,71,0.2,1,w2_s1,window,max,True,question,"[10, 30]",20,20,0,2,0.0,0.5,0.0,1.0,1.0,1.0,-0.003922179341316223,1.609269142150879,0.0,0.0,0.0,0.0,1,3,local,window_2,"[12, 14]",[2],,,,,100,1,256,0.2014162077104642,0.001533099974039942,1,0
clean_support,validation,hotpotqa,5ab56db7554299494045efc6,71,0.2,1,w2_s1,window,max,True,latest_message,"[10, 30]",20,20,0,2,0.0,0.5,0.0,1.0,1.0,1.0,-0.003922179341316223,1.609269142150879,0.0,0.0,0.0,0.0,1,3,local,window_2,"[12, 14]",[2],,,,,100,1,256,0.2014162077104642,0.0018395999795757234,1,0
clean_support,validation,hotpotqa,5ab56db7554299494045efc6,71,0.2,1,w2_s1,window,max,True,tail16,"[23, 39]",16,16,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.018713831901550293,1.609023094177246,0.5,1.0,0.5,0.0,0,1,local,window_2,"[23, 25]",[0],,,,,80,1,256,0.2014162077104642,0.0022519999765791,1,0
