partition,dataset,fraction,facet_config,query_support_mode,junk_target_tokens,rows,identities,seeds,oracle_root_present,oracle_root_rank,mrr,recall_at_1,recall_at_2,recall_at_4,recall_at_8,oracle_margin,score_entropy,oracle_recall,oracle_precision,oracle_jaccard,complete_oracle,false_positive_parent_count,query_support_tokens,query_facet_count,q_memory_comparisons,active_final_kv_tokens,active_final_kv_fraction,scoring_wall_time,stale_parent_selected
validation,hotpotqa,0.2,w2_s1,full_prompt,32,45,9,5,0.15555555555555556,4.377777777777778,0.34415343915343916,0.13333333333333333,0.2222222222222222,0.5555555555555556,0.9777777777777777,-0.12367540287474792,1.858171330557929,0.26666666666666666,0.4111111111111111,0.21407407407407406,0.0,1.2222222222222223,109.66666666666667,109.66666666666667,762.0,413.73333333333335,0.2347173767605354,0.0032732822195005915,0.3333333333333333
validation,hotpotqa,0.2,w2_s1,full_prompt,64,45,9,5,0.17777777777777778,4.2,0.3525220458553792,0.13333333333333333,0.2222222222222222,0.5333333333333333,0.9555555555555556,-0.12343232118421131,1.8581017944547864,0.28888888888888886,0.4222222222222222,0.2325925925925926,0.022222222222222223,1.1777777777777778,141.88888888888889,141.88888888888889,987.5555555555555,413.24444444444447,0.23532364151011076,0.0034746244381595815,0.3333333333333333
validation,hotpotqa,0.2,w2_s1,latest_message,0,45,9,5,0.2222222222222222,4.444444444444445,0.36646825396825394,0.15555555555555556,0.24444444444444444,0.6,0.9333333333333333,-0.15027984898123475,1.8563107437557644,0.25925925925925924,0.4222222222222222,0.21629629629629626,0.0,1.2222222222222223,27.666666666666668,27.666666666666668,187.11111111111111,416.1777777777778,0.23504075012608416,0.002348811113430808,0.3111111111111111
validation,hotpotqa,0.2,w2_s1,latest_message,16,45,9,5,0.2222222222222222,4.533333333333333,0.3637169312169312,0.15555555555555556,0.24444444444444444,0.5333333333333333,0.9333333333333333,-0.1505470040357775,1.8563371976216634,0.3,0.4666666666666667,0.24000000000000002,0.0,1.1333333333333333,27.666666666666668,27.666666666666668,187.11111111111111,412.4222222222222,0.23382969151266056,0.0024495933308369584,0.28888888888888886
validation,hotpotqa,0.2,w2_s1,latest_message,32,45,9,5,0.2222222222222222,4.555555555555555,0.36416305916305913,0.15555555555555556,0.24444444444444444,0.5333333333333333,0.9333333333333333,-0.14846723652962182,1.8564046329922146,0.3,0.49444444444444446,0.25037037037037035,0.0,1.1333333333333333,27.666666666666668,27.666666666666668,187.11111111111111,413.3333333333333,0.23353204634193783,0.0022841666656960215,0.28888888888888886
validation,hotpotqa,0.2,w2_s1,latest_message,64,45,9,5,0.2222222222222222,4.5777777777777775,0.36456870290203625,0.15555555555555556,0.24444444444444444,0.5555555555555556,0.9111111111111111,-0.15003169141709805,1.8565549267662895,0.3111111111111111,0.49444444444444446,0.25407407407407406,0.0,1.1111111111111112,27.666666666666668,27.666666666666668,187.11111111111111,411.15555555555557,0.23214997052551387,0.0022879488882608713,0.28888888888888886
validation,hotpotqa,0.2,w2_s1,question,0,45,9,5,0.2,3.888888888888889,0.3712169312169312,0.13333333333333333,0.26666666666666666,0.6222222222222222,0.9777777777777777,-0.13159908072816,1.8563429329130385,0.2851851851851852,0.46111111111111114,0.22962962962962966,0.0,1.1555555555555554,20.666666666666668,20.666666666666668,138.11111111111111,412.1777777777778,0.2338041594341617,0.0019240533312161765,0.28888888888888886
validation,hotpotqa,0.2,w2_s1,question,16,45,9,5,0.2,4.022222222222222,0.3656613756613757,0.13333333333333333,0.26666666666666666,0.5555555555555556,0.9777777777777777,-0.13090754076838493,1.856518276532491,0.2740740740740741,0.42777777777777776,0.2148148148148148,0.0,1.1777777777777778,20.666666666666668,20.666666666666668,138.11111111111111,415.0444444444444,0.23699913028492048,0.001893546662500335,0.3111111111111111
validation,hotpotqa,0.2,w2_s1,question,32,45,9,5,0.2222222222222222,4.066666666666666,0.3757407407407407,0.15555555555555556,0.26666666666666666,0.5555555555555556,0.9777777777777777,-0.13003361895680426,1.8565703524483574,0.3074074074074074,0.5055555555555555,0.2518518518518519,0.0,1.1111111111111112,20.666666666666668,20.666666666666668,138.11111111111111,412.1777777777778,0.2338041594341617,0.00183064889214519,0.26666666666666666
validation,hotpotqa,0.2,w2_s1,question,64,45,9,5,0.24444444444444444,4.4,0.37886243386243385,0.15555555555555556,0.28888888888888886,0.6,0.9333333333333333,-0.13228979632258414,1.8568771971596612,0.31851851851851853,0.49444444444444446,0.2518518518518519,0.0,1.0888888888888888,20.666666666666668,20.666666666666668,138.11111111111111,412.3333333333333,0.23496107527533655,0.0018469177794435787,0.26666666666666666
validation,hotpotqa,0.2,w2_s1,tail16,0,45,9,5,0.13333333333333333,4.155555555555556,0.3536736411736412,0.1111111111111111,0.24444444444444444,0.6666666666666666,0.9555555555555556,-0.13074416667222977,1.8566921631495157,0.29259259259259257,0.4388888888888889,0.22592592592592592,0.0,1.1555555555555554,16.0,16.0,112.0,414.8222222222222,0.23865698277411024,0.0022201333350191513,0.2222222222222222
validation,hotpotqa,0.2,w2_s1,tail16,16,45,9,5,0.13333333333333333,4.2444444444444445,0.3473178673178673,0.1111111111111111,0.2222222222222222,0.6222222222222222,0.9555555555555556,-0.12675378997292783,1.856815054681566,0.29259259259259257,0.42777777777777776,0.2222222222222222,0.0,1.1555555555555554,16.0,16.0,112.0,410.4888888888889,0.2362190861461217,0.0023044644492781824,0.2222222222222222
validation,hotpotqa,0.2,w2_s1,tail16,32,45,9,5,0.13333333333333333,4.2,0.35176231176231176,0.1111111111111111,0.24444444444444444,0.6222222222222222,0.9555555555555556,-0.1261302039441135,1.8568023469713,0.29259259259259257,0.45,0.22962962962962966,0.0,1.1555555555555554,16.0,16.0,112.0,408.93333333333334,0.23391180054323765,0.00223482222451518,0.2222222222222222
validation,hotpotqa,0.2,w2_s1,tail16,64,45,9,5,0.15555555555555556,4.066666666666666,0.35567099567099564,0.1111111111111111,0.24444444444444444,0.6444444444444445,0.9555555555555556,-0.12527245034774145,1.8569580687416924,0.3037037037037037,0.45,0.23333333333333334,0.0,1.1333333333333333,16.0,16.0,112.0,415.26666666666665,0.23905027745343593,0.002254951116628945,0.2
validation,hotpotqa,0.2,w2_s1,tail32,0,45,9,5,0.13333333333333333,4.266666666666667,0.3438756613756614,0.1111111111111111,0.2222222222222222,0.5777777777777777,0.9555555555555556,-0.14307931785782177,1.8567611111534967,0.2518518518518519,0.39444444444444443,0.20222222222222222,0.0,1.2444444444444445,32.0,32.0,224.0,416.0,0.2365696607804228,0.0024193533282313084,0.28888888888888886
