backend,comparisons,device,difficulty,escalation_rate,evidence_recall,expected_active_kv_tokens,expected_layer_token_kv_states,hard_negative_nodes,hard_negative_noise,logical_tokens,max_budget_rate,measured,measurement_scope,memory_nodes,path_recall,probes,root_recall,search_latency_p50_seconds,search_latency_p95_seconds,seed,task_accuracy,threshold,training_regime
coarse_to_fine,20480,cpu,medium,1.0,1.0,1024.0,2048.0,8,0.04,8388608,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,262144,1.0,4,1.0,0.0006524170000004048,0.0006825456999992596,17,1.0,0.06,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,20480,cpu,medium,1.0,1.0,1024.0,2048.0,8,0.04,8388608,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,262144,1.0,4,1.0,0.0006524170000004048,0.0006825456999992596,17,1.0,0.1,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,1280,cpu,medium,0.0,1.0,32.0,64.0,8,0.04,32768,0.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,1024,1.0,4,1.0,0.00046816700000018585,0.0004998786999997229,29,1.0,0.0,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,1280,cpu,medium,1.0,1.0,794.0,1588.0,8,0.04,32768,0.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,1024,1.0,4,1.0,0.00046816700000018585,0.0004998786999997229,29,1.0,0.03,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,1280,cpu,medium,1.0,1.0,907.0,1814.0,8,0.04,32768,0.25,True,oracle-free score-gap controller with planted semantically confusable neighbors,1024,1.0,4,1.0,0.00046816700000018585,0.0004998786999997229,29,1.0,0.06,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,1280,cpu,medium,1.0,1.0,1023.0,2046.0,8,0.04,32768,0.875,True,oracle-free score-gap controller with planted semantically confusable neighbors,1024,1.0,4,1.0,0.00046816700000018585,0.0004998786999997229,29,1.0,0.1,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,2560,cpu,medium,0.0,1.0,32.0,64.0,8,0.04,131072,0.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,4096,1.0,4,1.0,0.0004991250000001557,0.0005220249999999815,29,1.0,0.0,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,2560,cpu,medium,1.0,1.0,1024.0,2048.0,8,0.04,131072,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,4096,1.0,4,1.0,0.0004991250000001557,0.0005220249999999815,29,1.0,0.03,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,2560,cpu,medium,1.0,1.0,1024.0,2048.0,8,0.04,131072,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,4096,1.0,4,1.0,0.0004991250000001557,0.0005220249999999815,29,1.0,0.06,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,2560,cpu,medium,1.0,1.0,1024.0,2048.0,8,0.04,131072,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,4096,1.0,4,1.0,0.0004991250000001557,0.0005220249999999815,29,1.0,0.1,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,5120,cpu,medium,0.0,1.0,32.0,64.0,8,0.04,524288,0.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,16384,1.0,4,1.0,0.0004966670000001727,0.0005166161000003556,29,1.0,0.0,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,5120,cpu,medium,1.0,1.0,912.0,1824.0,8,0.04,524288,0.875,True,oracle-free score-gap controller with planted semantically confusable neighbors,16384,1.0,4,1.0,0.0004966670000001727,0.0005166161000003556,29,1.0,0.03,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,5120,cpu,medium,1.0,1.0,1024.0,2048.0,8,0.04,524288,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,16384,1.0,4,1.0,0.0004966670000001727,0.0005166161000003556,29,1.0,0.06,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,5120,cpu,medium,1.0,1.0,1024.0,2048.0,8,0.04,524288,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,16384,1.0,4,1.0,0.0004966670000001727,0.0005166161000003556,29,1.0,0.1,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,10240,cpu,medium,0.0,1.0,32.0,64.0,8,0.04,2097152,0.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,65536,1.0,4,1.0,0.0005766249999998863,0.0006097875999998337,29,1.0,0.0,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,10240,cpu,medium,1.0,1.0,1024.0,2048.0,8,0.04,2097152,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,65536,1.0,4,1.0,0.0005766249999998863,0.0006097875999998337,29,1.0,0.03,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,10240,cpu,medium,1.0,1.0,1024.0,2048.0,8,0.04,2097152,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,65536,1.0,4,1.0,0.0005766249999998863,0.0006097875999998337,29,1.0,0.06,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,10240,cpu,medium,1.0,1.0,1024.0,2048.0,8,0.04,2097152,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,65536,1.0,4,1.0,0.0005766249999998863,0.0006097875999998337,29,1.0,0.1,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,20480,cpu,medium,0.0,1.0,32.0,64.0,8,0.04,8388608,0.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,262144,1.0,4,1.0,0.0006251250000000041,0.0007095170000000372,29,1.0,0.0,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,20480,cpu,medium,1.0,1.0,912.0,1824.0,8,0.04,8388608,0.875,True,oracle-free score-gap controller with planted semantically confusable neighbors,262144,1.0,4,1.0,0.0006251250000000041,0.0007095170000000372,29,1.0,0.03,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,20480,cpu,medium,1.0,1.0,1024.0,2048.0,8,0.04,8388608,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,262144,1.0,4,1.0,0.0006251250000000041,0.0007095170000000372,29,1.0,0.06,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,20480,cpu,medium,1.0,1.0,1024.0,2048.0,8,0.04,8388608,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,262144,1.0,4,1.0,0.0006251250000000041,0.0007095170000000372,29,1.0,0.1,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,1280,cpu,medium,0.0,1.0,32.0,64.0,8,0.04,32768,0.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,1024,1.0,4,1.0,0.00045399999999951035,0.0005125212999998574,41,1.0,0.0,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,1280,cpu,medium,1.0,1.0,1018.0,2036.0,8,0.04,32768,0.25,True,oracle-free score-gap controller with planted semantically confusable neighbors,1024,1.0,4,1.0,0.00045399999999951035,0.0005125212999998574,41,1.0,0.03,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,1280,cpu,medium,1.0,1.0,1019.0,2038.0,8,0.04,32768,0.375,True,oracle-free score-gap controller with planted semantically confusable neighbors,1024,1.0,4,1.0,0.00045399999999951035,0.0005125212999998574,41,1.0,0.06,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,1280,cpu,medium,1.0,1.0,1022.0,2044.0,8,0.04,32768,0.75,True,oracle-free score-gap controller with planted semantically confusable neighbors,1024,1.0,4,1.0,0.00045399999999951035,0.0005125212999998574,41,1.0,0.1,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,2560,cpu,medium,0.0,1.0,32.0,64.0,8,0.04,131072,0.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,4096,1.0,4,1.0,0.0004042079999999615,0.00048206250000006886,41,1.0,0.0,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,2560,cpu,medium,1.0,1.0,1024.0,2048.0,8,0.04,131072,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,4096,1.0,4,1.0,0.0004042079999999615,0.00048206250000006886,41,1.0,0.03,PRA-native routing surrogate; no LM checkpoint
