backend,comparisons,device,difficulty,escalation_rate,evidence_recall,expected_active_kv_tokens,expected_layer_token_kv_states,hard_negative_nodes,hard_negative_noise,logical_tokens,max_budget_rate,measured,measurement_scope,memory_nodes,path_recall,probes,root_recall,search_latency_p50_seconds,search_latency_p95_seconds,seed,task_accuracy,threshold,training_regime
coarse_to_fine,5120,cpu,medium,1.0,1.0,1024.0,2048.0,8,0.04,524288,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,16384,1.0,4,1.0,0.000532959000000055,0.0005716999999998861,67,1.0,0.03,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,5120,cpu,medium,1.0,1.0,1024.0,2048.0,8,0.04,524288,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,16384,1.0,4,1.0,0.000532959000000055,0.0005716999999998861,67,1.0,0.06,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,5120,cpu,medium,1.0,1.0,1024.0,2048.0,8,0.04,524288,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,16384,1.0,4,1.0,0.000532959000000055,0.0005716999999998861,67,1.0,0.1,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,10240,cpu,medium,0.0,0.96875,32.0,64.0,8,0.04,2097152,0.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,65536,0.875,4,1.0,0.0005384579999994088,0.0005804837999999535,67,0.875,0.0,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,10240,cpu,medium,1.0,1.0,1024.0,2048.0,8,0.04,2097152,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,65536,1.0,4,1.0,0.0005384579999994088,0.0005804837999999535,67,1.0,0.03,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,10240,cpu,medium,1.0,1.0,1024.0,2048.0,8,0.04,2097152,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,65536,1.0,4,1.0,0.0005384579999994088,0.0005804837999999535,67,1.0,0.06,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,10240,cpu,medium,1.0,1.0,1024.0,2048.0,8,0.04,2097152,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,65536,1.0,4,1.0,0.0005384579999994088,0.0005804837999999535,67,1.0,0.1,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,20480,cpu,medium,0.0,1.0,32.0,64.0,8,0.04,8388608,0.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,262144,1.0,4,1.0,0.0006581250000001759,0.0006874712999999311,67,1.0,0.0,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,20480,cpu,medium,1.0,1.0,1024.0,2048.0,8,0.04,8388608,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,262144,1.0,4,1.0,0.0006581250000001759,0.0006874712999999311,67,1.0,0.03,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,20480,cpu,medium,1.0,1.0,1024.0,2048.0,8,0.04,8388608,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,262144,1.0,4,1.0,0.0006581250000001759,0.0006874712999999311,67,1.0,0.06,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,20480,cpu,medium,1.0,1.0,1024.0,2048.0,8,0.04,8388608,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,262144,1.0,4,1.0,0.0006581250000001759,0.0006874712999999311,67,1.0,0.1,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,1280,cpu,hard,0.0,0.0,32.0,64.0,24,0.015,32768,0.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,1024,0.0,4,0.0,0.0004659580000003771,0.0005143590000004749,17,0.0,0.0,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,1280,cpu,hard,1.0,1.0,733.0,1466.0,24,0.015,32768,0.25,True,oracle-free score-gap controller with planted semantically confusable neighbors,1024,1.0,4,1.0,0.0004659580000003771,0.0005143590000004749,17,1.0,0.03,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,1280,cpu,hard,1.0,1.0,926.0,1852.0,24,0.015,32768,0.625,True,oracle-free score-gap controller with planted semantically confusable neighbors,1024,1.0,4,1.0,0.0004659580000003771,0.0005143590000004749,17,1.0,0.06,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,1280,cpu,hard,1.0,1.0,1022.0,2044.0,24,0.015,32768,0.75,True,oracle-free score-gap controller with planted semantically confusable neighbors,1024,1.0,4,1.0,0.0004659580000003771,0.0005143590000004749,17,1.0,0.1,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,2560,cpu,hard,0.0,0.0,32.0,64.0,24,0.015,131072,0.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,4096,0.0,4,0.0,0.0004976670000003125,0.0005330376000000747,17,0.0,0.0,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,2560,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,131072,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,4096,1.0,4,1.0,0.0004976670000003125,0.0005330376000000747,17,1.0,0.03,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,2560,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,131072,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,4096,1.0,4,1.0,0.0004976670000003125,0.0005330376000000747,17,1.0,0.06,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,2560,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,131072,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,4096,1.0,4,1.0,0.0004976670000003125,0.0005330376000000747,17,1.0,0.1,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,5120,cpu,hard,0.0,0.0,32.0,64.0,24,0.015,524288,0.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,16384,0.0,4,0.0,0.0004971249999998761,0.0005318831999995943,17,0.0,0.0,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,5120,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,524288,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,16384,1.0,4,1.0,0.0004971249999998761,0.0005318831999995943,17,1.0,0.03,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,5120,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,524288,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,16384,1.0,4,1.0,0.0004971249999998761,0.0005318831999995943,17,1.0,0.06,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,5120,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,524288,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,16384,1.0,4,1.0,0.0004971249999998761,0.0005318831999995943,17,1.0,0.1,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,10240,cpu,hard,0.0,0.0,32.0,64.0,24,0.015,2097152,0.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,65536,0.0,4,0.0,0.0005758330000000811,0.0006345581000001488,17,0.0,0.0,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,10240,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,2097152,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,65536,1.0,4,1.0,0.0005758330000000811,0.0006345581000001488,17,1.0,0.03,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,10240,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,2097152,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,65536,1.0,4,1.0,0.0005758330000000811,0.0006345581000001488,17,1.0,0.06,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,10240,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,2097152,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,65536,1.0,4,1.0,0.0005758330000000811,0.0006345581000001488,17,1.0,0.1,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,20480,cpu,hard,0.0,0.0,32.0,64.0,24,0.015,8388608,0.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,262144,0.0,4,0.0,0.0006387500000002433,0.0006935251000000697,17,0.0,0.0,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,20480,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,8388608,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,262144,1.0,4,1.0,0.0006387500000002433,0.0006935251000000697,17,1.0,0.03,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,20480,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,8388608,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,262144,1.0,4,1.0,0.0006387500000002433,0.0006935251000000697,17,1.0,0.06,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,20480,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,8388608,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,262144,1.0,4,1.0,0.0006387500000002433,0.0006935251000000697,17,1.0,0.1,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,1280,cpu,hard,0.0,0.0,32.0,64.0,24,0.015,32768,0.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,1024,0.0,4,0.0,0.00045729200000010906,0.0004706703999998396,29,0.0,0.0,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,1280,cpu,hard,1.0,1.0,1019.0,2038.0,24,0.015,32768,0.375,True,oracle-free score-gap controller with planted semantically confusable neighbors,1024,1.0,4,1.0,0.00045729200000010906,0.0004706703999998396,29,1.0,0.03,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,1280,cpu,hard,1.0,1.0,1022.0,2044.0,24,0.015,32768,0.75,True,oracle-free score-gap controller with planted semantically confusable neighbors,1024,1.0,4,1.0,0.00045729200000010906,0.0004706703999998396,29,1.0,0.06,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,1280,cpu,hard,1.0,1.0,1023.0,2046.0,24,0.015,32768,0.875,True,oracle-free score-gap controller with planted semantically confusable neighbors,1024,1.0,4,1.0,0.00045729200000010906,0.0004706703999998396,29,1.0,0.1,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,2560,cpu,hard,0.0,0.0,32.0,64.0,24,0.015,131072,0.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,4096,0.0,4,0.0,0.0004894580000005533,0.0005503124999997943,29,0.0,0.0,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,2560,cpu,hard,1.0,1.0,832.0,1664.0,24,0.015,131072,0.75,True,oracle-free score-gap controller with planted semantically confusable neighbors,4096,1.0,4,1.0,0.0004894580000005533,0.0005503124999997943,29,1.0,0.03,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,2560,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,131072,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,4096,1.0,4,1.0,0.0004894580000005533,0.0005503124999997943,29,1.0,0.06,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,2560,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,131072,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,4096,1.0,4,1.0,0.0004894580000005533,0.0005503124999997943,29,1.0,0.1,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,5120,cpu,hard,0.0,0.0,32.0,64.0,24,0.015,524288,0.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,16384,0.0,4,0.0,0.0005214999999996195,0.0005965953999996998,29,0.0,0.0,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,5120,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,524288,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,16384,1.0,4,1.0,0.0005214999999996195,0.0005965953999996998,29,1.0,0.03,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,5120,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,524288,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,16384,1.0,4,1.0,0.0005214999999996195,0.0005965953999996998,29,1.0,0.06,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,5120,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,524288,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,16384,1.0,4,1.0,0.0005214999999996195,0.0005965953999996998,29,1.0,0.1,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,10240,cpu,hard,0.0,0.0,32.0,64.0,24,0.015,2097152,0.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,65536,0.0,4,0.0,0.0005643750000006165,0.0005840909999998978,29,0.0,0.0,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,10240,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,2097152,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,65536,1.0,4,1.0,0.0005643750000006165,0.0005840909999998978,29,1.0,0.03,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,10240,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,2097152,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,65536,1.0,4,1.0,0.0005643750000006165,0.0005840909999998978,29,1.0,0.06,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,10240,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,2097152,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,65536,1.0,4,1.0,0.0005643750000006165,0.0005840909999998978,29,1.0,0.1,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,20480,cpu,hard,0.0,0.0,32.0,64.0,24,0.015,8388608,0.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,262144,0.0,4,0.0,0.0006678749999995404,0.0007773418000001087,29,0.0,0.0,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,20480,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,8388608,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,262144,1.0,4,1.0,0.0006678749999995404,0.0007773418000001087,29,1.0,0.03,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,20480,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,8388608,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,262144,1.0,4,1.0,0.0006678749999995404,0.0007773418000001087,29,1.0,0.06,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,20480,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,8388608,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,262144,1.0,4,1.0,0.0006678749999995404,0.0007773418000001087,29,1.0,0.1,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,1280,cpu,hard,0.0,0.0,32.0,64.0,24,0.015,32768,0.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,1024,0.0,4,0.0,0.00046262500000082696,0.00048031690000041035,41,0.0,0.0,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,1280,cpu,hard,1.0,1.0,925.0,1850.0,24,0.015,32768,0.5,True,oracle-free score-gap controller with planted semantically confusable neighbors,1024,1.0,4,1.0,0.00046262500000082696,0.00048031690000041035,41,1.0,0.03,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,1280,cpu,hard,1.0,1.0,1021.0,2042.0,24,0.015,32768,0.625,True,oracle-free score-gap controller with planted semantically confusable neighbors,1024,1.0,4,1.0,0.00046262500000082696,0.00048031690000041035,41,1.0,0.06,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,1280,cpu,hard,1.0,1.0,1023.0,2046.0,24,0.015,32768,0.875,True,oracle-free score-gap controller with planted semantically confusable neighbors,1024,1.0,4,1.0,0.00046262500000082696,0.00048031690000041035,41,1.0,0.1,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,2560,cpu,hard,0.0,0.0,32.0,64.0,24,0.015,131072,0.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,4096,0.0,4,0.0,0.0004562500000000469,0.0004634250999997924,41,0.0,0.0,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,2560,cpu,hard,1.0,1.0,928.0,1856.0,24,0.015,131072,0.875,True,oracle-free score-gap controller with planted semantically confusable neighbors,4096,1.0,4,1.0,0.0004562500000000469,0.0004634250999997924,41,1.0,0.03,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,2560,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,131072,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,4096,1.0,4,1.0,0.0004562500000000469,0.0004634250999997924,41,1.0,0.06,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,2560,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,131072,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,4096,1.0,4,1.0,0.0004562500000000469,0.0004634250999997924,41,1.0,0.1,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,5120,cpu,hard,0.0,0.0,32.0,64.0,24,0.015,524288,0.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,16384,0.0,4,0.0,0.00048120800000006625,0.0005137578999999448,41,0.0,0.0,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,5120,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,524288,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,16384,1.0,4,1.0,0.00048120800000006625,0.0005137578999999448,41,1.0,0.03,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,5120,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,524288,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,16384,1.0,4,1.0,0.00048120800000006625,0.0005137578999999448,41,1.0,0.06,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,5120,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,524288,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,16384,1.0,4,1.0,0.00048120800000006625,0.0005137578999999448,41,1.0,0.1,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,10240,cpu,hard,0.0,0.0,32.0,64.0,24,0.015,2097152,0.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,65536,0.0,4,0.0,0.00042162500000042513,0.000484616700000462,41,0.0,0.0,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,10240,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,2097152,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,65536,1.0,4,1.0,0.00042162500000042513,0.000484616700000462,41,1.0,0.03,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,10240,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,2097152,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,65536,1.0,4,1.0,0.00042162500000042513,0.000484616700000462,41,1.0,0.06,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,10240,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,2097152,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,65536,1.0,4,1.0,0.00042162500000042513,0.000484616700000462,41,1.0,0.1,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,20480,cpu,hard,0.0,0.0,32.0,64.0,24,0.015,8388608,0.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,262144,0.0,4,0.0,0.0006750420000001256,0.0007365749999998172,41,0.0,0.0,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,20480,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,8388608,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,262144,1.0,4,1.0,0.0006750420000001256,0.0007365749999998172,41,1.0,0.03,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,20480,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,8388608,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,262144,1.0,4,1.0,0.0006750420000001256,0.0007365749999998172,41,1.0,0.06,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,20480,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,8388608,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,262144,1.0,4,1.0,0.0006750420000001256,0.0007365749999998172,41,1.0,0.1,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,1280,cpu,hard,0.0,0.0,32.0,64.0,24,0.015,32768,0.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,1024,0.0,4,0.0,0.0004735409999998552,0.0005093162000004092,53,0.0,0.0,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,1280,cpu,hard,1.0,1.0,923.0,1846.0,24,0.015,32768,0.25,True,oracle-free score-gap controller with planted semantically confusable neighbors,1024,1.0,4,1.0,0.0004735409999998552,0.0005093162000004092,53,1.0,0.03,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,1280,cpu,hard,1.0,1.0,1021.0,2042.0,24,0.015,32768,0.625,True,oracle-free score-gap controller with planted semantically confusable neighbors,1024,1.0,4,1.0,0.0004735409999998552,0.0005093162000004092,53,1.0,0.06,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,1280,cpu,hard,1.0,1.0,1022.0,2044.0,24,0.015,32768,0.75,True,oracle-free score-gap controller with planted semantically confusable neighbors,1024,1.0,4,1.0,0.0004735409999998552,0.0005093162000004092,53,1.0,0.1,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,2560,cpu,hard,0.0,0.0,32.0,64.0,24,0.015,131072,0.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,4096,0.0,4,0.0,0.0005442909999997525,0.0005721124999998218,53,0.0,0.0,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,2560,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,131072,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,4096,1.0,4,1.0,0.0005442909999997525,0.0005721124999998218,53,1.0,0.03,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,2560,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,131072,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,4096,1.0,4,1.0,0.0005442909999997525,0.0005721124999998218,53,1.0,0.06,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,2560,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,131072,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,4096,1.0,4,1.0,0.0005442909999997525,0.0005721124999998218,53,1.0,0.1,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,5120,cpu,hard,0.0,0.0,32.0,64.0,24,0.015,524288,0.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,16384,0.0,4,0.0,0.0005877090000003804,0.0008189001999999055,53,0.0,0.0,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,5120,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,524288,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,16384,1.0,4,1.0,0.0005877090000003804,0.0008189001999999055,53,1.0,0.03,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,5120,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,524288,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,16384,1.0,4,1.0,0.0005877090000003804,0.0008189001999999055,53,1.0,0.06,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,5120,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,524288,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,16384,1.0,4,1.0,0.0005877090000003804,0.0008189001999999055,53,1.0,0.1,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,10240,cpu,hard,0.0,0.0,32.0,64.0,24,0.015,2097152,0.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,65536,0.0,4,0.0,0.0006460830000003526,0.0006921213000007142,53,0.0,0.0,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,10240,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,2097152,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,65536,1.0,4,1.0,0.0006460830000003526,0.0006921213000007142,53,1.0,0.03,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,10240,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,2097152,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,65536,1.0,4,1.0,0.0006460830000003526,0.0006921213000007142,53,1.0,0.06,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,10240,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,2097152,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,65536,1.0,4,1.0,0.0006460830000003526,0.0006921213000007142,53,1.0,0.1,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,20480,cpu,hard,0.0,0.0,32.0,64.0,24,0.015,8388608,0.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,262144,0.0,4,0.0,0.0006815419999997019,0.0007372038999997165,53,0.0,0.0,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,20480,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,8388608,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,262144,1.0,4,1.0,0.0006815419999997019,0.0007372038999997165,53,1.0,0.03,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,20480,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,8388608,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,262144,1.0,4,1.0,0.0006815419999997019,0.0007372038999997165,53,1.0,0.06,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,20480,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,8388608,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,262144,1.0,4,1.0,0.0006815419999997019,0.0007372038999997165,53,1.0,0.1,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,1280,cpu,hard,0.0,0.0,32.0,64.0,24,0.015,32768,0.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,1024,0.0,4,0.0,0.0004555420000000865,0.0004983498000003195,67,0.0,0.0,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,1280,cpu,hard,1.0,1.0,924.0,1848.0,24,0.015,32768,0.375,True,oracle-free score-gap controller with planted semantically confusable neighbors,1024,1.0,4,1.0,0.0004555420000000865,0.0004983498000003195,67,1.0,0.03,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,1280,cpu,hard,1.0,1.0,1021.0,2042.0,24,0.015,32768,0.625,True,oracle-free score-gap controller with planted semantically confusable neighbors,1024,1.0,4,1.0,0.0004555420000000865,0.0004983498000003195,67,1.0,0.06,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,1280,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,32768,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,1024,1.0,4,1.0,0.0004555420000000865,0.0004983498000003195,67,1.0,0.1,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,2560,cpu,hard,0.0,0.0,32.0,64.0,24,0.015,131072,0.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,4096,0.0,4,0.0,0.0004973340000002935,0.0005246874999998318,67,0.0,0.0,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,2560,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,131072,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,4096,1.0,4,1.0,0.0004973340000002935,0.0005246874999998318,67,1.0,0.03,PRA-native routing surrogate; no LM checkpoint
coarse_to_fine,2560,cpu,hard,1.0,1.0,1024.0,2048.0,24,0.015,131072,1.0,True,oracle-free score-gap controller with planted semantically confusable neighbors,4096,1.0,4,1.0,0.0004973340000002935,0.0005246874999998318,67,1.0,0.06,PRA-native routing surrogate; no LM checkpoint
