resource_type,query_id,max_candidates,target_in_candidates,candidate_count,all_candidate_full_tokens,phase_a_selection_tokens,phase_b_selected_full_tokens,progressive_tokens,full_candidate_tokens_avoided,tokens_saved,token_savings_fraction,disclosure_ratio,total_disclosure_ratio
skill,github_issue_triage-test,32,1,32,25079,3315,512,3827,24567,21252,0.8474022090194984,0.13218230391961402,0.1525977909805016
skill,github_issue_triage-test,50,1,50,41854,5214,512,5726,41342,36128,0.8631910928465618,0.12457590672337172,0.13680890715343813
skill,github_pr_review-test,2,1,2,2019,211,675,886,1344,1133,0.5611688954928182,0.10450718177315503,0.43883110450718177
skill,github_pr_review-test,4,1,4,4696,410,675,1085,4021,3611,0.7689522998296422,0.0873083475298126,0.23104770017035775
skill,github_pr_review-test,8,1,8,8776,831,675,1506,8101,7270,0.8283956244302644,0.09469006381039198,0.17160437556973565
skill,github_pr_review-test,16,1,16,14441,1667,675,2342,13766,12099,0.837822865452531,0.11543521916764767,0.16217713454746902
skill,github_pr_review-test,24,1,24,19866,2485,675,3160,19191,16706,0.8409342595389107,0.12508809020436928,0.1590657404610893
skill,github_pr_review-test,32,1,32,25151,3317,675,3992,24476,21159,0.8412786767921753,0.13188342411832532,0.15872132320782473
skill,github_pr_review-test,50,1,50,41854,5214,675,5889,41179,35965,0.8592966024752712,0.12457590672337172,0.14070339752472882
skill,incident_triage-test,2,1,2,1838,206,1333,1539,505,299,0.16267682263329705,0.11207834602829161,0.8373231773667029
skill,incident_triage-test,4,1,4,3860,410,1333,1743,2527,2117,0.5484455958549223,0.10621761658031088,0.45155440414507775
skill,incident_triage-test,8,1,8,7921,836,1333,2169,6588,5752,0.7261709380128771,0.1055422295164752,0.2738290619871228
skill,incident_triage-test,16,1,16,14037,1677,1333,3010,12704,11027,0.7855667165348721,0.11946997221628552,0.21443328346512788
skill,incident_triage-test,24,1,24,22651,2512,1333,3845,21318,18806,0.8302503200741689,0.11090018100746105,0.1697496799258311
skill,incident_triage-test,32,1,32,28915,3322,1333,4655,27582,24260,0.8390108939996541,0.11488846619401695,0.16098910600034583
skill,incident_triage-test,50,1,50,41854,5214,1333,6547,40521,35307,0.8435752855163187,0.12457590672337172,0.15642471448368137
skill,postmortem_writing-test,2,0,2,2019,200,681,881,1338,1138,0.5636453689945518,0.09905894006934125,0.43635463100544825
skill,postmortem_writing-test,4,0,4,3226,410,681,1091,2545,2135,0.661810291382517,0.12709237445753255,0.33818970861748293
skill,postmortem_writing-test,8,0,8,5435,833,681,1514,4754,3921,0.7214351425942962,0.1532658693652254,0.27856485740570375
skill,postmortem_writing-test,16,1,16,11684,1652,509,2161,11175,9523,0.8150462170489559,0.14138993495378296,0.18495378295104417
skill,postmortem_writing-test,24,1,24,17523,2496,509,3005,17014,14518,0.8285110996975403,0.14244136278034583,0.1714889003024596
skill,postmortem_writing-test,32,1,32,25232,3326,509,3835,24723,21397,0.8480104629042485,0.13181674064679771,0.15198953709575141
skill,postmortem_writing-test,50,1,50,41854,5214,509,5723,41345,36131,0.8632627705834568,0.12457590672337172,0.13673722941654323
skill,document_review-test,2,1,2,1371,209,673,882,698,489,0.35667396061269147,0.15244347191830782,0.6433260393873085
skill,document_review-test,4,1,4,3201,418,673,1091,2528,2110,0.6591690096844736,0.13058419243986255,0.3408309903155264
skill,document_review-test,8,1,8,5566,825,673,1498,4893,4068,0.7308659719726913,0.1482213438735178,0.2691340280273087
skill,document_review-test,16,1,16,11688,1665,673,2338,11015,9350,0.7999657768651608,0.14245379876796715,0.20003422313483915
skill,document_review-test,24,1,24,18643,2497,673,3170,17970,15473,0.8299629887893579,0.13393767097570133,0.17003701121064208
skill,document_review-test,32,1,32,25577,3325,673,3998,24904,21579,0.8436876881573289,0.12999960902373225,0.15631231184267114
skill,document_review-test,50,1,50,41854,5214,673,5887,41181,35967,0.8593443876332011,0.12457590672337172,0.14065561236679888
skill,research_summary-test,2,1,2,2019,213,1321,1534,698,485,0.24021792966815256,0.10549777117384844,0.7597820703318474
skill,research_summary-test,4,1,4,3210,419,1321,1740,1889,1470,0.45794392523364486,0.13052959501557632,0.5420560747663551
skill,research_summary-test,8,1,8,5599,838,1321,2159,4278,3440,0.6143954277549563,0.14966958385425969,0.38560457224504374
skill,research_summary-test,16,1,16,12354,1660,1321,2981,11033,9373,0.758701635097944,0.13436943500080945,0.241298364902056
skill,research_summary-test,24,1,24,18463,2509,1321,3830,17142,14633,0.7925580891512756,0.13589340843849862,0.2074419108487245
skill,research_summary-test,32,1,32,25398,3347,1321,4668,24077,20730,0.8162060004724782,0.13178203008110875,0.18379399952752185
skill,research_summary-test,50,1,50,41854,5214,1321,6535,40533,35319,0.8438619964638984,0.12457590672337172,0.1561380035361017
skill,meeting_summary-test,2,0,2,1380,211,675,886,705,494,0.35797101449275365,0.15289855072463768,0.6420289855072464
skill,meeting_summary-test,4,1,4,2555,419,485,904,2070,1651,0.6461839530332681,0.1639921722113503,0.3538160469667319
skill,meeting_summary-test,8,1,8,6227,839,485,1324,5742,4903,0.7873775493817248,0.13473582784647503,0.21262245061827525
skill,meeting_summary-test,16,1,16,14008,1676,485,2161,13523,11847,0.8457310108509423,0.11964591661907481,0.15426898914905768
skill,meeting_summary-test,24,1,24,20139,2523,485,3008,19654,17131,0.8506380654451562,0.1252793088038135,0.14936193455484384
skill,meeting_summary-test,32,1,32,26430,3352,485,3837,25945,22593,0.8548240635641317,0.12682557699583807,0.14517593643586832
skill,meeting_summary-test,50,1,50,41854,5214,485,5699,41369,36155,0.8638361924786161,0.12457590672337172,0.13616380752138385
skill,customer_support_reply-test,2,1,2,1186,202,685,887,501,299,0.2521079258010118,0.1703204047217538,0.7478920741989882
skill,customer_support_reply-test,4,1,4,3197,406,685,1091,2512,2106,0.658742571160463,0.12699405692837035,0.3412574288395371
skill,customer_support_reply-test,8,1,8,6062,831,685,1516,5377,4546,0.7499175189706367,0.1370834708017156,0.25008248102936326
