baseline_seconds,cache_api,canonical_model_id,canonical_revision,chat_template_available,checkpoint_status,decode_lifetime,device,disabled_parity,dtype,full_consumption_layers,full_native_max_logit_error,full_native_mean_logit_error,full_native_top_token_equal,head_dim,hidden_size,layers,memory_feasibility,model,model_id,native_kv_heads,parameter_count,query_heads,reference_gate,revision,rope_implementation,sparse_consumption_layers,status,tokenizer_class,topology_coverage,wrapped_disabled_seconds
0.7851315999869257,DynamicCache,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,True,official_checkpoint,True,cuda,"{""cache_exact"": true, ""generation_exact"": true, ""hidden_states_exact"": true, ""logits_exact"": true}",torch.float16,28,0.036376953125,0.005523802324508627,True,128,1024,28,completed_on_gtx_950m_4gb_cuda_fp16,qwen,Qwen/Qwen3-0.6B,8,596049920,16,"{""native_heads"": true, ""positions"": true, ""shape"": true}",c1899de289a04d12100db370d81485cdf75e47ca,native_qwen3_post_position_source_relative,8,passed,Qwen2TokenizerFast,all_decoder_layers,0.2704845000989735
6.475676100002602,DynamicCache,meta-llama/Llama-3.2-1B,4e20de362430cd3b72f300e6b0f18e50e7166e08,False,official_checkpoint_access_blocked_public_weight_mirror_validated,True,cuda,"{""cache_exact"": true, ""generation_exact"": true, ""hidden_states_exact"": true, ""logits_exact"": true}",torch.float16,16,0.0234375,0.003029082358504335,True,64,2048,16,completed_on_gtx_950m_4gb_cuda_fp16,llama,unsloth/Llama-3.2-1B,8,1235814400,32,"{""native_heads"": true, ""positions"": true, ""shape"": true}",9535bd9b1d1dea6acafbdc4813b728796aeb28da,native_llama3_post_position_source_relative,8,passed,PreTrainedTokenizerFast,all_decoder_layers,0.24151780013926327
1.4855482000857592,DynamicCache,google/gemma-3-1b-it,dcc83ea841ab6100d6b47a070329e1ba4cf78752,True,official_checkpoint,True,cuda,"{""cache_exact"": true, ""generation_exact"": true, ""hidden_states_exact"": true, ""logits_exact"": true}",torch.float16,4,9.541015625,1.0666970213254292,True,256,1152,26,completed_on_gtx_950m_4gb_cuda_fp16,gemma,google/gemma-3-1b-it,1,999885952,4,"{""native_heads"": true, ""positions"": true, ""shape"": true}",dcc83ea841ab6100d6b47a070329e1ba4cf78752,native_gemma3_post_position_source_relative,2,partial_topology,GemmaTokenizerFast,global_layers_only_local_sliding_layers_native,0.2467422999907285
