canonical_model_id,canonical_revision,checkpoint_status,family,key,model_id,official_checkpoint_tested,result_status,revision,runtime_model_id,runtime_revision,topology_policy
Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,official_checkpoint,qwen3,qwen,Qwen/Qwen3-0.6B,1,passed,c1899de289a04d12100db370d81485cdf75e47ca,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,all decoder layers for full gate; last eight for sparse profile
meta-llama/Llama-3.2-1B,4e20de362430cd3b72f300e6b0f18e50e7166e08,official_checkpoint_access_blocked_public_weight_mirror_validated,llama3,llama,unsloth/Llama-3.2-1B,0,passed,9535bd9b1d1dea6acafbdc4813b728796aeb28da,unsloth/Llama-3.2-1B,9535bd9b1d1dea6acafbdc4813b728796aeb28da,all decoder layers for full gate; last eight for sparse profile
google/gemma-3-1b-it,dcc83ea841ab6100d6b47a070329e1ba4cf78752,official_checkpoint,gemma3,gemma,google/gemma-3-1b-it,1,partial_topology,dcc83ea841ab6100d6b47a070329e1ba4cf78752,google/gemma-3-1b-it,dcc83ea841ab6100d6b47a070329e1ba4cf78752,all global-attention layers for full gate; last two global layers sparse
