estimated_trainable_fraction,estimated_trainable_parameters,rank,regime,status,target_layers
0.0009135121814967388,913408,8,consumer_lora,estimate_verified_by_unit_scope_tests_not_loaded_model_count,"5,11,17,23"
0.0010036344594919328,1003520,8,interface_lora,estimate_verified_by_unit_scope_tests_not_loaded_model_count,"5,11,17,23"
0.006523623986697563,6522880,8,broad_lora,estimate_verified_by_unit_scope_tests_not_loaded_model_count,all
0.003654048725986955,3653632,32,consumer_lora,estimate_verified_by_unit_scope_tests_not_loaded_model_count,"5,11,17,23"
0.004014537837967731,4014080,32,interface_lora,estimate_verified_by_unit_scope_tests_not_loaded_model_count,"5,11,17,23"
0.026094495946790253,26091520,32,broad_lora,estimate_verified_by_unit_scope_tests_not_loaded_model_count,all
