direct_tokens,grad_norm,loss,memory_tokens,mode,seed,step,steps_per_second,training_seconds
47,0.2369486689567566,0.0069287559017539024,41,memory,11,1130,23.166414723137407,129.4978112000972
91,3.0988166332244873,0.1287505328655243,0,direct,11,1131,23.166414723137407,129.4978112000972
48,0.007343773730099201,0.0001839961769292131,42,memory,11,1132,23.166414723137407,129.4978112000972
50,1.7063560485839844,0.039723239839076996,43,memory,11,1133,23.166414723137407,129.4978112000972
375,3.236481189727783,0.6812835931777954,0,eager,11,1134,23.166414723137407,129.4978112000972
84,3.733269214630127,0.5227367877960205,0,direct,11,1135,23.166414723137407,129.4978112000972
87,2.0217928886413574,0.11518356949090958,0,direct,11,1136,23.166414723137407,129.4978112000972
46,0.036768168210983276,0.0011781262001022696,41,memory,11,1137,23.166414723137407,129.4978112000972
47,91.92672729492188,0.5891684293746948,42,memory,11,1138,23.166414723137407,129.4978112000972
379,6.524034023284912,0.7881476283073425,0,eager,11,1139,23.166414723137407,129.4978112000972
48,0.05630672723054886,0.0015514652477577329,42,memory,11,1140,23.166414723137407,129.4978112000972
46,0.9720056056976318,0.014814813621342182,40,memory,11,1141,23.166414723137407,129.4978112000972
49,0.018539240583777428,0.0006463765166699886,44,memory,11,1142,23.166414723137407,129.4978112000972
86,3.8190526962280273,0.3251291513442993,0,direct,11,1143,23.166414723137407,129.4978112000972
46,6.670164108276367,0.2603261172771454,39,memory,11,1144,23.166414723137407,129.4978112000972
375,11.236359596252441,2.2189462184906006,0,eager,11,1145,23.166414723137407,129.4978112000972
45,8.640889167785645,0.374376118183136,39,memory,11,1146,23.166414723137407,129.4978112000972
87,42.89817810058594,0.5502582788467407,0,direct,11,1147,23.166414723137407,129.4978112000972
391,3.135497570037842,0.4062652587890625,0,eager,11,1148,23.166414723137407,129.4978112000972
46,0.03835655003786087,0.0012708024587482214,41,memory,11,1149,23.166414723137407,129.4978112000972
46,0.5489674210548401,0.012007167562842369,39,memory,11,1150,23.166414723137407,129.4978112000972
376,3.071427345275879,0.26724952459335327,0,eager,11,1151,23.166414723137407,129.4978112000972
49,0.6107786893844604,0.015767129138112068,44,memory,11,1152,23.166414723137407,129.4978112000972
45,0.006859335582703352,0.00020220100122969598,39,memory,11,1153,23.166414723137407,129.4978112000972
370,3.065927505493164,0.5582937598228455,0,eager,11,1154,23.166414723137407,129.4978112000972
43,0.00862832460552454,0.000285012909444049,37,memory,11,1155,23.166414723137407,129.4978112000972
87,0.7913493514060974,0.02068338356912136,0,direct,11,1156,23.166414723137407,129.4978112000972
86,1.3928000926971436,0.06542667001485825,0,direct,11,1157,23.166414723137407,129.4978112000972
47,0.021440397948026657,0.0007100751390680671,40,memory,11,1158,23.166414723137407,129.4978112000972
387,4.865111351013184,0.4785641133785248,0,eager,11,1159,23.166414723137407,129.4978112000972
96,2.250282049179077,0.14024077355861664,0,direct,11,1160,23.166414723137407,129.4978112000972
47,1.8790913820266724,0.06914573907852173,42,memory,11,1161,23.166414723137407,129.4978112000972
365,2.6727781295776367,0.11962009221315384,0,eager,11,1162,23.166414723137407,129.4978112000972
51,6.2242841720581055,0.07724402844905853,45,memory,11,1163,23.166414723137407,129.4978112000972
50,2.9881961345672607,0.14565931260585785,45,memory,11,1164,23.166414723137407,129.4978112000972
373,6.575615882873535,0.5941754579544067,0,eager,11,1165,23.166414723137407,129.4978112000972
83,0.10400708019733429,0.0024997994769364595,0,direct,11,1166,23.166414723137407,129.4978112000972
47,0.23427636921405792,0.00735160568729043,42,memory,11,1167,23.166414723137407,129.4978112000972
44,0.0062597934156656265,0.00020127627067267895,38,memory,11,1168,23.166414723137407,129.4978112000972
377,3.4908156394958496,0.37936827540397644,0,eager,11,1169,23.166414723137407,129.4978112000972
92,0.10869009047746658,0.003606691025197506,0,direct,11,1170,23.166414723137407,129.4978112000972
87,0.34464889764785767,0.009674837812781334,0,direct,11,1171,23.166414723137407,129.4978112000972
88,0.4320809841156006,0.012290352955460548,0,direct,11,1172,23.166414723137407,129.4978112000972
92,2.2090351581573486,0.12385538965463638,0,direct,11,1173,23.166414723137407,129.4978112000972
87,2.767526865005493,0.17989277839660645,0,direct,11,1174,23.166414723137407,129.4978112000972
46,0.6668978333473206,0.01411492470651865,41,memory,11,1175,23.166414723137407,129.4978112000972
87,0.10815810412168503,0.0036195951979607344,0,direct,11,1176,23.166414723137407,129.4978112000972
87,0.6581088304519653,0.019896250218153,0,direct,11,1177,23.166414723137407,129.4978112000972
49,2.263305425643921,0.11361232399940491,43,memory,11,1178,23.166414723137407,129.4978112000972
81,0.7964016795158386,0.01622522994875908,0,direct,11,1179,23.166414723137407,129.4978112000972
48,0.770729124546051,0.024570396170020103,42,memory,11,1180,23.166414723137407,129.4978112000972
371,7.067996501922607,1.3303972482681274,0,eager,11,1181,23.166414723137407,129.4978112000972
376,4.188427925109863,0.5925025343894958,0,eager,11,1182,23.166414723137407,129.4978112000972
377,3.256796360015869,0.5988495349884033,0,eager,11,1183,23.166414723137407,129.4978112000972
87,4.20540714263916,0.08868934214115143,0,direct,11,1184,23.166414723137407,129.4978112000972
83,0.29574355483055115,0.0052836621180176735,0,direct,11,1185,23.166414723137407,129.4978112000972
46,0.6567245721817017,0.013765102252364159,40,memory,11,1186,23.166414723137407,129.4978112000972
372,4.631606578826904,0.5952665209770203,0,eager,11,1187,23.166414723137407,129.4978112000972
48,0.15765324234962463,0.005353893619030714,43,memory,11,1188,23.166414723137407,129.4978112000972
370,2.1168746948242188,0.13073104619979858,0,eager,11,1189,23.166414723137407,129.4978112000972
47,0.16286922991275787,0.0031418788712471724,41,memory,11,1190,23.166414723137407,129.4978112000972
49,11.579521179199219,0.03284679725766182,42,memory,11,1191,23.166414723137407,129.4978112000972
48,2.2774808406829834,0.11295302957296371,42,memory,11,1192,23.166414723137407,129.4978112000972
371,5.6610517501831055,0.7692482471466064,0,eager,11,1193,23.166414723137407,129.4978112000972
45,1.5018491744995117,0.057433079928159714,40,memory,11,1194,23.166414723137407,129.4978112000972
50,0.0007441239431500435,1.611603147466667e-05,43,memory,11,1195,23.166414723137407,129.4978112000972
46,0.0013628497254103422,3.21918741974514e-05,39,memory,11,1196,23.166414723137407,129.4978112000972
48,0.041891034692525864,0.0009791902266442776,41,memory,11,1197,23.166414723137407,129.4978112000972
48,1.3035138845443726,0.04269522801041603,43,memory,11,1198,23.166414723137407,129.4978112000972
96,3.614011764526367,0.2536647915840149,0,direct,11,1199,23.166414723137407,129.4978112000972
45,0.18270303308963776,0.004044116474688053,40,memory,11,1200,23.166414723137407,129.4978112000972
50,4.5345282554626465,0.08064944297075272,44,memory,11,1201,23.166414723137407,129.4978112000972
370,8.516071319580078,1.0886989831924438,0,eager,11,1202,23.166414723137407,129.4978112000972
45,0.027795851230621338,0.0004908769624307752,38,memory,11,1203,23.166414723137407,129.4978112000972
90,2.528716564178467,0.19353480637073517,0,direct,11,1204,23.166414723137407,129.4978112000972
47,0.1168765053153038,0.0029490471351891756,40,memory,11,1205,23.166414723137407,129.4978112000972
91,3.088369607925415,0.20494355261325836,0,direct,11,1206,23.166414723137407,129.4978112000972
49,0.004507042001932859,0.00015079665172379464,43,memory,11,1207,23.166414723137407,129.4978112000972
379,2.8104217052459717,0.2553761601448059,0,eager,11,1208,23.166414723137407,129.4978112000972
47,51.90970993041992,0.5679528713226318,42,memory,11,1209,23.166414723137407,129.4978112000972
371,4.529560565948486,0.9545693397521973,0,eager,11,1210,23.166414723137407,129.4978112000972
47,0.0008536578388884664,2.8598366043297574e-05,41,memory,11,1211,23.166414723137407,129.4978112000972
378,2.4377281665802,0.2004784494638443,0,eager,11,1212,23.166414723137407,129.4978112000972
88,0.6092941761016846,0.02090570516884327,0,direct,11,1213,23.166414723137407,129.4978112000972
47,0.24255818128585815,0.0035860957577824593,41,memory,11,1214,23.166414723137407,129.4978112000972
372,3.468136787414551,0.6238600611686707,0,eager,11,1215,23.166414723137407,129.4978112000972
49,0.0012836565729230642,3.816500975517556e-05,44,memory,11,1216,23.166414723137407,129.4978112000972
48,0.0034994070883840322,0.00010693530202843249,42,memory,11,1217,23.166414723137407,129.4978112000972
386,3.587925434112549,0.5426943898200989,0,eager,11,1218,23.166414723137407,129.4978112000972
48,0.06660955399274826,0.001665316754952073,42,memory,11,1219,23.166414723137407,129.4978112000972
87,0.013458505272865295,0.00028162234229967,0,direct,11,1220,23.166414723137407,129.4978112000972
46,1.232909083366394,0.012274007312953472,40,memory,11,1221,23.166414723137407,129.4978112000972
47,0.6974029541015625,0.01679990440607071,41,memory,11,1222,23.166414723137407,129.4978112000972
51,2.9787895679473877,0.25611966848373413,44,memory,11,1223,23.166414723137407,129.4978112000972
87,1.6075555086135864,0.0550604946911335,0,direct,11,1224,23.166414723137407,129.4978112000972
88,2.493889808654785,0.1257767528295517,0,direct,11,1225,23.166414723137407,129.4978112000972
93,3.091831684112549,0.14003385603427887,0,direct,11,1226,23.166414723137407,129.4978112000972
47,0.004323658533394337,0.00011648675717879087,40,memory,11,1227,23.166414723137407,129.4978112000972
47,2.401454210281372,0.05560627579689026,42,memory,11,1228,23.166414723137407,129.4978112000972
43,1.8969769477844238,0.0566389225423336,38,memory,11,1229,23.166414723137407,129.4978112000972
373,2.1507997512817383,0.23359893262386322,0,eager,11,1230,23.166414723137407,129.4978112000972
48,1.7845325469970703,0.026006579399108887,42,memory,11,1231,23.166414723137407,129.4978112000972
367,4.788920879364014,0.8851879835128784,0,eager,11,1232,23.166414723137407,129.4978112000972
360,14.49902057647705,1.0149825811386108,0,eager,11,1233,23.166414723137407,129.4978112000972
51,2.8193514347076416,0.09128735214471817,45,memory,11,1234,23.166414723137407,129.4978112000972
47,0.4974845349788666,0.012202992103993893,42,memory,11,1235,23.166414723137407,129.4978112000972
87,0.003424272406846285,0.0001063211529981345,0,direct,11,1236,23.166414723137407,129.4978112000972
48,0.0681048184633255,0.0023674585390836,42,memory,11,1237,23.166414723137407,129.4978112000972
46,12.936714172363281,0.15060955286026,40,memory,11,1238,23.166414723137407,129.4978112000972
47,0.2032065987586975,0.002047219779342413,42,memory,11,1239,23.166414723137407,129.4978112000972
50,0.03757014870643616,0.0013461477356031537,44,memory,11,1240,23.166414723137407,129.4978112000972
94,2.9637815952301025,0.3788693845272064,0,direct,11,1241,23.166414723137407,129.4978112000972
46,0.01719166338443756,0.000492609164211899,40,memory,11,1242,23.166414723137407,129.4978112000972
46,0.01877841167151928,0.000371340021956712,40,memory,11,1243,23.166414723137407,129.4978112000972
364,4.331405162811279,0.4633689224720001,0,eager,11,1244,23.166414723137407,129.4978112000972
47,1.1388418674468994,0.003176124067977071,41,memory,11,1245,23.166414723137407,129.4978112000972
92,0.012462735176086426,0.0003705910930875689,0,direct,11,1246,23.166414723137407,129.4978112000972
83,1.381261944770813,0.03677134960889816,0,direct,11,1247,23.166414723137407,129.4978112000972
88,0.9339078068733215,0.007765184622257948,0,direct,11,1248,23.166414723137407,129.4978112000972
88,0.6405447721481323,0.021169431507587433,0,direct,11,1249,23.166414723137407,129.4978112000972
91,0.5870034098625183,0.012830469757318497,0,direct,11,1250,23.166414723137407,129.4978112000972
368,4.772302627563477,0.7957483530044556,0,eager,11,1251,23.166414723137407,129.4978112000972
377,2.4773519039154053,0.2688068151473999,0,eager,11,1252,23.166414723137407,129.4978112000972
89,2.558027982711792,0.2884385585784912,0,direct,11,1253,23.166414723137407,129.4978112000972
47,0.05483228340744972,0.0020181802101433277,42,memory,11,1254,23.166414723137407,129.4978112000972
48,0.023705599829554558,0.0005886411527171731,42,memory,11,1255,23.166414723137407,129.4978112000972
377,3.332498788833618,0.47161754965782166,0,eager,11,1256,23.166414723137407,129.4978112000972
373,4.478456020355225,0.6552219390869141,0,eager,11,1257,23.166414723137407,129.4978112000972
45,1.0396311283111572,0.008902006782591343,39,memory,11,1258,23.166414723137407,129.4978112000972
48,0.49557095766067505,0.01568705402314663,42,memory,11,1259,23.166414723137407,129.4978112000972
85,0.15908454358577728,0.0034016382414847612,0,direct,11,1260,23.166414723137407,129.4978112000972
90,2.274325132369995,0.0731368437409401,0,direct,11,1261,23.166414723137407,129.4978112000972
82,12.511775016784668,0.6796740889549255,0,direct,11,1262,23.166414723137407,129.4978112000972
47,0.0649099200963974,0.001331567415036261,42,memory,11,1263,23.166414723137407,129.4978112000972
88,1.7632083892822266,0.07357624918222427,0,direct,11,1264,23.166414723137407,129.4978112000972
83,1.9353768825531006,0.004161657299846411,0,direct,11,1265,23.166414723137407,129.4978112000972
48,0.5415992140769958,0.01506178081035614,42,memory,11,1266,23.166414723137407,129.4978112000972
53,0.6084215641021729,0.007350462954491377,47,memory,11,1267,23.166414723137407,129.4978112000972
373,7.777900218963623,0.5918233394622803,0,eager,11,1268,23.166414723137407,129.4978112000972
369,4.923882484436035,0.8976444005966187,0,eager,11,1269,23.166414723137407,129.4978112000972
90,0.09493043273687363,0.0023267564829438925,0,direct,11,1270,23.166414723137407,129.4978112000972
86,1.5765420198440552,0.05022960156202316,0,direct,11,1271,23.166414723137407,129.4978112000972
46,0.0727841779589653,0.001947438227944076,40,memory,11,1272,23.166414723137407,129.4978112000972
49,3.1759517192840576,0.3169378340244293,44,memory,11,1273,23.166414723137407,129.4978112000972
49,1.0663658380508423,0.010479111224412918,42,memory,11,1274,23.166414723137407,129.4978112000972
45,0.4048359990119934,0.006028714124113321,38,memory,11,1275,23.166414723137407,129.4978112000972
50,0.0007940568029880524,1.2524532394309063e-05,43,memory,11,1276,23.166414723137407,129.4978112000972
45,0.07529065012931824,0.001207088935188949,40,memory,11,1277,23.166414723137407,129.4978112000972
46,0.037448834627866745,0.0010867599630728364,40,memory,11,1278,23.166414723137407,129.4978112000972
46,7.473167419433594,0.3011321425437927,40,memory,11,1279,23.166414723137407,129.4978112000972
378,3.569730520248413,0.7657026052474976,0,eager,11,1280,23.166414723137407,129.4978112000972
47,0.001993594691157341,5.286889063427225e-05,40,memory,11,1281,23.166414723137407,129.4978112000972
90,5.059040069580078,0.3056667745113373,0,direct,11,1282,23.166414723137407,129.4978112000972
46,0.3099936842918396,0.004964696709066629,39,memory,11,1283,23.166414723137407,129.4978112000972
47,0.5152668952941895,0.006734368856996298,42,memory,11,1284,23.166414723137407,129.4978112000972
85,4.03761625289917,0.11895306408405304,0,direct,11,1285,23.166414723137407,129.4978112000972
53,7.731382846832275,0.057549409568309784,47,memory,11,1286,23.166414723137407,129.4978112000972
48,2.8135430812835693,0.016620898619294167,42,memory,11,1287,23.166414723137407,129.4978112000972
80,2.410989999771118,0.2268475890159607,0,direct,11,1288,23.166414723137407,129.4978112000972
380,3.8081729412078857,0.45751824975013733,0,eager,11,1289,23.166414723137407,129.4978112000972
92,2.7104721069335938,0.17421720921993256,0,direct,11,1290,23.166414723137407,129.4978112000972
51,0.5401632189750671,0.012446163222193718,45,memory,11,1291,23.166414723137407,129.4978112000972
87,2.656268835067749,0.533070981502533,0,direct,11,1292,23.166414723137407,129.4978112000972
369,3.3994104862213135,0.3669004738330841,0,eager,11,1293,23.166414723137407,129.4978112000972
45,0.08489345759153366,0.002045429777354002,38,memory,11,1294,23.166414723137407,129.4978112000972
49,1.8629764318466187,0.028062401339411736,42,memory,11,1295,23.166414723137407,129.4978112000972
380,3.844799757003784,0.4978034794330597,0,eager,11,1296,23.166414723137407,129.4978112000972
86,2.3008296489715576,0.13051727414131165,0,direct,11,1297,23.166414723137407,129.4978112000972
51,0.039414241909980774,0.0004710911598522216,44,memory,11,1298,23.166414723137407,129.4978112000972
392,2.0724735260009766,0.11970868706703186,0,eager,11,1299,23.166414723137407,129.4978112000972
47,3.320608377456665,0.014133335091173649,42,memory,11,1300,23.166414723137407,129.4978112000972
93,2.9111194610595703,0.2198401540517807,0,direct,11,1301,23.166414723137407,129.4978112000972
92,3.1310911178588867,0.6488075852394104,0,direct,11,1302,23.166414723137407,129.4978112000972
83,2.850508213043213,0.21029038727283478,0,direct,11,1303,23.166414723137407,129.4978112000972
379,3.241361618041992,0.3650332987308502,0,eager,11,1304,23.166414723137407,129.4978112000972
366,3.467667579650879,0.5704699754714966,0,eager,11,1305,23.166414723137407,129.4978112000972
376,3.6043155193328857,0.1313907653093338,0,eager,11,1306,23.166414723137407,129.4978112000972
374,2.3915188312530518,0.2981168329715729,0,eager,11,1307,23.166414723137407,129.4978112000972
373,3.4819045066833496,0.6151219010353088,0,eager,11,1308,23.166414723137407,129.4978112000972
48,2.55867600440979,0.24311821162700653,42,memory,11,1309,23.166414723137407,129.4978112000972
46,0.016112999990582466,0.00035131548065692186,39,memory,11,1310,23.166414723137407,129.4978112000972
382,5.036284446716309,0.7750853896141052,0,eager,11,1311,23.166414723137407,129.4978112000972
48,1.1330419778823853,0.04170011356472969,42,memory,11,1312,23.166414723137407,129.4978112000972
46,0.467594712972641,0.014626194722950459,40,memory,11,1313,23.166414723137407,129.4978112000972
45,1.54136061668396,0.02792472392320633,39,memory,11,1314,23.166414723137407,129.4978112000972
94,3.036729097366333,0.3892584443092346,0,direct,11,1315,23.166414723137407,129.4978112000972
89,2.64037823677063,0.2580062448978424,0,direct,11,1316,23.166414723137407,129.4978112000972
46,0.18217600882053375,0.005771948955953121,41,memory,11,1317,23.166414723137407,129.4978112000972
47,0.002361397026106715,4.783635449712165e-05,41,memory,11,1318,23.166414723137407,129.4978112000972
47,0.04095222055912018,0.0008398311911150813,40,memory,11,1319,23.166414723137407,129.4978112000972
369,20.75296401977539,0.7683390378952026,0,eager,11,1320,23.166414723137407,129.4978112000972
50,4.04443883895874,0.47674769163131714,45,memory,11,1321,23.166414723137407,129.4978112000972
88,0.18947581946849823,0.006441453471779823,0,direct,11,1322,23.166414723137407,129.4978112000972
89,2.979475498199463,0.0877402275800705,0,direct,11,1323,23.166414723137407,129.4978112000972
96,0.5463176369667053,0.019488651305437088,0,direct,11,1324,23.166414723137407,129.4978112000972
85,2.448079824447632,0.5168524980545044,0,direct,11,1325,23.166414723137407,129.4978112000972
375,6.808640003204346,0.46664780378341675,0,eager,11,1326,23.166414723137407,129.4978112000972
47,2.528120279312134,0.051410142332315445,40,memory,11,1327,23.166414723137407,129.4978112000972
86,0.038034792989492416,0.001170395058579743,0,direct,11,1328,23.166414723137407,129.4978112000972
86,0.010804279707372189,0.0003609131381381303,0,direct,11,1329,23.166414723137407,129.4978112000972
48,0.02921055071055889,0.0006866912008263171,42,memory,11,1330,23.166414723137407,129.4978112000972
87,0.4588874280452728,0.011103353463113308,0,direct,11,1331,23.166414723137407,129.4978112000972
44,0.029273735359311104,0.0005804849206469953,38,memory,11,1332,23.166414723137407,129.4978112000972
45,0.6538625955581665,0.007495476398617029,38,memory,11,1333,23.166414723137407,129.4978112000972
45,0.16308511793613434,0.003769533010199666,38,memory,11,1334,23.166414723137407,129.4978112000972
46,2.6003787517547607,0.171954944729805,40,memory,11,1335,23.166414723137407,129.4978112000972
45,0.010983848012983799,0.00029312289552763104,40,memory,11,1336,23.166414723137407,129.4978112000972
47,0.8495535850524902,0.026591148227453232,41,memory,11,1337,23.166414723137407,129.4978112000972
375,2.83599853515625,0.2575668394565582,0,eager,11,1338,23.166414723137407,129.4978112000972
93,2.5978918075561523,0.5127283930778503,0,direct,11,1339,23.166414723137407,129.4978112000972
87,1.5093302726745605,0.06698019802570343,0,direct,11,1340,23.166414723137407,129.4978112000972
45,0.007227940019220114,0.00012291061284486204,38,memory,11,1341,23.166414723137407,129.4978112000972
46,0.07958169281482697,0.002354246098548174,40,memory,11,1342,23.166414723137407,129.4978112000972
93,0.39200618863105774,0.012193450704216957,0,direct,11,1343,23.166414723137407,129.4978112000972
47,0.003598784329369664,0.0001064141615643166,42,memory,11,1344,23.166414723137407,129.4978112000972
88,2.724471092224121,0.13542823493480682,0,direct,11,1345,23.166414723137407,129.4978112000972
51,0.019580723717808723,0.00044042791705578566,44,memory,11,1346,23.166414723137407,129.4978112000972
46,4.117173671722412,0.11924334615468979,40,memory,11,1347,23.166414723137407,129.4978112000972
376,5.09782075881958,1.3405628204345703,0,eager,11,1348,23.166414723137407,129.4978112000972
83,0.0382804200053215,0.0007277858094312251,0,direct,11,1349,23.166414723137407,129.4978112000972
373,2.566967010498047,0.38398945331573486,0,eager,11,1350,23.166414723137407,129.4978112000972
45,0.30261391401290894,0.0031668110750615597,40,memory,11,1351,23.166414723137407,129.4978112000972
369,2.6429853439331055,0.18885104358196259,0,eager,11,1352,23.166414723137407,129.4978112000972
50,0.0012087678769603372,3.235715485061519e-05,43,memory,11,1353,23.166414723137407,129.4978112000972
48,0.013665714301168919,0.00032343764905817807,43,memory,11,1354,23.166414723137407,129.4978112000972
49,0.10756052285432816,0.0025325703900307417,42,memory,11,1355,23.166414723137407,129.4978112000972
46,2.8732001781463623,0.13612808287143707,40,memory,11,1356,23.166414723137407,129.4978112000972
50,0.2297462671995163,0.0015325943240895867,44,memory,11,1357,23.166414723137407,129.4978112000972
367,4.449921131134033,0.7804622054100037,0,eager,11,1358,23.166414723137407,129.4978112000972
89,9.905867576599121,0.28961142897605896,0,direct,11,1359,23.166414723137407,129.4978112000972
46,0.7096442580223083,0.023824362084269524,40,memory,11,1360,23.166414723137407,129.4978112000972
46,0.06224353611469269,0.0014672309625893831,41,memory,11,1361,23.166414723137407,129.4978112000972
47,0.13771042227745056,0.004281207453459501,41,memory,11,1362,23.166414723137407,129.4978112000972
47,0.0056457011960446835,4.682115468312986e-05,41,memory,11,1363,23.166414723137407,129.4978112000972
96,11.806436538696289,0.24590902030467987,0,direct,11,1364,23.166414723137407,129.4978112000972
48,0.0024569055531173944,7.831012771930546e-05,42,memory,11,1365,23.166414723137407,129.4978112000972
88,1.8845012187957764,0.10358674079179764,0,direct,11,1366,23.166414723137407,129.4978112000972
369,2.4894697666168213,0.5416775345802307,0,eager,11,1367,23.166414723137407,129.4978112000972
87,2.937741279602051,0.08824573457241058,0,direct,11,1368,23.166414723137407,129.4978112000972
46,0.03129707649350166,0.001086090924218297,41,memory,11,1369,23.166414723137407,129.4978112000972
47,0.0003164590452797711,6.9218449425534345e-06,40,memory,11,1370,23.166414723137407,129.4978112000972
49,0.1036466658115387,0.000719633826520294,43,memory,11,1371,23.166414723137407,129.4978112000972
86,0.4678424596786499,0.015717510133981705,0,direct,11,1372,23.166414723137407,129.4978112000972
87,4.129653453826904,0.28103411197662354,0,direct,11,1373,23.166414723137407,129.4978112000972
47,2.9812872409820557,0.3052404522895813,42,memory,11,1374,23.166414723137407,129.4978112000972
49,1.9434545040130615,0.03461258485913277,42,memory,11,1375,23.166414723137407,129.4978112000972
48,0.018079476431012154,0.0002904654247686267,42,memory,11,1376,23.166414723137407,129.4978112000972
91,2.4431605339050293,0.24090559780597687,0,direct,11,1377,23.166414723137407,129.4978112000972
81,0.014862820506095886,0.00033684857771731913,0,direct,11,1378,23.166414723137407,129.4978112000972
46,0.006378284655511379,0.00011842074309242889,40,memory,11,1379,23.166414723137407,129.4978112000972
48,0.016968732699751854,0.0004072714946232736,42,memory,11,1380,23.166414723137407,129.4978112000972
94,3.630932092666626,0.15246810019016266,0,direct,11,1381,23.166414723137407,129.4978112000972
377,2.355074644088745,0.22110936045646667,0,eager,11,1382,23.166414723137407,129.4978112000972
43,0.0057954066433012486,0.00022207057918421924,38,memory,11,1383,23.166414723137407,129.4978112000972
374,2.751990556716919,0.21325591206550598,0,eager,11,1384,23.166414723137407,129.4978112000972
372,1.170052409172058,0.058621976524591446,0,eager,11,1385,23.166414723137407,129.4978112000972
46,7.229881763458252,0.3733421862125397,40,memory,11,1386,23.166414723137407,129.4978112000972
377,4.538641452789307,0.9851528406143188,0,eager,11,1387,23.166414723137407,129.4978112000972
370,2.7413132190704346,0.4981606900691986,0,eager,11,1388,23.166414723137407,129.4978112000972
47,0.025200126692652702,0.0008700917824171484,42,memory,11,1389,23.166414723137407,129.4978112000972
89,2.0934176445007324,0.13086502254009247,0,direct,11,1390,23.166414723137407,129.4978112000972
45,0.00021907177870161831,6.969646619836567e-06,38,memory,11,1391,23.166414723137407,129.4978112000972
87,4.304081439971924,0.16669946908950806,0,direct,11,1392,23.166414723137407,129.4978112000972
88,0.5336639881134033,0.012047862634062767,0,direct,11,1393,23.166414723137407,129.4978112000972
48,3.857276201248169,0.018066270276904106,42,memory,11,1394,23.166414723137407,129.4978112000972
370,4.207719326019287,0.6668108701705933,0,eager,11,1395,23.166414723137407,129.4978112000972
377,6.4916510581970215,0.4158433675765991,0,eager,11,1396,23.166414723137407,129.4978112000972
46,0.07821688055992126,0.0015443956945091486,39,memory,11,1397,23.166414723137407,129.4978112000972
47,1.7933621406555176,0.06851902604103088,41,memory,11,1398,23.166414723137407,129.4978112000972
373,7.86553430557251,0.4852082431316376,0,eager,11,1399,23.166414723137407,129.4978112000972
51,2.7372610569000244,0.04769127070903778,45,memory,11,1400,23.166414723137407,129.4978112000972
46,0.6225184798240662,0.02181966044008732,41,memory,11,1401,23.166414723137407,129.4978112000972
89,3.0628232955932617,0.1669262796640396,0,direct,11,1402,23.166414723137407,129.4978112000972
87,0.11466170847415924,0.0028355999384075403,0,direct,11,1403,23.166414723137407,129.4978112000972
92,0.12596949934959412,0.0038551196921616793,0,direct,11,1404,23.166414723137407,129.4978112000972
373,1.8278021812438965,0.0834186002612114,0,eager,11,1405,23.166414723137407,129.4978112000972
46,0.06328069418668747,0.0009917855495586991,39,memory,11,1406,23.166414723137407,129.4978112000972
377,6.2349934577941895,1.16930091381073,0,eager,11,1407,23.166414723137407,129.4978112000972
93,0.7284995317459106,0.016337739303708076,0,direct,11,1408,23.166414723137407,129.4978112000972
45,2.895148515701294,0.017343351617455482,39,memory,11,1409,23.166414723137407,129.4978112000972
87,0.004159367643296719,0.0001189987306133844,0,direct,11,1410,23.166414723137407,129.4978112000972
47,0.06712444126605988,0.0022786962799727917,41,memory,11,1411,23.166414723137407,129.4978112000972
47,0.21697059273719788,0.006592520046979189,41,memory,11,1412,23.166414723137407,129.4978112000972
86,1.1851376295089722,0.026536814868450165,0,direct,11,1413,23.166414723137407,129.4978112000972
46,0.010210036300122738,0.00015041642473079264,39,memory,11,1414,23.166414723137407,129.4978112000972
91,0.11170849204063416,0.0016055692685768008,0,direct,11,1415,23.166414723137407,129.4978112000972
95,3.144382953643799,0.3604260981082916,0,direct,11,1416,23.166414723137407,129.4978112000972
87,3.5187008380889893,0.43536925315856934,0,direct,11,1417,23.166414723137407,129.4978112000972
373,2.570302724838257,0.3005754351615906,0,eager,11,1418,23.166414723137407,129.4978112000972
46,0.15486949682235718,0.004750763066112995,41,memory,11,1419,23.166414723137407,129.4978112000972
380,3.5695126056671143,0.6835724115371704,0,eager,11,1420,23.166414723137407,129.4978112000972
49,1.8275588750839233,0.007743192370980978,42,memory,11,1421,23.166414723137407,129.4978112000972
376,3.4988279342651367,0.6033075451850891,0,eager,11,1422,23.166414723137407,129.4978112000972
44,0.019553132355213165,0.0005070684710517526,37,memory,11,1423,23.166414723137407,129.4978112000972
47,0.0989726334810257,0.002445783233270049,40,memory,11,1424,23.166414723137407,129.4978112000972
94,3.4193992614746094,0.16012828052043915,0,direct,11,1425,23.166414723137407,129.4978112000972
86,0.10119093954563141,0.0028243239503353834,0,direct,11,1426,23.166414723137407,129.4978112000972
88,1.6068317890167236,0.04182971268892288,0,direct,11,1427,23.166414723137407,129.4978112000972
92,2.9918642044067383,0.033919163048267365,0,direct,11,1428,23.166414723137407,129.4978112000972
373,5.174134254455566,0.8502103090286255,0,eager,11,1429,23.166414723137407,129.4978112000972
44,0.8208008408546448,0.024000557139515877,38,memory,11,1430,23.166414723137407,129.4978112000972
49,0.08766122162342072,0.002119052689522505,44,memory,11,1431,23.166414723137407,129.4978112000972
47,2.8327112197875977,0.12409500777721405,41,memory,11,1432,23.166414723137407,129.4978112000972
