direct_tokens,grad_norm,loss,memory_tokens,mode,seed,step,steps_per_second,training_seconds
46,8.156306266784668,2.179443597793579,40,memory,11,78,23.166414723137407,129.4978112000972
48,7.156290531158447,1.93245530128479,42,memory,11,79,23.166414723137407,129.4978112000972
53,8.185759544372559,1.9722176790237427,47,memory,11,80,23.166414723137407,129.4978112000972
46,9.558117866516113,2.2589175701141357,39,memory,11,81,23.166414723137407,129.4978112000972
45,8.042898178100586,1.6615478992462158,38,memory,11,82,23.166414723137407,129.4978112000972
377,8.275467872619629,2.3694770336151123,0,eager,11,83,23.166414723137407,129.4978112000972
86,9.87421703338623,2.103996753692627,0,direct,11,84,23.166414723137407,129.4978112000972
83,9.921126365661621,1.9793328046798706,0,direct,11,85,23.166414723137407,129.4978112000972
87,8.018468856811523,1.8933902978897095,0,direct,11,86,23.166414723137407,129.4978112000972
89,8.63720417022705,2.331212282180786,0,direct,11,87,23.166414723137407,129.4978112000972
81,8.047564506530762,2.126335859298706,0,direct,11,88,23.166414723137407,129.4978112000972
91,7.988041400909424,1.5975911617279053,0,direct,11,89,23.166414723137407,129.4978112000972
45,7.32648229598999,1.6119152307510376,38,memory,11,90,23.166414723137407,129.4978112000972
369,6.158340930938721,1.758928656578064,0,eager,11,91,23.166414723137407,129.4978112000972
89,7.821311950683594,2.073622465133667,0,direct,11,92,23.166414723137407,129.4978112000972
47,8.962396621704102,2.17223858833313,41,memory,11,93,23.166414723137407,129.4978112000972
85,7.598423957824707,1.9583191871643066,0,direct,11,94,23.166414723137407,129.4978112000972
374,7.902172088623047,2.3466715812683105,0,eager,11,95,23.166414723137407,129.4978112000972
87,7.532209396362305,1.5330073833465576,0,direct,11,96,23.166414723137407,129.4978112000972
45,6.528524398803711,1.5506659746170044,40,memory,11,97,23.166414723137407,129.4978112000972
47,9.001703262329102,1.9906442165374756,41,memory,11,98,23.166414723137407,129.4978112000972
47,8.235597610473633,2.016108751296997,41,memory,11,99,23.166414723137407,129.4978112000972
49,6.628861904144287,1.7479299306869507,43,memory,11,100,23.166414723137407,129.4978112000972
49,8.180755615234375,1.8342556953430176,42,memory,11,101,23.166414723137407,129.4978112000972
373,7.814769268035889,2.1409335136413574,0,eager,11,102,23.166414723137407,129.4978112000972
89,7.106708526611328,2.0114409923553467,0,direct,11,103,23.166414723137407,129.4978112000972
94,9.01285457611084,1.6843063831329346,0,direct,11,104,23.166414723137407,129.4978112000972
367,9.541559219360352,3.046159267425537,0,eager,11,105,23.166414723137407,129.4978112000972
90,10.230029106140137,2.0434679985046387,0,direct,11,106,23.166414723137407,129.4978112000972
86,11.15091609954834,2.446288585662842,0,direct,11,107,23.166414723137407,129.4978112000972
92,7.703161239624023,1.6160928010940552,0,direct,11,108,23.166414723137407,129.4978112000972
372,6.960984230041504,1.6131534576416016,0,eager,11,109,23.166414723137407,129.4978112000972
89,8.758304595947266,1.794661283493042,0,direct,11,110,23.166414723137407,129.4978112000972
47,7.863803863525391,1.9005709886550903,42,memory,11,111,23.166414723137407,129.4978112000972
369,13.653550148010254,3.0239813327789307,0,eager,11,112,23.166414723137407,129.4978112000972
82,9.970657348632812,2.432490348815918,0,direct,11,113,23.166414723137407,129.4978112000972
47,7.951535224914551,1.1893690824508667,41,memory,11,114,23.166414723137407,129.4978112000972
48,7.094583988189697,1.373978853225708,42,memory,11,115,23.166414723137407,129.4978112000972
380,8.499213218688965,1.6804568767547607,0,eager,11,116,23.166414723137407,129.4978112000972
374,10.711039543151855,3.1732800006866455,0,eager,11,117,23.166414723137407,129.4978112000972
49,7.165643692016602,1.5998833179473877,43,memory,11,118,23.166414723137407,129.4978112000972
376,8.441953659057617,1.9555165767669678,0,eager,11,119,23.166414723137407,129.4978112000972
85,6.600709438323975,1.592122197151184,0,direct,11,120,23.166414723137407,129.4978112000972
44,8.57785701751709,2.0855894088745117,38,memory,11,121,23.166414723137407,129.4978112000972
47,6.250377655029297,1.120448350906372,40,memory,11,122,23.166414723137407,129.4978112000972
50,8.786534309387207,1.705184817314148,43,memory,11,123,23.166414723137407,129.4978112000972
379,12.451825141906738,3.1513748168945312,0,eager,11,124,23.166414723137407,129.4978112000972
48,12.259410858154297,2.026550531387329,42,memory,11,125,23.166414723137407,129.4978112000972
48,10.35017204284668,2.0401997566223145,42,memory,11,126,23.166414723137407,129.4978112000972
43,11.212350845336914,2.1262145042419434,37,memory,11,127,23.166414723137407,129.4978112000972
372,8.091184616088867,1.8704230785369873,0,eager,11,128,23.166414723137407,129.4978112000972
379,9.477653503417969,2.3989665508270264,0,eager,11,129,23.166414723137407,129.4978112000972
48,5.286694526672363,1.5314959287643433,42,memory,11,130,23.166414723137407,129.4978112000972
46,9.183497428894043,1.7843549251556396,39,memory,11,131,23.166414723137407,129.4978112000972
47,9.67522144317627,2.14113450050354,41,memory,11,132,23.166414723137407,129.4978112000972
50,8.010923385620117,1.3911292552947998,43,memory,11,133,23.166414723137407,129.4978112000972
50,8.382070541381836,1.4618555307388306,43,memory,11,134,23.166414723137407,129.4978112000972
45,5.7006516456604,1.2739155292510986,38,memory,11,135,23.166414723137407,129.4978112000972
45,8.678304672241211,1.9396703243255615,39,memory,11,136,23.166414723137407,129.4978112000972
96,10.529928207397461,2.3092620372772217,0,direct,11,137,23.166414723137407,129.4978112000972
49,5.483183860778809,1.291003704071045,42,memory,11,138,23.166414723137407,129.4978112000972
47,7.645831108093262,1.495526909828186,41,memory,11,139,23.166414723137407,129.4978112000972
89,9.817645072937012,2.3118183612823486,0,direct,11,140,23.166414723137407,129.4978112000972
85,8.588249206542969,2.207318067550659,0,direct,11,141,23.166414723137407,129.4978112000972
376,8.646389961242676,1.7812663316726685,0,eager,11,142,23.166414723137407,129.4978112000972
94,8.950403213500977,2.109494209289551,0,direct,11,143,23.166414723137407,129.4978112000972
47,8.67516040802002,2.2228639125823975,42,memory,11,144,23.166414723137407,129.4978112000972
380,8.010363578796387,1.690649151802063,0,eager,11,145,23.166414723137407,129.4978112000972
87,9.418580055236816,2.1781859397888184,0,direct,11,146,23.166414723137407,129.4978112000972
45,7.434143543243408,1.7916969060897827,40,memory,11,147,23.166414723137407,129.4978112000972
46,8.588303565979004,2.0223686695098877,40,memory,11,148,23.166414723137407,129.4978112000972
90,9.177030563354492,2.149885654449463,0,direct,11,149,23.166414723137407,129.4978112000972
390,9.504611015319824,1.983981728553772,0,eager,11,150,23.166414723137407,129.4978112000972
92,7.831805229187012,1.91264009475708,0,direct,11,151,23.166414723137407,129.4978112000972
48,7.944607734680176,1.502410888671875,42,memory,11,152,23.166414723137407,129.4978112000972
372,9.081792831420898,2.482264757156372,0,eager,11,153,23.166414723137407,129.4978112000972
87,10.573858261108398,1.6338571310043335,0,direct,11,154,23.166414723137407,129.4978112000972
47,7.4901909828186035,1.6362223625183105,40,memory,11,155,23.166414723137407,129.4978112000972
379,8.526983261108398,2.0111262798309326,0,eager,11,156,23.166414723137407,129.4978112000972
43,9.191644668579102,2.099531412124634,38,memory,11,157,23.166414723137407,129.4978112000972
49,6.6553215980529785,1.3225651979446411,43,memory,11,158,23.166414723137407,129.4978112000972
46,8.077284812927246,1.5381662845611572,40,memory,11,159,23.166414723137407,129.4978112000972
47,10.3242826461792,1.7417248487472534,40,memory,11,160,23.166414723137407,129.4978112000972
45,8.692837715148926,0.9981445074081421,38,memory,11,161,23.166414723137407,129.4978112000972
49,8.450018882751465,1.1368134021759033,42,memory,11,162,23.166414723137407,129.4978112000972
47,8.76444149017334,1.6855995655059814,41,memory,11,163,23.166414723137407,129.4978112000972
86,8.285202980041504,1.7552708387374878,0,direct,11,164,23.166414723137407,129.4978112000972
87,8.050066947937012,2.091773509979248,0,direct,11,165,23.166414723137407,129.4978112000972
44,9.250873565673828,1.811580777168274,38,memory,11,166,23.166414723137407,129.4978112000972
85,6.418495178222656,0.9464800357818604,0,direct,11,167,23.166414723137407,129.4978112000972
378,5.674385070800781,1.3619322776794434,0,eager,11,168,23.166414723137407,129.4978112000972
45,7.47952127456665,1.1865898370742798,38,memory,11,169,23.166414723137407,129.4978112000972
373,8.323163986206055,2.3783793449401855,0,eager,11,170,23.166414723137407,129.4978112000972
85,8.69677448272705,1.6006813049316406,0,direct,11,171,23.166414723137407,129.4978112000972
85,6.996085166931152,1.3660123348236084,0,direct,11,172,23.166414723137407,129.4978112000972
44,8.702550888061523,2.207634925842285,38,memory,11,173,23.166414723137407,129.4978112000972
88,4.731527805328369,0.8302068114280701,0,direct,11,174,23.166414723137407,129.4978112000972
51,6.245518684387207,1.0917515754699707,44,memory,11,175,23.166414723137407,129.4978112000972
45,5.723865032196045,1.1306015253067017,39,memory,11,176,23.166414723137407,129.4978112000972
47,5.7476935386657715,0.9241428375244141,40,memory,11,177,23.166414723137407,129.4978112000972
92,6.347822666168213,1.134792447090149,0,direct,11,178,23.166414723137407,129.4978112000972
373,7.020085334777832,1.5936640501022339,0,eager,11,179,23.166414723137407,129.4978112000972
48,4.910409927368164,0.874755859375,42,memory,11,180,23.166414723137407,129.4978112000972
87,7.090906143188477,1.6857160329818726,0,direct,11,181,23.166414723137407,129.4978112000972
91,7.692899703979492,1.3719220161437988,0,direct,11,182,23.166414723137407,129.4978112000972
45,7.267936706542969,1.4037165641784668,38,memory,11,183,23.166414723137407,129.4978112000972
47,4.638672351837158,0.8694483041763306,41,memory,11,184,23.166414723137407,129.4978112000972
51,6.810621738433838,1.3011507987976074,45,memory,11,185,23.166414723137407,129.4978112000972
85,5.013303279876709,0.8147866725921631,0,direct,11,186,23.166414723137407,129.4978112000972
47,7.06762170791626,1.5751066207885742,42,memory,11,187,23.166414723137407,129.4978112000972
376,9.350642204284668,2.3319554328918457,0,eager,11,188,23.166414723137407,129.4978112000972
374,7.279182434082031,1.5937455892562866,0,eager,11,189,23.166414723137407,129.4978112000972
372,5.470436096191406,1.5197123289108276,0,eager,11,190,23.166414723137407,129.4978112000972
86,8.216985702514648,1.9097893238067627,0,direct,11,191,23.166414723137407,129.4978112000972
46,8.306914329528809,1.6884863376617432,41,memory,11,192,23.166414723137407,129.4978112000972
46,5.8906025886535645,0.8857819437980652,41,memory,11,193,23.166414723137407,129.4978112000972
46,9.018977165222168,0.8684556484222412,40,memory,11,194,23.166414723137407,129.4978112000972
377,7.336483478546143,1.5498669147491455,0,eager,11,195,23.166414723137407,129.4978112000972
46,5.429551124572754,1.17689847946167,40,memory,11,196,23.166414723137407,129.4978112000972
46,9.202753067016602,1.3989311456680298,39,memory,11,197,23.166414723137407,129.4978112000972
46,9.589066505432129,1.440383791923523,39,memory,11,198,23.166414723137407,129.4978112000972
90,7.019809722900391,1.1421481370925903,0,direct,11,199,23.166414723137407,129.4978112000972
360,9.493474006652832,2.365889549255371,0,eager,11,200,23.166414723137407,129.4978112000972
371,7.415340900421143,1.0869032144546509,0,eager,11,201,23.166414723137407,129.4978112000972
377,7.146842956542969,1.387200117111206,0,eager,11,202,23.166414723137407,129.4978112000972
90,5.482528209686279,0.971855878829956,0,direct,11,203,23.166414723137407,129.4978112000972
89,6.623316287994385,1.1777198314666748,0,direct,11,204,23.166414723137407,129.4978112000972
46,7.874704837799072,0.8623698353767395,41,memory,11,205,23.166414723137407,129.4978112000972
48,9.264270782470703,1.602087140083313,42,memory,11,206,23.166414723137407,129.4978112000972
373,5.681135177612305,0.9882071018218994,0,eager,11,207,23.166414723137407,129.4978112000972
45,8.175612449645996,1.0662864446640015,40,memory,11,208,23.166414723137407,129.4978112000972
89,8.635391235351562,1.749144196510315,0,direct,11,209,23.166414723137407,129.4978112000972
384,6.212701797485352,1.3910592794418335,0,eager,11,210,23.166414723137407,129.4978112000972
47,7.094296932220459,1.0319875478744507,40,memory,11,211,23.166414723137407,129.4978112000972
382,7.487225532531738,1.8230119943618774,0,eager,11,212,23.166414723137407,129.4978112000972
48,8.829712867736816,1.9740467071533203,42,memory,11,213,23.166414723137407,129.4978112000972
93,8.026877403259277,1.538196086883545,0,direct,11,214,23.166414723137407,129.4978112000972
83,7.138178825378418,1.143186092376709,0,direct,11,215,23.166414723137407,129.4978112000972
49,6.493851184844971,1.3877370357513428,43,memory,11,216,23.166414723137407,129.4978112000972
47,6.584944248199463,1.258026123046875,41,memory,11,217,23.166414723137407,129.4978112000972
47,8.109564781188965,1.415667176246643,41,memory,11,218,23.166414723137407,129.4978112000972
48,8.486096382141113,1.732575535774231,42,memory,11,219,23.166414723137407,129.4978112000972
51,8.030296325683594,1.8584188222885132,45,memory,11,220,23.166414723137407,129.4978112000972
46,6.766523361206055,1.347319483757019,40,memory,11,221,23.166414723137407,129.4978112000972
88,6.063542366027832,0.9557225108146667,0,direct,11,222,23.166414723137407,129.4978112000972
95,7.801797866821289,1.135772705078125,0,direct,11,223,23.166414723137407,129.4978112000972
89,10.254063606262207,1.9627625942230225,0,direct,11,224,23.166414723137407,129.4978112000972
47,8.863103866577148,1.7331281900405884,42,memory,11,225,23.166414723137407,129.4978112000972
49,7.397234916687012,1.2976926565170288,42,memory,11,226,23.166414723137407,129.4978112000972
93,5.553077697753906,0.9513048529624939,0,direct,11,227,23.166414723137407,129.4978112000972
86,7.38985013961792,0.9944230318069458,0,direct,11,228,23.166414723137407,129.4978112000972
366,8.432538032531738,1.7048156261444092,0,eager,11,229,23.166414723137407,129.4978112000972
50,9.714618682861328,1.6979023218154907,44,memory,11,230,23.166414723137407,129.4978112000972
376,8.156753540039062,1.721617341041565,0,eager,11,231,23.166414723137407,129.4978112000972
87,5.956143856048584,0.7768875956535339,0,direct,11,232,23.166414723137407,129.4978112000972
86,7.012016773223877,0.8956156969070435,0,direct,11,233,23.166414723137407,129.4978112000972
373,9.292773246765137,2.285860300064087,0,eager,11,234,23.166414723137407,129.4978112000972
47,5.715087890625,1.2321105003356934,40,memory,11,235,23.166414723137407,129.4978112000972
46,8.684188842773438,1.3432248830795288,40,memory,11,236,23.166414723137407,129.4978112000972
87,7.946227073669434,1.37907075881958,0,direct,11,237,23.166414723137407,129.4978112000972
45,7.330877304077148,1.3902939558029175,38,memory,11,238,23.166414723137407,129.4978112000972
370,11.200742721557617,2.243659496307373,0,eager,11,239,23.166414723137407,129.4978112000972
48,6.011961936950684,0.8855261206626892,42,memory,11,240,23.166414723137407,129.4978112000972
53,7.8290181159973145,1.2881476879119873,47,memory,11,241,23.166414723137407,129.4978112000972
87,6.249709606170654,0.947947084903717,0,direct,11,242,23.166414723137407,129.4978112000972
95,8.285051345825195,1.4830812215805054,0,direct,11,243,23.166414723137407,129.4978112000972
376,7.003603935241699,1.467400074005127,0,eager,11,244,23.166414723137407,129.4978112000972
49,5.513221263885498,1.0095734596252441,44,memory,11,245,23.166414723137407,129.4978112000972
43,5.2189130783081055,0.6961134672164917,37,memory,11,246,23.166414723137407,129.4978112000972
88,7.501903533935547,1.1225169897079468,0,direct,11,247,23.166414723137407,129.4978112000972
47,6.132974624633789,1.1615482568740845,40,memory,11,248,23.166414723137407,129.4978112000972
51,4.385165691375732,0.5164423584938049,45,memory,11,249,23.166414723137407,129.4978112000972
47,4.572818756103516,0.5793278813362122,41,memory,11,250,23.166414723137407,129.4978112000972
374,5.906849384307861,0.7938750982284546,0,eager,11,251,23.166414723137407,129.4978112000972
47,7.355926036834717,1.081765055656433,41,memory,11,252,23.166414723137407,129.4978112000972
48,5.871947288513184,1.015025019645691,42,memory,11,253,23.166414723137407,129.4978112000972
89,12.427088737487793,2.2803096771240234,0,direct,11,254,23.166414723137407,129.4978112000972
88,12.180307388305664,2.8023364543914795,0,direct,11,255,23.166414723137407,129.4978112000972
44,11.568105697631836,1.5917905569076538,39,memory,11,256,23.166414723137407,129.4978112000972
43,4.942206859588623,0.6853014230728149,37,memory,11,257,23.166414723137407,129.4978112000972
51,7.163022041320801,1.4409410953521729,45,memory,11,258,23.166414723137407,129.4978112000972
88,6.81678581237793,1.085371494293213,0,direct,11,259,23.166414723137407,129.4978112000972
45,5.240020275115967,0.8250383138656616,39,memory,11,260,23.166414723137407,129.4978112000972
86,6.321872711181641,0.853113055229187,0,direct,11,261,23.166414723137407,129.4978112000972
47,5.021496295928955,0.7379103899002075,42,memory,11,262,23.166414723137407,129.4978112000972
375,8.30036735534668,0.7538334727287292,0,eager,11,263,23.166414723137407,129.4978112000972
374,8.172245025634766,1.2130376100540161,0,eager,11,264,23.166414723137407,129.4978112000972
47,5.198585510253906,0.7599073052406311,41,memory,11,265,23.166414723137407,129.4978112000972
377,7.0435638427734375,1.6896283626556396,0,eager,11,266,23.166414723137407,129.4978112000972
46,9.138944625854492,2.241447687149048,40,memory,11,267,23.166414723137407,129.4978112000972
47,9.557920455932617,1.610859990119934,42,memory,11,268,23.166414723137407,129.4978112000972
46,8.245797157287598,1.7317677736282349,40,memory,11,269,23.166414723137407,129.4978112000972
46,9.056414604187012,1.5032219886779785,40,memory,11,270,23.166414723137407,129.4978112000972
50,7.709211826324463,1.0277183055877686,44,memory,11,271,23.166414723137407,129.4978112000972
369,7.798661231994629,1.5976547002792358,0,eager,11,272,23.166414723137407,129.4978112000972
48,7.088280200958252,1.0817606449127197,42,memory,11,273,23.166414723137407,129.4978112000972
83,6.317015171051025,1.0365698337554932,0,direct,11,274,23.166414723137407,129.4978112000972
49,4.69566535949707,0.5847323536872864,43,memory,11,275,23.166414723137407,129.4978112000972
46,5.136875152587891,0.8905134201049805,41,memory,11,276,23.166414723137407,129.4978112000972
81,5.955528259277344,0.8616382479667664,0,direct,11,277,23.166414723137407,129.4978112000972
87,6.323118209838867,1.1249979734420776,0,direct,11,278,23.166414723137407,129.4978112000972
83,6.680598258972168,1.2502400875091553,0,direct,11,279,23.166414723137407,129.4978112000972
50,5.560774803161621,0.9385858178138733,43,memory,11,280,23.166414723137407,129.4978112000972
93,6.896624565124512,1.5694488286972046,0,direct,11,281,23.166414723137407,129.4978112000972
47,8.825873374938965,2.348017454147339,42,memory,11,282,23.166414723137407,129.4978112000972
48,6.603010654449463,1.0056195259094238,42,memory,11,283,23.166414723137407,129.4978112000972
89,6.187641620635986,1.0556598901748657,0,direct,11,284,23.166414723137407,129.4978112000972
85,5.062496185302734,0.7526796460151672,0,direct,11,285,23.166414723137407,129.4978112000972
46,4.657902717590332,0.7339450120925903,41,memory,11,286,23.166414723137407,129.4978112000972
90,7.521301746368408,1.568346619606018,0,direct,11,287,23.166414723137407,129.4978112000972
82,8.504673957824707,1.9078141450881958,0,direct,11,288,23.166414723137407,129.4978112000972
372,7.041589260101318,1.7634310722351074,0,eager,11,289,23.166414723137407,129.4978112000972
87,5.843020915985107,1.1618660688400269,0,direct,11,290,23.166414723137407,129.4978112000972
83,6.4678144454956055,1.1277910470962524,0,direct,11,291,23.166414723137407,129.4978112000972
48,5.748576641082764,1.2571003437042236,42,memory,11,292,23.166414723137407,129.4978112000972
46,5.2778191566467285,0.9910606145858765,40,memory,11,293,23.166414723137407,129.4978112000972
90,5.511728286743164,0.889081597328186,0,direct,11,294,23.166414723137407,129.4978112000972
47,6.140546798706055,1.1483333110809326,42,memory,11,295,23.166414723137407,129.4978112000972
46,7.977745532989502,1.4909934997558594,39,memory,11,296,23.166414723137407,129.4978112000972
45,4.835142135620117,0.9826220273971558,40,memory,11,297,23.166414723137407,129.4978112000972
49,7.752415657043457,1.4953395128250122,42,memory,11,298,23.166414723137407,129.4978112000972
92,7.077632427215576,1.402325987815857,0,direct,11,299,23.166414723137407,129.4978112000972
379,10.228593826293945,1.5023276805877686,0,eager,11,300,23.166414723137407,129.4978112000972
377,10.688674926757812,1.7082852125167847,0,eager,11,301,23.166414723137407,129.4978112000972
48,5.385053634643555,0.713333010673523,42,memory,11,302,23.166414723137407,129.4978112000972
364,5.79320764541626,1.3675761222839355,0,eager,11,303,23.166414723137407,129.4978112000972
93,4.380683898925781,0.6617366075515747,0,direct,11,304,23.166414723137407,129.4978112000972
367,6.323945045471191,1.1523188352584839,0,eager,11,305,23.166414723137407,129.4978112000972
91,4.369326114654541,0.9211284518241882,0,direct,11,306,23.166414723137407,129.4978112000972
48,7.503129482269287,1.4311223030090332,42,memory,11,307,23.166414723137407,129.4978112000972
86,6.283252239227295,1.016652226448059,0,direct,11,308,23.166414723137407,129.4978112000972
376,5.508945465087891,1.2350280284881592,0,eager,11,309,23.166414723137407,129.4978112000972
87,6.332382678985596,1.077523946762085,0,direct,11,310,23.166414723137407,129.4978112000972
86,6.901790142059326,1.2984299659729004,0,direct,11,311,23.166414723137407,129.4978112000972
49,4.023149013519287,0.4881415367126465,42,memory,11,312,23.166414723137407,129.4978112000972
46,6.585821151733398,1.2954521179199219,40,memory,11,313,23.166414723137407,129.4978112000972
377,6.830513954162598,1.4672067165374756,0,eager,11,314,23.166414723137407,129.4978112000972
89,6.949800491333008,1.1143184900283813,0,direct,11,315,23.166414723137407,129.4978112000972
376,6.606133460998535,1.3400527238845825,0,eager,11,316,23.166414723137407,129.4978112000972
88,4.989363670349121,0.8836095333099365,0,direct,11,317,23.166414723137407,129.4978112000972
45,6.501005172729492,0.6819104552268982,40,memory,11,318,23.166414723137407,129.4978112000972
