active_fraction_ci_high,active_fraction_ci_low,active_fraction_mean,active_fraction_sd,argument_exact_ci_high,argument_exact_ci_low,argument_exact_mean,argument_exact_sd,cache_encode_ms_ci_high,cache_encode_ms_ci_low,cache_encode_ms_mean,cache_encode_ms_sd,call_exact_ci_high,call_exact_ci_low,call_exact_mean,call_exact_sd,call_generation_ms_ci_high,call_generation_ms_ci_low,call_generation_ms_mean,call_generation_ms_sd,catalog_size,condition,conditional_continuation_exact_ci_high,conditional_continuation_exact_ci_low,conditional_continuation_exact_mean,conditional_continuation_exact_sd,context_fit_rate_ci_high,context_fit_rate_ci_low,context_fit_rate_mean,context_fit_rate_sd,end_to_end_success_ci_high,end_to_end_success_ci_low,end_to_end_success_mean,end_to_end_success_sd,examples_per_seed,logical_catalog_tokens_ci_high,logical_catalog_tokens_ci_low,logical_catalog_tokens_mean,logical_catalog_tokens_sd,materialized_kv_tokens_ci_high,materialized_kv_tokens_ci_low,materialized_kv_tokens_mean,materialized_kv_tokens_sd,native_prompt_tokens_ci_high,native_prompt_tokens_ci_low,native_prompt_tokens_mean,native_prompt_tokens_sd,schema_exact_ci_high,schema_exact_ci_low,schema_exact_mean,schema_exact_sd,seeds,selected_identity_correct_ci_high,selected_identity_correct_ci_low,selected_identity_correct_mean,selected_identity_correct_sd,teacher_nll_ci_high,teacher_nll_ci_low,teacher_nll_mean,teacher_nll_sd
0.125,0.125,0.125,0.0,1.0,0.825,0.925,0.11180339887498948,0.0,0.0,0.0,0.0,1.0,0.825,0.925,0.11180339887498948,96.22205747291446,92.17209999915212,94.01858247583732,2.5499519407975377,8,direct_selected,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.825,0.925,0.11180339887498948,8,329.8,329.0,329.4,0.5477225575051661,0.0,0.0,0.0,0.0,66.6,66.5,66.55,0.06846531968814576,1.0,0.825,0.925,0.11180339887498948,5,1.0,1.0,1.0,0.0,0.07945195576094193,0.0008601145148077194,0.0321383408368547,0.05145074747403552
0.0,0.0,0.0,0.0,0.35,0.1,0.225,0.16298006013006622,0.0,0.0,0.0,0.0,0.35,0.1,0.225,0.16298006013006622,100.89022748870775,89.39720498165116,95.5456399882678,7.305290552095963,8,disabled_memory,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8,329.8,329.0,329.4,0.5477225575051661,0.0,0.0,0.0,0.0,25.375,25.375,25.375,0.0,0.35,0.1,0.225,0.16298006013006622,5,0.0,0.0,0.0,0.0,0.39895632622363875,0.2730621516660904,0.3362137998071333,0.07737859862080677
0.125,0.125,0.125,0.0,1.0,1.0,1.0,0.0,13.97491503157653,12.721739971311763,13.348327501444146,0.828640929107973,1.0,1.0,1.0,0.0,195.10817251284607,182.30399749591015,188.7060850043781,8.123437518616521,8,discovered_memory,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,8,329.8,329.0,329.4,0.5477225575051661,41.225,41.125,41.175,0.06846531968814576,25.375,25.375,25.375,0.0,1.0,1.0,1.0,0.0,5,1.0,1.0,1.0,0.0,0.004125282355731485,5.8301304025576425e-05,0.0014514894227431797,0.0029646071347325513
1.0,1.0,1.0,0.0,0.4,0.25,0.3,0.11180339887498948,0.0,0.0,0.0,0.0,0.075,0.0,0.025,0.05590169943749474,107.31815501349047,103.7494900112506,105.83693000953645,2.339442925349394,8,eager_catalog,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.075,0.0,0.025,0.05590169943749474,8,329.8,329.0,329.4,0.5477225575051661,0.0,0.0,0.0,0.0,355.175,354.375,354.775,0.5477225575051661,0.4,0.25,0.3,0.11180339887498948,5,0.125,0.05,0.1,0.05590169943749474,0.6275046968832612,0.4177661545574665,0.49770276844501493,0.14549445991530274
0.125,0.125,0.125,0.0,1.0,1.0,1.0,0.0,13.238750013988465,12.524779990781099,12.881450005806983,0.48592638287244677,1.0,1.0,1.0,0.0,193.90141000621952,180.653949995758,187.27768000098877,8.322041436378534,8,oracle_memory,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,8,329.8,329.0,329.4,0.5477225575051661,41.225,41.125,41.175,0.06846531968814576,25.375,25.375,25.375,0.0,1.0,1.0,1.0,0.0,5,1.0,1.0,1.0,0.0,0.004125282355731485,5.8301304025576425e-05,0.0014514894227431797,0.0029646071347325513
0.125,0.125,0.125,0.0,0.325,0.175,0.25,0.08838834764831845,13.474572508130223,12.778622499899939,13.152937492122874,0.44036913854761955,0.325,0.175,0.25,0.08838834764831845,191.91646998515353,182.00207499903627,186.95503498311155,6.410348376609633,8,shuffled_memory,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8,329.8,329.0,329.4,0.5477225575051661,41.225,41.125,41.175,0.06846531968814576,25.375,25.375,25.375,0.0,0.325,0.175,0.25,0.08838834764831845,5,0.0,0.0,0.0,0.0,0.9532891144765813,0.6590040625442611,0.7993426284737097,0.19709406033246646
0.031213235294117646,0.030825958702064896,0.031024086630708245,0.0002528288655533413,0.925,0.725,0.825,0.14252192813739226,0.0,0.0,0.0,0.0,0.925,0.725,0.825,0.14252192813739226,90.94712996156886,89.06904252362438,90.00696999719366,1.2131302737210665,32,direct_selected,1.0,0.925,0.975,0.05590169943749474,1.0,1.0,1.0,0.0,0.925,0.725,0.825,0.14252192813739226,8,1358.4,1354.2,1356.2,2.4899799195977463,0.0,0.0,0.0,0.0,69.0,67.9,68.475,0.7310095758606723,0.975,0.725,0.85,0.16298006013006622,5,1.0,1.0,1.0,0.0,0.08627029962594861,0.010702390932027583,0.04690456883174079,0.0490769118693881
0.0,0.0,0.0,0.0,0.2,0.05,0.125,0.08838834764831845,0.0,0.0,0.0,0.0,0.2,0.05,0.125,0.08838834764831845,91.47061997791752,85.17383502912708,89.18635249719955,4.473845200845698,32,disabled_memory,1.0,0.925,0.975,0.05590169943749474,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8,1358.4,1354.2,1356.2,2.4899799195977463,0.0,0.0,0.0,0.0,26.675,26.125,26.4,0.3686970300938156,0.2,0.05,0.125,0.08838834764831845,5,0.0,0.0,0.0,0.0,0.6511184912116278,0.24737123789673204,0.3955689756223819,0.2809804357843264
0.031213235294117646,0.03082117582036641,0.031024086630708245,0.0002528288655533413,1.0,0.925,0.975,0.05590169943749474,12.724454991985112,12.268990033771843,12.496722512878478,0.2928085851414438,1.0,0.925,0.975,0.05590169943749474,175.10557500063442,171.37392003205605,173.23974751634523,2.4191539702961093,32,discovered_memory,1.0,0.925,0.975,0.05590169943749474,1.0,1.0,1.0,0.0,1.0,0.9,0.95,0.06846531968814576,8,1358.4,1354.2,1356.2,2.4899799195977463,42.35,41.775,42.075,0.37080992435478316,26.675,26.1,26.4,0.3686970300938156,1.0,1.0,1.0,0.0,5,1.0,1.0,1.0,0.0,0.014699990089661696,0.0020203303497027037,0.0083601602196822,0.008019307207072208
nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0.0,32,eager_catalog,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,8,1358.4,1354.2,1356.2,2.4899799195977463,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0.0,5,nan,nan,nan,0.0,nan,nan,nan,0.0
0.031213235294117646,0.030825263753442043,0.031024086630708245,0.0002528288655533413,1.0,0.925,0.975,0.05590169943749474,12.747472518822178,11.847232485888526,12.297352502355352,0.5776978559561646,1.0,0.925,0.975,0.05590169943749474,175.3333575266879,172.0873525191564,173.71035502292216,2.0645080176347186,32,oracle_memory,1.0,0.925,0.975,0.05590169943749474,1.0,1.0,1.0,0.0,1.0,0.9,0.95,0.06846531968814576,8,1358.4,1354.2,1356.2,2.4899799195977463,42.35,41.775,42.075,0.37080992435478316,26.675,26.1,26.4,0.3686970300938156,1.0,1.0,1.0,0.0,5,1.0,1.0,1.0,0.0,0.014699990089661696,0.0020203303497027037,0.0083601602196822,0.008019307207072208
0.03145198898143328,0.03097753926050926,0.031189636257638664,0.00032215204000466015,0.3,0.15,0.225,0.10458250331675945,12.815835006767884,11.925012490246445,12.383589998353273,0.5822748675832395,0.3,0.15,0.225,0.10458250331675945,175.95922750188038,172.45270247804,174.392642499879,2.3106803576393604,32,shuffled_memory,1.0,0.925,0.975,0.05590169943749474,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8,1358.4,1354.2,1356.2,2.4899799195977463,42.725,41.95,42.3,0.51234753829798,26.675,26.1,26.4,0.3686970300938156,0.3,0.15,0.225,0.10458250331675945,5,0.0,0.0,0.0,0.0,1.0751132527910385,0.6000740656126027,0.788783916731802,0.31468193415983364
