split,dataset,example_id,condition,evidence_recall,precision,mrr,ndcg,any_hit,path_completion,missed_evidence,logical_chunks,requested_chunks,resident_chunks,materialized_chunks,materialized_tokens,active_fraction,distractor_requests,routing_ms,gist_index_build_ms,token_index_build_ms,cold_discovery_ms,semantic_comparisons,token_comparisons
validation,qasper,1809.03449:52f9cd05d8312ae3c7a43689804bac63f7cac34b,B0_gist,0.0,0.0,0.0,0.0,0.0,0.0,1.0,182,4,182,0,0,0.0,4,1.4792000874876976,13.061000034213066,0.0,14.540200121700764,182,0
validation,qasper,1809.03449:52f9cd05d8312ae3c7a43689804bac63f7cac34b,B1_bm25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,182,4,182,0,0,0.0,4,127.97840009443462,9.103300049901009,70.85989997722208,207.9416001215577,182,182
validation,qasper,1809.03449:52f9cd05d8312ae3c7a43689804bac63f7cac34b,B2_exact,0.0,0.0,0.0,0.0,0.0,0.0,1.0,182,4,182,0,0,0.0,4,140.40190004743636,13.514499878510833,48.49580000154674,202.41219992749393,182,182
validation,qasper,1809.03449:52f9cd05d8312ae3c7a43689804bac63f7cac34b,B3_weighted,0.0,0.0,0.0,0.0,0.0,0.0,1.0,182,4,182,0,0,0.0,4,140.18319989554584,11.030499823391438,58.12439997680485,209.33809969574213,182,182
validation,qasper,1809.03449:52f9cd05d8312ae3c7a43689804bac63f7cac34b,B4_approx,0.0,0.0,0.0,0.0,0.0,0.0,1.0,182,4,182,0,0,0.0,4,122.10410018451512,12.917299987748265,48.62899985164404,183.65040002390742,182,182
validation,qasper,1809.03449:52f9cd05d8312ae3c7a43689804bac63f7cac34b,H1_union,0.0,0.0,0.0,0.0,0.0,0.0,1.0,182,4,182,0,0,0.0,4,127.68199993297458,9.107799967750907,65.37119997665286,202.16099987737834,182,182
validation,qasper,1809.03449:52f9cd05d8312ae3c7a43689804bac63f7cac34b,H2_token_semantic,0.0,0.0,0.0,0.0,0.0,0.0,1.0,182,4,182,0,0,0.0,4,138.92020005732775,8.05990002118051,62.5235999468714,209.50370002537966,182,182
validation,qasper,1809.03449:52f9cd05d8312ae3c7a43689804bac63f7cac34b,H3_semantic_token,0.0,0.0,0.0,0.0,0.0,0.0,1.0,182,4,182,0,0,0.0,4,127.79839988797903,8.950600167736411,64.32050000876188,201.06950006447732,182,182
validation,qasper,1809.03449:52f9cd05d8312ae3c7a43689804bac63f7cac34b,H4_cascade,0.0,0.0,0.0,0.0,0.0,0.0,1.0,182,4,182,0,0,0.0,4,152.49500004574656,8.71350010856986,63.81399999372661,225.02250014804304,182,182
validation,qasper,1809.03449:52f9cd05d8312ae3c7a43689804bac63f7cac34b,H5_iterative_hybrid,0.0,0.0,0.0,0.0,0.0,0.0,1.0,182,4,182,0,0,0.0,4,343.11160002835095,10.53410000167787,53.87279996648431,407.5184999965131,546,546
validation,qasper,1809.03449:52f9cd05d8312ae3c7a43689804bac63f7cac34b,A1_broad_semantic,0.0,0.0,0.0,0.0,0.0,0.0,1.0,182,8,182,0,0,0.0,8,2.42130015976727,9.96690010651946,0.0,12.38820026628673,182,0
validation,qasper,1809.03449:52f9cd05d8312ae3c7a43689804bac63f7cac34b,O1_oracle,0.4,1.0,1.0,1.0,1.0,0.0,0.6,182,4,182,0,0,0.0,0,0.07990002632141113,9.495799895375967,0.0,9.575699921697378,0,0
validation,qasper,1909.03405:7b4fb6da74e6bd1baea556788a02969134cf0800,B0_gist,0.0,0.0,0.0,0.0,0.0,0.0,1.0,180,4,180,0,0,0.0,4,2.8083999641239643,8.083099965006113,0.0,10.891499929130077,180,0
validation,qasper,1909.03405:7b4fb6da74e6bd1baea556788a02969134cf0800,B1_bm25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,180,4,180,0,0,0.0,4,74.28399985656142,11.372100096195936,46.242100186645985,131.89820013940334,180,180
validation,qasper,1909.03405:7b4fb6da74e6bd1baea556788a02969134cf0800,B2_exact,0.2222222222222222,0.5,0.5,0.44149241373678083,1.0,0.0,0.7777777777777778,180,4,180,0,0,0.0,2,85.65100003033876,9.512700140476227,68.17159987986088,163.33530005067587,180,180
validation,qasper,1909.03405:7b4fb6da74e6bd1baea556788a02969134cf0800,B3_weighted,0.0,0.0,0.0,0.0,0.0,0.0,1.0,180,4,180,0,0,0.0,4,102.55230008624494,10.433400049805641,54.80169993825257,167.78740007430315,180,180
validation,qasper,1909.03405:7b4fb6da74e6bd1baea556788a02969134cf0800,B4_approx,0.1111111111111111,0.25,0.25,0.16812753627111746,1.0,0.0,0.8888888888888888,180,4,180,0,0,0.0,3,90.43899993412197,8.682900108397007,60.32519997097552,159.4471000134945,180,180
validation,qasper,1909.03405:7b4fb6da74e6bd1baea556788a02969134cf0800,H1_union,0.0,0.0,0.0,0.0,0.0,0.0,1.0,180,4,180,0,0,0.0,4,86.25810011290014,8.116899989545345,78.6031000316143,172.9781001340598,180,180
validation,qasper,1909.03405:7b4fb6da74e6bd1baea556788a02969134cf0800,H2_token_semantic,0.0,0.0,0.0,0.0,0.0,0.0,1.0,180,4,180,0,0,0.0,4,100.07190005853772,12.890399899333715,57.152500143274665,170.1148001011461,180,180
validation,qasper,1909.03405:7b4fb6da74e6bd1baea556788a02969134cf0800,H3_semantic_token,0.0,0.0,0.0,0.0,0.0,0.0,1.0,180,4,180,0,0,0.0,4,88.88299996033311,7.91619997471571,52.06360016018152,148.86280009523034,180,180
validation,qasper,1909.03405:7b4fb6da74e6bd1baea556788a02969134cf0800,H4_cascade,0.2222222222222222,0.5,0.5,0.44149241373678083,1.0,0.0,0.7777777777777778,180,4,180,0,0,0.0,2,82.7419999986887,8.044400019571185,54.631699807941914,145.4180998262018,180,180
validation,qasper,1909.03405:7b4fb6da74e6bd1baea556788a02969134cf0800,H5_iterative_hybrid,0.0,0.0,0.0,0.0,0.0,0.0,1.0,180,4,180,0,0,0.0,4,315.57650002650917,11.14200009033084,45.39719992317259,372.1157000400126,540,540
validation,qasper,1909.03405:7b4fb6da74e6bd1baea556788a02969134cf0800,A1_broad_semantic,0.0,0.0,0.0,0.0,0.0,0.0,1.0,180,8,180,0,0,0.0,8,1.8607000820338726,8.216199930757284,0.0,10.076900012791157,180,0
validation,qasper,1909.03405:7b4fb6da74e6bd1baea556788a02969134cf0800,O1_oracle,0.4444444444444444,1.0,1.0,1.0,1.0,0.0,0.5555555555555556,180,4,180,0,0,0.0,0,0.08890009485185146,11.55940000899136,0.0,11.648300103843212,0,0
validation,qasper,1802.08636:f03112b868b658c954db62fc64430bebbaa7d9e0,B0_gist,0.0,0.0,0.0,0.0,0.0,0.0,1.0,122,4,122,0,0,0.0,4,1.5513000544160604,6.331100128591061,0.0,7.882400183007121,122,0
validation,qasper,1802.08636:f03112b868b658c954db62fc64430bebbaa7d9e0,B1_bm25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,122,4,122,0,0,0.0,4,53.96920000202954,8.423299994319677,33.83550001308322,96.22800000943244,122,122
validation,qasper,1802.08636:f03112b868b658c954db62fc64430bebbaa7d9e0,B2_exact,0.2,0.25,1.0,0.3903800499921017,1.0,0.0,0.8,122,4,122,0,0,0.0,3,59.99849992804229,6.272299913689494,32.85129996947944,99.12209981121123,122,122
validation,qasper,1802.08636:f03112b868b658c954db62fc64430bebbaa7d9e0,B3_weighted,0.2,0.25,1.0,0.3903800499921017,1.0,0.0,0.8,122,4,122,0,0,0.0,3,76.73730002716184,7.286999840289354,49.432999920099974,133.45729978755116,122,122
validation,qasper,1802.08636:f03112b868b658c954db62fc64430bebbaa7d9e0,B4_approx,0.0,0.0,0.0,0.0,0.0,0.0,1.0,122,4,122,0,0,0.0,4,66.21229997836053,5.501599982380867,53.21969999931753,124.93359996005893,122,122
validation,qasper,1802.08636:f03112b868b658c954db62fc64430bebbaa7d9e0,H1_union,0.0,0.0,0.0,0.0,0.0,0.0,1.0,122,4,122,0,0,0.0,4,101.34269995614886,10.353300021961331,105.1741000264883,216.8701000045985,122,122
validation,qasper,1802.08636:f03112b868b658c954db62fc64430bebbaa7d9e0,H2_token_semantic,0.0,0.0,0.0,0.0,0.0,0.0,1.0,122,4,122,0,0,0.0,4,59.166699880734086,11.548300040885806,39.82049995101988,110.53549987263978,122,122
validation,qasper,1802.08636:f03112b868b658c954db62fc64430bebbaa7d9e0,H3_semantic_token,0.0,0.0,0.0,0.0,0.0,0.0,1.0,122,4,122,0,0,0.0,4,74.49069991707802,9.929700056090951,44.7692999150604,129.18969988822937,122,122
validation,qasper,1802.08636:f03112b868b658c954db62fc64430bebbaa7d9e0,H4_cascade,0.2,0.25,1.0,0.3903800499921017,1.0,0.0,0.8,122,4,122,0,0,0.0,3,51.63300014100969,9.235200006514788,50.132199889048934,111.00040003657341,122,122
validation,qasper,1802.08636:f03112b868b658c954db62fc64430bebbaa7d9e0,H5_iterative_hybrid,0.0,0.0,0.0,0.0,0.0,0.0,1.0,122,4,122,0,0,0.0,4,208.79730000160635,6.02420000359416,42.94160008430481,257.7631000895053,366,366
validation,qasper,1802.08636:f03112b868b658c954db62fc64430bebbaa7d9e0,A1_broad_semantic,0.2,0.125,0.16666666666666666,0.1208113026994942,1.0,0.0,0.8,122,8,122,0,0,0.0,7,2.7409999165683985,9.003600105643272,0.0,11.74460002221167,122,0
validation,qasper,1802.08636:f03112b868b658c954db62fc64430bebbaa7d9e0,O1_oracle,0.8,1.0,1.0,1.0,1.0,0.0,0.19999999999999996,122,4,122,0,0,0.0,0,0.06260001100599766,9.285199921578169,0.0,9.347799932584167,0,0
validation,qasper,1809.00540:a99fdd34422f4231442c220c97eafc26c76508dd,B0_gist,0.0,0.0,0.0,0.0,0.0,0.0,1.0,137,4,137,0,0,0.0,4,2.238200046122074,11.797300074249506,0.0,14.03550012037158,137,0
validation,qasper,1809.00540:a99fdd34422f4231442c220c97eafc26c76508dd,B1_bm25,0.3333333333333333,0.25,0.3333333333333333,0.23463936301137822,1.0,0.0,0.6666666666666667,137,4,137,0,0,0.0,3,46.89439991489053,7.384800119325519,53.72270010411739,108.00190013833344,137,137
validation,qasper,1809.00540:a99fdd34422f4231442c220c97eafc26c76508dd,B2_exact,0.6666666666666666,0.5,1.0,0.7653606369886217,1.0,0.0,0.33333333333333337,137,4,137,0,0,0.0,2,44.98300002887845,8.448100183159113,38.12179993838072,91.55290015041828,137,137
validation,qasper,1809.00540:a99fdd34422f4231442c220c97eafc26c76508dd,B3_weighted,0.3333333333333333,0.25,0.5,0.2960819109658652,1.0,0.0,0.6666666666666667,137,4,137,0,0,0.0,3,52.41699982434511,11.00110006518662,53.51869994774461,116.93679983727634,137,137
validation,qasper,1809.00540:a99fdd34422f4231442c220c97eafc26c76508dd,B4_approx,0.3333333333333333,0.25,1.0,0.46927872602275644,1.0,0.0,0.6666666666666667,137,4,137,0,0,0.0,3,63.71370004490018,6.009100005030632,41.03829991072416,110.76109996065497,137,137
validation,qasper,1809.00540:a99fdd34422f4231442c220c97eafc26c76508dd,H1_union,0.0,0.0,0.0,0.0,0.0,0.0,1.0,137,4,137,0,0,0.0,4,41.32690001279116,6.709400098770857,49.306999891996384,97.3433000035584,137,137
validation,qasper,1809.00540:a99fdd34422f4231442c220c97eafc26c76508dd,H2_token_semantic,0.3333333333333333,0.25,0.3333333333333333,0.23463936301137822,1.0,0.0,0.6666666666666667,137,4,137,0,0,0.0,3,46.75300000235438,10.201800148934126,51.63050000555813,108.58530015684664,137,137
validation,qasper,1809.00540:a99fdd34422f4231442c220c97eafc26c76508dd,H3_semantic_token,0.0,0.0,0.0,0.0,0.0,0.0,1.0,137,4,137,0,0,0.0,4,51.54330004006624,10.993300005793571,45.108500169590116,107.64510021544993,137,137
validation,qasper,1809.00540:a99fdd34422f4231442c220c97eafc26c76508dd,H4_cascade,0.0,0.0,0.0,0.0,0.0,0.0,1.0,137,4,137,0,0,0.0,4,64.21250011771917,10.779100004583597,53.65359992720187,128.64520004950464,137,137
validation,qasper,1809.00540:a99fdd34422f4231442c220c97eafc26c76508dd,H5_iterative_hybrid,0.0,0.0,0.0,0.0,0.0,0.0,1.0,137,4,137,0,0,0.0,4,253.38670006021857,6.167100043967366,48.52900002151728,308.0828001257032,411,411
validation,qasper,1809.00540:a99fdd34422f4231442c220c97eafc26c76508dd,A1_broad_semantic,0.0,0.0,0.0,0.0,0.0,0.0,1.0,137,8,137,0,0,0.0,8,3.3631999976933002,9.512299904599786,0.0,12.875499902293086,137,0
validation,qasper,1809.00540:a99fdd34422f4231442c220c97eafc26c76508dd,O1_oracle,1.0,1.0,1.0,1.0,1.0,1.0,0.0,137,3,137,0,0,0.0,0,0.06899982690811157,6.925400113686919,0.0,6.994399940595031,0,0
validation,qasper,1810.08699:1f085b9bb7bfd0d6c8cba1a9d73f08fcf2da7590,B0_gist,0.0,0.0,0.0,0.0,0.0,0.0,1.0,132,4,132,0,0,0.0,4,1.4306001830846071,5.760000087320805,0.0,7.190600270405412,132,0
validation,qasper,1810.08699:1f085b9bb7bfd0d6c8cba1a9d73f08fcf2da7590,B1_bm25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,132,4,132,0,0,0.0,4,85.11809981428087,12.578899972140789,50.97139999270439,148.66839977912605,132,132
validation,qasper,1810.08699:1f085b9bb7bfd0d6c8cba1a9d73f08fcf2da7590,B2_exact,0.2,0.5,1.0,0.6366824387328317,1.0,0.0,0.8,132,4,132,0,0,0.0,2,77.18219980597496,8.896099869161844,36.043399944901466,122.12169962003827,132,132
validation,qasper,1810.08699:1f085b9bb7bfd0d6c8cba1a9d73f08fcf2da7590,B3_weighted,0.0,0.0,0.0,0.0,0.0,0.0,1.0,132,4,132,0,0,0.0,4,75.22540003992617,9.487999835982919,54.935800144448876,139.64920002035797,132,132
validation,qasper,1810.08699:1f085b9bb7bfd0d6c8cba1a9d73f08fcf2da7590,B4_approx,0.0,0.0,0.0,0.0,0.0,0.0,1.0,132,4,132,0,0,0.0,4,76.70419989153743,7.962699979543686,50.111599965021014,134.77849983610213,132,132
validation,qasper,1810.08699:1f085b9bb7bfd0d6c8cba1a9d73f08fcf2da7590,H1_union,0.0,0.0,0.0,0.0,0.0,0.0,1.0,132,4,132,0,0,0.0,4,61.9359000120312,9.986500022932887,47.915699891746044,119.83809992671013,132,132
validation,qasper,1810.08699:1f085b9bb7bfd0d6c8cba1a9d73f08fcf2da7590,H2_token_semantic,0.0,0.0,0.0,0.0,0.0,0.0,1.0,132,4,132,0,0,0.0,4,76.4603998977691,7.062399992719293,48.4633999876678,131.98619987815619,132,132
validation,qasper,1810.08699:1f085b9bb7bfd0d6c8cba1a9d73f08fcf2da7590,H3_semantic_token,0.0,0.0,0.0,0.0,0.0,0.0,1.0,132,4,132,0,0,0.0,4,86.319699883461,10.708799818530679,47.007699962705374,144.03619966469705,132,132
validation,qasper,1810.08699:1f085b9bb7bfd0d6c8cba1a9d73f08fcf2da7590,H4_cascade,0.0,0.0,0.0,0.0,0.0,0.0,1.0,132,4,132,0,0,0.0,4,69.00490005500615,10.507100028917193,60.63459999859333,140.14660008251667,132,132
validation,qasper,1810.08699:1f085b9bb7bfd0d6c8cba1a9d73f08fcf2da7590,H5_iterative_hybrid,0.0,0.0,0.0,0.0,0.0,0.0,1.0,132,4,132,0,0,0.0,4,232.49129997566342,11.55659998767078,39.716900093480945,283.76480005681515,396,396
validation,qasper,1810.08699:1f085b9bb7bfd0d6c8cba1a9d73f08fcf2da7590,A1_broad_semantic,0.0,0.0,0.0,0.0,0.0,0.0,1.0,132,8,132,0,0,0.0,8,1.717700157314539,6.274800049141049,0.0,7.992500206455588,132,0
validation,qasper,1810.08699:1f085b9bb7bfd0d6c8cba1a9d73f08fcf2da7590,O1_oracle,0.4,1.0,1.0,1.0,1.0,0.0,0.6,132,4,132,0,0,0.0,0,0.08860020898282528,7.5072001200169325,0.0,7.595800328999758,0,0
validation,qasper,1907.09369:fd2c6c26fd0ab3c10aae4f2550c5391576a77491,B0_gist,1.0,0.25,0.5,0.6309297535714575,1.0,1.0,0.0,104,4,104,0,0,0.0,3,2.091399859637022,8.478600066155195,0.0,10.569999925792217,104,0
validation,qasper,1907.09369:fd2c6c26fd0ab3c10aae4f2550c5391576a77491,B1_bm25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,104,4,104,0,0,0.0,4,207.73869985714555,8.437700103968382,46.25850007869303,262.43490003980696,104,104
validation,qasper,1907.09369:fd2c6c26fd0ab3c10aae4f2550c5391576a77491,B2_exact,1.0,0.25,1.0,1.0,1.0,1.0,0.0,104,4,104,0,0,0.0,3,56.47619999945164,5.123400129377842,35.632200073450804,97.23180020228028,104,104
validation,qasper,1907.09369:fd2c6c26fd0ab3c10aae4f2550c5391576a77491,B3_weighted,0.0,0.0,0.0,0.0,0.0,0.0,1.0,104,4,104,0,0,0.0,4,42.06379991956055,6.9974001962691545,37.29370003566146,86.35490015149117,104,104
validation,qasper,1907.09369:fd2c6c26fd0ab3c10aae4f2550c5391576a77491,B4_approx,0.0,0.0,0.0,0.0,0.0,0.0,1.0,104,4,104,0,0,0.0,4,57.12949996814132,4.6316999942064285,32.95290004462004,94.71410000696778,104,104
validation,qasper,1907.09369:fd2c6c26fd0ab3c10aae4f2550c5391576a77491,H1_union,1.0,0.25,0.5,0.6309297535714575,1.0,1.0,0.0,104,4,104,0,0,0.0,3,58.35280008614063,7.29390000924468,26.307399850338697,91.95409994572401,104,104
validation,qasper,1907.09369:fd2c6c26fd0ab3c10aae4f2550c5391576a77491,H2_token_semantic,0.0,0.0,0.0,0.0,0.0,0.0,1.0,104,4,104,0,0,0.0,4,43.18249993957579,6.279699970036745,39.05799984931946,88.520199758932,104,104
validation,qasper,1907.09369:fd2c6c26fd0ab3c10aae4f2550c5391576a77491,H3_semantic_token,0.0,0.0,0.0,0.0,0.0,0.0,1.0,104,4,104,0,0,0.0,4,55.125600192695856,8.07309988886118,50.0904000364244,113.28910011798143,104,104
validation,qasper,1907.09369:fd2c6c26fd0ab3c10aae4f2550c5391576a77491,H4_cascade,1.0,0.25,0.5,0.6309297535714575,1.0,1.0,0.0,104,4,104,0,0,0.0,3,55.766599951311946,7.899000076577067,35.11519986204803,98.78079988993704,104,104
validation,qasper,1907.09369:fd2c6c26fd0ab3c10aae4f2550c5391576a77491,H5_iterative_hybrid,0.0,0.0,0.0,0.0,0.0,0.0,1.0,104,4,104,0,0,0.0,4,175.9073999710381,7.306999992579222,34.08949985168874,217.30389981530607,312,312
validation,qasper,1907.09369:fd2c6c26fd0ab3c10aae4f2550c5391576a77491,A1_broad_semantic,1.0,0.125,0.5,0.6309297535714575,1.0,1.0,0.0,104,8,104,0,0,0.0,7,2.054499927908182,4.924900131300092,0.0,6.979400059208274,104,0
validation,qasper,1907.09369:fd2c6c26fd0ab3c10aae4f2550c5391576a77491,O1_oracle,1.0,1.0,1.0,1.0,1.0,1.0,0.0,104,1,104,0,0,0.0,0,0.03800005652010441,5.9541999362409115,0.0,5.992199992761016,0,0
validation,qasper,1804.07789:cb6a8c642575d3577d1840ca2f4cd2cc2c3397c5,B0_gist,0.0,0.0,0.0,0.0,0.0,0.0,1.0,191,4,191,0,0,0.0,4,1.6304000746458769,8.439800003543496,0.0,10.070200078189373,191,0
validation,qasper,1804.07789:cb6a8c642575d3577d1840ca2f4cd2cc2c3397c5,B1_bm25,0.14285714285714285,0.25,1.0,0.3903800499921017,1.0,0.0,0.8571428571428572,191,4,191,0,0,0.0,3,58.75759990885854,12.454599840566516,59.011700097471476,130.22389984689653,191,191
validation,qasper,1804.07789:cb6a8c642575d3577d1840ca2f4cd2cc2c3397c5,B2_exact,0.2857142857142857,0.5,0.5,0.44149241373678083,1.0,0.0,0.7142857142857143,191,4,191,0,0,0.0,2,55.79010001383722,11.77569990977645,74.67830018140376,142.24410010501742,191,191
validation,qasper,1804.07789:cb6a8c642575d3577d1840ca2f4cd2cc2c3397c5,B3_weighted,0.14285714285714285,0.25,0.5,0.24630238874073,1.0,0.0,0.8571428571428572,191,4,191,0,0,0.0,3,77.86580012179911,15.215500025078654,66.09550002031028,159.17680016718805,191,191
validation,qasper,1804.07789:cb6a8c642575d3577d1840ca2f4cd2cc2c3397c5,B4_approx,0.14285714285714285,0.25,0.5,0.24630238874073,1.0,0.0,0.8571428571428572,191,4,191,0,0,0.0,3,59.353800024837255,14.757399912923574,52.78240004554391,126.89359998330474,191,191
validation,qasper,1804.07789:cb6a8c642575d3577d1840ca2f4cd2cc2c3397c5,H1_union,0.0,0.0,0.0,0.0,0.0,0.0,1.0,191,4,191,0,0,0.0,4,74.66299994848669,8.452600101009011,71.60030002705753,154.71590007655323,191,191
validation,qasper,1804.07789:cb6a8c642575d3577d1840ca2f4cd2cc2c3397c5,H2_token_semantic,0.14285714285714285,0.25,0.25,0.16812753627111746,1.0,0.0,0.8571428571428572,191,4,191,0,0,0.0,3,56.92779994569719,10.360399959608912,61.133400071412325,128.42159997671843,191,191
validation,qasper,1804.07789:cb6a8c642575d3577d1840ca2f4cd2cc2c3397c5,H3_semantic_token,0.0,0.0,0.0,0.0,0.0,0.0,1.0,191,4,191,0,0,0.0,4,56.069400161504745,8.438399992883205,65.72369998320937,130.23150013759732,191,191
validation,qasper,1804.07789:cb6a8c642575d3577d1840ca2f4cd2cc2c3397c5,H4_cascade,0.2857142857142857,0.5,0.5,0.44149241373678083,1.0,0.0,0.7142857142857143,191,4,191,0,0,0.0,2,63.010600162670016,8.835900109261274,54.0805000346154,125.92700030654669,191,191
validation,qasper,1804.07789:cb6a8c642575d3577d1840ca2f4cd2cc2c3397c5,H5_iterative_hybrid,0.0,0.0,0.0,0.0,0.0,0.0,1.0,191,4,191,0,0,0.0,4,306.67750001884997,8.385600056499243,63.53659997694194,378.59970005229115,573,573
validation,qasper,1804.07789:cb6a8c642575d3577d1840ca2f4cd2cc2c3397c5,A1_broad_semantic,0.0,0.0,0.0,0.0,0.0,0.0,1.0,191,8,191,0,0,0.0,8,2.3944000713527203,8.74299998395145,0.0,11.13740005530417,191,0
validation,qasper,1804.07789:cb6a8c642575d3577d1840ca2f4cd2cc2c3397c5,O1_oracle,0.5714285714285714,1.0,1.0,1.0,1.0,0.0,0.4285714285714286,191,4,191,0,0,0.0,0,0.05219993181526661,8.53720004670322,0.0,8.589399978518486,0,0
test,hotpotqa,5adc3aff5542996e685252eb,B0_gist,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39,4,39,0,0,0.0,4,1.4579000417143106,1.811400055885315,0.0,3.2693000975996256,39,0
test,hotpotqa,5adc3aff5542996e685252eb,B1_bm25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39,4,39,0,0,0.0,4,34.537100000306964,2.778099849820137,9.780999971553683,47.096199821680784,39,39
test,hotpotqa,5adc3aff5542996e685252eb,B2_exact,0.5,0.5,0.3333333333333333,0.36331756126716835,1.0,0.0,0.5,39,4,39,0,0,0.0,2,27.373200049623847,1.9563999958336353,9.233799995854497,38.56340004131198,39,39
test,hotpotqa,5adc3aff5542996e685252eb,B3_weighted,0.5,0.5,0.3333333333333333,0.36331756126716835,1.0,0.0,0.5,39,4,39,0,0,0.0,2,25.393199874088168,2.0308999810367823,10.423700092360377,37.84779994748533,39,39
test,hotpotqa,5adc3aff5542996e685252eb,B4_approx,0.25,0.25,0.5,0.24630238874073,1.0,0.0,0.75,39,4,39,0,0,0.0,3,26.665600016713142,2.0222000312060118,10.439899982884526,39.12770003080368,39,39
test,hotpotqa,5adc3aff5542996e685252eb,H1_union,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39,4,39,0,0,0.0,4,31.372400000691414,4.004299873486161,13.440399896353483,48.81709977053106,39,39
test,hotpotqa,5adc3aff5542996e685252eb,H2_token_semantic,0.25,0.25,0.3333333333333333,0.19519002499605084,1.0,0.0,0.75,39,4,39,0,0,0.0,3,29.514600057154894,1.9783999305218458,15.90789994224906,47.4008999299258,39,39
test,hotpotqa,5adc3aff5542996e685252eb,H3_semantic_token,0.25,0.25,0.3333333333333333,0.19519002499605084,1.0,0.0,0.75,39,4,39,0,0,0.0,3,25.437100091949105,1.945100026205182,11.28110010176897,38.66330021992326,39,39
test,hotpotqa,5adc3aff5542996e685252eb,H4_cascade,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39,4,39,0,0,0.0,4,31.555599998682737,3.006200073286891,9.726200019940734,44.28800009191036,39,39
test,hotpotqa,5adc3aff5542996e685252eb,H5_iterative_hybrid,0.25,0.25,0.25,0.16812753627111746,1.0,0.0,0.75,39,4,39,0,0,0.0,3,77.41019991226494,2.539200009778142,8.876000065356493,88.82539998739958,117,117
test,hotpotqa,5adc3aff5542996e685252eb,A1_broad_semantic,0.25,0.125,0.2,0.15101961822780524,1.0,0.0,0.75,39,8,39,0,0,0.0,7,1.5088000800460577,3.4931001719087362,0.0,5.001900251954794,39,0
test,hotpotqa,5adc3aff5542996e685252eb,O1_oracle,1.0,1.0,1.0,1.0,1.0,1.0,0.0,39,4,39,0,0,0.0,0,0.014999881386756897,1.7834999598562717,0.0,1.7984998412430286,0,0
test,hotpotqa,5ab56db7554299494045efc6,B0_gist,0.25,0.25,0.25,0.16812753627111746,1.0,0.0,0.75,40,4,40,0,0,0.0,3,1.160199986770749,1.839200034737587,0.0,2.999400021508336,40,0
test,hotpotqa,5ab56db7554299494045efc6,B1_bm25,0.25,0.25,1.0,0.3903800499921017,1.0,0.0,0.75,40,4,40,0,0,0.0,3,41.53489996679127,1.7853998579084873,11.11319987103343,54.43349969573319,40,40
test,hotpotqa,5ab56db7554299494045efc6,B2_exact,0.75,0.75,1.0,0.8318724637288826,1.0,0.0,0.25,40,4,40,0,0,0.0,1,48.291999846696854,1.9853999838232994,10.157000040635467,60.43439987115562,40,40
test,hotpotqa,5ab56db7554299494045efc6,B3_weighted,0.75,0.75,1.0,0.8318724637288826,1.0,0.0,0.25,40,4,40,0,0,0.0,1,40.70829995907843,3.506600158289075,18.0269000120461,62.241800129413605,40,40
test,hotpotqa,5ab56db7554299494045efc6,B4_approx,0.75,0.75,1.0,0.8318724637288826,1.0,0.0,0.25,40,4,40,0,0,0.0,1,44.4736999925226,1.9712999928742647,11.285800021141768,57.73080000653863,40,40
test,hotpotqa,5ab56db7554299494045efc6,H1_union,0.75,0.75,1.0,0.8318724637288826,1.0,0.0,0.25,40,4,40,0,0,0.0,1,27.39159995689988,2.098199911415577,10.73280000127852,40.22259986959398,40,40
test,hotpotqa,5ab56db7554299494045efc6,H2_token_semantic,0.75,0.75,1.0,0.8318724637288826,1.0,0.0,0.25,40,4,40,0,0,0.0,1,33.32409984432161,3.0879999976605177,17.1233001165092,53.535399958491325,40,40
test,hotpotqa,5ab56db7554299494045efc6,H3_semantic_token,0.75,0.75,1.0,0.8318724637288826,1.0,0.0,0.25,40,4,40,0,0,0.0,1,40.51070008426905,3.703600028529763,17.86680007353425,62.08110018633306,40,40
test,hotpotqa,5ab56db7554299494045efc6,H4_cascade,0.75,0.75,1.0,0.8318724637288826,1.0,0.0,0.25,40,4,40,0,0,0.0,1,32.23370015621185,3.2601000275462866,13.268999988213181,48.76280017197132,40,40
test,hotpotqa,5ab56db7554299494045efc6,H5_iterative_hybrid,0.75,0.75,1.0,0.8318724637288826,1.0,0.0,0.25,40,4,40,0,0,0.0,1,80.50539996474981,2.492399886250496,10.480800177901983,93.47860002890229,120,120
test,hotpotqa,5ab56db7554299494045efc6,A1_broad_semantic,0.5,0.25,0.25,0.29127873064148246,1.0,0.0,0.5,40,8,40,0,0,0.0,6,1.4018998481333256,2.038600156083703,0.0,3.4405000042170286,40,0
test,hotpotqa,5ab56db7554299494045efc6,O1_oracle,1.0,1.0,1.0,1.0,1.0,1.0,0.0,40,4,40,0,0,0.0,0,0.014999881386756897,1.74809992313385,0.0,1.763099804520607,0,0
