any_evidence,budget,candidate_chunks,chain_completion,condition,dataset,depth,evidence_coverage,exact_evidence_identity,example_id,fraction,frontier_projection,gist_comparisons,materialized_kv_fraction,materialized_kv_tokens,routing_seconds,seed,unique_selected_chunks
1.0,15,47,0.0,chunk_closure_query_frontier,hotpotqa,2,0.5,0.0,5a80d6be55429938b6142206,0.3,query,423,0.3048200950441276,449,0.05149639997398481,37,15
0.0,3,51,0.0,one_shot,hotpotqa,1,0.0,0.0,5ab88c075542991b5579efbe,0.05,memory,51,0.05896805896805897,96,0.007614300004206598,37,3
0.0,3,51,0.0,chunk_closure_memory_frontier,hotpotqa,2,0.0,0.0,5ab88c075542991b5579efbe,0.05,memory,153,0.05896805896805897,96,0.013878000027034432,37,3
0.0,3,51,0.0,chunk_closure_query_frontier,hotpotqa,2,0.0,0.0,5ab88c075542991b5579efbe,0.05,query,153,0.05896805896805897,96,0.015856600017286837,37,3
0.0,6,51,0.0,one_shot,hotpotqa,1,0.0,0.0,5ab88c075542991b5579efbe,0.1,memory,51,0.11793611793611794,192,0.01037279999582097,37,6
0.0,6,51,0.0,chunk_closure_memory_frontier,hotpotqa,2,0.0,0.0,5ab88c075542991b5579efbe,0.1,memory,204,0.11793611793611794,192,0.021573000005446374,37,6
1.0,6,51,0.0,chunk_closure_query_frontier,hotpotqa,2,0.25,0.0,5ab88c075542991b5579efbe,0.1,query,204,0.11793611793611794,192,0.019527300028130412,37,6
1.0,11,51,0.0,one_shot,hotpotqa,1,0.25,0.0,5ab88c075542991b5579efbe,0.2,memory,51,0.21621621621621623,352,0.009663600008934736,37,11
1.0,11,51,0.0,chunk_closure_memory_frontier,hotpotqa,2,0.25,0.0,5ab88c075542991b5579efbe,0.2,memory,357,0.21621621621621623,352,0.031870200007688254,37,11
1.0,11,51,0.0,chunk_closure_query_frontier,hotpotqa,2,0.25,0.0,5ab88c075542991b5579efbe,0.2,query,357,0.21621621621621623,352,0.034076199983246624,37,11
1.0,16,51,0.0,one_shot,hotpotqa,1,0.5,0.0,5ab88c075542991b5579efbe,0.3,memory,51,0.3144963144963145,512,0.014911799982655793,37,16
1.0,16,51,0.0,chunk_closure_memory_frontier,hotpotqa,2,0.5,0.0,5ab88c075542991b5579efbe,0.3,memory,459,0.3144963144963145,512,0.055286499962676316,37,16
1.0,16,51,0.0,chunk_closure_query_frontier,hotpotqa,2,0.5,0.0,5ab88c075542991b5579efbe,0.3,query,459,0.3144963144963145,512,0.04863099998328835,37,16
0.0,2,40,0.0,one_shot,hotpotqa,1,0.0,0.0,5a714b645542994082a3e78b,0.05,memory,40,0.05075337034099921,64,0.008094199991319329,37,2
0.0,2,40,0.0,chunk_closure_memory_frontier,hotpotqa,2,0.0,0.0,5a714b645542994082a3e78b,0.05,memory,80,0.05075337034099921,64,0.009888500033412129,37,2
0.0,2,40,0.0,chunk_closure_query_frontier,hotpotqa,2,0.0,0.0,5a714b645542994082a3e78b,0.05,query,80,0.05075337034099921,64,0.007224500004667789,37,2
0.0,4,40,0.0,one_shot,hotpotqa,1,0.0,0.0,5a714b645542994082a3e78b,0.1,memory,40,0.10150674068199841,128,0.008416199998464435,37,4
0.0,4,40,0.0,chunk_closure_memory_frontier,hotpotqa,2,0.0,0.0,5a714b645542994082a3e78b,0.1,memory,120,0.10150674068199841,128,0.016765600012149662,37,4
0.0,4,40,0.0,chunk_closure_query_frontier,hotpotqa,2,0.0,0.0,5a714b645542994082a3e78b,0.1,query,120,0.10150674068199841,128,0.014267600025050342,37,4
1.0,8,40,0.0,one_shot,hotpotqa,1,0.2,0.0,5a714b645542994082a3e78b,0.2,memory,40,0.20301348136399683,256,0.008720899990294129,37,8
1.0,8,40,0.0,chunk_closure_memory_frontier,hotpotqa,2,0.2,0.0,5a714b645542994082a3e78b,0.2,memory,200,0.20301348136399683,256,0.025543600029777735,37,8
1.0,8,40,0.0,chunk_closure_query_frontier,hotpotqa,2,0.2,0.0,5a714b645542994082a3e78b,0.2,query,200,0.20301348136399683,256,0.02677679999032989,37,8
1.0,12,40,1.0,one_shot,hotpotqa,1,0.6,0.0,5a714b645542994082a3e78b,0.3,memory,40,0.3045202220459952,384,0.018154899997171015,37,12
1.0,12,40,0.0,chunk_closure_memory_frontier,hotpotqa,2,0.4,0.0,5a714b645542994082a3e78b,0.3,memory,280,0.3045202220459952,384,0.04181069997139275,37,12
1.0,12,40,0.0,chunk_closure_query_frontier,hotpotqa,2,0.4,0.0,5a714b645542994082a3e78b,0.3,query,280,0.3045202220459952,384,0.043562999984715134,37,12
1.0,4,62,0.0,one_shot,hotpotqa,1,0.16666666666666666,0.0,5abce85755429959677d6b3e,0.05,memory,62,0.0652395514780836,128,0.010384299966972321,37,4
1.0,4,62,0.0,chunk_closure_memory_frontier,hotpotqa,2,0.16666666666666666,0.0,5abce85755429959677d6b3e,0.05,memory,186,0.0652395514780836,128,0.01645330002065748,37,4
1.0,4,62,0.0,chunk_closure_query_frontier,hotpotqa,2,0.16666666666666666,0.0,5abce85755429959677d6b3e,0.05,query,186,0.0652395514780836,128,0.014462099992670119,37,4
1.0,7,62,0.0,one_shot,hotpotqa,1,0.16666666666666666,0.0,5abce85755429959677d6b3e,0.1,memory,62,0.11416921508664628,224,0.00882450002245605,37,7
1.0,7,62,0.0,chunk_closure_memory_frontier,hotpotqa,2,0.16666666666666666,0.0,5abce85755429959677d6b3e,0.1,memory,310,0.11416921508664628,224,0.023112300026696175,37,7
1.0,7,62,0.0,chunk_closure_query_frontier,hotpotqa,2,0.16666666666666666,0.0,5abce85755429959677d6b3e,0.1,query,310,0.11416921508664628,224,0.02383610000833869,37,7
1.0,13,62,0.0,one_shot,hotpotqa,1,0.16666666666666666,0.0,5abce85755429959677d6b3e,0.2,memory,62,0.21202854230377166,416,0.009648900013417006,37,13
1.0,13,62,1.0,chunk_closure_memory_frontier,hotpotqa,2,0.3333333333333333,0.0,5abce85755429959677d6b3e,0.2,memory,496,0.21202854230377166,416,0.043072399974334985,37,13
1.0,13,62,0.0,chunk_closure_query_frontier,hotpotqa,2,0.16666666666666666,0.0,5abce85755429959677d6b3e,0.2,query,496,0.21202854230377166,416,0.051796200044918805,37,13
1.0,19,62,1.0,one_shot,hotpotqa,1,0.3333333333333333,0.0,5abce85755429959677d6b3e,0.3,memory,62,0.30988786952089703,608,0.018897300004027784,37,19
1.0,19,62,1.0,chunk_closure_memory_frontier,hotpotqa,2,0.3333333333333333,0.0,5abce85755429959677d6b3e,0.3,memory,682,0.30988786952089703,608,0.06906419998267666,37,19
1.0,19,62,1.0,chunk_closure_query_frontier,hotpotqa,2,0.3333333333333333,0.0,5abce85755429959677d6b3e,0.3,query,682,0.30988786952089703,608,0.06101740000303835,37,19
1.0,9,176,1.0,one_shot,qasper,1,1.0,1.0,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.05,memory,176,0.05115452930728242,288,0.010163500031922013,37,9
1.0,9,176,1.0,chunk_closure_memory_frontier,qasper,2,1.0,1.0,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.05,memory,1056,0.05115452930728242,288,0.0336515000090003,37,9
1.0,9,176,1.0,chunk_closure_query_frontier,qasper,2,1.0,1.0,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.05,query,1056,0.05115452930728242,288,0.028288000030443072,37,9
1.0,18,176,1.0,one_shot,qasper,1,1.0,1.0,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.1,memory,176,0.10230905861456484,576,0.014360299974214286,37,18
1.0,18,176,1.0,chunk_closure_memory_frontier,qasper,2,1.0,1.0,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.1,memory,1760,0.10230905861456484,576,0.055753500026185066,37,18
1.0,18,176,1.0,chunk_closure_query_frontier,qasper,2,1.0,1.0,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.1,query,1760,0.10230905861456484,576,0.05632060003699735,37,18
1.0,36,176,1.0,one_shot,qasper,1,1.0,1.0,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.2,memory,176,0.20461811722912968,1152,0.02355149999493733,37,36
1.0,36,176,1.0,chunk_closure_memory_frontier,qasper,2,1.0,1.0,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.2,memory,3344,0.20461811722912968,1152,0.16821700002765283,37,36
1.0,36,176,1.0,chunk_closure_query_frontier,qasper,2,1.0,1.0,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.2,query,3344,0.20461811722912968,1152,0.1587184999953024,37,36
1.0,53,176,1.0,one_shot,qasper,1,1.0,1.0,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.3,memory,176,0.30124333925399643,1696,0.03629630000796169,37,53
1.0,53,176,1.0,chunk_closure_memory_frontier,qasper,2,1.0,1.0,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.3,memory,4928,0.30124333925399643,1696,0.3400649999966845,37,53
1.0,53,176,1.0,chunk_closure_query_frontier,qasper,2,1.0,1.0,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.3,query,4928,0.30124333925399643,1696,0.3434245999669656,37,53
1.0,6,112,1.0,one_shot,qasper,1,0.2857142857142857,0.0,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,0.05,memory,112,0.05385694249649369,192,0.011509900039527565,37,6
1.0,6,112,1.0,chunk_closure_memory_frontier,qasper,2,0.14285714285714285,0.0,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,0.05,memory,448,0.05385694249649369,192,0.02440339996246621,37,6
1.0,6,112,1.0,chunk_closure_query_frontier,qasper,2,0.2857142857142857,0.0,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,0.05,query,448,0.05385694249649369,192,0.020375399966724217,37,6
1.0,12,112,1.0,one_shot,qasper,1,0.2857142857142857,0.0,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,0.1,memory,112,0.10771388499298738,384,0.011414600012358278,37,12
1.0,12,112,1.0,chunk_closure_memory_frontier,qasper,2,0.2857142857142857,0.0,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,0.1,memory,784,0.10771388499298738,384,0.03790689999004826,37,12
1.0,12,112,1.0,chunk_closure_query_frontier,qasper,2,0.2857142857142857,0.0,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,0.1,query,784,0.10771388499298738,384,0.03341119998367503,37,12
1.0,23,112,1.0,one_shot,qasper,1,0.42857142857142855,0.0,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,0.2,memory,112,0.2064516129032258,736,0.016156399971805513,37,23
1.0,23,112,1.0,chunk_closure_memory_frontier,qasper,2,0.42857142857142855,0.0,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,0.2,memory,1456,0.2064516129032258,736,0.0857067999895662,37,23
1.0,23,112,1.0,chunk_closure_query_frontier,qasper,2,0.5714285714285714,0.0,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,0.2,query,1456,0.2064516129032258,736,0.07861749996664003,37,23
1.0,34,112,1.0,one_shot,qasper,1,0.7142857142857143,0.0,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,0.3,memory,112,0.3051893408134642,1088,0.023485199955757707,37,34
1.0,34,112,1.0,chunk_closure_memory_frontier,qasper,2,0.5714285714285714,0.0,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,0.3,memory,2016,0.3051893408134642,1088,0.14423299999907613,37,34
1.0,34,112,1.0,chunk_closure_query_frontier,qasper,2,0.7142857142857143,0.0,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,0.3,query,2016,0.3051893408134642,1088,0.15117650001775473,37,34
1.0,9,161,1.0,one_shot,qasper,1,0.07692307692307693,0.0,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,0.05,memory,161,0.055933190910856474,288,0.009318900003563613,37,9
0.0,9,161,0.0,chunk_closure_memory_frontier,qasper,2,0.0,0.0,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,0.05,memory,966,0.055933190910856474,288,0.02643170004012063,37,9
0.0,9,161,0.0,chunk_closure_query_frontier,qasper,2,0.0,0.0,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,0.05,query,966,0.055933190910856474,288,0.02576380001846701,37,9
1.0,17,161,1.0,one_shot,qasper,1,0.15384615384615385,0.0,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,0.1,memory,161,0.1056515828316178,544,0.01498800003901124,37,17
1.0,17,161,1.0,chunk_closure_memory_frontier,qasper,2,0.07692307692307693,0.0,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,0.1,memory,1610,0.1056515828316178,544,0.05910439998842776,37,17
1.0,17,161,1.0,chunk_closure_query_frontier,qasper,2,0.15384615384615385,0.0,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,0.1,query,1610,0.1056515828316178,544,0.06593320000683889,37,17
1.0,33,161,1.0,one_shot,qasper,1,0.3076923076923077,0.0,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,0.2,memory,161,0.20508836667314043,1056,0.023457400035113096,37,33
1.0,33,161,1.0,chunk_closure_memory_frontier,qasper,2,0.15384615384615385,0.0,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,0.2,memory,2898,0.20508836667314043,1056,0.13915000000270084,37,33
1.0,33,161,1.0,chunk_closure_query_frontier,qasper,2,0.15384615384615385,0.0,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,0.2,query,2898,0.20508836667314043,1056,0.14404250000370666,37,33
1.0,49,161,1.0,one_shot,qasper,1,0.38461538461538464,0.0,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,0.3,memory,161,0.30452515051466306,1568,0.031486400053836405,37,49
1.0,49,161,1.0,chunk_closure_memory_frontier,qasper,2,0.3076923076923077,0.0,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,0.3,memory,4186,0.30452515051466306,1568,0.26850930001819506,37,49
1.0,49,161,1.0,chunk_closure_query_frontier,qasper,2,0.3076923076923077,0.0,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,0.3,query,4186,0.30452515051466306,1568,0.2669558000052348,37,49
1.0,5,94,1.0,one_shot,qasper,1,0.14285714285714285,0.0,1808.10245:da9c0637623885afaf023a319beee87898948fe9,0.05,memory,94,0.053351117039013005,160,0.00875759997870773,37,5
1.0,5,94,1.0,chunk_closure_memory_frontier,qasper,2,0.2857142857142857,0.0,1808.10245:da9c0637623885afaf023a319beee87898948fe9,0.05,memory,376,0.053351117039013005,160,0.01862659998005256,37,5
1.0,5,94,1.0,chunk_closure_query_frontier,qasper,2,0.2857142857142857,0.0,1808.10245:da9c0637623885afaf023a319beee87898948fe9,0.05,query,376,0.053351117039013005,160,0.02215159998741001,37,5
1.0,10,94,1.0,one_shot,qasper,1,0.42857142857142855,0.0,1808.10245:da9c0637623885afaf023a319beee87898948fe9,0.1,memory,94,0.10670223407802601,320,0.010811600019223988,37,10
1.0,10,94,1.0,chunk_closure_memory_frontier,qasper,2,0.42857142857142855,0.0,1808.10245:da9c0637623885afaf023a319beee87898948fe9,0.1,memory,564,0.10670223407802601,320,0.032105499994941056,37,10
1.0,10,94,1.0,chunk_closure_query_frontier,qasper,2,0.5714285714285714,0.0,1808.10245:da9c0637623885afaf023a319beee87898948fe9,0.1,query,564,0.10670223407802601,320,0.027291599952150136,37,10
1.0,19,94,1.0,one_shot,qasper,1,0.5714285714285714,0.0,1808.10245:da9c0637623885afaf023a319beee87898948fe9,0.2,memory,94,0.20273424474824941,608,0.01676420000148937,37,19
1.0,19,94,1.0,chunk_closure_memory_frontier,qasper,2,0.5714285714285714,0.0,1808.10245:da9c0637623885afaf023a319beee87898948fe9,0.2,memory,1034,0.20273424474824941,608,0.07179090002318844,37,19
1.0,19,94,1.0,chunk_closure_query_frontier,qasper,2,0.7142857142857143,0.0,1808.10245:da9c0637623885afaf023a319beee87898948fe9,0.2,query,1034,0.20273424474824941,608,0.06823520001489669,37,19
1.0,29,94,1.0,one_shot,qasper,1,0.7142857142857143,0.0,1808.10245:da9c0637623885afaf023a319beee87898948fe9,0.3,memory,94,0.30943647882627545,928,0.02336520003154874,37,29
1.0,29,94,1.0,chunk_closure_memory_frontier,qasper,2,0.7142857142857143,0.0,1808.10245:da9c0637623885afaf023a319beee87898948fe9,0.3,memory,1504,0.30943647882627545,928,0.11374850000720471,37,29
1.0,29,94,1.0,chunk_closure_query_frontier,qasper,2,1.0,1.0,1808.10245:da9c0637623885afaf023a319beee87898948fe9,0.3,query,1504,0.30943647882627545,928,0.12060969998128712,37,29
1.0,6,109,1.0,one_shot,qasper,1,1.0,1.0,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,0.05,memory,109,0.05510907003444317,192,0.007376699999440461,37,6
0.0,6,109,0.0,chunk_closure_memory_frontier,qasper,2,0.0,0.0,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,0.05,memory,436,0.05510907003444317,192,0.01773320004576817,37,6
1.0,6,109,1.0,chunk_closure_query_frontier,qasper,2,1.0,1.0,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,0.05,query,436,0.05510907003444317,192,0.022007299994584173,37,6
1.0,11,109,1.0,one_shot,qasper,1,1.0,1.0,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,0.1,memory,109,0.1010332950631458,352,0.011571499984711409,37,11
1.0,11,109,1.0,chunk_closure_memory_frontier,qasper,2,1.0,1.0,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,0.1,memory,763,0.1010332950631458,352,0.036824499955400825,37,11
1.0,11,109,1.0,chunk_closure_query_frontier,qasper,2,1.0,1.0,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,0.1,query,763,0.1010332950631458,352,0.0350470999837853,37,11
1.0,22,109,1.0,one_shot,qasper,1,1.0,1.0,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,0.2,memory,109,0.2020665901262916,704,0.017169900005683303,37,22
1.0,22,109,1.0,chunk_closure_memory_frontier,qasper,2,1.0,1.0,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,0.2,memory,1308,0.2020665901262916,704,0.07413929997710511,37,22
1.0,22,109,1.0,chunk_closure_query_frontier,qasper,2,1.0,1.0,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,0.2,query,1308,0.20091848450057406,700,0.2013392000226304,37,22
1.0,33,109,1.0,one_shot,qasper,1,1.0,1.0,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,0.3,memory,109,0.3030998851894374,1056,0.02247309999074787,37,33
1.0,33,109,1.0,chunk_closure_memory_frontier,qasper,2,1.0,1.0,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,0.3,memory,1962,0.3030998851894374,1056,0.1549531999626197,37,33
1.0,33,109,1.0,chunk_closure_query_frontier,qasper,2,1.0,1.0,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,0.3,query,1962,0.3019517795637199,1052,0.13276070001302287,37,33
1.0,7,127,1.0,one_shot,qasper,1,0.06666666666666667,0.0,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,0.05,memory,127,0.055131676101402904,224,0.009786800015717745,37,7
1.0,7,127,1.0,chunk_closure_memory_frontier,qasper,2,0.06666666666666667,0.0,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,0.05,memory,635,0.055131676101402904,224,0.022443200054112822,37,7
1.0,7,127,1.0,chunk_closure_query_frontier,qasper,2,0.06666666666666667,0.0,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,0.05,query,635,0.055131676101402904,224,0.024853500013705343,37,7
1.0,13,127,1.0,one_shot,qasper,1,0.06666666666666667,0.0,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,0.1,memory,127,0.10238739847403397,416,0.010876199987251312,37,13
1.0,13,127,1.0,chunk_closure_memory_frontier,qasper,2,0.13333333333333333,0.0,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,0.1,memory,1016,0.10238739847403397,416,0.03896460001124069,37,13
1.0,13,127,1.0,chunk_closure_query_frontier,qasper,2,0.06666666666666667,0.0,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,0.1,query,1016,0.10238739847403397,416,0.039592200017068535,37,13
1.0,26,127,1.0,one_shot,qasper,1,0.2,0.0,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,0.2,memory,127,0.20477479694806794,832,0.019535300030838698,37,26
1.0,26,127,1.0,chunk_closure_memory_frontier,qasper,2,0.2,0.0,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,0.2,memory,1778,0.20477479694806794,832,0.08974780002608895,37,26
1.0,26,127,1.0,chunk_closure_query_frontier,qasper,2,0.2,0.0,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,0.2,query,1778,0.20477479694806794,832,0.1027716999524273,37,26
1.0,39,127,1.0,one_shot,qasper,1,0.4666666666666667,0.0,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,0.3,memory,127,0.3071621954221019,1248,0.034696799993980676,37,39
1.0,39,127,1.0,chunk_closure_memory_frontier,qasper,2,0.26666666666666666,0.0,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,0.3,memory,2667,0.3071621954221019,1248,0.20939450000878423,37,39
1.0,39,127,1.0,chunk_closure_query_frontier,qasper,2,0.26666666666666666,0.0,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,0.3,query,2667,0.3071621954221019,1248,0.19006620004074648,37,39
1.0,5,88,1.0,one_shot,qasper,1,0.125,0.0,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,0.05,memory,88,0.057000356252226575,160,0.010945699992589653,37,5
1.0,5,88,1.0,chunk_closure_memory_frontier,qasper,2,0.25,0.0,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,0.05,memory,352,0.057000356252226575,160,0.022304899990558624,37,5
1.0,5,88,1.0,chunk_closure_query_frontier,qasper,2,0.125,0.0,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,0.05,query,352,0.057000356252226575,160,0.023552600003313273,37,5
1.0,9,88,1.0,one_shot,qasper,1,0.375,0.0,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,0.1,memory,88,0.10260064125400783,288,0.012554499960970134,37,9
1.0,9,88,1.0,chunk_closure_memory_frontier,qasper,2,0.25,0.0,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,0.1,memory,528,0.10260064125400783,288,0.03490660001989454,37,9
1.0,9,88,1.0,chunk_closure_query_frontier,qasper,2,0.125,0.0,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,0.1,query,528,0.10260064125400783,288,0.03439109999453649,37,9
1.0,18,88,1.0,one_shot,qasper,1,0.375,0.0,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,0.2,memory,88,0.20520128250801567,576,0.01792129996465519,37,18
1.0,18,88,1.0,chunk_closure_memory_frontier,qasper,2,0.375,0.0,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,0.2,memory,880,0.20520128250801567,576,0.07592390000354499,37,18
1.0,18,88,1.0,chunk_closure_query_frontier,qasper,2,0.375,0.0,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,0.2,query,880,0.20520128250801567,576,0.060442699992563576,37,18
1.0,27,88,1.0,one_shot,qasper,1,0.375,0.0,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,0.3,memory,88,0.30780192376202353,864,0.01742519997060299,37,27
1.0,27,88,1.0,chunk_closure_memory_frontier,qasper,2,0.375,0.0,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,0.3,memory,1320,0.30780192376202353,864,0.12147820001700893,37,27
1.0,27,88,1.0,chunk_closure_query_frontier,qasper,2,0.5,0.0,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,0.3,query,1320,0.30780192376202353,864,0.13921500003198162,37,27
1.0,15,290,1.0,one_shot,qasper,1,0.02666666666666667,0.0,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,0.05,memory,290,0.05174086450361108,480,0.013127400015946478,37,15
1.0,15,290,1.0,chunk_closure_memory_frontier,qasper,2,0.013333333333333334,0.0,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,0.05,memory,2610,0.05174086450361108,480,0.05767589999595657,37,15
1.0,15,290,1.0,chunk_closure_query_frontier,qasper,2,0.013333333333333334,0.0,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,0.05,query,2610,0.05174086450361108,480,0.05172739998670295,37,15
1.0,29,290,1.0,one_shot,qasper,1,0.05333333333333334,0.0,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,0.1,memory,290,0.10003233804031476,928,0.01996740000322461,37,29
1.0,29,290,1.0,chunk_closure_memory_frontier,qasper,2,0.04,0.0,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,0.1,memory,4640,0.10003233804031476,928,0.13379240001086146,37,29
1.0,29,290,1.0,chunk_closure_query_frontier,qasper,2,0.05333333333333334,0.0,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,0.1,query,4640,0.09970895763716718,925,0.13170879997778684,37,29
1.0,58,290,1.0,one_shot,qasper,1,0.08,0.0,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,0.2,memory,290,0.19974129567748194,1853,0.04080789996078238,37,58
1.0,58,290,1.0,chunk_closure_memory_frontier,qasper,2,0.09333333333333334,0.0,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,0.2,memory,8700,0.19974129567748194,1853,0.3727142999996431,37,58
1.0,58,290,1.0,chunk_closure_query_frontier,qasper,2,0.05333333333333334,0.0,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,0.2,query,8700,0.19974129567748194,1853,0.3961507999920286,37,58
1.0,87,290,1.0,one_shot,qasper,1,0.09333333333333334,0.0,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,0.3,memory,290,0.2997736337177967,2781,0.06221000000368804,37,87
1.0,87,290,1.0,chunk_closure_memory_frontier,qasper,2,0.13333333333333333,0.0,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,0.3,memory,13050,0.2997736337177967,2781,0.8140304000116885,37,87
1.0,87,290,1.0,chunk_closure_query_frontier,qasper,2,0.08,0.0,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,0.3,query,13050,0.2997736337177967,2781,0.7854887000285089,37,87
1.0,6,111,1.0,one_shot,qasper,1,1.0,1.0,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,0.05,memory,111,0.05405405405405406,192,0.008468000043649226,37,6
1.0,6,111,1.0,chunk_closure_memory_frontier,qasper,2,1.0,1.0,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,0.05,memory,444,0.05405405405405406,192,0.023303100024349988,37,6
1.0,6,111,1.0,chunk_closure_query_frontier,qasper,2,1.0,1.0,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,0.05,query,444,0.05405405405405406,192,0.01933059998555109,37,6
1.0,12,111,1.0,one_shot,qasper,1,1.0,1.0,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,0.1,memory,111,0.10810810810810811,384,0.013980899995658547,37,12
1.0,12,111,1.0,chunk_closure_memory_frontier,qasper,2,1.0,1.0,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,0.1,memory,777,0.10810810810810811,384,0.04177630000049248,37,12
