any_evidence,bridge_locality_score,budget_parents,candidate_parents,chain_completion,condition,cross_parent_transitions,dataset,evidence_coverage,exact_evidence_identity,example_id,fraction,local_entropy,local_nodes_activated_per_parent,local_nodes_explored,local_vs_parent_similarity_ratio,materialized_kv_fraction,materialized_kv_tokens,native_qk_comparisons,parent_entropy,path_depth,repeated_parent_transitions,routing_seconds,seed,semantic_gist_comparisons,unique_parents_selected
1.0,0,8,24,1.0,parent_closure,0,qasper,1.0,1.0,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,0.3,0,0,0,0,0.32027879190175906,1930,0,0,2,0,0.01803850004216656,23,120,8
1.0,0.2463871673680842,8,24,1.0,local_gist_closure,16,qasper,1.0,1.0,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,0.3,5.250115394592285,1.0,800,1.24282844970723,0.32027879190175906,1930,0,3.1718080043792725,2,8,0.10466050001559779,23,792,8
1.0,0,3,22,1.0,one_shot_parent,0,qasper,1.0,1.0,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,0.1,0,0,0,0,0.14133235185866766,768,0,0,1,0,0.00841690000379458,23,22,3
1.0,0,3,22,1.0,parent_closure,0,qasper,1.0,1.0,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,0.1,0,0,0,0,0.14133235185866766,768,0,0,2,0,0.010673100012354553,23,66,3
1.0,0.18378761317580938,3,22,1.0,local_gist_closure,4,qasper,1.0,1.0,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,0.1,5.165121078491211,1.0,368,1.1847578628656827,0.14133235185866766,768,0,3.0839075247446694,2,4,0.040610099968034774,23,374,3
1.0,0,5,22,1.0,one_shot_parent,0,qasper,1.0,1.0,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,0.2,0,0,0,0,0.2355539197644461,1280,0,0,1,0,0.006705200008582324,23,22,5
1.0,0,5,22,1.0,parent_closure,0,qasper,1.0,1.0,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,0.2,0,0,0,0,0.2355539197644461,1280,0,0,2,0,0.0136944999685511,23,88,5
1.0,0.11968291131779552,5,22,1.0,local_gist_closure,9,qasper,1.0,1.0,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,0.2,5.164822896321614,1.0,552,1.1170581342619992,0.2355539197644461,1280,0,3.084684431552887,2,6,0.06205070001306012,23,550,5
1.0,0,7,22,1.0,one_shot_parent,0,qasper,1.0,1.0,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,0.3,0,0,0,0,0.3297754876702245,1792,0,0,1,0,0.008181699959095567,23,22,7
1.0,0,7,22,1.0,parent_closure,0,qasper,1.0,1.0,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,0.3,0,0,0,0,0.3297754876702245,1792,0,0,2,0,0.018414399994071573,23,110,7
1.0,0.09441874828189611,7,22,1.0,local_gist_closure,16,qasper,1.0,1.0,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,0.3,5.1641364097595215,1.0,736,1.0924534405505935,0.3297754876702245,1792,0,3.0849034786224365,2,8,0.08011760003864765,23,726,7
1.0,0,1,5,0.0,one_shot_parent,0,hotpotqa,0.5,0.0,5adc3aff5542996e685252eb,0.1,0,0,0,0,0.15858668857847166,193,0,0,1,0,0.0058929999941028655,37,5,1
1.0,0,1,5,0.0,parent_closure,0,hotpotqa,0.5,0.0,5adc3aff5542996e685252eb,0.1,0,0,0,0,0.15858668857847166,193,0,0,1,0,0.005637700029183179,37,5,1
1.0,0.0,1,5,0.0,local_gist_closure,0,hotpotqa,0.5,0.0,5adc3aff5542996e685252eb,0.1,0.0,1.0,8,1.0,0.15858668857847166,193,0,1.601587176322937,1,0,0.006965600012335926,37,5,1
1.0,0,1,5,0.0,one_shot_parent,0,hotpotqa,0.5,0.0,5adc3aff5542996e685252eb,0.2,0,0,0,0,0.15858668857847166,193,0,0,1,0,0.004642999963834882,37,5,1
1.0,0,1,5,0.0,parent_closure,0,hotpotqa,0.5,0.0,5adc3aff5542996e685252eb,0.2,0,0,0,0,0.15858668857847166,193,0,0,1,0,0.005126000032760203,37,5,1
1.0,0.0,1,5,0.0,local_gist_closure,0,hotpotqa,0.5,0.0,5adc3aff5542996e685252eb,0.2,0.0,1.0,8,1.0,0.15858668857847166,193,0,1.601587176322937,1,0,0.005131600017193705,37,5,1
1.0,0,2,5,0.0,one_shot_parent,0,hotpotqa,0.5,0.0,5adc3aff5542996e685252eb,0.3,0,0,0,0,0.3689400164338537,449,0,0,1,0,0.005140100023709238,37,5,2
1.0,0,2,5,0.0,parent_closure,0,hotpotqa,0.5,0.0,5adc3aff5542996e685252eb,0.3,0,0,0,0,0.3689400164338537,449,0,0,2,0,0.009909299958962947,37,10,2
1.0,0.30145373940467834,2,5,0.0,local_gist_closure,1,hotpotqa,0.5,0.0,5adc3aff5542996e685252eb,0.3,3.6789145469665527,1.0,48,1.4650499958989607,0.3689400164338537,449,0,1.6048076748847961,2,0,0.011006999993696809,37,45,2
1.0,0,1,5,0.0,one_shot_parent,0,hotpotqa,0.5,0.0,5ab56db7554299494045efc6,0.1,0,0,0,0,0.2014162077104642,256,0,0,1,0,0.00428930000634864,37,5,1
1.0,0,1,5,0.0,parent_closure,0,hotpotqa,0.5,0.0,5ab56db7554299494045efc6,0.1,0,0,0,0,0.2014162077104642,256,0,0,1,0,0.003792200004681945,37,5,1
1.0,0.0,1,5,0.0,local_gist_closure,0,hotpotqa,0.5,0.0,5ab56db7554299494045efc6,0.1,0.0,1.0,8,1.0,0.2014162077104642,256,0,1.608796238899231,1,0,0.0039039000403136015,37,5,1
1.0,0,1,5,0.0,one_shot_parent,0,hotpotqa,0.5,0.0,5ab56db7554299494045efc6,0.2,0,0,0,0,0.2014162077104642,256,0,0,1,0,0.006044700043275952,37,5,1
1.0,0,1,5,0.0,parent_closure,0,hotpotqa,0.5,0.0,5ab56db7554299494045efc6,0.2,0,0,0,0,0.2014162077104642,256,0,0,1,0,0.004262100032065064,37,5,1
1.0,0.0,1,5,0.0,local_gist_closure,0,hotpotqa,0.5,0.0,5ab56db7554299494045efc6,0.2,0.0,1.0,8,1.0,0.2014162077104642,256,0,1.608796238899231,1,0,0.005903999961446971,37,5,1
1.0,0,2,5,0.0,one_shot_parent,0,hotpotqa,0.5,0.0,5ab56db7554299494045efc6,0.3,0,0,0,0,0.4028324154209284,512,0,0,1,0,0.00476039998466149,37,5,2
1.0,0,2,5,0.0,parent_closure,0,hotpotqa,0.5,0.0,5ab56db7554299494045efc6,0.3,0,0,0,0,0.4028324154209284,512,0,0,2,0,0.00716789998114109,37,10,2
1.0,0.32014136761426926,2,5,1.0,local_gist_closure,1,hotpotqa,1.0,1.0,5ab56db7554299494045efc6,0.3,3.6849122047424316,1.0,48,1.5317943452230962,0.4028324154209284,512,0,1.606656551361084,2,0,0.01327530003618449,37,45,2
1.0,0,1,6,1.0,one_shot_parent,0,hotpotqa,0.5,0.0,5ab2b863554299295394685a,0.1,0,0,0,0,0.16742969260954874,256,0,0,1,0,0.004254499974194914,37,6,1
1.0,0,1,6,1.0,parent_closure,0,hotpotqa,0.5,0.0,5ab2b863554299295394685a,0.1,0,0,0,0,0.16742969260954874,256,0,0,1,0,0.003982900001574308,37,6,1
1.0,0.0,1,6,1.0,local_gist_closure,0,hotpotqa,0.5,0.0,5ab2b863554299295394685a,0.1,0.0,1.0,8,1.0,0.16742969260954874,256,0,1.7913485765457153,1,0,0.004782000032719225,37,6,1
1.0,0,2,6,1.0,one_shot_parent,0,hotpotqa,0.5,0.0,5ab2b863554299295394685a,0.2,0,0,0,0,0.33485938521909747,512,0,0,1,0,0.005588300002273172,37,6,2
1.0,0,2,6,1.0,parent_closure,0,hotpotqa,0.5,0.0,5ab2b863554299295394685a,0.2,0,0,0,0,0.33485938521909747,512,0,0,2,0,0.01085409999359399,37,12,2
1.0,0.11581969261169434,2,6,1.0,local_gist_closure,1,hotpotqa,1.0,1.0,5ab2b863554299295394685a,0.2,3.8674330711364746,1.0,56,1.1916790317384314,0.33485938521909747,512,0,1.791423738002777,2,1,0.013825199974235147,37,54,2
1.0,0,2,6,1.0,one_shot_parent,0,hotpotqa,0.5,0.0,5ab2b863554299295394685a,0.3,0,0,0,0,0.33485938521909747,512,0,0,1,0,0.004691899986937642,37,6,2
1.0,0,2,6,1.0,parent_closure,0,hotpotqa,0.5,0.0,5ab2b863554299295394685a,0.3,0,0,0,0,0.33485938521909747,512,0,0,2,0,0.007036500028334558,37,12,2
1.0,0.11581969261169434,2,6,1.0,local_gist_closure,1,hotpotqa,1.0,1.0,5ab2b863554299295394685a,0.3,3.8674330711364746,1.0,56,1.1916790317384314,0.33485938521909747,512,0,1.791423738002777,2,1,0.011285800021141768,37,54,2
0.0,0,1,5,0.0,one_shot_parent,0,hotpotqa,0.0,0.0,5a710a915542994082a3e504,0.1,0,0,0,0,0.2222222222222222,256,0,0,1,0,0.0033359999652020633,37,5,1
0.0,0,1,5,0.0,parent_closure,0,hotpotqa,0.0,0.0,5a710a915542994082a3e504,0.1,0,0,0,0,0.2222222222222222,256,0,0,1,0,0.00511320005171001,37,5,1
0.0,0.0,1,5,0.0,local_gist_closure,0,hotpotqa,0.0,0.0,5a710a915542994082a3e504,0.1,0.0,1.0,8,1.0,0.2222222222222222,256,0,1.6065549850463867,1,0,0.004650499962735921,37,5,1
0.0,0,1,5,0.0,one_shot_parent,0,hotpotqa,0.0,0.0,5a710a915542994082a3e504,0.2,0,0,0,0,0.2222222222222222,256,0,0,1,0,0.0035020000068470836,37,5,1
0.0,0,1,5,0.0,parent_closure,0,hotpotqa,0.0,0.0,5a710a915542994082a3e504,0.2,0,0,0,0,0.2222222222222222,256,0,0,1,0,0.004024399968329817,37,5,1
0.0,0.0,1,5,0.0,local_gist_closure,0,hotpotqa,0.0,0.0,5a710a915542994082a3e504,0.2,0.0,1.0,8,1.0,0.2222222222222222,256,0,1.6065549850463867,1,0,0.004297700012102723,37,5,1
1.0,0,2,5,0.0,one_shot_parent,0,hotpotqa,0.5,0.0,5a710a915542994082a3e504,0.3,0,0,0,0,0.4444444444444444,512,0,0,1,0,0.005036799993831664,37,5,2
1.0,0,2,5,0.0,parent_closure,0,hotpotqa,0.5,0.0,5a710a915542994082a3e504,0.3,0,0,0,0,0.4444444444444444,512,0,0,2,0,0.007236299978103489,37,10,2
1.0,0.3156310170888901,2,5,0.0,local_gist_closure,1,hotpotqa,0.5,0.0,5a710a915542994082a3e504,0.3,3.67864727973938,1.0,48,1.4294114210220645,0.4444444444444444,512,0,1.6060972213745117,2,0,0.01145140000153333,37,45,2
1.0,0,1,5,0.0,one_shot_parent,0,hotpotqa,0.3333333333333333,0.0,5adc93a4554299438c868e01,0.1,0,0,0,0,0.21386800334168754,256,0,0,1,0,0.0044021999929100275,37,5,1
1.0,0,1,5,0.0,parent_closure,0,hotpotqa,0.3333333333333333,0.0,5adc93a4554299438c868e01,0.1,0,0,0,0,0.21386800334168754,256,0,0,1,0,0.004649700014851987,37,5,1
1.0,0.0,1,5,0.0,local_gist_closure,0,hotpotqa,0.3333333333333333,0.0,5adc93a4554299438c868e01,0.1,0.0,1.0,8,1.0,0.21386800334168754,256,0,1.5912569761276245,1,0,0.0032398999901488423,37,5,1
1.0,0,1,5,0.0,one_shot_parent,0,hotpotqa,0.3333333333333333,0.0,5adc93a4554299438c868e01,0.2,0,0,0,0,0.21386800334168754,256,0,0,1,0,0.00395900005241856,37,5,1
1.0,0,1,5,0.0,parent_closure,0,hotpotqa,0.3333333333333333,0.0,5adc93a4554299438c868e01,0.2,0,0,0,0,0.21386800334168754,256,0,0,1,0,0.004753799992613494,37,5,1
1.0,0.0,1,5,0.0,local_gist_closure,0,hotpotqa,0.3333333333333333,0.0,5adc93a4554299438c868e01,0.2,0.0,1.0,8,1.0,0.21386800334168754,256,0,1.5912569761276245,1,0,0.003594700014218688,37,5,1
1.0,0,2,5,0.0,one_shot_parent,0,hotpotqa,0.6666666666666666,0.0,5adc93a4554299438c868e01,0.3,0,0,0,0,0.4277360066833751,512,0,0,1,0,0.0038690000073984265,37,5,2
1.0,0,2,5,0.0,parent_closure,0,hotpotqa,0.6666666666666666,0.0,5adc93a4554299438c868e01,0.3,0,0,0,0,0.4277360066833751,512,0,0,2,0,0.007818599988240749,37,10,2
1.0,0.13754577562212944,2,5,0.0,local_gist_closure,1,hotpotqa,0.6666666666666666,0.0,5adc93a4554299438c868e01,0.3,3.6732139587402344,1.0,48,1.1593532348512074,0.4277360066833751,512,0,1.5995004773139954,2,1,0.012277800007723272,37,45,2
1.0,0,2,16,0.0,one_shot_parent,0,hotpotqa,0.5,0.0,5ab7f97a5542991d322237ef,0.1,0,0,0,0,0.11089059786653437,447,0,0,1,0,0.006479499978013337,37,16,2
1.0,0,2,16,0.0,parent_closure,0,hotpotqa,0.5,0.0,5ab7f97a5542991d322237ef,0.1,0,0,0,0,0.11089059786653437,447,0,0,2,0,0.00786289997631684,37,32,2
0.0,0.3543262481689453,2,16,0.0,local_gist_closure,1,hotpotqa,0.0,0.0,5ab7f97a5542991d322237ef,0.1,4.847820281982422,1.0,136,1.7178994459069064,0.12701562887620937,512,0,2.7675087451934814,2,1,0.019162199983838946,37,144,2
1.0,0,4,16,0.0,one_shot_parent,0,hotpotqa,0.5,0.0,5ab7f97a5542991d322237ef,0.2,0,0,0,0,0.23790622674274373,959,0,0,1,0,0.006233500025700778,37,16,4
1.0,0,4,16,0.0,parent_closure,0,hotpotqa,0.5,0.0,5ab7f97a5542991d322237ef,0.2,0,0,0,0,0.23790622674274373,959,0,0,2,0,0.01037430000724271,37,48,4
1.0,0.35780609771609306,4,16,0.0,local_gist_closure,4,hotpotqa,0.5,0.0,5ab7f97a5542991d322237ef,0.2,4.845802307128906,1.0,272,1.6366382673887214,0.23790622674274373,959,0,2.7644005616505942,2,2,0.03462789999321103,37,272,4
1.0,0,5,16,0.0,one_shot_parent,0,hotpotqa,0.5,0.0,5ab7f97a5542991d322237ef,0.3,0,0,0,0,0.3014140411808484,1215,0,0,1,0,0.005717799998819828,37,16,5
1.0,0,5,16,0.0,parent_closure,0,hotpotqa,0.5,0.0,5ab7f97a5542991d322237ef,0.3,0,0,0,0,0.3014140411808484,1215,0,0,2,0,0.016415300022345036,37,64,5
1.0,0.379076037555933,5,16,0.0,local_gist_closure,9,hotpotqa,0.5,0.0,5ab7f97a5542991d322237ef,0.3,4.846195220947266,1.0,408,1.7533421437681733,0.3014140411808484,1215,0,2.7641867995262146,2,7,0.05542829999467358,37,400,5
0.0,0,1,5,0.0,one_shot_parent,0,hotpotqa,0.0,0.0,5a8888e35542997e5c09a5f6,0.1,0,0,0,0,0.20745542949756887,256,0,0,1,0,0.0042366000125184655,37,5,1
0.0,0,1,5,0.0,parent_closure,0,hotpotqa,0.0,0.0,5a8888e35542997e5c09a5f6,0.1,0,0,0,0,0.20745542949756887,256,0,0,1,0,0.004126699990592897,37,5,1
0.0,0.0,1,5,0.0,local_gist_closure,0,hotpotqa,0.0,0.0,5a8888e35542997e5c09a5f6,0.1,0.0,1.0,8,1.0,0.20745542949756887,256,0,1.6093759536743164,1,0,0.005426400050055236,37,5,1
0.0,0,1,5,0.0,one_shot_parent,0,hotpotqa,0.0,0.0,5a8888e35542997e5c09a5f6,0.2,0,0,0,0,0.20745542949756887,256,0,0,1,0,0.005476199963595718,37,5,1
0.0,0,1,5,0.0,parent_closure,0,hotpotqa,0.0,0.0,5a8888e35542997e5c09a5f6,0.2,0,0,0,0,0.20745542949756887,256,0,0,1,0,0.0051382000092417,37,5,1
0.0,0.0,1,5,0.0,local_gist_closure,0,hotpotqa,0.0,0.0,5a8888e35542997e5c09a5f6,0.2,0.0,1.0,8,1.0,0.20745542949756887,256,0,1.6093759536743164,1,0,0.005827500019222498,37,5,1
1.0,0,2,5,0.0,one_shot_parent,0,hotpotqa,0.5,0.0,5a8888e35542997e5c09a5f6,0.3,0,0,0,0,0.37763371150729336,466,0,0,1,0,0.006471100030466914,37,5,2
1.0,0,2,5,0.0,parent_closure,0,hotpotqa,0.5,0.0,5a8888e35542997e5c09a5f6,0.3,0,0,0,0,0.41491085899513774,512,0,0,2,0,0.010168599954340607,37,10,2
1.0,0.1465149223804474,2,5,0.0,local_gist_closure,1,hotpotqa,0.5,0.0,5a8888e35542997e5c09a5f6,0.3,3.687957286834717,1.0,48,1.3192927379034443,0.41491085899513774,512,0,1.6091870665550232,2,0,0.010979300015605986,37,45,2
0.0,0,1,7,0.0,one_shot_parent,0,hotpotqa,0.0,0.0,5a8c8502554299585d9e36d0,0.1,0,0,0,0,0.1472110408280621,256,0,0,1,0,0.0047367000370286405,37,7,1
0.0,0,1,7,0.0,parent_closure,0,hotpotqa,0.0,0.0,5a8c8502554299585d9e36d0,0.1,0,0,0,0,0.1472110408280621,256,0,0,1,0,0.003491799987386912,37,7,1
0.0,0.0,1,7,0.0,local_gist_closure,0,hotpotqa,0.0,0.0,5a8c8502554299585d9e36d0,0.1,0.0,1.0,8,1.0,0.1472110408280621,256,0,1.9449496269226074,1,0,0.005344500008504838,37,7,1
1.0,0,2,7,1.0,one_shot_parent,0,hotpotqa,0.5,0.0,5a8c8502554299585d9e36d0,0.2,0,0,0,0,0.2944220816561242,512,0,0,1,0,0.0061573999701067805,37,7,2
1.0,0,2,7,1.0,parent_closure,0,hotpotqa,0.5,0.0,5a8c8502554299585d9e36d0,0.2,0,0,0,0,0.2944220816561242,512,0,0,2,0,0.010794700006954372,37,14,2
0.0,0.46172344498336315,2,7,0.0,local_gist_closure,1,hotpotqa,0.0,0.0,5a8c8502554299585d9e36d0,0.2,4.018971920013428,1.0,64,1.8206632368075129,0.2944220816561242,512,0,1.9426019191741943,2,0,0.01713190000737086,37,63,2
1.0,0,3,7,1.0,one_shot_parent,0,hotpotqa,0.5,0.0,5a8c8502554299585d9e36d0,0.3,0,0,0,0,0.4416331224841863,768,0,0,1,0,0.007645400008186698,37,7,3
1.0,0,3,7,1.0,parent_closure,0,hotpotqa,0.5,0.0,5a8c8502554299585d9e36d0,0.3,0,0,0,0,0.4416331224841863,768,0,0,2,0,0.013491899997461587,37,21,3
1.0,0.46172344498336315,3,7,1.0,local_gist_closure,4,hotpotqa,0.5,0.0,5a8c8502554299585d9e36d0,0.3,4.019453048706055,1.0,128,1.8206632368075129,0.4416331224841863,768,0,1.9414174556732178,2,2,0.025376199977472425,37,119,3
0.0,0,1,6,0.0,one_shot_parent,0,hotpotqa,0.0,0.0,5a84c4bb5542991dd0999dec,0.1,0,0,0,0,0.17332430602572782,256,0,0,1,0,0.00456769997254014,37,6,1
0.0,0,1,6,0.0,parent_closure,0,hotpotqa,0.0,0.0,5a84c4bb5542991dd0999dec,0.1,0,0,0,0,0.17332430602572782,256,0,0,1,0,0.0038520999951288104,37,6,1
0.0,0.0,1,6,0.0,local_gist_closure,0,hotpotqa,0.0,0.0,5a84c4bb5542991dd0999dec,0.1,0.0,1.0,8,1.0,0.17332430602572782,256,0,1.7740702629089355,1,0,0.006008299998939037,37,6,1
0.0,0,2,6,0.0,one_shot_parent,0,hotpotqa,0.0,0.0,5a84c4bb5542991dd0999dec,0.2,0,0,0,0,0.34664861205145564,512,0,0,1,0,0.006698799959849566,37,6,2
0.0,0,2,6,0.0,parent_closure,0,hotpotqa,0.0,0.0,5a84c4bb5542991dd0999dec,0.2,0,0,0,0,0.34664861205145564,512,0,0,2,0,0.009937700000591576,37,12,2
0.0,0.20919788256287575,2,6,0.0,local_gist_closure,1,hotpotqa,0.0,0.0,5a84c4bb5542991dd0999dec,0.2,3.8634729385375977,1.0,56,1.2206058512750941,0.34664861205145564,512,0,1.781690001487732,2,0,0.01315519999479875,37,54,2
0.0,0,2,6,0.0,one_shot_parent,0,hotpotqa,0.0,0.0,5a84c4bb5542991dd0999dec,0.3,0,0,0,0,0.34664861205145564,512,0,0,1,0,0.005454699974507093,37,6,2
0.0,0,2,6,0.0,parent_closure,0,hotpotqa,0.0,0.0,5a84c4bb5542991dd0999dec,0.3,0,0,0,0,0.34664861205145564,512,0,0,2,0,0.0067631000420078635,37,12,2
0.0,0.20919788256287575,2,6,0.0,local_gist_closure,1,hotpotqa,0.0,0.0,5a84c4bb5542991dd0999dec,0.3,3.8634729385375977,1.0,56,1.2206058512750941,0.34664861205145564,512,0,1.781690001487732,2,0,0.01583859999664128,37,54,2
0.0,0,1,7,0.0,one_shot_parent,0,hotpotqa,0.0,0.0,5abbd4035542993f40c73bcb,0.1,0,0,0,0,0.023521932612841703,37,0,0,1,0,0.006142000027466565,37,7,1
0.0,0,1,7,0.0,parent_closure,0,hotpotqa,0.0,0.0,5abbd4035542993f40c73bcb,0.1,0,0,0,0,0.023521932612841703,37,0,0,1,0,0.004994300019461662,37,7,1
0.0,0.0,1,7,0.0,local_gist_closure,0,hotpotqa,0.0,0.0,5abbd4035542993f40c73bcb,0.1,0.0,1.0,8,1.0,0.023521932612841703,37,0,1.9413493871688843,1,0,0.004774399974849075,37,7,1
0.0,0,2,7,0.0,one_shot_parent,0,hotpotqa,0.0,0.0,5abbd4035542993f40c73bcb,0.2,0,0,0,0,0.18626827717736807,293,0,0,1,0,0.007718499982729554,37,7,2
0.0,0,2,7,0.0,parent_closure,0,hotpotqa,0.0,0.0,5abbd4035542993f40c73bcb,0.2,0,0,0,0,0.18626827717736807,293,0,0,2,0,0.011017500015441328,37,14,2
1.0,0.2776178792119026,2,7,1.0,local_gist_closure,1,hotpotqa,0.5,0.0,5abbd4035542993f40c73bcb,0.2,4.019487380981445,1.0,64,1.430657933254728,0.18626827717736807,293,0,1.9414745569229126,2,1,0.01580270001431927,37,63,2
1.0,0,3,7,1.0,one_shot_parent,0,hotpotqa,0.5,0.0,5abbd4035542993f40c73bcb,0.3,0,0,0,0,0.34901462174189446,549,0,0,1,0,0.006194500019773841,37,7,3
1.0,0,3,7,1.0,parent_closure,0,hotpotqa,0.5,0.0,5abbd4035542993f40c73bcb,0.3,0,0,0,0,0.34901462174189446,549,0,0,2,0,0.010959200037177652,37,21,3
1.0,0.2776178792119026,3,7,1.0,local_gist_closure,4,hotpotqa,0.5,0.0,5abbd4035542993f40c73bcb,0.3,4.018419981002808,1.0,128,1.430657933254728,0.34901462174189446,549,0,1.9399656057357788,2,2,0.026508500042837113,37,119,3
1.0,0,1,7,0.0,one_shot_parent,0,hotpotqa,0.5,0.0,5ae6143f5542996de7b71b2d,0.1,0,0,0,0,0.12378779235596121,217,0,0,1,0,0.005358700000215322,37,7,1
1.0,0,1,7,0.0,parent_closure,0,hotpotqa,0.5,0.0,5ae6143f5542996de7b71b2d,0.1,0,0,0,0,0.12378779235596121,217,0,0,1,0,0.004745800048112869,37,7,1
1.0,0.0,1,7,0.0,local_gist_closure,0,hotpotqa,0.5,0.0,5ae6143f5542996de7b71b2d,0.1,0.0,1.0,8,1.0,0.12378779235596121,217,0,1.9433166980743408,1,0,0.004044000001158565,37,7,1
1.0,0,2,7,0.0,one_shot_parent,0,hotpotqa,0.5,0.0,5ae6143f5542996de7b71b2d,0.2,0,0,0,0,0.26982316029663433,473,0,0,1,0,0.0057051999610848725,37,7,2
1.0,0,2,7,0.0,parent_closure,0,hotpotqa,0.5,0.0,5ae6143f5542996de7b71b2d,0.2,0,0,0,0,0.26982316029663433,473,0,0,2,0,0.007174699974711984,37,14,2
1.0,0.1564551591873169,2,7,0.0,local_gist_closure,1,hotpotqa,0.5,0.0,5ae6143f5542996de7b71b2d,0.2,4.0206756591796875,1.0,64,1.262799222880279,0.26982316029663433,473,0,1.9415283203125,2,1,0.01575850002700463,37,63,2
1.0,0,3,7,0.0,one_shot_parent,0,hotpotqa,0.5,0.0,5ae6143f5542996de7b71b2d,0.3,0,0,0,0,0.41585852823730746,729,0,0,1,0,0.007396400033030659,37,7,3
1.0,0,3,7,0.0,parent_closure,0,hotpotqa,0.5,0.0,5ae6143f5542996de7b71b2d,0.3,0,0,0,0,0.41585852823730746,729,0,0,2,0,0.013720399991143495,37,21,3
1.0,0.23162300884723663,3,7,0.0,local_gist_closure,4,hotpotqa,0.5,0.0,5ae6143f5542996de7b71b2d,0.3,4.021108388900757,1.0,128,1.3986459592462883,0.41585852823730746,729,0,1.9417997598648071,2,2,0.026300299970898777,37,119,3
1.0,0,1,4,0.0,one_shot_parent,0,hotpotqa,0.5,0.0,5a7e513a5542994959419996,0.1,0,0,0,0,0.16430903155603918,151,0,0,1,0,0.005251399998087436,37,4,1
1.0,0,1,4,0.0,parent_closure,0,hotpotqa,0.5,0.0,5a7e513a5542994959419996,0.1,0,0,0,0,0.16430903155603918,151,0,0,1,0,0.00611309998203069,37,4,1
1.0,0.0,1,4,0.0,local_gist_closure,0,hotpotqa,0.5,0.0,5a7e513a5542994959419996,0.1,0.0,1.0,8,1.0,0.16430903155603918,151,0,1.3836255073547363,1,0,0.004170299973338842,37,4,1
1.0,0,1,4,0.0,one_shot_parent,0,hotpotqa,0.5,0.0,5a7e513a5542994959419996,0.2,0,0,0,0,0.16430903155603918,151,0,0,1,0,0.0054935000371187925,37,4,1
1.0,0,1,4,0.0,parent_closure,0,hotpotqa,0.5,0.0,5a7e513a5542994959419996,0.2,0,0,0,0,0.16430903155603918,151,0,0,1,0,0.005592699977569282,37,4,1
1.0,0.0,1,4,0.0,local_gist_closure,0,hotpotqa,0.5,0.0,5a7e513a5542994959419996,0.2,0.0,1.0,8,1.0,0.16430903155603918,151,0,1.3836255073547363,1,0,0.005522399966139346,37,4,1
1.0,0,2,4,0.0,one_shot_parent,0,hotpotqa,0.5,0.0,5a7e513a5542994959419996,0.3,0,0,0,0,0.4428726877040261,407,0,0,1,0,0.006079500017222017,37,4,2
1.0,0,2,4,0.0,parent_closure,0,hotpotqa,0.5,0.0,5a7e513a5542994959419996,0.3,0,0,0,0,0.4428726877040261,407,0,0,2,0,0.01050020003458485,37,8,2
1.0,0.23431719839572906,2,4,0.0,local_gist_closure,1,hotpotqa,0.5,0.0,5a7e513a5542994959419996,0.3,3.460601329803467,1.0,40,1.3569211686818512,0.4428726877040261,407,0,1.382850170135498,2,0,0.014679500018246472,37,36,2
0.0,0,1,6,0.0,one_shot_parent,0,hotpotqa,0.0,0.0,5a80d6be55429938b6142206,0.1,0,0,0,0,0.17379497623896809,256,0,0,1,0,0.0043456999701447785,37,6,1
0.0,0,1,6,0.0,parent_closure,0,hotpotqa,0.0,0.0,5a80d6be55429938b6142206,0.1,0,0,0,0,0.17379497623896809,256,0,0,1,0,0.004609900002833456,37,6,1
0.0,0.0,1,6,0.0,local_gist_closure,0,hotpotqa,0.0,0.0,5a80d6be55429938b6142206,0.1,0.0,1.0,8,1.0,0.17379497623896809,256,0,1.7915539741516113,1,0,0.005431799974758178,37,6,1
0.0,0,2,6,0.0,one_shot_parent,0,hotpotqa,0.0,0.0,5a80d6be55429938b6142206,0.2,0,0,0,0,0.34758995247793617,512,0,0,1,0,0.006647599977441132,37,6,2
0.0,0,2,6,0.0,parent_closure,0,hotpotqa,0.0,0.0,5a80d6be55429938b6142206,0.2,0,0,0,0,0.3048200950441276,449,0,0,2,0,0.010495900001842529,37,12,2
0.0,0.34814561903476715,2,6,0.0,local_gist_closure,1,hotpotqa,0.0,0.0,5a80d6be55429938b6142206,0.2,3.8605246543884277,1.0,56,1.7135448772687236,0.3048200950441276,449,0,1.7865629196166992,2,1,0.014358599961269647,37,54,2
0.0,0,2,6,0.0,one_shot_parent,0,hotpotqa,0.0,0.0,5a80d6be55429938b6142206,0.3,0,0,0,0,0.34758995247793617,512,0,0,1,0,0.00621530000353232,37,6,2
