all_candidates_exact,candidate_checks,logit_and_generation_check,adapter_bypass,cache_check,native_limit_violations
True,43,exact compact answer logits and greedy output per candidate,conditional branch is unreachable when PRA is disabled,tests/test_hf_integration.py exact disabled cache parity,0
