actual_complete_oracle,actual_oracle_recall,budget_parents,dataset,example_id,fraction,method,protected_complete_oracle,protected_oracle_recall,protected_selected_ids,seed
0.0,0.0,3,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,0.1,native_qk_max_topk_p20,0.0,0.0,"[7, 10, 22]",11
0.0,0.0,3,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,0.1,native_qk_top4_topk_p20,0.0,0.0,"[7, 10, 22]",11
0.0,0.0,5,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,0.2,parent_closure,0.0,0.0,"[3, 7, 10, 14, 22]",11
0.0,0.0,5,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,0.2,local_gist_closure,0.0,0.0,"[1, 7, 10, 14, 22]",11
0.0,0.0,5,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,0.2,native_qk_max_topk_p20,0.0,0.0,"[2, 7, 10, 14, 22]",11
0.0,0.0,5,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,0.2,native_qk_top4_topk_p20,0.0,0.0,"[3, 7, 10, 14, 22]",11
0.0,0.0,8,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,0.3,parent_closure,1.0,1.0,"[0, 3, 7, 10, 11, 14, 21, 22]",11
0.0,0.0,8,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,0.3,local_gist_closure,1.0,1.0,"[0, 1, 3, 7, 10, 11, 14, 22]",11
0.0,0.0,8,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,0.3,native_qk_max_topk_p20,1.0,1.0,"[0, 3, 7, 10, 11, 14, 22, 23]",11
0.0,0.0,8,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,0.3,native_qk_top4_topk_p20,1.0,1.0,"[0, 3, 7, 10, 11, 14, 22, 23]",11
1.0,1.0,10,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,0.4,parent_closure,1.0,1.0,"[0, 3, 7, 9, 10, 11, 14, 21, 22, 23]",11
1.0,1.0,10,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,0.4,local_gist_closure,1.0,1.0,"[0, 1, 3, 7, 10, 11, 14, 21, 22, 23]",11
0.0,0.0,10,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,0.4,native_qk_max_topk_p20,1.0,1.0,"[0, 1, 2, 3, 7, 10, 11, 14, 22, 23]",11
0.0,0.0,10,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,0.4,native_qk_top4_topk_p20,1.0,1.0,"[0, 1, 3, 7, 10, 11, 14, 21, 22, 23]",11
1.0,1.0,2,qasper,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,0.05,parent_closure,1.0,1.0,"[0, 1]",11
1.0,1.0,2,qasper,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,0.05,local_gist_closure,1.0,1.0,"[0, 6]",11
1.0,1.0,2,qasper,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,0.05,native_qk_max_topk_p20,1.0,1.0,"[0, 1]",11
1.0,1.0,2,qasper,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,0.05,native_qk_top4_topk_p20,1.0,1.0,"[0, 5]",11
1.0,1.0,3,qasper,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,0.1,parent_closure,1.0,1.0,"[0, 1, 3]",11
1.0,1.0,3,qasper,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,0.1,local_gist_closure,1.0,1.0,"[0, 1, 6]",11
1.0,1.0,3,qasper,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,0.1,native_qk_max_topk_p20,1.0,1.0,"[0, 1, 3]",11
1.0,1.0,3,qasper,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,0.1,native_qk_top4_topk_p20,1.0,1.0,"[0, 1, 18]",11
1.0,1.0,5,qasper,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,0.2,parent_closure,1.0,1.0,"[0, 1, 3, 5, 6]",11
1.0,1.0,5,qasper,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,0.2,local_gist_closure,1.0,1.0,"[0, 1, 3, 5, 6]",11
1.0,1.0,5,qasper,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,0.2,native_qk_max_topk_p20,1.0,1.0,"[0, 1, 3, 6, 18]",11
1.0,1.0,5,qasper,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,0.2,native_qk_top4_topk_p20,1.0,1.0,"[0, 1, 3, 5, 18]",11
1.0,1.0,7,qasper,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,0.3,parent_closure,1.0,1.0,"[0, 1, 2, 3, 5, 6, 15]",11
1.0,1.0,7,qasper,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,0.3,local_gist_closure,1.0,1.0,"[0, 1, 2, 3, 5, 6, 15]",11
1.0,1.0,7,qasper,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,0.3,native_qk_max_topk_p20,1.0,1.0,"[0, 1, 3, 5, 6, 18, 20]",11
1.0,1.0,7,qasper,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,0.3,native_qk_top4_topk_p20,1.0,1.0,"[0, 1, 3, 5, 6, 15, 18]",11
1.0,1.0,9,qasper,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,0.4,parent_closure,1.0,1.0,"[0, 1, 2, 3, 5, 6, 7, 15, 18]",11
1.0,1.0,9,qasper,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,0.4,local_gist_closure,1.0,1.0,"[0, 1, 2, 3, 5, 6, 7, 15, 18]",11
1.0,1.0,9,qasper,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,0.4,native_qk_max_topk_p20,1.0,1.0,"[0, 1, 2, 3, 5, 6, 7, 18, 20]",11
1.0,1.0,9,qasper,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,0.4,native_qk_top4_topk_p20,1.0,1.0,"[0, 1, 2, 3, 5, 6, 7, 15, 18]",11
0.0,0.0,1,hotpotqa,5adc3aff5542996e685252eb,0.05,parent_closure,0.0,0.0,[3],23
0.0,0.0,1,hotpotqa,5adc3aff5542996e685252eb,0.05,local_gist_closure,0.0,0.0,[3],23
0.0,0.0,1,hotpotqa,5adc3aff5542996e685252eb,0.05,native_qk_max_topk_p20,0.0,0.0,[3],23
0.0,0.0,1,hotpotqa,5adc3aff5542996e685252eb,0.05,native_qk_top4_topk_p20,0.0,0.0,[3],23
0.0,0.0,1,hotpotqa,5adc3aff5542996e685252eb,0.1,parent_closure,0.0,0.0,[3],23
0.0,0.0,1,hotpotqa,5adc3aff5542996e685252eb,0.1,local_gist_closure,0.0,0.0,[3],23
0.0,0.0,1,hotpotqa,5adc3aff5542996e685252eb,0.1,native_qk_max_topk_p20,0.0,0.0,[3],23
0.0,0.0,1,hotpotqa,5adc3aff5542996e685252eb,0.1,native_qk_top4_topk_p20,0.0,0.0,[3],23
0.0,0.0,1,hotpotqa,5adc3aff5542996e685252eb,0.2,parent_closure,0.0,0.0,[3],23
0.0,0.0,1,hotpotqa,5adc3aff5542996e685252eb,0.2,local_gist_closure,0.0,0.0,[3],23
0.0,0.0,1,hotpotqa,5adc3aff5542996e685252eb,0.2,native_qk_max_topk_p20,0.0,0.0,[3],23
0.0,0.0,1,hotpotqa,5adc3aff5542996e685252eb,0.2,native_qk_top4_topk_p20,0.0,0.0,[3],23
0.0,0.0,2,hotpotqa,5adc3aff5542996e685252eb,0.3,parent_closure,0.0,0.0,"[0, 3]",23
0.0,0.0,2,hotpotqa,5adc3aff5542996e685252eb,0.3,local_gist_closure,0.0,0.0,"[0, 3]",23
0.0,0.0,2,hotpotqa,5adc3aff5542996e685252eb,0.3,native_qk_max_topk_p20,0.0,0.0,"[1, 3]",23
0.0,0.0,2,hotpotqa,5adc3aff5542996e685252eb,0.3,native_qk_top4_topk_p20,0.0,0.0,"[1, 3]",23
0.0,0.0,2,hotpotqa,5adc3aff5542996e685252eb,0.4,parent_closure,0.0,0.0,"[0, 3]",23
0.0,0.0,2,hotpotqa,5adc3aff5542996e685252eb,0.4,local_gist_closure,0.0,0.0,"[0, 3]",23
0.0,0.0,2,hotpotqa,5adc3aff5542996e685252eb,0.4,native_qk_max_topk_p20,0.0,0.0,"[1, 3]",23
0.0,0.0,2,hotpotqa,5adc3aff5542996e685252eb,0.4,native_qk_top4_topk_p20,0.0,0.0,"[1, 3]",23
0.0,0.0,1,hotpotqa,5ab56db7554299494045efc6,0.05,parent_closure,0.0,0.0,[2],23
0.0,0.0,1,hotpotqa,5ab56db7554299494045efc6,0.05,local_gist_closure,0.0,0.0,[2],23
0.0,0.0,1,hotpotqa,5ab56db7554299494045efc6,0.05,native_qk_max_topk_p20,0.0,0.0,[2],23
0.0,0.0,1,hotpotqa,5ab56db7554299494045efc6,0.05,native_qk_top4_topk_p20,0.0,0.0,[2],23
0.0,0.0,1,hotpotqa,5ab56db7554299494045efc6,0.1,parent_closure,0.0,0.0,[2],23
0.0,0.0,1,hotpotqa,5ab56db7554299494045efc6,0.1,local_gist_closure,0.0,0.0,[2],23
0.0,0.0,1,hotpotqa,5ab56db7554299494045efc6,0.1,native_qk_max_topk_p20,0.0,0.0,[2],23
0.0,0.0,1,hotpotqa,5ab56db7554299494045efc6,0.1,native_qk_top4_topk_p20,0.0,0.0,[2],23
0.0,0.0,1,hotpotqa,5ab56db7554299494045efc6,0.2,parent_closure,0.0,0.0,[2],23
0.0,0.0,1,hotpotqa,5ab56db7554299494045efc6,0.2,local_gist_closure,0.0,0.0,[2],23
0.0,0.0,1,hotpotqa,5ab56db7554299494045efc6,0.2,native_qk_max_topk_p20,0.0,0.0,[2],23
0.0,0.0,1,hotpotqa,5ab56db7554299494045efc6,0.2,native_qk_top4_topk_p20,0.0,0.0,[2],23
0.0,0.5,2,hotpotqa,5ab56db7554299494045efc6,0.3,parent_closure,0.0,0.5,"[0, 2]",23
0.0,0.5,2,hotpotqa,5ab56db7554299494045efc6,0.3,local_gist_closure,0.0,0.5,"[0, 2]",23
0.0,0.5,2,hotpotqa,5ab56db7554299494045efc6,0.3,native_qk_max_topk_p20,0.0,0.5,"[0, 2]",23
0.0,0.5,2,hotpotqa,5ab56db7554299494045efc6,0.3,native_qk_top4_topk_p20,0.0,0.5,"[0, 2]",23
0.0,0.5,2,hotpotqa,5ab56db7554299494045efc6,0.4,parent_closure,0.0,0.5,"[0, 2]",23
0.0,0.5,2,hotpotqa,5ab56db7554299494045efc6,0.4,local_gist_closure,0.0,0.5,"[0, 2]",23
0.0,0.5,2,hotpotqa,5ab56db7554299494045efc6,0.4,native_qk_max_topk_p20,0.0,0.5,"[0, 2]",23
0.0,0.5,2,hotpotqa,5ab56db7554299494045efc6,0.4,native_qk_top4_topk_p20,0.0,0.5,"[0, 2]",23
0.0,0.0,1,hotpotqa,5ab2b863554299295394685a,0.05,parent_closure,0.0,0.0,[1],23
0.0,0.0,1,hotpotqa,5ab2b863554299295394685a,0.05,local_gist_closure,0.0,0.0,[1],23
0.0,0.0,1,hotpotqa,5ab2b863554299295394685a,0.05,native_qk_max_topk_p20,0.0,0.0,[1],23
0.0,0.0,1,hotpotqa,5ab2b863554299295394685a,0.05,native_qk_top4_topk_p20,0.0,0.0,[1],23
0.0,0.0,1,hotpotqa,5ab2b863554299295394685a,0.1,parent_closure,0.0,0.0,[1],23
0.0,0.0,1,hotpotqa,5ab2b863554299295394685a,0.1,local_gist_closure,0.0,0.0,[1],23
0.0,0.0,1,hotpotqa,5ab2b863554299295394685a,0.1,native_qk_max_topk_p20,0.0,0.0,[1],23
0.0,0.0,1,hotpotqa,5ab2b863554299295394685a,0.1,native_qk_top4_topk_p20,0.0,0.0,[1],23
0.0,0.5,2,hotpotqa,5ab2b863554299295394685a,0.2,parent_closure,0.0,0.5,"[1, 4]",23
0.0,0.0,2,hotpotqa,5ab2b863554299295394685a,0.2,local_gist_closure,0.0,0.0,"[1, 2]",23
0.0,0.0,2,hotpotqa,5ab2b863554299295394685a,0.2,native_qk_max_topk_p20,0.0,0.0,"[1, 2]",23
0.0,0.5,2,hotpotqa,5ab2b863554299295394685a,0.2,native_qk_top4_topk_p20,0.0,0.5,"[1, 4]",23
0.0,0.5,2,hotpotqa,5ab2b863554299295394685a,0.3,parent_closure,0.0,0.5,"[1, 4]",23
0.0,0.0,2,hotpotqa,5ab2b863554299295394685a,0.3,local_gist_closure,0.0,0.0,"[1, 2]",23
0.0,0.0,2,hotpotqa,5ab2b863554299295394685a,0.3,native_qk_max_topk_p20,0.0,0.0,"[1, 2]",23
0.0,0.5,2,hotpotqa,5ab2b863554299295394685a,0.3,native_qk_top4_topk_p20,0.0,0.5,"[1, 4]",23
0.0,0.5,3,hotpotqa,5ab2b863554299295394685a,0.4,parent_closure,0.0,0.5,"[1, 2, 4]",23
0.0,0.5,3,hotpotqa,5ab2b863554299295394685a,0.4,local_gist_closure,0.0,0.5,"[1, 2, 4]",23
0.0,0.5,3,hotpotqa,5ab2b863554299295394685a,0.4,native_qk_max_topk_p20,0.0,0.5,"[1, 2, 4]",23
0.0,0.5,3,hotpotqa,5ab2b863554299295394685a,0.4,native_qk_top4_topk_p20,0.0,0.5,"[1, 2, 4]",23
0.0,0.0,1,hotpotqa,5a710a915542994082a3e504,0.05,parent_closure,0.0,0.0,[0],23
0.0,0.0,1,hotpotqa,5a710a915542994082a3e504,0.05,local_gist_closure,0.0,0.0,[0],23
0.0,0.0,1,hotpotqa,5a710a915542994082a3e504,0.05,native_qk_max_topk_p20,0.0,0.0,[0],23
0.0,0.0,1,hotpotqa,5a710a915542994082a3e504,0.05,native_qk_top4_topk_p20,0.0,0.0,[0],23
0.0,0.0,1,hotpotqa,5a710a915542994082a3e504,0.1,parent_closure,0.0,0.0,[0],23
0.0,0.0,1,hotpotqa,5a710a915542994082a3e504,0.1,local_gist_closure,0.0,0.0,[0],23
0.0,0.0,1,hotpotqa,5a710a915542994082a3e504,0.1,native_qk_max_topk_p20,0.0,0.0,[0],23
0.0,0.0,1,hotpotqa,5a710a915542994082a3e504,0.1,native_qk_top4_topk_p20,0.0,0.0,[0],23
0.0,0.0,1,hotpotqa,5a710a915542994082a3e504,0.2,parent_closure,0.0,0.0,[0],23
0.0,0.0,1,hotpotqa,5a710a915542994082a3e504,0.2,local_gist_closure,0.0,0.0,[0],23
0.0,0.0,1,hotpotqa,5a710a915542994082a3e504,0.2,native_qk_max_topk_p20,0.0,0.0,[0],23
0.0,0.0,1,hotpotqa,5a710a915542994082a3e504,0.2,native_qk_top4_topk_p20,0.0,0.0,[0],23
0.0,0.0,2,hotpotqa,5a710a915542994082a3e504,0.3,parent_closure,0.0,0.5,"[0, 1]",23
0.0,0.5,2,hotpotqa,5a710a915542994082a3e504,0.3,local_gist_closure,0.0,0.5,"[0, 1]",23
0.0,0.5,2,hotpotqa,5a710a915542994082a3e504,0.3,native_qk_max_topk_p20,0.0,0.5,"[0, 1]",23
0.0,0.5,2,hotpotqa,5a710a915542994082a3e504,0.3,native_qk_top4_topk_p20,0.0,0.5,"[0, 1]",23
0.0,0.0,2,hotpotqa,5a710a915542994082a3e504,0.4,parent_closure,0.0,0.5,"[0, 1]",23
0.0,0.5,2,hotpotqa,5a710a915542994082a3e504,0.4,local_gist_closure,0.0,0.5,"[0, 1]",23
0.0,0.5,2,hotpotqa,5a710a915542994082a3e504,0.4,native_qk_max_topk_p20,0.0,0.5,"[0, 1]",23
0.0,0.5,2,hotpotqa,5a710a915542994082a3e504,0.4,native_qk_top4_topk_p20,0.0,0.5,"[0, 1]",23
0.0,0.3333333333333333,1,hotpotqa,5adc93a4554299438c868e01,0.05,parent_closure,0.0,0.3333333333333333,[0],23
0.0,0.3333333333333333,1,hotpotqa,5adc93a4554299438c868e01,0.05,local_gist_closure,0.0,0.3333333333333333,[0],23
0.0,0.3333333333333333,1,hotpotqa,5adc93a4554299438c868e01,0.05,native_qk_max_topk_p20,0.0,0.3333333333333333,[0],23
0.0,0.3333333333333333,1,hotpotqa,5adc93a4554299438c868e01,0.05,native_qk_top4_topk_p20,0.0,0.3333333333333333,[0],23
0.0,0.3333333333333333,1,hotpotqa,5adc93a4554299438c868e01,0.1,parent_closure,0.0,0.3333333333333333,[0],23
0.0,0.3333333333333333,1,hotpotqa,5adc93a4554299438c868e01,0.1,local_gist_closure,0.0,0.3333333333333333,[0],23
0.0,0.3333333333333333,1,hotpotqa,5adc93a4554299438c868e01,0.1,native_qk_max_topk_p20,0.0,0.3333333333333333,[0],23
0.0,0.3333333333333333,1,hotpotqa,5adc93a4554299438c868e01,0.1,native_qk_top4_topk_p20,0.0,0.3333333333333333,[0],23
0.0,0.3333333333333333,1,hotpotqa,5adc93a4554299438c868e01,0.2,parent_closure,0.0,0.3333333333333333,[0],23
0.0,0.3333333333333333,1,hotpotqa,5adc93a4554299438c868e01,0.2,local_gist_closure,0.0,0.3333333333333333,[0],23
0.0,0.3333333333333333,1,hotpotqa,5adc93a4554299438c868e01,0.2,native_qk_max_topk_p20,0.0,0.3333333333333333,[0],23
0.0,0.3333333333333333,1,hotpotqa,5adc93a4554299438c868e01,0.2,native_qk_top4_topk_p20,0.0,0.3333333333333333,[0],23
0.0,0.3333333333333333,2,hotpotqa,5adc93a4554299438c868e01,0.3,parent_closure,0.0,0.3333333333333333,"[0, 4]",23
0.0,0.6666666666666666,2,hotpotqa,5adc93a4554299438c868e01,0.3,local_gist_closure,0.0,0.6666666666666666,"[0, 1]",23
0.0,0.3333333333333333,2,hotpotqa,5adc93a4554299438c868e01,0.3,native_qk_max_topk_p20,0.0,0.3333333333333333,"[0, 2]",23
0.0,0.3333333333333333,2,hotpotqa,5adc93a4554299438c868e01,0.3,native_qk_top4_topk_p20,0.0,0.3333333333333333,"[0, 2]",23
0.0,0.3333333333333333,2,hotpotqa,5adc93a4554299438c868e01,0.4,parent_closure,0.0,0.3333333333333333,"[0, 4]",23
0.0,0.6666666666666666,2,hotpotqa,5adc93a4554299438c868e01,0.4,local_gist_closure,0.0,0.6666666666666666,"[0, 1]",23
0.0,0.3333333333333333,2,hotpotqa,5adc93a4554299438c868e01,0.4,native_qk_max_topk_p20,0.0,0.3333333333333333,"[0, 2]",23
0.0,0.3333333333333333,2,hotpotqa,5adc93a4554299438c868e01,0.4,native_qk_top4_topk_p20,0.0,0.3333333333333333,"[0, 2]",23
0.0,0.0,1,hotpotqa,5ab7f97a5542991d322237ef,0.05,parent_closure,0.0,0.0,[13],23
0.0,0.0,1,hotpotqa,5ab7f97a5542991d322237ef,0.05,local_gist_closure,0.0,0.0,[13],23
0.0,0.0,1,hotpotqa,5ab7f97a5542991d322237ef,0.05,native_qk_max_topk_p20,0.0,0.0,[13],23
0.0,0.0,1,hotpotqa,5ab7f97a5542991d322237ef,0.05,native_qk_top4_topk_p20,0.0,0.0,[13],23
0.0,0.0,2,hotpotqa,5ab7f97a5542991d322237ef,0.1,parent_closure,0.0,0.0,"[13, 14]",23
0.0,0.0,2,hotpotqa,5ab7f97a5542991d322237ef,0.1,local_gist_closure,0.0,0.0,"[12, 13]",23
0.0,0.0,2,hotpotqa,5ab7f97a5542991d322237ef,0.1,native_qk_max_topk_p20,0.0,0.0,"[11, 13]",23
0.0,0.0,2,hotpotqa,5ab7f97a5542991d322237ef,0.1,native_qk_top4_topk_p20,0.0,0.0,"[11, 13]",23
0.0,0.5,4,hotpotqa,5ab7f97a5542991d322237ef,0.2,parent_closure,0.0,0.5,"[12, 13, 14, 15]",23
0.0,0.0,4,hotpotqa,5ab7f97a5542991d322237ef,0.2,local_gist_closure,0.0,0.5,"[12, 13, 14, 15]",23
0.0,0.0,4,hotpotqa,5ab7f97a5542991d322237ef,0.2,native_qk_max_topk_p20,0.0,0.5,"[12, 13, 14, 15]",23
0.0,0.0,4,hotpotqa,5ab7f97a5542991d322237ef,0.2,native_qk_top4_topk_p20,0.0,0.5,"[12, 13, 14, 15]",23
0.0,0.5,5,hotpotqa,5ab7f97a5542991d322237ef,0.3,parent_closure,0.0,0.5,"[10, 12, 13, 14, 15]",23
0.0,0.5,5,hotpotqa,5ab7f97a5542991d322237ef,0.3,local_gist_closure,0.0,0.5,"[11, 12, 13, 14, 15]",23
0.0,0.5,5,hotpotqa,5ab7f97a5542991d322237ef,0.3,native_qk_max_topk_p20,0.0,0.5,"[1, 11, 13, 14, 15]",23
0.0,0.5,5,hotpotqa,5ab7f97a5542991d322237ef,0.3,native_qk_top4_topk_p20,0.0,0.5,"[1, 11, 13, 14, 15]",23
0.0,0.5,7,hotpotqa,5ab7f97a5542991d322237ef,0.4,parent_closure,1.0,1.0,"[0, 7, 10, 12, 13, 14, 15]",23
0.0,0.5,7,hotpotqa,5ab7f97a5542991d322237ef,0.4,local_gist_closure,1.0,1.0,"[0, 10, 11, 12, 13, 14, 15]",23
0.0,0.5,7,hotpotqa,5ab7f97a5542991d322237ef,0.4,native_qk_max_topk_p20,1.0,1.0,"[0, 1, 11, 12, 13, 14, 15]",23
0.0,0.5,7,hotpotqa,5ab7f97a5542991d322237ef,0.4,native_qk_top4_topk_p20,1.0,1.0,"[0, 1, 11, 12, 13, 14, 15]",23
0.0,0.0,1,hotpotqa,5a8888e35542997e5c09a5f6,0.05,parent_closure,0.0,0.0,[3],23
0.0,0.0,1,hotpotqa,5a8888e35542997e5c09a5f6,0.05,local_gist_closure,0.0,0.0,[3],23
0.0,0.0,1,hotpotqa,5a8888e35542997e5c09a5f6,0.05,native_qk_max_topk_p20,0.0,0.0,[3],23
0.0,0.0,1,hotpotqa,5a8888e35542997e5c09a5f6,0.05,native_qk_top4_topk_p20,0.0,0.0,[3],23
0.0,0.0,1,hotpotqa,5a8888e35542997e5c09a5f6,0.1,parent_closure,0.0,0.0,[3],23
0.0,0.0,1,hotpotqa,5a8888e35542997e5c09a5f6,0.1,local_gist_closure,0.0,0.0,[3],23
0.0,0.0,1,hotpotqa,5a8888e35542997e5c09a5f6,0.1,native_qk_max_topk_p20,0.0,0.0,[3],23
0.0,0.0,1,hotpotqa,5a8888e35542997e5c09a5f6,0.1,native_qk_top4_topk_p20,0.0,0.0,[3],23
0.0,0.0,1,hotpotqa,5a8888e35542997e5c09a5f6,0.2,parent_closure,0.0,0.0,[3],23
0.0,0.0,1,hotpotqa,5a8888e35542997e5c09a5f6,0.2,local_gist_closure,0.0,0.0,[3],23
0.0,0.0,1,hotpotqa,5a8888e35542997e5c09a5f6,0.2,native_qk_max_topk_p20,0.0,0.0,[3],23
0.0,0.0,1,hotpotqa,5a8888e35542997e5c09a5f6,0.2,native_qk_top4_topk_p20,0.0,0.0,[3],23
0.0,0.5,2,hotpotqa,5a8888e35542997e5c09a5f6,0.3,parent_closure,0.0,0.5,"[3, 4]",23
0.0,0.5,2,hotpotqa,5a8888e35542997e5c09a5f6,0.3,local_gist_closure,0.0,0.5,"[3, 4]",23
0.0,0.5,2,hotpotqa,5a8888e35542997e5c09a5f6,0.3,native_qk_max_topk_p20,0.0,0.5,"[3, 4]",23
0.0,0.5,2,hotpotqa,5a8888e35542997e5c09a5f6,0.3,native_qk_top4_topk_p20,0.0,0.5,"[3, 4]",23
0.0,0.5,2,hotpotqa,5a8888e35542997e5c09a5f6,0.4,parent_closure,0.0,0.5,"[3, 4]",23
0.0,0.5,2,hotpotqa,5a8888e35542997e5c09a5f6,0.4,local_gist_closure,0.0,0.5,"[3, 4]",23
0.0,0.5,2,hotpotqa,5a8888e35542997e5c09a5f6,0.4,native_qk_max_topk_p20,0.0,0.5,"[3, 4]",23
0.0,0.5,2,hotpotqa,5a8888e35542997e5c09a5f6,0.4,native_qk_top4_topk_p20,0.0,0.5,"[3, 4]",23
0.0,0.0,1,hotpotqa,5a8c8502554299585d9e36d0,0.05,parent_closure,0.0,0.0,[1],23
0.0,0.0,1,hotpotqa,5a8c8502554299585d9e36d0,0.05,local_gist_closure,0.0,0.0,[1],23
0.0,0.0,1,hotpotqa,5a8c8502554299585d9e36d0,0.05,native_qk_max_topk_p20,0.0,0.0,[1],23
0.0,0.0,1,hotpotqa,5a8c8502554299585d9e36d0,0.05,native_qk_top4_topk_p20,0.0,0.0,[1],23
0.0,0.0,1,hotpotqa,5a8c8502554299585d9e36d0,0.1,parent_closure,0.0,0.0,[1],23
0.0,0.0,1,hotpotqa,5a8c8502554299585d9e36d0,0.1,local_gist_closure,0.0,0.0,[1],23
0.0,0.0,1,hotpotqa,5a8c8502554299585d9e36d0,0.1,native_qk_max_topk_p20,0.0,0.0,[1],23
0.0,0.0,1,hotpotqa,5a8c8502554299585d9e36d0,0.1,native_qk_top4_topk_p20,0.0,0.0,[1],23
0.0,0.0,2,hotpotqa,5a8c8502554299585d9e36d0,0.2,parent_closure,0.0,0.0,"[0, 1]",23
0.0,0.0,2,hotpotqa,5a8c8502554299585d9e36d0,0.2,local_gist_closure,0.0,0.0,"[0, 1]",23
0.0,0.0,2,hotpotqa,5a8c8502554299585d9e36d0,0.2,native_qk_max_topk_p20,0.0,0.0,"[0, 1]",23
0.0,0.0,2,hotpotqa,5a8c8502554299585d9e36d0,0.2,native_qk_top4_topk_p20,0.0,0.0,"[0, 1]",23
0.0,0.0,3,hotpotqa,5a8c8502554299585d9e36d0,0.3,parent_closure,0.0,0.5,"[1, 2, 4]",23
0.0,0.0,3,hotpotqa,5a8c8502554299585d9e36d0,0.3,local_gist_closure,0.0,0.5,"[1, 2, 4]",23
0.0,0.0,3,hotpotqa,5a8c8502554299585d9e36d0,0.3,native_qk_max_topk_p20,0.0,0.5,"[1, 2, 4]",23
0.0,0.0,3,hotpotqa,5a8c8502554299585d9e36d0,0.3,native_qk_top4_topk_p20,0.0,0.5,"[1, 2, 4]",23
0.0,0.0,3,hotpotqa,5a8c8502554299585d9e36d0,0.4,parent_closure,0.0,0.5,"[1, 2, 4]",23
0.0,0.0,3,hotpotqa,5a8c8502554299585d9e36d0,0.4,local_gist_closure,0.0,0.5,"[1, 2, 4]",23
0.0,0.0,3,hotpotqa,5a8c8502554299585d9e36d0,0.4,native_qk_max_topk_p20,0.0,0.5,"[1, 2, 4]",23
0.0,0.0,3,hotpotqa,5a8c8502554299585d9e36d0,0.4,native_qk_top4_topk_p20,0.0,0.5,"[1, 2, 4]",23
0.0,0.0,1,hotpotqa,5a84c4bb5542991dd0999dec,0.05,parent_closure,0.0,0.0,[3],23
0.0,0.0,1,hotpotqa,5a84c4bb5542991dd0999dec,0.05,local_gist_closure,0.0,0.0,[3],23
0.0,0.0,1,hotpotqa,5a84c4bb5542991dd0999dec,0.05,native_qk_max_topk_p20,0.0,0.0,[3],23
0.0,0.0,1,hotpotqa,5a84c4bb5542991dd0999dec,0.05,native_qk_top4_topk_p20,0.0,0.0,[3],23
0.0,0.0,1,hotpotqa,5a84c4bb5542991dd0999dec,0.1,parent_closure,0.0,0.0,[3],23
0.0,0.0,1,hotpotqa,5a84c4bb5542991dd0999dec,0.1,local_gist_closure,0.0,0.0,[3],23
0.0,0.0,1,hotpotqa,5a84c4bb5542991dd0999dec,0.1,native_qk_max_topk_p20,0.0,0.0,[3],23
0.0,0.0,1,hotpotqa,5a84c4bb5542991dd0999dec,0.1,native_qk_top4_topk_p20,0.0,0.0,[3],23
0.0,0.0,2,hotpotqa,5a84c4bb5542991dd0999dec,0.2,parent_closure,0.0,0.0,"[3, 4]",23
0.0,0.5,2,hotpotqa,5a84c4bb5542991dd0999dec,0.2,local_gist_closure,0.0,0.5,"[3, 5]",23
