dataset,fraction_sigmoid_above_0_999,fraction_sigmoid_above_0_99999,method,raw_mean,raw_std,scores,sigmoid_mean,sigmoid_std
hotpotqa,1.0,0.9935483932495117,native_qk_max_topk_p20,13.952868461608887,0.8628491163253784,155,0.9999988079071045,1.102761302718136e-06
hotpotqa,1.0,0.948387086391449,native_qk_top4_topk_p20,12.164504051208496,0.49894997477531433,155,0.999993622303009,8.871475984051358e-06
qasper,1.0,1.0,native_qk_max_topk_p20,14.294259071350098,0.6336411833763123,875,0.9999993443489075,4.945718501403462e-07
qasper,1.0,0.99657142162323,native_qk_top4_topk_p20,12.467850685119629,0.3127405643463135,875,0.9999960064888,1.1889740108017577e-06
