partition,query_reconstruction_mode,query_support_mode,facet_type,K_search,rows,identities,edges,seeds,facet_count,candidate_parent_count,successor_candidate_recall,mrr,recall_at_1,recall_at_2,recall_at_3,recall_at_4,recall_at_5,recall_at_6,recall_at_8,recall_at_11,candidate_native_rank,candidate_query_rank,winning_facet_includes_a,query_support_tokens,conceptual_active_parent_count,conceptual_active_parent_count_p95,conceptual_active_parent_count_max,conceptual_active_parent_fraction,materialized_parent_count,materialized_native_kv_tokens,materialized_native_kv_tokens_p95,materialized_native_kv_tokens_max,native_kv_bytes,native_k_candidate_comparisons,semantic_comparisons,search_comparisons,reencoding_time,query_projection_time,candidate_scoring_time,native_search_time,prefill_to_ready_time,prefill_to_ready_time_p95,prefill_to_ready_time_max,memory_projection_time,total_reencoding_peak_gpu_allocated_bytes,total_reencoding_peak_gpu_reserved_bytes,incremental_reencoding_peak_allocated_bytes,routing_peak_gpu_allocated_bytes,routing_peak_gpu_reserved_bytes,incremental_routing_peak_allocated_bytes,cpu_reference_cache_bytes,gpu_reference_cache_bytes,gist_cache_bytes,query_facet_tensor_bytes,projected_parent_cache_bytes,candidate_score_tensor_bytes,h2d_transfer_bytes,oracle_margin
test,query_separator_memory,question_and_memory,w2_s1_dynamic,6,35,7,7,5,313.7142857142857,4.714285714285714,1.0,0.47809523809523813,0.22857142857142856,0.42857142857142855,0.6571428571428571,0.7714285714285715,0.9714285714285714,1.0,1.0,1.0,2.142857142857143,2.942857142857143,0.9714285714285714,314.7142857142857,2.142857142857143,3.0,3.0,0.3768707482993197,0.0,0.0,0.0,0.0,0.0,6523757.714285715,1421.4285714285713,6525179.142857143,0.7259581857111438,0.001397408576615687,0.002347137148691607,0.03827207143850891,0.768612371439979,1.2947810000623576,1.2948016001028009,0.0006375685650190072,1308213833.142857,1352663040.0,116098121.14285715,15373970.285714285,277423250.28571427,1607899.4285714286,620984671.0,8824066.285714285,23990.85714285714,1284973.7142857143,2998.8571428571427,5685.714285714285,10136774.857142856,-0.08819785990885326
test,query_separator_memory,question_and_memory,w2_s1_dynamic,8,35,7,7,5,313.7142857142857,4.714285714285714,1.0,0.47809523809523813,0.22857142857142856,0.42857142857142855,0.6571428571428571,0.7714285714285715,0.9714285714285714,1.0,1.0,1.0,2.142857142857143,2.942857142857143,0.9714285714285714,314.7142857142857,2.142857142857143,3.0,3.0,0.3768707482993197,0.0,0.0,0.0,0.0,0.0,6523757.714285715,1421.4285714285713,6525179.142857143,0.7259581857111438,0.001397408576615687,0.0023312285742057223,0.03827207143850891,0.7685964628654931,1.2949335000594147,1.295047300052829,0.0006375685650190072,1308213833.142857,1352663040.0,116098121.14285715,15373970.285714285,277423250.28571427,1607899.4285714286,620984671.0,8824066.285714285,23990.85714285714,1284973.7142857143,2998.8571428571427,5685.714285714285,10136774.857142856,-0.08819785990885326
test,query_separator_memory,question_only,w2_s1_dynamic,1,35,7,7,5,22.142857142857142,1.0,0.2857142857142857,0.6428571428571429,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.142857142857143,1.7142857142857142,0.0,22.142857142857142,2.142857142857143,3.0,3.0,0.3768707482993197,0.0,0.0,0.0,0.0,0.0,6523757.714285715,22.142857142857142,6523779.857142857,0.7259581857111438,0.0008361285768582352,0.001357525711812611,0.03827207143850891,0.7670614800033425,1.2933283000602387,1.2934133000089787,0.0006375685650190072,1308213833.142857,1352663040.0,116098121.14285715,13879954.285714285,277423250.28571427,113883.42857142857,620984671.0,8824066.285714285,23990.85714285714,90697.14285714286,2998.8571428571427,88.57142857142857,8942498.285714285,
test,query_separator_memory,question_only,w2_s1_dynamic,11,35,7,7,5,22.142857142857142,4.714285714285714,1.0,0.41,0.11428571428571428,0.4,0.6285714285714286,0.7142857142857143,0.9428571428571428,1.0,1.0,1.0,2.142857142857143,3.2,0.0,22.142857142857142,2.142857142857143,3.0,3.0,0.3768707482993197,0.0,0.0,0.0,0.0,0.0,6523757.714285715,109.85714285714286,6523867.571428572,0.7259581857111438,0.0008361285768582352,0.0021657742909155786,0.03827207143850891,0.7678697285824455,1.293859200028237,1.2941155001171865,0.0006375685650190072,1308213833.142857,1352663040.0,116098121.14285715,13879954.285714285,277423250.28571427,113883.42857142857,620984671.0,8824066.285714285,23990.85714285714,90697.14285714286,2998.8571428571427,439.42857142857144,8942498.285714285,-0.11852674601333482
test,query_separator_memory,question_only,w2_s1_dynamic,2,35,7,7,5,22.142857142857142,2.0,0.7142857142857143,0.5523809523809523,0.2,0.7142857142857143,1.0,1.0,1.0,1.0,1.0,1.0,2.142857142857143,2.085714285714286,0.0,22.142857142857142,2.142857142857143,3.0,3.0,0.3768707482993197,0.0,0.0,0.0,0.0,0.0,6523757.714285715,44.285714285714285,6523802.0,0.7259581857111438,0.0008361285768582352,0.0015412714332342149,0.03827207143850891,0.7672452257247642,1.2931775000761263,1.293518100050278,0.0006375685650190072,1308213833.142857,1352663040.0,116098121.14285715,13879954.285714285,277423250.28571427,113883.42857142857,620984671.0,8824066.285714285,23990.85714285714,90697.14285714286,2998.8571428571427,177.14285714285714,8942498.285714285,-0.10493610069155693
test,query_separator_memory,question_only,w2_s1_dynamic,3,35,7,7,5,22.142857142857142,3.0,0.8571428571428571,0.5261904761904762,0.2571428571428571,0.45714285714285713,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,2.142857142857143,2.4285714285714284,0.0,22.142857142857142,2.142857142857143,3.0,3.0,0.3768707482993197,0.0,0.0,0.0,0.0,0.0,6523757.714285715,66.42857142857143,6523824.142857143,0.7259581857111438,0.0008361285768582352,0.0016842057047012661,0.03827207143850891,0.7673881599962312,1.2933895000605844,1.2935877999989316,0.0006375685650190072,1308213833.142857,1352663040.0,116098121.14285715,13879954.285714285,277423250.28571427,113883.42857142857,620984671.0,8824066.285714285,23990.85714285714,90697.14285714286,2998.8571428571427,265.7142857142857,8942498.285714285,-0.10507776650289695
test,query_separator_memory,question_only,w2_s1_dynamic,4,35,7,7,5,22.142857142857142,3.857142857142857,1.0,0.5023809523809524,0.2571428571428571,0.4,0.6857142857142857,1.0,1.0,1.0,1.0,1.0,2.142857142857143,2.657142857142857,0.0,22.142857142857142,2.142857142857143,3.0,3.0,0.3768707482993197,0.0,0.0,0.0,0.0,0.0,6523757.714285715,86.28571428571429,6523844.0,0.7259581857111438,0.0008361285768582352,0.002016122863694493,0.03827207143850891,0.7677200771552245,1.2934005000861362,1.2935797000536695,0.0006375685650190072,1308213833.142857,1352663040.0,116098121.14285715,13879954.285714285,277423250.28571427,113883.42857142857,620984671.0,8824066.285714285,23990.85714285714,90697.14285714286,2998.8571428571427,345.14285714285717,8942498.285714285,-0.10853305065206119
test,query_separator_memory,question_only,w2_s1_dynamic,5,35,7,7,5,22.142857142857142,4.428571428571429,1.0,0.4147619047619047,0.11428571428571428,0.4,0.6285714285714286,0.7714285714285715,1.0,1.0,1.0,1.0,2.142857142857143,3.085714285714286,0.0,22.142857142857142,2.142857142857143,3.0,3.0,0.3768707482993197,0.0,0.0,0.0,0.0,0.0,6523757.714285715,101.0,6523858.714285715,0.7259581857111438,0.0008361285768582352,0.0020721171417140533,0.03827207143850891,0.767776071433244,1.2937160999863409,1.2938294000341557,0.0006375685650190072,1308213833.142857,1352663040.0,116098121.14285715,13879954.285714285,277423250.28571427,113883.42857142857,620984671.0,8824066.285714285,23990.85714285714,90697.14285714286,2998.8571428571427,404.0,8942498.285714285,-0.11845241902129991
test,query_separator_memory,question_only,w2_s1_dynamic,6,35,7,7,5,22.142857142857142,4.714285714285714,1.0,0.41,0.11428571428571428,0.4,0.6285714285714286,0.7142857142857143,0.9428571428571428,1.0,1.0,1.0,2.142857142857143,3.2,0.0,22.142857142857142,2.142857142857143,3.0,3.0,0.3768707482993197,0.0,0.0,0.0,0.0,0.0,6523757.714285715,109.85714285714286,6523867.571428572,0.7259581857111438,0.0008361285768582352,0.0022131942844550523,0.03827207143850891,0.767917148575985,1.2937870000605471,1.2938550000544637,0.0006375685650190072,1308213833.142857,1352663040.0,116098121.14285715,13879954.285714285,277423250.28571427,113883.42857142857,620984671.0,8824066.285714285,23990.85714285714,90697.14285714286,2998.8571428571427,439.42857142857144,8942498.285714285,-0.11852674601333482
test,query_separator_memory,question_only,w2_s1_dynamic,8,35,7,7,5,22.142857142857142,4.714285714285714,1.0,0.41,0.11428571428571428,0.4,0.6285714285714286,0.7142857142857143,0.9428571428571428,1.0,1.0,1.0,2.142857142857143,3.2,0.0,22.142857142857142,2.142857142857143,3.0,3.0,0.3768707482993197,0.0,0.0,0.0,0.0,0.0,6523757.714285715,109.85714285714286,6523867.571428572,0.7259581857111438,0.0008361285768582352,0.0020946942885140224,0.03827207143850891,0.767798648580044,1.2937756000319496,1.294041900022421,0.0006375685650190072,1308213833.142857,1352663040.0,116098121.14285715,13879954.285714285,277423250.28571427,113883.42857142857,620984671.0,8824066.285714285,23990.85714285714,90697.14285714286,2998.8571428571427,439.42857142857144,8942498.285714285,-0.11852674601333482
