dataset,family,policy,channels,parameter,k_total,n,evidence_recall,complete_recovery,precision,reciprocal_rank,routing_index_bytes,routing_seconds,native_kv_tokens_materialized
hotpotqa,normalized_fusion,L+E+S:fusion,L+E+S,template=equal,2,4,0.75,0.75,0.75,0.8333333333333334,8257.0,0.0006302000838331878,512.0
hotpotqa,normalized_fusion,L+E+S:fusion,L+E+S,template=equal,4,4,1.0,1.0,0.5,0.8333333333333334,8257.0,0.0006302000838331878,1006.5
hotpotqa,normalized_fusion,L+E+S:fusion,L+E+S,template=equal,8,4,1.0,1.0,0.38333333333333336,0.8333333333333334,8257.0,0.0006302000838331878,1292.25
hotpotqa,normalized_fusion,L+E:fusion,L+E,template=equal,2,4,0.75,0.5,0.75,0.875,7605.25,0.0003347750171087682,496.25
hotpotqa,normalized_fusion,L+E:fusion,L+E,template=equal,4,4,1.0,1.0,0.5,0.875,7605.25,0.0003347750171087682,974.5
hotpotqa,normalized_fusion,L+E:fusion,L+E,template=equal,8,4,1.0,1.0,0.38333333333333336,0.875,7605.25,0.0003347750171087682,1292.25
hotpotqa,normalized_fusion,L+QK:fusion,L+QK,template=equal,2,4,0.5,0.0,0.5,1.0,90871.0,0.1960382000543177,494.5
hotpotqa,normalized_fusion,L+QK:fusion,L+QK,template=equal,4,4,1.0,1.0,0.5,1.0,90871.0,0.1960382000543177,1006.5
hotpotqa,normalized_fusion,L+QK:fusion,L+QK,template=equal,8,4,1.0,1.0,0.38333333333333336,1.0,90871.0,0.1960382000543177,1292.25
hotpotqa,normalized_fusion,L+S+QK:fusion,L+S+QK,template=equal,2,4,0.75,0.5,0.75,0.875,91522.75,0.19633362512104213,496.25
hotpotqa,normalized_fusion,L+S+QK:fusion,L+S+QK,template=equal,4,4,1.0,1.0,0.5,0.875,91522.75,0.19633362512104213,1006.5
hotpotqa,normalized_fusion,L+S+QK:fusion,L+S+QK,template=equal,8,4,1.0,1.0,0.38333333333333336,0.875,91522.75,0.19633362512104213,1292.25
hotpotqa,normalized_fusion,L+S:fusion,L+S,template=equal,2,4,0.75,0.75,0.75,0.8333333333333334,5506.75,0.00047660007840022445,512.0
hotpotqa,normalized_fusion,L+S:fusion,L+S,template=equal,4,4,1.0,1.0,0.5,0.8333333333333334,5506.75,0.00047660007840022445,1006.5
hotpotqa,normalized_fusion,L+S:fusion,L+S,template=equal,8,4,1.0,1.0,0.38333333333333336,0.8333333333333334,5506.75,0.00047660007840022445,1292.25
hotpotqa,normalized_fusion,S+QK:fusion,S+QK,template=equal,2,4,0.5,0.0,0.5,0.75,86667.75,0.19615245010936633,512.0
hotpotqa,normalized_fusion,S+QK:fusion,S+QK,template=equal,4,4,1.0,1.0,0.5,0.75,86667.75,0.19615245010936633,1006.5
hotpotqa,normalized_fusion,S+QK:fusion,S+QK,template=equal,8,4,1.0,1.0,0.38333333333333336,0.75,86667.75,0.19615245010936633,1292.25
hotpotqa,reserved_slots,E+QK:E2_QK2,E+QK,"{""E"": 2, ""QK"": 2}",4,4,0.875,0.75,0.4375,0.8333333333333334,88766.25,0.19601062504807487,974.5
hotpotqa,reserved_slots,E+S+QK:E1_S1_QK2,E+S+QK,"{""E"": 1, ""QK"": 2, ""S"": 1}",4,4,0.875,0.75,0.4375,0.8333333333333334,89418.0,0.1963060501147993,1006.5
hotpotqa,reserved_slots,E+S:E2_S2,E+S,"{""E"": 2, ""S"": 2}",4,4,0.875,0.75,0.4375,0.8333333333333334,3402.0,0.00044902507215738297,988.0
hotpotqa,reserved_slots,L+E+QK:L1_E1_QK2,L+E+QK,"{""E"": 1, ""L"": 1, ""QK"": 2}",4,4,0.875,0.75,0.4375,1.0,93621.25,0.19619180005975068,974.5
hotpotqa,reserved_slots,L+E+S+QK:L1_E1_QK2_lex2,L+E+S+QK,"{""E"": 1, ""L"": 1, ""QK"": 2}",4,4,0.875,0.75,0.4375,1.0,94273.0,0.1964872251264751,974.5
hotpotqa,reserved_slots,L+E+S+QK:L1_E1_S1_QK1,L+E+S+QK,"{""E"": 1, ""L"": 1, ""QK"": 1, ""S"": 1}",4,4,1.0,1.0,0.5,1.0,94273.0,0.1964872251264751,974.5
hotpotqa,reserved_slots,L+E+S:L1_E1_S2,L+E+S,"{""E"": 1, ""L"": 1, ""S"": 2}",4,4,1.0,1.0,0.5,1.0,8257.0,0.0006302000838331878,972.25
hotpotqa,reserved_slots,L+QK:L2_QK2,L+QK,"{""L"": 2, ""QK"": 2}",4,4,1.0,1.0,0.5,1.0,90871.0,0.1960382000543177,1006.5
hotpotqa,reserved_slots,L+S+QK:L1_S1_QK2,L+S+QK,"{""L"": 1, ""QK"": 2, ""S"": 1}",4,4,0.875,0.75,0.4375,1.0,91522.75,0.19633362512104213,1006.5
hotpotqa,reserved_slots,L+S+QK:L1_S1_QK2_lex1,L+S+QK,"{""L"": 1, ""QK"": 2, ""S"": 1}",4,4,0.875,0.75,0.4375,1.0,91522.75,0.19633362512104213,1006.5
hotpotqa,reserved_slots,L+S:L2_S2,L+S,"{""L"": 2, ""S"": 2}",4,4,1.0,1.0,0.5,1.0,5506.75,0.00047660007840022445,1004.25
hotpotqa,rrf,E+QK:RRF,E+QK,c=10,2,4,0.5,0.0,0.5,0.75,88766.25,0.19601062504807487,494.5
hotpotqa,rrf,E+QK:RRF,E+QK,c=10,4,4,0.875,0.75,0.4375,0.75,88766.25,0.19601062504807487,974.5
hotpotqa,rrf,E+QK:RRF,E+QK,c=10,8,4,1.0,1.0,0.38333333333333336,0.75,88766.25,0.19601062504807487,1292.25
hotpotqa,rrf,E+S+QK:RRF,E+S+QK,c=10,2,4,0.375,0.0,0.375,0.8333333333333334,89418.0,0.1963060501147993,512.0
hotpotqa,rrf,E+S+QK:RRF,E+S+QK,c=10,4,4,1.0,1.0,0.5,0.8333333333333334,89418.0,0.1963060501147993,1006.5
hotpotqa,rrf,E+S+QK:RRF,E+S+QK,c=10,8,4,1.0,1.0,0.38333333333333336,0.8333333333333334,89418.0,0.1963060501147993,1292.25
hotpotqa,rrf,E+S:RRF,E+S,c=10,2,4,0.625,0.5,0.625,0.8333333333333334,3402.0,0.00044902507215738297,512.0
hotpotqa,rrf,E+S:RRF,E+S,c=10,4,4,1.0,1.0,0.5,0.8333333333333334,3402.0,0.00044902507215738297,974.5
hotpotqa,rrf,E+S:RRF,E+S,c=10,8,4,1.0,1.0,0.38333333333333336,0.8333333333333334,3402.0,0.00044902507215738297,1292.25
hotpotqa,rrf,L+E+QK:RRF,L+E+QK,c=10,2,4,0.75,0.5,0.75,0.875,93621.25,0.19619180005975068,496.25
hotpotqa,rrf,L+E+QK:RRF,L+E+QK,c=10,4,4,1.0,1.0,0.5,0.875,93621.25,0.19619180005975068,974.5
hotpotqa,rrf,L+E+QK:RRF,L+E+QK,c=10,8,4,1.0,1.0,0.38333333333333336,0.875,93621.25,0.19619180005975068,1292.25
hotpotqa,rrf,L+E+S+QK:RRF,L+E+S+QK,c=10,2,4,0.75,0.5,0.75,0.875,94273.0,0.1964872251264751,496.25
hotpotqa,rrf,L+E+S+QK:RRF,L+E+S+QK,c=10,4,4,1.0,1.0,0.5,0.875,94273.0,0.1964872251264751,1006.5
hotpotqa,rrf,L+E+S+QK:RRF,L+E+S+QK,c=10,8,4,1.0,1.0,0.38333333333333336,0.875,94273.0,0.1964872251264751,1292.25
hotpotqa,rrf,L+E+S:RRF,L+E+S,c=60,2,4,0.75,0.75,0.75,0.8333333333333334,8257.0,0.0006302000838331878,512.0
hotpotqa,rrf,L+E+S:RRF,L+E+S,c=60,4,4,1.0,1.0,0.5,0.8333333333333334,8257.0,0.0006302000838331878,974.5
hotpotqa,rrf,L+E+S:RRF,L+E+S,c=60,8,4,1.0,1.0,0.38333333333333336,0.8333333333333334,8257.0,0.0006302000838331878,1292.25
hotpotqa,rrf,L+E:RRF,L+E,c=10,2,4,0.875,0.75,0.875,0.875,7605.25,0.0003347750171087682,496.25
hotpotqa,rrf,L+E:RRF,L+E,c=10,4,4,0.875,0.75,0.4375,0.875,7605.25,0.0003347750171087682,974.5
hotpotqa,rrf,L+E:RRF,L+E,c=10,8,4,1.0,1.0,0.38333333333333336,0.875,7605.25,0.0003347750171087682,1292.25
hotpotqa,rrf,L+QK:RRF,L+QK,c=10,2,4,0.5,0.0,0.5,0.75,90871.0,0.1960382000543177,494.5
hotpotqa,rrf,L+QK:RRF,L+QK,c=10,4,4,1.0,1.0,0.5,0.75,90871.0,0.1960382000543177,1006.5
hotpotqa,rrf,L+QK:RRF,L+QK,c=10,8,4,1.0,1.0,0.38333333333333336,0.75,90871.0,0.1960382000543177,1292.25
hotpotqa,rrf,L+S+QK:RRF,L+S+QK,c=10,2,4,0.625,0.25,0.625,0.875,91522.75,0.19633362512104213,496.25
hotpotqa,rrf,L+S+QK:RRF,L+S+QK,c=10,4,4,1.0,1.0,0.5,0.875,91522.75,0.19633362512104213,1006.5
hotpotqa,rrf,L+S+QK:RRF,L+S+QK,c=10,8,4,1.0,1.0,0.38333333333333336,0.875,91522.75,0.19633362512104213,1292.25
hotpotqa,rrf,L+S:RRF,L+S,c=10,2,4,0.75,0.75,0.75,0.8333333333333334,5506.75,0.00047660007840022445,512.0
hotpotqa,rrf,L+S:RRF,L+S,c=10,4,4,1.0,1.0,0.5,0.8333333333333334,5506.75,0.00047660007840022445,1008.25
hotpotqa,rrf,L+S:RRF,L+S,c=10,8,4,1.0,1.0,0.38333333333333336,0.8333333333333334,5506.75,0.00047660007840022445,1292.25
hotpotqa,rrf,S+QK:RRF,S+QK,c=10,2,4,0.375,0.0,0.375,0.7083333333333334,86667.75,0.19615245010936633,512.0
hotpotqa,rrf,S+QK:RRF,S+QK,c=10,4,4,1.0,1.0,0.5,0.7083333333333334,86667.75,0.19615245010936633,1006.5
hotpotqa,rrf,S+QK:RRF,S+QK,c=10,8,4,1.0,1.0,0.38333333333333336,0.7083333333333334,86667.75,0.19615245010936633,1292.25
hotpotqa,single,E,E,,2,4,0.625,0.5,0.625,0.8333333333333334,2750.25,0.00015360000543296337,480.0
hotpotqa,single,E,E,,4,4,0.875,0.75,0.4375,0.8333333333333334,2750.25,0.00015360000543296337,974.5
hotpotqa,single,E,E,,8,4,1.0,1.0,0.38333333333333336,0.8333333333333334,2750.25,0.00015360000543296337,1292.25
hotpotqa,single,L,L,,2,4,0.875,0.75,0.875,1.0,4855.0,0.00018117501167580485,496.25
hotpotqa,single,L,L,,4,4,1.0,1.0,0.5,1.0,4855.0,0.00018117501167580485,1006.5
hotpotqa,single,L,L,,8,4,1.0,1.0,0.38333333333333336,1.0,4855.0,0.00018117501167580485,1292.25
hotpotqa,single,QK,QK,,2,4,0.375,0.0,0.375,0.5833333333333334,86016.0,0.1958570250426419,494.5
hotpotqa,single,QK,QK,,4,4,0.875,0.75,0.4375,0.5833333333333334,86016.0,0.1958570250426419,1006.5
hotpotqa,single,QK,QK,,8,4,1.0,1.0,0.38333333333333336,0.5833333333333334,86016.0,0.1958570250426419,1292.25
hotpotqa,single,QK8,QK8,,2,4,0.25,0.0,0.25,0.6458333333333334,10752.0,4.604497725027613,496.25
hotpotqa,single,QK8,QK8,,4,4,0.75,0.5,0.375,0.6458333333333334,10752.0,4.604497725027613,976.25
hotpotqa,single,QK8,QK8,,8,4,1.0,1.0,0.38333333333333336,0.6458333333333334,10752.0,4.604497725027613,1292.25
hotpotqa,single,S,S,,2,4,0.5,0.25,0.5,0.7083333333333334,651.75,0.0002954250667244196,512.0
hotpotqa,single,S,S,,4,4,0.875,0.75,0.4375,0.7083333333333334,651.75,0.0002954250667244196,1020.0
hotpotqa,single,S,S,,8,4,1.0,1.0,0.38333333333333336,0.7083333333333334,651.75,0.0002954250667244196,1292.25
hotpotqa,single,native_mean,native_mean,,2,4,0.375,0.25,0.375,0.6458333333333334,21504.0,0.0007152749458327889,494.5
hotpotqa,single,native_mean,native_mean,,4,4,0.875,0.75,0.4375,0.6458333333333334,21504.0,0.0007152749458327889,1006.5
hotpotqa,single,native_mean,native_mean,,8,4,1.0,1.0,0.38333333333333336,0.6458333333333334,21504.0,0.0007152749458327889,1292.25
hotpotqa,single,oracle,oracle,,2,4,1.0,1.0,1.0,1.0,0.0,0.0,496.25
hotpotqa,single,oracle,oracle,,4,4,1.0,1.0,0.5,1.0,0.0,0.0,1008.25
hotpotqa,single,oracle,oracle,,8,4,1.0,1.0,0.38333333333333336,1.0,0.0,0.0,1292.25
hotpotqa,union_agreement,E+QK:U2,E+QK,candidate_pool=2,2,4,0.5,0.0,0.5,0.75,88766.25,0.19601062504807487,494.5
hotpotqa,union_agreement,E+QK:U2,E+QK,candidate_pool=4,4,4,1.0,1.0,0.5,0.75,88766.25,0.19601062504807487,974.5
hotpotqa,union_agreement,E+QK:U2,E+QK,candidate_pool=8,8,4,1.0,1.0,0.38333333333333336,0.75,88766.25,0.19601062504807487,1292.25
hotpotqa,union_agreement,E+S+QK:U2,E+S+QK,candidate_pool=2,2,4,0.375,0.0,0.375,0.8333333333333334,89418.0,0.1963060501147993,512.0
hotpotqa,union_agreement,E+S+QK:U2,E+S+QK,candidate_pool=4,4,4,1.0,1.0,0.5,0.8333333333333334,89418.0,0.1963060501147993,1006.5
hotpotqa,union_agreement,E+S+QK:U2,E+S+QK,candidate_pool=8,8,4,1.0,1.0,0.38333333333333336,0.8333333333333334,89418.0,0.1963060501147993,1292.25
hotpotqa,union_agreement,E+S:U2,E+S,candidate_pool=2,2,4,0.625,0.5,0.625,0.8333333333333334,3402.0,0.00044902507215738297,512.0
hotpotqa,union_agreement,E+S:U2,E+S,candidate_pool=4,4,4,0.875,0.75,0.4375,0.8125,3402.0,0.00044902507215738297,990.25
hotpotqa,union_agreement,E+S:U2,E+S,candidate_pool=8,8,4,1.0,1.0,0.38333333333333336,0.8333333333333334,3402.0,0.00044902507215738297,1292.25
hotpotqa,union_agreement,L+E+QK:U2,L+E+QK,candidate_pool=2,2,4,0.75,0.5,0.75,0.875,93621.25,0.19619180005975068,496.25
hotpotqa,union_agreement,L+E+QK:U2,L+E+QK,candidate_pool=4,4,4,1.0,1.0,0.5,0.875,93621.25,0.19619180005975068,1006.5
hotpotqa,union_agreement,L+E+QK:U2,L+E+QK,candidate_pool=8,8,4,1.0,1.0,0.38333333333333336,0.875,93621.25,0.19619180005975068,1292.25
hotpotqa,union_agreement,L+E+S+QK:U2,L+E+S+QK,candidate_pool=2,2,4,0.875,0.75,0.875,0.875,94273.0,0.1964872251264751,496.25
hotpotqa,union_agreement,L+E+S+QK:U2,L+E+S+QK,candidate_pool=4,4,4,1.0,1.0,0.5,0.8333333333333334,94273.0,0.1964872251264751,1006.5
hotpotqa,union_agreement,L+E+S+QK:U2,L+E+S+QK,candidate_pool=8,8,4,1.0,1.0,0.38333333333333336,0.875,94273.0,0.1964872251264751,1292.25
hotpotqa,union_agreement,L+E+S:U2,L+E+S,candidate_pool=2,2,4,0.75,0.75,0.75,0.8333333333333334,8257.0,0.0006302000838331878,512.0
hotpotqa,union_agreement,L+E+S:U2,L+E+S,candidate_pool=4,4,4,1.0,1.0,0.5,0.8333333333333334,8257.0,0.0006302000838331878,1006.5
hotpotqa,union_agreement,L+E+S:U2,L+E+S,candidate_pool=8,8,4,1.0,1.0,0.38333333333333336,0.8333333333333334,8257.0,0.0006302000838331878,1292.25
hotpotqa,union_agreement,L+E:U2,L+E,candidate_pool=2,2,4,0.875,0.75,0.875,0.875,7605.25,0.0003347750171087682,496.25
hotpotqa,union_agreement,L+E:U2,L+E,candidate_pool=4,4,4,0.875,0.75,0.4375,0.875,7605.25,0.0003347750171087682,974.5
hotpotqa,union_agreement,L+E:U2,L+E,candidate_pool=8,8,4,1.0,1.0,0.38333333333333336,0.875,7605.25,0.0003347750171087682,1292.25
hotpotqa,union_agreement,L+QK:U2,L+QK,candidate_pool=2,2,4,0.5,0.0,0.5,0.75,90871.0,0.1960382000543177,494.5
hotpotqa,union_agreement,L+QK:U2,L+QK,candidate_pool=4,4,4,1.0,1.0,0.5,0.75,90871.0,0.1960382000543177,1006.5
hotpotqa,union_agreement,L+QK:U2,L+QK,candidate_pool=8,8,4,1.0,1.0,0.38333333333333336,0.75,90871.0,0.1960382000543177,1292.25
hotpotqa,union_agreement,L+S+QK:U2,L+S+QK,candidate_pool=2,2,4,0.625,0.25,0.625,0.875,91522.75,0.19633362512104213,496.25
hotpotqa,union_agreement,L+S+QK:U2,L+S+QK,candidate_pool=4,4,4,1.0,1.0,0.5,0.8333333333333334,91522.75,0.19633362512104213,1006.5
hotpotqa,union_agreement,L+S+QK:U2,L+S+QK,candidate_pool=8,8,4,1.0,1.0,0.38333333333333336,0.875,91522.75,0.19633362512104213,1292.25
hotpotqa,union_agreement,L+S:U2,L+S,candidate_pool=2,2,4,0.75,0.75,0.75,0.8333333333333334,5506.75,0.00047660007840022445,512.0
hotpotqa,union_agreement,L+S:U2,L+S,candidate_pool=4,4,4,1.0,1.0,0.5,0.8333333333333334,5506.75,0.00047660007840022445,1006.5
hotpotqa,union_agreement,L+S:U2,L+S,candidate_pool=8,8,4,1.0,1.0,0.38333333333333336,0.8333333333333334,5506.75,0.00047660007840022445,1292.25
hotpotqa,union_agreement,S+QK:U2,S+QK,candidate_pool=2,2,4,0.375,0.0,0.375,0.7083333333333334,86667.75,0.19615245010936633,512.0
hotpotqa,union_agreement,S+QK:U2,S+QK,candidate_pool=4,4,4,1.0,1.0,0.5,0.7083333333333334,86667.75,0.19615245010936633,1006.5
hotpotqa,union_agreement,S+QK:U2,S+QK,candidate_pool=8,8,4,1.0,1.0,0.38333333333333336,0.7083333333333334,86667.75,0.19615245010936633,1292.25
hotpotqa,union_round_robin,E+QK:U0,E+QK,,2,4,0.5,0.25,0.5,0.8333333333333334,88766.25,0.19601062504807487,512.0
hotpotqa,union_round_robin,E+QK:U0,E+QK,,4,4,0.875,0.75,0.4375,0.8333333333333334,88766.25,0.19601062504807487,974.5
hotpotqa,union_round_robin,E+QK:U0,E+QK,,8,4,1.0,1.0,0.38333333333333336,0.8333333333333334,88766.25,0.19601062504807487,1292.25
hotpotqa,union_round_robin,E+S+QK:U0,E+S+QK,,2,4,0.375,0.0,0.375,0.8333333333333334,89418.0,0.1963060501147993,512.0
hotpotqa,union_round_robin,E+S+QK:U0,E+S+QK,,4,4,1.0,1.0,0.5,0.8333333333333334,89418.0,0.1963060501147993,974.5
hotpotqa,union_round_robin,E+S+QK:U0,E+S+QK,,8,4,1.0,1.0,0.38333333333333336,0.8333333333333334,89418.0,0.1963060501147993,1292.25
hotpotqa,union_round_robin,E+S:U0,E+S,,2,4,0.5,0.25,0.5,0.8333333333333334,3402.0,0.00044902507215738297,480.0
hotpotqa,union_round_robin,E+S:U0,E+S,,4,4,1.0,1.0,0.5,0.8333333333333334,3402.0,0.00044902507215738297,974.5
hotpotqa,union_round_robin,E+S:U0,E+S,,8,4,1.0,1.0,0.38333333333333336,0.8333333333333334,3402.0,0.00044902507215738297,1292.25
hotpotqa,union_round_robin,L+E+QK:U0,L+E+QK,,2,4,0.75,0.5,0.75,1.0,93621.25,0.19619180005975068,496.25
hotpotqa,union_round_robin,L+E+QK:U0,L+E+QK,,4,4,1.0,1.0,0.5,1.0,93621.25,0.19619180005975068,974.5
hotpotqa,union_round_robin,L+E+QK:U0,L+E+QK,,8,4,1.0,1.0,0.38333333333333336,1.0,93621.25,0.19619180005975068,1292.25
hotpotqa,union_round_robin,L+E+S+QK:U0,L+E+S+QK,,2,4,0.625,0.25,0.625,1.0,94273.0,0.1964872251264751,496.25
hotpotqa,union_round_robin,L+E+S+QK:U0,L+E+S+QK,,4,4,1.0,1.0,0.5,1.0,94273.0,0.1964872251264751,974.5
hotpotqa,union_round_robin,L+E+S+QK:U0,L+E+S+QK,,8,4,1.0,1.0,0.38333333333333336,1.0,94273.0,0.1964872251264751,1292.25
hotpotqa,union_round_robin,L+E+S:U0,L+E+S,,2,4,0.75,0.5,0.75,1.0,8257.0,0.0006302000838331878,496.25
hotpotqa,union_round_robin,L+E+S:U0,L+E+S,,4,4,1.0,1.0,0.5,1.0,8257.0,0.0006302000838331878,976.25
hotpotqa,union_round_robin,L+E+S:U0,L+E+S,,8,4,1.0,1.0,0.38333333333333336,1.0,8257.0,0.0006302000838331878,1292.25
hotpotqa,union_round_robin,L+E:U0,L+E,,2,4,0.875,0.75,0.875,1.0,7605.25,0.0003347750171087682,496.25
hotpotqa,union_round_robin,L+E:U0,L+E,,4,4,1.0,1.0,0.5,1.0,7605.25,0.0003347750171087682,974.5
hotpotqa,union_round_robin,L+E:U0,L+E,,8,4,1.0,1.0,0.38333333333333336,1.0,7605.25,0.0003347750171087682,1292.25
hotpotqa,union_round_robin,L+QK:U0,L+QK,,2,4,0.625,0.25,0.625,1.0,90871.0,0.1960382000543177,496.25
hotpotqa,union_round_robin,L+QK:U0,L+QK,,4,4,1.0,1.0,0.5,1.0,90871.0,0.1960382000543177,1006.5
hotpotqa,union_round_robin,L+QK:U0,L+QK,,8,4,1.0,1.0,0.38333333333333336,1.0,90871.0,0.1960382000543177,1292.25
hotpotqa,union_round_robin,L+S+QK:U0,L+S+QK,,2,4,0.625,0.25,0.625,1.0,91522.75,0.19633362512104213,496.25
hotpotqa,union_round_robin,L+S+QK:U0,L+S+QK,,4,4,1.0,1.0,0.5,1.0,91522.75,0.19633362512104213,1006.5
hotpotqa,union_round_robin,L+S+QK:U0,L+S+QK,,8,4,1.0,1.0,0.38333333333333336,1.0,91522.75,0.19633362512104213,1292.25
hotpotqa,union_round_robin,L+S:U0,L+S,,2,4,0.75,0.5,0.75,1.0,5506.75,0.00047660007840022445,496.25
hotpotqa,union_round_robin,L+S:U0,L+S,,4,4,1.0,1.0,0.5,1.0,5506.75,0.00047660007840022445,1008.25
hotpotqa,union_round_robin,L+S:U0,L+S,,8,4,1.0,1.0,0.38333333333333336,1.0,5506.75,0.00047660007840022445,1292.25
hotpotqa,union_round_robin,S+QK:U0,S+QK,,2,4,0.375,0.0,0.375,0.7083333333333334,86667.75,0.19615245010936633,512.0
hotpotqa,union_round_robin,S+QK:U0,S+QK,,4,4,1.0,1.0,0.5,0.7083333333333334,86667.75,0.19615245010936633,1006.5
hotpotqa,union_round_robin,S+QK:U0,S+QK,,8,4,1.0,1.0,0.38333333333333336,0.7083333333333334,86667.75,0.19615245010936633,1292.25
musique,normalized_fusion,E+QK:fusion,E+QK,template=equal,2,8,0.23958333333333331,0.0,0.3125,0.6875,173587.25,0.3697858875384554,469.0
musique,normalized_fusion,E+QK:fusion,E+QK,template=equal,4,8,0.46875,0.0,0.34375,0.6875,173587.25,0.3697858875384554,981.0
musique,normalized_fusion,E+QK:fusion,E+QK,template=equal,8,8,0.8125,0.625,0.328125,0.6875,173587.25,0.3697858875384554,1901.75
musique,normalized_fusion,E+S+QK:fusion,E+S+QK,template=equal,2,8,0.35416666666666663,0.0,0.5,0.6875,190379.875,0.6869137500179932,469.0
musique,normalized_fusion,E+S+QK:fusion,E+S+QK,template=equal,4,8,0.46875,0.0,0.34375,0.6875,190379.875,0.6869137500179932,981.0
musique,normalized_fusion,E+S+QK:fusion,E+S+QK,template=equal,8,8,0.8854166666666666,0.625,0.34375,0.6875,190379.875,0.6869137500179932,1886.875
musique,normalized_fusion,E+S:fusion,E+S,template=address_safe,2,8,0.34375,0.0,0.5,0.7916666666666666,22443.875,0.31728132502757944,469.0
musique,normalized_fusion,E+S:fusion,E+S,template=address_safe,4,8,0.4270833333333333,0.0,0.3125,0.7916666666666666,22443.875,0.31728132502757944,953.125
musique,normalized_fusion,E+S:fusion,E+S,template=address_safe,8,8,0.8958333333333334,0.625,0.34375,0.7916666666666666,22443.875,0.31728132502757944,1865.75
musique,normalized_fusion,L+E+QK:fusion,L+E+QK,template=equal,2,8,0.38541666666666663,0.0,0.5625,0.9375,183568.125,0.3700070125341881,494.375
musique,normalized_fusion,L+E+QK:fusion,L+E+QK,template=equal,4,8,0.5416666666666666,0.125,0.40625,0.9375,183568.125,0.3700070125341881,981.0
musique,normalized_fusion,L+E+QK:fusion,L+E+QK,template=equal,8,8,0.78125,0.5,0.3125,0.9375,183568.125,0.3700070125341881,1901.75
musique,normalized_fusion,L+E+S+QK:fusion,L+E+S+QK,template=equal,2,8,0.35416666666666663,0.0,0.5,0.75,200360.75,0.6871348750137258,469.0
musique,normalized_fusion,L+E+S+QK:fusion,L+E+S+QK,template=equal,4,8,0.5729166666666666,0.125,0.4375,0.75,200360.75,0.6871348750137258,969.625
musique,normalized_fusion,L+E+S+QK:fusion,L+E+S+QK,template=equal,8,8,0.84375,0.625,0.328125,0.75,200360.75,0.6871348750137258,1886.875
musique,normalized_fusion,L+E+S:fusion,L+E+S,template=equal,2,8,0.4270833333333333,0.0,0.625,0.9375,32424.75,0.3175024500233121,469.0
musique,normalized_fusion,L+E+S:fusion,L+E+S,template=equal,4,8,0.6041666666666666,0.25,0.4375,0.9375,32424.75,0.3175024500233121,969.625
musique,normalized_fusion,L+E+S:fusion,L+E+S,template=equal,8,8,0.8958333333333334,0.625,0.34375,0.9375,32424.75,0.3175024500233121,1865.75
musique,normalized_fusion,L+E:fusion,L+E,template=equal,2,8,0.38541666666666663,0.0,0.5625,0.9375,15632.125,0.0003745875437743962,494.375
musique,normalized_fusion,L+E:fusion,L+E,template=equal,4,8,0.625,0.125,0.46875,0.9375,15632.125,0.0003745875437743962,984.25
musique,normalized_fusion,L+E:fusion,L+E,template=equal,8,8,0.8854166666666666,0.75,0.34375,0.9375,15632.125,0.0003745875437743962,1886.875
musique,normalized_fusion,L+QK:fusion,L+QK,template=equal,2,8,0.29166666666666663,0.0,0.4375,0.6458333333333334,177916.875,0.3698535499861464,512.0
musique,normalized_fusion,L+QK:fusion,L+QK,template=equal,4,8,0.5729166666666666,0.125,0.4375,0.6458333333333334,177916.875,0.3698535499861464,1001.875
musique,normalized_fusion,L+QK:fusion,L+QK,template=equal,8,8,0.8125,0.625,0.328125,0.6458333333333334,177916.875,0.3698535499861464,1929.625
musique,normalized_fusion,L+S+QK:fusion,L+S+QK,template=equal,2,8,0.26041666666666663,0.0,0.375,0.6770833333333334,194709.5,0.6869814124656841,486.625
musique,normalized_fusion,L+S+QK:fusion,L+S+QK,template=equal,4,8,0.5416666666666666,0.125,0.40625,0.6770833333333334,194709.5,0.6869814124656841,969.625
musique,normalized_fusion,L+S+QK:fusion,L+S+QK,template=equal,8,8,0.8854166666666666,0.625,0.34375,0.6770833333333334,194709.5,0.6869814124656841,1886.875
musique,normalized_fusion,L+S:fusion,L+S,template=equal,2,8,0.375,0.0,0.5625,0.8541666666666666,26773.5,0.3173489874752704,512.0
musique,normalized_fusion,L+S:fusion,L+S,template=equal,4,8,0.65625,0.25,0.5,0.8541666666666666,26773.5,0.3173489874752704,969.625
musique,normalized_fusion,L+S:fusion,L+S,template=equal,8,8,0.9375,0.75,0.359375,0.8541666666666666,26773.5,0.3173489874752704,1865.75
musique,normalized_fusion,S+QK:fusion,S+QK,template=equal,2,8,0.21875,0.0,0.3125,0.59375,184728.625,0.6867602874699514,486.625
musique,normalized_fusion,S+QK:fusion,S+QK,template=equal,4,8,0.40625,0.0,0.3125,0.59375,184728.625,0.6867602874699514,953.125
musique,normalized_fusion,S+QK:fusion,S+QK,template=equal,8,8,0.8541666666666666,0.625,0.328125,0.59375,184728.625,0.6867602874699514,1851.5
musique,reserved_slots,E+QK:E2_QK2,E+QK,"{""E"": 2, ""QK"": 2}",4,8,0.4375,0.0,0.3125,0.7708333333333334,173587.25,0.3697858875384554,981.0
musique,reserved_slots,E+S+QK:E1_S1_QK2,E+S+QK,"{""E"": 1, ""QK"": 2, ""S"": 1}",4,8,0.5104166666666666,0.0,0.375,0.78125,190379.875,0.6869137500179932,981.0
