dataset,family,policy,channels,parameter,k_total,reference_channel,n,combined_recall,reference_recall,paired_delta,bootstrap_ci_low,bootstrap_ci_high,wins,ties,losses,resolved_positive,unit
musique,normalized_fusion,E+S:fusion,E+S,template=address_safe,4,E,8,0.4270833333333333,0.5520833333333334,-0.125,-0.3125,0.0,0,6,2,False,held_out_identity
musique,normalized_fusion,E+S:fusion,E+S,template=address_safe,4,S,8,0.4270833333333333,0.5625,-0.13541666666666666,-0.35416666666666663,0.10416666666666667,2,1,5,False,held_out_identity
musique,normalized_fusion,E+S:fusion,E+S,template=address_safe,8,E,8,0.8958333333333334,0.8854166666666666,0.010416666666666664,-0.09375,0.125,1,6,1,False,held_out_identity
musique,normalized_fusion,E+S:fusion,E+S,template=address_safe,8,S,8,0.8958333333333334,0.875,0.02083333333333333,-0.09375000000000001,0.125,2,5,1,False,held_out_identity
musique,normalized_fusion,L+E+QK:fusion,L+E+QK,template=equal,2,E,8,0.38541666666666663,0.2708333333333333,0.11458333333333333,0.03125,0.22916666666666663,3,5,0,True,held_out_identity
musique,normalized_fusion,L+E+QK:fusion,L+E+QK,template=equal,2,L,8,0.38541666666666663,0.46875,-0.08333333333333333,-0.20833333333333331,0.0,0,6,2,False,held_out_identity
musique,normalized_fusion,L+E+QK:fusion,L+E+QK,template=equal,2,QK,8,0.38541666666666663,0.08333333333333333,0.3020833333333333,0.16666666666666666,0.4270833333333333,6,2,0,True,held_out_identity
musique,normalized_fusion,L+E+QK:fusion,L+E+QK,template=equal,4,E,8,0.5416666666666666,0.5520833333333334,-0.010416666666666657,-0.21875,0.21875000000000003,1,5,2,False,held_out_identity
musique,normalized_fusion,L+E+QK:fusion,L+E+QK,template=equal,4,L,8,0.5416666666666666,0.6458333333333334,-0.10416666666666666,-0.20833333333333331,-0.03125,0,5,3,False,held_out_identity
musique,normalized_fusion,L+E+QK:fusion,L+E+QK,template=equal,4,QK,8,0.5416666666666666,0.34375,0.19791666666666666,0.0625,0.35416666666666663,4,4,0,True,held_out_identity
musique,normalized_fusion,L+E+QK:fusion,L+E+QK,template=equal,8,E,8,0.78125,0.8854166666666666,-0.10416666666666667,-0.25,0.0,0,6,2,False,held_out_identity
musique,normalized_fusion,L+E+QK:fusion,L+E+QK,template=equal,8,L,8,0.78125,0.8854166666666666,-0.10416666666666667,-0.25,0.0,0,6,2,False,held_out_identity
musique,normalized_fusion,L+E+QK:fusion,L+E+QK,template=equal,8,QK,8,0.78125,0.7395833333333334,0.041666666666666664,0.0,0.125,1,7,0,False,held_out_identity
musique,normalized_fusion,L+E+S+QK:fusion,L+E+S+QK,template=equal,2,E,8,0.35416666666666663,0.2708333333333333,0.08333333333333333,0.0,0.20833333333333331,2,6,0,False,held_out_identity
musique,normalized_fusion,L+E+S+QK:fusion,L+E+S+QK,template=equal,2,L,8,0.35416666666666663,0.46875,-0.11458333333333333,-0.22916666666666663,-0.03125,0,5,3,False,held_out_identity
musique,normalized_fusion,L+E+S+QK:fusion,L+E+S+QK,template=equal,2,QK,8,0.35416666666666663,0.08333333333333333,0.2708333333333333,0.14583333333333331,0.38541666666666663,6,2,0,True,held_out_identity
musique,normalized_fusion,L+E+S+QK:fusion,L+E+S+QK,template=equal,2,S,8,0.35416666666666663,0.25,0.10416666666666666,0.0,0.24999999999999997,2,6,0,False,held_out_identity
musique,normalized_fusion,L+E+S+QK:fusion,L+E+S+QK,template=equal,4,E,8,0.5729166666666666,0.5520833333333334,0.020833333333333343,-0.1875,0.25,2,4,2,False,held_out_identity
musique,normalized_fusion,L+E+S+QK:fusion,L+E+S+QK,template=equal,4,L,8,0.5729166666666666,0.6458333333333334,-0.07291666666666666,-0.17708333333333331,0.0,0,6,2,False,held_out_identity
musique,normalized_fusion,L+E+S+QK:fusion,L+E+S+QK,template=equal,4,QK,8,0.5729166666666666,0.34375,0.22916666666666666,0.0625,0.3958333333333333,4,4,0,True,held_out_identity
musique,normalized_fusion,L+E+S+QK:fusion,L+E+S+QK,template=equal,4,S,8,0.5729166666666666,0.5625,0.010416666666666671,-0.2708333333333333,0.2916666666666667,4,0,4,False,held_out_identity
musique,normalized_fusion,L+E+S+QK:fusion,L+E+S+QK,template=equal,8,E,8,0.84375,0.8854166666666666,-0.04166666666666667,-0.125,0.0,0,7,1,False,held_out_identity
musique,normalized_fusion,L+E+S+QK:fusion,L+E+S+QK,template=equal,8,L,8,0.84375,0.8854166666666666,-0.04166666666666667,-0.125,0.0,0,7,1,False,held_out_identity
musique,normalized_fusion,L+E+S+QK:fusion,L+E+S+QK,template=equal,8,QK,8,0.84375,0.7395833333333334,0.10416666666666666,0.0,0.22916666666666666,2,6,0,False,held_out_identity
musique,normalized_fusion,L+E+S+QK:fusion,L+E+S+QK,template=equal,8,S,8,0.84375,0.875,-0.031250000000000014,-0.26041666666666674,0.1875,2,4,2,False,held_out_identity
musique,normalized_fusion,L+E+S:fusion,L+E+S,template=equal,2,E,8,0.4270833333333333,0.2708333333333333,0.15625,0.03125,0.32291666666666663,3,5,0,True,held_out_identity
musique,normalized_fusion,L+E+S:fusion,L+E+S,template=equal,2,L,8,0.4270833333333333,0.46875,-0.041666666666666664,-0.125,0.0,0,7,1,False,held_out_identity
musique,normalized_fusion,L+E+S:fusion,L+E+S,template=equal,2,S,8,0.4270833333333333,0.25,0.17708333333333331,0.041666666666666664,0.3125,4,4,0,True,held_out_identity
musique,normalized_fusion,L+E+S:fusion,L+E+S,template=equal,4,E,8,0.6041666666666666,0.5520833333333334,0.05208333333333334,-0.1875,0.2916666666666667,2,4,2,False,held_out_identity
musique,normalized_fusion,L+E+S:fusion,L+E+S,template=equal,4,L,8,0.6041666666666666,0.6458333333333334,-0.041666666666666664,-0.1875,0.13541666666666669,1,4,3,False,held_out_identity
musique,normalized_fusion,L+E+S:fusion,L+E+S,template=equal,4,S,8,0.6041666666666666,0.5625,0.04166666666666667,-0.17708333333333334,0.2604166666666667,4,1,3,False,held_out_identity
musique,normalized_fusion,L+E+S:fusion,L+E+S,template=equal,8,E,8,0.8958333333333334,0.8854166666666666,0.010416666666666664,-0.09375,0.125,1,6,1,False,held_out_identity
musique,normalized_fusion,L+E+S:fusion,L+E+S,template=equal,8,L,8,0.8958333333333334,0.8854166666666666,0.010416666666666664,-0.09375,0.125,1,6,1,False,held_out_identity
musique,normalized_fusion,L+E+S:fusion,L+E+S,template=equal,8,S,8,0.8958333333333334,0.875,0.02083333333333333,-0.09375000000000001,0.125,2,5,1,False,held_out_identity
musique,normalized_fusion,L+E:fusion,L+E,template=equal,2,E,8,0.38541666666666663,0.2708333333333333,0.11458333333333333,0.03125,0.22916666666666663,3,5,0,True,held_out_identity
musique,normalized_fusion,L+E:fusion,L+E,template=equal,2,L,8,0.38541666666666663,0.46875,-0.08333333333333333,-0.20833333333333331,0.0,0,6,2,False,held_out_identity
musique,normalized_fusion,L+E:fusion,L+E,template=equal,4,E,8,0.625,0.5520833333333334,0.07291666666666666,0.0,0.16666666666666666,2,6,0,False,held_out_identity
musique,normalized_fusion,L+E:fusion,L+E,template=equal,4,L,8,0.625,0.6458333333333334,-0.020833333333333336,-0.16666666666666669,0.14583333333333334,1,5,2,False,held_out_identity
musique,normalized_fusion,L+E:fusion,L+E,template=equal,8,E,8,0.8854166666666666,0.8854166666666666,0.0,0.0,0.0,0,8,0,False,held_out_identity
musique,normalized_fusion,L+E:fusion,L+E,template=equal,8,L,8,0.8854166666666666,0.8854166666666666,0.0,0.0,0.0,0,8,0,False,held_out_identity
musique,normalized_fusion,L+QK:fusion,L+QK,template=equal,2,L,8,0.29166666666666663,0.46875,-0.17708333333333331,-0.3125,-0.041666666666666664,0,4,4,False,held_out_identity
musique,normalized_fusion,L+QK:fusion,L+QK,template=equal,2,QK,8,0.29166666666666663,0.08333333333333333,0.20833333333333331,0.08333333333333333,0.3333333333333333,5,3,0,True,held_out_identity
musique,normalized_fusion,L+QK:fusion,L+QK,template=equal,4,L,8,0.5729166666666666,0.6458333333333334,-0.07291666666666666,-0.16666666666666666,0.0,0,6,2,False,held_out_identity
musique,normalized_fusion,L+QK:fusion,L+QK,template=equal,4,QK,8,0.5729166666666666,0.34375,0.22916666666666666,0.09375,0.3645833333333333,5,3,0,True,held_out_identity
musique,normalized_fusion,L+QK:fusion,L+QK,template=equal,8,L,8,0.8125,0.8854166666666666,-0.07291666666666667,-0.22916666666666669,0.0625,1,5,2,False,held_out_identity
musique,normalized_fusion,L+QK:fusion,L+QK,template=equal,8,QK,8,0.8125,0.7395833333333334,0.07291666666666666,0.0,0.16666666666666666,2,6,0,False,held_out_identity
musique,normalized_fusion,L+S+QK:fusion,L+S+QK,template=equal,2,L,8,0.26041666666666663,0.46875,-0.20833333333333331,-0.35416666666666663,-0.0625,0,4,4,False,held_out_identity
musique,normalized_fusion,L+S+QK:fusion,L+S+QK,template=equal,2,QK,8,0.26041666666666663,0.08333333333333333,0.17708333333333331,0.041666666666666664,0.3125,4,4,0,True,held_out_identity
musique,normalized_fusion,L+S+QK:fusion,L+S+QK,template=equal,2,S,8,0.26041666666666663,0.25,0.010416666666666664,-0.09375,0.125,1,6,1,False,held_out_identity
musique,normalized_fusion,L+S+QK:fusion,L+S+QK,template=equal,4,L,8,0.5416666666666666,0.6458333333333334,-0.10416666666666666,-0.19791666666666666,-0.03125,0,5,3,False,held_out_identity
musique,normalized_fusion,L+S+QK:fusion,L+S+QK,template=equal,4,QK,8,0.5416666666666666,0.34375,0.19791666666666666,0.0625,0.35416666666666663,4,4,0,True,held_out_identity
musique,normalized_fusion,L+S+QK:fusion,L+S+QK,template=equal,4,S,8,0.5416666666666666,0.5625,-0.02083333333333333,-0.2708333333333333,0.23958333333333334,4,0,4,False,held_out_identity
musique,normalized_fusion,L+S+QK:fusion,L+S+QK,template=equal,8,L,8,0.8854166666666666,0.8854166666666666,-6.938893903907228e-18,-0.125,0.125,1,6,1,False,held_out_identity
musique,normalized_fusion,L+S+QK:fusion,L+S+QK,template=equal,8,QK,8,0.8854166666666666,0.7395833333333334,0.14583333333333331,0.041666666666666664,0.29166666666666663,3,5,0,True,held_out_identity
musique,normalized_fusion,L+S+QK:fusion,L+S+QK,template=equal,8,S,8,0.8854166666666666,0.875,0.010416666666666657,-0.16666666666666669,0.1875,2,4,2,False,held_out_identity
musique,normalized_fusion,L+S:fusion,L+S,template=equal,2,L,8,0.375,0.46875,-0.09375,-0.21875,0.0,0,6,2,False,held_out_identity
musique,normalized_fusion,L+S:fusion,L+S,template=equal,2,S,8,0.375,0.25,0.125,0.041666666666666664,0.25,3,5,0,True,held_out_identity
musique,normalized_fusion,L+S:fusion,L+S,template=equal,4,L,8,0.65625,0.6458333333333334,0.010416666666666671,-0.14583333333333331,0.16666666666666669,2,4,2,False,held_out_identity
musique,normalized_fusion,L+S:fusion,L+S,template=equal,4,S,8,0.65625,0.5625,0.09375,-0.15625,0.3229166666666667,4,2,2,False,held_out_identity
musique,normalized_fusion,L+S:fusion,L+S,template=equal,8,L,8,0.9375,0.8854166666666666,0.05208333333333334,-0.09375,0.25,1,6,1,False,held_out_identity
musique,normalized_fusion,L+S:fusion,L+S,template=equal,8,S,8,0.9375,0.875,0.0625,0.0,0.15625,2,6,0,False,held_out_identity
musique,normalized_fusion,S+QK:fusion,S+QK,template=equal,2,QK,8,0.21875,0.08333333333333333,0.13541666666666666,0.03125,0.2708333333333333,3,5,0,True,held_out_identity
musique,normalized_fusion,S+QK:fusion,S+QK,template=equal,2,S,8,0.21875,0.25,-0.03125,-0.09375,0.0,0,7,1,False,held_out_identity
musique,normalized_fusion,S+QK:fusion,S+QK,template=equal,4,QK,8,0.40625,0.34375,0.06249999999999999,-0.11458333333333334,0.25,3,3,2,False,held_out_identity
musique,normalized_fusion,S+QK:fusion,S+QK,template=equal,4,S,8,0.40625,0.5625,-0.15625,-0.3125,0.010416666666666671,1,3,4,False,held_out_identity
musique,normalized_fusion,S+QK:fusion,S+QK,template=equal,8,QK,8,0.8541666666666666,0.7395833333333334,0.11458333333333333,-0.03125,0.2708333333333333,3,4,1,False,held_out_identity
musique,normalized_fusion,S+QK:fusion,S+QK,template=equal,8,S,8,0.8541666666666666,0.875,-0.020833333333333343,-0.16666666666666669,0.14583333333333331,1,5,2,False,held_out_identity
musique,reserved_slots,E+QK:E2_QK2,E+QK,"{""E"": 2, ""QK"": 2}",4,E,8,0.4375,0.5520833333333334,-0.11458333333333334,-0.3125,0.06249999999999999,1,4,3,False,held_out_identity
musique,reserved_slots,E+QK:E2_QK2,E+QK,"{""E"": 2, ""QK"": 2}",4,QK,8,0.4375,0.34375,0.09375,-0.10416666666666669,0.3020833333333333,3,3,2,False,held_out_identity
musique,reserved_slots,E+S+QK:E1_S1_QK2,E+S+QK,"{""E"": 1, ""QK"": 2, ""S"": 1}",4,E,8,0.5104166666666666,0.5520833333333334,-0.04166666666666667,-0.25,0.16666666666666666,2,4,2,False,held_out_identity
musique,reserved_slots,E+S+QK:E1_S1_QK2,E+S+QK,"{""E"": 1, ""QK"": 2, ""S"": 1}",4,QK,8,0.5104166666666666,0.34375,0.16666666666666666,-0.05208333333333334,0.3645833333333333,5,1,2,False,held_out_identity
musique,reserved_slots,E+S+QK:E1_S1_QK2,E+S+QK,"{""E"": 1, ""QK"": 2, ""S"": 1}",4,S,8,0.5104166666666666,0.5625,-0.052083333333333336,-0.25,0.17708333333333331,2,3,3,False,held_out_identity
musique,reserved_slots,E+S:E2_S2,E+S,"{""E"": 2, ""S"": 2}",4,E,8,0.53125,0.5520833333333334,-0.02083333333333333,-0.25,0.20833333333333334,2,4,2,False,held_out_identity
musique,reserved_slots,E+S:E2_S2,E+S,"{""E"": 2, ""S"": 2}",4,S,8,0.53125,0.5625,-0.031249999999999993,-0.21875,0.16692708333332956,2,3,3,False,held_out_identity
musique,reserved_slots,L+E+QK:L1_E1_QK2,L+E+QK,"{""E"": 1, ""L"": 1, ""QK"": 2}",4,E,8,0.4375,0.5520833333333334,-0.11458333333333334,-0.28125,0.06249999999999999,1,4,3,False,held_out_identity
musique,reserved_slots,L+E+QK:L1_E1_QK2,L+E+QK,"{""E"": 1, ""L"": 1, ""QK"": 2}",4,L,8,0.4375,0.6458333333333334,-0.20833333333333334,-0.3541666666666667,-0.0625,0,4,4,False,held_out_identity
musique,reserved_slots,L+E+QK:L1_E1_QK2,L+E+QK,"{""E"": 1, ""L"": 1, ""QK"": 2}",4,QK,8,0.4375,0.34375,0.09375,-0.10416666666666669,0.3020833333333333,3,3,2,False,held_out_identity
musique,reserved_slots,L+E+S+QK:L1_E1_QK2_lex2,L+E+S+QK,"{""E"": 1, ""L"": 1, ""QK"": 2}",4,E,8,0.4375,0.5520833333333334,-0.11458333333333334,-0.30208333333333337,0.06249999999999999,1,4,3,False,held_out_identity
musique,reserved_slots,L+E+S+QK:L1_E1_QK2_lex2,L+E+S+QK,"{""E"": 1, ""L"": 1, ""QK"": 2}",4,L,8,0.4375,0.6458333333333334,-0.20833333333333334,-0.3541666666666667,-0.0625,0,4,4,False,held_out_identity
musique,reserved_slots,L+E+S+QK:L1_E1_QK2_lex2,L+E+S+QK,"{""E"": 1, ""L"": 1, ""QK"": 2}",4,QK,8,0.4375,0.34375,0.09375,-0.10416666666666669,0.3020833333333333,3,3,2,False,held_out_identity
musique,reserved_slots,L+E+S+QK:L1_E1_QK2_lex2,L+E+S+QK,"{""E"": 1, ""L"": 1, ""QK"": 2}",4,S,8,0.4375,0.5625,-0.125,-0.3125,0.08333333333333334,1,3,4,False,held_out_identity
musique,reserved_slots,L+E+S+QK:L1_E1_S1_QK1,L+E+S+QK,"{""E"": 1, ""L"": 1, ""QK"": 1, ""S"": 1}",4,E,8,0.5104166666666666,0.5520833333333334,-0.04166666666666667,-0.25,0.16666666666666666,2,4,2,False,held_out_identity
musique,reserved_slots,L+E+S+QK:L1_E1_S1_QK1,L+E+S+QK,"{""E"": 1, ""L"": 1, ""QK"": 1, ""S"": 1}",4,L,8,0.5104166666666666,0.6458333333333334,-0.13541666666666669,-0.3020833333333333,0.041666666666666664,1,3,4,False,held_out_identity
musique,reserved_slots,L+E+S+QK:L1_E1_S1_QK1,L+E+S+QK,"{""E"": 1, ""L"": 1, ""QK"": 1, ""S"": 1}",4,QK,8,0.5104166666666666,0.34375,0.16666666666666666,-0.05208333333333334,0.3645833333333333,5,1,2,False,held_out_identity
musique,reserved_slots,L+E+S+QK:L1_E1_S1_QK1,L+E+S+QK,"{""E"": 1, ""L"": 1, ""QK"": 1, ""S"": 1}",4,S,8,0.5104166666666666,0.5625,-0.052083333333333336,-0.25,0.15625,2,3,3,False,held_out_identity
musique,reserved_slots,L+E+S:L1_E1_S2,L+E+S,"{""E"": 1, ""L"": 1, ""S"": 2}",4,E,8,0.6145833333333334,0.5520833333333334,0.0625,-0.20833333333333331,0.2916666666666667,4,2,2,False,held_out_identity
musique,reserved_slots,L+E+S:L1_E1_S2,L+E+S,"{""E"": 1, ""L"": 1, ""S"": 2}",4,L,8,0.6145833333333334,0.6458333333333334,-0.03125,-0.2708333333333333,0.21875,3,1,4,False,held_out_identity
musique,reserved_slots,L+E+S:L1_E1_S2,L+E+S,"{""E"": 1, ""L"": 1, ""S"": 2}",4,S,8,0.6145833333333334,0.5625,0.052083333333333336,-0.09375,0.21875,2,5,1,False,held_out_identity
musique,reserved_slots,L+QK:L2_QK2,L+QK,"{""L"": 2, ""QK"": 2}",4,L,8,0.5104166666666666,0.6458333333333334,-0.13541666666666666,-0.2708333333333333,-0.03125,0,5,3,False,held_out_identity
musique,reserved_slots,L+QK:L2_QK2,L+QK,"{""L"": 2, ""QK"": 2}",4,QK,8,0.5104166666666666,0.34375,0.16666666666666666,0.0,0.34375,4,3,1,False,held_out_identity
musique,reserved_slots,L+S+QK:L1_S1_QK2,L+S+QK,"{""L"": 1, ""QK"": 2, ""S"": 1}",4,L,8,0.44791666666666663,0.6458333333333334,-0.19791666666666666,-0.41666666666666663,0.02083333333333333,1,3,4,False,held_out_identity
musique,reserved_slots,L+S+QK:L1_S1_QK2,L+S+QK,"{""L"": 1, ""QK"": 2, ""S"": 1}",4,QK,8,0.44791666666666663,0.34375,0.10416666666666666,-0.052083333333333336,0.26041666666666663,3,4,1,False,held_out_identity
musique,reserved_slots,L+S+QK:L1_S1_QK2,L+S+QK,"{""L"": 1, ""QK"": 2, ""S"": 1}",4,S,8,0.44791666666666663,0.5625,-0.11458333333333333,-0.35416666666666663,0.10416666666666667,2,3,3,False,held_out_identity
musique,reserved_slots,L+S+QK:L1_S1_QK2_lex1,L+S+QK,"{""L"": 1, ""QK"": 2, ""S"": 1}",4,L,8,0.44791666666666663,0.6458333333333334,-0.19791666666666666,-0.41666666666666663,0.02083333333333333,1,3,4,False,held_out_identity
musique,reserved_slots,L+S+QK:L1_S1_QK2_lex1,L+S+QK,"{""L"": 1, ""QK"": 2, ""S"": 1}",4,QK,8,0.44791666666666663,0.34375,0.10416666666666666,-0.052083333333333336,0.26041666666666663,3,4,1,False,held_out_identity
musique,reserved_slots,L+S+QK:L1_S1_QK2_lex1,L+S+QK,"{""L"": 1, ""QK"": 2, ""S"": 1}",4,S,8,0.44791666666666663,0.5625,-0.11458333333333333,-0.35416666666666663,0.10416666666666667,2,3,3,False,held_out_identity
musique,reserved_slots,L+S:L2_S2,L+S,"{""L"": 2, ""S"": 2}",4,L,8,0.71875,0.6458333333333334,0.07291666666666667,-0.11458333333333331,0.2604166666666667,3,3,2,False,held_out_identity
musique,reserved_slots,L+S:L2_S2,L+S,"{""L"": 2, ""S"": 2}",4,S,8,0.71875,0.5625,0.15625,-0.04166666666666666,0.33333333333333337,4,3,1,False,held_out_identity
musique,rrf,E+QK:RRF,E+QK,c=10,2,E,8,0.3125,0.2708333333333333,0.041666666666666664,-0.125,0.19791666666666666,3,3,2,False,held_out_identity
musique,rrf,E+QK:RRF,E+QK,c=10,2,QK,8,0.3125,0.08333333333333333,0.22916666666666666,0.0625,0.3958333333333333,4,4,0,True,held_out_identity
musique,rrf,E+QK:RRF,E+QK,c=10,4,E,8,0.5,0.5520833333333334,-0.052083333333333336,-0.21875,0.09375,1,5,2,False,held_out_identity
musique,rrf,E+QK:RRF,E+QK,c=10,4,QK,8,0.5,0.34375,0.15625,-0.031250000000000014,0.3333333333333333,4,3,1,False,held_out_identity
musique,rrf,E+QK:RRF,E+QK,c=10,8,E,8,0.78125,0.8854166666666666,-0.10416666666666667,-0.25,0.0,0,6,2,False,held_out_identity
musique,rrf,E+QK:RRF,E+QK,c=10,8,QK,8,0.78125,0.7395833333333334,0.041666666666666664,0.0,0.125,1,7,0,False,held_out_identity
musique,rrf,E+S+QK:RRF,E+S+QK,c=10,2,E,8,0.25,0.2708333333333333,-0.020833333333333336,-0.20833333333333331,0.16666666666666666,2,4,2,False,held_out_identity
musique,rrf,E+S+QK:RRF,E+S+QK,c=10,2,QK,8,0.25,0.08333333333333333,0.16666666666666666,0.041666666666666664,0.3020833333333333,4,4,0,True,held_out_identity
musique,rrf,E+S+QK:RRF,E+S+QK,c=10,2,S,8,0.25,0.25,0.0,0.0,0.0,0,8,0,False,held_out_identity
musique,rrf,E+S+QK:RRF,E+S+QK,c=10,4,E,8,0.5,0.5520833333333334,-0.052083333333333336,-0.21875,0.09375,1,5,2,False,held_out_identity
musique,rrf,E+S+QK:RRF,E+S+QK,c=10,4,QK,8,0.5,0.34375,0.15625,-0.031250000000000014,0.34375,4,3,1,False,held_out_identity
musique,rrf,E+S+QK:RRF,E+S+QK,c=10,4,S,8,0.5,0.5625,-0.0625,-0.2916666666666667,0.17708333333333331,3,1,4,False,held_out_identity
musique,rrf,E+S+QK:RRF,E+S+QK,c=10,8,E,8,0.8854166666666666,0.8854166666666666,-6.938893903907228e-18,-0.125,0.125,1,6,1,False,held_out_identity
musique,rrf,E+S+QK:RRF,E+S+QK,c=10,8,QK,8,0.8854166666666666,0.7395833333333334,0.14583333333333331,0.041666666666666664,0.29166666666666663,3,5,0,True,held_out_identity
musique,rrf,E+S+QK:RRF,E+S+QK,c=10,8,S,8,0.8854166666666666,0.875,0.010416666666666657,-0.16666666666666669,0.1875,2,4,2,False,held_out_identity
musique,rrf,E+S:RRF,E+S,c=10,2,E,8,0.35416666666666663,0.2708333333333333,0.08333333333333333,0.0,0.20833333333333331,2,6,0,False,held_out_identity
musique,rrf,E+S:RRF,E+S,c=10,2,S,8,0.35416666666666663,0.25,0.10416666666666666,0.0,0.25,2,6,0,False,held_out_identity
musique,rrf,E+S:RRF,E+S,c=10,4,E,8,0.6145833333333334,0.5520833333333334,0.0625,-0.1875,0.3125,4,2,2,False,held_out_identity
musique,rrf,E+S:RRF,E+S,c=10,4,S,8,0.6145833333333334,0.5625,0.052083333333333336,-0.09375,0.21875,2,5,1,False,held_out_identity
musique,rrf,E+S:RRF,E+S,c=10,8,E,8,0.8958333333333334,0.8854166666666666,0.010416666666666664,-0.09375,0.125,1,6,1,False,held_out_identity
musique,rrf,E+S:RRF,E+S,c=10,8,S,8,0.8958333333333334,0.875,0.02083333333333333,-0.125,0.1875,1,6,1,False,held_out_identity
musique,rrf,L+E+QK:RRF,L+E+QK,c=10,2,E,8,0.38541666666666663,0.2708333333333333,0.11458333333333333,0.0,0.22916666666666663,3,5,0,False,held_out_identity
musique,rrf,L+E+QK:RRF,L+E+QK,c=10,2,L,8,0.38541666666666663,0.46875,-0.08333333333333333,-0.20833333333333331,0.0,0,6,2,False,held_out_identity
musique,rrf,L+E+QK:RRF,L+E+QK,c=10,2,QK,8,0.38541666666666663,0.08333333333333333,0.3020833333333333,0.15625,0.4270833333333333,6,2,0,True,held_out_identity
musique,rrf,L+E+QK:RRF,L+E+QK,c=10,4,E,8,0.5729166666666666,0.5520833333333334,0.020833333333333343,-0.1875,0.25,2,4,2,False,held_out_identity
musique,rrf,L+E+QK:RRF,L+E+QK,c=10,4,L,8,0.5729166666666666,0.6458333333333334,-0.07291666666666666,-0.16666666666666666,0.0,0,6,2,False,held_out_identity
musique,rrf,L+E+QK:RRF,L+E+QK,c=10,4,QK,8,0.5729166666666666,0.34375,0.22916666666666666,0.0625,0.3958333333333333,4,4,0,True,held_out_identity
musique,rrf,L+E+QK:RRF,L+E+QK,c=10,8,E,8,0.78125,0.8854166666666666,-0.10416666666666667,-0.25,0.0,0,6,2,False,held_out_identity
musique,rrf,L+E+QK:RRF,L+E+QK,c=10,8,L,8,0.78125,0.8854166666666666,-0.10416666666666667,-0.25,0.0,0,6,2,False,held_out_identity
musique,rrf,L+E+QK:RRF,L+E+QK,c=10,8,QK,8,0.78125,0.7395833333333334,0.041666666666666664,0.0,0.125,1,7,0,False,held_out_identity
musique,rrf,L+E+S+QK:RRF,L+E+S+QK,c=10,2,E,8,0.35416666666666663,0.2708333333333333,0.08333333333333333,0.0,0.20833333333333331,2,6,0,False,held_out_identity
musique,rrf,L+E+S+QK:RRF,L+E+S+QK,c=10,2,L,8,0.35416666666666663,0.46875,-0.11458333333333333,-0.22916666666666663,-0.03125,0,5,3,False,held_out_identity
musique,rrf,L+E+S+QK:RRF,L+E+S+QK,c=10,2,QK,8,0.35416666666666663,0.08333333333333333,0.2708333333333333,0.13541666666666666,0.3958333333333333,6,2,0,True,held_out_identity
musique,rrf,L+E+S+QK:RRF,L+E+S+QK,c=10,2,S,8,0.35416666666666663,0.25,0.10416666666666666,0.0,0.24999999999999997,2,6,0,False,held_out_identity
musique,rrf,L+E+S+QK:RRF,L+E+S+QK,c=10,4,E,8,0.5729166666666666,0.5520833333333334,0.020833333333333343,-0.1875,0.25,2,4,2,False,held_out_identity
musique,rrf,L+E+S+QK:RRF,L+E+S+QK,c=10,4,L,8,0.5729166666666666,0.6458333333333334,-0.07291666666666666,-0.16666666666666666,0.0,0,6,2,False,held_out_identity
musique,rrf,L+E+S+QK:RRF,L+E+S+QK,c=10,4,QK,8,0.5729166666666666,0.34375,0.22916666666666666,0.0625,0.3958333333333333,4,4,0,True,held_out_identity
musique,rrf,L+E+S+QK:RRF,L+E+S+QK,c=10,4,S,8,0.5729166666666666,0.5625,0.010416666666666671,-0.2708333333333333,0.28125,4,0,4,False,held_out_identity
musique,rrf,L+E+S+QK:RRF,L+E+S+QK,c=10,8,E,8,0.84375,0.8854166666666666,-0.04166666666666667,-0.125,0.0,0,7,1,False,held_out_identity
musique,rrf,L+E+S+QK:RRF,L+E+S+QK,c=10,8,L,8,0.84375,0.8854166666666666,-0.04166666666666667,-0.125,0.0,0,7,1,False,held_out_identity
musique,rrf,L+E+S+QK:RRF,L+E+S+QK,c=10,8,QK,8,0.84375,0.7395833333333334,0.10416666666666666,0.0,0.24999999999999997,2,6,0,False,held_out_identity
musique,rrf,L+E+S+QK:RRF,L+E+S+QK,c=10,8,S,8,0.84375,0.875,-0.031250000000000014,-0.2604166666666667,0.1875,2,4,2,False,held_out_identity
musique,rrf,L+E+S:RRF,L+E+S,c=10,2,E,8,0.38541666666666663,0.2708333333333333,0.11458333333333333,0.03125,0.22916666666666663,3,5,0,True,held_out_identity
musique,rrf,L+E+S:RRF,L+E+S,c=10,2,L,8,0.38541666666666663,0.46875,-0.08333333333333333,-0.20833333333333331,0.0,0,6,2,False,held_out_identity
musique,rrf,L+E+S:RRF,L+E+S,c=10,2,S,8,0.38541666666666663,0.25,0.13541666666666666,0.03125,0.2708333333333333,3,5,0,True,held_out_identity
musique,rrf,L+E+S:RRF,L+E+S,c=10,4,E,8,0.6041666666666666,0.5520833333333334,0.05208333333333334,-0.1875,0.30208333333333337,2,4,2,False,held_out_identity
musique,rrf,L+E+S:RRF,L+E+S,c=10,4,L,8,0.6041666666666666,0.6458333333333334,-0.041666666666666664,-0.19791666666666663,0.12526041666666288,1,4,3,False,held_out_identity
