dataset,example_id,scope,address_views,persistent_bytes,ingestion_seconds,routing_seconds,summary_generation_seconds,summary_embedding_seconds,shared_backing_memory_copies,ingestion_status
qasper,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,single_channel,S,4694,91.84770320029929,0.0005996001418679953,91.84770320029929,0.0,1,cached_generation_plus_measured_embedding
qasper,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,single_channel,QK,606208,0.0,0.9004944998305291,0.0,0.0,1,inherited_checkpoint_projection_not_remeasured
qasper,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,single_channel,QK8,75776,0.0,33.72546960017644,0.0,0.0,1,inherited_checkpoint_projection_not_remeasured
qasper,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,single_channel,native_mean,151552,0.0,0.09573530009947717,0.0,0.0,1,inherited_native_features
qasper,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,single_channel,oracle,0,0.0,0.0,0.0,0.0,1,evaluation_identity_control
qasper,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,combined_stack,L+E+QK,666875,0.035878000082448125,0.9019606998190284,0.0,0.0,1,component_sum; QK projection inherited
qasper,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,combined_stack,L+E+S+QK,671569,91.88358120038174,0.9025602999608964,91.84770320029929,0.0,1,component_sum; QK projection inherited
2wikimultihopqa,042a249a0bde11eba7f7acde48001122,single_channel,L,3326,0.0011344999074935913,0.00011659995652735233,0.0,0.0,1,measured_source_bm25_build
2wikimultihopqa,042a249a0bde11eba7f7acde48001122,single_channel,E,2322,0.005588100058957934,0.0001021998468786478,0.0,0.0,1,measured_extract_and_bm25_build
2wikimultihopqa,042a249a0bde11eba7f7acde48001122,single_channel,S,704,181.43760320008732,0.00033970014192163944,181.43760320008732,0.0,1,cached_generation_plus_measured_embedding
2wikimultihopqa,042a249a0bde11eba7f7acde48001122,single_channel,QK,81920,0.0,0.10235449997708201,0.0,0.0,1,inherited_checkpoint_projection_not_remeasured
2wikimultihopqa,042a249a0bde11eba7f7acde48001122,single_channel,QK8,10240,0.0,4.36976519995369,0.0,0.0,1,inherited_checkpoint_projection_not_remeasured
2wikimultihopqa,042a249a0bde11eba7f7acde48001122,single_channel,native_mean,20480,0.0,0.0005950999911874533,0.0,0.0,1,inherited_native_features
2wikimultihopqa,042a249a0bde11eba7f7acde48001122,single_channel,oracle,0,0.0,0.0,0.0,0.0,1,evaluation_identity_control
2wikimultihopqa,042a249a0bde11eba7f7acde48001122,combined_stack,L+E+QK,87568,0.006722599966451526,0.10257329978048801,0.0,0.0,1,component_sum; QK projection inherited
2wikimultihopqa,042a249a0bde11eba7f7acde48001122,combined_stack,L+E+S+QK,88272,181.44432580005378,0.10291299992240965,181.43760320008732,0.0,1,component_sum; QK projection inherited
2wikimultihopqa,04f33eff08fa11ebbdabac1f6bf848b6,single_channel,L,2308,0.0006567998789250851,0.00011910009197890759,0.0,0.0,1,measured_source_bm25_build
2wikimultihopqa,04f33eff08fa11ebbdabac1f6bf848b6,single_channel,E,1676,0.002432700013741851,4.100007936358452e-05,0.0,0.0,1,measured_extract_and_bm25_build
2wikimultihopqa,04f33eff08fa11ebbdabac1f6bf848b6,single_channel,S,527,82.55715890019201,0.00016559986397624016,82.55715890019201,0.0,1,cached_generation_plus_measured_embedding
2wikimultihopqa,04f33eff08fa11ebbdabac1f6bf848b6,single_channel,QK,65536,0.0,0.09739920007996261,0.0,0.0,1,inherited_checkpoint_projection_not_remeasured
2wikimultihopqa,04f33eff08fa11ebbdabac1f6bf848b6,single_channel,QK8,8192,0.0,3.110288199968636,0.0,0.0,1,inherited_checkpoint_projection_not_remeasured
2wikimultihopqa,04f33eff08fa11ebbdabac1f6bf848b6,single_channel,native_mean,16384,0.0,0.08962859981693327,0.0,0.0,1,inherited_native_features
2wikimultihopqa,04f33eff08fa11ebbdabac1f6bf848b6,single_channel,oracle,0,0.0,0.0,0.0,0.0,1,evaluation_identity_control
2wikimultihopqa,04f33eff08fa11ebbdabac1f6bf848b6,combined_stack,L+E+QK,69520,0.003089499892666936,0.0975593002513051,0.0,0.0,1,component_sum; QK projection inherited
2wikimultihopqa,04f33eff08fa11ebbdabac1f6bf848b6,combined_stack,L+E+S+QK,70047,82.56024840008467,0.09772490011528134,82.55715890019201,0.0,1,component_sum; QK projection inherited
2wikimultihopqa,0bdeb6f80bdc11eba7f7acde48001122,single_channel,L,3011,0.001061100047081709,0.0001284000463783741,0.0,0.0,1,measured_source_bm25_build
2wikimultihopqa,0bdeb6f80bdc11eba7f7acde48001122,single_channel,E,2178,0.0042687999084591866,6.720004603266716e-05,0.0,0.0,1,measured_extract_and_bm25_build
2wikimultihopqa,0bdeb6f80bdc11eba7f7acde48001122,single_channel,S,487,85.06064429972321,0.0002188999205827713,85.06064429972321,0.0,1,cached_generation_plus_measured_embedding
2wikimultihopqa,0bdeb6f80bdc11eba7f7acde48001122,single_channel,QK,65536,0.0,0.08672889997251332,0.0,0.0,1,inherited_checkpoint_projection_not_remeasured
2wikimultihopqa,0bdeb6f80bdc11eba7f7acde48001122,single_channel,QK8,8192,0.0,3.729661699850112,0.0,0.0,1,inherited_checkpoint_projection_not_remeasured
2wikimultihopqa,0bdeb6f80bdc11eba7f7acde48001122,single_channel,native_mean,16384,0.0,0.0002894001081585884,0.0,0.0,1,inherited_native_features
2wikimultihopqa,0bdeb6f80bdc11eba7f7acde48001122,single_channel,oracle,0,0.0,0.0,0.0,0.0,1,evaluation_identity_control
2wikimultihopqa,0bdeb6f80bdc11eba7f7acde48001122,combined_stack,L+E+QK,70725,0.0053298999555408955,0.08692450006492436,0.0,0.0,1,component_sum; QK projection inherited
2wikimultihopqa,0bdeb6f80bdc11eba7f7acde48001122,combined_stack,L+E+S+QK,71212,85.06597419967875,0.08714339998550713,85.06064429972321,0.0,1,component_sum; QK projection inherited
2wikimultihopqa,0c8a27700bde11eba7f7acde48001122,single_channel,L,13238,0.0042045998852699995,0.00018159998580813408,0.0,0.0,1,measured_source_bm25_build
2wikimultihopqa,0c8a27700bde11eba7f7acde48001122,single_channel,E,7966,0.01296890014782548,0.00015440001152455807,0.0,0.0,1,measured_extract_and_bm25_build
2wikimultihopqa,0c8a27700bde11eba7f7acde48001122,single_channel,S,2144,358.2339908007998,0.0009196000173687935,358.2339908007998,0.0,1,cached_generation_plus_measured_embedding
2wikimultihopqa,0c8a27700bde11eba7f7acde48001122,single_channel,QK,278528,0.0,0.3530647000297904,0.0,0.0,1,inherited_checkpoint_projection_not_remeasured
2wikimultihopqa,0c8a27700bde11eba7f7acde48001122,single_channel,QK8,34816,0.0,15.345813299994916,0.0,0.0,1,inherited_checkpoint_projection_not_remeasured
