example_id,partition,question_type,chunk_size,overlap,seed,facet_count,parent_id,parent_class,max_facet_score,top2_facet_score,winning_facet,normalized_facet_entropy,facet_concentration,winning_facet_matches_root,root_path_coverage,path_coverage,incremental_coverage,manual_label_reused,boundaries_identical_to_prior
5abbd4035542993f40c73bcb,validation,bridge,128,0,53,45,6,oracle_other,0.012377828359603882,-0.03170720860362053,35,0.9983974099159241,0.0016025900840759277,1,0.9455502033233643,0.9987636804580688,0.0,False,False
5abbd4035542993f40c73bcb,validation,bridge,128,0,53,45,8,other_discovered,-0.06899179518222809,-0.08521890640258789,35,0.9982355237007141,0.0017644762992858887,1,0.9455502033233643,0.9987636804580688,0.0,False,False
5abbd4035542993f40c73bcb,validation,bridge,128,0,53,45,10,other_discovered,0.02124200388789177,-0.02822534553706646,35,0.9986808896064758,0.00131911039352417,1,0.9455502033233643,0.9461020827293396,0.0005518794059753418,False,False
5abbd4035542993f40c73bcb,validation,bridge,128,0,53,45,12,other_discovered,0.14065244793891907,0.11735546588897705,35,0.9984605312347412,0.001539468765258789,1,0.9455502033233643,0.9987636804580688,0.05321347713470459,False,False
5abbd4035542993f40c73bcb,validation,bridge,128,0,71,45,0,other_discovered,0.04032062739133835,0.0354146808385849,8,0.9986684918403625,0.0013315081596374512,0,0.853472888469696,0.8590555787086487,0.005582690238952637,False,False
5abbd4035542993f40c73bcb,validation,bridge,128,0,71,45,4,oracle_root,0.28500983119010925,0.27877748012542725,44,0.9978997707366943,0.002100229263305664,1,0.853472888469696,0.853472888469696,0.0,False,False
5abbd4035542993f40c73bcb,validation,bridge,128,0,71,45,5,oracle_other,0.21607953310012817,0.21492956578731537,7,0.998895525932312,0.0011044740676879883,0,0.853472888469696,0.9306098818778992,0.07713699340820312,False,False
5abbd4035542993f40c73bcb,validation,bridge,128,0,71,45,6,oracle_other,0.20745569467544556,0.19976024329662323,9,0.997651994228363,0.002348005771636963,0,0.853472888469696,0.9959737062454224,0.0030404329299926758,False,False
5abbd4035542993f40c73bcb,validation,bridge,128,0,71,45,8,other_discovered,-0.026657940819859505,-0.04692908748984337,9,0.9987655282020569,0.0012344717979431152,0,0.853472888469696,0.9936894774436951,0.0,False,False
5abbd4035542993f40c73bcb,validation,bridge,128,0,71,45,10,other_discovered,0.18318279087543488,0.16682738065719604,9,0.9986164569854736,0.0013835430145263672,0,0.853472888469696,0.8635241985321045,0.007282674312591553,False,False
5abbd4035542993f40c73bcb,validation,bridge,128,0,71,45,12,other_discovered,0.15809378027915955,0.15224990248680115,9,0.9996135234832764,0.0003864765167236328,0,0.853472888469696,0.9936894774436951,0.13946044445037842,False,False
5abbd4035542993f40c73bcb,validation,bridge,256,0,11,45,0,clear_distractor,-0.09895404428243637,-0.12911032140254974,36,0.9974573850631714,0.0025426149368286133,1,0.48808610439300537,0.48808610439300537,0.0,True,True
5abbd4035542993f40c73bcb,validation,bridge,256,0,11,45,2,oracle_root,-0.03667297214269638,-0.040470369160175323,36,0.997506856918335,0.002493143081665039,1,0.48808610439300537,0.48808610439300537,0.0,False,True
5abbd4035542993f40c73bcb,validation,bridge,256,0,11,45,3,oracle_other,-0.16027842462062836,-0.17738404870033264,9,0.998832106590271,0.001167893409729004,0,0.48808610439300537,1.0,0.07465124130249023,False,True
5abbd4035542993f40c73bcb,validation,bridge,256,0,11,45,4,other_discovered,-0.19655080139636993,-0.19732224941253662,42,0.9985142946243286,0.0014857053756713867,0,0.48808610439300537,0.995065450668335,0.017183005809783936,False,True
5abbd4035542993f40c73bcb,validation,bridge,256,0,11,45,5,clear_distractor,-0.16417133808135986,-0.16670732200145721,35,0.9989888668060303,0.0010111331939697266,0,0.48808610439300537,0.5814080834388733,0.09332197904586792,True,True
5abbd4035542993f40c73bcb,validation,bridge,256,0,11,45,6,other_discovered,0.10385797172784805,0.07538484036922455,35,0.9984164834022522,0.0015835165977478027,0,0.48808610439300537,0.995065450668335,0.5069793462753296,False,True
5abbd4035542993f40c73bcb,validation,bridge,256,0,23,45,0,clear_distractor,0.1741466373205185,0.16075441241264343,35,0.9961015582084656,0.003898441791534424,0,0.8388081789016724,0.8399215936660767,0.0011134147644042969,True,True
5abbd4035542993f40c73bcb,validation,bridge,256,0,23,45,2,oracle_root,0.2893160283565521,0.27275049686431885,0,0.9984198212623596,0.0015801787376403809,1,0.8388081789016724,0.8388081789016724,0.0,False,True
5abbd4035542993f40c73bcb,validation,bridge,256,0,23,45,3,oracle_other,0.0683286041021347,0.06119755655527115,35,0.9984279274940491,0.0015720725059509277,0,0.8388081789016724,1.0,0.0032694339752197266,False,True
5abbd4035542993f40c73bcb,validation,bridge,256,0,23,45,4,other_discovered,-0.04072035104036331,-0.04850452393293381,41,0.9984127283096313,0.0015872716903686523,0,0.8388081789016724,1.0,0.0,False,True
5abbd4035542993f40c73bcb,validation,bridge,256,0,23,45,5,clear_distractor,0.19618113338947296,0.17864403128623962,38,0.9983327388763428,0.0016672611236572266,0,0.8388081789016724,0.845827043056488,0.005905508995056152,True,True
5abbd4035542993f40c73bcb,validation,bridge,256,0,23,45,6,other_discovered,0.3376002311706543,0.3331044912338257,34,0.9983542561531067,0.0016457438468933105,0,0.8388081789016724,1.0,0.16119182109832764,False,True
5abbd4035542993f40c73bcb,validation,bridge,256,0,37,45,0,clear_distractor,-0.07009238749742508,-0.08038285374641418,42,0.996999204158783,0.003000795841217041,1,0.6223118305206299,0.6368257403373718,0.014513909816741943,True,True
5abbd4035542993f40c73bcb,validation,bridge,256,0,37,45,2,oracle_root,-0.08173367381095886,-0.09310249984264374,42,0.998765766620636,0.0012342333793640137,1,0.6223118305206299,0.6223118305206299,0.0,False,True
5abbd4035542993f40c73bcb,validation,bridge,256,0,37,45,3,oracle_other,-0.0720110610127449,-0.08132168650627136,42,0.9974051713943481,0.0025948286056518555,1,0.6223118305206299,1.0,0.004156231880187988,False,True
5abbd4035542993f40c73bcb,validation,bridge,256,0,37,45,4,other_discovered,-0.07293166220188141,-0.09881742298603058,42,0.9973918199539185,0.002608180046081543,1,0.6223118305206299,1.0,0.005277276039123535,False,True
5abbd4035542993f40c73bcb,validation,bridge,256,0,37,45,5,clear_distractor,0.015553906559944153,0.004792606458067894,42,0.997045636177063,0.0029543638229370117,1,0.6223118305206299,0.7223213315010071,0.09954112768173218,True,True
5abbd4035542993f40c73bcb,validation,bridge,256,0,37,45,6,other_discovered,0.07441604137420654,0.06950461864471436,41,0.9970331192016602,0.0029668807983398438,0,0.6223118305206299,1.0,0.3776881694793701,False,True
5abbd4035542993f40c73bcb,validation,bridge,256,0,53,45,0,clear_distractor,0.057600513100624084,0.02655082195997238,35,0.9972301125526428,0.0027698874473571777,1,0.7551844120025635,0.7551844120025635,0.0,True,True
5abbd4035542993f40c73bcb,validation,bridge,256,0,53,45,2,oracle_root,0.1979345679283142,0.13204146921634674,35,0.997469425201416,0.0025305747985839844,1,0.7551844120025635,0.7551844120025635,0.0,False,True
5abbd4035542993f40c73bcb,validation,bridge,256,0,53,45,3,oracle_other,0.0019570766016840935,-0.04070869833230972,35,0.9981838464736938,0.0018161535263061523,1,0.7551844120025635,1.0,0.0,False,True
5abbd4035542993f40c73bcb,validation,bridge,256,0,53,45,4,other_discovered,-0.03658187389373779,-0.056468166410923004,35,0.9981380105018616,0.0018619894981384277,1,0.7551844120025635,1.0,0.0,False,True
5abbd4035542993f40c73bcb,validation,bridge,256,0,53,45,5,clear_distractor,0.04600849747657776,-0.010189495980739594,35,0.9985324740409851,0.0014675259590148926,1,0.7551844120025635,0.7774644494056702,0.02228003740310669,True,True
5abbd4035542993f40c73bcb,validation,bridge,256,0,53,45,6,other_discovered,0.14065244793891907,0.11735546588897705,35,0.9984605312347412,0.001539468765258789,1,0.7551844120025635,1.0,0.24481558799743652,False,True
5abbd4035542993f40c73bcb,validation,bridge,256,0,71,45,0,clear_distractor,0.05276624858379364,0.04648226127028465,8,0.9987085461616516,0.0012914538383483887,0,0.8616737127304077,0.8665468096733093,0.004873096942901611,True,True
5abbd4035542993f40c73bcb,validation,bridge,256,0,71,45,2,oracle_root,0.26210543513298035,0.2580307722091675,7,0.998454749584198,0.001545250415802002,1,0.8616737127304077,0.8616737127304077,0.0,False,True
5abbd4035542993f40c73bcb,validation,bridge,256,0,71,45,3,oracle_other,0.19575603306293488,0.18898750841617584,9,0.9977923035621643,0.0022076964378356934,0,0.8616737127304077,1.0,0.0007909536361694336,False,True
5abbd4035542993f40c73bcb,validation,bridge,256,0,71,45,4,other_discovered,0.03541349619626999,0.00246494822204113,9,0.9988484978675842,0.0011515021324157715,0,0.8616737127304077,1.0,0.0,False,True
5abbd4035542993f40c73bcb,validation,bridge,256,0,71,45,5,clear_distractor,0.2025558054447174,0.1906931847333908,9,0.9986480474472046,0.0013519525527954102,0,0.8616737127304077,0.873313844203949,0.0067670345306396484,True,True
5abbd4035542993f40c73bcb,validation,bridge,256,0,71,45,6,other_discovered,0.15809378027915955,0.15224990248680115,9,0.9996135234832764,0.0003864765167236328,0,0.8616737127304077,1.0,0.1366313099861145,False,True
5ae6143f5542996de7b71b2d,validation,bridge,16,0,11,16,0,other_discovered,0.04254496842622757,-0.032943252474069595,0,0.997910737991333,0.002089262008666992,1,0.5571134686470032,0.7099900245666504,0.006657242774963379,False,False
5ae6143f5542996de7b71b2d,validation,bridge,16,0,11,16,16,other_discovered,-0.2902575731277466,-0.3025486171245575,14,0.9987665414810181,0.0012334585189819336,0,0.5571134686470032,0.7099900245666504,0.00939720869064331,False,False
5ae6143f5542996de7b71b2d,validation,bridge,16,0,11,16,17,oracle_root,0.15858957171440125,0.09761370718479156,0,0.9953919053077698,0.004608094692230225,1,0.5571134686470032,0.5571134686470032,0.0,False,False
5ae6143f5542996de7b71b2d,validation,bridge,16,0,11,16,18,oracle_other,-0.15582023561000824,-0.18691208958625793,12,0.999068021774292,0.0009319782257080078,0,0.5571134686470032,0.5725193023681641,0.015405833721160889,False,False
5ae6143f5542996de7b71b2d,validation,bridge,16,0,11,16,19,oracle_other,-0.1445804387331009,-0.1911701261997223,12,0.9987783432006836,0.0012216567993164062,0,0.5571134686470032,0.5586913824081421,0.001577913761138916,False,False
5ae6143f5542996de7b71b2d,validation,bridge,16,0,11,16,20,oracle_other,-0.09246781468391418,-0.0994354635477066,11,0.9985516667366028,0.0014483332633972168,0,0.5571134686470032,0.5951195359230042,0.03800606727600098,False,False
5ae6143f5542996de7b71b2d,validation,bridge,16,0,11,16,32,other_discovered,-0.0724494531750679,-0.12471967935562134,14,0.998752772808075,0.0012472271919250488,0,0.5571134686470032,0.7222503423690796,0.05546599626541138,False,False
5ae6143f5542996de7b71b2d,validation,bridge,16,0,11,16,64,other_discovered,-0.11404616385698318,-0.1257515549659729,15,0.9984604120254517,0.0015395879745483398,0,0.5571134686470032,0.7099900245666504,0.027875304222106934,False,False
5ae6143f5542996de7b71b2d,validation,bridge,16,0,11,16,96,other_discovered,0.25234168767929077,0.21917125582695007,0,0.9964441061019897,0.003555893898010254,1,0.5571134686470032,0.7099900245666504,0.15287655591964722,False,False
5ae6143f5542996de7b71b2d,validation,bridge,16,0,11,16,106,oracle_other,-0.09152210503816605,-0.10442661494016647,6,0.9984323978424072,0.0015676021575927734,0,0.5571134686470032,0.5642457604408264,0.007132291793823242,False,False
