condition,seed_mean_token_f1,f1_ci_low,f1_ci_high,seed_mean_gold_answer_nll,nll_ci_low,nll_ci_high,seed_mean_first_step_js,seed_mean_cross_document_edges,seed_mean_request_rope_transform_ms,seed_mean_official_multihop_rag_score,seed_mean_supporting_document_coverage,seed_mean_physical_native_tokens,seed_mean_native_bytes,seed_mean_encode_ms,seed_mean_ttft_ms,seed_mean_ttft_with_materialization_ms,seed_mean_total_latency_ms,seed_mean_total_with_materialization_ms
A_FULL_CAUSAL_RAG,0.11868401968401969,0.10947015947015948,0.1278978798978799,5.940423611111111,5.166402777777778,6.562590277777778,,665893.5666666667,0.0,0.4666666666666667,0.5977777777777777,1329.5133333333333,152479225.17333335,611.0848047048785,88.91437939484604,699.9991840997245,197.6716088728669,808.7564135777453
B_NO_CROSS_DOC_RAG,0.11030680430680431,0.08893550893550893,0.12880534280534278,3.485875,3.299256944444444,3.712284722222222,0.16008055146790665,0.0,0.0,0.4,0.5977777777777777,1329.5133333333333,152479225.17333335,657.12351394662,68.10828466938497,725.2317986160051,177.88076913915575,835.0042830857759
C_PRA_PRE_ROPE_EXACT_PACKED_OFFSETS,0.10813993413993414,0.08382698782698782,0.12738365338365337,3.4739305555555555,3.2893541666666666,3.690159722222222,0.0008801679472011959,0.0,0.6874372189243635,0.39333333333333337,0.5977777777777777,1329.5133333333333,152479225.17333335,649.014737776015,68.3039153010274,718.0060902959667,177.52662310027517,827.2287980952145
M_PREVIOUS_DOC_ONLY,0.11103021053021053,0.09640307840307841,0.12565734265734269,6.167194444444445,5.407111111111111,6.718333333333334,0.04105494340641017,333363.50666666665,0.0,0.44000000000000006,0.5977777777777777,1329.5133333333333,152479225.17333335,668.7523441497857,74.13421054487117,742.886554694657,184.2824078067982,853.0347519565839
M_TOP_RANKED_TO_ALL,0.11461286861286861,0.10055485255485255,0.12472364672364673,6.130868055555555,5.320013888888889,6.783986111111112,0.017776851441309034,334414.48,0.0,0.47333333333333333,0.5977777777777777,1329.5133333333333,152479225.17333335,667.6965552056208,73.39649256939688,741.0930477750178,182.8768681253617,850.5734233309826
M4_BOUNDARY_ONLY_8,0.11765643615643614,0.10714219114219115,0.1292990157990158,6.1436875,5.4754861111111115,6.528652777777777,0.07863350843055761,192.0,0.0,0.44666666666666666,0.5977777777777777,1329.5133333333333,152479225.17333335,669.338050277826,73.94520138661998,743.283251664446,183.86991635003747,853.2079666278636
M4_BOUNDARY_ONLY_16,0.1069905834905835,0.09039760239760239,0.12358356458356459,6.11025,5.4736666666666665,6.496451388888889,0.07803902824440978,768.0,0.0,0.39333333333333337,0.5977777777777777,1329.5133333333333,152479225.17333335,669.495299452683,74.61201970737116,744.1073191600541,184.71830196018954,854.2136014128724
M4_BOUNDARY_ONLY_32,0.11104238354238354,0.09496166796166797,0.12715475265475265,6.082993055555556,5.452263888888888,6.483347222222223,0.07514305646692623,3072.0,0.0,0.4066666666666666,0.5977777777777777,1329.5133333333333,152479225.17333335,669.9809647483441,74.56358811119571,744.5445528595399,185.06130697826546,855.0422717266096
M4_BOUNDARY_ONLY_64,0.1060138565138565,0.09305555555555556,0.11713338513338514,6.056069444444445,5.347479166666666,6.477201388888889,0.06454890709322508,12285.439999999999,0.0,0.42666666666666664,0.5977777777777777,1329.5133333333333,152479225.17333335,668.2595469352478,73.71117389334056,741.9707208285884,183.09324667983066,851.3527936150786
