condition,cumulative_unique_native_tokens,cumulative_visible_tokens,cumulative_wall_ms,example_id
PRA_NATIVE_MEMORY_NO_ADAPTOR,116,0,171.93233402213082,fixture:bridge:0
PRA_SELECTED_CONTEXT_NO_ADAPTOR,116,116,165.88224994484335,fixture:bridge:0
PRA_NATIVE_MEMORY_NO_ADAPTOR,232,116,343.99387502344325,fixture:bridge:1
PRA_SELECTED_CONTEXT_NO_ADAPTOR,232,232,331.65041694883257,fixture:bridge:1
PRA_NATIVE_MEMORY_NO_ADAPTOR,348,232,521.1936660343781,fixture:bridge:2
PRA_SELECTED_CONTEXT_NO_ADAPTOR,348,348,507.2081259568222,fixture:bridge:2
PRA_NATIVE_MEMORY_NO_ADAPTOR,464,348,700.65108302515,fixture:bridge:3
PRA_SELECTED_CONTEXT_NO_ADAPTOR,464,464,674.5289179380052,fixture:bridge:3
PRA_NATIVE_MEMORY_NO_ADAPTOR,580,464,885.5766250053421,fixture:bridge:4
PRA_SELECTED_CONTEXT_NO_ADAPTOR,580,580,845.4487929702736,fixture:bridge:4
PRA_NATIVE_MEMORY_NO_ADAPTOR,696,580,1057.5505419983529,fixture:lookup:0
PRA_SELECTED_CONTEXT_NO_ADAPTOR,696,696,1010.9275850118138,fixture:lookup:0
PRA_NATIVE_MEMORY_NO_ADAPTOR,824,696,1229.1075839311816,fixture:lookup:1
PRA_SELECTED_CONTEXT_NO_ADAPTOR,824,824,1173.7136690644547,fixture:lookup:1
PRA_NATIVE_MEMORY_NO_ADAPTOR,952,824,1404.3017919757403,fixture:lookup:2
PRA_SELECTED_CONTEXT_NO_ADAPTOR,952,952,1344.033002096694,fixture:lookup:2
PRA_NATIVE_MEMORY_NO_ADAPTOR,1067,952,1580.8136670384556,fixture:lookup:3
PRA_SELECTED_CONTEXT_NO_ADAPTOR,1067,1067,1518.526169063989,fixture:lookup:3
PRA_NATIVE_MEMORY_NO_ADAPTOR,1183,1067,1760.1835830137134,fixture:lookup:4
PRA_SELECTED_CONTEXT_NO_ADAPTOR,1183,1183,1687.174795079045,fixture:lookup:4
PRA_NATIVE_MEMORY_NO_ADAPTOR,1311,1183,1944.9172090389766,fixture:synthesis:0
PRA_SELECTED_CONTEXT_NO_ADAPTOR,1311,1311,1865.2322950656526,fixture:synthesis:0
PRA_NATIVE_MEMORY_NO_ADAPTOR,1439,1311,2141.343792085536,fixture:synthesis:1
PRA_SELECTED_CONTEXT_NO_ADAPTOR,1439,1439,2054.59991999669,fixture:synthesis:1
PRA_NATIVE_MEMORY_NO_ADAPTOR,1567,1439,2337.126834085211,fixture:synthesis:2
PRA_SELECTED_CONTEXT_NO_ADAPTOR,1567,1567,2242.560587998014,fixture:synthesis:2
PRA_NATIVE_MEMORY_NO_ADAPTOR,1695,1567,2531.5356261562556,fixture:synthesis:3
PRA_SELECTED_CONTEXT_NO_ADAPTOR,1695,1695,2427.852004999295,fixture:synthesis:3
PRA_NATIVE_MEMORY_NO_ADAPTOR,1823,1695,2715.9934181254357,fixture:synthesis:4
PRA_SELECTED_CONTEXT_NO_ADAPTOR,1823,1823,2605.824838974513,fixture:synthesis:4
