dataset,budget_chunks,example_id,regime,best_lexical_mode,selection_jaccard,chunks_unique_to_lowrank,evidence_unique_to_lowrank,evidence_unique_to_lexical,lowrank_recall_delta
2wikimultihopqa,6,4ce7cb8e0bdd11eba7f7acde48001122,zero_shot,exact,0.09090909090909091,5,0,1,-0.2
2wikimultihopqa,6,4ce7cb8e0bdd11eba7f7acde48001122,retrained,exact,0.09090909090909091,5,2,1,0.2
2wikimultihopqa,6,4ce7cb8e0bdd11eba7f7acde48001122,mixed,exact,0.09090909090909091,5,1,1,0.0
2wikimultihopqa,4,547835de087f11ebbd6bac1f6bf848b6,zero_shot,exact,0.0,4,1,4,-0.42857142857142855
2wikimultihopqa,4,547835de087f11ebbd6bac1f6bf848b6,retrained,exact,0.0,4,0,4,-0.5714285714285714
2wikimultihopqa,4,547835de087f11ebbd6bac1f6bf848b6,mixed,exact,0.0,4,1,4,-0.42857142857142855
2wikimultihopqa,6,547835de087f11ebbd6bac1f6bf848b6,zero_shot,exact,0.2,4,2,4,-0.2857142857142857
2wikimultihopqa,6,547835de087f11ebbd6bac1f6bf848b6,retrained,exact,0.09090909090909091,5,0,4,-0.5714285714285714
2wikimultihopqa,6,547835de087f11ebbd6bac1f6bf848b6,mixed,exact,0.09090909090909091,5,1,4,-0.42857142857142855
2wikimultihopqa,4,57e10b360bb011ebab90acde48001122,zero_shot,exact,0.0,4,0,1,-0.2
2wikimultihopqa,4,57e10b360bb011ebab90acde48001122,retrained,exact,0.0,4,0,1,-0.2
2wikimultihopqa,4,57e10b360bb011ebab90acde48001122,mixed,exact,0.0,4,0,1,-0.2
2wikimultihopqa,6,57e10b360bb011ebab90acde48001122,zero_shot,exact,0.0,6,0,1,-0.2
2wikimultihopqa,6,57e10b360bb011ebab90acde48001122,retrained,exact,0.0,6,1,1,0.0
2wikimultihopqa,6,57e10b360bb011ebab90acde48001122,mixed,exact,0.0,6,1,1,0.0
2wikimultihopqa,4,5a8cbfba0bb011ebab90acde48001122,zero_shot,exact,0.14285714285714285,3,0,1,-0.2
2wikimultihopqa,4,5a8cbfba0bb011ebab90acde48001122,retrained,exact,0.0,4,0,1,-0.2
2wikimultihopqa,4,5a8cbfba0bb011ebab90acde48001122,mixed,exact,0.0,4,0,1,-0.2
2wikimultihopqa,6,5a8cbfba0bb011ebab90acde48001122,zero_shot,exact,0.2,4,0,1,-0.2
2wikimultihopqa,6,5a8cbfba0bb011ebab90acde48001122,retrained,exact,0.09090909090909091,5,0,1,-0.2
2wikimultihopqa,6,5a8cbfba0bb011ebab90acde48001122,mixed,exact,0.09090909090909091,5,0,1,-0.2
2wikimultihopqa,4,5b168cd8089811ebbd77ac1f6bf848b6,zero_shot,exact,0.14285714285714285,3,0,3,-0.5
2wikimultihopqa,4,5b168cd8089811ebbd77ac1f6bf848b6,retrained,exact,0.3333333333333333,2,0,2,-0.3333333333333333
2wikimultihopqa,4,5b168cd8089811ebbd77ac1f6bf848b6,mixed,exact,0.0,4,1,4,-0.5
2wikimultihopqa,6,5b168cd8089811ebbd77ac1f6bf848b6,zero_shot,exact,0.2,4,0,3,-0.5
2wikimultihopqa,6,5b168cd8089811ebbd77ac1f6bf848b6,retrained,exact,0.3333333333333333,3,0,2,-0.33333333333333337
2wikimultihopqa,6,5b168cd8089811ebbd77ac1f6bf848b6,mixed,exact,0.2,4,0,3,-0.5
2wikimultihopqa,4,5b8ff9cc08d111ebbd95ac1f6bf848b6,zero_shot,exact,0.0,4,1,1,0.0
2wikimultihopqa,4,5b8ff9cc08d111ebbd95ac1f6bf848b6,retrained,exact,0.14285714285714285,3,1,0,0.2
2wikimultihopqa,4,5b8ff9cc08d111ebbd95ac1f6bf848b6,mixed,exact,0.14285714285714285,3,1,0,0.2
2wikimultihopqa,6,5b8ff9cc08d111ebbd95ac1f6bf848b6,zero_shot,exact,0.09090909090909091,5,1,0,0.2
2wikimultihopqa,6,5b8ff9cc08d111ebbd95ac1f6bf848b6,retrained,exact,0.09090909090909091,5,1,0,0.2
2wikimultihopqa,6,5b8ff9cc08d111ebbd95ac1f6bf848b6,mixed,exact,0.09090909090909091,5,2,0,0.39999999999999997
2wikimultihopqa,4,5eed803f08a511ebbd7dac1f6bf848b6,zero_shot,exact,0.0,4,1,3,-0.39999999999999997
2wikimultihopqa,4,5eed803f08a511ebbd7dac1f6bf848b6,retrained,exact,0.14285714285714285,3,1,2,-0.19999999999999996
2wikimultihopqa,4,5eed803f08a511ebbd7dac1f6bf848b6,mixed,exact,0.0,4,0,3,-0.6
2wikimultihopqa,6,5eed803f08a511ebbd7dac1f6bf848b6,zero_shot,exact,0.0,6,1,3,-0.39999999999999997
2wikimultihopqa,6,5eed803f08a511ebbd7dac1f6bf848b6,retrained,exact,0.2,4,2,2,0.0
2wikimultihopqa,6,5eed803f08a511ebbd7dac1f6bf848b6,mixed,exact,0.09090909090909091,5,1,3,-0.39999999999999997
2wikimultihopqa,4,60c46c100bde11eba7f7acde48001122,zero_shot,exact,0.0,4,3,0,0.6
2wikimultihopqa,4,60c46c100bde11eba7f7acde48001122,retrained,exact,0.3333333333333333,2,2,0,0.4
2wikimultihopqa,4,60c46c100bde11eba7f7acde48001122,mixed,exact,0.14285714285714285,3,1,0,0.2
2wikimultihopqa,6,60c46c100bde11eba7f7acde48001122,zero_shot,exact,0.0,6,5,0,1.0
2wikimultihopqa,6,60c46c100bde11eba7f7acde48001122,retrained,exact,0.2,4,2,0,0.4
2wikimultihopqa,6,60c46c100bde11eba7f7acde48001122,mixed,exact,0.2,4,1,0,0.2
2wikimultihopqa,4,6638110e0bdb11eba7f7acde48001122,zero_shot,exact,0.0,4,0,0,0.0
2wikimultihopqa,4,6638110e0bdb11eba7f7acde48001122,retrained,exact,0.14285714285714285,3,1,0,0.16666666666666666
2wikimultihopqa,4,6638110e0bdb11eba7f7acde48001122,mixed,exact,0.3333333333333333,2,0,0,0.0
2wikimultihopqa,6,6638110e0bdb11eba7f7acde48001122,zero_shot,exact,0.0,6,1,0,0.16666666666666666
2wikimultihopqa,6,6638110e0bdb11eba7f7acde48001122,retrained,exact,0.3333333333333333,3,2,0,0.3333333333333333
2wikimultihopqa,6,6638110e0bdb11eba7f7acde48001122,mixed,exact,0.2,4,1,0,0.16666666666666666
2wikimultihopqa,4,734d9f0408a111ebbd79ac1f6bf848b6,zero_shot,exact,0.14285714285714285,3,0,3,-0.6000000000000001
2wikimultihopqa,4,734d9f0408a111ebbd79ac1f6bf848b6,retrained,exact,0.14285714285714285,3,1,3,-0.4
2wikimultihopqa,4,734d9f0408a111ebbd79ac1f6bf848b6,mixed,exact,0.14285714285714285,3,0,3,-0.6000000000000001
2wikimultihopqa,6,734d9f0408a111ebbd79ac1f6bf848b6,zero_shot,exact,0.09090909090909091,5,0,3,-0.6000000000000001
2wikimultihopqa,6,734d9f0408a111ebbd79ac1f6bf848b6,retrained,exact,0.09090909090909091,5,1,3,-0.4
2wikimultihopqa,6,734d9f0408a111ebbd79ac1f6bf848b6,mixed,exact,0.09090909090909091,5,0,3,-0.6000000000000001
2wikimultihopqa,4,8a6eec600bda11eba7f7acde48001122,zero_shot,exact,0.14285714285714285,3,0,1,-0.16666666666666666
2wikimultihopqa,4,8a6eec600bda11eba7f7acde48001122,retrained,exact,0.0,4,2,2,0.0
2wikimultihopqa,4,8a6eec600bda11eba7f7acde48001122,mixed,exact,0.0,4,1,2,-0.16666666666666666
2wikimultihopqa,6,8a6eec600bda11eba7f7acde48001122,zero_shot,exact,0.2,4,0,1,-0.16666666666666666
2wikimultihopqa,6,8a6eec600bda11eba7f7acde48001122,retrained,exact,0.09090909090909091,5,2,2,0.0
2wikimultihopqa,6,8a6eec600bda11eba7f7acde48001122,mixed,exact,0.3333333333333333,3,1,0,0.16666666666666669
2wikimultihopqa,4,8b16280408ce11ebbd94ac1f6bf848b6,zero_shot,exact,0.0,4,1,2,-0.16666666666666666
2wikimultihopqa,4,8b16280408ce11ebbd94ac1f6bf848b6,retrained,exact,0.0,4,1,2,-0.16666666666666666
2wikimultihopqa,4,8b16280408ce11ebbd94ac1f6bf848b6,mixed,exact,0.0,4,2,2,0.0
2wikimultihopqa,6,8b16280408ce11ebbd94ac1f6bf848b6,zero_shot,exact,0.0,6,1,2,-0.16666666666666666
2wikimultihopqa,6,8b16280408ce11ebbd94ac1f6bf848b6,retrained,exact,0.0,6,1,2,-0.16666666666666666
2wikimultihopqa,6,8b16280408ce11ebbd94ac1f6bf848b6,mixed,exact,0.0,6,2,2,0.0
2wikimultihopqa,4,8b2b74a40bb011ebab90acde48001122,zero_shot,exact,0.14285714285714285,3,0,2,-0.33333333333333337
2wikimultihopqa,4,8b2b74a40bb011ebab90acde48001122,retrained,exact,0.3333333333333333,2,0,1,-0.16666666666666669
2wikimultihopqa,4,8b2b74a40bb011ebab90acde48001122,mixed,exact,0.0,4,0,3,-0.5
2wikimultihopqa,6,8b2b74a40bb011ebab90acde48001122,zero_shot,exact,0.09090909090909091,5,0,2,-0.33333333333333337
2wikimultihopqa,6,8b2b74a40bb011ebab90acde48001122,retrained,exact,0.5,2,0,0,0.0
2wikimultihopqa,6,8b2b74a40bb011ebab90acde48001122,mixed,exact,0.2,4,0,1,-0.16666666666666669
2wikimultihopqa,4,8ba63ce8098f11ebbdb0ac1f6bf848b6,zero_shot,exact,0.14285714285714285,3,0,1,-0.16666666666666666
2wikimultihopqa,4,8ba63ce8098f11ebbdb0ac1f6bf848b6,retrained,exact,0.14285714285714285,3,0,1,-0.16666666666666666
2wikimultihopqa,4,8ba63ce8098f11ebbdb0ac1f6bf848b6,mixed,exact,0.14285714285714285,3,2,1,0.16666666666666669
2wikimultihopqa,6,8ba63ce8098f11ebbdb0ac1f6bf848b6,zero_shot,exact,0.09090909090909091,5,0,3,-0.5
2wikimultihopqa,6,8ba63ce8098f11ebbdb0ac1f6bf848b6,retrained,exact,0.2,4,0,2,-0.3333333333333333
2wikimultihopqa,6,8ba63ce8098f11ebbdb0ac1f6bf848b6,mixed,exact,0.3333333333333333,3,1,2,-0.16666666666666663
2wikimultihopqa,4,8d9cddcc0bb011ebab90acde48001122,zero_shot,exact,0.0,4,0,1,-0.2
2wikimultihopqa,4,8d9cddcc0bb011ebab90acde48001122,retrained,exact,0.0,4,0,1,-0.2
2wikimultihopqa,4,8d9cddcc0bb011ebab90acde48001122,mixed,exact,0.0,4,0,1,-0.2
2wikimultihopqa,6,8d9cddcc0bb011ebab90acde48001122,zero_shot,exact,0.0,6,0,1,-0.2
2wikimultihopqa,6,8d9cddcc0bb011ebab90acde48001122,retrained,exact,0.09090909090909091,5,1,1,0.0
2wikimultihopqa,6,8d9cddcc0bb011ebab90acde48001122,mixed,exact,0.09090909090909091,5,0,0,0.0
2wikimultihopqa,4,8fd3ff820bdb11eba7f7acde48001122,zero_shot,exact,0.0,4,0,2,-0.5
2wikimultihopqa,4,8fd3ff820bdb11eba7f7acde48001122,retrained,exact,0.14285714285714285,3,0,1,-0.25
2wikimultihopqa,4,8fd3ff820bdb11eba7f7acde48001122,mixed,exact,0.14285714285714285,3,0,2,-0.5
2wikimultihopqa,6,8fd3ff820bdb11eba7f7acde48001122,zero_shot,exact,0.0,6,0,2,-0.5
2wikimultihopqa,6,8fd3ff820bdb11eba7f7acde48001122,retrained,exact,0.2,4,0,1,-0.25
2wikimultihopqa,6,8fd3ff820bdb11eba7f7acde48001122,mixed,exact,0.2,4,0,2,-0.5
2wikimultihopqa,4,91919890092411ebbdaeac1f6bf848b6,zero_shot,exact,0.0,4,0,1,-0.25
2wikimultihopqa,4,91919890092411ebbdaeac1f6bf848b6,retrained,exact,0.0,4,0,1,-0.25
2wikimultihopqa,4,91919890092411ebbdaeac1f6bf848b6,mixed,exact,0.0,4,0,1,-0.25
2wikimultihopqa,6,91919890092411ebbdaeac1f6bf848b6,zero_shot,exact,0.0,6,0,1,-0.25
2wikimultihopqa,6,91919890092411ebbdaeac1f6bf848b6,retrained,exact,0.0,6,1,1,0.0
2wikimultihopqa,6,91919890092411ebbdaeac1f6bf848b6,mixed,exact,0.0,6,1,1,0.0
2wikimultihopqa,4,941303a00bda11eba7f7acde48001122,zero_shot,exact,0.14285714285714285,3,1,2,-0.16666666666666666
2wikimultihopqa,4,941303a00bda11eba7f7acde48001122,retrained,exact,0.0,4,0,2,-0.3333333333333333
2wikimultihopqa,4,941303a00bda11eba7f7acde48001122,mixed,exact,0.0,4,0,2,-0.3333333333333333
2wikimultihopqa,6,941303a00bda11eba7f7acde48001122,zero_shot,exact,0.2,4,1,1,0.0
2wikimultihopqa,6,941303a00bda11eba7f7acde48001122,retrained,exact,0.0,6,0,2,-0.3333333333333333
2wikimultihopqa,6,941303a00bda11eba7f7acde48001122,mixed,exact,0.0,6,0,2,-0.3333333333333333
2wikimultihopqa,4,941b72e40bb011ebab90acde48001122,zero_shot,exact,0.0,4,0,2,-0.2857142857142857
2wikimultihopqa,4,941b72e40bb011ebab90acde48001122,retrained,exact,0.0,4,0,2,-0.2857142857142857
2wikimultihopqa,4,941b72e40bb011ebab90acde48001122,mixed,exact,0.0,4,0,2,-0.2857142857142857
2wikimultihopqa,6,941b72e40bb011ebab90acde48001122,zero_shot,exact,0.0,6,0,2,-0.2857142857142857
2wikimultihopqa,6,941b72e40bb011ebab90acde48001122,retrained,exact,0.0,6,1,2,-0.14285714285714285
2wikimultihopqa,6,941b72e40bb011ebab90acde48001122,mixed,exact,0.0,6,0,2,-0.2857142857142857
2wikimultihopqa,4,9724141c0bda11eba7f7acde48001122,zero_shot,exact,0.3333333333333333,2,1,1,0.0
2wikimultihopqa,4,9724141c0bda11eba7f7acde48001122,retrained,exact,0.14285714285714285,3,1,3,-0.39999999999999997
2wikimultihopqa,4,9724141c0bda11eba7f7acde48001122,mixed,exact,0.14285714285714285,3,1,2,-0.19999999999999996
2wikimultihopqa,6,9724141c0bda11eba7f7acde48001122,zero_shot,exact,0.3333333333333333,3,1,1,0.0
2wikimultihopqa,6,9724141c0bda11eba7f7acde48001122,retrained,exact,0.2,4,1,3,-0.4
2wikimultihopqa,6,9724141c0bda11eba7f7acde48001122,mixed,exact,0.2,4,1,3,-0.4
2wikimultihopqa,4,98389ca708e211ebbda4ac1f6bf848b6,zero_shot,exact,0.14285714285714285,3,1,2,-0.19999999999999996
2wikimultihopqa,4,98389ca708e211ebbda4ac1f6bf848b6,retrained,exact,0.14285714285714285,3,0,3,-0.6
2wikimultihopqa,4,98389ca708e211ebbda4ac1f6bf848b6,mixed,exact,0.0,4,0,3,-0.6
2wikimultihopqa,6,98389ca708e211ebbda4ac1f6bf848b6,zero_shot,exact,0.2,4,1,2,-0.19999999999999996
2wikimultihopqa,6,98389ca708e211ebbda4ac1f6bf848b6,retrained,exact,0.2,4,1,3,-0.39999999999999997
2wikimultihopqa,6,98389ca708e211ebbda4ac1f6bf848b6,mixed,exact,0.09090909090909091,5,0,2,-0.39999999999999997
2wikimultihopqa,4,990dabb40bdd11eba7f7acde48001122,zero_shot,exact,0.0,4,0,0,0.0
2wikimultihopqa,4,990dabb40bdd11eba7f7acde48001122,retrained,exact,0.14285714285714285,3,1,0,0.25
2wikimultihopqa,4,990dabb40bdd11eba7f7acde48001122,mixed,exact,0.14285714285714285,3,0,0,0.0
2wikimultihopqa,6,990dabb40bdd11eba7f7acde48001122,zero_shot,exact,0.09090909090909091,5,0,0,0.0
2wikimultihopqa,6,990dabb40bdd11eba7f7acde48001122,retrained,exact,0.09090909090909091,5,1,0,0.25
2wikimultihopqa,6,990dabb40bdd11eba7f7acde48001122,mixed,exact,0.09090909090909091,5,0,0,0.0
2wikimultihopqa,4,99abc1cc085511ebbd59ac1f6bf848b6,zero_shot,exact,0.0,4,0,0,0.0
2wikimultihopqa,4,99abc1cc085511ebbd59ac1f6bf848b6,retrained,exact,0.0,4,1,0,0.25
2wikimultihopqa,4,99abc1cc085511ebbd59ac1f6bf848b6,mixed,exact,0.14285714285714285,3,0,0,0.0
2wikimultihopqa,6,99abc1cc085511ebbd59ac1f6bf848b6,zero_shot,exact,0.0,6,0,0,0.0
2wikimultihopqa,6,99abc1cc085511ebbd59ac1f6bf848b6,retrained,exact,0.2,4,1,0,0.25
2wikimultihopqa,6,99abc1cc085511ebbd59ac1f6bf848b6,mixed,exact,0.09090909090909091,5,0,0,0.0
2wikimultihopqa,4,a0a12e3c0bdd11eba7f7acde48001122,zero_shot,exact,0.0,4,0,1,-0.2
2wikimultihopqa,4,a0a12e3c0bdd11eba7f7acde48001122,retrained,exact,0.3333333333333333,2,0,0,0.0
2wikimultihopqa,4,a0a12e3c0bdd11eba7f7acde48001122,mixed,exact,0.14285714285714285,3,0,0,0.0
2wikimultihopqa,6,a0a12e3c0bdd11eba7f7acde48001122,zero_shot,exact,0.0,6,0,2,-0.4
2wikimultihopqa,6,a0a12e3c0bdd11eba7f7acde48001122,retrained,exact,0.3333333333333333,3,0,1,-0.2
2wikimultihopqa,6,a0a12e3c0bdd11eba7f7acde48001122,mixed,exact,0.2,4,0,1,-0.2
2wikimultihopqa,4,a1c998940bdd11eba7f7acde48001122,zero_shot,exact,0.0,4,1,0,0.2
2wikimultihopqa,4,a1c998940bdd11eba7f7acde48001122,retrained,exact,0.0,4,3,0,0.6
2wikimultihopqa,4,a1c998940bdd11eba7f7acde48001122,mixed,exact,0.14285714285714285,3,1,0,0.2
2wikimultihopqa,6,a1c998940bdd11eba7f7acde48001122,zero_shot,exact,0.09090909090909091,5,1,0,0.2
2wikimultihopqa,6,a1c998940bdd11eba7f7acde48001122,retrained,exact,0.09090909090909091,5,3,0,0.6
2wikimultihopqa,6,a1c998940bdd11eba7f7acde48001122,mixed,exact,0.09090909090909091,5,2,0,0.4
2wikimultihopqa,4,a4f646340bdd11eba7f7acde48001122,zero_shot,exact,0.0,4,1,0,0.2
2wikimultihopqa,4,a4f646340bdd11eba7f7acde48001122,retrained,exact,0.0,4,1,0,0.2
2wikimultihopqa,4,a4f646340bdd11eba7f7acde48001122,mixed,exact,0.0,4,2,0,0.4
2wikimultihopqa,6,a4f646340bdd11eba7f7acde48001122,zero_shot,exact,0.0,6,1,0,0.2
2wikimultihopqa,6,a4f646340bdd11eba7f7acde48001122,retrained,exact,0.0,6,2,0,0.4
2wikimultihopqa,6,a4f646340bdd11eba7f7acde48001122,mixed,exact,0.0,6,3,0,0.6
2wikimultihopqa,4,a5f7d55508f211ebbdaaac1f6bf848b6,zero_shot,exact,0.0,4,1,1,0.0
2wikimultihopqa,4,a5f7d55508f211ebbdaaac1f6bf848b6,retrained,exact,0.0,4,1,1,0.0
2wikimultihopqa,4,a5f7d55508f211ebbdaaac1f6bf848b6,mixed,exact,0.0,4,1,1,0.0
2wikimultihopqa,6,a5f7d55508f211ebbdaaac1f6bf848b6,zero_shot,exact,0.0,6,2,1,0.16666666666666666
2wikimultihopqa,6,a5f7d55508f211ebbdaaac1f6bf848b6,retrained,exact,0.0,6,2,1,0.16666666666666666
2wikimultihopqa,6,a5f7d55508f211ebbdaaac1f6bf848b6,mixed,exact,0.0,6,1,1,0.0
2wikimultihopqa,4,a8b90372089211ebbd73ac1f6bf848b6,zero_shot,exact,0.0,4,0,1,-0.16666666666666666
2wikimultihopqa,4,a8b90372089211ebbd73ac1f6bf848b6,retrained,exact,0.0,4,1,1,0.0
2wikimultihopqa,4,a8b90372089211ebbd73ac1f6bf848b6,mixed,exact,0.0,4,1,1,0.0
2wikimultihopqa,6,a8b90372089211ebbd73ac1f6bf848b6,zero_shot,exact,0.0,6,1,1,0.0
2wikimultihopqa,6,a8b90372089211ebbd73ac1f6bf848b6,retrained,exact,0.0,6,2,1,0.16666666666666666
2wikimultihopqa,6,a8b90372089211ebbd73ac1f6bf848b6,mixed,exact,0.0,6,1,1,0.0
2wikimultihopqa,4,a8f4816708ad11ebbd83ac1f6bf848b6,zero_shot,exact,0.14285714285714285,3,2,2,0.0
2wikimultihopqa,4,a8f4816708ad11ebbd83ac1f6bf848b6,retrained,exact,0.0,4,1,2,-0.16666666666666666
2wikimultihopqa,4,a8f4816708ad11ebbd83ac1f6bf848b6,mixed,exact,0.0,4,2,2,0.0
2wikimultihopqa,6,a8f4816708ad11ebbd83ac1f6bf848b6,zero_shot,exact,0.09090909090909091,5,2,2,0.0
2wikimultihopqa,6,a8f4816708ad11ebbd83ac1f6bf848b6,retrained,exact,0.0,6,2,2,0.0
2wikimultihopqa,6,a8f4816708ad11ebbd83ac1f6bf848b6,mixed,exact,0.09090909090909091,5,2,1,0.16666666666666669
2wikimultihopqa,4,abba19f80bda11eba7f7acde48001122,zero_shot,exact,0.14285714285714285,3,0,1,-0.16666666666666666
2wikimultihopqa,4,abba19f80bda11eba7f7acde48001122,retrained,exact,0.14285714285714285,3,0,1,-0.16666666666666666
2wikimultihopqa,4,abba19f80bda11eba7f7acde48001122,mixed,exact,0.14285714285714285,3,0,1,-0.16666666666666666
2wikimultihopqa,6,abba19f80bda11eba7f7acde48001122,zero_shot,exact,0.09090909090909091,5,0,1,-0.16666666666666666
2wikimultihopqa,6,abba19f80bda11eba7f7acde48001122,retrained,exact,0.09090909090909091,5,0,1,-0.16666666666666666
2wikimultihopqa,6,abba19f80bda11eba7f7acde48001122,mixed,exact,0.09090909090909091,5,0,1,-0.16666666666666666
2wikimultihopqa,4,addcd4880bd911eba7f7acde48001122,zero_shot,exact,0.0,4,0,2,-0.3333333333333333
2wikimultihopqa,4,addcd4880bd911eba7f7acde48001122,retrained,exact,0.0,4,0,2,-0.3333333333333333
2wikimultihopqa,4,addcd4880bd911eba7f7acde48001122,mixed,exact,0.0,4,0,2,-0.3333333333333333
2wikimultihopqa,6,addcd4880bd911eba7f7acde48001122,zero_shot,exact,0.0,6,0,2,-0.3333333333333333
2wikimultihopqa,6,addcd4880bd911eba7f7acde48001122,retrained,exact,0.0,6,0,2,-0.3333333333333333
2wikimultihopqa,6,addcd4880bd911eba7f7acde48001122,mixed,exact,0.0,6,0,2,-0.3333333333333333
2wikimultihopqa,4,ae08cb4a0bdb11eba7f7acde48001122,zero_shot,exact,0.14285714285714285,3,0,0,0.0
2wikimultihopqa,4,ae08cb4a0bdb11eba7f7acde48001122,retrained,exact,0.14285714285714285,3,2,0,0.5
2wikimultihopqa,4,ae08cb4a0bdb11eba7f7acde48001122,mixed,exact,0.14285714285714285,3,2,0,0.5
2wikimultihopqa,6,ae08cb4a0bdb11eba7f7acde48001122,zero_shot,exact,0.09090909090909091,5,1,0,0.25
2wikimultihopqa,6,ae08cb4a0bdb11eba7f7acde48001122,retrained,exact,0.2,4,2,0,0.5
2wikimultihopqa,6,ae08cb4a0bdb11eba7f7acde48001122,mixed,exact,0.2,4,2,0,0.5
2wikimultihopqa,4,b597a2a40baf11ebab90acde48001122,zero_shot,exact,0.0,4,0,1,-0.14285714285714285
2wikimultihopqa,4,b597a2a40baf11ebab90acde48001122,retrained,exact,0.14285714285714285,3,0,1,-0.14285714285714285
2wikimultihopqa,4,b597a2a40baf11ebab90acde48001122,mixed,exact,0.0,4,0,1,-0.14285714285714285
2wikimultihopqa,6,b597a2a40baf11ebab90acde48001122,zero_shot,exact,0.0,6,0,1,-0.14285714285714285
2wikimultihopqa,6,b597a2a40baf11ebab90acde48001122,retrained,exact,0.09090909090909091,5,0,1,-0.14285714285714285
2wikimultihopqa,6,b597a2a40baf11ebab90acde48001122,mixed,exact,0.0,6,0,1,-0.14285714285714285
2wikimultihopqa,4,b5dfb818089011ebbd72ac1f6bf848b6,zero_shot,exact,0.0,4,0,1,-0.2
2wikimultihopqa,4,b5dfb818089011ebbd72ac1f6bf848b6,retrained,exact,0.0,4,2,1,0.2
2wikimultihopqa,4,b5dfb818089011ebbd72ac1f6bf848b6,mixed,exact,0.0,4,0,1,-0.2
2wikimultihopqa,6,b5dfb818089011ebbd72ac1f6bf848b6,zero_shot,exact,0.0,6,1,1,0.0
2wikimultihopqa,6,b5dfb818089011ebbd72ac1f6bf848b6,retrained,exact,0.0,6,2,1,0.2
2wikimultihopqa,6,b5dfb818089011ebbd72ac1f6bf848b6,mixed,exact,0.0,6,0,1,-0.2
2wikimultihopqa,4,b642318c0bdd11eba7f7acde48001122,zero_shot,exact,0.0,4,0,2,-0.4
2wikimultihopqa,4,b642318c0bdd11eba7f7acde48001122,retrained,exact,0.0,4,0,2,-0.4
2wikimultihopqa,4,b642318c0bdd11eba7f7acde48001122,mixed,exact,0.0,4,0,2,-0.4
2wikimultihopqa,6,b642318c0bdd11eba7f7acde48001122,zero_shot,exact,0.09090909090909091,5,0,3,-0.6
2wikimultihopqa,6,b642318c0bdd11eba7f7acde48001122,retrained,exact,0.0,6,0,3,-0.6
2wikimultihopqa,6,b642318c0bdd11eba7f7acde48001122,mixed,exact,0.0,6,0,3,-0.6
2wikimultihopqa,4,b7393e6a084911ebbd55ac1f6bf848b6,zero_shot,exact,0.3333333333333333,2,1,1,0.0
2wikimultihopqa,4,b7393e6a084911ebbd55ac1f6bf848b6,retrained,exact,0.3333333333333333,2,0,1,-0.2
2wikimultihopqa,4,b7393e6a084911ebbd55ac1f6bf848b6,mixed,exact,0.14285714285714285,3,1,1,0.0
2wikimultihopqa,6,b7393e6a084911ebbd55ac1f6bf848b6,zero_shot,exact,0.5,2,0,1,-0.19999999999999996
2wikimultihopqa,6,b7393e6a084911ebbd55ac1f6bf848b6,retrained,exact,0.3333333333333333,3,0,1,-0.19999999999999996
2wikimultihopqa,6,b7393e6a084911ebbd55ac1f6bf848b6,mixed,exact,0.3333333333333333,3,0,1,-0.19999999999999996
2wikimultihopqa,4,bf67b3e7089e11ebbd78ac1f6bf848b6,zero_shot,exact,0.0,4,1,2,-0.14285714285714285
2wikimultihopqa,4,bf67b3e7089e11ebbd78ac1f6bf848b6,retrained,exact,0.0,4,1,2,-0.14285714285714285
2wikimultihopqa,4,bf67b3e7089e11ebbd78ac1f6bf848b6,mixed,exact,0.0,4,0,2,-0.2857142857142857
2wikimultihopqa,6,bf67b3e7089e11ebbd78ac1f6bf848b6,zero_shot,exact,0.0,6,1,2,-0.14285714285714285
2wikimultihopqa,6,bf67b3e7089e11ebbd78ac1f6bf848b6,retrained,exact,0.0,6,2,2,0.0
2wikimultihopqa,6,bf67b3e7089e11ebbd78ac1f6bf848b6,mixed,exact,0.0,6,1,2,-0.14285714285714285
2wikimultihopqa,4,c34451720bdc11eba7f7acde48001122,zero_shot,exact,0.14285714285714285,3,0,2,-0.2857142857142857
2wikimultihopqa,4,c34451720bdc11eba7f7acde48001122,retrained,exact,0.0,4,2,2,0.0
2wikimultihopqa,4,c34451720bdc11eba7f7acde48001122,mixed,exact,0.14285714285714285,3,1,2,-0.14285714285714285
2wikimultihopqa,6,c34451720bdc11eba7f7acde48001122,zero_shot,exact,0.5,2,0,1,-0.14285714285714285
2wikimultihopqa,6,c34451720bdc11eba7f7acde48001122,retrained,exact,0.2,4,2,2,0.0
2wikimultihopqa,6,c34451720bdc11eba7f7acde48001122,mixed,exact,0.2,4,1,2,-0.14285714285714285
2wikimultihopqa,4,c4f1253a0bdd11eba7f7acde48001122,zero_shot,exact,0.0,4,1,2,-0.14285714285714285
2wikimultihopqa,4,c4f1253a0bdd11eba7f7acde48001122,retrained,exact,0.0,4,1,2,-0.14285714285714285
2wikimultihopqa,4,c4f1253a0bdd11eba7f7acde48001122,mixed,exact,0.0,4,0,2,-0.2857142857142857
2wikimultihopqa,6,c4f1253a0bdd11eba7f7acde48001122,zero_shot,exact,0.09090909090909091,5,1,2,-0.14285714285714285
2wikimultihopqa,6,c4f1253a0bdd11eba7f7acde48001122,retrained,exact,0.0,6,1,2,-0.14285714285714285
2wikimultihopqa,6,c4f1253a0bdd11eba7f7acde48001122,mixed,exact,0.09090909090909091,5,1,2,-0.14285714285714285
